Internal Code,Item Name,Internal Code.1,Service Type,Department,Price (Gross),Disc,LOS,NPHIES Code,NPHIES Short Name,Comment,Department.1,ServiceCode,Service Description,LOS.1,Type,NPHIES Code (Hyphenated )2,Unified price,Internal Code.2,Item Name.1,Price,Internal Code.3,Item Name.2,Internal Code.4,Item Name.3,Internal Code.5,Item Name.4,Price.1,Similarity
FMDNTS0070,Manipulation Of Dislocated Tmj,FMDNTS0070,Service,Dental,1640.0,,,47000-00-01,Closed rdctn disloc TMJ  uni,,Ophthalmology,FMOPTB0006,Extended Wear Contact Lens(One),0,Service,96092-00-20,580,,,,FMOPT-4049,UNILATERAL LIMITED MYECTOMY UPPER LID,,,,,,
FMOPTL0068,Punctum Plug Implant - One Eye,FMOPTL0068,Service,Ophthalmology,1640.0,,,42620-00-01,Occlusion lacrimal punctum by plug  uni,,Ophthalmology,FMOPTB0008,Therapeutic Contact Lens (One),0,Service,96092-00-20,1435,,,,16359,CATHETER NELATON MALE 14CH #14-14-100/JM-C2414N,,,,,,
MTPSD-0023,REMOVAL OF WARTY LESION,MTPSD-0023,Service,Plastic Surgery,1640.0,,,30189-01-00,Rmvl other wart 1-14,,Ophthalmology,FMOPTB0013,Acuvue Disposable Lens,0,Service,83700-00-00,290,,,,FMNEP-0045,Crrt(Cvvhd) (12 Hours),,,,,,
MTPSD-0016,SCAR REVISION MEDIUM (G.A.),MTPSD-0016,Service,Plastic Surgery,1640.0,,,45515-00-00,Revision scar of other site <= 7 cm,,Ophthalmology,FMOPTB0016,Cosmetic Contact Lens(Two),0,Service,96092-00-20,3195,,,,FMORT-0298,STRIP OF TENDON,,,,,,
FMDNTS0002,Additional Fee For Complicated Operation - LA,FMDNTS0002,Service,Dental,1640.0,,,83700-00-00,Unlist services yet to be defined,,Ophthalmology,FMOPTB0018,Hard Contact Lens (Two),0,Service,96092-00-20,3890,,,,FMURO-3045,Permicath Insertion for Hemodialysis,,,,,,
FMPSYB0011,DAY HOSPITAL PSYCHIATRIC SESS.,FMPSYB0011,Service,Psychiatry ,1635.0,,,96177-00-00,Interpersonal psychotherapy [IPT],,Ophthalmology,FMOPTC0004,Incision Of Eyelid Stye,0,Service,90084-00-01,275,,,,FMURO-3062,Bilateral Orchidopexy,,,,,,
FMDER-4030,Rf Rejuvenation Machine(Scarlet) - Face,FMDER-4030,Service,Dermatology ,1630.0,,,90675-00-00,Other repair of SSCT,,Ophthalmology,FMOPTC0005,Excision Of Minor Lesion Of Eyelid,0,Service,90086-00-01,825,,,,FMURO-3064,Correction of Tortion Testes & Orchidopexy,,,,,,
FMLAB-2092,Vanillylmandelic Acid (Vma),FMLAB-2092,Service,LABORATORY,1620.0,,,73050-38-30,VMA; Urine,,Ophthalmology,FMOPTC0006,Excision Of Major Lesion Of Eyelid,0,Service,90086-00-01,2535,,,,FMSUR-3236,Laparascopic Ovarian Cystectomy,,,,,,
FMOPTE0011,Corneal Graft Suture Removal,FMOPTE0011,Service,Ophthalmology,1616.0,,,42668-00-01,Rmvl corneal sutures  uni,,Ophthalmology,FMOPTC0018,Eye Lid Electrolysis (Both Eyes),0,Service,42587-05-01,505,,,,FMSUR-3273,Laparascopic Ovarian Drilling (Unilateral),,,,,,
FMXRAY1276,FLUROSCOPY. FISTULOGRAM,FMXRAY1276,Service,Radiology ,1608.0,,,59739-03-00,Other sinography,,Ophthalmology,FMOPTD0007,Subconjunctival Injection,0,Service,42824-01-01,195,,,,FMSUR-3275,Laparascopic Removal of Missed IUCD,,,,,,
FMLAB-7027,"Acute Hepatitis Panel (A) [ HBsAg, HBCore IGM, HAV IGM ]",FMLAB-7027,Service,LABORATORY,1605.0,,,73000-00-80,Acute hepatitis panel,,Ophthalmology,FMOPTE0001,Foreign Body Removal - Superficial,0,Service,99999-99-99,365,,,,FMSUR-3281,Laparascopic Salpingo-oophorectomy (Unilateral),,,,,,
FMLAB-9098,Myoglobin (Urine),FMLAB-9098,Service,LABORATORY,1605.0,,,73050-25-10,Myoglobin; Quant. ,,Ophthalmology,FMOPTE0005,Foreign Body Removal - Deep,0,Service,42644-03-01,1830,,,,FMSUR-3237,Laparascopic Varicocelectomy,,,,,,
FMLAB-7038,"Nephlometer Rheumatology (RF, CRP, ASOT, Uric Acid)",FMLAB-7038,Service,LABORATORY,1605.0,,,73100-17-80,RF; Quant. ,,Ophthalmology,FMOPTE0011,Corneal Graft Suture Removal,0,Service,42668-00-01,1615.9,,,,FMURO-3111,Repair of Urethral Injuries,,,,,,
FMLAB-9141,Vitamin E (Tocopherol),FMLAB-9141,Service,LABORATORY,1605.0,,,73050-35-70,Vitamin E ,,Ophthalmology,FMOPTF0011,Laser Correction For Both Eyes,0,Service,90076-02-01,4025,,,,FMOPT-4187,SIMPLE RETINAL DETACHMENT,,,,,,
FMORW-0159,Ankel Foot Orthosis Below Knee,FMORW-0159,Service,ORTHOPAEDIC WORKSHOP,1605.0,,,96092-00-00,Applic fit adjust/ replace other assist device,,Ophthalmology,FMOPTH0008,Laser For Retinopathy 1 Setting,0,Service,90080-00-01,3080,,,,FMURO-3050,TUR bladder (tumours),,,,,,
FMLAB-9158,Anti Fasciola Hepatica Abs,FMLAB-9158,Service,LABORATORY,1605.0,,,83700-00-00,Unlist services yet to be defined,,Ophthalmology,FMOPTH0009,Laser For Retinopathy 2 Setting,0,Service,42809-01-01,3555,,,,FMOPT-4188,VITEROUS WASH OUT,,,,,,
FMERD-0017,"AMBULANCE SERVICE - WITHOUT NURSE OR PHYSICIAN, 150 - 250 KM (SINGLE TRIP)",FMERD-0017,Service,Emergency,1600.0,,,83500-00-80,Unlist ambul service,,Ophthalmology,FMOPTH0010,Laser For Retinopathy 3 Setting,0,Service,42809-00-01,6150,,,,FMOPT-4090,PTERYGIUM EXCISION+LAMELLAR KERATOPLASTY,,,,,,
FMXRAY1576,IR ANGIOGRAPHY GUIDANCE (< 1 Hour),FMXRAY1576,Service,Radiology ,1600.0,,,59970-00-00,Angiography NEC,,Ophthalmology,FMOPTH0013,Laser Capsulectomy,0,Service,90077-00-01,5940,,,,FMORT-0676,Meniscus Repair Knee,,,,,,
FMXRAY1560,X-RAY C-ARM GUIDANCE (< 1 Hour),FMXRAY1560,Service,Radiology ,1600.0,,,60503-00-11,Fluoroscopic guidance for needle inj  bx/aspiration  uni,,Ophthalmology,FMOPTH0014,Removal Of Mole Cyst,0,Service,90110-00-02,1250,,,,FMSUR-3285,Diagnostic Laparascopy + Canalization of tube,,,,,,
FMXRAY1556,CT. MAKO preoperative (Bilateral),FMXRAY1556,Service,Radiology ,1600.0,,,60100-00-00,Tomography,,Ophthalmology,MTOPT-0002,Excision Of Chalazion - Small,0,Service,42575-00-01,565,,,,FMXRAY1398,IR. Additional LIQUID EMBOLICS (Cyanoacrylates) & PVA,,,,,,
FMXRAY1563,FLUROSCOPY FLUORO GUIDANCE (< 1 Hour),FMXRAY1563,Service,Radiology ,1600.0,,,58506-00-00,Radiography chest w/ fluoroscopic screen,,Ophthalmology,MTOPT-0003,Excision Of Chalazion - Medium,0,Service,42575-00-01,1225,,,,FMXRAY1396,IR. Gastrostomy tube insertion,,,,,,
FMLAB-9085,Insulin Abs,FMLAB-9085,Service,LABORATORY,1595.0,,,73100-15-80,Insulin Ab ,,Ophthalmology,FMOPTC0011,Other Repair Of Eyelid,0,Service,90085-00-01,2957.715,,,,FMLAB-8069,Renal Biopsy,,,,,,
FMLAB-9567,Legionella Abs,FMLAB-9567,Service,LABORATORY,1595.0,,,73100-24-30,Legionella Ab,,Ophthalmology,FMOPTI0006,Lacrimal Duct Probing,0,Service,42615-01-00,1200,,,,FMSUR-3267,SILS Varicocelectomy,,,,,,
FMENDE0057,Fluid Endoclips,FMENDE0057,Service,Internal Medicine,1590.0,,,90335-01-00,Other procedures on digestive system,,Ophthalmology,FMOPT-3001,Phacoemulsification With Iol -Unilateral ,0,Service,42698-07-01,12622.5,,,,FMURO-3021,Cystourethroscopy + diathermy coagulation papiloma bladder,,,,,,
FMSUR-1038,EXCISN OF SEBACEOUS CYST MTPL,FMSUR-1038,Service,surgery ,1580.0,,,30223-01-20,I&d absc SSCT complicated or multiple,,Ophthalmology,FMOPTA0009,Biometry - One Eye,0,Service,55030-00-21,970,,,,MTPSD-0027,HAIR TRANSPLANTATION OF AREA FOR 500 GRAMS,,,,,,
FMDNTR0016,Root Canal Retreatment 3 Canals,FMDNTR0016,Service,Dental,1575.0,,,97415-00-00,Chemomech prep root canal  1 canal,,Ophthalmology,FMOPTA0027,Schirmer'S Test,0,Service,83700-00-00,250,,,,MTPSD-0003,EXCISION OF LIPOMA BIG,,,,,,
FMNUM-0048,EMG AND NCV 4 UNTIS,FMNUM-0048,Service,NEUROLOGY,1575.0,,,11018-01-00,Conduction studies >=4 nerves w EMG,,Ophthalmology,FMOPTA0055,Biometry - Two Eyes,0,Service,55030-00-22,1500,,,,FMOPT-4055,UNILATERAL BLEPHAROPLASTY UPPER LID,,,,,,
FMNUM-0060,NCV 4 UNITS,FMNUM-0060,Service,NEUROLOGY,1575.0,,,11018-00-00,Conduction studies on >= 4 nerves,,Ophthalmology,FMOPTA0056,Corneal Topography (Pentacam) - Two Eyes,0,Service,90067-00-31,1350,,,,FMURO-3060,Anterior Urethrotomy for Stone,,,,,,
FMPDS-1009,ECHO Fetal,FMPDS-1009,Service,PAEDIATRICS/SUG,1575.0,,,55113-00-00,M-mode & 2D real time u/s of heart,,Ophthalmology,FMOPTC0003,Excision Of Chalazion - Multiple,0,Service,42575-00-01,1325,,,,FMSUR-3153,Bilateral Hernia Repair,,,,,,
FMLAB-9124,Somatomedin C (IGF1),FMLAB-9124,Service,LABORATORY,1575.0,,,73050-33-40,Somatomedin ,,Ophthalmology,FMOPTC0022,Lash Removal By Argon Laser,0,Service,90076-02-01,3570,,,,FMURO-3023,Bladder Neck Incision,,,,,,
FMPN-0083,Oxygen for migraine or cluster headache,FMPN-0083,Service,Pain Management,1575.0,,,13020-00-00,HBOT > 90 mins & <= 3 hours,,Ophthalmology,FMOPTD0010-O,Removal Of Conjunctiva Cyst - Large,0,Service,42683-00-01,2315,,,,FMENT-3176,EXPLORATORY TYMPANOTOMY,,,,,,
FMORT-7778,Plasma Rich Fibrien,FMORT-7778,Service,Orthopedics,1575.0,,,92062-00-00,Administration of other serum,,Ophthalmology,FMOPTE0027,Silicon Oil Removal,0,Service,42815-00-01,9210,,,,FMURO-3038,Open Cystolithotomy,,,,,,
FMDER-0080,Puva Succeeding Course,FMDER-0080,Service,Dermatology ,1575.0,,,14050-00-00,Psoralens & UV A therapy of other site,,Ophthalmology,FMOPTH0012,Yag Laser Iridotomy - One Eye,0,Service,42764-00-01,5940,,,,FMENT-3242,PK-LIPOSUCTION ARMS (SKINCARE) INCLUDING O.R. ANAEASTHESIA ONE NIGHT IN HOSPITAL,,,,,,
FMACUA0019,Acupuncture Therapy -5 Sessions,FMACUA0019,Service,Dermatology ,1575.0,,,93173-00-00,Acupuncture,,Ophthalmology,FMOPTL0006,Intense Pulsed Light Session (Ipl) - Both Eyes,0,Service,90111-00-01,525,,,,FMENT-3240,PK-LIPOSUCTION LOWER BACK (SKINCARE) INCLUDING O.R. ANAEASTHESIA ONE NIGHT IN HOSPITAL,,,,,,
FMURO-0123,Injection Of Peroxinorm,FMURO-0123,Service,UROLOGY,1575.0,,,50124-01-10,Admin agt into small jt/oth synovl cavity,,Ophthalmology,FMOPTL0068,Punctum Plug Implant - One Eye,0,Service,42620-00-01,1640,,,,FMENT-3241,PK-LIPOSUCTION UPPER BACK (SKINCARE) INCLUDING O.R. ANAEASTHESIA ONE NIGHT IN HOSPITAL,,,,,,
FMDER-0309,"Thread Nose ""4""",FMDER-0309,Service,Dermatology ,1575.0,,,90676-00-00,Other proc on skin & subcutaneous tissue,,Ophthalmology,FMOPTL0075,Punctum Plug Implant - Two Eyes,0,Service,42620-00-02,2120,,,,ORT-0066,Bone Grafting Big Area,,,,,,
FMERDA0071,CODE BLUE ACTIVATION,FMERDA0071,Service,Emergency,1575.0,,,83700-00-00,Unlist services yet to be defined,,Ophthalmology,MTOPT-0050,Cross Linking - Unilateral ,0,Service,42652-00-11,5000,,,,FMDER-0302,Linear Shockwave Therapy - 4 Sessions,,,,,,
FMOPTA0008,Fluroscein Angiography - One Eye,FMOPTA0008,Service,Ophthalmology,1575.0,,,83700-00-00,Unlist services yet to be defined,,Ophthalmology,FMOPT-0041,Color Blind Test,0,Service,83700-00-00,150,,,,FMOPT-4071,EXCISION OF LACRIMAL GLAND,,,,,,
FMPTD-2152,PACKAGE DEAL (12) SESSIONS FOR MANU,FMPTD-2152,Service,Physiotherapy,1575.0,,,99999-99-99,Unlist ambulatory,,Ophthalmology,MTOPT-0005,Photo Dynamic Therapy - One Eye,0,Service,42810-00-01,565,,,,FMSUR-3229,Laparascopy (Diagnostic) + Biopsy,,,,,,
FMPTD-2137,TAE-KWAN-DO TRAINING 1 MONTH),FMPTD-2137,Service,Physiotherapy,1575.0,,,83700-00-00,Unlist services yet to be defined,,Ophthalmology,MTOPT-0007,Eye Lashes Electrolysis (Both Eye),0,Service,42587-05-01,455,,,,FMOPT-4100,PHOTOTHERAPETUCI KERATECTOMY (P.T.K.) ONE EYE,,,,,,
FMLAB-9008,Aldosterone (Serum Or Urine),FMLAB-9008,Service,LABORATORY,1570.0,,,73050-01-40,Aldosterone ,,Ophthalmology,MTOPT-0029,Fundus Examination Under Ga,0,Service,42503-00-01,875,,,,FMOPT-4168,SQUINT REPAIR (ONE OR BOTH EYES),,,,,,
FMLAB-9314,Manganese In Plasma,FMLAB-9314,Service,LABORATORY,1570.0,,,73050-24-20,Manganese; Quant. ,,Ophthalmology,MTOPT-0032,Eye Suture,0,Service,42668-00-01,260,,,,FMSUR-3350,Each Additional : Coil,,,,,,
FMORW-0104,Bel.Knee Ort.Up 10 Yrs W/Cover,FMORW-0104,Service,ORTHOPAEDIC WORKSHOP,1565.0,,,96092-00-00,Applic fit adjust/ replace other assist device,,Ophthalmology,MTOPT-0034,Eye Lid Electrolysis One Eye,0,Service,42587-04-01,290,,,,FMDNTS0297,Osteotomy Of Maxilla (Localized Posterior),,,,,,
FMLAB-9001,17-Hydroxy-Progesterone,FMLAB-9001,Service,LABORATORY,1555.0,,,73050-29-60,17-Hydroxypregnenolone ,,Ophthalmology,MTOPT-0039,Optical Coherent Tomography (Oct) - Two Eyes,0,Service,11219-00-12,950,,,,FMLAB-8017,Surgical Pathology V,,,,,,
FMLAB-9043,Complement C2,FMLAB-9043,Service,LABORATORY,1555.0,,,73100-12-50,Measure complement functional activity,,Ophthalmology,MTOPT-0037,Lid Abscess,0,Service,30223-03-01,480,,,,FMPN-0033,Superior hypogastric plexus,,,,,,
FMLAB-9238,Q-Fever Ab,FMLAB-9238,Service,LABORATORY,1555.0,,,73100-20-50,Coxiella Burnetii Ab,,Ophthalmology,FMOPT-4000,Orbital Exploration,1,PKG,42533-00-01,8700,,,,FMORT-0309,ACHILLORAPHY,,,,,,
FMDNTN0055,Apicectomy – per root,FMDNTN0055,Service,Dental,1550.0,,,432,Apicectomy – per root,,Ophthalmology,FMOPT-4004,Exentration,1,PKG,42536-00-01,16200,,,,FMORT-0296,ADDUCTIONTENOTOMY OF HIP,,,,,,
FMLAB-9010,Alpha-1-Antitrypsin,FMLAB-9010,Service,LABORATORY,1550.0,,,73050-01-50,Alpha-1-Antitrypsin (total); Quant.,,Ophthalmology,FMOPT-4005,Enucleation Or Evisceration Of Eye Ball,1,PKG,42506-00-00,5820,,,,FMNEU-3480,ANTERIOR THORACIC CORPECTOMY AND STABILIZATION - THREE LEVELS W/OUT IMPLANT,,,,,,
FMLAB-9376,"Ascaris Abs. IgG, IgM",FMLAB-9376,Service,LABORATORY,1550.0,,,73250-00-20,Ab identification ,,Ophthalmology,FMOPT-4006,Enucleation Or Evisceration=Prosth.Implant,1,PKG,42509-00-00,8640,,,,FMORT-0479,ARTHROSCOPIC EXAMINATION-KNEE,,,,,,
FMLAB-9068,Gold,FMLAB-9068,Service,LABORATORY,1550.0,,,73100-17-90,TB Gold (Quantiferon) ,,Ophthalmology,FMOPT-4022,Tarsorrhaphy (One Eye),1,PKG,42584-00-01,7500,,,,FMORT-0429,ARTHROSCOPY OF KNEE-DIAGNOSTIC,,,,,,
FMXRAY1283,FLUROSCOPY. VENOGRAPHY UPP/LOW EXTR. (2 SIDE),FMXRAY1283,Service,Radiology ,1540.0,,,59970-01-00,Digital sub angiography NEC,,Ophthalmology,FMOPT-4023,Ptosis Repair (One Eye),1,PKG,45623-05-01,8700,,,,FMORT-0597,ARTROSCOPIC ANKLE DIAGNOSTIC,,,,,,
FMLAB-8014,Panel Special Stain(4 Or More),FMLAB-8014,Service,LABORATORY,1535.0,,,73200-07-30,Histochemical stain ,,Ophthalmology,FMOPT-4024,Repair Of Entropion Or Ectropion (One Eye),1,PKG,45626-00-02,6000,,,,FMORT-0003,BONE GRAFT OUT OF ILIAC BONE- CREST,,,,,,
FMLAB-7025,"TORCH TEST PROFILE: [ TOXO, RUB, CMV,HSV]",FMLAB-7025,Service,LABORATORY,1535.0,,,73100-26-60,Toxoplasma  IgM Ab ,,Ophthalmology,FMOPT-4026,Trichiasis Repair (One Eye),DAY CASE,PKG,42587-03-01,4620,,,,FMONC-0082,Celiac Plexus,,,,,,
FMERDA0136,FULL CAST - ABOVE KNEE,FMERDA0136,Service,Emergency,1520.0,,,96092-00-00,Applic fit adjust/ replace other assist device,,Ophthalmology,FMOPT-4029,Electrolysis For Eye Lashes In O.R.,DAY CASE,PKG,42587-04-01,1140,,,,FMPN-0035,Celiac plexus block,,,,,,
FMERDA0138,FULL CAST - BELOW KNEE,FMERDA0138,Service,Emergency,1520.0,,,96092-00-00,Applic fit adjust/ replace other assist device,,Ophthalmology,FMOPT-4032,Complex Lid Reconstruction,1,PKG,90095-00-01,9600,,,,FMORT-0124,CLOSED REDUCT OF DISLOCATN AT FOOT & TOE,,,,,,
FMXRAY1345,W.H. Mammography 2D + US,FMXRAY1345,Service,Radiology ,1520.0,,,55070-00-00,Ultrasound of breast  unilateral,,Ophthalmology,FMOPT-4035,Exci. Of Multi Chalaz. In Or,DAY CASE,PKG,42575-00-01,3712.5,,,,FMORT-0120,CLOSED REDUCT OF DISLOCATN AT HAND & FINGER,,,,,,
FMORT-0774,Intro Op-Monitoring (Iom),FMORT-0774,Service,Orthopedics,1520.0,,,99999-99-99,Unlist ambulatory,,Ophthalmology,FMOPT-4036,Exci. Of Lid Tumour With Com. Re,1,PKG,31230-00-01,8700,,,,FMORT-0119,CLOSED REDUCT OF DISLOCATN AT WRIST,,,,,,
FMPTD-0061,WELKERS - FOLDING ALUMINUM,FMPTD-0061,Service,Physiotherapy,1520.0,,,99999-99-99,Unlist ambulatory,,Ophthalmology,FMOPT-4039,Unilat. Ptosis Repair+Fresh,1,PKG,45623-05-01,15000,,,,FMURO-0135,Dynamic Cavernpsography,,,,,,
FMDNTX0012 , Major Use of Microscope during dental procedure,FMDNTX0012 ,Service,Dental & Maxillofacial,1500.0,,,53,Cytological investigation,,Ophthalmology,FMOPT-4040,Bil. Ptosis Repair+Fresh Fasc.,1,PKG,45623-05-02,23400,,,,FMORT-0260,EXCISION OF MUSCLE OR FACIA OF HAND FOR GRAFT,,,,,,
FMDER-4084,Mesotherapy For Face - 5 Sessions,FMDER-4084,Service,Dermatology ,1500.0,,,90675-00-00,Other repair of SSCT,,Ophthalmology,FMOPT-4058,Bilateral Blepharoplasty Lower Lid,1,PKG,45625-00-02,15600,,,,FMORT-0304,EXCISON OF LESION (GANGLION) OF TENDON EXCEPT HAND,,,,,,
FMXRAY1133,CT. CRADIAC (CALCIUM SCORING PROTOCOL),FMXRAY1133,Service,Radiology ,1500.0,,,60100-00-00,Tomography,,Ophthalmology,FMOPT-4067,Reconstruction Of Lacrimal Ducts+Last. Tube,1,PKG,90088-00-01,9300,,,,FMORT-0245,EXPLORATION OF TENDON SHEAT OF HAND,,,,,,
FMDER-4085,Fractional Laser - 3 Session,FMDER-4085,Service,Dermatology ,1500.0,,,90676-00-00,Other proc on skin & subcutaneous tissue,,Ophthalmology,FMOPT-4068,Dacryocystectomy,1,PKG,42596-01-01,5820,,,,FMPN-0010,Genicular nerve RFA,,,,,,
FMDER-4062,Mesotherapy For Face - 3 Sessions,FMDER-4062,Service,Dermatology ,1500.0,,,90676-00-00,Other proc on skin & subcutaneous tissue,,Ophthalmology,FMOPT-4069,D.C.R.,1,PKG,42623-00-01,12600,,,,FMOPT-4114,HYPEROPIC KERATOMIL. HKM - HALK,,,,,,
FMDER-4061,Mesotherapy For Hair - 3 Sessions,FMDER-4061,Service,Dermatology ,1500.0,,,90676-00-00,Other proc on skin & subcutaneous tissue,,Ophthalmology,FMOPT-4070,Biopsy Of Lacrimal Gland Tumor+Histopath. Analysis,1,PKG,30075-35-01,7020,,,,FMORT-0248,INCISION & DAINAGE OF PALMAR OR THENAR SPACE,,,,,,
FMORT-1025,Minor Joint Injection,FMORT-1025,Service,Orthopedics,1500.0,,,50124-01-10,Admin agt into small jt/oth synovl cavity,,Ophthalmology,FMOPT-4084,Repair Of Conjunctiva Laceration,DAY CASE,PKG,42632-02-01,2340,,,,FMORT-0561,MINOR SKIN GRAFT,,,,,,
FMNEU-1014,Minor Joint INJECTION - ONE JOINT,FMNEU-1014,Service,NEUROSURGERY,1500.0,,,50124-01-10,Admin agt into small jt/oth synovl cavity,,Ophthalmology,FMOPT-4085,Biopsy Of Conj. Tumour+Histopathology Analysis,DAY CASE,PKG,42676-00-01,7020,,,,FMORT-0712,MUSCLE REPAIR,,,,,,
FMORT-1047,Prf Injection,FMORT-1047,Service,Orthopedics,1500.0,,,50124-01-10,Admin agt into small jt/oth synovl cavity,,Ophthalmology,FMOPT-4088,Pterygium Excision,DAY CASE,PKG,42686-00-01,4740,,,,FMORT-0246,MYOTOMY OF HAND,,,,,,
FMOPT-4017,REPAIR OF SMALL WOUND OF LID,FMOPT-4017,PKG,Ophthalmology,1500.0,,DAY CASE,30052-01-01,Repair of wound of eyelid  uni,,Ophthalmology,FMOPT-4089,Pterygium Excision+Conj. Graft,1,PKG,42686-00-01,7800,,,,FMORT-1020,Neurolysis,,,,,,
FMURO-3013,Trus & Biopsy,FMURO-3013,PKG,UROLOGY,1500.0,,DAY CASE,37218-00-00,Needle biopsy of prostate or sem ves,,Ophthalmology,FMOPT-4091,Corneal Transplant (Keratoplasty (Pkp)),2,PKG,90067-00-01,26400,,,,FMORT-0261,OTHER FACIECTOMY OF HAND,,,,,,
FMOPTA0055,Biometry - Two Eyes,FMOPTA0055,Service,Ophthalmology,1500.0,,,55030-00-22,Ophth biometry U/S echo w intraocular lens pwr calcu bil,,Ophthalmology,FMOPT-4094,Tattoing,DAY CASE,PKG,90662-00-00,7140,,,,FMORT-0263,OTHER MYECTOMY OF HAND,,,,,,
FMXRAY1572,WH Obstetric US (Detailed Anatomy Scan),FMXRAY1572,Service,Radiology ,1500.0,,,55700-02-00,U/s abdo/pelvis for other pregnancy cond,,Ophthalmology,FMOPT-4098,Removal Of P.K.P. Sutures (Operation Outside Hospital),DAY CASE,PKG,42668-00-01,1380,,,,FMPN-0047,Radiofrequency ablation (RFA),,,,,,
FMLAB-9995,CELIAC DISEASE SCREENING,FMLAB-9995,Service,laboratory,1500.0,,,73050-39-70,Unlist Chemistry proc,,Ophthalmology,FMOPT-4099,Corneal Wound Suturing,1,PKG,90176-00-00,8100,,,,FMORT-0522,RELEASE ADDUCTOR TENDON BILAT.,,,,,,
FMLAB-4001,Acetaminophen (Paracetamol),FMLAB-4001,Service,LABORATORY,1490.0,,,73300-03-60,Over-the-counter (OTC) Drug Levels; Quant. ,,Ophthalmology,FMOPT-4100,Phototherapetuci Keratectomy (P.T.K.) One Eye,1,PKG,90063-00-01,10620,,,,FMORT-0153,RELEASE OF ADHERENT JNT CAPSUL CARTILAGE-UNSPEC. SITE.,,,,,,
FMLAB-9017,Angiotensin Converting Enzyme (ACE),FMLAB-9017,Service,LABORATORY,1490.0,,,73050-03-50,ACE ,,Ophthalmology,FMOPT-4129,Cataract Extraction,1,PKG,42698-06-01,13800,,,,FMORT-0160,"RELEASE OF ADHERENT JNT CAPSUL LIGAMENT,CARTILAGE-ANKLE",,,,,,
FMLAB-7041,"Body Fluid Profile(C/S, Tp, Wbcs, Rbcs, Chloride, Ldh,Rbs)",FMLAB-7041,Service,LABORATORY,1490.0,,,73400-00-70,CSF; Cell & differential count ,,Ophthalmology,FMOPT-4131,Secondry I.O.L. Implantation,1,PKG,42701-00-01,13800,,,,FMORT-0052,REMVL OF INT. FIXATN DEVICE AT CARPALS & METACARPALS,,,,,,
FMLAB-9030,Carnitine Total,FMLAB-9030,Service,LABORATORY,1490.0,,,73050-06-80,Carnitine (total & free) ,,Ophthalmology,FMOPT-4134,Removal Of I.O.L. (Implanted Inside),1,PKG,42704-00-01,6300,,,,FMORT-0533,RETRO-PATELLAR SHAVING PER ARTHROSCOPY,,,,,,
FMLAB-5034,HCV Western Blot,FMLAB-5034,Service,LABORATORY,1490.0,,,73050-53-80,HCV; Direct probe ,,Ophthalmology,FMOPT-4139,Secondry Iol+Keratoplasty,2,PKG,42701-00-01,24000,,,,FMORT-1030,Suprascapular nerve block,,,,,,
FMLAB-9550,Insulin Receptor Abs IgA & IgG,FMLAB-9550,Service,LABORATORY,1490.0,,,73100-15-80,Insulin Ab ,,Ophthalmology,FMOPT-4141,Glaucoma Extraction + Cataract Extraction + Iol,1,PKG,42698-08-01,18000,,,,FMPN-0084,trigemial Rf one nerve,,,,,,
FMLAB-9638,Parvovirus Immunoblot IgM,FMLAB-9638,Service,LABORATORY,1490.0,,,73100-25-30,ParvoVirus Ab,,Ophthalmology,FMOPT-4143,Retrobulbar Alcoholic Inj.,DAY CASE,PKG,42824-00-01,1080,,,,FMOPT-4059,UNILATERAL EYE BROW PLASTY,,,,,,
FMDNTM0008,Gingivectomy Or Gingivoplasty/Quadrant,FMDNTM0008,Service,Dental,1485.0,,,231,Gingivectomy – per tooth,,Ophthalmology,FMOPT-4145,Glaucoma Ext.+Molteno Tube,1,PKG,42698-08-01,13200,,,,FMPN-0046,Bilateral multiple level median branches,,,,,,
FMLAB-9203,11-Deoxycortisol,FMLAB-9203,Service,LABORATORY,1450.0,,,73050-11-10,Deoxycortisol ,,Ophthalmology,FMOPT-4147,Glaucoma Ext.+Optomide,1,PKG,42698-08-01,18000,,,,FMURO-0153,Full I. C. Program - 25 Dose,,,,,,
FMINT-0104,IN Body Composition,FMINT-0104,Service,INTERNAL MEDICINE,1450.0,,,96026-00-00,Nutritional/dietary assessment,,Ophthalmology,FMOPT-4149,Total Retinal Detachment,2,PKG,90079-00-02,21600,,,,FMONC-0126,Rf Of S3 Lateral Branches,,,,,,
FMDER-0168,Milia Extraction - Large,FMDER-0168,Service,Dermatology ,1450.0,,,31205-00-30,Exc lesn SSCT other site  large,,Ophthalmology,FMOPT-4151,Parsplana Vitrectomy+Scleral Buckle,1,PKG,42725-00-01,21600,,,,FSLAB0019,FAMILIAL MEDITERREAN FEVER STAGE 1,,,,,,
FMDER-0020,Planter Wart,FMDER-0020,Service,Dermatology ,1450.0,,,30186-00-01,Rmvl plantar wart  uni,,Ophthalmology,FMOPT-4156,Parsplana Len+Vit+Iol,1,PKG,42725-00-02,23400,,,,FMURO-4025,LASER HAEMORRHOIDOPLASTY/ LASER HAEMORRHOID ABLATION - 1DAY,,,,,,
FMLAB-5018,Anti-Hepatitis Delta (IgM),FMLAB-5018,Service,LABORATORY,1445.0,,,73100-22-80,Hepatitis D Ab,,Ophthalmology,FMOPT-4158,Retinal Cryopexy,1,PKG,42809-00-01,7200,,,,FMSUR-3109,Mastectomy in males with histopathology,,,,,,
