Department,SGH - CODE  ,SGH NAME ,Price 2021,SGH Service type,LOS
OPTHALMOLOGY,OPT-0001,Chalazion Removal L.A.,843.57,PACKAGE DEAL,Day Case
OPTHALMOLOGY,OPT-0002,Ptergium Removal L.A.,3114.72,PACKAGE DEAL,Day Case
OPTHALMOLOGY,OPT-0003,Ectropion,3568.95,PACKAGE DEAL,Day Case
OPTHALMOLOGY,OPT-0004,Corneal Graft Suture Removal,4282.74,PACKAGE DEAL,Day Case
OPTHALMOLOGY,OPT-0005,Tarsorraphy,3114.72,PACKAGE DEAL,Day Case
OPTHALMOLOGY,OPT-0007,Irridectomy,8565.48,PACKAGE DEAL,1 Day
OPTHALMOLOGY,OPT-0008,Dacryo Cystectomy,3244.5,PACKAGE DEAL,1 Day
OPTHALMOLOGY,OPT-0009,Enucleation,4672.08,PACKAGE DEAL,1 Day
OPTHALMOLOGY,OPT-0010,Lacrimal Canaliculum Probing,2141.37,PACKAGE DEAL,1 Day
OPTHALMOLOGY,OPT-0011,Lacrimal Gland Biopsy,3854.466,PACKAGE DEAL,1 Day
OPTHALMOLOGY,OPT-0012,Pterygium G.A.,4282.74,PACKAGE DEAL,1 Day
OPTHALMOLOGY,OPT-0013,Enucleation with  Implant G.A.,7786.8,PACKAGE DEAL,2 Days
OPTHALMOLOGY,OPT-0014,Irridectomy Laser,7137.9,PACKAGE DEAL,2 Days
OPTHALMOLOGY,OPT-0015,Capsulectomy Laser,7137.9,PACKAGE DEAL,2 Days
OPTHALMOLOGY,OPT-0016,Biopsy of Orbital Tumours,7494.795,PACKAGE DEAL,2 Days
OPTHALMOLOGY,OPT-0017,Mucous Mem. Grafting/ Trichiasis,8176.139999999999,PACKAGE DEAL,2 Days
OPTHALMOLOGY,OPT-0018,Corneal Dermoid Excision,8176.139999999999,PACKAGE DEAL,2 Days
OPTHALMOLOGY,OPT-0019,Dacro Cystorhinostomy,9733.5,PACKAGE DEAL,2 Days
OPTHALMOLOGY,OPT-0021,Capsulectomy,7494.795,PACKAGE DEAL,2 Days
OPTHALMOLOGY,OPT-0023,Cyclodialysis,10512.18,PACKAGE DEAL,3 Days
OPTHALMOLOGY,OPT-0024,Repair of Corneal Laceration,8857.485,PACKAGE DEAL,3 Days
OPTHALMOLOGY,OPT-0026,Cataract Extraction without IOL,7721.91,PACKAGE DEAL,3 Days
OPTHALMOLOGY,OPT-0027,Lacrimal Canaliculum Reconst,9733.5,PACKAGE DEAL,3 Days
OPTHALMOLOGY,OPT-0028,Anterior Vitrectomy,9538.83,PACKAGE DEAL,3 Days
OPTHALMOLOGY,OPT-0029,Intraocular FB Removal,8435.7,PACKAGE DEAL,3 Days
OPTHALMOLOGY,OPT-0030,Glaucoma Operation Trabe,8565.48,PACKAGE DEAL,3 Days
OPTHALMOLOGY,OPT-0032,Explo/Excision Orbital Tumour,11680.2,PACKAGE DEAL,3 Days
OPTHALMOLOGY,OPT-0033,Secondary Insertion of I.O.L.,7137.9,PACKAGE DEAL,3 Days
OPTHALMOLOGY,OPT-0034,Posterior Vitrectomy,14665.140000000001,PACKAGE DEAL,4 Days
OPTHALMOLOGY,OPT-0035,Lamellar Keratoplasty,17714.97,PACKAGE DEAL,6 Days
OPTHALMOLOGY,OPT-0036,Corneal Graft (P. Keratoplasty),22062.6,PACKAGE DEAL,6 Days
OPTHALMOLOGY,OPT-0037,Cataract Extraction with IOL,10447.29,PACKAGE DEAL,3 Days
OPTHALMOLOGY,FMOPTA0017,MYOPIC KEROTMELIUSIS,4210.0632000000005,service,
OPTHALMOLOGY,FMOPTB0013,ACUVUE DISPOSABLE LENSES BOX,201.159,service,
OPTHALMOLOGY,FMOPTB0014,ACUVUE REGISTRATION CARD,330.93899999999996,service,
OPTHALMOLOGY,FMOPTB0020,MONTHLY DISPOSABLE CONTACT     LENS (BOX),220.62599999999998,service,
OPTHALMOLOGY,FMOPTE0019,ALK EXCIM.FOR HIGH MYOPIA/EYE,3607.884,service,
OPTHALMOLOGY,FMOPTG0009,PRICE OF SINGLE MOLTENO IMPLAN T,895.482,service,
OPTHALMOLOGY,FMOPTI0007,THREE SMIB OPERATION,149.247,service,
OPTHALMOLOGY,FMOPTI0016,TESTING,1693.6290000000001,service,
OPTHALMOLOGY,FMOPTK0009,ARTIFICIAL EYE REFORM OR SHELL,1174.509,service,
OPTHALMOLOGY,FMOPTK0013,SECONDARY MOTILITY IMPLANT,3607.884,service,
OPTHALMOLOGY,FMOPTK0014,PRICE OF MOTILITY IMPLANT,3535.2072,service,
OPTHALMOLOGY,MTOPT-0011,PTOSIS OPERATION,6914.6784,service,
OPTHALMOLOGY,OPT-0006,Laser Photocoagulation / Eye,2141.37,PACKAGE DEAL,Day Case
OPTHALMOLOGY,OPT-0020,Squint Correction,11582.865000000002,PACKAGE DEAL,2 Days
OPTHALMOLOGY,OPT-0022,Recurrent Pterygium + SR.1000 for Graft,6489,PACKAGE DEAL,3 Days
OPTHALMOLOGY,OPT-0025,Ptosis Repair,8176.139999999999,PACKAGE DEAL,3 Days
OPTHALMOLOGY,OPT-0031,Recurrent Ptosis,8857.485,PACKAGE DEAL,3 Days
ORTHODONTICS,FMODT-0002,GRADE I MALOCCLUSION 1ST DEPO-SIT.,4851.176399999999,service,
ORTHODONTICS,FMODT-0006,GRADE II MALOCCL. 1ST DEPOSIT,5759.6364,service,
ORTHODONTICS,FMODT-0009,GRADE III MALOCCLUSSION TOTAL,13822.218899999998,service,
ORTHODONTICS,FMODT-0011,GRADE III MALOCCL. 2ND DEPOSIT,4610.4345,service,
ORTHODONTICS,FMODT-0013,GRADE IV MALOCCLUSSION TOTAL,16125.165,service,
ORTHODONTICS,FMODT-0016,GRADE IV MALOCCL. 3RD DEPOSIT,2307.4884,service,
ORTHODONTICS,FMODT-0018,GRADE V MALOCCL. 1ST DEPOSIT,9216.3267,service,
ORTHODONTICS,FMODT-0020,GRADE V MALOCCL. 3RD DEPOSIT,2307.4884,service,
ORTHODONTICS,FMODT-0023,GRADE VI MALOCCL. 2ND DEPOSIT,8062.5825,service,
ORTHODONTICS,FMODT-0025,GRADE VII MALOCCL. TOTAL,23029.461,service,
ORTHODONTICS,FMODT-0027,GRADE VII MALOCCL. 2ND DEPOSIT,9216.3267,service,
ORTHODONTICS,FMODT-0030,RETAINER UPER OR LOWER,624.56625,service,
ORTHODONTICS,FMODT-0031,RETAINERS UPPER & LOWER,1249.1325,service,
ORTHODONTICS,FMODT-0032,ACTIVATOR,3461.2326000000003,service,
ORTHODONTICS,FMODT-0033,EXPANSION SCREW,1735.1585999999998,service,
ORTHODONTICS,FMODT-0034,SPACE MAINTINER SIMPLE,581.4144,service,
ORTHODONTICS,FMODT-0035,SPACE MAINTAINER COMPOUND,926.6291999999999,service,
ORTHODONTICS,FMODT-0036,BITE PLANE,1158.2865,service,
ORTHODONTICS,FMODT-0037,HABIT BREAKING APPLIANCE,1158.2865,service,
ORTHODONTICS,FMODT-0038,REMOVAL OF FIXED APPLIANCE,358.84170000000006,service,
ORTHODONTICS,FMODT-0039,"BRACKET, BAND OR ARCH WIRE",190.7766,service,
ORTHODONTICS,FMODT-0042,PHOTOCCLUSSION ANALYSIS,295.24949999999995,service,
ORTHODONTICS,FMODT-0043,CEPHALOMETRIC COMPUTER ANALYS.,295.24949999999995,service,
ORTHODONTICS,FMODT-0001,GRADE I MALOCCLUSION TOTAL,9684.183599999998,service,
ORTHODONTICS,FMODT-0003,GRADE I MALOCCL. 2ND DEPOSIT,2307.4884,service,
ORTHODONTICS,FMODT-0004,GRADE II MALOCCL. 3RD DEPOSIT,2307.4884,service,
ORTHODONTICS,FMODT-0005,GRADE II MALOCCLUSSION TOTAL  REMOVABLE STAGE I,11514.7305,service,
ORTHODONTICS,FMODT-0007,GRADE II MALOCCL. 2ND DEPOSIT,3461.2326000000003,service,
ORTHODONTICS,FMODT-0008,GRADE II MALOCCL. 3RD DEPOSIT,2307.4884,service,
ORTHODONTICS,FMODT-0010,GRADE III MALOCCL. 1ST DEPOSIT,6917.9229,service,
ORTHODONTICS,FMODT-0012,GRADE III MALOCCL. 3RD DEPOSIT,2307.4884,service,
ORTHODONTICS,FMODT-0014,GRADE IV MALOCCL. 1ST DEPOSIT,8062.5825,service,
ORTHODONTICS,FMODT-0015,GRADE IV MALOCCL. 2ND DEPOSIT,6659.0118,service,
ORTHODONTICS,FMODT-0017,GRADE V MALOCCLUSION TOTAL,21280.675499999998,service,
ORTHODONTICS,FMODT-0019,GRADE V MALOCCL. 2ND DEPOSIT,6917.9229,service,
ORTHODONTICS,FMODT-0021,GRADE VI MALOCCLUSSION TOTAL,20726.514899999995,service,
ORTHODONTICS,FMODT-0022,GRADE VI MALOCCL. 1ST DEPOSIT,10365.528599999998,service,
ORTHODONTICS,FMODT-0024,GRADE VI MALOCCL. 3RD DEPOSIT,2307.4884,service,
ORTHODONTICS,FMODT-0026,GRADE VII MALOCCL. 1ST DEPOSIT,13304.396700000001,service,
ORTHODONTICS,FMODT-0028,GRADE VII MALOCCL. 3RD DEPOSIT,2307.4884,service,
ORTHODONTICS,FMODT-0029,CLICKING TMJ[FJO],3461.2326000000003,service,
ORTHODONTICS,FMODT-0040,ORTHODONTIC DIAGNOSTIC RECORDS,1017.4752,service,
ORTHODONTICS,FMODT-0041,ORTHODONTIC STUDY MODELS,295.24949999999995,service,
ORTHODONTICS,FMODT-0044,APPOINTMENT CANCELL.W/O NOTICE,190.7766,service,
ORTHODONTICS,FMODT-0045,ORTHODONTIC DEPOSIT,1158.2865,service,
ORTHODONTICS,FMODT-0046,ORTHODONTIC DEPOSIT,1735.1585999999998,service,
ORTHODONTICS,FMODT-0047,ORTHODONTIC DEPOSIT,2307.4884,service,
ORTHODONTICS,FMODT-0048,ORTHODONTIC DEPOSIT,2884.3605,service,
ORTHODONTICS,FMODT-0049,ORTHODONTIC DEPOSIT,3461.2326000000003,service,
ORTHODONTICS,FMODT-0050,ORTHODONTIC DEPOSIT,4038.1046999999994,service,
ORTHODONTICS,FMODT-0051,ORTHODONTIC DEPOSIT,4610.4345,service,
ORTHOPAEDIC,FMORT-0002,BONE GRAFT OUT OF TIBIA&FIBULA,2258.172,service,
ORTHOPAEDIC,FMORT-0004,BONE GRAFT OUT OF DORSAL ILIAC CREST,1505.4479999999999,service,
ORTHOPAEDIC,FMORT-0013,TRANSPLANT OF BONE GRAFT TO - TARSAL & METATARSALS,1005.7950000000001,service,
ORTHOPAEDIC,FMORT-0016,BONE LENGTHENING W/BONE GRAFT AT UNSPEC. SITE,5959.497600000001,service,
ORTHOPAEDIC,FMORT-0022,INT. FIXATN OF BONE AT UNSPEC. SITE,2258.172,service,
ORTHOPAEDIC,FMORT-0024,INT. FIXATN OF BONE AT HUMERUS,3607.884,service,
ORTHOPAEDIC,FMORT-0025,INT. FIXATN OF BONE AT RADIUS  & ULNA,3763.62,service,
ORTHOPAEDIC,FMORT-0026,INT. FIXATN OF BONE AT CARPALS & METACARPALS,3010.8959999999997,service,
ORTHOPAEDIC,FMORT-0027,INT. FIXATN OF BONE FEMUR,3607.884,service,
ORTHOPAEDIC,FMORT-0028,INT. FIXATN OF BONE AT PATELLA,2258.172,service,
ORTHOPAEDIC,FMORT-0029,INT. FIXATN OF BONE AT TIBIA &FIBULA,3825.9144,service,
ORTHOPAEDIC,FMORT-0030,INT. FIXATN OF BONE AT TARSAL  & METATARSAL,3010.8959999999997,service,
ORTHOPAEDIC,FMORT-0033,RENISERT.OF INT.FIXATN DEVICE AT HUMERUS,4578.6384,service,
ORTHOPAEDIC,FMORT-0048,REMVL OF INT.FIXATN DEVICE AT  UNSPEC. SITE.,1505.4479999999999,service,
ORTHOPAEDIC,FMORT-0057,RED.OF FRAC.&DISLOC. INCL.CASTSPLINT TRACT DEV. AT HUMERUS,1518.426,service,
ORTHOPAEDIC,FMORT-0058,"RED.OF FRAC & DISLOC.INCL.CASTSPLINT,TRACT AT RADIUS & ULNA",1739.0520000000001,service,
ORTHOPAEDIC,FMORT-0059,"RED.OF FRAC.& DISLOC.INCL CASTSPLINT,TRACT AT CARPLS & META.",1349.712,service,
ORTHOPAEDIC,FMORT-0060,"RED.OF FRAC & DISLOC.INCL CASTSPLINT,TRACT DEV.AT PHALANGES",986.328,service,
ORTHOPAEDIC,FMORT-0061,"RED.OF FRAC & DISLOC INCL CASTSPLINT,TRACT DEV. AT FEMUR",2303.595,service,
ORTHOPAEDIC,FMORT-0062,RED.OF FRAC & DISLOC INCL CASTSPLINT TRACT DEV.AT TIB. & FIB,1933.722,service,
ORTHOPAEDIC,FMORT-0063,RED.OF FRAC.&DISLOC.INCL CAST SPLINT TRACT DEV.AT TARS &META,1349.712,service,
ORTHOPAEDIC,FMORT-0064,RED.OF FRAC.&DISLOC. INCL.CASTSPLINT TRACT DEV AT PHALA.FOOT,1349.712,service,
ORTHOPAEDIC,FMORT-0089,REPAIR & TRANSPLANT OF TENDONS,3841.4880000000003,service,
ORTHOPAEDIC,FMORT-0134,DIAGNOSTIC ARTROSC.OF SHOULDER,1434.0690000000002,service,
ORTHOPAEDIC,FMORT-0135,DIAGNOSTIC ARTROSC. OF KNEE,1434.0690000000002,service,
ORTHOPAEDIC,FMORT-0137,CRUCIATE LIGAMENT REPAIR PER   ARTHROSCOPE,2861.649,service,
ORTHOPAEDIC,FMORT-0164,EXCISN OF SEMILUNAR CARTILAGE  OF KNEE,3010.8959999999997,service,
ORTHOPAEDIC,FMORT-0172,INTRA ART. INJ. TO SHOULDER AND MEDICATION,519.12,service,
ORTHOPAEDIC,FMORT-0182,CHEILECTOMY OF UNSPEC. SITE,2303.595,service,
ORTHOPAEDIC,FMORT-0183,CHEILECTOMY OF SHOULDER,2498.265,service,
ORTHOPAEDIC,FMORT-0184,CHEILECTOMY OF ELBOW,2303.595,service,
ORTHOPAEDIC,FMORT-0185,CHEILECTOMY OF WRIST,2303.595,service,
ORTHOPAEDIC,FMORT-0186,CHEILECTOMY OF HAND & FINGER,1933.722,service,
ORTHOPAEDIC,FMORT-0187,CHEILECTOMY OF HIP,2874.627,service,
ORTHOPAEDIC,FMORT-0188,CHEILECTOMY OF KNEE,2874.627,service,
ORTHOPAEDIC,FMORT-0189,CHEILECTOMY OF ANKLE,2498.265,service,
ORTHOPAEDIC,FMORT-0190,CHEILECTOMY OF FOOT & TOE,1933.722,service,
ORTHOPAEDIC,FMORT-0195,OTHER DORSO-LUMBAR SPINAL -    FUSION,6011.4096,service,
ORTHOPAEDIC,FMORT-0205,METATARSO PHALANGEAL FUSION,3010.8959999999997,service,
ORTHOPAEDIC,FMORT-0213,ARTHRODESIS OF CARPORADIAL JNT,3010.8959999999997,service,
ORTHOPAEDIC,FMORT-0217,ARTHROPLASTY OF FOOT & TOE W/ SYNTHETIC PROSTHESIS,4578.6384,service,
ORTHOPAEDIC,FMORT-0226,REPLACEMENT OF FEMORAL HEAD BYPROSTHESIS,4578.6384,service,
ORTHOPAEDIC,FMORT-0227,REPLACEMENT OF ACETABULUM W/ UUSE OF METHYL METHACRYLATE,6104.8512,service,
ORTHOPAEDIC,FMORT-0228,REPLACEMENT OF ACETABULAR     PROSTHESIS (REVISION),7625.872799999999,service,
ORTHOPAEDIC,FMORT-0234,REPAIR OF RECURRENT DISLOCATN OF SHOULDER,4672.08,service,
ORTHOPAEDIC,FMORT-0236,ARTHROPLASTY OF ELBOW WITH    SYNTHETIC,7625.872799999999,service,
ORTHOPAEDIC,FMORT-0239,ARTHROPLASTY OF CARPALS W/O    SYNTHETIC PROSTHESIS,3607.884,service,
ORTHOPAEDIC,FMORT-0240,ARTHOCENTISIS (JNT SPIRATION),519.12,service,
ORTHOPAEDIC,FMORT-0241,INJ.OF THERAPEUTIC SUBSTANCE   INTO JOINT OR LIGAMENT,402.318,service,
ORTHOPAEDIC,FMORT-0247,BURSOTOMY OF HAND,1505.4479999999999,service,
ORTHOPAEDIC,FMORT-0249,OTHER INCISION OF SOFT TISSUE OF HAND,2874.627,service,
ORTHOPAEDIC,FMORT-0251,FACIOTOMY OF HAND,1810.4309999999998,service,
ORTHOPAEDIC,FMORT-0252,GANGLIOCTOMY AT TENDON SHEATH  (WRIST),1505.4479999999999,service,
ORTHOPAEDIC,FMORT-0262,RELEASE OF DUPUYTREN'S CONTRA- CTURE,2258.172,service,
ORTHOPAEDIC,FMORT-0264,OTHER EXCISION OF SOFT TISSUE OF HAND,2303.595,service,
ORTHOPAEDIC,FMORT-0266,DELAYED SUTURE OF FLEXOR TENDN OF HAND,3010.8959999999997,service,
ORTHOPAEDIC,FMORT-0267,DELAYED SUTURE OF OTHER TENDON OF HAND,3607.884,service,
ORTHOPAEDIC,FMORT-0278,POLLICITATN OP CARRYING OVER  NERVES & BLOOD SUPPLY,10296.096300000001,service,
ORTHOPAEDIC,FMORT-0286,REPAIR OF MACRODACTYL,4578.6384,service,
ORTHOPAEDIC,FMORT-0287,REPAIR OF MALLET FINGER,2258.172,service,
ORTHOPAEDIC,FMORT-0293,INJ.OF THERAPEUTIC SUBS.INTO   BURSA OF HAND,402.318,service,
ORTHOPAEDIC,FMORT-0297,APONAROTOMY,1810.4309999999998,service,
ORTHOPAEDIC,FMORT-0301,RELEASE OF VOLKMANNS CONTRAC- TURE BY FASCIOTOMY,2258.172,service,
ORTHOPAEDIC,FMORT-0310,RELEASE OF CLUBFOOT W/ DORSAL  CAPSULATORY,3010.8959999999997,service,
ORTHOPAEDIC,FMORT-0313,PLASTIC ACHILLOTENOTOMY BY    CHILDREN,2498.265,service,
ORTHOPAEDIC,FMORT-0332,TRANSMETATARSAL AMPUTATION,2258.172,service,
ORTHOPAEDIC,FMORT-0342,"FOREARM,WRIST&HAND REATTACHMNT",9472.6422,service,
ORTHOPAEDIC,FMORT-0344,THIGH REATTACHEMENT,12007.245599999998,service,
ORTHOPAEDIC,FMORT-0348,LUMBAR PUNCTURE,519.12,service,
ORTHOPAEDIC,FMORT-0349,CPR 1 FOR DAY,2504.754,service,
ORTHOPAEDIC,FMORT-0350,CPR 2 FOR THE DAY,1511.937,service,
ORTHOPAEDIC,FMORT-0351,CPR 3 FOR THE DAY,1018.7729999999999,service,
ORTHOPAEDIC,FMORT-0354,FLEXOR BRACHIRADIALIS RELEASE,2258.172,service,
ORTHOPAEDIC,FMORT-0355,COLCHICINE COURSE (6 WEEKS),6551.294399999999,service,
ORTHOPAEDIC,FMORT-0356,FOOT SLAP MADE IN GERMANY,1946.7,service,
ORTHOPAEDIC,FMORT-0358,BOBATH COURSE PER SESSION,402.318,service,
ORTHOPAEDIC,FMORT-0359,ZINKLEIHM BANDAGE OF KNEE,519.12,service,
ORTHOPAEDIC,FMORT-0360,ZINKLEIHM BANDAGE OF ANKLE,519.12,service,
ORTHOPAEDIC,FMORT-0361,FOREARM SLAB,402.318,service,
ORTHOPAEDIC,FMORT-0362,ABOVE ELBOW SLAB,519.12,service,
ORTHOPAEDIC,FMORT-0363,BELOW KNEE SLAB,519.12,service,
ORTHOPAEDIC,FMORT-0364,ABOVE KNEE SLAB,648.9,service,
ORTHOPAEDIC,FMORT-0365,FOREARM CIRCULAR CAST,519.12,service,
ORTHOPAEDIC,FMORT-0366,ABOVE ELBOW CIRCULAR CAST,921.438,service,
ORTHOPAEDIC,FMORT-0367,BELOW KNEE,648.9,service,
ORTHOPAEDIC,FMORT-0368,ABOVE KNEE CAST,765.702,service,
ORTHOPAEDIC,FMORT-0369,CYLINDER CAST,765.702,service,
ORTHOPAEDIC,FMORT-0370,SPICA PELVIC,1265.355,service,
ORTHOPAEDIC,FMORT-0371,GIPS CARSETTE,1758.5190000000002,service,
ORTHOPAEDIC,FMORT-0372,DESAULETTE BANDAGE,519.12,service,
ORTHOPAEDIC,FMORT-0373,DESAULETTE CAST,1758.5190000000002,service,
ORTHOPAEDIC,FMORT-0374,ELASTIC BANDAGE FOREARM WITH   MEDICINE,272.538,service,
ORTHOPAEDIC,FMORT-0375,ELASTIC BANDAGE FOREARM W/OUT  MEDICINE,155.736,service,
ORTHOPAEDIC,FMORT-0376,ELASTIC BANDAGE BELOW KNEE W/  MEDICINE,402.318,service,
ORTHOPAEDIC,FMORT-0377,ELASTIC BANDAGE BELOW KNEE W/O MEDICINE,188.18099999999998,service,
ORTHOPAEDIC,FMORT-0392,INTRA-ART INJ OF OTHER JOINT,402.318,service,
ORTHOPAEDIC,FMORT-0393,INFILTRATION IN SOFT TISSUE OR PERIARTICULAR,272.538,service,
ORTHOPAEDIC,FMORT-0394,RIB BELT,402.318,service,
ORTHOPAEDIC,FMORT-0395,SLING FOR UPPER LIMB,519.12,service,
ORTHOPAEDIC,FMORT-0396,GILCHRIST BANDAGE,402.318,service,
ORTHOPAEDIC,FMORT-0397,LEUCOTAP BANDAGE,519.12,service,
ORTHOPAEDIC,FMORT-0398,WALKING HEEL,188.18099999999998,service,
ORTHOPAEDIC,FMORT-0399,CLAVICLE STRIP,402.318,service,
ORTHOPAEDIC,FMORT-0400,REDUCTION OF CDH UNDER ANAES &CAST,2258.172,service,
ORTHOPAEDIC,FMORT-0416,DEEP CUT WOUND SMALL  3-5 STITCHES,272.538,service,
ORTHOPAEDIC,FMORT-0419,EXCISION OF SINGLE LIPOMA,759.213,service,
ORTHOPAEDIC,FMORT-0422,DRESSING OF SMALL WOUND,97.335,service,
ORTHOPAEDIC,FMORT-0423,DRESING OF WOUND MEDIUM,155.736,service,
ORTHOPAEDIC,FMORT-0424,DRESSING OF WOUND LARGE,402.318,service,
ORTHOPAEDIC,FMORT-0426,REMOVAL OF CAST,155.736,service,
ORTHOPAEDIC,FMORT-0427,ARUMALON COURSE,519.12,service,
ORTHOPAEDIC,FMORT-0431,FACETTE BLOCK,1265.355,service,
ORTHOPAEDIC,FMORT-0432,SINGLE COLCHICINE INJ. W/OTHER MEDICINE,830.5920000000001,service,
ORTHOPAEDIC,FMORT-0435,MANIPULATION UNDER G.A. SHLDER,1265.355,service,
ORTHOPAEDIC,FMORT-0436,MANIPULATION UNDER G.A. KNEE,1265.355,service,
ORTHOPAEDIC,FMORT-0437,MANIPULATION UNDER G.A. ELBOW,1252.377,service,
ORTHOPAEDIC,FMORT-0439,REMOVAL OF STITCHESS,103.82400000000001,service,
ORTHOPAEDIC,FMORT-0440,P.O.P. TO SIMPLE FRACTURE 2ND  VISIT,272.538,service,
ORTHOPAEDIC,FMORT-0441,REMOVAL OF K WIRE,462.34125,service,
ORTHOPAEDIC,FMORT-0443,CHANGE OF P.O.P (IN O.R.),402.318,service,
ORTHOPAEDIC,FMORT-0444,P.O.P. TO SIMPLE FRACTURE W/O  DISPLACEMENT,272.538,service,
ORTHOPAEDIC,FMORT-0445,SKIN TRACTION,462.34125,service,
ORTHOPAEDIC,FMORT-0446,INCISSION & DRAINAGE SUPER FICIAL ABSCESS,363.384,service,
ORTHOPAEDIC,FMORT-0448,MANIPULATION OF STEEL JOINT   UNDER G.A.,519.12,service,
ORTHOPAEDIC,FMORT-0456,BIOPSY OF SWELLING OF BONE,1479.4920000000002,service,
ORTHOPAEDIC,FMORT-0457,SKULL CALIPER TRACTN FOR DISL-SPINE,2504.754,service,
ORTHOPAEDIC,FMORT-0458,INTERNAL FIXATION OF SCREWS,1505.4479999999999,service,
ORTHOPAEDIC,FMORT-0459,OPERATION FOR CARPAL,1687.14,service,
ORTHOPAEDIC,FMORT-0473,REPAIR OF THE SUPRASPINATUS   AFTER RUPTURE OF THE EAR,1739.0520000000001,service,
ORTHOPAEDIC,FMORT-0481,RELEASE OF THE T.E.V. DEFORM,1505.4479999999999,service,
ORTHOPAEDIC,FMORT-0484,REPAIR OF RUPTURED SUPERFICIALLIGAMENT OF THE KNEE 7 ANKLE,1933.722,service,
ORTHOPAEDIC,FMORT-0488,REPAIR OF COMPLETE RUPTURED OFROTATOR CUFF.,3841.4880000000003,service,
ORTHOPAEDIC,FMORT-0503,ARTHRODESIS OF SHOULDER & KNEE,3010.8959999999997,service,
ORTHOPAEDIC,FMORT-0509,REPAIR OF CRUCIATE LIGAMENT OFKNEE JOINT,2874.627,service,
ORTHOPAEDIC,FMORT-0512,SPINAL FUSION FOR SCOLIOSIS,5282.046,service,
ORTHOPAEDIC,FMORT-0513,"ARTHROPLASTY OF SHOULDER,ELBOW & KNEE",3607.884,service,
ORTHOPAEDIC,FMORT-0519,K WIRE UNDER LOCAL ANAESTHESIA SUBCUTANEOS,804.636,service,
ORTHOPAEDIC,FMORT-0520,REMVL OF WIRE UNDER LOCAL ANA. DP. SUBCU.,1265.355,service,
ORTHOPAEDIC,FMORT-0523,REPAIR OF RUPTURED ANTERIOR -  CRUCIATE LIGAMENT,3010.8959999999997,service,
ORTHOPAEDIC,FMORT-0524,REPAIR OF OSTEOCHONDRITIS -    DISSEC. - KNEE,3010.8959999999997,service,
ORTHOPAEDIC,FMORT-0529,RELEASE TARSAL TUNNEL SYNDROME,2258.172,service,
ORTHOPAEDIC,FMORT-0534,ULTRASOUND OF INFANT HIP[,519.12,service,
ORTHOPAEDIC,FMORT-0535,ULTRASOUND OF SOFT TISSUE,519.12,service,
ORTHOPAEDIC,FMORT-0536,REPLACEMENT OF HEAD OF FEMUR  WITH USE OF METHYL METHACRYLAT,6104.8512,service,
ORTHOPAEDIC,FMORT-0537,CORRECTION OF CHILDREN SHOES FROM GERMANY,3581.928,service,
ORTHOPAEDIC,FMORT-0539,SURGICAL ARTHROSCOPIC EXAMINA-TION - SHOULDER,4578.6384,service,
ORTHOPAEDIC,FMORT-0540,MALLET SPLINT,519.12,service,
ORTHOPAEDIC,FMORT-0541,RELEASE OF TRIGGER FINGER1,1622.25,service,
ORTHOPAEDIC,FMORT-0548,SHOULDER ARM SPINE,2504.754,service,
ORTHOPAEDIC,FMORT-0550,MANUAL MANIPULAT'N SACRO-ILIAC,765.702,service,
ORTHOPAEDIC,FMORT-0551,MANUAL MANIP. - CERVICAL SPINE,765.702,service,
ORTHOPAEDIC,FMORT-0552,ORTHOSIS I,3286.0296000000003,service,
ORTHOPAEDIC,FMORT-0553,ORTHOSIS II,6551.294399999999,service,
ORTHOPAEDIC,FMORT-0554,ORTHOSIS III,13633.389,service,
ORTHOPAEDIC,FMORT-0555,ORTHOSIS IV,21796.551,service,
ORTHOPAEDIC,FMORT-0556,ORTHOSIS V,27136.998,service,
ORTHOPAEDIC,FMORT-0557,RELEASE OF TENNIS ELBOW,1654.695,service,
ORTHOPAEDIC,FMORT-0558,RELEASE OF OBTURATOR NERVE AT  HIP,3010.8959999999997,service,
ORTHOPAEDIC,FMORT-0559,REMOVAL OF INTERNAL FIXATION   DEVICE AT SPINE,3010.8959999999997,service,
ORTHOPAEDIC,FMORT-0560,COLCHICINE 3 DOSES,2504.754,service,
ORTHOPAEDIC,FMORT-0563,STRENGTHENING OF CASTS,97.335,service,
ORTHOPAEDIC,FMORT-0564,SHOULDER SPICA,1265.355,service,
ORTHOPAEDIC,FMORT-0565,CLOSE REDUCTION U.G.A. FOR    FRACTURE HUMERUS,1265.355,service,
ORTHOPAEDIC,FMORT-0567,FINGER SPLINT,155.736,service,
ORTHOPAEDIC,FMORT-0568,CERVICAL TRACTION,596.988,service,
ORTHOPAEDIC,FMORT-0569,HAMMOCK PELVIC TRACTION,921.438,service,
ORTHOPAEDIC,FMORT-0570,DORSOLUMBAR SPICA,1758.5190000000002,service,
ORTHOPAEDIC,FMORT-0578,SECONDARY SUTURING OF WOUND 1ST GRADE,765.702,service,
ORTHOPAEDIC,FMORT-0590,GASTROCNEMIUS MUSCLE FLAP,3607.884,service,
ORTHOPAEDIC,FMORT-0592,LUMBAR PERCUTANEOUS RHIZOTOMY  LEVEL ONE,3640.329,service,
ORTHOPAEDIC,FMORT-0593,LUMBAR PERCUTANEOUS RHIZOTOMY  LEVEL II,3633.8399999999997,service,
