SER,SERVICE CODE,CATEGORY,SUB-CATEGORY,SERVICE DESCRIPTION,الـوصـــــــــــــــــــف ,VIP & A,B,Unnamed: 8
1365.0,7121265,LABORATORY,CHEMISTRY,FACTOR XII,المعامل 11,224,224,
1366.0,7121266,LABORATORY,CHEMISTRY,FACTOR XIII,قياس ( تحديد ) عامل ( 13 ) من عوامل التخثر,937,937,
1367.0,7121267,LABORATORY,CHEMISTRY,FACTORY VIII COAGULANT ACTIVITY,قياس  (تحديد ) عامل ( 8 )  من عوامل التخثر,291,291,
1368.0,7121268,LABORATORY,CHEMISTRY,"FAMILIAL MEDITRRANEAN FEVER (FMFV GEN, STAGE 1)",اختبار حمى البحر الأبيض المتوسط  (FMF الخامس GEN، المرحلة 1),4850,4850,
1369.0,7121269,LABORATORY,CHEMISTRY,FASCIOLA ABS,مضادات الفا شيولا,505,505,
1370.0,7121270,LABORATORY,CHEMISTRY,"FATTY ACIDS, NONESTERIFIED",أحماض دهنية ليست تجميعية,127,127,
1371.0,7121271,LABORATORY,CHEMISTRY,"FERRITIN, SERUM", فريـتيـن مـن الـــدم,243,243,
1372.0,7121272,LABORATORY,CHEMISTRY,FIBROMAX TEST,تحليل الفيبروماكس,2328,2328,
1373.0,7121273,LABORATORY,CHEMISTRY,FIBRONECTINE (PLAZMA PUNCTURE FLUID),فيبرونيكتن,301,301,
1374.0,7121274,LABORATORY,CHEMISTRY,FILARIOSIS IGG ABS,مضادات الفيلاريا IGG,253,253,
1375.0,7121275,LABORATORY,CHEMISTRY,FLOURIDE (S),فلوريد (مصل البول),311,311,
1376.0,7121276,LABORATORY,CHEMISTRY,FLOURIDE (U),فلوريد (البول),175,175,
1377.0,7121277,LABORATORY,CHEMISTRY,FLUCANOZOL,فلوكانوزول,408,408,
1378.0,7121278,LABORATORY,CHEMISTRY,FOLATE ( RED CELL ), حمض الفوليـك في الـدم,582,582,
1379.0,7121279,LABORATORY,CHEMISTRY,"FOLIC ACID, SERUM", حمض فوليـك مـن الـــدم,413,413,
1380.0,7121280,LABORATORY,CHEMISTRY,FOOD PANEL 20 IGE ,اختبار فحص الاطعمة IGE,922,922,
1381.0,7121281,LABORATORY,CHEMISTRY,FREE ANDROGEN INDEX,مؤشر الاندروجين الحر,864,864,
1382.0,7121282,LABORATORY,CHEMISTRY,FREE FATTY ACIDS,أحماض دهنية حرة,127,127,
1383.0,7121283,LABORATORY,CHEMISTRY,FREE LIGHT CHAINS STRUCTURE ,سلاسل خفيفة حرة,437,437,
1384.0,7121284,LABORATORY,CHEMISTRY,FREE PSA,بي اس أ الحـر,316,316,
1385.0,7121285,LABORATORY,CHEMISTRY,FREE T4, تي 4 الحــر,194,194,
1386.0,7121286,LABORATORY,CHEMISTRY,FREE TESTOSTERONE, التيسـتـاتـرون الحـــر,413,413,
1387.0,7121287,LABORATORY,CHEMISTRY,FRUCTOSAMINE, فركتوز,485,485,
1388.0,7121288,LABORATORY,CHEMISTRY,FRUCTOSE TEST, أختبــار فـركـــتــوز,413,413,
1389.0,7121289,LABORATORY,CHEMISTRY,FSH, هرمون اف اس اتش,194,194,
1390.0,7121290,LABORATORY,CHEMISTRY,FT3, أختبـار هـرمـون الغـدة الـدرقيـة,311,311,
1391.0,7121291,LABORATORY,CHEMISTRY,FTA-ABS, أف. تي. اي. ( أختبار للزهــري ),413,413,
1392.0,7121292,LABORATORY,CHEMISTRY,FUNGUS CULTURE BLOOD, عد دم للفطريات,165,165,
1393.0,7121293,LABORATORY,CHEMISTRY,GABAPENTIN,جابا بنتين,437,437,
1394.0,7121294,LABORATORY,CHEMISTRY,GALACTOSE 1 PHOSPHATE URIDYLTRASFERASE (QUANTATIVE, جـلاكـتـوز أحـادي الفوسفــات,471,471,
1395.0,7121295,LABORATORY,CHEMISTRY,GALACTOSE-I PHOSPHATES,جالاكتوز -1-فوسفات,301,301,
1396.0,7121296,LABORATORY,CHEMISTRY,GALACTOSEMIA SCREENING, أختبـار مسـح الجلاكـتـوزيـمـيـا,413,413,
1397.0,7121297,LABORATORY,CHEMISTRY,GALECTIN-3,جالاكتين  -3,776,776,
1398.0,7121298,LABORATORY,CHEMISTRY,GANGLIOSIDE PROFILE,تحليل كامل للدهون المعقدة في المادة الرمادية في الدماغ البشري,1630,1630,
1399.0,7121299,LABORATORY,CHEMISTRY,GASTRIN,جسترين,403,403,
1400.0,7121300,LABORATORY,CHEMISTRY,GENTAMYCIN LEVEL (POST), مستوى الجنتاميسـن  في الدم بعد الإعطاء,388,388,
1401.0,7121301,LABORATORY,CHEMISTRY,GENTAMYCIN LEVEL (PRE), مستوى  الجنتاميسـن في الدم قبل الإعطاء,388,388,
1402.0,7121302,LABORATORY,CHEMISTRY,GGT, أنزيم كبدي جي. جي. تي.,73,73,
1403.0,7121303,LABORATORY,CHEMISTRY,"GLIADINE ABS IGA, IGG","عيـار أضـداد الغلـياديـن  IGA , IGG",631,631,
1404.0,7121304,LABORATORY,CHEMISTRY,GLOBULIN, جلوبيولين,59,59,
1405.0,7121305,LABORATORY,CHEMISTRY,GLUCAGON, جلوكاجون,485,485,
1406.0,7121306,LABORATORY,CHEMISTRY,GLUCOSE ( GLUCOMETER) TEST, اختبار قياس السكر بالشريط,39,39,
1407.0,7121307,LABORATORY,CHEMISTRY,GLUCOSE (SERUM) 2HPP, تحليل سكر بعد ساعتين من الفطار,59,59,
1409.0,7121309,LABORATORY,CHEMISTRY,GLUCOSE (SERUM) RANDOM, أختبار سكر عشوائي,73,73,
1410.0,7121310,LABORATORY,CHEMISTRY,GLUCOSE TOLERANCE TEST, أختبار تحمل السكر,194,194,
1411.0,7121311,LABORATORY,CHEMISTRY,GLUTAMATE DECARBOXYLASE ABS, عيـار أضـداد الكلوتامات دي  كاربوكيلاز,665,665,
1412.0,7121312,LABORATORY,CHEMISTRY,GLYPICAN 3,جليبيكان 3 ,873,873,
1413.0,7121313,LABORATORY,CHEMISTRY,GONOCOCCAL ABS,مضادات جونوكوكال,214,214,
1414.0,7121314,LABORATORY,CHEMISTRY,GRANULOCYTE CYTOPLASMA, قياس الخلايا البلازمية الحبيبيــة,485,485,
1415.0,7121315,LABORATORY,CHEMISTRY,GRANZYME B,جرانزايم ب,558,558,
1416.0,7121316,LABORATORY,CHEMISTRY,HAEMOGLOBIN DIFFERENT (A2 & F)," أنماط الهموجلوبيـن ( F, A2 )",568,568,
1417.0,7121317,LABORATORY,CHEMISTRY,HAMS TEST,تحليل هامس,262,262,
1418.0,7121318,LABORATORY,CHEMISTRY,HAPTOGLOBIN, هيبتــوجلـوبــيــن,413,413,
1419.0,7121319,LABORATORY,CHEMISTRY,HB A2 QUANTITATIVE, قياس الهيموجلوبيـن أ2 الكمـي,582,582,
1420.0,7121320,LABORATORY,CHEMISTRY,HBE ABS, مضادات الفيروس الـكــبـدي إي,194,194,
1421.0,7121321,LABORATORY,CHEMISTRY,HBE AG, مستضدات إلتهاب الكبد سي اي,194,194,
1422.0,7121322,LABORATORY,CHEMISTRY,HBV - DNA BY PCR, الإلتهاب الكبدي ب ( ب سي أر ),1703,1703,
1423.0,7121323,LABORATORY,CHEMISTRY,"HBV-DNA, QUALITATIVE",فيروس بي - دي إن أ  نوعي,1310,1310,
1424.0,7121324,LABORATORY,CHEMISTRY,"HBV-DNA, QUANTITATIVE",فيروس بي - دي إن أ  كمي,1455,1455,
1425.0,7121325,LABORATORY,CHEMISTRY,HCV, مضادات الألتهاب الكبدي الفيروس ( س ),243,243,
1426.0,7121326,LABORATORY,CHEMISTRY,HCV GENOTYPING,الجينوتيب لمرضى الالتهاب الكبدى ج ( س ),2037,2037,
1427.0,7121327,LABORATORY,CHEMISTRY,HCV IGG ABS,مضادات الالتهاب الكبدى ( فيروس سى ),679,679,
1428.0,7121328,LABORATORY,CHEMISTRY,HCV-RNA (PCR) QUALITATIVE, قياس الإلتهاب الكبدي الوبائي سي(بي سي أر),1703,1703,
1429.0,7121329,LABORATORY,CHEMISTRY,HCV-RNA (PCR) QUANTITATIVE, الإلتهاب الكبدي س ( أر - أن - إيه ) الكمي (ب سي ار ),2280,2280,
1430.0,7121330,LABORATORY,CHEMISTRY,HDL-CHOLESTEROL, الكوليسترول بالدم ( أتش. دي. إل ) عالى الكثافة ,131,131,
1431.0,7121331,LABORATORY,CHEMISTRY,HELICOBACTER ANTIGEN,مولد مضاد الهيلكوباكتر,485,485,
1432.0,7121332,LABORATORY,CHEMISTRY,HEPARIN INDUCED THROMBOCYTOPHENIA,تحليل نقص الصفائح بسبب الهيبارين,767,767,
1433.0,7121333,LABORATORY,CHEMISTRY,HEPATITIS DELTA ABS,مضادات التهاب الكبد دلتا,471,471,
1434.0,7121334,LABORATORY,CHEMISTRY,HEPATITIS E ANTIBODY, مضادات الإلتهاب الكبدي أي,413,413,
1435.0,7121335,LABORATORY,CHEMISTRY,HEPATITIS E ANTIGEN, قياس مستضد الإلتهاب الكبدي أي,413,413,
1436.0,7121336,LABORATORY,CHEMISTRY,HEPATOCYTE,خلية الكبد ,776,776,
1437.0,7121337,LABORATORY,CHEMISTRY,HER2 DUAL ISH DNA PROBE,مسبار- هـ ي ر 2-تهجين موضعي د ن ا,2522,2522,
1438.0,7121338,LABORATORY,CHEMISTRY,HERPES SIMPLEX ABS IGG & IGM, أضـداد الهربس البسيط ( IGG & IGM),694,694,
1439.0,7121339,LABORATORY,CHEMISTRY,HERPES SIMPLEX VIRUS (1 X 2) ANTIGEN, مستضدات الهربـس 21,243,243,
1440.0,7121340,LABORATORY,CHEMISTRY,HERPES SIMPLEX VIRUS 1X2 PCR, عيـار PCR لفيـروس الهـربـس البسيط,1703,1703,
1441.0,7121341,LABORATORY,CHEMISTRY,"HERPES SIMPLEX VIRUS ANTIBODY, TYPE I IGG SPECIFIC", أختبار الأجسام المضادة لفيروس الهربس 1,413,413,
1442.0,7121342,LABORATORY,CHEMISTRY,"HERPES SIMPLEX VIRUS ANTIBODY, TYPE II IGG SPECIFIC", أختبار الأجسام المضادة لفيروس الهربس 2,413,413,
1443.0,7121343,LABORATORY,CHEMISTRY,HERPES TYPE I ANTIBODIES IGM SPECIFIC, مضادات مرض هربس نوع (1),485,485,
1444.0,7121344,LABORATORY,CHEMISTRY,HERPES TYPE II ANTIBODIES IGM SPECIFIC, مضادات مرض هربس نوع (2),485,485,
1445.0,7121345,LABORATORY,CHEMISTRY,HHV-8,فايروس هيربس الأنسان – 8 ,873,873,
1446.0,7121346,LABORATORY,CHEMISTRY,HISTONE ABS,مضادات الهيستون,573,573,
1447.0,7121347,LABORATORY,CHEMISTRY,HISTOPLASMOSIS ABS,مضادات هيستو بلازموز,689,689,
1448.0,7121348,LABORATORY,CHEMISTRY,HIV 1/2 (W.B),"فيروس اس اي في 1,2",544,544,
1449.0,7121349,LABORATORY,CHEMISTRY,HIV-I RNA QUANT,فيروس اس اي في را أر ان أ كمي,1310,1310,
1450.0,7121350,LABORATORY,CHEMISTRY,"HLA FULL TYPING (A, B, C, DQ & DR)",مضادات ال HLA  أ ب س دق در,5171,5171,
1451.0,7121351,LABORATORY,CHEMISTRY,HLA-B27, ب 27 (أتش. إل. أي ) الفحص النسيجي,1135,1135,
1452.0,7121352,LABORATORY,CHEMISTRY,HOMOCYSTEINE ( P ), قياس معدل الهيموسينيـن,452,452,
1453.0,7121353,LABORATORY,CHEMISTRY,HOMOVANILLIC ACID URINE, هيمو فانيليك أسيد / البــول,413,413,
1454.0,7121354,LABORATORY,CHEMISTRY,HSV-TYPE 1,فايروس هربس الأنسان - أ,873,873,
1455.0,7121355,LABORATORY,CHEMISTRY,HUMAN GROWTH HORMONE, هرمون النمـو البشــري,413,413,
1456.0,7121356,LABORATORY,CHEMISTRY,HUMAN PAPILLOMA VIRUS,فيروس بابلوما الادمي,1048,1048,
1457.0,7121357,LABORATORY,CHEMISTRY,HUMAN PAPILLOMA VIRUS BY PCR,فيروس الورم الحليمي البشري,1048,1048,
1458.0,7121358,LABORATORY,CHEMISTRY,HUMAN PLACENTAL LACTOGEN (HPL), هرمون أتش بي إل,413,413,
1459.0,7121359,LABORATORY,CHEMISTRY,HYDROXPROLINE TOTAL, هيدروكسبولين الكلــي,485,485,
1460.0,7121360,LABORATORY,CHEMISTRY,HYDROXYPROLINE, قياس هـدروكسيـبروليـن,485,485,
1461.0,7121361,LABORATORY,CHEMISTRY,"Hyperoxaluria, Primary (AGXT) ",فرط أكسالات البول الأولي,6984,6984,
1462.0,7121362,LABORATORY,CHEMISTRY,"IG D, QUANT",اي جي دي كمي,117,117,
1463.0,7121363,LABORATORY,CHEMISTRY,IGA, أي جي أم,330,330,
1464.0,7121364,LABORATORY,CHEMISTRY,IGE, فلوبيـن الـمـنـاعـي أي,194,194,
1465.0,7121365,LABORATORY,CHEMISTRY,IGF 1, معـدل أي جي أف 1,801,801,
1466.0,7121366,LABORATORY,CHEMISTRY,IGFBP - 3, معـدل أي جي أف بي بي - 3,631,631,
1467.0,7121367,LABORATORY,CHEMISTRY,IGG, فلوبيـن المنــاعــي جــي,330,330,
1468.0,7121368,LABORATORY,CHEMISTRY,IGG SUBCLASSES 1 TO 4,اي جي جي سيوبكلايسس 1 الى 4,1213,1213,
1469.0,7121369,LABORATORY,CHEMISTRY,IgG4,الجسم المضاد ج 4,776,776,
1470.0,7121370,LABORATORY,CHEMISTRY,IGM, فلوبيــن الـمـنـاعـي أم,330,330,
1471.0,7121371,LABORATORY,CHEMISTRY,IMMUNE REACTIVE TRYPSIN,التربسين المناعى,345,345,
1472.0,7121372,LABORATORY,CHEMISTRY,IMMUNOGLOBULIN D (IGD),اميوتوجلوبين دي,311,311,
1473.0,7121373,LABORATORY,CHEMISTRY,"IMMUNOGLOBULIN ELECTROPHORESIS, URINE", الرحلان الكهربائي لدلالات المناعة من البول,413,413,
1474.0,7121374,LABORATORY,CHEMISTRY,IMMUNOHISTOCHEMISTRY WITH ABS AGAINST IGA,التهرب الكهربائى المناعى ضد IGA,1931,1931,
1475.0,7121375,LABORATORY,CHEMISTRY,INFLUENZA A,انفلونزا أ,107,107,
1476.0,7121376,LABORATORY,CHEMISTRY,INHIBIN B,انهبين بي,573,573,
1477.0,7121377,LABORATORY,CHEMISTRY,INSULIN ABS (HUMAN),مضادات الانسولين,204,204,
1478.0,7121378,LABORATORY,CHEMISTRY,INSULIN ANTIBODY,الأنسولين أجسام مضادة,534,534,
1479.0,7121379,LABORATORY,CHEMISTRY,INSULIN AUTO ANTIBODIES,مضادات اوتو انسلوين,485,485,
1480.0,7121380,LABORATORY,CHEMISTRY,INSULIN RECEPTOR ABS IGG,مضادات مستفبلات الانسولين اي جي جي,835,835,
1481.0,7121381,LABORATORY,CHEMISTRY,"INSULIN, SERUM", نسبـة الأنسوليـن مـن الــدم,194,194,
1482.0,7121382,LABORATORY,CHEMISTRY,INTERLEUKIN 2 RECEPTOR (S),مستقبلات انترليكون,699,699,
1483.0,7121383,LABORATORY,CHEMISTRY,INTERLEUKIN 6,انترلوكين 6,718,718,
1484.0,7121384,LABORATORY,CHEMISTRY,INTRINSIC FACTOR ABS, اجسام مضادة للعامل الداخلى,388,388,
1485.0,7121385,LABORATORY,CHEMISTRY,IODINE,يود,301,301,
1486.0,7121386,LABORATORY,CHEMISTRY,IONIZED CALCIUM, الكلـس المشرد,243,243,
1487.0,7121387,LABORATORY,CHEMISTRY,"IRON, SERUM", الحديــد بـالــدم,97,97,
1488.0,7121388,LABORATORY,CHEMISTRY,ISLET CELL  ABS, أضـداد خـلايـا الجزيـرة,316,316,
1489.0,7121389,LABORATORY,CHEMISTRY,JAK-2 GENE ANALYSIS,تحليل جين جال 2,3929,3929,
1490.0,7121390,LABORATORY,CHEMISTRY,JAK-2-GENE (V617F MUTATION),تحليل جين جال 2,5238,5238,
1491.0,7121391,LABORATORY,CHEMISTRY,KAPPA PROBE ISH,مسبار تهجين موضعي -كابا,2522,2522,
1492.0,7121392,LABORATORY,CHEMISTRY,LACTIC ACID (SERUM), حمض اللبــن ( الــدم ),64,64,
1493.0,7121393,LABORATORY,CHEMISTRY,LAMBDAMRNA PROBE,مسبار تهجين موضعي –لامبدا ,2522,2522,
1494.0,7121394,LABORATORY,CHEMISTRY,LAMOTRIGEN, عيـار لاموتريجيـن,403,403,
1495.0,7121395,LABORATORY,CHEMISTRY,LDH, أنزيم إل. دي. اتش.,131,131,
1496.0,7121396,LABORATORY,CHEMISTRY,LDH ISOENZYMES,اي دي اتش ايزوانزيم,350,350,
1497.0,7121397,LABORATORY,CHEMISTRY,LDL-CHOLESTEROL, الكوليسترول بالدم ( إل. دي. إل ) منخفض الكثافة ,131,131,
1498.0,7121398,LABORATORY,CHEMISTRY,LEAD U, قياس الرصاص بـالــدم,340,340,
1499.0,7121399,LABORATORY,CHEMISTRY,LEGIONELLA ABS.,مضادات اللوجينلا,1135,1135,
1500.0,7121400,LABORATORY,CHEMISTRY,LEGIONELLA PNEMOPHILA ANTIGEN,انتجن الليجونيلا نيموفيليا,272,272,
1501.0,7121401,LABORATORY,CHEMISTRY,LEISHMANIA ANTIBODIES, مضادات  اللايشمانيـا,485,485,
1502.0,7121402,LABORATORY,CHEMISTRY,LEPTIN,قياس لبتين,519,519,
1503.0,7121403,LABORATORY,CHEMISTRY,LEPTOSPIRA ABS, اجسام مضادة للبتوسبيرا,728,728,
1504.0,7121404,LABORATORY,CHEMISTRY,LEVETIRAZETAM,قياس ليفترازيتام,432,432,
1505.0,7121405,LABORATORY,CHEMISTRY,LH, هرمون إل اتش,194,194,
1506.0,7121406,LABORATORY,CHEMISTRY,LIPASE, أنزيم الـدهــون,97,97,
1507.0,7121407,LABORATORY,CHEMISTRY,"LIPID PROFILE: T. CHOL., HDL , LDL, TRIGLYCERIDES", تحليل شامــل للدهـــــــــون,388,388,
1508.0,7121408,LABORATORY,CHEMISTRY,LIPOPROTEIN A,ليبوبروتين أ,243,243,
1509.0,7121409,LABORATORY,CHEMISTRY,LIPOPROTEIN ELECTROPHORESIS, فحص الرحلان الكهربائي للبروتين الشحمي,413,413,
1510.0,7121410,LABORATORY,CHEMISTRY,LISTERIA ABS,مضادات الليستريا,398,398,
1511.0,7121411,LABORATORY,CHEMISTRY,LITHIUM, لـيـثـيـــــــــــوم,194,194,
1512.0,7121412,LABORATORY,CHEMISTRY,LIVER CYTOSOL1 IGG SPEC.  ABS (LCI),مضاد سيتوزول الكبدي 1,282,282,
1513.0,7121413,LABORATORY,CHEMISTRY,"LIVER FUNCTION TEST (TO/DIR BIL, SGOT, SGPT, ALK.PH)", وظائف الكبد ( كلي / مباشر ),388,388,
1514.0,7121414,LABORATORY,CHEMISTRY,LIVER KIDNEY MICROSOMAL ANTIBODIES, قياس مضادات أنسجة الكبد و الطحــال,568,568,
1515.0,7121415,LABORATORY,CHEMISTRY,LUPUS ANTICOAGULANT, مضادات التجلط للذئبة الحمراء,801,801,
1516.0,7121416,LABORATORY,CHEMISTRY,LYSOSME,لايزوزايم ,558,558,
1517.0,7121417,LABORATORY,CHEMISTRY,MAGNESIUM (SERUM), الماغنيسيــوم بالــدم,78,78,
1518.0,7121418,LABORATORY,CHEMISTRY,MAMAGLOBULIN,جلوبيولين الثدي ,558,558,
1519.0,7121419,LABORATORY,CHEMISTRY,MEASLES ABS IGG & IGM,مضادات الحصبة جى ، جيم,519,519,
1520.0,7121420,LABORATORY,CHEMISTRY,MELANOSOME (HMB45,جسم الميلانوم – هـ م ب 45,558,558,
1521.0,7121421,LABORATORY,CHEMISTRY,MELATONIN,ميلاتونين,476,476,
1522.0,7121422,LABORATORY,CHEMISTRY,MERCURY,زئبق,505,505,
1523.0,7121423,LABORATORY,CHEMISTRY,METANEPHINES & NORMATANEPHRINES, ميتانفرين ونورميتانفرين,752,752,
1524.0,7121424,LABORATORY,CHEMISTRY,"METANEPHRINES, URINE", ميتانيفرين / الـبـول,413,413,
1525.0,7121425,LABORATORY,CHEMISTRY,METHEAMOGLOBIN,ميت هيموجلوبين,272,272,
1526.0,7121426,LABORATORY,CHEMISTRY,METHOTREXATE,قياس ميثوتركسات,471,471,
1527.0,7121427,LABORATORY,CHEMISTRY,METHYLATION ANALYSIS,تحليل العامل الوراثى,3638,3638,
1528.0,7121428,LABORATORY,CHEMISTRY,METHYLMALONIC ACID,حمض الميثايل مالونيك,563,563,
1529.0,7121429,LABORATORY,CHEMISTRY,METHYLTETRAHYDROFOLATE REDUCTASE,ميثيل تتراهيدروفولات ريوكتاز,1834,1834,
1530.0,7121430,LABORATORY,CHEMISTRY,MICROALBUMIN,ميكروالبومين,117,117,
1531.0,7121431,LABORATORY,CHEMISTRY,MICROALBUMINURIA, البـوميــن الـدقـيــــق,127,127,
1532.0,7121432,LABORATORY,CHEMISTRY,MICROSOMAL ANTIBODY, الأجسام المضادة للميكروسومات,413,413,
1533.0,7121433,LABORATORY,CHEMISTRY,MITOCHONDRIAL ANTIBODY, مضادات ميتوكـونـدريال,413,413,
1534.0,7121434,LABORATORY,CHEMISTRY,MOLECULAR GENETIC ANALYSIS FOR ALPHA THALASSEMIA,تحاليل جينية جزئية للالفا ثالاسيميا,8294,8294,
1535.0,7121435,LABORATORY,CHEMISTRY,MOLECULAR GENETIC ANALYSIS FOR BETA THALASSEMIA,تحاليل جينية جزئية للبيتا ثالسيميا,5675,5675,
1536.0,7121436,LABORATORY,CHEMISTRY,MOLECULAR GENETIC ANALYSIS FOR X LINKED ADRENOLEUKODYSTROPHY,تحليل جيني لمرحلة  اكس لينكدادرينوليكديستروفي,11058,11058,
1537.0,7121437,LABORATORY,CHEMISTRY,MOLECULAR GENETIC for NTRK1 GENE,إن تي ار كيه 1 جين,11640,11640,
1538.0,7121438,LABORATORY,CHEMISTRY,MOLECULAR GENETIC STUDY (DNA ANALYSIS),تحاليل الجينية الجزئيية,4365,4365,
1539.0,7121439,LABORATORY,CHEMISTRY,MOLECULAR GENETIC TEST FOR NPHS1 - CARRIER GENE,اختبار الجزيئات الجينية لل NPHS1,2910,2910,
1540.0,7121440,LABORATORY,CHEMISTRY,MONOSPOT ABS, مضادات التهاب داء وحيدات النوى,752,752,
1541.0,7121441,LABORATORY,CHEMISTRY,MRD (MINIMAL RESIDUAL DISEASE) TEST,مينيمال راديوسال ديسيس تست,3783,3783,
1542.0,7121442,LABORATORY,CHEMISTRY,MUCOPOLYSACCARIDES DIFFERENTIATION, تحليل ميوكوبوليا كاريد,1067,1067,
1543.0,7121443,LABORATORY,CHEMISTRY,MUMPS IGG & IGM, أضــداد النكــافــي(  IGG & IGM ),340,340,
1544.0,7121444,LABORATORY,CHEMISTRY,MUMPS VIRUS ANTIBODY, مضادات فيروس الـنـكــاف,413,413,
1545.0,7121445,LABORATORY,CHEMISTRY,MUSK ABS,مضادات مسك,437,437,
1546.0,7121446,LABORATORY,CHEMISTRY,MYCOPHENOLIC ACID,حمض الميكوفينوليك,272,272,
1547.0,7121447,LABORATORY,CHEMISTRY,MYCOPLASMA PNEUMONIA ABS., مـايـكـو بـلازمــا ,413,413,
1548.0,7121448,LABORATORY,CHEMISTRY,MYELIN BASCI PROTEIN,زلال ميلين قاعدي ,558,558,
1549.0,7121449,LABORATORY,CHEMISTRY,MYELOPEROXIDASE,ميلوبيروكسيديز ,558,558,
1550.0,7121450,LABORATORY,CHEMISTRY,MYELOPEROXIDASE ABS (MPO),مضادات مايلو بروكسيداز,359,359,
1551.0,7121451,LABORATORY,CHEMISTRY,MYO-D1,ميو د-1,558,558,
1552.0,7121452,LABORATORY,CHEMISTRY,MYOGLOBIN QUANT,ميوجلوبين كى,330,330,
1553.0,7121453,LABORATORY,CHEMISTRY,"MYOSIN, SMOOTH MUSCLE",ميوسين –عضله ملساء,558,558,
1554.0,7121454,LABORATORY,CHEMISTRY,NAPSIN A,نابسين أ,558,558,
1555.0,7121455,LABORATORY,CHEMISTRY,NEONATAL SCREENING, أختبار مسح لحديثي الولادة,801,801,
1556.0,7121456,LABORATORY,CHEMISTRY,NEURONE SPECIFIC ENOLASE,نيورون سبيسفك انولاز,447,447,
1557.0,7121457,LABORATORY,CHEMISTRY,NT-PRO-BNP,ان تي برو بي ان بي,437,437,
1558.0,7121458,LABORATORY,CHEMISTRY,OCT ¾, و ك ت  ,776,776,
1559.0,7121459,LABORATORY,CHEMISTRY,OCT-04,و ك ت-04,558,558,
1560.0,7121460,LABORATORY,CHEMISTRY,OESTRADIOL, عيار هرمون أوسترويول,194,194,
1561.0,7121461,LABORATORY,CHEMISTRY,OLIGOCLONAL BAND, قياس اوريجوكلونــال,485,485,
1562.0,7121462,LABORATORY,CHEMISTRY,OPIATES, الـمـنـــومــــــــات,243,243,
1563.0,7121463,LABORATORY,CHEMISTRY,ORGANIC ACID SCREEN, مسح احماض عضوية,1261,1261,
1564.0,7121464,LABORATORY,CHEMISTRY,OSMOLALITY,اوسمولايتي,291,291,
1565.0,7121465,LABORATORY,CHEMISTRY,"OSMOLARITY, SERUM / URINE", تحليل حلولية الــدم / الـبـول,131,131,
1566.0,7121466,LABORATORY,CHEMISTRY,OSTEOCALCIN, فحص تكلس العـظـــم,485,485,
1567.0,7121467,LABORATORY,CHEMISTRY,OXALATE,اوكسالات,219,219,
1568.0,7121468,LABORATORY,CHEMISTRY,P-ANCA, بي - إيه إن سي إيـه,291,291,
1569.0,7121469,LABORATORY,CHEMISTRY,PANCREATIC ELASTASE (FAECES),الاستازبنكرياسي في البراز,485,485,
1570.0,7121470,LABORATORY,CHEMISTRY,PARACETAMOL, البراسيتامول,388,388,
1571.0,7121471,LABORATORY,CHEMISTRY,PARAGONIMUS ABS,باراغنيموس آبس,301,301,
1572.0,7121472,LABORATORY,CHEMISTRY,PARATHYROID HORMONE (PTH),الهرمون الدريقي,558,558,
1573.0,7121473,LABORATORY,CHEMISTRY,PARIETAL CELL ANTIBODY, تحليل جـزئـي للخليـــة,413,413,
1574.0,7121474,LABORATORY,CHEMISTRY,PARVO VIRUS ABS B-19 IGG & IGM,"مضادات فيروس بارفوبي 19 (ام,جي)",602,602,
1575.0,7121475,LABORATORY,CHEMISTRY,PARVORIRUS B19, فايروس بارثو-ب 19(داء المقوسات),558,558,
1576.0,7121476,LABORATORY,CHEMISTRY,PAX-5,ب ا كس-5,558,558,
1577.0,7121477,LABORATORY,CHEMISTRY,PAX-8,ب ا كس-8,776,776,
1578.0,7121478,LABORATORY,CHEMISTRY,PD-1,ب د-1,776,776,
1579.0,7121479,LABORATORY,CHEMISTRY,PERICARDIAL FLUID (PHYSICAL&CHEMICAL TEST ONLY), تحليل السـائـل الـتامـوري,194,194,
1580.0,7121480,LABORATORY,CHEMISTRY,PERITONEAL FLUID (PHYSICAL&CHEMICAL ONLY), تحليل السائل البروتيني,194,194,
1581.0,7121481,LABORATORY,CHEMISTRY,PHENCYCLIDINE, فنسيسكلدين,243,243,
1582.0,7121482,LABORATORY,CHEMISTRY,PHENOBARBITAL, قياس الفينو باربيـون,267,267,
1583.0,7121483,LABORATORY,CHEMISTRY,PHENOL,فينول,500,500,
1584.0,7121484,LABORATORY,CHEMISTRY,PHENYTOIN, الفـينيوتين,194,194,
1585.0,7121485,LABORATORY,CHEMISTRY,PHOSPOROUS (SERUM), الفوسفــور بـالـــدم,64,64,
1586.0,7121486,LABORATORY,CHEMISTRY,PKU SCREEN, بي. كي. يــو,505,505,
1587.0,7121487,LABORATORY,CHEMISTRY,PLASMINOGEN,بلازمينووجين,398,398,
1588.0,7121488,LABORATORY,CHEMISTRY,PLATELET ANTIBODIES,مضادات صفائح الدم,4346,4346,
1589.0,7121489,LABORATORY,CHEMISTRY,PLEURAL FLUID (PHYSICAL&CHEMICAL ONLY), تحليل الغشاء البلوري للصـدر,194,194,
1590.0,7121490,LABORATORY,CHEMISTRY,PM1 ABS, بي أم اي - ايه بي اس,388,388,
