STANDARD SERVICE CODE,PROVIDERSERVICECODE,PROVIDER SERVICE DESCRIPTION,price 2022,EFFECTIVE DATE,DISCOUNT,Category Code,Group Code
,FMLAB-9360,Ancylostomaabs,220.5,2022-01-01,20,L,200
,FMLAB-9361,Androstendione,424.46250000000003,2022-01-01,20,L,200
,FMLAB-9362,Androsterone,242.55,2022-01-01,20,L,200
,FMLAB-9363,Antidnase,220.5,2022-01-01,20,L,200
,FMLAB-9364,Antihu,308.7,2022-01-01,20,L,200
,FMLAB-9365,Anti-Jo-1,363.825,2022-01-01,20,L,200
,FMLAB-9367,Antir1,154.35,2022-01-01,20,L,200
,FMLAB-9368,Antiyo(Purkinjecells),154.35,2022-01-01,20,L,200
,FMLAB-9369,Delta4androstendione,441.0,2022-01-01,20,L,200
,FMLAB-9370,Antiplateletsabs(Bound&Free),882.0,2022-01-01,20,L,200
,FMLAB-9371,Antipmiabs,292.1625,2022-01-01,20,L,200
,FMLAB-9372,Antistaphylolysinabs,88.2,2022-01-01,20,L,200
,FMLAB-9373,Antistreptococcalhyaluronidase,88.2,2022-01-01,20,L,200
,FMLAB-9374,Antistreptokinase,136.71,2022-01-01,20,L,200
,FMLAB-9375,Arsenic(Bhairnailsu),385.875,2022-01-01,20,L,200
,FMLAB-9376,Ascarisabsiggigm,512.6625,2022-01-01,20,L,200
,FMLAB-9377,Aspergillusfumigatusmetabolicabs,330.75,2022-01-01,20,L,200
,FMLAB-9378,Aspergillusfumigatussomaticabs,330.75,2022-01-01,20,L,200
,FMLAB-9379,Asulfidine,292.1625,2022-01-01,20,L,200
,FMLAB-9380,Atenolol(Tenormin),336.2625,2022-01-01,20,L,200
,FMLAB-9381,Avianprecipitantabs(15tests),2315.25,2022-01-01,20,L,200
,FMLAB-9382,Hemochromatosis(Genemutation),2205.0,2022-01-01,20,L,200
,FMLAB-9383,Barbituratesquant(S),826.875,2022-01-01,20,L,200
,FMLAB-9384,Barium,749.7,2022-01-01,20,L,200
,FMLAB-9386,Betahydroxy-Butyrate,291.06,2022-01-01,20,L,200
,FMLAB-9387,Betamannosidase,291.06,2022-01-01,20,L,200
,FMLAB-9388,Bileacidstotal,220.5,2022-01-01,20,L,200
,FMLAB-9389,Bileductabs(Canal),220.5,2022-01-01,20,L,200
,FMLAB-9390,Bileductabs(Epithelial),220.5,2022-01-01,20,L,200
,FMLAB-9391,Biotinidasequant,468.5625,2022-01-01,20,L,200
,FMLAB-9392,Bismuth(U),749.7,2022-01-01,20,L,200
,FMLAB-9394,Bordetellapertussis(Whoopcough)Igaigg&Igm,369.33750000000003,2022-01-01,20,L,200
,FMLAB-9396,Borelliadna(Pcr),1455.3,2022-01-01,20,L,200
,FMLAB-9397,Bromazepam,255.78,2022-01-01,20,L,200
,FMLAB-9399,Bromidequant.,291.06,2022-01-01,20,L,200
,FMLAB-9400,C1qcomplementcomponent,388.08000000000004,2022-01-01,20,L,200
,FMLAB-9401,C2complementcomponent,388.08000000000004,2022-01-01,20,L,200
,FMLAB-9403,Ca50,396.90000000000003,2022-01-01,20,L,200
,FMLAB-9404,Ca549,374.85,2022-01-01,20,L,200
,FMLAB-9407,Cadmium(S.U),385.875,2022-01-01,20,L,200
,FMLAB-9408,Caffeine,369.33750000000003,2022-01-01,20,L,200
,FMLAB-9409,Candida(Hit),2315.25,2022-01-01,20,L,200
,FMLAB-9410,Carbamazepineepoxide,270.1125,2022-01-01,20,L,200
,FMLAB-9411,Carbimazol,793.8000000000001,2022-01-01,20,L,200
,FMLAB-9412,Cardiacmuscleabs,330.75,2022-01-01,20,L,200
,FMLAB-9413,Catherpsind,485.1,2022-01-01,20,L,200
,FMLAB-9414,Catscratchfever,793.8000000000001,2022-01-01,20,L,200
,FMLAB-9415,Cdt(Carbohydratedeficienttransferrin),727.65,2022-01-01,20,L,200
,FMLAB-9416,Centromereabs,220.5,2022-01-01,20,L,200
,FMLAB-9418,Chagasabs(Trypanosomiasis),248.0625,2022-01-01,20,L,200
,FMLAB-9419,Chlamydiatrachomatispcr,573.3000000000001,2022-01-01,20,L,200
,FMLAB-9420,Chloramphenicol(S)(Csf),255.78,2022-01-01,20,L,200
,FMLAB-9421,Chlordiazepoxide,286.65000000000003,2022-01-01,20,L,200
,FMLAB-9422,Chloride(Csfs&U),110.25,2022-01-01,20,L,200
,FMLAB-9423,Chloralhydrate(Astrichlo-Ethanol),220.5,2022-01-01,20,L,200
,FMLAB-9424,Chloroquine,661.5,2022-01-01,20,L,200
,FMLAB-9425,Chlorpromazine,388.08000000000004,2022-01-01,20,L,200
,FMLAB-9426,Chromium(Blood),429.975,2022-01-01,20,L,200
,FMLAB-9428,Clobazam/Desmethylclobazam,716.625,2022-01-01,20,L,200
,FMLAB-9429,Clomethiazole,369.33750000000003,2022-01-01,20,L,200
,FMLAB-9430,Clomipramineanddesmethyclomipramine,534.7125,2022-01-01,20,L,200
,FMLAB-9431,Clonidine(Catapresan),253.57500000000002,2022-01-01,20,L,200
,FMLAB-9433,Clostridiumdifficiletoxin,270.1125,2022-01-01,20,L,200
,FMLAB-9434,Clozapine,352.8,2022-01-01,20,L,200
,FMLAB-9435,Cocaine-Metabolite,826.875,2022-01-01,20,L,200
,FMLAB-9437,Reticulinabsiga&Igg(Collagenreticulinabs),292.1625,2022-01-01,20,L,200
,FMLAB-9438,Colloidag.2-Abs,292.1625,2022-01-01,20,L,200
,FMLAB-9439,Colonepitheliumabs,292.1625,2022-01-01,20,L,200
,FMLAB-9441,Copperinlivertissue,771.75,2022-01-01,20,L,200
,FMLAB-9443,Corticosterone,396.90000000000003,2022-01-01,20,L,200
,FMLAB-9445,Coxsackib1-B6&A9,1984.5,2022-01-01,20,L,200
,FMLAB-9448,Cryptococcusantigen,292.1625,2022-01-01,20,L,200
,FMLAB-9449,Cyclicamp(Camp)(P.U.),242.55,2022-01-01,20,L,200
,FMLAB-9450,Cyclineabs(Pcna),220.5,2022-01-01,20,L,200
,FMLAB-9451,Cysteicercosisabs(Taeniaabs),286.65000000000003,2022-01-01,20,L,200
,FMLAB-9452,Cysticfibrosis,2425.5,2022-01-01,20,L,200
,FMLAB-9453,Cystinephotometric(U),352.8,2022-01-01,20,L,200
,FMLAB-9455,Cytomegalovirus(Pcr),1323.0,2022-01-01,20,L,200
,FMLAB-9456,Dala/Deltaaminolaevulinicacid,176.4,2022-01-01,20,L,200
,FMLAB-9457,Desoxycorticosterone(Doc),882.0,2022-01-01,20,L,200
,FMLAB-9458,Dexamethasone,220.5,2022-01-01,20,L,200
,FMLAB-9461,Dibenzapine,385.875,2022-01-01,20,L,200
,FMLAB-9462,Dibucaineinh.Ofpseudo-Chole,181.9125,2022-01-01,20,L,200
,FMLAB-9463,Diclofenac,352.8,2022-01-01,20,L,200
,FMLAB-9468,Dihydrotestosterone,661.5,2022-01-01,20,L,200
,FMLAB-9469,Disophyramide,413.4375,2022-01-01,20,L,200
,FMLAB-9471,Doxepine/Desmethyldoxepine,352.8,2022-01-01,20,L,200
,FMLAB-9472,Doxylamine,859.95,2022-01-01,20,L,200
,FMLAB-9474,Echinococcusmultilocularis,441.0,2022-01-01,20,L,200
,FMLAB-9475,Ecp(Eosinophilcationicprotein),330.75,2022-01-01,20,L,200
,FMLAB-9476,Elastinabs,292.1625,2022-01-01,20,L,200
,FMLAB-9477,Enzymebilirubinupdstransferase,1212.75,2022-01-01,20,L,200
,FMLAB-9478,Ephedrine,292.1625,2022-01-01,20,L,200
,FMLAB-9479,Estrogen(Oestrogen)Receptors,876.4875000000001,2022-01-01,20,L,200
,FMLAB-9480,Estrone/Oestrone(P.S.),295.46999999999997,2022-01-01,20,L,200
,FMLAB-9482,Factorii,295.46999999999997,2022-01-01,20,L,200
,FMLAB-9483,Factorviiiactivity(Vonwillebrandfactor),295.46999999999997,2022-01-01,20,L,200
,FMLAB-9484,Factorviiiristocetincofactor(Vonwilleberand),295.46999999999997,2022-01-01,20,L,200
,FMLAB-9485,Factorviiiinhibitor(Bethesedaassay),295.46999999999997,2022-01-01,20,L,200
,FMLAB-9486,Factorviiimultimers,818.0550000000001,2022-01-01,20,L,200
,FMLAB-9487,Fattyacidsnonsterified,771.75,2022-01-01,20,L,200
,FMLAB-9488,Fetalerythrocytes,617.4,2022-01-01,20,L,200
,FMLAB-9489,Fibrillarineabs,374.85,2022-01-01,20,L,200
,FMLAB-9490,Fibronectin,292.1625,2022-01-01,20,L,200
,FMLAB-9492,Fishtaewormigg&Igm,396.90000000000003,2022-01-01,20,L,200
,FMLAB-9493,Fluoride(S.U),308.7,2022-01-01,20,L,200
,FMLAB-9494,Fluorideinhib.Pseudocholinester,132.3,2022-01-01,20,L,200
,FMLAB-9495,Fluoxetine/Desmethylfluoxetin(Prozac),744.1875,2022-01-01,20,L,200
,FMLAB-9496,Formicacid,292.1625,2022-01-01,20,L,200
,FMLAB-9497,Fragilexsyndrome(Fmrigene),2789.3250000000003,2022-01-01,20,L,200
,FMLAB-9498,Francisellatularensisabs(Tularaemiaabs),319.725,2022-01-01,20,L,200
,FMLAB-9499,Fungusserology(Aspergillusandcandida),1433.25,2022-01-01,20,L,200
,FMLAB-9500,Furosemide,308.7,2022-01-01,20,L,200
,FMLAB-9501,Galactokinase,385.875,2022-01-01,20,L,200
,FMLAB-9502,Galactose(B&U),352.8,2022-01-01,20,L,200
,FMLAB-9503,Galactose1phosphate,292.1625,2022-01-01,20,L,200
,FMLAB-9504,Galactosaemiascreen,121.275,2022-01-01,20,L,200
,FMLAB-9505,Galactose1phosphateuridyltranaseferase,771.75,2022-01-01,20,L,200
,FMLAB-9507,Glucosephosphateisomerase,137.8125,2022-01-01,20,L,200
,FMLAB-9509,Gobletcellsabs,198.45000000000002,2022-01-01,20,L,200
,FMLAB-9510,Gonococcaldna(Hybridtest),229.32000000000002,2022-01-01,20,L,200
,FMLAB-9511,Haemoglobinfree(S&U),325.2375,2022-01-01,20,L,200
,FMLAB-9512,Haemoglobincsf,66.15,2022-01-01,20,L,200
,FMLAB-9514,Haemolysineantia/Antib,198.45000000000002,2022-01-01,20,L,200
,FMLAB-9515,Haemopexin,170.88750000000002,2022-01-01,20,L,200
,FMLAB-9516,Hantavirusabs,661.5,2022-01-01,20,L,200
,FMLAB-9518,Hbfcells(Kleuhauerbetke),319.725,2022-01-01,20,L,200
,FMLAB-9519,Herpessimplexvirus1&2pcr,1323.0,2022-01-01,20,L,200
,FMLAB-9521,Herpesvirustype6igg&Igmabs,529.2,2022-01-01,20,L,200
,FMLAB-9522,Herpesvirustype6dnabypcr,1323.0,2022-01-01,20,L,200
,FMLAB-9523,Hevrnabypcr,1323.0,2022-01-01,20,L,200
,FMLAB-9524,Hexokinase,292.1625,2022-01-01,20,L,200
,FMLAB-9525,Hexosaminidaseb,297.675,2022-01-01,20,L,200
,FMLAB-9526,Hippuricacid,452.02500000000003,2022-01-01,20,L,200
,FMLAB-9527,Histoneabs,573.3000000000001,2022-01-01,20,L,200
,FMLAB-9530,Hlatyping(A.B.C),3969.0,2022-01-01,20,L,200
,FMLAB-9531,Hlatyping(Dr)Pcr,1537.9875,2022-01-01,20,L,200
,FMLAB-9533,Homogentisicacid,119.07000000000001,2022-01-01,20,L,200
,FMLAB-9535,Htlv1/2,970.2,2022-01-01,20,L,200
,FMLAB-9540,Igasecretorabs(Salivaorlacrimalfluid),330.75,2022-01-01,20,L,200
,FMLAB-9541,Igasub-Classes1&2,970.2,2022-01-01,20,L,200
,FMLAB-9543,Igfbp-3(Insulin-Like-Growthfbp-3),485.1,2022-01-01,20,L,200
,FMLAB-9545,Imipramine/Desipramine,705.6,2022-01-01,20,L,200
,FMLAB-9546,Indoxysulfate,292.1625,2022-01-01,20,L,200
,FMLAB-9547,Influenzaa,79.38,2022-01-01,20,L,200
,FMLAB-9548,Influenzab,79.38,2022-01-01,20,L,200
,FMLAB-9550,Insulinreceptorabsigg,441.0,2022-01-01,20,L,200
,FMLAB-9551,Interferone(Gamma)Abs,793.8000000000001,2022-01-01,20,L,200
,FMLAB-9552,Intrinsicfactorabs,295.46999999999997,2022-01-01,20,L,200
,FMLAB-9553,Iodine(S.U.),292.1625,2022-01-01,20,L,200
,FMLAB-9554,Iron(Desferaltest)U,176.4,2022-01-01,20,L,200
,FMLAB-9555,Isletcellsurfaceabs(Icsa),176.4,2022-01-01,20,L,200
,FMLAB-9556,Isoagglutiningsa1a2b,396.90000000000003,2022-01-01,20,L,200
,FMLAB-9557,Isoamylase(Alphaamylaseisoenzymes),192.9375,2022-01-01,20,L,200
,FMLAB-9558,Isoniacid(Inh),385.875,2022-01-01,20,L,200
,FMLAB-9559,Japanbencephalitisabs,413.4375,2022-01-01,20,L,200
,FMLAB-9560,Lacrimalglandabs,292.1625,2022-01-01,20,L,200
,FMLAB-9562,Lambliaabs,132.3,2022-01-01,20,L,200
,FMLAB-9564,Lap(Leucineaminopeptidase),88.2,2022-01-01,20,L,200
,FMLAB-9565,Ldhisoenzyme,441.0,2022-01-01,20,L,200
,FMLAB-9566,Leishmaniaiha&Iggigm,633.9375,2022-01-01,20,L,200
,FMLAB-9568,Legionellapneumphilaantigen,264.6,2022-01-01,20,L,200
,FMLAB-9569,Legionellapneumophilapcr,882.0,2022-01-01,20,L,200
,FMLAB-9570,Leucocyteabs,727.65,2022-01-01,20,L,200
,FMLAB-9572,Lipoproteina,242.55,2022-01-01,20,L,200
,FMLAB-9573,Lipoproteinx,303.1875,2022-01-01,20,L,200
,FMLAB-9574,Listeriaabs,303.1875,2022-01-01,20,L,200
,FMLAB-9576,Lorazepam,413.4375,2022-01-01,20,L,200
,FMLAB-9577,Lymph.Chorio.Meningitisigg(Csf),170.88750000000002,2022-01-01,20,L,200
,FMLAB-9578,Lymphchorio.Meningitisvirus(S)Igg/Igm,391.3875,2022-01-01,20,L,200
,FMLAB-9579,Lysozyme(S.U),110.25,2022-01-01,20,L,200
,FMLAB-9580,Macrocreatinekinase,551.25,2022-01-01,20,L,200
,FMLAB-9583,Maprotiline&Desmethylmaprotiline,705.6,2022-01-01,20,L,200
,FMLAB-9586,Meningitisscreen,330.75,2022-01-01,20,L,200
,FMLAB-9587,Mephenytoin(Mesantoin),220.5,2022-01-01,20,L,200
,FMLAB-9588,Mercury(Breastmilkbloodurine&Faeces),388.08000000000004,2022-01-01,20,L,200
,FMLAB-9591,Methotrexate,388.08000000000004,2022-01-01,20,L,200
,FMLAB-9592,Methylhippuricacid,385.875,2022-01-01,20,L,200
,FMLAB-9593,Methylmalonicacid,385.875,2022-01-01,20,L,200
,FMLAB-9594,Mexitil,352.8,2022-01-01,20,L,200
,FMLAB-9595,Mianserine,220.5,2022-01-01,20,L,200
,FMLAB-9596,Micropolysporaabs,292.1625,2022-01-01,20,L,200
,FMLAB-9597,Mitochondrialsubtypemi-9,2618.4375,2022-01-01,20,L,200
,FMLAB-9598,Molybdenum(S.U),388.08000000000004,2022-01-01,20,L,200
,FMLAB-9599,Morphineconfirmation,185.22000000000003,2022-01-01,20,L,200
,FMLAB-9600,Mouthmucosaabs,264.6,2022-01-01,20,L,200
,FMLAB-9603,Mumpsculture,882.0,2022-01-01,20,L,200
,FMLAB-9604,Muscleandnervebiopsy,4189.5,2022-01-01,20,L,200
,FMLAB-9605,Mycoplasmaculture(Semen)Ifneg.,110.25,2022-01-01,20,L,200
,FMLAB-9606,Myelinbasicproteinabs,529.2,2022-01-01,20,L,200
,FMLAB-9607,Myeloperoxidaseabs(Mpo),352.8,2022-01-01,20,L,200
,FMLAB-9608,Myocardialabs,330.75,2022-01-01,20,L,200
,FMLAB-9609,N-Acetyl-Gluocsaminidase,220.5,2022-01-01,20,L,200
,FMLAB-9610,N-Desmethyl-Mesuximide,242.55,2022-01-01,20,L,200
,FMLAB-9611,Neopterin,870.975,2022-01-01,20,L,200
,FMLAB-9612,Netilmycin,352.8,2022-01-01,20,L,200
,FMLAB-9613,Nicotinamide(Niacin),220.5,2022-01-01,20,L,200
,FMLAB-9614,Nicotine(S.U),661.5,2022-01-01,20,L,200
,FMLAB-9615,Nitrazepam(Mogadan),352.8,2022-01-01,20,L,200
,FMLAB-9616,Nocardiaabs(Actinomycesdirectexamination),352.8,2022-01-01,20,L,200
,FMLAB-9617,Nortriptyline,292.1625,2022-01-01,20,L,200
,FMLAB-9620,Alkalinephosphatase-Bone(Ostase),374.85,2022-01-01,20,L,200
,FMLAB-9621,Osteoporosisscreen,683.5500000000001,2022-01-01,20,L,200
,FMLAB-9624,Oxazepam,163.17000000000002,2022-01-01,20,L,200
,FMLAB-9625,P53mntumoursupressorgene,1764.0,2022-01-01,20,L,200
,FMLAB-9626,Pah/Para-Aminohippuricacid,148.8375,2022-01-01,20,L,200
,FMLAB-9627,Palladium(B.Salivas.U.),573.3000000000001,2022-01-01,20,L,200
,FMLAB-9628,Pancreaseelastase(F.S.),396.90000000000003,2022-01-01,20,L,200
,FMLAB-9629,Pancreaticductepithelialabs,292.1625,2022-01-01,20,L,200
,FMLAB-9630,Papillomavirus(Hpv)Dna),1653.75,2022-01-01,20,L,200
,FMLAB-9631,Parainfluenza(Type12&3),396.90000000000003,2022-01-01,20,L,200
,FMLAB-9632,Parathyroidabs,352.8,2022-01-01,20,L,200
,FMLAB-9633,Parathyroidtissueabs,319.725,2022-01-01,20,L,200
,FMLAB-9635,Parotisabs,292.1625,2022-01-01,20,L,200
,FMLAB-9637,Parvovirusimmunoblotigg,485.1,2022-01-01,20,L,200
,FMLAB-9638,Parvovirusimmunoblotigm,485.1,2022-01-01,20,L,200
,FMLAB-9639,Pcp(Phencyclidine),242.55,2022-01-01,20,L,200
,FMLAB-9640,Pentachlorophenol,396.90000000000003,2022-01-01,20,L,200
,FMLAB-9641,Pethidineconfirmation,352.8,2022-01-01,20,L,200
,FMLAB-9642,Phenacetinquali.,132.3,2022-01-01,20,L,200
,FMLAB-9644,Phenol,369.33750000000003,2022-01-01,20,L,200
,FMLAB-9645,Phenylbutazone,292.1625,2022-01-01,20,L,200
,FMLAB-9647,Ph1(Phosphohyxoseisomerase),137.8125,2022-01-01,20,L,200
,FMLAB-9648,Phosphateinorganic(S.U),99.22500000000001,2022-01-01,20,L,200
,FMLAB-9650,Phytanicacid,970.2,2022-01-01,20,L,200
,FMLAB-9653,Plateletfactoriv,292.1625,2022-01-01,20,L,200
,FMLAB-9657,Polyomadetection(Pcr),1323.0,2022-01-01,20,L,200
,FMLAB-9658,Porphyrinsinerythrocytes(Total),278.9325,2022-01-01,20,L,200
,FMLAB-9659,Porphyrinsinfaeces,1190.7,2022-01-01,20,L,200
,FMLAB-9660,Porphyrinsinurine,937.125,2022-01-01,20,L,200
,FMLAB-9661,Prealbumin,176.4,2022-01-01,20,L,200
,FMLAB-9662,Pregnandiol,253.57500000000002,2022-01-01,20,L,200
,FMLAB-9665,Procainamide/N-Acetylprocainamide,606.375,2022-01-01,20,L,200
,FMLAB-9678,Proinsulin,308.7,2022-01-01,20,L,200
,FMLAB-9680,Propafenone,352.8,2022-01-01,20,L,200
,FMLAB-9681,Propanalol,220.5,2022-01-01,20,L,200
,FMLAB-9682,Propylphenazone,292.1625,2022-01-01,20,L,200
,FMLAB-9683,Propylvalericacid,220.5,2022-01-01,20,L,200
,FMLAB-9685,Alpha-1-Antitrypsinprotein(Faeces),330.75,2022-01-01,20,L,200
,FMLAB-9687,Proteins(Totalfree&Activity),1499.4,2022-01-01,20,L,200
,FMLAB-9688,Proteins-100(Csf&S),418.95000000000005,2022-01-01,20,L,200
,FMLAB-9689,Proteinase3abs,418.95000000000005,2022-01-01,20,L,200
,FMLAB-9690,Proteinuriastructure,705.6,2022-01-01,20,L,200
,FMLAB-9691,Prothrombinfragmentsf1+2,396.90000000000003,2022-01-01,20,L,200
,FMLAB-9693,Protripthyline(Maximed),330.75,2022-01-01,20,L,200
,FMLAB-9694,Pthrelatedprotein,652.6800000000001,2022-01-01,20,L,200
,FMLAB-9698,Quinidine,352.8,2022-01-01,20,L,200
,FMLAB-9699,Quinine,242.55,2022-01-01,20,L,200
,FMLAB-9700,Rabiesabs,705.6,2022-01-01,20,L,200
,FMLAB-9703,Reverset3,292.1625,2022-01-01,20,L,200
,FMLAB-9704,Rheumatoidfactorigaigg&Igm,614.0925000000001,2022-01-01,20,L,200
,FMLAB-9705,Ribonuclease,292.1625,2022-01-01,20,L,200
,FMLAB-9706,Rickettsiaabs,292.1625,2022-01-01,20,L,200
,FMLAB-9707,Rifampicin,352.8,2022-01-01,20,L,200
,FMLAB-9708,Ritalin(Methlphenidate0,413.4375,2022-01-01,20,L,200
,FMLAB-9709,Rnaabs,485.1,2022-01-01,20,L,200
,FMLAB-9710,Rohypnol(Flunitrazepam),391.3875,2022-01-01,20,L,200
,FMLAB-9711,Rubellaabs,220.5,2022-01-01,20,L,200
,FMLAB-9712,Salmonellaabs,374.85,2022-01-01,20,L,200
,FMLAB-9713,Sandlyfevervirusabsigg/Igm,1323.0,2022-01-01,20,L,200
,FMLAB-9714,Scc(Squamouscellcarcinoma),410.13000000000005,2022-01-01,20,L,200
,FMLAB-9715,Samplecollectionandprocessing,488.40749999999997,2022-01-01,20,L,200
,FMLAB-9716,Selenium(S.U),299.88000000000005,2022-01-01,20,L,200
,FMLAB-9717,Shigellaabs,297.675,2022-01-01,20,L,200
,FMLAB-9718,Sialicacid,374.85,2022-01-01,20,L,200
,FMLAB-9719,Skeletalmuscleabs,214.9875,2022-01-01,20,L,200
,FMLAB-9720,Kitchenstaff(Stoolanalysis+Stoolc/S),110.25,2022-01-01,20,L,200
,FMLAB-9725,Specificgravity,325.2375,2022-01-01,20,L,200
,FMLAB-9729,Stratumspinosum(Spinycell)Abs,291.06,2022-01-01,20,L,200
,FMLAB-9730,Striatedmuscleabs,189.63,2022-01-01,20,L,200
,FMLAB-9731,Substances,617.4,2022-01-01,20,L,200
,FMLAB-9733,Sultiam(Ospolot),214.9875,2022-01-01,20,L,200
,FMLAB-9734,T3abs,291.06,2022-01-01,20,L,200
,FMLAB-9736,T4abs,167.58,2022-01-01,20,L,200
,FMLAB-9737,Taeniaabs(Cystecercosis),391.3875,2022-01-01,20,L,200
,FMLAB-9738,Tbculture(Csf)Convent&Rapidwithpreliminary,2546.775,2022-01-01,20,L,200
,FMLAB-9739,Tbpcrandcultureonly,1323.0,2022-01-01,20,L,200
,FMLAB-9741,Tetrahydroaldosterone,937.125,2022-01-01,20,L,200
,FMLAB-9742,Tetrahydrocortisone,319.725,2022-01-01,20,L,200
,FMLAB-9743,Thioridazine,369.33750000000003,2022-01-01,20,L,200
,FMLAB-9745,Thymidekinase,882.0,2022-01-01,20,L,200
,FMLAB-9746,Thymusabs(Igaigm&Igg),319.725,2022-01-01,20,L,200
,FMLAB-9749,Thyroidcolloidabs,319.725,2022-01-01,20,L,200
,FMLAB-9751,Tin(S.U),463.05,2022-01-01,20,L,200
,FMLAB-9752,Tobramycin(Nebcin),352.8,2022-01-01,20,L,200
,FMLAB-9753,Tocainide,292.1625,2022-01-01,20,L,200
,FMLAB-9754,Toluene,286.65000000000003,2022-01-01,20,L,200
,FMLAB-9757,Toxoplasmaisagatest,242.55,2022-01-01,20,L,200
,FMLAB-9758,Toxoplasmosisdna(Pcr),1323.0,2022-01-01,20,L,200
,FMLAB-9759,Tpa(Tissuepolypeptideag.),551.25,2022-01-01,20,L,200
,FMLAB-9761,Transketolaseenzyme,336.2625,2022-01-01,20,L,200
,FMLAB-9762,Trazodone,308.7,2022-01-01,20,L,200
,FMLAB-9764,Tricholoraceticacid,413.4375,2022-01-01,20,L,200
,FMLAB-9765,Trimipramine,308.7,2022-01-01,20,L,200
,FMLAB-9766,Tshreceptorabs,429.975,2022-01-01,20,L,200
,FMLAB-9768,Ureaplasmaurealyticumabs,242.55,2022-01-01,20,L,200
,FMLAB-9769,Uroporphyrinogen-1-Synthase,507.15000000000003,2022-01-01,20,L,200
,FMLAB-9770,Uroporphyrins(F),198.45000000000002,2022-01-01,20,L,200
,FMLAB-9771,Vanadium(S.U),291.06,2022-01-01,20,L,200
,FMLAB-9772,Vascularabs,325.2375,2022-01-01,20,L,200
,FMLAB-9773,Verapimil,705.6,2022-01-01,20,L,200
,FMLAB-9775,Vip(Vasoactiveintestinalpolypeptide),545.7375000000001,2022-01-01,20,L,200
,FMLAB-9776,Psa(Total&Free)+Ratio,603.0675,2022-01-01,20,L,200
,FMLAB-9777,Viscosity,292.1625,2022-01-01,20,L,200
,FMLAB-9779,Vitamink1(Phytonadione),1284.4125000000001,2022-01-01,20,L,200
,FMLAB-9780,Cholesterol(Ldl),330.75,2022-01-01,20,L,200
,FMLAB-9785,Yersiniaiga&Iggimmunoblotabs,882.0,2022-01-01,20,L,200
,FMLAB-9786,Zincprotoporphyrins,330.75,2022-01-01,20,L,200
,FMLAB-9787,Antigendetect.Forcryptococcussp,148.8375,2022-01-01,20,L,200
,FMLAB-9790,Phenothiazine,209.47500000000002,2022-01-01,20,L,200
,FMLAB-9791,Amnioticfluidchromosomeanalysis,2425.5,2022-01-01,20,L,200
,FMLAB-9792,Cytogeneticsleukemicblood/Bonemarrow,1180.7775,2022-01-01,20,L,200
,FMLAB-9793,Cytogeneticschorionicvilli(Cvs),2921.625,2022-01-01,20,L,200
,FMLAB-9806,Praderw/Angelmansyndrome,2182.9500000000003,2022-01-01,20,L,200
,FMLAB-9808,Fungusexamination(Smear),117.9675,2022-01-01,20,L,200
,FMLAB-9809,Csfdirectagglut,220.5,2022-01-01,20,L,200
,FMLAB-9816,Ebv1gg,159.8625,2022-01-01,20,L,200
,FMLAB-9818,Amoebicabs,165.375,2022-01-01,20,L,200
,FMLAB-9820,Phadiotop,181.9125,2022-01-01,20,L,200
,FMLAB-9833,Obesityprofile,1802.5875,2022-01-01,20,L,200
,FMLAB-9836,Elisahepatitisprofile,1029.7350000000001,2022-01-01,20,L,200
,FMLAB-9837,Anaemiaprofile,661.5,2022-01-01,20,L,200
,FMLAB-9842,Pre-Operscreeen,474.07500000000005,2022-01-01,20,L,200
,FMLAB-9849,Atopypanel20,1212.75,2022-01-01,20,L,200
,FMLAB-9850,Bnp(Brainnatriureticpeptide),422.2575,2022-01-01,20,L,200
,FMLAB-9852,Immunohistochemistrypanelforbrest,2271.15,2022-01-01,20,L,200
,FMLAB-9853,Promotionalgeneralcheckup(Female),1091.4750000000001,2022-01-01,20,L,200
,FMLAB-9854,Promotionalgeneralcheckup(Male),1091.4750000000001,2022-01-01,20,L,200
,FMLAB-9858,Cardiolipinigg,113.5575,2022-01-01,20,L,200
,FMLAB-9859,Cardiolipinigm,113.5575,2022-01-01,20,L,200
,FMLAB-9860,Sgnacheck-Up(Hcvhbs-Agcbc),220.5,2022-01-01,20,L,200
,FMLAB-9861,Unilevercheckup,584.325,2022-01-01,20,L,200
,FMLAB-9862,Familialmediterreanfever(Fmf),2771.685,2022-01-01,20,L,200
,FMLAB-9874,Anaerobicculture,297.675,2022-01-01,20,L,200
,FMLAB-9876,Recipientbloodscreening,661.5,2022-01-01,20,L,200
,FMLAB-9878,Immunoglobulind(Igd),276.7275,2022-01-01,20,L,200
,FMLAB-9879,Vulvalswabc/S,297.675,2022-01-01,20,L,200
,FMLAB-9881,Ebvbyp.C.R.,1653.75,2022-01-01,20,L,200
,FMLAB-9882,Staffserologyscreeningi,441.0,2022-01-01,20,L,200
,FMLAB-9883,Staffserologyscreeningii,551.25,2022-01-01,20,L,200
,FMLAB-9885,Bloodandcomponenttransfusionservices,1102.5,2022-01-01,20,L,200
,FMLAB-9886,Peripheralsmear,187.425,2022-01-01,20,L,200
,FMLAB-9887,Haemophilusinfluenzab,385.875,2022-01-01,20,L,200
,FMLAB-9888,Varicellazosterdna(Pcr),1686.825,2022-01-01,20,L,200
,FMLAB-9890,Sulfonylureastructure,882.0,2022-01-01,20,L,200
