Departemnt,code,Discription,Price,SBS
CSS,MS-S-003587,SCREW VARIABLE 876.813 SELF TAPPING CANCELLOUS BONE 4.0X13MM,1660.05,47875
CSS,MS-S-003611,SCREW LOCKING LCP 2.7MM ALL LENGTH# SYNTHES,937.44,61689
CSS,MS-S-003612,SCREW LOCKING LCP 3.5MM ALL LENGTH#SYNTHES,1155.06,61689
CSS,MS-S-003618,SCREW IFIX INTERFERENCE 7MM X 20MM CM-1720 LINVATE CC8010,2766.75,56642
CSS,MS-S-003632,SCREW DRIVER CANNULATED 6.5 X 7.3MM SYNTHES,3676.93,47633
CSS,MS-S-003633,SCREW LOCKING CANNULATED 7.3 X 80MM SYNTHES #02.207.080,3676.93,56642
CSS,MS-S-003634,SCREW LOCKING CANNULATED 5.0 X 70MM SYNTHES #02.205.070,1953,56642
CSS,MS-S-003635,SCREW LOCKING CANNULATED 5.0 X 40MM SYNTHES #02.205.040,2262.23,56642
CSS,MS-S-003650,SCREW LOCKING 5.0 X 36MM S.TAPPING TT SYNTHES # 413.336,1807.92,56642
CSS,MS-S-003656,SCREW LOCKING HEAD 5.0MM / ALL LENGHT# SYNTHES,1679.58,61689
CSS,MS-S-003660,SCREW HIP STARDRIVER 6.5X95MM SELF-TAPPING #04.003.029,3209.84,56642
CSS,MS-S-003661,SCREW LOCKING STARDRIVER 5.0x40MM MEDULLAR #04.005.530 / ELLOPSE # LSC5-040,1259.69,56642
CSS,MS-S-003669,SCREW LOCKING 5.0 X 34MM S.TAPPING TT SYNTHES # 413.334,1456.38,56642
CSS,MS-S-003670,SCREW LOCKING 5.0 X 38MM S.TAPPING TT SYNTHES # 413.338,1807.92,56642
CSS,MS-S-003671,SCREW LOCKING 5.0 X 48MM S.TAPPING TT SYNTHES # 413.348,941.16,56642
CSS,MS-S-003686,"SPONGE LAP PREWASHED DETECTABLE RING 18X18"" 12PLY STERILE",27.34,61965
CSS,MS-S-003687,SCREW LOCKING STARDRIVER 4.8X56MM #04.005.0546,1679.58,56642
CSS,MS-S-003688,SCREW LOCKING STARDRIVER 4.8X32MM #04.005.0532,839.79,56642
CSS,MS-S-003703,SCREW CORTEX 3.5MM X 45MM SYNTHES #204.645,1272.24,56642
CSS,MS-S-003704,SCREW CORTEX 3.5MM X 40MM SYNTHES #204.640,1272.24,56642
CSS,MS-S-003705,SCREW CORTEX 3.5MM X 36MM SYNTHES #204.836,742.14,56642
CSS,MS-S-003719,SCREW LOCKING LCP 2.4 MM ALL LENGH# SYNTHES,1227.6,61689
CSS,MS-S-003720,STAPLER ENDO CIRCULAR 29MMETHICON#ECS29A,7387.22,59869
CSS,MS-S-003721,SYNERGY HARMONIC CURVED BLADEETHICON#SNGCB,4901.62,35083
CSS,MS-S-003724,SCREW LOCKING STARDRIVER 5.0X34MM MEDULLAR #04.005.524,11.39,56642
CSS,MS-S-003725,SCREW LOCKING STARDRIVER 5.0X38MM MEDULLAR #04.005.528,1259.69,56642
CSS,MS-S-003726,SCREW LOCKING STARDRIVER 5.0x48MM MEDULLAR #04.005.538,1679.58,56642
CSS,MS-S-003732,SCREW LOCKING STARDRIVER 5.0x50MM MEDULLAR #04.005.540,1679.58,56642
CSS,MS-S-003733,SCREW LOCKING STARDRIVER 5.0x66MM MEDULLAR #04.005.556,1512.18,56642
CSS,MS-S-003735,SCREW LOCKING STARDRIVER 5.0x52MM MEDULLAR #04.005.542,1679.58,56642
CSS,MS-S-003736,SCREW LOCKING STARDRIVER 5.0X46MM MEDULLAR #04.005.536,1259.69,56642
CSS,MS-S-003738,SCREW SPONGIOSA 6.5X25MM FLAT HEAD #02801025,1855.35,32859
CSS,MS-S-003742,SCREW CERVICAL MULTI AXIAL VERTEX MAS 3.5MMX14MM SOFAMOR DENEK #6958714,4357.63,46651
CSS,MS-S-003743,SCREW SET CERVICAL VERTEX M6 SOFAMOR DENAK #6950315,2289.89,46651
CSS,MS-S-003744,SCREW LOCKING STARDRIVER 5.0X42MM MEDULLAR #04.005.532,1261,56642
CSS,MS-S-003745,SCREW LOCKING STARDRIVER 5.0x44MM MEDULLAR #04.005.534,1102.22,56642
CSS,MS-S-003746,SCREW LOCKING STARDRIVER 5.0x76MM MEDULLAR #04.005.566,1679.58,56642
CSS,MS-S-003747,SCREW LOCKING STARDRIVER 5.0x36MM MEDULLAR #04.005.526,1259.69,56642
CSS,MS-S-003750,SCREW F/BONE LOCKING 2.7x30MM SYNTHES #202.230,1835.82,56642
CSS,MS-S-003754,SCREW LOCKING STARDRIVER 5.0X56MM MEDULLAR #04.005.546,1259.69,56642
CSS,MS-S-003755,SCREW LOCKING STARDRIVER 5.0x80MM MEDULLAR #04.005.570,1679.58,56642
CSS,MS-S-003776,STEM HIP STANDARD CEMENTLESS 7.5MM #30396075,12206.25,55833
CSS,MS-S-003788,SOLUTION METHYL CELLULOSE 2.5% W/CANNULA,781.2,43583
CSS,MS-S-003818,SCREW MULTIAXIAL FENESRATED ALL SIZE #SOFAMOR,6351.32,46651
CSS,MS-S-003820,STENT ALEX B.D.P DRUG ELUTING ALL SIZES,12362,99999
CSS,MS-S-003830,SCREW HIP STARDRIVER 6.5X90MM SELF-TAPPING #04.003.028,3144.33,56642
CSS,MS-S-003850,SCREW CORTICAL 3.5MMSMALL HEADL 55 #SK3512-55-2,1283.4,45039
CSS,MS-S-003909,SCREW MATNEU 1.5x5MM SELF DRILLING SYNTHES #04.503.105.01C,1155.06,63980
CSS,MS-S-003916,SCREW CORTEX 3.5x20MM SELF TAPPING SYNTHES #204.820,460,56642
CSS,MS-S-003917,SCREW CORTEX 3.5x22MM SELF TAPPING SYNTHES #204.822,917.91,56642
CSS,MS-S-003918,SCREW CORTEX 3.5x24MM SELF TAPPING SYNTHES #204.824,664.02,56642
CSS,MS-S-003919,SCREW CORTEX 3.5x26MM SELF TAPPING SYNTHES #204.826,1025.33,56642
CSS,MS-S-003922,SCREW LOCKING 5.MM FOR NAIL ALL LENGTH # SYNTHES,1679.58,16101
CSS,MS-S-003923,SPONGE SOAPY LUMERO SPONGITA HYPOALLERGENIC BUILT SHEET F/PATIENT HYGIENE,8,47305
CSS,MS-S-003931,SCREW CORTEX STARDRIVE 2.4MM SELFTAP L16 #201.766,996.03,56642
CSS,MS-S-003932,SCREW LOCKING VA STARDRIVE 2.4x20MM SELF TAPPING SYNTHES #02.210.120,1282.47,56642
CSS,MS-S-003942,SCREW POLY AXIAL SPINE CRAPF USA 40*5.5 #PF6-5540,4229.47,46651
CSS,MS-S-003944,SCREW POLYAXIAL SPINE 45x6.0MM CRAPF USA #PF6-6245,4272.19,46650
CSS,MS-S-003945,SCREW NUT SPINE CRAFT #SS6-MPH95-T30,1708.88,46651
CSS,MS-S-003947,SCREW CORTEX 3.5MM ALL LENTHES # SYNTHES,878.85,56642
CSS,MS-S-003948,SCREW CORTEX MINI 2.0 MM ALL LENTHES # SYNTHES,781.2,45039
CSS,MS-S-003953,SCREW CORTEX 4.5X64MM #ORTHOMED,1025.33,45039
CSS,MS-S-003957,SCREW CORTEX 4.5X46MM #ORTHOMED,626.59,45039
CSS,MS-S-003960,SCREW LOCKING STARDRIVE 2.0MMSELF TAPPING LENGTH 7MM #201.357,1227.6,56642
CSS,MS-S-003961,SCREW LOCKING STARDRIVE 2.0x9MM SELF TAPPING #201.359,1450.8,56642
CSS,MS-S-003963,SCREW LOCKING STARDRIVE 2.0x12MM SELF TAPPING #201.362,2328.95,56642
CSS,MS-S-003965,STOPCOCK 3 WAY WITH EXTENTION 25 CM,14.81,35375
CSS,MS-S-003978,STEM STANDERD 9CM TWIINSYS SYNTHES # 56.11.2000,8861.74,39702
CSS,MS-S-003982,STEM HIP STD. 6.25MM #30393062 (IMPLANTCAST,12206.25,55833
CSS,MS-S-003985,SAW BLADE SYNTHES # 519.230,1855.35,43376
CSS,MS-S-003989,SCREW IMF 2.0 MM X 12 MM SYNTHES # 201.932,1339.2,61837
CSS,MS-S-003990,SCREW MATRIX 2.1MM SELF TAPPING  SYNTHES # 04.511.240.01C,3255,61837
CSS,MS-S-003991,SCREW MATRIX 2.1MM SELF TAPPING  SYNTHES # 04.511.238.01C,1302,61837
CSS,MS-S-003992,SCREW MATRIX 2.1MM SELF TAPPING  SYNTHES # 04.511.236.01C,1302,61837
CSS,MS-S-003993,SCREW MATRIX 1.85MM SELF TAPPING  SYNTHES # 04.511.224.01C,1302,61837
CSS,MS-S-003994,SCREW MATRIX 1.85MM SELF TAPPING  SYNTHES # 04.511.208.01C,1236.9,61837
CSS,MS-S-003995,SCREW MATRIX 1.85MM SELF TAPPING  SYNTHES # 04.511.206.01C,1236.9,61837
CSS,MS-S-003998,SPLINT DYNACAST PRELUDE SYNTHETIC 7.5CM X 4.6M SMITH   NEPHEW #WS-1052,1,99999
CSS,MS-S-003999,SUTURE PROLENE 6-0 (13MM) 75CM ETHICON #EP8706H / VP706X,199,64255
CSS,MS-S-004019,SCREW CANNULATED 4.0x50MM SELF TAPPING S/STEEL SHORT THREAD PROSIM,1953,56642
CSS,MS-S-004020,SOLUTION SURFA SAFE SPRAY 750 ML ANIOS LAB # 1568544,284.81,58077
CSS,MS-S-004042,SCREW BIO-INTERFERENCE 8x28MM FULL THREADED ARTHREX #AR-1380TB,3075.98,56642
CSS,MS-S-004044,SUTURE QUATRO X ANCHOR 5.5MM PRELOADED IMPLANT 2#2 FORCE FIBER SUTURE # CM-9255,2115.75,45062
CSS,MS-S-004045,SCREW VERTEX MULTI AXIAL 4.0 X 16MM SOFAMOR # 6958816,4505.73,47875
CSS,MS-S-004086,SCREW LOCK 4.5 X 40MM # 21-1808-040,2441.25,56642
CSS,MS-S-004091,SCREW 1.85 X 10MM SELF TAPPING  SYNTHES # 04.511.210.01C,1236.9,56642
CSS,MS-S-004092,SCREW 1.85 X 6 MM SELF DRILLING  SYNTHES # 04.511.226.01C,1302,56642
CSS,MS-S-004093,SCREW 1.85 X 5 MM SELF DRILLING  SYNTHES # 04.511.225.01C,1302,56642
CSS,MS-S-004094,SCREW 5 MM X 2.1 MM SELF TAPPING  SYNTHES # 04.511.235.01C,1302,56642
CSS,MS-S-004106,SCREW BONE 6.5X30 SELF TAPING ZIMMER #625006530,1674,56642
CSS,MS-S-004111,SUTURE ANCHOR 2.9 S&N #72202165 / ARTHREX # 1923BC,4480.1,45062
CSS,MS-S-004114,SCREW CORTEX PELVIC 3.5MM X 40/45/50MM # SYNTHES,1275.96,61689
CSS,MS-S-004115,SCREW CORTEX PELVIC 3.5MM X 55/60/80MM # SYNTHES,1785.6,61689
CSS,MS-S-004116,SCREW CORTEX 3.5MM S/S SELF TAPPING ALL LENGTH # SYNTHES,1122.98,56642
CSS,MS-S-004117,SCREW MATRIXMIDFACE ER 1.5/1.8 ALL LENGTH # SYNTHES,1534.5,61837
CSS,MS-S-004118,SCREW MATNEU 1.5MM SELF DRILL ALL LENGTH # SYNTHES,1283.4,61837
CSS,MS-S-004138,SCREW LOCKING MINI 2.0 SELF TAPPING ALL LENGTH # SYNTHES,2328.95,56642
CSS,MS-S-004139,SCREW MATRIX MIDFACE 1.5MM SELF TAPPING ALL LENGTH SYNTHES,1283.4,61837
CSS,MS-S-004140,SCREW IMF DIA 2.0MM ALL LENGTH SYNTHES,1171.8,61837
CSS,MS-S-004148,SHELL BIPOLAR MULTIPOLAR 50MM ZIMMER #5001¿50,7274.93,34162
CSS,MS-S-004149,STEM CEMENTED TAPER SIZE 6 ZIMMER #01.06010.206,14082.53,64708
CSS,MS-S-004158,SCREW CANNULATED 4.5x48MM SELF TAPPING S/STEEL SHORT THREAD PROSIM,1227.6,56642
CSS,MS-S-004179,SCREW FIXED VARIABLE 4.0x15MM SOFAMOR #876.815,1210.86,46651
CSS,MS-S-004181,SET SCHULLER PCN 10 FRCOLOPLAST # RJB210,2083.2,10735
CSS,MS-S-004182,SET SUPRAPUPIC SLICONE 15FRCOLOPLAST # AJ8915,1461.96,32021
CSS,MS-S-004183,SET SUPRAPUPIC URISTIL SPARE 15FRCOLOPLAST # AJ9A15,1204.35,32021
CSS,MS-S-004184,SHEATH ACCESS RE-TRACE 12-14FR X 35CMCOLOPLAST # ACXL12,3360.79,64235
CSS,MS-S-004185,STENT URETERAL JJ BIOSOFT 6 FR X 22 CM COLOPLAST # BCAA67,1214,47035
CSS,MS-S-004186,STENT URETERAL JJ BIOSOFT 6 FR X 24 CM COLOPLAST # BCAA63,1012,47035
CSS,MS-S-004187,STENT URETERAL JJ BIOSOFT 6 FR X 26 CM COLOPLAST # BCAA64,1214,47035
CSS,MS-S-004188,STENT URETERAL JJ BIOSOFT 7 FR X 22 CM COLOPLAST # BCAA77,1618.2,47035
CSS,MS-S-004189,STENT URETERAL JJ SILICONE 8/12 FR X 26 CMCOLOPLAST # AJ4Y84,2066.93,47035
CSS,MS-S-004190,STENT URETERAL JJ SLILICONE 6 FR X 24 CM COLOPLAST # AJ4263,2001.83,47035
CSS,MS-S-004191,STENT URETERAL JJ VORTEK 6 FR X 24 CM COLOPLAST # ACB163,1618.2,47035
CSS,MS-S-004192,STENT URETERAL JJ VORTEK 6FR X 24 CMCOLOPLAST # ACB763,1618.2,47035
CSS,MS-S-004193,STENT URETERAL JJ VORTEK 6FR X 26 CMCOLOPLAST # ACB764,1618.2,47035
CSS,MS-S-004194,STYLET FREUDENBERG METAL INTRODUCINGCOLOPLAST # AL0000,1806.53,61503
CSS,MS-S-004195,SET CATHETER PCN VORTEK 12 FRCOLOPLAST # RJE112,2172.71,10735
CSS,MS-S-004236,SPATULA FLEX STRAIGHT 73MM ERBE #21191-004 / 20191-337,872.01,39610
CSS,MS-S-004237,SCREW MANDBLE LOCK 2.0MM S/TAPING L5MM SYNTHES #04.503.605.01C,1269.45,61837
CSS,MS-S-004243,STEM FRACTURE CEMENTED 9 X 125  MATHYS # 60.21.0009,7120.31,61271
CSS,MS-S-004244,SCREW LOCKING VA HEAD 2.7MM SELF TAPP ALL LENGTH # SYNTHES,1686.09,56642
CSS,MS-S-004245,SCREW LOCKING VA 3.5 SELF TAPP ALL LENGTHES # SYNTHES,1181.57,56642
CSS,MS-S-004246,SCREW CORTEX LOW PROFLE 3.5 MM ALL LENGTH # SYNTHES,1347.57,46638
CSS,MS-S-004247,STICK FIBER ARTHERX #AR-7209,1227.6,62184
CSS,MS-S-004270,SCREW CANCELLOUS 3.5 MM ALL LENGTH # ZIMMER,1806.53,56642
CSS,MS-S-004271,SCREW CANCELLOUS 3.5 MM X 30 MM  ZIMMER # 47-2484-030-60,2270.36,56642
CSS,MS-S-004272,SCREW CANCELLOUS 3.5 MM X 35 MM  ZIMMER # 47-2484-035-60,1977.41,56642
CSS,MS-S-004273,SCREW CANCELLOUS 3.5 MM X 45 MM  ZIMMER # 47-2484-045-60,2270.36,56642
CSS,MS-S-004274,SCREW CANCELLOUS 3.5 MM X 65 MM  ZIMMER # 47-2484-065-60,2270.36,56642
CSS,MS-S-004275,SCREW CANCELLOUS 3.5 X 55 MM  ZIMMER # 47-2484-055-60,2270.36,56642
CSS,MS-S-004276,SCREW CANCELLOUS 3.5 X 60 MM  ZIMMER # 47-2483-060-60,2270.36,56642
CSS,MS-S-004278,SCREW CORTICAL 3.5 X 37.5 MM  ZIMMER # 47-2848-037-50,2270.36,56642
CSS,MS-S-004279,SCREW CORTICAL 3.5 X 65 MM  ZIMMER # 47-2484-065-50,2270.36,45039
CSS,MS-S-004280,SCREW CORTICAL 3.5 MM ALL LENGTH # ZIMMER,375.95,56642
CSS,MS-S-004281,SCREW CORTICAL 3.5MM X 45 MM  ZIMMER # 47-2484-045-50,2270.36,45039
CSS,MS-S-004282,SCREW CORTICAL 3.5MM X 70 MM  ZIMMER # 47-2884-070-50,2270.36,45039
CSS,MS-S-004286,SCREW CDH LEGACY 6.5x45MM MAS TITANIUM SOFAMAR #75446545,3418,56642
CSS,MS-S-004291,SCREW CORTEX 2.7MM SELF TAP ALL LENGTH # SYNTHES,501.27,56642
CSS,MS-S-004297,SCREW LOCKING VA 2.7 MM SELF TAP S/S ALL LENGTH # SYNTHES,2197.13,56642
CSS,MS-S-004298,SCREW LOCKING VA 3.5 MM SELF TAP S/S ALL LENGTH # SYNTHES,1236.9,56642
CSS,MS-S-004299,SCREW CORTEX 2.7 MM STAR DRIVE S/S ALL LENGTH # SYNTHES,1743.05,56642
CSS,MS-S-004300,SCREW CORTEX 2.7 MM SELF TAP ALL LENGTH # SYNTHES,1171.8,56642
CSS,MS-S-004301,SCREW CORTEX 4.0 MM SELF TAP S/S ALL LENGTH # SYNTHES,1735.38,56642
CSS,MS-S-004309,SOLUTION POVIDINE-IODIEN 7.5% 200ML DEFADINE,208.88,15281
CSS,MS-S-004310,SWAB ALCOHOL 70% W/2% CHLORHEXIDINE 3M #102.080,57,35792
CSS,MS-S-004318,STEM HIP FEMORAL 12.5 MM  IMPLANTCAST # 30396125,12206.25,33175
CSS,MS-S-004319,SCREW POLYAXIAL MINI MESA 3.5MM  SYNTHES # 1101-03512F,5553.84,46651
CSS,MS-S-004320,SCREW VARIABLE 4X14MM SYNTHES # 3901-04014C,1562.4,47875
CSS,MS-S-004321,SCREW PELVIC 3.5 X 50 MM  SYNTHES # 204.650,1272.24,56642
CSS,MS-S-004322,SCREW PELVIC 3.5 X 60 MM  SYNTHES # 204.660,1386.63,56642
CSS,MS-S-004323,SCREW PELVIC 3.5 X 55 MM  SYNTHES # 204.655,1386.63,56642
CSS,MS-S-004324,SCREW MATRIX MANDIBLE 2.0 MM ALL LENGTH # SYNTHES,1171.8,61837
CSS,MS-S-004325,SUTURE PROLEN 8/0 11 MM  ETHICON # EP8732H,535.45,13909
CSS,MS-S-004326,SUTURE STRATAFIX 3/0 PDS # SXPPA100,1125.32,44829
CSS,MS-S-004327,SUTURE STRATAFIX SIZE 1 X 45 CM PDS # SXPPA404,1127.86,44829
CSS,MS-S-004333,SCREW CANCELLOUS CANNULATED 4.5x45MM PARTIALLY THREADED S/STEEL IRINE #S56034545,1227.6,56642
CSS,MS-S-004339,SCREW CERVICAL MULTI AXIAL 3.5MMX18MMVERTEX SOFAMOR DANEK #6958718,4505.73,46651
CSS,MS-S-004347,SUTURE STRATAFIX KNOTLESS TISSUE CONTROL ETHICON #SXPP1A405,1121.89,45062
CSS,MS-S-004354,SCREW CORTEX STARDRIVE 2.4 MM ALL LENGTH # SYNTHES,976.5,56642
CSS,MS-S-004356,SHUNT VP MEDIUM -HIGH PRESSURE 100 MM  CODMAN # 823819,7982.89,45694
CSS,MS-S-004357,SCREW LOCKING STARDRIVE 5.0 MM ALL LENGTH # SYNTHES,1684.46,56642
CSS,MS-S-004373,SCREW DHS 12.5 X 85MM S/S  SYNTHES # 280.850,1640.52,34003
CSS,MS-S-004374,SCREW CORTEX 1.3 MM X ALL LENGTH # SYNTHES,1534.5,56642
CSS,MS-S-004375,SCREW CORTIX 1.5MM SELF TAP ALL LENGTH # SYNTHES,1227.6,47875
CSS,MS-S-004376,SPLINT LEG THOMAS FULL RING SIZEZ LARGE,1302,58756
CSS,MS-S-004377,SNARE KIT RETRIEVAL F/ VASCULAR VENA CAVA FILTER SIZE 6-1MMX120CM 6FRX100CM ARGON #171-382006010,10985.63,17927
CSS,MS-S-004404,SCREW LOCKING CANNULATED 7.3MMX100 # 02.207.100 / SYNTHES # 56-T-S-02.207.050,3255,56642
CSS,MS-S-004405,SUTURE HI-FI POLYETHYLINE SIZE 5 CONMED # H5200,1041.6,13907
CSS,MS-S-004406,SUTURE HI-FI POLYETHYLINE SIZE 2 CONMED # H5000,1041.6,13907
CSS,MS-S-004407,SCREW MULTI AXIAL 8.5 X 90MM SOFAMOR #70468590,6915.25,46651
CSS,MS-S-004408,SCREW CORTEX PELVIC 3.5 X 70MM SYNTHES #204.670,1540.08,61689
CSS,MS-S-004409,SCREW CORTEX 3.5 X 38MM SYNTHES #204.838,1025.33,56642
CSS,MS-S-004410,SPLINT COCK UP FOR HAND,1283.4,16210
CSS,MS-S-004411,SPLINT KAFO FOR LEG,1395,58756
CSS,MS-S-004414,SCREW LOCKING CANNULATED 7.3MM LEN. 75MM ST. ST. SYNTHES #02.207.075,3816.49,56642
CSS,MS-S-004417,SCREW CORTEX 3.5x28MM SELF TAPPING SYNTHES #204.828,769.01,56642
CSS,MS-S-004435,SCREW CORTEX 4.5MM SELF TAPP ALL LENGTH SYNTHES #1-10,1171.8,45039
CSS,MS-S-004436,SCREW CORTEX 3.5x30MM SELF TAPPING SYNTHES #204.830,769.01,56642
CSS,MS-S-004437,SCREW CORTEX 3.5x32MM SELF TAPPING SYNTHES #204.832,1025.33,56642
CSS,MS-S-004438,SCREW CORTEX 3.5x40MM SELF TAPPING SYNTHES #204.840,1227.6,56642
CSS,MS-S-004442,SCREW DRIVE SHAFT 1.5 X 66MM W/HOLD SYNTHES #03.114.009,27376.18,47633
CSS,MS-S-004447,SCREW LOCKING STARDRIVER 5.0x64MM MEDULLAR #04.005.554,1259.69,56642
CSS,MS-S-004450,SCREW ROUND DELTA TAPERED INTERFERENCE 10x28MM ARTHREX # AR-5028P-10,1342.92,56642
CSS,MS-S-004451,SCREW ROUND DELTA TAPERED INTERFERENCE 9x28MM ARTHREX #AR-5028P-9,2611.44,56642
CSS,MS-S-004455,SCREW INTERFERANCE BIOCOMPOSITE 7x23MM ARTHREX #AR-1370C,2947.81,58776
CSS,MS-S-004456,SCREW INTERFERANCE BIOCOMPOSITE 9X23MM ARTHREX #AR-1390C,1871.63,58776
CSS,MS-S-004458,SCREW INTERFERANCE BIOCOMPOSITE 8X28MM FULL THREAD #AR-1380TC,3175.66,56642
CSS,MS-S-004459,SCREW INTERFERANCE BIOCOMPOSITE 9X28MM FULL THREAD #AR-1390TC,3075.98,56642
CSS,MS-S-004460,SCREW INTERFERENCE BIO-COMPOSITE 10x28MM FULL THREAD ARTHREX #AR-1400TC,3360.79,56642
CSS,MS-S-004490,STENT COBRA ALL SIZE CELONOVA #1700125012,7120.31,53616
CSS,MS-S-004496,SCREW CDH LEGACY 5.5x35MM MAS #75445535,3987.38,56642
CSS,MS-S-004497,SCREW CDH LEGACY 5.5x40MM MAS SOFAMOR #75445540,3987.38,56642
CSS,MS-S-004501,SCREW DHS 12.5 X 80MM SYNTHES #280.800,1796.76,34003
CSS,MS-S-004502,SCREW LOCKING VA 2.4 MM ALL LENGTH SYNTHES # 02.210.000,1227.6,56642
CSS,MS-S-004503,SCREW LOCKING STARDRIVE 2.4MM ALL LENGTH SYNTHES #212.000,1171.8,56642
CSS,MS-S-004505,SCOTT RETRACTOR SYSTEM FRAME MALE UROLOGY  COLOPLAST # QB3322,6038.03,58096
CSS,MS-S-004506,SCREW CANCELLOUS FULL THREAD 6.5 X 50MM  SYNTHES # 216.060,1337.81,56642
CSS,MS-S-004507,SCREW LOCKING STARDRIVER 5.0x58MM MEDULLAR #04.005.548,1679.58,56642
CSS,MS-S-004515,SCREW CORTICAL 3.5MM X ALL LENGTH S/S JINDAL #123-1,1367.1,45039
CSS,MS-S-004516,SCREW CORTICAL 4.5MM X ALL LENGTH S/S JINDAL #123¿2,102.53,32859
CSS,MS-S-004517,SCREW CANCELLOUS 4.0MM X ALL LENGTH SHORT THREAD S/S JINDAL #123¿3,375.95,56642
CSS,MS-S-004518,SCREW CANCELLOUS 4.0MM X ALL LENGTH FULL THREAD S/S JINDAL #123¿4,644.49,56642
CSS,MS-S-004519,SCREW CANCELLOUS LARGE 7.0MM X ALL LENGTH TITANIUM JINDAL #123¿5,1774.44,56642
CSS,MS-S-004520,SCREW RACK SMALL 3.5¿4.0MM JINDAL #123¿6,4984.22,32859
CSS,MS-S-004522,SCREW CANNULATED RACK LARGE 7.0MM JINDAL #123¿8,5553.84,56642
CSS,MS-S-004530,STOPCOCK MANIFOLD 3 WAY BALTON # RAM3,375.95,35375
CSS,MS-S-004531,SCREW DHS SIZE 95MM SYNTHES # 280.950,1640.52,34003
CSS,MS-S-004532,SCREW CORTEX 3.5x12MM SELF TAPPING SYNTHES #204.812,820.26,56642
CSS,MS-S-004533,SCREW F/BONE LOCKING 3.5x12MM SELF TAPPING SYNTHES #213.012,1288.98,56642
CSS,MS-S-004538,SCREW LOCKING STARDRIVER 5.0X60MM MEDULLAR #04.005.550,1259.69,56642
CSS,MS-S-004539,SCREW LOCKING VA STARDRIVE 2.4x16MM SELF TAPPING SYNTHES #02.210.116,1519.16,56642
CSS,MS-S-004540,SCREW LOCKING VA STARDRIVE 2.4MML24MMSELF TAPPING #02.210.124,1281.63,56642
CSS,MS-S-004546,SCREW RECON HIP STARDRIVE 6.5 X 85MM SYNTHES # 04.003.027,3144.33,61837
CSS,MS-S-004547,SCREW LOCKING 1.5MM SELF TAPP ALL LENGTH SYNTHES # 02.214.000,1227.6,56642
CSS,MS-S-004550,SCREW CANCELLOUS BONE TITANIUM 5.0MM ALL LENGTH SYNTHES # 04.015.000,1835.82,56642
CSS,MS-S-004553,SCREW LOCKING VA STARDRIVE 2.4x22MM SELF TAPPING SYNTHES #02.210.122,1519.16,56642
CSS,MS-S-004554,SCREW LOCKING VA STARDRIVE 2.4x26MM SELF TAPPING SYNTHES #02.210.126,1519.16,56642
CSS,MS-S-004555,SCREW CORTEX STARDRIVE 2.4x18MM SELF TAPPING SYNTHES #201.768,1517.76,56642
CSS,MS-S-004558,SCREW CORTEX 3.5x48MM SELF TAPPING SYNTHES #204.848,1171.8,56642
CSS,MS-S-004559,SCREW CORTEX 3.5x50MM SELF TAPPING SYNTHES #204.850,1025.33,56642
CSS,MS-S-004561,SCREW LOCKING VA STARDRIVE 2.4x14MM SELF TAPPING SYNTHES #02.210.114,1281.63,56642
CSS,MS-S-004562,SCREW LOCKING VA STARDRIVE 2.4x18MM SELF TAPPING SYNTHES #02.210.118,1772.35,56642
CSS,MS-S-004563,SCREW LOCKING VA STARDRIVE 2.4x28MM SELF TAPPING SYNTHES #02.210.128,1395,56642
CSS,MS-S-004564,SCREW LOCKING VA STARDRIVE 2.4x30MM SELF TAPPING SYNTHES #02.210.130,1464.75,56642
CSS,MS-S-004566,SCREW VA LOCKING 5.0MM ALL LENGTH SYNTHES # 02.231.000,1255.5,47875
CSS,MS-S-004574,STENT COMPLETE SE VASCULAR 5 X 40 X 130CM MEDTRONIC #SC540LG,10985.63,45851
CSS,MS-S-004576,SCREW CANCELLOUS 6.5 X 25MM J&J #121725500,1674,56642
CSS,MS-S-004577,SYRINGE W/MANOMETER HIGH PRESSURE BALTON # SW30,1367.1,59040
CSS,MS-S-004588,SCREW REDUCTION 6.25x40MM SPINECRAFT #PR6-6240-F,5639.29,56642
CSS,MS-S-004589,SCREW POLY TI 6.25*40 SPINE CRAFT #PF6-6240,4272.19,46651
CSS,MS-S-004595,SHELL ACETABULAR SYSTEM W/HOLE 54MM ZIMMER #6200-54-20,12206.25,43167
CSS,MS-S-004596,SCREW BONE SELF TAPP 6.5 X 20MM ZIMMER #6250-65-20,1674,56642
CSS,MS-S-004597,SCREW BONE SELF TAPP 6.5 X 25MM ZIMMER #6250-65-25,1674,56642
CSS,MS-S-004598,STEM CEMENTED TAPER 12 / 14 SIZE 5 ZIMMER # 01.06010.205,14647.5,64708
CSS,MS-S-004610,SUTURE ANCHOR CORK SCREW 5.5X14.7MMARTHREX # AR-1927BCF,4272.19,45062
CSS,MS-S-004617,SCREW CLOSED MAS 7.5X60 TI SOFAMOR #70467560,6607.65,46651
CSS,MS-S-004618,SCREW HEX BREAK OFF TI .25 32 SOFAMOR #7049855,1933.47,46651
CSS,MS-S-004622,SUREFUSE PUTTY 3CC HANS #SP3,6408.28,34200
CSS,MS-S-004623,SURECHIPS CANCELLOUS 15CC HANS #BC15,4984.22,17751
CSS,MS-S-004627,SCREW ILIAC 8.5 X 80MM MEDTRONIC #70468580,6915.25,46651
