Category,code,Service Description,Price as of 01/08/2024,Price as of 01/08/2025 and onward,LOS,Service type,LOS.1,Gross/Net,Discount % Yes/No,MCA Category Code,Service Category Description,Nphies Code,Nphies Description
,P15DUODE12+,DUODERM CGF 20X20CM .,51.8175,54.285000000000004,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P15FREES1+,FREESTYLE (GLUCO METER) .,219.3975,229.845,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P15FREES2+,FREESTYLE SUGAR TEST STRIPS X 50 .,141.75,148.5,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P15FREES5,FREE STYLE LIBRE 2 GLUCOSE MONITORING SYSTEM SENSOR X 1,262.5,275,,,,Gross,yes,67.0,Portal Medical Supplies,61915,Implantable glucose monitoring system
,P15FREES6,FREE STYLE LIBRE 2 GLUCOSE MONITORING SYSTEM READER X 1,262.5,275,,,,Gross,yes,67.0,Portal Medical Supplies,61930,Implantable glucose monitoring system sensor
,P15GOLDT1+,GOLD T375 NORMAL IUD X 1 .,341.25,357.50000000000006,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P15HYGRO1+,BLOOD PRESSURE PIC CLEAR RAPID DEVICE .,383.25,401.50000000000006,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P15IMPLA1+,IMPLANON NXT 68MG IMPLANT X 1 (ETONOGESTREL) .,467.09250000000003,489.33500000000004,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P15INSUP1+,INSUPEN NEEDLE 33 G X 4MM X 100 .,120.75,126.50000000000001,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P15KALTO2+,KALTOSTAT DRESSING (15X25) X 10 .,551.25,577.5,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P15KALTO4+,KALTOSTAT DRESSING (10X20) X 10 .,330.75,346.5,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P15MIREN+,MIRENA 52MG INTRA-UTERINE DEVICE (LEVONORGESTREL) .,398.58000000000004,417.56000000000006,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P15MISSB1+,MISS BIBI NEBULZER (PIC SOLUTION) MACHINE X 1 .,567,594,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P15MULTI-+,MULTILOAD CU 250 IUD,96.60000000000001,101.2,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P15MULTI1+,MULTILOAD 375 IUD,122.85000000000001,128.70000000000002,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P15NEBUL4+,NEBULIZER PIC AIR CUBE SET .,231.525,242.55,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P15NEBUL5+,NEBULIZER PORTABLE MESH SET .,363.825,381.15000000000003,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P15NOVAP1+,NOVA PLUS T380 CU IUD X 1 .,147,154,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P15NOVAT2+,NOVA-T INTRA-UTERINE DEVICE .,147,154,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P15NUVAR1+,NUVARING CONTRACEPTIVE VAGINAL RING .,46.62,48.84,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P15ONE-T1+,ONE TOUCH GLUCOMETER DEVICE .,262.5,275,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P15ONE-T2+,ONE TOUCH II GLUCO STRIPS X 50 .,94.5,99.00000000000001,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P15ONETO1+,ONE TOUCH SELECT PLUS SUGAR TEST STRIP X 50 .,110.25,115.50000000000001,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P15ONETO2+,ONE TOUCH ULTRA SUGAR TEST STRIPS X 50 .,154.35,161.70000000000002,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P15ONETV1+,ONE TOUCH VERIO SUGAR TEST STRIPS X 50 .,144.9,151.8,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P15OPTIM1+,OPTIMUM SUGAR TEST STRIPS X 50 .,67.84617,71.07694,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P15THERMO1+,THERMOMETER PIC VEDO CLEAR .,35.7,37.400000000000006,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P15TOPFI1+,TOPFINE INSULIN PEN NEEDLES X 100 .,72.69234,76.15388000000002,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16ABDOM3+,ABDOMINAL BINDER ALL SIZE .,103.95,108.9,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16ACCUC2+,ACCU-CHEK GO SUGAR TEST STRIPS X 50 .,77.175,80.85000000000001,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16ACCUC3+,ACCU-CHEK PERFORMA GLUCOMETER .,208.95000000000002,218.9,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16ACCUF1+,ACCU-FINE PEN NEEDLE 31GX4MM X 100 .,93.45,97.9,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16ADJUS2+,ADJUSTABLE KNEE SPORT MOISTURE CONTROL .,72.69234,76.15388000000002,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16ANKLE9+,FUTURO ANKLE SUPPORT L-SIZE .,89.25,93.50000000000001,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16ANKLEB+,FUTURO STIRRUP ANKLE BRACE ADJUSTABLE .,66.230745,69.38459,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16ANKLED+,FUTURO SPORT DELUXE ANKLE STABILIZER .,105,110.00000000000001,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16ARMSL2+,OPPO ARM IMMOBILIZER-4080-ALL SIZE .,126,132,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16ARMSL4+,OPPO ARM SLING-3087-ALL SIZE .,50.400000000000006,52.800000000000004,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16ARMSL6+,ARM SLING PEDIA ALL SIZE .,48.46149,50.76918,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16ARMSL8+,OPPO ARM SLING-3187-ALL SIZE .,54.6,57.2,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16AXILL1+,AXILLARY CRUTCH BASIC X 2 .,98.7,103.4,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16BANDA1+,BAND AID PATCH 3.8X3.8CM J&J #4608,10.5,11,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16BDMIC1+,BD MICRO-FINE PLUS PEN NEEDLES X 100 .,88.2,92.4,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16CASTB1+,CAST BOOT -ALL SIZE .,132.3,138.60000000000002,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16CERVH1+,OPPO PLASTIC CERVICAL COLLAR ALL SIZE .,63,66,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16CERVH3+,OPPO CERVICAL COLLAR-4190-ALL SIZE .,82.6875,86.625,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16CERVI7+,FUTURO SOFT CERVICAL COLLAR 2726 .,105,110.00000000000001,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16CICAC1+,CICA-CARE GEL SHEET 12X15CM X 1 .,341.77500000000003,358.05,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16CLAVI4+,CLAVICLE BRACE X 1 .,53.30766,55.84612,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16CLICK1+,CLICKFINE PEN NEEDLE 32GX4MM X 100 (YBSOMED) .,119.7,125.4,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16COLLA1+,COLLATAMP EG 10 X 10CM IMPLANT SHEET X 1 .,1066.15383,1116.92306,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16COLOS1+,COLOSTOMY BAG BASE ALL SIZE .,29.076915,30.461530000000003,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16COLOS2+,COLOSTOMY BAG ALL SIZE .,19.384575,20.307650000000002,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16COMPR1+,OPPO MID THIGH COMPRESSION STOCKING-2840-ALL SIZE .,142.8,149.60000000000002,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16CONTO1+,CONTOUR-TS GLUCOMETER DEVICE .,208.95000000000002,218.9,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16CONTU2+,ASCENSIA CONTOUR GLUCOMETER .,151.20000000000002,158.4,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16COTON1+,COTTON COMPRESSION SIGVARIS-BELOW KNEE .,110.25,115.50000000000001,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16COTON2+,COTTON COMPRESSION SIGVARIS-ABOVE KNEE .,242.55,254.10000000000002,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16COTON3+,COTTON COMPRESSION SIGVARIS-PANTY .,403.20000000000005,422.40000000000003,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16COTON4+,COTTON COMPRESSION SIGVARIS-DIABETIC .,275.625,288.75,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16DELUX2+,FUTURO DELUXE WRIST STABILIZER ALL SIZE .,147,154,,consumble ,,Gross,yes,67.0,Portal Medical Supplies,,
,P16DORSO1+,DORSO LUMBOSACRAL SUPPORT .,525,550,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16ELBOW4+,SHOULDER ABDUCTION BRACE-BASIC .,493.5,517,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16ELBOW6+,ELBOW BRACE-ROM-ALL SIZE .,441,462.00000000000006,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16ELBOW9+,ELBOW ALUMINUM CRUTCH (ADULT) .,52.5,55.00000000000001,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16ENERG1+,FUTURO ENERGIZING WRIST BRACE -ALL SIZE .,157.5,165,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16FACEM2+,FACE MASK FINE REUSABLE PROTECTIVE MASK .,76.730745,80.38459,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16FINGE1+,FINGER COT SPLINT X 1 .,23.423085,24.538470000000004,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16FIRMK1+,FUTURO ANTI-EMBOLISM ABOVE KNEE STOCKING.,121.15383000000001,126.92306000000002,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16FIRMK2+,FIRM KNEE HIGHS OPEN TOE -XL -SIZE .,101.76925500000002,106.61541000000001,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16FIRMK3+,FUTURO ANTI-EMBOLISM BELOW KNEE STOCKING.,147,154,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16FUTF14+,FUTURO SPORT ADJ NEOPRENE ANKLE SUPPORT .,47.25,49.50000000000001,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16FUTU21+,FUTURO STABILIZING BACK SUPPORT-ALL SIZE .,174.46149,182.76918,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16FUTU22+,FUTURO DRESS SOCKS FOR MEN-ALL SIZE .,79.15383000000001,82.92306,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16FUTU36+,FUTURO ELASTIC STOCKING ALL SIZE .,136.5,143,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16FUTU37+,FUTURO SPLINT WRIST BRACE LT-S-SIZE .,53.30766,55.84612,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16FUTU38+,FUTURO SPLINT WRIST BRACE RT-S-SIZE .,53.30766,55.84612,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16FUTU39+,FUTURO SPLINT WRIST BRACE LT-M-SIZE .,120.75,126.50000000000001,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16FUTU40+,FUTURO SPLINT WRIST BRACE RT-M-SIZE .,53.30766,55.84612,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16FUTU42+,FUTURO SPLINT WRIST BRACE RT-L -SIZE .,53.30766,55.84612,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16FUTU58+,FUTURO PRECISION KNEE SUPPORT .,105,110.00000000000001,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16FUTU61+,FUTURO ELBOW SUPPORT-ALL SIZE .,47.25,49.50000000000001,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16FUTU63+,FUTURO THAMB STABILIZING BLACK SUPPORT.,86.423085,90.53847,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16FUTU64+,FUTURO ELBOW SUPPORT M-SIZE .,126,132,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16FUTUA1+,FUTURO ABDOMINAL SUPPORT -ALL SIZE .,76.730745,80.38459,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16FUTUD1+,FUTURO DIABETIC SOCKS.,79.15383000000001,82.92306,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16FUTUI1+,FUTURO KNIT KNEE STABILIZER-ALL SIZE .,128.42308500000001,134.53847000000002,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16FUTUI2+,FUTURO ANKLE SUPPORT-ALL SIZE .,66.230745,69.38459,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16FUTUI3+,FUTURO INFINITY PRECISION KNEE SUPPORT-ALL SIZE .,105,110.00000000000001,,,,Gross,yes,67.0,Portal Medical Supplies,,
NEU,7013083,REVISION SPINAL FIXATION + ADJUSTMENT OF SPINAL IMPLANT (CER/TH/LUM)-MORE THAN THREE LEVEL,63000,66000,5,Package,5,Gross,yes,88.0,Portal Package Deals,50616-00-00,Revision of spinal procedure with adjustment of spinal fixation
,P16FUTUR10+,FUTURO ADULT POUCH ARM SLING-ALL SIZE .,43.050000000000004,45.1,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16FUTUT1+,FUTURO THUMB STABILIZER-ALL SIZE .,86.423085,90.53847,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16FUTUU1+,FUTURO ULTRA SHEER KNEE HIGHS FOR WOMEN .,47.25,49.50000000000001,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16GENOT1+,GENOTROPIN 5.3MG/1ML GO QUICK PENFILL 1ML (SOMATROPIN) .,425.25,445.50000000000006,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16HEELC1+,HEEL CUP SILICON .,126,132,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16HIPAB1+,HIP ABDUCTION ORTHOSIS .,1543.5,1617.0000000000002,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16KNEE12+,FUTURO KNEE SPORT OPEN PATELLA-ALL SIZE .,128.42308500000001,134.53847000000002,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16KNEEB7+,FUTURO KNEE BRACE -ALL SIZE .,58.15383,60.92306000000001,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16NOVOP6+,NOVOPEN FINE NEEDLE 31G X 4MM X 100 .,78.75,82.5,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16NOVOP9+,CLICKFINE NEEDLE 32G X 4MM X 100 .,94.5,99.00000000000001,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16ONETO1+,ONE TOUCH DELICA LANCETS X 100 .,71.4,74.80000000000001,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16OPPO12+,OPPO SACRO LUMB SUPPORT -2264-ALL SIZE .,166.95000000000002,174.9,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16OPPOA3+,OPPO ABDOMINAL SUPPORT L -SIZE .,63,66,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16OPPOA7+,OPPO ANKEL SUPPORT -ALL SIZE .,68.25,71.5,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16OPPOK2+,OPPO KNEE IMMOBILIZER-4030-ALL SIZE .,157.5,165,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16OPPOK8+,OPPO KNEE SUPPORT -ALL SIZE .,50.400000000000006,52.800000000000004,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16OPPOM1+,OPPO MULTI ORTHOSIS KNEE BRACE-1036-ALL SIZE .,390.6,409.20000000000005,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16OPPOR1+,OPPO RIGID ADJUSTABLE COLLAR-4090-ALL SIZE .,60.900000000000006,63.800000000000004,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16OPPOR5+,OPPO RIB BELT WOMEN-4074-FREE SIZE .,56.7,59.400000000000006,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16OPPOW1+,OPPO WRIST/THUMB SPLINT-3182-ALL SIZE .,91.35000000000001,95.7,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16OPPOW3+,OPPO WRIST SPLINT-1082-2082-ALL SIZE .,71.4,74.80000000000001,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16ORTHO1+,CASH ORTHOSIS .,1323,1386,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16PALMG4+,PALM GUARD-ALLSIZE (MADIKA) .,12.923085,13.538470000000002,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16PHILA1+,PHILADELPHIA CERVICAL COLLAR -ALL SIZE (FITTRITE) .,110.25,115.50000000000001,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16PHILA2+,OPPO PHILADELPHIA CEVICAL COLLAR-4096-ALL SIZE .,110.25,115.50000000000001,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16PHLAD1+,PHLADILPHIA NECK COLLAR .,100.80000000000001,105.60000000000001,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16PLASB1+,PLASTIC BOTTLE 50ML .,3.1500000000000004,3.3000000000000003,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16PLASB2+,PLASTIC BOTTLE 100ML .,6.300000000000001,6.6000000000000005,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16PLASB3+,PLASTIC BOTTLE 150ML .,4.2,4.4,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16PLASB5+,PLASTIC BOTTLE W/DROPPER 15ML .,2.1,2.2,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16PLASB8+,PLASTIC BAG SMALL SIZE,1.05,1.1,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16PLASJ2+,PLASTIC JAR 100GM .,2.1,2.2,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16PLASJ3+,PLASTIC JAR 50GM .,2.1,2.2,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16PLASJ6+,PLASTIC JAR 120GM .,2.1,2.2,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16PLAST1+,TIGER POROUS PLASTER,5.25,5.5,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16PLAST2+,PLASTIC BAG MEDIUM SIZE,1.05,1.1,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16PLAST4+,HANSA PLAST,10.5,11,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16PLAST9+,PLASTIC BAG LARGE SIZE,1.05,1.1,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16POUCH1+,POUCH ARM SLING (FIRST) .,24.230745,25.38459,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16PROTE1+,PROTECTOR COLLAR -ALL SIZE (FIRST) .,38.769255,40.615410000000004,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16RIBBE1+,RIB BELT-MALE ALL SIZE .,145.384575,152.30765000000002,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16RIBBE2+,RIB BELT-MALE (FIRST) ALL SIZE .,53.30766,55.84612,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16RIBBE3+,RIB BELT -FEMALE (FIRST) ALL SIZE .,63,66,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16RIGID1+,RIGID CERVICAL COLLAR SUPPORT (FITRITE) .,53.30766,55.84612,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16RINGC1+,RING CUSHION .,75.115425,78.69235,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16SACRA1+,SACRAL LUMBER SUPPORT-ALL SIZE (FIRST) .,145.384575,152.30765000000002,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16SACRA2+,SACRAL LUMBAR SUPPORT (BACK SUPPORT) FIRST .,145.384575,152.30765000000002,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16SACRO9+,SACRO-LUMBER SUPPORT ALL SIZE (MADIKA) .,148.8375,155.925,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16SALON2+,SALONPAS HOT PLASTER SHEET .,6.300000000000001,6.6000000000000005,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16SCROT1+,SCROTAL SUPPORT-ALL SIZE (FITRITE) .,96.923085,101.53847,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16SCROT2+,SCROTAL SUPPORT-ALL SIZE (FIRST) .,27.46149,28.769180000000002,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16SHOUL2+,SHOULDER IMMOPLIZER SINGLE X 1 .,157.5,165,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16SILIC1+,SILICON METATARSAL PAD .,116.30766,121.84612000000001,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16SOFTC3+,SOFT CERVICAL COLLAR -ALL SIZE (FITRITE) .,48.46149,50.76918,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16SPIRA2+,FUTURO SPIRAL LIFT KNEE BRACE -ALL SIZE .,45.15,47.300000000000004,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16SPLIN4+,KNEE MOTION CONTROL SPLINT .,743.4,778.8000000000001,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16STABI3+,FUTURO STABILIZING KNEE SUPPORT-ALL SIZE .,220.5,231.00000000000003,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16STOCK3+,FUTURO THERAPUTIC ELASTIC STOCKING UNDER-KNEE ALL SIZE .,136.5,143,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16STOCK7+,ELASTIC STOCKING ABOVE KNEE (MAKIDA) .,59.535000000000004,62.37000000000001,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16STOCK8+,FUTURO THERAPUTIC ELASTIC STOCKING OVER-KNEE ALL SIZE .,193.84617,203.07694,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16STRAP1+,STRAP ARM SLING (FIRST) .,24.230745,25.38459,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16SUSPE1+,SUSPENSORY (L) FUTURO (TESTICULAR) #008705,18.900000000000002,19.8,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16SUSPE2+,SUSPENSORY (S) FUTURO (TESTICULAR) #008702,23.1,24.200000000000003,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16SUSPE4+,SUSPENSORY XL FUTURO (TESTICULAR) #008076,47.25,49.50000000000001,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16SUSPE5+,SUSPENSORY TESTICULAR SUPPORT -ALL SIZE .,72.69234,76.15388000000002,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16SYRIN2+,SYRINGE INSULIN 1ML .,2.1,2.2,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16SYRIN4+,SYRINGE INSULIN 0.5ML MF PLUS W/NEEDLE 29GX.05/ (500),1.05,1.1,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16TEART1+,TEAR TEST STRIPS PACK/50,220.5,231.00000000000003,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16THIGH1+,THIGH HIGHS -L-SIZE .,29.076915,30.461530000000003,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16THIGH2+,THIGH HIGHS -XL-SIZE .,96.923085,101.53847,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16THIGH3+,THIGH HIGHS M-SIZE .,96.923085,101.53847,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16THORA1+,THORACIC LUMBER CORSE .,441,462.00000000000006,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16THORA2+,THORACIC LUMBOSACRAL BRACE PLASTIC .,2205,2310,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16TIGER1+,TIGER PLASTER X 50 .,4.2,4.4,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16TRAST1+,TRAST PATCHES X 3 (PIROXICAM) .,67.2,70.4,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16UMBIL6+,UMBILICAL HERNIA BELT (MADIKA) .,19.384575,20.307650000000002,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16UMBIL7+,UMBILICAL BELT INFANT -ALL SIZE (FIRST) .,14.53851,15.230820000000001,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16WALKS1+,WOODEN WALKING STICK TAIWAN .,58.15383,60.92306000000001,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16WRIS11+,WRIST & THUMB SPLINT LIFT/MEDIUM .,189,198.00000000000003,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16WRIS12+,WRIST &THUMB SPLINT RIGHT M-SIZE .,48.46149,50.76918,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16WRIS13+,WRIST & THUMB SPLINT LEFT L-SIZE .,58.15383,60.92306000000001,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16WRIS14+,WRIST & THUMB SPLINT RIGHT L-SIZE .,33.923085,35.53847,,,,Gross,yes,67.0,Portal Medical Supplies,,
NEU,7013082,REVISION SPINAL FIXATION + ADJUSTMENT OF SPINAL IMPLANT (CER/TH/LUM)-THREE LEVEL,52500,55000.00000000001,5,Package,5,Gross,yes,88.0,Portal Package Deals,50616-00-00,Revision of spinal procedure with adjustment of spinal fixation
,P16WRIST0+,WRIST SUPPORT (MADIKA) .,145.384575,152.30765000000002,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16WRIST1+,WRIST SPLINT -ALL SIZE (MADIKA) .,87.230745,91.38459,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16WRIST10+,WRIST BRACE-ALL SIZE (FIRST) .,58.15383,60.92306000000001,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16WRIST4+,WRIST SPLINT -ALL SIZE (FITRIT) .,12.115425000000002,12.692350000000001,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P16WRIST7+,WRIST SUPPORT LARGE .,38.769255,40.615410000000004,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P17BUTRA1+,BUTRANS 5MCG/HR TRANSDERMAL PATCHES X 4 (BUPRENORPHINE) .,100.275,105.05000000000001,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P17BUTRA2+,BUTRANS 10MCG/HR TRANSDERMAL PATCHES X 4 (BUPRENORPHINE) .,182.3325,191.01500000000001,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P17BUTRA3+,BUTRANS 20MCG/HR TRANSDERMAL PATCHES X 4 (BUPRENORPHINE) .,317.0475,332.14500000000004,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P17DUROG1+,DUROGESIC 25MCG/HR TRANSDERMAL PATCHES X 5 (FENTANYL) .,116.025,121.55000000000001,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P17DUROG2+,DUROGESIC 50MCG/HR TRANSDERMAL PATCHES X 5 (FENTANYL) .,217.0875,227.425,,,,Gross,yes,67.0,Portal Medical Supplies,,
,P17FENCI1+,FENCINO 25MCG/HR TRANSDERMAL PATCH X 5 (FENTANYL) .,210,220.00000000000003,,,,Gross,yes,67.0,Portal Medical Supplies,,
