Service Code,Service Description,Service Category Description,Nphies Code,Nphies Description,Service Price Up to 2024,Service Price as of 2025,Service Discount,Service Category Code,additional date
P16FUTUI3+,FUTURO INFINITY PRECISION KNEE SUPPORT-ALL SIZE .,Portal Medical Supplies,,,100.0,105.0,20.0,67.0,
P16KNEEB7+,FUTURO KNEE BRACE -ALL SIZE .,Portal Medical Supplies,,,55.3846,58.15383,20.0,67.0,
P16KNEE12+,FUTURO KNEE SPORT OPEN PATELLA-ALL SIZE .,Portal Medical Supplies,,,122.3077,128.42308500000001,20.0,67.0,
P16FUTUI1+,FUTURO KNIT KNEE STABILIZER-ALL SIZE .,Portal Medical Supplies,,,122.3077,128.42308500000001,20.0,67.0,
P16FUTU58+,FUTURO PRECISION KNEE SUPPORT .,Portal Medical Supplies,,,100.0,105.0,20.0,67.0,
P16FUTUR1+,FUTURO REVERSIBLE SPLINT WRIST BRACE BLACK ALL SIZE .,Portal Medical Supplies,,,100.0,105.0,20.0,67.0,
P16CERVI7+,FUTURO SOFT CERVICAL COLLAR 2726 .,Portal Medical Supplies,,,100.0,105.0,20.0,67.0,
P16SPIRA2+,FUTURO SPIRAL LIFT KNEE BRACE -ALL SIZE .,Portal Medical Supplies,,,43.0,45.15,20.0,67.0,
P16FUTU39+,FUTURO SPLINT WRIST BRACE LT-M-SIZE .,Portal Medical Supplies,,,115.0,120.75,20.0,67.0,
P16FUTU37+,FUTURO SPLINT WRIST BRACE LT-S-SIZE .,Portal Medical Supplies,,,50.7692,53.30766,20.0,67.0,
P16FUTU42+,FUTURO SPLINT WRIST BRACE RT-L -SIZE .,Portal Medical Supplies,,,50.7692,53.30766,20.0,67.0,
P16FUTU40+,FUTURO SPLINT WRIST BRACE RT-M-SIZE .,Portal Medical Supplies,,,50.7692,53.30766,20.0,67.0,
P16FUTU38+,FUTURO SPLINT WRIST BRACE RT-S-SIZE .,Portal Medical Supplies,,,50.7692,53.30766,20.0,67.0,
P16FUTF14+,FUTURO SPORT ADJ NEOPRENE ANKLE SUPPORT .,Portal Medical Supplies,,,45.0,47.25,20.0,67.0,
P16ANKLED+,FUTURO SPORT DELUXE ANKLE STABILIZER .,Portal Medical Supplies,,,100.0,105.0,20.0,67.0,
P16FUTU21+,FUTURO STABILIZING BACK SUPPORT-ALL SIZE .,Portal Medical Supplies,,,166.1538,174.46149,20.0,67.0,
P16STABI3+,FUTURO STABILIZING KNEE SUPPORT-ALL SIZE .,Portal Medical Supplies,,,210.0,220.5,20.0,67.0,
P16ANKLEB+,FUTURO STIRRUP ANKLE BRACE ADJUSTABLE .,Portal Medical Supplies,,,63.0769,66.230745,20.0,67.0,
P16FUTU63+,FUTURO THAMB STABILIZING BLACK SUPPORT.,Portal Medical Supplies,,,82.3077,86.423085,20.0,67.0,
P16STOCK8+,FUTURO THERAPUTIC ELASTIC STOCKING OVER-KNEE ALL SIZE .,Portal Medical Supplies,,,184.6154,193.84617,20.0,67.0,
P16STOCK3+,FUTURO THERAPUTIC ELASTIC STOCKING UNDER-KNEE ALL SIZE .,Portal Medical Supplies,,,130.0,136.5,20.0,67.0,
P16FUTUT1+,FUTURO THUMB STABILIZER-ALL SIZE .,Portal Medical Supplies,,,82.3077,86.423085,20.0,67.0,
P16FUTUU1+,FUTURO ULTRA SHEER KNEE HIGHS FOR WOMEN .,Portal Medical Supplies,,,45.0,47.25,20.0,67.0,
7122012,G6PD (QUANTITATIVE),Portal Laboratory,73050-16-00,"G6PD (Quantitative), blood",170.0,178.5,20.0,31.0,
8128079,GA-67 CITRATE WBS INFECTION IMAGING,Portal X-Ray,61429-00-00,Whole body study using gallium,6344.0,6661.200000000001,20.0,98.0,
8128080,GA-76 CITRATE WBS TUMOR IMAGING,Portal X-Ray,61429-00-00,Whole body study using gallium,6663.0,6996.150000000001,20.0,98.0,
7121293,GABAPENTIN,Portal Laboratory,73300-01-30,Drug Quantitative screening (Gabapentin),450.0,472.5,20.0,31.0,
7121294,GALACTOSE 1 PHOSPHATE URIDYLTRASFERASE (QUANTATIVE,Portal Laboratory,73050-14-00,Measurement of (Quantitative) galactose-1-phosphate uridyl transferase,485.0,509.25,20.0,31.0,
7121295,GALACTOSE-I PHOSPHATES,Portal Laboratory,73050-14-00,Measurement of (Quantitative) galactose-1-phosphate uridyl transferase,310.0,325.5,20.0,31.0,
7121296,GALACTOSEMIA SCREENING,Portal Laboratory,73050-12-50,Measurement of (Quantitative) etiocholanolone-androgen series,425.0,446.25,20.0,31.0,
7121297,GALECTIN-3,Portal Laboratory,73050-13-80,Measurement of galactose,800.0,840.0,20.0,31.0,
8128093,GALLIUM-67 OR CEREBRAL SCITIGRAPHY,Portal X-Ray,61402-00-00,Cerebral perfusion study with single photon emission computerised tomography [SPECT],1575.0,1653.75,20.0,98.0,
7121298,GANGLIOSIDE PROFILE,Portal Laboratory,73050-39-70,Chemistry tests unlisted,1680.0,1764.0,20.0,31.0,
6014026,GARAMYCIN BEEDS OR GRAFTING OR CONTINUOUS IRRIGATION,Portal Package Deals,50103-00-01,"Arthrotomy of joint, not elsewhere classified, unilateral",13703.0,14388.150000000001,10.0,88.0,
2015020,GASTRECTOMY / LAPAROSCOPIC / COMPLICATED,Portal Package Deals,30512-01-00,Laparoscopic biliopancreatic diversion [LBPD],39160.0,41118.0,10.0,88.0,
2015021,GASTRECTOMY / SUBTOTAL-PARTIAL  / LAPAROSCOPIC / COMPLICATED,Portal Package Deals,30523-00-00,Subtotal gastrectomy,32400.0,34020.0,10.0,88.0,
9031075,GASTRIC BAND INFLATION / DEFLATION,Portal Package Deals,30511-14-00,Gastric banding,1200.0,1260.0,10.0,88.0,
2016009,GASTRIC BANDING / LAPAROSCOPIC ,Portal Package Deals,30511-13-00,Laparoscopic gastric banding,31500.0,33075.0,10.0,88.0,
2016010,GASTRIC BANDING WITH CHOLECYSTECTOMY / LAPAROSCOPIC ,Portal Package Deals,30445-00-00,Laparoscopic cholecystectomy,36490.0,38314.5,10.0,88.0,
2014010,GASTRIC BY-PASS - LAPARASCOPIIC ,Portal Package Deals,30512-03-00,Laparoscopic gastric bypass,27775.0,29163.75,10.0,88.0,
2016026,GASTRIC BYPASS COMMON LIMB SHORTENING FOLLOWING REGAIN,Portal Package Deals,30512-00-00,Gastric bypass,34200.0,35910.0,10.0,88.0,
2016025,GASTRIC BYPASS POUCH RESIZING FOLLOWING REGAIN,Portal Package Deals,30514-01-00,Revision procedure for obesity,34200.0,35910.0,10.0,88.0,
FMLAB-1223,Gastric cancer by NGS panel genes:  APC CDH1 CTNNA1 EPCAM MAP3K6 MLH1 MSH2 MSH6 PMS2 SMAD4 STK11 TP53,Portal Laboratory,73350-05-50,"Genome  sequence analysis ( eg, unexplained constitutional or heritable disorder or syndrome)",4200.0,4410.0,20.0,31.0,
FMLAB-1218,Gastric cancer hereditary diffuse (CDH1) CDH1 ,Portal Laboratory,73350-05-60,"Genome  sequence analysis- changes in gene chain specific, each comparator genome (eg, unexplained constitutional or heritable disorder or syndrome-parents and siblings)",4200.0,4410.0,20.0,31.0,
FMHC-0055,Gastric Lavage,Portal Hospital Services,83620-00-80,"Bundled Base Payment of home care (Simple)  .Includes all medical services and transportation - Supportive services: includes Physiotherapy, Speech Therapy, Occupational Therapy, Respiratory Therapy . Exclude medication, consumables and equipment which will be paid separately",145.0,152.25,20.0,62.0,
7128158,GASTRIC POLYP,Portal Laboratory,73200-06-60,"Surgical pathology - level iii , gross and microscopic examination abortion, induced abscess aneurysm - arterial/ventricular anus, tag appendix, other than incidental artery, atheromatous plaque bartholin's gland cyst bone fragment(s), inflammatory - nasal/sinusoidal skin - cyst/tag/debridement soft tissue, debridement soft tissue, lipoma spermatocele tendon/tendon sheath testicular appendage thrombus or embolus tonsil and/or adenoids varicocele vas deferens, other than sterilization vein, varicosity",710.0,745.5,20.0,31.0,
7121299,GASTRIN,Portal Laboratory,73050-15-00,Measurement of (Quantitative) gastrin after secretin stimulation,415.0,435.75,20.0,31.0,
1112036,NEURO SURGERY CONSULTATION,Portal Professional Fees,83600-00-10,Office Assessment  for diagnosis  treatment and counselling of a new or established patient by Specialist,150.0,190.0,0.0,11.0,
1112037,NEUROLOGY CONSULTATION,Portal Professional Fees,83600-00-10,Office Assessment  for diagnosis  treatment and counselling of a new or established patient by Specialist,150.0,190.0,0.0,11.0,
8128039,GATED ERNA UNDER STRESS,Portal X-Ray,61316-00-00,Gated cardiac blood pool study with intervention,3575.0,3753.75,20.0,98.0,
8128038,GATED ERNA WITHOUT STRESS,Portal X-Ray,61313-00-00,Gated cardiac blood pool study,2607.0,2737.35,20.0,98.0,
7129057,GCDFP-15,Portal Laboratory,73350-06-00,Unlisted molelcular pathology procedure,575.0,603.75,20.0,31.0,
7123026,GENE XPERT MTB/RIF,Portal Laboratory,,,2500.0,2625.0,20.0,31.0,
6031017,GENERAL ANESTHESIA FOR PEDIATRIC DENTAL TREATMENT  (FINE MAJOR),Portal Package Deals,92514-99-00,"General anaesthesia, ASA 99",3720.0,3906.0,10.0,88.0,
6031016,GENERAL ANESTHESIA FOR PEDIATRIC DENTAL TREATMENT  (MAJOR),Portal Package Deals,92514-99-00,"General anaesthesia, ASA 99",2760.0,2898.0,10.0,88.0,
6031015,GENERAL ANESTHESIA FOR PEDIATRIC DENTAL TREATMENT  (MEDIUM),Portal Package Deals,92514-99-00,"General anaesthesia, ASA 99",1880.0,1974.0,10.0,88.0,
8123071,GENERAL ANESTHESIA FOR RADIOLOGY PROCEDURE,Portal X-Ray,92514-99-00,"General anaesthesia, ASA 99",1500.0,1575.0,20.0,98.0,
3112018,GENERAL PRACTITIONER  BY AMBULANCE W/NURSE (DAMMAM),Portal Hospital Services,83500-00-30,"Emergency Ambulance Service for the removal of a patient from a """"Situation Of Need"""" to a Medical Facility, providing Active Life Support measures along the way",300.0,315.0,20.0,62.0,
1112038,ONCOLOGY CONSULTATION,Portal Professional Fees,83600-00-10,Office Assessment  for diagnosis  treatment and counselling of a new or established patient by Specialist,150.0,190.0,0.0,11.0,
P16GENOT1+,GENOTROPIN 5.3MG/1ML GO QUICK PENFILL 1ML (SOMATROPIN) .,Portal Medical Supplies,,,405.0,425.25,20.0,67.0,
7121300,GENTAMYCIN LEVEL (POST),Portal Laboratory,73300-01-20,Drug Profile screening (GENTAMICIN),400.0,420.0,20.0,31.0,
7121301,GENTAMYCIN LEVEL (PRE),Portal Laboratory,73300-01-20,Drug Profile screening (GENTAMICIN),400.0,420.0,20.0,31.0,
7121658,GESTATIONAL DIABETES CONFIRMATION (OGTT / 100 Grs) FOUR TEST,Portal Laboratory,73050-15-40,Glucose tolerance test,350.0,367.5,20.0,31.0,
7121656,GESTATIONAL DIABETES SCREENING (OGTT / 50 Grs) ONE TEST,Portal Laboratory,73050-15-40,Glucose tolerance test,125.0,131.25,20.0,31.0,
7121657,GESTATIONAL DIABETES SCREENING (OGTT / 75 Grs) TWO TESTS,Portal Laboratory,73050-15-40,Glucose tolerance test,200.0,210.0,20.0,31.0,
7121302,GGT,Portal Laboratory,73050-16-50,Measurement of Gama G.T.,75.0,78.75,20.0,31.0,
7125008,GIARDIA LAMBLIA ANTIGEN IN STOOL,Portal Laboratory,73100-22-10,Detection of antibody; Giardia lamblia,150.0,157.5,20.0,31.0,
6126005,GINGIVAL CURRETTAGE - PER QUADRANT,Portal Dental,97222-00-00,Root planing with subgingival curettage <= 8 teeth,178.5,187.425,20.0,51.0,
6122016,GINGIVECTOMY AND TREATMENT (FEWER THAN 5 TEETH),Portal Dental,97231-00-00,Gingivectomy <= 8 teeth,525.0,551.25,20.0,51.0,
6122017,GINGIVECTOMY OR GINGIOPLASTY - PER QUADRANT,Portal Dental,97231-00-00,Gingivectomy <= 8 teeth,630.0,661.5,20.0,51.0,
6126006,GINGIVITIS TREATMENT (MAXIMUM 2 VISITS),Portal Dental,97115-00-00,Removal of calculus from surfaces of teeth – subsequent appointment,357.0,374.85,20.0,51.0,
6124022,GLASS INOMER RESTORATIONS,Portal Dental,97521-01-00,"Adhesive restoration of anterior tooth, 1 surface, direct",357.0,374.85,20.0,51.0,
8017002,GLAUCOMA EXT.WITH MOLTENO TUBE,Portal Package Deals,90075-00-01,"Other procedures for glaucoma, unilateral",11110.0,11665.5,10.0,88.0,
8017003,GLAUCOMA EXT.WITH OPTOMIDE,Portal Package Deals,90075-00-01,"Other procedures for glaucoma, unilateral",15150.0,15907.5,10.0,88.0,
8017004,GLAUCOMA EXTRACTION,Portal Package Deals,90075-00-01,"Other procedures for glaucoma, unilateral",9949.0,10446.45,10.0,88.0,
8017006,GLAUCOMA EXTRACTION SURGERY WITH SECANRY (IOL),Portal Package Deals,90075-00-01,"Other procedures for glaucoma, unilateral",12120.0,12726.0,10.0,88.0,
8017005,GLAUCOMA EXTRACTION WITH CATARACT EXTRACTION WITH IOL,Portal Package Deals,90075-00-01,"Other procedures for glaucoma, unilateral",15150.0,15907.5,10.0,88.0,
8112050,GLAUCOMA WORK UP,Portal Medical Procedures,90075-00-01,"Other procedures for glaucoma, unilateral",650.0,682.5,20.0,85.0,
7121303,GLIADINE ABS IGA  IGG,Portal Laboratory,73050-14-10,Measurement of Anti tissue transglutaminase abs iga,650.0,682.5,20.0,31.0,
7129058,GLIAL FIBRILLARY ACIDIC PROTEIN (GFAP),Portal Laboratory,73350-04-60,"Molecular pathology procedure, Level 3 -analyzing neuclic Acid level to check abnormalities that may be indicative of a variety of disorders which  includes Cell lysis, nucleic Acid stabilization, extraction, digestion, amplification in which level 3 is  greater than 10 SNPs, 2-10 methylated variants, or 2-10 somatic variants [typically using non-sequencing target variant analysis], immunoglobulin and T-cell receptor gene rearrangements, duplication/deletion variants of 1 exon, loss of heterozygosity [LOH], uniparental disomy [UPD].Chromosome 1p-/19q- (eg, glial tumors).",575.0,603.75,20.0,31.0,
7121304,GLOBULIN,Portal Laboratory,73050-30-90,Measurement of Protein e-phoresis serum,60.0,63.0,20.0,31.0,
8128019,GLOMOERUALR FILTERATION RATE,Portal X-Ray,12524-00-00,Renal function nuclear medicine test,1657.0,1739.8500000000001,20.0,98.0,
7121305,GLUCAGON,Portal Laboratory,73050-15-20,Measurement of (Quantitative) glucagon,500.0,525.0,20.0,31.0,
7124024,GLUCOSE  24 HOURS URINE,Portal Laboratory,73050-15-50,Measurement of glucose blood Quant,200.0,210.0,20.0,31.0,
7124002,GLUCOSE  URINE,Portal Laboratory,73050-15-30,Glucose urine test,65.0,68.25,20.0,31.0,
7121306,GLUCOSE ( GLUCOMETER) TEST,Portal Laboratory,73050-15-60,Test strip reagent for blood glucose monitoring outpatient use only each,40.0,42.0,20.0,31.0,
7121307,GLUCOSE (SERUM) 2HPP,Portal Laboratory,73050-15-50,Measurement of glucose blood Quant,60.0,63.0,20.0,31.0,
7121308,GLUCOSE (SERUM) FASTING,Portal Laboratory,73050-15-50,Measurement of glucose blood Quant,75.0,78.75,20.0,31.0,
7121309,GLUCOSE (SERUM) RANDOM,Portal Laboratory,73050-15-50,Measurement of glucose blood Quant,75.0,78.75,20.0,31.0,
7121310,GLUCOSE TOLERANCE TEST,Portal Laboratory,73050-15-40,Glucose tolerance test,200.0,210.0,20.0,31.0,
8017007,GLUOCOMA CYCLO PHOTO – COAGULATION ( CBC),Portal Package Deals,42770-00-01,"Destruction of ciliary body, unilateral",4899.0,5143.95,10.0,88.0,
8017008,GLUOCOMA EXTWITH DRANG IMPLANT ,Portal Package Deals,90075-00-01,"Other procedures for glaucoma, unilateral",12120.0,12726.0,10.0,88.0,
7121311,GLUTAMATE DECARBOXYLASE ABS,Portal Laboratory,73050-16-40,Anti glutamate decarboxylase (Anti gad) abs,685.0,719.25,20.0,31.0,
7122013,GLYCOSYLATED HEMOGLOBIN (HB AIC),Portal Laboratory,73050-18-50,Glycated hemoglobin (Hba1c),425.0,446.25,20.0,31.0,
7121312,GLYPICAN 3,Portal Laboratory,73200-08-40,"Immunocytochemistry  or immunohistochemistry, per specimen; initial single antibody stain procedure",900.0,945.0,20.0,31.0,
6124013,GOLD INLAY-GOLD(FOUR SURFACES EXCLUDING PRICE OF GOLD),Portal Dental,97541-03-00,"Inlay metallic restoration, one surface, indirect",2730.0,2866.5,20.0,51.0,
6124010,GOLD INLAY-GOLD(ONE SURFACE  EXCLUDING PRICE OF GOLD),Portal Dental,97541-03-00,"Inlay metallic restoration, one surface, indirect",1785.0,1874.25,20.0,51.0,
6124012,GOLD INLAY-GOLD(THREE SURFACES EXCLUDING PRICE OF GOLD) ,Portal Dental,97541-03-00,"Inlay metallic restoration, one surface, indirect",2100.0,2205.0,20.0,51.0,
6124011,GOLD INLAY-GOLD(TWO SURFACES EXCLUDING PRICE OF GOLD),Portal Dental,97541-04-00,"Inlay metallic restoration, each additional surface, indirect",1942.5,2039.625,20.0,51.0,
6128041,GOLD ONLAY (ONLAYING CUSPS EXCLUDIGN PRICE OF GOLD),Portal Dental,97551-04-00,"Onlay porcelain/ ceramic restoration, one surface, indirect",1365.0,1433.25,20.0,51.0,
P15GOLDT1+,GOLD T375 NORMAL IUD X 1 .,Portal Medical Supplies,,,325.0,341.25,20.0,67.0,
8012024,GOLD WEIGHT LID IMPLANTATION,Portal Package Deals,42869-00-01,"Insertion of implant into eyelid, unilateral",14625.0,15356.25,10.0,88.0,
8112051,GONIO SLIT LAMB PHOTOGRAPHY,Portal Medical Procedures,96188-00-00,Other photography of eye,200.0,210.0,20.0,85.0,
8112052,GONIO SLIT LAMB PHOTOGRAPHY / FOLLOW UP ,Portal Medical Procedures,96188-00-00,Other photography of eye,100.0,105.0,20.0,85.0,
7121313,GONOCOCCAL ABS,Portal Laboratory,73100-19-20,Gonorrhea neisseria (AB),220.0,231.0,20.0,31.0,
9041083,GRAFT  FULL-THICKNESS SKIN  LIP AND MOUTH,Portal Package Deals,45451-02-00,Full thickness skin graft of lip,6188.0,6497.400000000001,10.0,88.0,
9041084,GRAFT  SKIN  FULL-THICKNESS  TO BREAST,Portal Package Deals,45451-09-00,Full thickness skin graft of other site,6230.0,6541.5,10.0,88.0,
9041085,GRAFT  SKIN  FULL-THICKNESS  TO HAND,Portal Package Deals,45451-05-01,"Full thickness skin graft of hand, unilateral",4163.0,4371.150000000001,10.0,88.0,
9041086,GRAFT  SKIN  HOMOGRAFT,Portal Package Deals,90670-00-00,Allograft,8344.0,8761.2,10.0,88.0,
9041087,GRAFT  SKIN  MUSCLE FLAP  TO BREAST,Portal Package Deals,45439-00-00,Small split skin graft of other site,6675.0,7008.75,10.0,88.0,
9041088,GRAFT  SKIN  PEDICLE  TO BREAST,Portal Package Deals,45451-09-00,Full thickness skin graft of other site,6453.0,6775.650000000001,10.0,88.0,
9041089,GRAFT  SPLIT-THICKNESS  TO BREAST,Portal Package Deals,45439-00-00,Small split skin graft of other site,5345.0,5612.25,10.0,88.0,
8014020,GRAFT REPLACMENT (IN-HOSPITAL),Portal Package Deals,90076-02-01,"Other procedures on anterior chamber, unilateral",7575.0,7953.75,10.0,88.0,
9041090,GRAFT;DERMA-FAT-FASCIA,Portal Package Deals,45018-01-00,Dermofat graft,6188.0,6497.400000000001,10.0,88.0,
7123027,GRAM STAINING,Portal Laboratory,73050-44-30,"Primary source smear  gram stain for  bacteria, fungi, or cell types",65.0,68.25,20.0,31.0,
7121314,GRANULOCYTE CYTOPLASMA,Portal Laboratory,73100-10-40,Antibody identification test for white blood cell antibodies,500.0,525.0,20.0,31.0,
7121315,GRANZYME B,Portal Laboratory,73100-16-70,Natural killer cells total count,575.0,603.75,20.0,31.0,
9031077,GREATER SAPHENOUS VEIN ABLATION / VENOSEAL - UNILATERAL,Portal Package Deals,32500-01-01,"Multiple injections of varicose veins, unilateral",18304.0,19219.2,10.0,88.0,
6024012,GRICE EXTRAARTICULAR SUBTALAR ARTHRODESIS ,Portal Package Deals,50118-00-00,Arthrodesis of subtalar joint,13200.0,13860.0,10.0,88.0,
6024013,GRICE-BATCHELOR COMBINED ARTHRODESIS ,Portal Package Deals,50118-00-00,Arthrodesis of subtalar joint,13200.0,13860.0,10.0,88.0,
7123028,GROUP A STREPTOCOCCAL AG,Portal Laboratory,73050-60-50,Detection of infectious agent by immunoAssay with direct optical observation;  streptococcus group a micro organism,200.0,210.0,20.0,31.0,
FMLAB-2221,GROUP A STREPTOCOCCAL ANTIGEN,,73050-58-60,,,210.0,,,
6128042,GUM PEALING AND DEPIGMENTATION,Portal Dental,97281-00-10,"Generalized scaling and root planning; severe plaque and calculus deposition, first appointment",4200.0,4410.0,20.0,51.0,
6128043,GUMMY SMILE SURGERY,Portal Dental,97281-00-10,"Generalized scaling and root planning; severe plaque and calculus deposition, first appointment",3150.0,3307.5,20.0,51.0,
1112039,OPHTHALMOLOGY CONSULTATION,Portal Professional Fees,83600-00-10,Office Assessment  for diagnosis  treatment and counselling of a new or established patient by Specialist,150.0,190.0,0.0,11.0,
2182004,HAEMODIAFILTERATION  4 TO 12 HOURS - PER SESSION,Portal Medical Procedures,13100-04-00,Continuous haemodiafiltration,4500.0,4725.0,20.0,85.0,
2182001,HAEMODIALYSIS FIRST SESSIONS ,Portal Medical Procedures,13100-00-00,Haemodialysis,1200.0,1260.0,0.0,85.0,
2182002,HAEMODIALYSIS REGULER SESSION,Portal Medical Procedures,13100-00-00,Haemodialysis,900.0,945.0,0.0,85.0,
7121316,HAEMOGLOBIN DIFFERENT (A2 & F),Portal Laboratory,73350-02-60,"Hemoglobin, subunit beta common variant(s) (eg, sickle cell anemia, beta thalassemia, hemoglobinopathy,variants HbS, HbC, HbE)",585.0,614.25,20.0,31.0,
2012018,HAEMORRHOIDECTOMY / SURGICAL,Portal Package Deals,32138-00-00,Haemorrhoidectomy,6758.0,7095.900000000001,10.0,88.0,
2012019,HAEMORRHOIDECTOMY BY STAPPLER,Portal Package Deals,32138-02-00,Stapled haemorrhoidectomy,8670.0,9103.5,10.0,88.0,
6112014,HALTER TRACTION,Portal Medical Procedures,90531-00-00,"Traction, not elsewhere classified",450.0,472.5,20.0,85.0,
7121317,HAMS TEST,Portal Laboratory,73100-07-80,"Mechanical fragility, RBC",270.0,283.5,20.0,31.0,
P16PLAST4+,HANSA PLAST,Portal Medical Supplies,,,10.0,10.5,20.0,67.0,
7121318,HAPTOGLOBIN,Portal Laboratory,73050-17-40,Measurement of Haptoglobin; Quantitative,425.0,446.25,20.0,31.0,
9041091,HARVEST SKIN FOR TISSUE CULTUREE\D SKIN AUTOGRAFT 100SQ CM OR LESS,Portal Package Deals,73200-03-80,Tissue culture to identify skin disorders,1814.0,1904.7,10.0,88.0,
4112018,HAVRIX ADULT,Portal Vaccination,92169-00-00,Vaccination against hepatitis A,260.0,273.0,5.0,92.0,
7121319,HB A2 QUANTITATIVE,Portal Laboratory,73050-18-90,HB (Hemoglobine),600.0,630.0,20.0,31.0,
7121320,HBE ABS,Portal Laboratory,73050-18-90,HB (Hemoglobine),200.0,210.0,20.0,31.0,
7121321,HBE AG,Portal Laboratory,73050-18-90,HB (Hemoglobine),200.0,210.0,20.0,31.0,
7125009,HBSAG  SCREEN,Portal Laboratory,73050-48-90,"Detection of infectious antigen by immunoAssay( EIA,ELISA,IMCA)technique ;hepatitis b surface antigen",200.0,210.0,20.0,31.0,
7121322,HBV - DNA BY PCR,Portal Laboratory,73050-53-50,Hepatitis V DNA DIR Probe,1755.0,1842.75,20.0,31.0,
7121323,HBV-DNA  QUALITATIVE,Portal Laboratory,73050-53-70,"Detection of infectious agent by nucleic Acid;hepatitis b virus, Quantification",1350.0,1417.5,20.0,31.0,
7121324,HBV-DNA  QUANTITATIVE,Portal Laboratory,73050-53-70,"Detection of infectious agent by nucleic Acid;hepatitis b virus, Quantification",1500.0,1575.0,20.0,31.0,
7121325,HCV,Portal Laboratory,73050-53-90,"Detection of infectious agent by nucleic Acid; hepatitis c virus, amplified probe tq and include reverse transcription",250.0,262.5,20.0,31.0,
7121326,HCV GENOTYPING,Portal Laboratory,73050-60-90,"Detection of infectious agent genotype analysis by nucleic Acid, hepatitis c virus",2100.0,2205.0,20.0,31.0,
7121327,HCV IGG ABS,Portal Laboratory,73100-27-60,Hepatitis c virus antibody total (HCV Ab total),700.0,735.0,20.0,31.0,
7121328,HCV-RNA (PCR) QUALITATIVE,Portal Laboratory,73050-53-90,"Detection of infectious agent by nucleic Acid; hepatitis c virus, amplified probe tq and include reverse transcription",1755.0,1842.75,20.0,31.0,
7121329,HCV-RNA (PCR) QUANTITATIVE,Portal Laboratory,73050-53-90,"Detection of infectious agent by nucleic Acid; hepatitis c virus, amplified probe tq and include reverse transcription",2350.0,2467.5,20.0,31.0,
7121330,HDL-CHOLESTEROL,Portal Laboratory,73050-23-60,Measurement of HDL cholesterol,135.0,141.75,20.0,31.0,
2112015,HEAD OXYGEN BOX (NEO-NATAL CARE),Portal Hospital Services,92044-00-00,Other oxygen enrichment,130.0,136.5,20.0,62.0,
1013008,HEARING AID / IMPLANTABLE ,Portal Package Deals,96092-00-41,"Fitting/ testing of hearing aid, unilateral",9949.0,10446.45,10.0,88.0,
8128005,HEART MULTIGATED ACQUISITION,Portal X-Ray,61313-00-00,Gated cardiac blood pool study,1950.0,2047.5,20.0,98.0,
2172041,HEAT PROBE COAGULATION,Portal Medical Procedures,30478-02-00,Panendoscopy to duodenum with heater probe coagulation,700.0,735.0,20.0,85.0,
P16HEELC1+,HEEL CUP SILICON .,Portal Medical Supplies,,,120.0,126.0,20.0,67.0,
7122014,HEINZ BODY STAIN,Portal Laboratory,73100-06-80,Heinz bodies; direct,65.0,68.25,20.0,31.0,
7121331,HELICOBACTER ANTIGEN,Portal Laboratory,73050-48-70,Detection of helicobacter pylori antigen in stool,500.0,525.0,20.0,31.0,
7125010,HELICOBACTOR PYLORI,Portal Laboratory,73050-48-70,Detection of helicobacter pylori antigen in stool,675.0,708.75,20.0,31.0,
7122015,HEMATOCRITE,Portal Laboratory,73100-00-60,Measurement of hematocrit (Hct),35.0,36.75,20.0,31.0,
6014027,HEMI ARTHROPLASTY (WITHOUT IMPLANTS),Portal Package Deals,99999-99-99,Unlisted Procedure,21165.0,22223.25,10.0,88.0,
6023008,HEMIEPHYSIODESIS OF THE PROXIMAL TIBIA BY DRILLING FOR KNEE VARUM / VALGUS,Portal Package Deals,49562-00-00,Arthroscopic lateral release of knee with chondroplasty and multiple drilling or implant,18111.0,19016.55,10.0,88.0,
6023009,HEMIEPIPHYSIODESIS OF THE PROXIMAL TIBIA BY STAPPLING FOR KNEE VARUM/VALGUS ,Portal Package Deals,48509-00-01,"Epiphysiodesis, not elsewhere classified, unilateral",18111.0,19016.55,10.0,88.0,
6128044,HEMISECTIONING  BICUSPLIZATION AND ROOT AMBUTATION,Portal Dental,97438-00-00,Hemisection of multi rooted tooth,1575.0,1653.75,20.0,51.0,
7122016,HEMOGLOBIN,Portal Laboratory,73100-00-70,Measurement of hemoglobin (Hgb),35.0,36.75,20.0,31.0,
7126001,HEMOGLOBIN ELECTROPHORESIS,Portal Laboratory,73050-18-00,Measurement of Hemoglobin electrophoresis,250.0,262.5,20.0,31.0,
7122017,HEMOGLOBIN F DETERMINATION (KLEINHAUER),Portal Laboratory,73050-18-30,Measurement of (Quantitative) hemoglobin F fetal chemical,170.0,178.5,20.0,31.0,
7122018,HEMOGLOBIN H INCLUSION,Portal Laboratory,73350-02-90,"Hemoglobin, subunit beta full gene sequence  (eg, sickle cell anemia, beta thalassemia, hemoglobinopathy)",250.0,262.5,20.0,31.0,
2015039,HEMORRHOID / LIGATION,Portal Package Deals,32135-00-00,Rubber band ligation of haemorrhoids,1880.0,1974.0,10.0,88.0,
FMSUR-0859,Hemorrhoidectomy with Ligasure,Portal Package Deals,32138-00-00,Haemorrhoidectomy,9000.0,9450.0,10.0,88.0,
