Service Code,Service Description,type,Fee,1/1/2026 FEE,Discount,Effective Date,Termination Date,Schedule Name,NPHIES Code
FMORT-9921,Biceps Tenodesis,P1   ,10500,11347.0,0.0,2024-01-01 00:00:00, ,Notifications,47963-01-01
FMORT-0515,BONE LENGTHENING/SHORTENING OT00355290,OS   ,4201.86,4496.0,15.0,2022-01-01 00:00:00, ,Main Pricelist,50303-00-00
FMORT-0516,HAND & FINGER DEFM. CORRECTION OT00355291,OS   ,4201.86,4201.86,15.0,2022-01-01 00:00:00, ,Main Pricelist,90604-00-00
ORT-0045,Correction of Hand & Finger Deformity,P1   ,12000,14847.0,0.0,2022-01-01 00:00:00, ,IP Package,90604-00-00
FMLAB-9071,HAPTAGLOBIN LA00410292,OS   ,357.21,357.21,15.0,2022-01-01 00:00:00, ,Main Pricelist,73050-17-40
FMCTSS0023,SMALL DRESSING.,OS   ,47.74,47.74,15.0,2022-01-01 00:00:00, ,Additional Pricelist,30055-00-10
FMVAS-0031,SMALL DRESSING-VAS,OS   ,77.32,77.32,15.0,2022-01-01 00:00:00, ,Additional Pricelist,30055-00-10
FMPDT-0124,APPLICATN DRESSING TO 2NDARY  HEALING SM.INFECTD WOUND 3YRS,OS   ,46.58,46.58,15.0,2022-01-01 00:00:00, ,Additional Pricelist,30055-00-10
FMSUR-0194,DRESSING OF WOUND (LARGE),OS   ,134.21,134.21,15.0,2022-01-01 00:00:00, ,Additional Pricelist,30055-00-30
MTSUR-0015,SMALL ABSCESS DRAINAGE L.A GS00130016,OS   ,124.97,124.97,15.0,2022-01-01 00:00:00, ,Main Pricelist,30223-01-10
SUR-0015,Drainage-Large Abcess Under G.A.,P1   ,2652.25,2786.0,0.0,2022-01-01 00:00:00, ,IP Package,30223-01-20
FMLAB-9188,HEMOSIDERIN (URINE)( SO ) LA00410293,OS   ,48.67,48.67,15.0,2022-01-01 00:00:00, ,Main Pricelist,73050-19-40
FMPTD-0002,UV ONE AREA PT00450130,OS   ,48.67,48.67,15.0,2022-01-01 00:00:00, ,Main Pricelist,90677-00-00
FMSUR-0058,PLANTAR WART DM00376018,OS   ,739.09,739.09,15.0,2022-01-01 00:00:00, ,Main Pricelist,30186-00-01
SUR-0111,G.A. WART CAUTERY PER AREA,P1   ,1104.84,1161.0,0.0,2022-01-01 00:00:00, ,IP Package,30189-01-00
FMVAS-0046,EXCISION OF SWELLING,OS   ,2394.75,2491.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist,31205-00-10
FMPSDJ0016,EXCISION OF SEBA. CYST(SMALL),OS   ,296.53,296.53,15.0,2022-01-01 00:00:00, ,Additional Pricelist,31205-00-10
FMPSYC0029,IQ,OS   ,592.78,592.78,15.0,2022-01-01 00:00:00, ,Additional Pricelist,96184-00-00
FMNUM-0058,NCV 2 UNITS,OS   ,672,672.0,15.0,2024-01-01 00:00:00, ,Additional Pricelist,11015-00-00
FMPDTC0002,ECHO M-MODE + ECHO 2 DIMENSION CL00381008,OS   ,834.98,834.98,15.0,2022-01-01 00:00:00, ,Main Pricelist,55113-00-00
FMMTR-0004,ECHO M-MODE + ECHO 2 DIMENSION OT00381008,OS   ,834.98,834.98,15.0,2022-01-01 00:00:00, ,Main Pricelist,55113-00-00
FMINT-0088,ECHO FULL STUDY,OS   ,1474.05,1474.05,15.0,2022-01-01 00:00:00, ,Additional Pricelist,55113-00-00
FMLAB-2055,LIPASE LA00410179,OS   ,130.25,130.25,15.0,2022-01-01 00:00:00, ,Main Pricelist,73050-23-00
FMLAB-9780,CHOLESTEROL (LDL),OS   ,106.09,106.09,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73050-23-80
FMLAB-9234,GONADOTROPIN RELEASING HORMONE (Gn RH),OS   ,1478.89,1478.89,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73050-23-90
FMLAB-9314,MANGANESE( SO ) LA99900753,OS   ,406.75,406.75,15.0,2022-01-01 00:00:00, ,Main Pricelist,73050-24-20
FMPDT-0113,INCISION & REMOVAL OF BLISTER  BY SMALL BURNING/SCALDING SKIN,OS   ,94.87,94.87,15.0,2022-01-01 00:00:00, ,Additional Pricelist,30017-00-10
MTVAS-0008,DEBRIDEMENT OF SMALL WOUND OT00388203,OS   ,308.43,308.43,15.0,2022-01-01 00:00:00, ,Main Pricelist,90665-00-10
FMENTE0001,AUDIOMETRY (PURE TONE + SP),OS   ,469,469.0,15.0,2024-01-01 00:00:00, ,Additional Pricelist,11309-00-00
FMXRY-0514,US- PROSTATE TRUS ULTRASOUND RA00420131,OS   ,438.7,438.7,15.0,2022-01-01 00:00:00, ,Main Pricelist,55600-00-00
FMXRY-0533,DOPPLER STUDY FOLLOW UP,NC   ,0,0.0,0.0,2022-01-01 00:00:00, ,Additional Pricelist,90911-00-00
FMORT-0718,ULTRASOUNDOFHIPFOLLOWUP,OS   ,204.23,204.23,15.0,2022-01-01 00:00:00, ,Additional Pricelist,55816-00-01
FMLAB-2031,SERUM ELECTROLYTES LA00410132,OS   ,245,245.0,15.0,2024-01-01 00:00:00, ,Main Pricelist,73050-29-00
FMLAB-3034,FREE PSA LA00410587,OS   ,314.09,314.09,15.0,2022-01-01 00:00:00, ,Main Pricelist,73050-30-30
FMLAB-1063,PROTEIN C. LA00410526,OS   ,623.76,623.76,15.0,2022-01-01 00:00:00, ,Main Pricelist,73050-30-40
ORT-0018,Repair of Lacerated Wound not involving Tendon or Nerve L.A,P1   ,2121.8,2293.0,0.0,2022-01-01 00:00:00, ,IP Package,30026-00-10
FMORT-0417,DEEP CUT WOUND - MEDIUM (5-10 STITCHES),OS   ,585.9,609.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist,30026-00-20
FMSUR-0188,SUTURING -BIG WOUND - L.A. GS00387578,OS   ,294.33,294.33,15.0,2022-01-01 00:00:00, ,Main Pricelist,30026-00-30
FMENTE0002,PURE TONE AUDIOGRAM AU00392001,OS   ,233.36,233.36,15.0,2022-01-01 00:00:00, ,Main Pricelist,11306-00-00
FMENTE0021,OTOACOUSTIC EMISSION AU00392018,OS   ,157.04,157.04,15.0,2022-01-01 00:00:00, ,Main Pricelist,11332-02-00
FMENTE0035,CANALITH REPOSITIONING MANEUVE R FOR BENIGH PAROXYSMAL POSTIO,OS   ,424.36,424.36,15.0,2022-01-01 00:00:00, ,Additional Pricelist,96064-00-11
FMORT-0535,ULTRASOUNDOFSOFTTISSUE,OS   ,338.16,338.16,15.0,2022-01-01 00:00:00, ,Additional Pricelist,90908-00-00
FMXRY-0250,TOMOGRAPHIC FILM DE00366308,OS   ,325.14,325.14,15.0,2022-01-01 00:00:00, ,Main Pricelist,60100-00-00
FMLABM0141,VITAMIN B2 (FAD),OS   ,472.1,472.1,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73050-32-50
FMNUR-0042,E.C.G. WS00381007,OS   ,149.33,149.33,15.0,2022-01-01 00:00:00, ,Main Pricelist,11700-00-00
FMOHU-0001,E.C.G. IC00381007,OS   ,157.04,157.04,15.0,2022-01-01 00:00:00, ,Main Pricelist,11700-00-00
FMCAT-0038,TEST/MON& PROG.PACEMAKER DUAL CA00381219,OS   ,465.61,465.61,15.0,2022-01-01 00:00:00, ,Main Pricelist,11718-00-00
FMINTR0007,ABG HEPARINIZED SYRINGE,OS   ,83.7,83.7,15.0,2022-01-01 00:00:00, ,Additional Pricelist,13842-00-00
MTURO-0019,COMPLETE URODYNAMIC EVAL. FOR NEUROPATHIC BLADDER,OS   ,1663.27,1663.27,15.0,2022-01-01 00:00:00, ,Additional Pricelist,11900-00-00
FMXRY-0306,CHEST MEDIASTINUM  W/O CONT,P2   ,750,750.0,0.0,2022-01-01 00:00:00, ,Additional Pricelist,56301-00-00
FMXRY-1015,CT PELVIMETRY,OS   ,609.15,609.15,15.0,2022-01-01 00:00:00, ,Additional Pricelist,57201-00-00
FMLABM0005,VANILMANDELIC ACID (VMA),OS   ,509.23,509.23,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73050-38-30
FMLAB-9340,ADH  (Vasopressin),OS   ,653.51,653.51,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73050-38-50
FMLAB-6027,EYE SWAB CULTURE & SENSITIVITY C/S LA00410980,OS   ,233.36,233.36,15.0,2022-01-01 00:00:00, ,Main Pricelist,73050-40-30
FMORT-0562,MAJOR SKIN GRAFT,OS   ,2048.87,2048.87,15.0,2022-01-01 00:00:00, ,Additional Pricelist,45451-09-00
FMXRY-0025,THORACO - LUMBAR AP STANDING,OS   ,201.57,201.57,15.0,2022-01-01 00:00:00, ,Additional Pricelist,58112-00-00
FMXRY-0037,"SHOULDER AP INT.,EXT. ROTATION",OS   ,222.79,222.79,15.0,2022-01-01 00:00:00, ,Additional Pricelist,57700-00-11
ORT-0108,"Skin flap radical ,pedicle",P1   ,9067.98,9898.0,0.0,2022-01-01 00:00:00, ,IP Package,45200-00-00
FMSUR-0055,EXCISION OF PILONIDAL SINUS OT00388209,OS   ,2498.62,2498.62,15.0,2022-01-01 00:00:00, ,Main Pricelist,30676-01-00
FMDER-0046,COMEDO EXTRACTION DM00376028,OS   ,59.72,59.72,15.0,2022-01-01 00:00:00, ,Main Pricelist,90676-00-00
FMORT-0366,ABOVE ELBOW CIRCULAR CAST,OS   ,807.34,807.34,15.0,2022-01-01 00:00:00, ,Additional Pricelist,90595-00-51
FMORT-0361,FOREARM SLAB,OS   ,286.44,286.44,15.0,2022-01-01 00:00:00, ,Additional Pricelist,90595-00-51
FMERDD0004,SPLINT FOR FRACTURE EM00130041,OS   ,124.97,124.97,15.0,2022-01-01 00:00:00, ,Main Pricelist,96092-00-00
FMORT-0563,STRENGTHENING OF CASTS,NC   ,0,0.0,0.0,2022-01-01 00:00:00, ,Additional Pricelist,96092-00-00
FMORT-0356,FOOT SLAP MADE IN GERMANY,OS   ,1327.54,1327.54,15.0,2022-01-01 00:00:00, ,Additional Pricelist,96092-00-00
FMENTE5004,HEARING AID FITTING AU00392012,OS   ,416.57,416.57,15.0,2022-01-01 00:00:00, ,Main Pricelist,96092-00-41
FMXRY-0085,XRAY- CHEST (APICAL VIEW) RA00420282,OS   ,145.99,145.99,15.0,2022-01-01 00:00:00, ,Main Pricelist,58500-00-10
FMXRY-0206,SMALLBOWELSERIESSINGLECONT,OS   ,491.54,491.54,15.0,2022-01-01 00:00:00, ,Additional Pricelist,58915-00-00
FMXRY-0245,XRAY- CAVERNOSOGRAPHY RA00420083,OS   ,1988.24,1988.24,15.0,2022-01-01 00:00:00, ,Main Pricelist,57715-00-00
FMLAB-9818,AMOEBIASIS TEST LA00410766,OS   ,205.21,205.21,15.0,2022-01-01 00:00:00, ,Main Pricelist,73050-48-50
FMCAT-0016,PERIPHERAL ANGIOGRAPHY CL00381039,OS   ,2952.02,2952.02,15.0,2022-01-01 00:00:00, ,Main Pricelist,59970-03-00
FMXRY-0233,XRAY- AORTIC ARCH ANGIOGRAM RA00420144,OS   ,2264.72,2264.72,15.0,2022-01-01 00:00:00, ,Main Pricelist,59903-03-00
FMXRY-1003,MRA,P2   ,1612,1612.0,0.0,2024-01-01 00:00:00, ,Notifications,90902-07-00
FMLAB-5030,HBE AG LA00410265,OS   ,184.33,184.33,15.0,2022-01-01 00:00:00, ,Main Pricelist,73050-49-10
FMLAB-5026,ANTIBODIES FOR CHLAMYDIA LA00410226,OS   ,211.23,211.23,15.0,2022-01-01 00:00:00, ,Main Pricelist,73050-51-80
FMPSDB0001,RHINOPLASTY PL00387551,OS   ,3066.72,3066.72,15.0,2022-01-01 00:00:00, ,Main Pricelist,45638-00-00
ENT-0053,RHINOPLASTY GRADE 2,P1   ,9392.79,9487.0,0.0,2022-01-01 00:00:00, ,IP Package,45638-00-00
FMPTD-0007,ULTRASOUND THERAPEUTIC PT00450103,OS   ,48.67,48.67,15.0,2022-01-01 00:00:00, ,Main Pricelist,96154-00-00
FMPTD-2159,SHOCKWAVE THERAPY PER SESSION,OS   ,798,798.0,15.0,2024-01-01 00:00:00, ,Additional Pricelist,96155-00-00
FMPDT-0037,VACCINATION D.P.T. EM00130067,OS   ,31.94,31.94,15.0,2022-01-01 00:00:00, ,Main Pricelist,92149-00-00
FMLAB-9455,CYTOMEGALOVIRUS CMV (PCR),OS   ,1697.44,1697.44,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73050-52-10
FMLAB-9239,HGV QUAL. PCR( SO ) LA99900585,OS   ,650.04,650.04,15.0,2022-01-01 00:00:00, ,Main Pricelist,73050-53-50
MS-C-003646,CATHETER EKOSONIC ENDOVASCULAR DEVICE BRITISH TECHNOLOGY GROUP # 500-55112,OS   ,32300,33592.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist,59223
MS-S-005459,SYRINGE 10CC AMBER MEDICATION ORAL TIP CAP DISPOSABLE BD #071305209,OS   ,2.46,2.46,15.0,2022-01-01 00:00:00, ,Consumables,59040
SMO11710,SCREW LOCKING 5X50MM IRINE #T50095050,OS   ,277.17,277.17,15.0,2022-01-01 00:00:00, ,Consumables,56642
SMO11705,SCREW LOCKING 5X40MM IRINE# T50095040,OS   ,277.17,277.17,15.0,2022-01-01 00:00:00, ,Consumables,56642
MS-S-008276,SCREW CORTICAL 2.8MM OSTEONIC#S1D.35140,OS   ,137.64,137.64,15.0,2022-01-01 00:00:00, ,Consumables,56642
MS-S-008286,SCREW 1.5X10 CORTICAL OSTEONIC#A5.15100,OS   ,70.3,70.3,15.0,2022-01-01 00:00:00, ,Consumables,56642
MS-S-008325,SCREW CANNULATED CANCELLOUS 4.5X45MM PARTIALLY THREADED IRENE # S56034545,OS   ,1020,1020.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist,56642
SMO12107,SCREW CORTICAL S.STEEL 3.5X18MM IRINE# S50003518,OS   ,15,15.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist,56642
MS-S-009329,SCREW LOCKING 4.8X35MM IRENE # T40254835,OS   ,200,200.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist,56642
MS-S-003647,SCREW F/BONE LOCKING 3.5x36MM SELF TAPPING SYNTHES #213.036,OS   ,50,50.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist,56642
MS-S-008324,SCREW CANNULATED CANCELLOUS 4.5X40MM PARTIALLY THREADED IRENE # S56034540,OS   ,1020,1020.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist,56642
MS-N-001367,NAIL INTERLOCKING 12X360MM X R FEMORAL NAVIGATOR. IRENE # T40221236,OS   ,1900,1900.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist,56643
FMLAB-2025,CSF GLUCOSE,OS   ,204.6,204.6,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73400-00-70
FMLAB-9021,"ANTIHYALURONIDASE ABS. (ANTI-STERPTOCOCCAL HYALURINIDASE""ASH"")",OS   ,318.27,318.27,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73100-09-90
FMLABM0059,RAST SINGLE ALLERGEN ( CASEIN ),OS   ,275.83,275.83,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73100-10-30
FMLAB-8051,IGG (CSF),OS   ,212.18,212.18,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73100-10-60
FMLAB-5023,CRP (QUANTI) LA00410537,OS   ,220,220.0,15.0,2024-01-01 00:00:00, ,Main Pricelist,73100-11-40
FMLAB-5011,DNA ABS (DOUBLE STRAND)( SO ) LA99900376,OS   ,248.84,248.84,15.0,2022-01-01 00:00:00, ,Main Pricelist,73100-12-90
IM97,CONSULTATION IM97,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
MS-B-001043,BIOCOMPOSITE PUSH LOCK 4.5MMX28MM ARTHREX# AR-1922BCM,OS   ,1274.19,1274.19,15.0,2022-01-01 00:00:00, ,Consumables,45027
FMLAB-9086,ISLET CELL ABS. (ICA),OS   ,477.41,477.41,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73100-16-00
HCEGD-0002,BASIC PHYSIOTHERAPY - 6 SESSIONS,OS   ,2841.88,2841.88,15.0,2022-01-01 00:00:00, ,Additional Pricelist,83620-00-10
FMANA-0032,LOCAL ANAESTHESIA ASSISTANT/HR,NC   ,0,0.0,15.0,2022-01-01 00:00:00, ,Delisted codes,83670-00-60
MS-S-008294,SUTURE ANCHOR SHORT 2.9X12.5MM HIP PUSH LOCK  BIOCOMPOSITE. ARTHREX # AR-2923BCH,OS   ,1360.31,1360.31,15.0,2022-01-01 00:00:00, ,Consumables,45062
FMLAB-9860,OR SCREENING (HBSAG/HCVAB/HIV COMBO) LA00410758,OS   ,481.7,481.7,15.0,2022-01-01 00:00:00, ,Main Pricelist,73100-22-70
FMLAB-5032,HBS AB LA00410262,OS   ,184.33,184.33,15.0,2022-01-01 00:00:00, ,Main Pricelist,73100-23-80
FMLABM0040,HLA  B 27,OS   ,1273.08,1273.08,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73100-28-20
FMLAB-9531,HLA DR (SEROLOGY) LA00410325,OS   ,1083.83,1083.83,15.0,2022-01-01 00:00:00, ,Main Pricelist,73100-28-40
FMDNTS0008,EXTRACT'N OF ERUPTED 3RD MOLAR DE00366472,OS   ,379.34,379.34,15.0,2022-01-01 00:00:00, ,Main Pricelist,311
FMDNTS0005,SIMPLE EXTRACTION DE00366471,OS   ,216.28,216.28,15.0,2022-01-01 00:00:00, ,Main Pricelist,311
FMDNTR0009,RCT AND FILLING THREE RC,OS   ,966,966.0,15.0,2024-01-01 00:00:00, ,Additional Pricelist,415
FMDNTF0007,COMPOSITE FILLING 2 SURFACES DE00366324,OS   ,550,550.0,15.0,2022-01-01 00:00:00, ,Main Pricelist,521
FMLAB-8001,ASPIRATION BIOPSY CYTOLOGY,OS   ,318.27,318.27,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73200-02-60
FMDNTP0034,THREE TEETH ACRYLIC P.D. DE00366026,OS   ,536.38,536.38,15.0,2022-01-01 00:00:00, ,Main Pricelist,611
FMDNTF0008,COMPOSITE BUILD-UP DE00366326,OS   ,825,825.0,15.0,2024-01-01 00:00:00, ,Main Pricelist,625
FMLABM0171,PANEL REACTIVE ANTIBODY,OS   ,5304.5,5304.5,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73200-08-80
FMLAB-1067,RH. ANTIBODY TITER LA00410148,OS   ,227.33,227.33,15.0,2022-01-01 00:00:00, ,Main Pricelist,73250-00-00
FMNUR-0051,BLOOD EXTRACTION,OS   ,74.4,74.4,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73250-00-70
FMLAB-1015,ABO-RH LA00410013,OS   ,76.19,76.19,15.0,2022-01-01 00:00:00, ,Main Pricelist,73250-00-90
FMLAB-9273,CRYO PRECIPITATE,OS   ,424.36,424.36,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73250-02-00
FMLABM0055,CARBAMAZEPINE (TEGRETOL),OS   ,244.01,244.01,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73300-00-20
FMLABM0063,"TACROLIMUS  (FK506, PROGRAF)",OS   ,901.77,901.77,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73300-02-90
6128075,"PORCELAIN, NON-PRECIOUS METAL CROWN/PONTIC",OS   ,1700,1700.0,15.0,2024-01-09 00:00:00, ,Notifications,97615-10-00
6127025,TREATMENT OF CLASS I MALOCCLUSION WITH TEETH EXTRACTION FIXING UPPER AND LOWER ORTHO APPLIANCE,OS   ,13000,13000.0,15.0,2024-01-09 00:00:00, ,Notifications,97879-00-10
FMDNTS0114,INTER DENTAL WIRING ONE JAW,OS   ,1591.35,1591.35,15.0,2022-01-01 00:00:00, ,Additional Pricelist,353
FMDNTS0168,OSTEOTOMY BODY MANDIBLE (E/O),OS   ,3925.33,3925.33,15.0,2022-01-01 00:00:00, ,Additional Pricelist,366
FMDNTR0010,RCT DECIDIOUS MOLAR,OS   ,536.82,536.82,15.0,2022-01-01 00:00:00, ,Additional Pricelist,421
FMDNTF0013,GLASS LONOMER FILLING 1SURFACE DE00366334,OS   ,216.28,216.28,15.0,2022-01-01 00:00:00, ,Main Pricelist,572
FMDNTS0029,CYST ENCULATION WITH GBR DE00366383,OS   ,4128,4128.0,15.0,2024-01-01 00:00:00, ,Main Pricelist,371
FMDNTP0001,PLASTIC CROWN DE00366037,OS   ,416.57,416.57,15.0,2022-01-01 00:00:00, ,Main Pricelist,631
FMDNTM0005,HYGIENE(MODERATE CALCULUS DEPO DE00366314,OS   ,325.14,325.14,15.0,2022-01-01 00:00:00, ,Main Pricelist,114
FMDNTM0003,SCALING AND POLISHING,OS   ,765,765.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist,114
FMERDC0006,AMBULANCE TO TAIF EM00025244,OS   ,1625.74,1625.74,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMERDA0082,BREAST PUMP( STOP 02-05-2010 ) EM00130066,OS   ,76.19,76.19,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMLAB-2082,CALCIUM 24 HOURS URINE ( PROFILE ) LA00410778,OS   ,97.08,97.08,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMENDE0041,OESOPHAGEAL STENT INSERTION ED00352119,OS   ,867.06,867.06,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMPTD-0003,INFRARED SMALL PT00450104,OS   ,48.67,48.67,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMPTD-0005,MICROWAVE PT00450102,OS   ,48.67,48.67,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMERDA0046,OUTSIDE NURSING FEE EM00130065,OS   ,65.13,65.13,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMXRY-0023,"XRAY- CERVICAL SPINE (AP, LAT, FLEX &EXT) RA00420201",OS   ,276.48,276.48,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMPSYB0031,SOMLEC SESSION NE00378018,OS   ,294.33,294.33,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMLAB-9130,TESTOSTERONE FREE( SO ) LA99901107,OS   ,411.4,411.4,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMOBGZ9999,DELIVERY ROOM FEE DR00510006,OS   ,308.43,308.43,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMXRY-0624,MR- MR EXTRA CONTRAST CHARGE RA00424010,OS   ,294.33,294.33,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMNUR-0040,AIR BED AIR MATTRESS WS00530021,OS   ,41.12,41.12,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMLAB-2017,CHOLESTEROL LA00410171,OS   ,108.14,108.14,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMXRY-0022,"XRAY- CERVICAL SPINE (AP, LAT & OBL) RA00420063",OS   ,298.6,298.6,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMLAB-9108,Neonatel screening,OS   ,378.74,378.74,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMXRY-0364,VCT- WHOLE BODY SCAN 64 SLICE (TRAUMA CASES) RA00422064,OS   ,811.59,811.59,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMPTD-2088,WR 12 SESSION-2 PT00450177,OS   ,48.67,48.67,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMDER-0028,BUCCAL SMEAR DM00376027,OS   ,76.19,76.19,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMDER-0034,TRICHOGRAM DM00376034,OS   ,357.21,357.21,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMORT-0438,STIFF JOINT MANIPULATION G/A OR00355009,OS   ,308.43,330.0,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMLAB-2068,STOOL ANALYSIS LA00410011,OS   ,81,81.0,15.0,2024-01-01 00:00:00, ,Main Pricelist, 
CT07,AMRO LABIB MAHROUSH DR.,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
IV15,CONSULTATION IV15,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
NM28,Consultation NM28,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
NM42,Consultation NM42,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
NM45,CONSULTATION NM45,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
PD2F,EMAN SAMIR ABDELMAKSOUD,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
NM47,CONSULTATION NM47,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
IM1Y,AMAN ASLAM,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
OT68,GUCUKOGLU AHMET PROF,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
ER27,MONEIM AHMED,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
ER53,HATEM EL SHEHAWY,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
NM50,CONSULTATION - NM50,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
ET54,REDA KAMEL PROF.,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
OR66,QAZI MANZOOR DR.,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
PS25,MOHAMED KHALID ABDEL HAMID,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
DN63,MOUSTAFA AHMED EWIDA,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
OT89,ABDALLA ABDELWAHAB ABDELWAHAB,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
ER55,ZEESHAN AHMED USMANI,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
NM51,CONSULTATION - NM51,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
DN23,HUSSEIN AMR FAROUK DR.,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
NS43,CONSULTATION NS43,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
OR5K,WAIL MAHAMED BASSIOUNI,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
NS79,CONSULTATION - NS79,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
NS81,CONSULTATION - NS81,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
IM2N,AREF MOHAMAD ATTA,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
OR4J,MOSTAFA ABDEL MAABOUD AZA,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
OC42,CONSULTATION OC42,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
NM58,AYMAN AHMED ABDELHADY,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
IM2U,EBTESAM RAMADAN FARGHALY,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
PD36,HUSSAIN MOHD. MABROUK DR.,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
SG2V,AHMED MAHDY ELGABRI,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
OR4T,AYMAN MOHAMED,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
ER69,AHMED KAMEL BASHER,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
