Service Code,Service Description,Serv ice Type,Disco unt,Gross price Applicabl eEffective 1/5/2024,Gross price ApplicableEffective 1/1/2025    ,"Gross price Applicabl e
Effective 1/1/2026",Effective Date,Naphies,Notes
043980,IVP 01,OS,0.25,1824,1915.2,"2,010.9
6",,,
FMLAB-1627,JAK2-GENE ANALYSIS,OS,0.25,4873.5,5117.18,"5,373.0
3",,,
EDNS020899,JORN ANDRE HORACZEK,CO,0,100,125,150,,,
FMLAB-6010,K.O.H. PREP. (FUNGUS EXAMINATION),OS,0.25,60,63,66.15,,,
P09KAPIG1Q,KABI GLUTAMINE SACHET X 20,OS,0.25,10,10.5,11.03,,,
PAPE011283,KAREEM MAHMOUD ABOELSEOUD,CO,0,100,125,150,,,
ERER060609,KASHIF AHMED BUTT,CO,0,100,125,150,,,
FMDNTS0297,KETAC FILLING 2 SURFACE X4,OS,0.25,1240,1302,"1,367.1
0",,,
FMDNTF0014,KETAC FILLING TWO SURFACE,OS,0.25,302.16,317.27,333.13,,,
FMLAB-2095,KETONES AND SUGAR IN URINE,OS,0.25,40,42,44.1,,,
ETEN010629,KHALED ABD EL BAREY ELSAYED,CO,0,100,125,150,,,
RHRH010500,KHALED FATHY EL HASSANAIN,CO,0,100,125,150,,,
PDPE040004,KHALED MOHAMED ABDELAZIZ ELBANNA,CO,0,100,125,150,,,
PAPI031170,KHALED MOHAMED MOUSSA SHABANA,CO,0,100,125,150,,,
DMDL030555,KHALED SOUD MASOUD,CO,0,100,125,150,,,
EDIM091329,KHALID ALI SAAD ALONAZI,CO,0,100,125,150,,,
EDPE091357,KHALID ALI SAED ALGHAMDI,CO,0,100,125,150,,,
EDCR091184,KHALID HUSSAIN ALSAYED OSMAN,CO,0,100,125,150,,,
EDOP091408,KHALID KHALIL ALABBASI,CO,0,100,125,150,,,
FMPTD-0193,KINESIOLOGY TAPING,OS,0.25,80,84,88.2,,,
MS-K-000139,KIT COVERALL WHITE SIZE LARGE TYVEK-3M,OS,0.25,110.39,115.91,121.7,,,
MS-K-000253,KIT COVERALL WHITE SIZE MEDIUM TYVEK-3M,OS,0.25,100,105,110.25,,,
MS-K-000254,KIT COVERALL WHITE SIZE XXL TYVEK-3M,OS,0.25,107.25,112.61,118.24,,,
MS-K-000129,KIT STIMULAN 10CC W. PAST BIOCOMPOSITES # 600-010,OS,0.25,9480.24,9954.25,"10,451.
96",,,
MS-K-000078,KITMATRIXNEUROSTERILESTANDARD4MMSYN#145.3215,OS,0.25,3798.99,3988.94,"4,188.3
9",,,
FMXRY-0063,KNEE AP. LAT.,OS,0.25,120,126,132.3,,,
FMXRY-0066,KNEE AP. LAT.SP.VIEW,OS,0.25,170,178.5,187.43,,,
FMXRY-0068,KNEE STRESS (ONE SIDE),OS,0.25,100,105,110.25,,,
48307,KNIFE MVR 0.90MM 20G 45DEG ANGLED BD #376620,OS,0.25,120,126,132.3,,,
FMLAB-1595,K-RAS GENE ANALYSIS,OS,0.25,6000,6300,"6,615.0
0",,,
MS-K-000302,KYPHOPLASTY KIT IMEDICOM # IBE-B00,OS,0.25,20000,21000,"22,050.
00",,,
FMANAP0061,L.A ANAESTHESIA,OS,0.25,500,525,551.25,,,
ORT-0012,L.A. 2 K Wire Removal,P1,0,500,525,551.25,,,
SUR-0023,L.A. Haematoma Evacuation,P1,0,1173,1231.65,"1,293.2
3",,,
SUR-0014,L.A. Lymph Node Biopsy,P1,0,1017,1067.85,"1,121.2
4",,,
FMOBG-0236,L.S.C.S 3RD TIME,OS,0.25,4320,4536,"4,762.8
0",,,
FMOBG-0237,L.S.C.S 4TH TIME AND MORE,OS,0.25,4800,5040,"5,292.0
0",,,
FMDNTC0016,LABIAL FRENECTOMY,OS,0.25,600,630,661.5,,,
OPT-0010,Lacrimal Canaliculum Probing,P1,0,1000,1050,"1,102.5
0",,,
OPT-0027,Lacrimal Canaliculum Reconst,P1,0,5000,5250,"5,512.5
0",,,
OPT-0011,Lacrimal Gland Biopsy,P1,0,2112,2217.6,"2,328.4
8",,,
FMLAB-9179,LACTATE (LACTIC ACID),OS,0.25,315,330.75,347.29,,,
OPT-0035,Lamellar Keratoplasty,P1,0,9500,9975,"10,473.
75",,,
DRDE040439,LAMIA HASSAN MOHAMMED,CO,0,100,125,150,,,
NEU-0018,Laminectomy for Stenosis,P1,0,14080,14784,"15,523.
20",,,
ORT-0066,Laminectomy- Laser Conclusive,P1,0,11947,12544.35,"13,171.
57",,,
ORT-0062,Laminectormy & Lumbar Disectomy Recurrent One Level,P1,0,10000,10500,"11,025.
00",,,
FMLAB-9316,LAMOTRIGIN (LAMICTAL),OS,0.25,302.16,317.27,333.13,,,
MS-L-000141,LANCET ACCU-CHEK SAFE T-PRO UNO 28G ROCHE,OS,0.25,1.14,1.2,1.26,,,
25995,LANCETO FINE POINT,OS,0.25,0.05,0.05,0.06,,,
048382,LANCETS BOX X 200 COUNT,OS,0.25,59.28,62.24,65.36,,,
48382,LANCETS BOX X 200 COUNT.,OS,0.25,59.28,62.24,65.36,,,
042464,LANCETS ULTRA SOFT,OS,0.25,0.5,0.53,0.55,,,
42464,LANCETSULTRASOFT,OS,0.25,0.5,0.53,0.55,,,
FMSUR-9193,LAP SLEEVE GASTRECTOMY,OS,0.25,4800,5040,"5,292.0
0",,,
SUR-0050,Lap. Appendectomy,P1,0,6500,6825,"7,166.2
5",,,
SUR-0049,Lap. Cholecystectomy,P1,0,7500,7875,"8,268.7
5",,,
SUR-0066,Lap. Closure of Perforated of D.U.,P1,0,8500,8925,"9,371.2
5",,,
FMSUR-2041,LAP. CLOSURE PERF PEPTIC ULCER,OS,0.25,3396.06,3565.86,"3,744.1
6",,,
OBG-0046,Lap. Hysterectomy/Myomectomy,P1,0,8213,8623.65,"9,054.8
3",,,
SUR-0051,Lap. Inguinal Hernia Repair w/o Mesh,P1,0,4000,4200,"4,410.0
0",,,
OBG-0025,Lap. Ovarian Cystectomy,P1,0,6400,6720,"7,056.0
0",,,
SUR-0098,Lap. Vagotomy & Gastrojejunostomy,P1,0,10667,11200.35,"11,760.
37",,,
SUR-0071,Laparoscopic Adhesolysis,P1,0,7000,7350,"7,717.5
0",,,
FMSUR-2136,LAPAROSCOPIC BILATERAL HERNIO- RHAPY,OS,0.25,3952.41,4150.03,"4,357.5
3",,,
FMURO-0170,LAPAROSCOPIC BILATERAL VARICOCELECTOMY,OS,0.25,7797.6,8187.48,"8,596.8
5",,,
FMSUR-2123,LAPAROSCOPIC CHOLECYSTECTOMY,OS,0.25,3840,4032,"4,233.6
0",,,
FMOBG-0024,LAPAROSCOPIC EXAMINATION,OS,0.25,1632,1713.6,"1,799.2
8",,,
FMSUR-2044,LAPAROSCOPIC FUNDOPLICATION,OS,0.25,3024,3175.2,"3,333.9
6",,,
FMSUR-2135,LAPAROSCOPIC HERNIORRHAPHY,OS,0.25,2261.3,2374.37,"2,493.0
8",,,
FMSUR-2065,LAPAROSCOPIC LYSIS OF PERITON- EAL ADHESION,OS,0.25,3336,3502.8,"3,677.9
4",,,
FMXRAY1407,Ir. Splenic Artery Embolization (Without coils price),P1 ,0,0,18000,18900,,,
FMOBG-0174,LAPAROSCOPIC MYOMECTOMY,OS,0.25,3177.6,3336.48,"3,503.3
0",,,
FMOBG-0244,LAPAROSCOPIC OVARIAN CYSTECTOMY,OS,0.25,1539,1615.95,"1,696.7
5",,,
URO-0015,Laparoscopic Varicocele,P1,0,3500,3675,"3,858.7
5",,,
FMSUR-9194,LAPAROSCOPIC VENTRAL HERNIA REPAIR WITH MESH,OS,0.25,5848.2,6140.61,"6,447.6
4",,,
FMSUR-3313,Laparoscopic Mini Gastric Bypass,P1,0,17000,17850,"18,742.
50",,,
FMOBG-0025,LAPAROSCOPY - OPERATION,OS,0.25,2690.17,2824.68,"2,965.9
1",,,
SUR-0032,Laparoscopy (Diagnostic),P1,0,2900,3045,"3,197.2
5",,,
OBG-0007,Laparoscopy (Not Infertility Investigations-exploration,P1,0,2631,2762.55,"2,900.6
8",,,
FMOBG-0107,LAPAROSCOPY W/ SALPINGOTOMY,OS,0.25,2690.17,2824.68,"2,965.9
1",,,
FMOBG-0029,LAPAROTOMY - DIAGNOSTIC,OS,0.25,2149.21,2256.67,"2,369.5
0",,,
SUR-0086,Laporotomy Exploration w/ Procedure,P1,0,7500,7875,"8,268.7
5",,,
SUR-0070,Laporotomy without Procedure,P1,0,5000,5250,"5,512.5
0",,,
FMSUR-9041,LAPROSCOPIC ASSISTED RETROPERITONEAL LYMPH NODE EXCISION,OS,0.25,2436.75,2558.59,"2,686.5
2",,,
SUR-0099,Laproscopic Diaphrag Hernia,P1,0,6000,6300,"6,615.0
0",,,
SUR-0106,Laproscopic Fundoplication,P1,0,11000,11550,"12,127.
50",,,
FMSUR-3313,LAPROSCOPIC GASTRIC BYPASS,P1,0,17000,17000,17850,,,
FMOBG-0208,LAPROSCOPIC SALPHENGECTOMY,OS,0.25,1920,2016,"2,116.8
0",,,
FMERDA0065,LARGE DRESSING,OS,0.25,90,94.5,99.23,,,
SUR-0046,Large Incisional Hernia w/out mesh - surgical,P1,0,5973,6271.65,"6,585.2
3",,,
ENT-0035,Laser Assited Uveloplatoplasty (LAUP),P1,0,4267,4480.35,"4,704.3
7",,,
FMOPTH0038,LASER CAPSULOTOMY,OS,0.25,1949.4,2046.87,"2,149.2
1",,,
FMURO-2191,LASER DEROOTING OF URETROCELE,OS,0.25,8772.3,9210.92,"9,671.4
6",,,
NEU-0002,Laser Discectomy,P1,0,12000,12600,"13,230.
00",,,
OPT-0006,Laser Photocoagulation / Eye,P1,0,1173,1231.65,"1,293.2
3",,,
FMURO-2046,LASER STONE KIDNEY FRAGMENTATION,OS,0.25,1920,2016,"2,116.8
0",,,
FMURO-2048,LASER STONE URETERAL FRAGMENTATION,OS,0.25,2112,2217.6,"2,328.4
8",,,
FMPTD-0108,LASER THERAPY,OS,0.25,100,105,110.25,,,
FMLAB-1784,LBC & HPV (DNA),OS,0.25,1949.4,2046.87,"2,149.2
1",,,
FMLAB-1632,LBC (LIQUID BASED CYTOLOGY),OS,0.25,500,525,551.25,,,
FMLAB-2054,LDH (LACTATE DEHYDROGENASE),OS,0.25,190,199.5,209.48,,,
FMDNTS0349,LE FORT FRACTURE (ORIF),OS,0.25,19494,20468.7,"21,492.
14",,,
FMLAB-9046,LEAD (B` U),OS,0.25,385,404.25,424.46,,,
017592,LEAD PACING TEMPORARY MYOCARDIAL MEDTRONIC #6495/6500,OS,0.25,1096.59,1151.42,"1,208.9
9",,,
MS-L-000183,LEAD W/ELECTRODE STANDARD NEOTECH #N301,OS,0.25,16,16.8,17.64,,,
FMCAT-0008,LEFT HEART CAHTETERIZATION,OS,0.25,1539,1615.95,"1,696.7
5",,,
FMLAB-9272,LEGIONELLA ABS.FMLAB-9272,OS,0.25,800,840,882,,,
FMLAB-9568,LEGIONELLA PNEUMPHILA ANTIGEN,OS,0.25,240,252,264.6,,,
FMLAB-9566,LEISHMANIA IHA & IgG IgM,OS,0.25,575,603.75,633.94,,,
MS-L-000110,LENS INTRAOCULAR INJECTABLE IQ ALCO 2000,OS,0.25,1118.26,1174.17,"1,232.8
8",,,
FMLAB-1087,LEUCOCYTE COUNT (TOTAL),OS,0.25,40,42,44.1,,,
FMLAB-1075,LEUKOCYTE FILTER,OS,0.25,150,157.5,165.38,,,
FMLAB-1588,LEVETIRAZETAM LEVEL,OS,0.25,600,630,661.5,,,
FMLAB-3019,LH (LUTEINISING HORMONE),OS,0.25,200,210,220.5,,,
MS-L-000171,LIGASURE BLUNT TIP LAPAROSCOPIC SEALER/DIVIDER 5~37CM COVIDIEN #LF1837,OS,0.25,3383.52,3552.7,"3,730.3
3",,,
MS-L-000706,LIGASURE BLUNT TIP OPEN SEALER 44CM MEDTRONICS #LF1844,OS,0.25,2000,2100,"2,205.0
0",,,
URO-0032,Ligation Varicocele (Both Side),P1,0,4622,4853.1,"5,095.7
6",,,
URO-0031,Ligation Varicocele (One Side) surgery,P1,0,3378,3546.9,"3,724.2
5",,,
FMDNTC0017,LINGUAL FRENECTOMY (TONGUE TIE),OS,0.25,480,504,529.2,,,
FMLAB-2055,LIPASE,OS,0.25,110,115.5,121.28,,,
FMLAB-2019,LIPID PROFILE (CHOLESTEROL`TRIGLYCERIDE` HDL& LDL),OS,0.25,350,367.5,385.88,,,
FMDER-0138,LIQUID NIRTOGEN APPL. SMALL,OS,0.25,60,63,66.15,,,
FMDER-0140,LIQUID NITROGEN APPL. LARGE,OS,0.25,220,231,242.55,,,
FMDER-0139,LIQUID NITROGEN APPL. MEDIUM,OS,0.25,115,120.75,126.79,,,
URO-0033,Lithopaxy End.Blader Stone,P1,0,2000,2100,"2,205.0
0",,,
FMENDE0090,Liver Fibroscan,OS,0.25,992,1041.6,"1,093.6
8",,,
FMLAB-1612,LIVER FIBROSIS TEST,OS,0.25,2000,2100,"2,205.0
0",,,
FMLAB-1677,LIVER FUNCTION TESTS,OS,0.25,340,357,374.85,,,
FMLAB-9088,LIVER KIDNEY MICROSOMAL ABS (LKM),OS,0.25,300,315,330.75,,,
FMSUR-3363,LIVER RESECTION (SEGMENTECTOMY),P1,0,16500,17325,"18,191.
25",,,
FMANAP0032,LOCAL ANAESTHESIA ASSISTANT/HR,OS,0.25,40,42,44.1,,,
FMPTD-0082,LOCAL INJECTION,OS,0.25,115,120.75,126.79,,,
MS-L-000719,LOCKING SCREW 2.4X14MM-AUXIEN,OS,0.25,300,315,330.75,,,
MS-L-000716,LOCKING SCREW 5.0X28MM-AUXIEN #TI-119.028,OS,0.25,400,420,441,,,
FMPTD-0055,LOCOMOTION THERAPHY(1 SESSION),OS,0.25,190,199.5,209.48,,,
FMLAB-9089,LONG ACTING THYROID STIMULATOR ABS THYROID RECEPT,OS,0.25,670,703.5,738.68,,,
45701,LOOP CUTTING 24 FR. ANGLED COLOR YELLOW #26050G,OS,0.25,861.12,904.18,949.38,,,
MS-L-000593,LOOPVASCULARBLUEMAXIKEYSURGICAL/ASPENNo.VL- 206/011012PBX,OS,0.25,34.47,36.19,38,,,
SUR-0038,Low Anal Fistula,P1,0,2750,2887.5,"3,031.8
8",,,
FMPDS-0036,LOW ANAL FISTULA.,OS,0.25,1272,1335.6,"1,402.3
8",,,
SUR-0034,Low Imperforated Anus,P1,0,3000,3150,"3,307.5
0",,,
FMOBG-0014,LOWER SEG. CAESAREAN SECTION,OS,0.25,2880,3024,"3,175.2
0",,,
FMOBG-0020,LOWER SEG. CAESARIAN SECTION- TWIN DELIVERY,OS,0.25,3360,3528,"3,704.4
0",,,
FMOBG-0134,LOWER SEG. UTERINE CAESARIAN SECTION - REPEATED,OS,0.25,3177.6,3336.48,"3,503.3
0",,,
FMDNTC0026,LOWERING OF THE FLOOR OF MOUTH,OS,0.25,2700,2835,"2,976.7
5",,,
FMSUR-2067,LT. LAT. ANAL SPHINCTEROTOMY,OS,0.25,892.8,937.44,984.31,,,
NEU-0006,Lumbar - Two Disc,P1,0,12500,13125,"13,781.
25",,,
ORT-0063,Lumbar / Cervical Disectomy One Level,P1,0,10169,10677.45,"11,211.
32",,,
ORT-0067,Lumbar Disc Prolapse- Recurrent,P1,0,13440,14112,"14,817.
60",,,
FMORT-9987,LUMBAR DISECTOMY AND POSTERIOR INSTRUMENTATION,OS,0.25,6530.49,6857.01,"7,199.8
7",,,
FMNEU-9917,LUMBAR LAMINECTOMY,OS,0.25,3840,4032,"4,233.6
0",,,
ORT-0076,Lumbar Laminectormy one Level,P1,0,11947,12544.35,"13,171.
57",,,
NEU-0019,Lumbar Meningocele,P1,0,7467,7840.35,"8,232.3
7",,,
FMPDT-0007,LUMBAR PUNCTURE,OS,0.25,220,231,242.55,,,
FMNEU-0062,LUMBAR PUNCTURE .,OS,0.25,215.46,226.23,237.54,,,
MTANA-0001,LUMBAR PUNCTURE . .,OS,0.25,100,105,110.25,,,
FMOHU-0009,LUMBAR PUNCTURE . ..,OS,0.25,215.46,226.23,237.54,,,
FMICU-0009,LUMBAR PUNCTURE ..,OS,0.25,215.46,226.23,237.54,,,
FMANAP0002,LUMBAR PUNCTURE.,OS,0.25,215.46,226.23,237.54,,,
FMORT-0348,LUMBAR PUNCTURE. .,OS,0.25,215.46,226.23,237.54,,,
FMXRY-0027,LUMBAR SPINE AP. & LAT.,OS,0.25,150,157.5,165.38,,,
FMXRY-0028,LUMBAR SPINE AP.` LAT. & OBL.,OS,0.25,250,262.5,275.63,,,
FMPTD-0190,LUMBAR TRACTION ELECTRICAL,OS,0.25,150,157.5,165.38,,,
SUR-0058,Lumpectomy with Axillary Mass,P1,0,7858,8250.9,"8,663.4
5",,,
FMXRY-0411,LUNG PERFUSION,OS,0.25,1500,1575,"1,653.7
5",,,
FMXRY-0412,LUNG VENMTILLATION,OS,0.25,1500,1575,"1,653.7
5",,,
FMLAB-9244,LUPUS ANTICOAGULANT ABS.,OS,0.25,615,645.75,678.04,,,
FMLAB-8079,LYMPH CHROMO. REFERAL,OS,0.25,3200,3360,"3,528.0
0",,,
FMSUR-4014,LYMPH NODES BIOPSY (DEEP),OS,0.25,892.8,937.44,984.31,,,
FMLAB-9127,"LYMPHOCYTES (CD3, CD4, CD8)",OS,0.25,300,315,330.75,,,
FMLAB-1582,LYMPHOCYTES SUBCETS-TOTAL T/B/NK,OS,0.25,1286.6,1350.93,"1,418.4
8",,,
FMPSYA0033,M.M.P.I.,OS,0.25,280,294,308.7,,,
FMXRY-0634,M.R. UROGRAPHY,OS,0.25,1250,1312.5,"1,378.1
3",,,
FMXRY-0651,M.R.A CAROTID,OS,0.25,1250,1312.5,"1,378.1
3",,,
FMXRY-0631,M.R.A INTRACRANIAL,OS,0.25,1250,1312.5,"1,378.1
3",,,
FMXRY-0656,M.R.A. ANGIO ABDOMEN,OS,0.25,1250,1312.5,"1,378.1
3",,,
FMXRY-0633,M.R.C.P.,OS,0.25,1250,1312.5,"1,378.1
3",,,
FMXRY-0665,M.R.I FOLLOW UP,OS,0.25,250,262.5,275.63,,,
FMXRY-0907,M.R.I FOLLOW-UP,OS,0.25,200,210,220.5,,,
FMXRY-0661,M.R.I HAND,OS,0.25,1250,1312.5,"1,378.1
3",,,
FMXRY-0663,M.R.I LEG,OS,0.25,1250,1312.5,"1,378.1
3",,,
FMXRY-0653,M.R.I PAROTID,OS,0.25,1250,1312.5,"1,378.1
3",,,
FMXRY-0600,M.R.I.,OS,0.25,1250,1312.5,"1,378.1
3",,,
FMXRY-0630,M.R.I. ABDOMEN & PELVIS W/O CONTRAST,OS,0.25,1656.99,1739.84,"1,826.8
3",,,
FMXRY-0628,M.R.I. ABDOMEN WITH CONTRAST,OS,0.25,1250,1312.5,"1,378.1
3",,,
FMXRY-0637,M.R.I. ANKLE OR FOOT,OS,0.25,1250,1312.5,"1,378.1
3",,,
FMXRY-0624,M.R.I. BRAIN W/O CONTRAST,OS,0.25,1250,1312.5,"1,378.1
3",,,
FMXRY-0640,M.R.I. BRAIN WITH CONTRAST,OS,0.25,1583.33,1662.5,"1,745.6
2",,,
FMXRY-0626,M.R.I. CERVICAL SPINE W/O CONTRAST,OS,0.25,1250,1312.5,"1,378.1
3",,,
FMXRY-0655,M.R.I. CHEST,OS,0.25,1656.99,1739.84,"1,826.8
3",,,
FMXRY-0643,M.R.I. DORSAL SPINE W/ CONTRAST,OS,0.25,1250,1312.5,"1,378.1
3",,,
FMXRY-0627,M.R.I. DORSAL SPINE W/O CONTRAST,OS,0.25,1250,1312.5,"1,378.1
3",,,
FMXRY-0638,M.R.I. ELBOWS,OS,0.25,1250,1312.5,"1,378.1
3",,,
FMXRY-0664,M.R.I. FOOT,OS,0.25,1656.99,1739.84,"1,826.8
3",,,
FMXRY-0909,M.R.I. FOR CONTRAST,OS,0.25,200,210,220.5,,,
FMXRY-0644,M.R.I. FOR TUMORS W/ CONTRAST,OS,0.25,1250,1312.5,"1,378.1
3",,,
FMXRY-0639,M.R.I. HIPS,OS,0.25,1250,1312.5,"1,378.1
3",,,
FMXRY-0636,M.R.I. KNEE (ONE SIDE),OS,0.25,1250,1312.5,"1,378.1
3",,,
FMXRY-0641,M.R.I. LUMBOSACRAL SPINE W/ CONTRAST,OS,0.25,1250,1312.5,"1,378.1
3",,,
FMXRY-0625,M.R.I. LUMBOSACRAL SPINE W/O CONTRAST,OS,0.25,1250,1312.5,"1,378.1
3",,,
FMXRY-0649,M.R.I. NECK,OS,0.25,1250,1312.5,"1,378.1
3",,,
FMXRY-0645,M.R.I. ORBITS,OS,0.25,1250,1312.5,"1,378.1
3",,,
FMXRY-0629,M.R.I. PELVIS WITH CONTRAST,OS,0.25,1250,1312.5,"1,378.1
3",,,
FMXRY-0646,M.R.I. PETROUS BONE,OS,0.25,1250,1312.5,"1,378.1
3",,,
FMXRY-0647,M.R.I. SELLA TURCICA,OS,0.25,1250,1312.5,"1,378.1
3",,,
FMXRY-0635,M.R.I. SHOULDER,OS,0.25,1250,1312.5,"1,378.1
3",,,
FMXRY-0618,M.R.I. SPECIAL SEQUENCE,OS,0.25,1250,1312.5,"1,378.1
3",,,
FMXRY-0662,M.R.I. THIGH,OS,0.25,1250,1312.5,"1,378.1
3",,,
FMXRY-0616,M.R.I. WITH GADOLONIUM,OS,0.25,2241.81,2353.9,"2,471.6
0",,,
FMXRY-0660,M.R.I. WRIST,OS,0.25,1250,1312.5,"1,378.1
3",,,
FMXRY-0642,M.R.I.CERVICAL SPINE W/ CONTRAST,OS,0.25,1851.93,1944.53,"2,041.7
5",,,
EDOT091396,MAANI NUSAIR,CO,0,100,125,150,,,
MS-M-000196,MACHINE OXYGEN CONCENTRATOR EVERFLO PHILIPS #1020008-UK,OS,0.25,7967.23,8365.59,"8,783.8
7",,,
ERER080947,MAGDY ELSAYED AHMED,CO,0,100,125,150,,,
OROP031019,MAGED ABDELHALEEM KHALIL ALBANOUBY,CO,0,100,125,150,,,
IMCU031096,MAGED MOHAMED ALI GHAZAL,CO,0,100,125,150,,,
IMGA090602,MAGED THARWAT EL GHANNAM,CO,0,100,125,150,,,
FMLAB-2056,MAGNESIUM,OS,0.25,50,52.5,55.13,,,
DRDE061311,MAHA ALA ELMESELLAWY,CO,0,100,125,150,,,
OROP011285,MAHMOUD ABDELMONSEF GHONEEM,CO,0,100,125,150,,,
ERER060769,MAHMOUD BABIKIR ELTAYEB,CO,0,100,125,150,,,
CSCS010897,MAHMOUD KHAIRY ABDELATEEF EL HAISH,CO,0,100,125,150,,,
PLPL011201,MAHMOUD MAHRAN AMIN MAHRAN,CO,0,100,125,150,,,
EDNE091226,MAHMOUD MOHAMED SABRY,CO,0,100,125,150,,,
NENE010308,MAHMOUD MOHAMMAD SABRY,CO,0,100,125,150,,,
ORT-0069,Major Joints Disarticulation,P1,0,8500,8925,"9,371.2
5",,,
EDPA091051,MALAK ALGHAMDI,CO,0,100,125,150,,,
FMLAB-1628,MALARIA ANTIGEN DETECTION,OS,0.25,90,94.5,99.23,,,
FMLAB-9090,MALARIAL ABS,OS,0.25,253.42,266.09,279.4,,,
FMXRY-0928,MALFORMATION EMBOLIZATION,OS,0.25,10721.7,11257.79,"11,820.
67",,,
IMIM040490,MAMDOUH ABDEL RAHEEM,CO,0,100,125,150,,,
FMXRY-0255,MAMMOGRAPHY BILATERAL,OS,0.25,600,630,661.5,,,
FMXRY-0254,MAMMOGRAPHY UNILATERAL,OS,0.25,350,367.5,385.88,,,
PAPE030749,MANAL SAID AHMED,CO,0,100,125,150,,,
PAPE011249,MANAL SAID AHMED ABDELHAMID,CO,0,100,125,150,,,
OBG-0021,Manchester Repair,P1,0,4267,4480.35,"4,704.3
7",,,
FMXRY-0007,MANDIBLE PA OBL.,OS,0.25,150,157.5,165.38,,,
DNT-0039,MANDIBULAR CONDYLECTOMY,P1,0,23467,24640.35,"25,872.
37",,,
DNT-0036,MANDIBULAR OSTEOTOMY,P1,0,23467,24640.35,"25,872.
37",,,
FMORT-0438,MANIPULATION UNDER G.A. UNSPEC SITE (SINGLE JOINT),OS,0.25,760,798,837.9,,,
FMPTD-0008,MANUAL MASSAGE - PARTL,OS,0.25,100,105,110.25,,,
FMPTD-0009,MANUAL MASSAGE - TOTAL,OS,0.25,130,136.5,143.33,,,
FMOBG-0017,MANUAL REMOVAL OF PLACENTA,OS,0.25,555,582.75,611.89,,,
005791,MARCAINE SPINAL HEAVY 0.5% 4ML X 5,OS,0.25,47.5,49.88,52.37,,,
5791,MARCAINE SPINAL HEAVY 0.5% 4ML X 5.,OS,0.25,47.5,49.88,52.37,,,
FMDNTS0031,MARSUPIALIZATION LARGE CYST,OS,0.25,3226.26,3387.57,"3,556.9
5",,,
FMDNTC0004,MARSUPIALIZATION OF CYST,OS,0.25,2363.65,2481.83,"2,605.9
2",,,
FMDNTS0066,MARSUPIALIZATION OF RANULA SML,OS,0.25,1867.32,1960.69,"2,058.7
2",,,
EDOR090450,MARTINI ABDULKHADER,CO,0,100,125,150,,,
OGOB081106,MARWA AHMED ABOUELSOUD EMARA,CO,0,100,125,150,,,
DMDL030570,MARWA EL SAYED AHMED EL GENDY,CO,0,100,125,150,,,
PAPE030854,MARWA ELSAYED ELGOARANY,CO,0,100,125,150,,,
ETAU011203,MARWA MAHMOUD BAHGAT IBRAHIM,CO,0,100,125,150,,,
OROP030649,MARWAN MOSTAFA MOHAMED,CO,0,100,125,150,,,
IMIM050523,MARYAM ZAFAR,CO,0,100,125,150,,,
MS-M-000271,MASK COMFO FACIAL LARGE #10245,OS,0.25,651.44,684.01,718.21,,,
37587,MASK FACE ANAESTHESIA ECOMASK SIZE 2 CLEAR #7092000,OS,0.25,10,10.5,11.03,,,
37586,MASK FACE ANAESTHESIA ECOMASK SIZE 3 SMALL ADULT #7093000,OS,0.25,16,16.8,17.64,,,
37585,MASK FACE ANAESTHESIA ECOMASK SIZE 4 MEDIUM ADULT #7094000,OS,0.25,16,16.8,17.64,,,
37584,MASK FACE ANAESTHESIA ECOMASK SIZE 5 LARGE ADULT #7095000,OS,0.25,16,16.8,17.64,,,
037584,MASK FACE ANAESTHESIA ECOMASK SIZE 5 LARGE ADULT #MP01515/7095000,OS,0.25,37.75,39.64,41.62,,,
MS-M-000237,MASK FACE ANTI VIRAL VIRO BLOCK # VBHF002,OS,0.25,12,12.6,13.23,,,
020236,MASK FACE PARTICULATE RESPIRATOR N95#093-3395/1860,OS,0.25,42.14,44.25,46.46,,,
20236,MASK FACE PARTICULATE RESPIRATOR N95#093-3395/1860.,OS,0.25,42.14,44.25,46.46,,,
MS-M-000147,MASK FACE SURGEON BLUE EAR-LOOP 3PLY,OS,0.25,3.59,3.77,3.96,,,
17634,MASK FACE SURGEON BLUE TIE ON,OS,0.25,0.25,0.26,0.28,,,
MS-M-000241,MASK FACE W/PLASTIC SHIELD,OS,0.25,20,21,22.05,,,
MS-M-000034,MASK LARYNGEAL DISPOSABLE SIZE 4,OS,0.25,40,42,44.1,,,
MS-M-000055,MASK LARYNGEAL DISPOSABLE SIZE 5 FLEXICARE.,OS,0.25,80,84,88.2,,,
MS-M-000054,MASK LARYNGEAL DISPOSABLE SIZE1.0,OS,0.25,60,63,66.15,,,
038539,MASK LARYNGEAL SIZE 2 DISPOSABLE #321200000/8002000,OS,0.25,99.59,104.57,109.8,,,
038540,MASK LARYNGEAL SIZE 2.5 DISPOSABLE #321250000/8002500,OS,0.25,88.1,92.51,97.13,,,
38540,MASK LARYNGEAL SIZE 2.5 SOLUS DISPOSABLE #8002500,OS,0.25,60,63,66.15,,,
017539,MASK LARYNGEAL SIZE 3 DISPOSABLE #321300000,OS,0.25,91.93,96.53,101.35,,,
17538,MASK LARYNGEAL SIZE 4 DISPOSABLE #321400000,OS,0.25,91.4,95.97,100.77,,,
