Service Code,Description,Price 2022 ,Type,LOS
FMLAB-9613,NICOTINAMIDE (NIACIN) (vit B3),255.25631249999998,service,
FMLAB-9614,NICOTINE (S.U),765.7689375,service,
FMLAB-9615,NITRAZEPAM (MOGADAN),408.4101,service,
FMLAB-9616,NOCARDIA/ ACTINOMYCES DIRECT EXAM,408.4101,service,
FMLAB-9617,NORTRIPTYLINE,338.2145865,service,
FMLAB-9620,ALKALINE PHOSPHATASE-BONE (OSTASE),433.93573124999995,service,
FMLAB-9621,OSTEOPOROSIS SCREEN,791.29456875,service,
FMLAB-9624,OXAZEPAM,188.88967125,service,
FMLAB-9625,P53  (TUMOUR SUPRESSOR GENE ),2042.0504999999998,service,
FMLAB-9626,PAH / PARA-AMINO HIPPURIC ACID,172.29803850000002,service,
FMLAB-9627,"PALLADIUM (B.SALIVA, S.U.)",663.6664125000001,service,
FMLAB-9628,PANCREASE ELASTASE (Fecal),459.4613625,service,
FMLAB-9629,PANCREATIC DUCT EPITHELIAL ABS,338.2145865,service,
FMLAB-9630,HUMAN PAPILLOMA VIRUS DNA (HPV-DNA),1914.42234375,service,
FMLAB-9631,"PARAINFLUENZA (TYPE 1,2,&3)",459.4613625,service,
FMLAB-9632,PARATHYROID ABS,408.4101,service,
FMLAB-9633,PARATHYROID  TISSUE ABS,370.12170825000004,service,
FMLAB-9635,PAROTIS ABS,338.2145865,service,
FMLAB-9637,PARVOVIRUS IMMUNOBLOT IGG,561.5638875000001,service,
FMLAB-9638,PARVOVIRUS IMMUNOBLOT IGM,561.5638875000001,service,
FMLAB-9639,PCP (PHENCYCLIDINE),280.78194375000004,service,
FMLAB-9640,PENTACHLOROPHENOL,459.4613625,service,
FMLAB-9641,PETHIDINE CONFIRMATION,408.4101,service,
FMLAB-9644,PHENOL,427.554351,service,
FMLAB-9645,PHENYLBUTAZONE,338.2145865,service,
FMLAB-9647,PH1 (PHOSPHOHYXOSE ISOMERASE),159.53516775,service,
FMLAB-9648,PHOSPHATE INORGANIC (S.U),114.86539575,service,
FMLAB-9650,PHYTANIC ACID,1123.1277750000002,service,
FMLAB-9657,POLYOMA  JCV VIRUS DNA BY PCR,1531.537875,service,
FMLAB-9659,PORPHYRINS IN FAECES (PROTOPORPHYRIN),1378.3840874999999,service,
FMLAB-9660,PORPHYRINS IN URINE,1084.8393832499999,service,
FMLAB-9661,PREALBUMIN,204.20505,service,
FMLAB-9662,PREGNANDIOL,293.5448145,service,
FMLAB-9677,METHOTREXATE,449.25111000000004,service,
FMLAB-9678,PROINSULIN,357.3588375,service,
FMLAB-9680,PROPAFENONE,408.4101,service,
FMLAB-9681,PROPANALOL,255.25631249999998,service,
FMLAB-9682,PROPYLPHENAZONE,338.2145865,service,
FMLAB-9685,ALPHA 1-ANTITRYPSIN  (F),382.88446875,service,
FMLAB-9687,ARYLSULPHATASE B,1735.7429249999998,service,
FMLAB-9688,"PROTEIN S-100 (CSF,S)",484.98699374999995,service,
FMLAB-9689,PROTEINASE 3 ABS,484.98699374999995,service,
FMLAB-9690,PROTEINURIA STRUCTURE,816.8202,service,
FMLAB-9691,PROTHROMBIN FRAGMENT 1 + 2,459.4613625,service,
FMLAB-9693,PROTRIPTHYLINE (MAXIMED),382.88446875,service,
FMLAB-9698,QUINIDINE,408.4101,service,
FMLAB-9699,QUININE,280.78194375000004,service,
FMLAB-9700,RABIES ABS,816.8202,service,
FMLAB-9703,REVERSE T3,338.2145865,service,
FMLAB-9704,"RHEUMATOID FACTOR IGA,IGG & IGM",710.8888027500001,service,
FMLAB-9705,RIBONUCLEASE,338.2145865,service,
FMLAB-9706,RICKETTSIA ABS,338.2145865,service,
FMLAB-9707,RIFAMPICIN,408.4101,service,
FMLAB-9708,RITALIN (METHLPHENIDATE),478.6056135,service,
FMLAB-9709,RNA ABS,561.5638875000001,service,
FMLAB-9710,ROHYPNOL (FLUNITRAZEPAM),453.07998225,service,
FMLAB-9713,SANDFLY FEVER VIRUS ABS IGG/IGM,1531.537875,service,
FMLAB-9714,SCC (SQUAMOUS CELL CARCINOMA),474.77674125000004,service,
FMLAB-9716,SELENIUM (S.U),347.148585,service,
FMLAB-9717,SHIGELLA ABS,344.59607700000004,service,
FMLAB-9718,SIALIC ACID,433.93573124999995,service,
FMLAB-9719,SKELETAL MUSCLE ABS,248.87493225,service,
FMLAB-9729,STRATUM SPINOSUM (SPINY CELL) ABS,336.9383325,service,
FMLAB-9730,STRIATED MUSCLE ABS,219.52042875,service,
FMLAB-9731,SUBSTANCE  S,714.717675,service,
FMLAB-9733,SULTIAM (OSPOLOT),248.87493225,service,
FMLAB-9734,T3 ABS,336.9383325,service,
FMLAB-9736,T4 ABS,193.9947975,service,
FMLAB-9737,TAENIA ABS (CYSTERCICOSIS),453.07998225,service,
FMLAB-9741,TETRAHYDROALDOSTERONE,1084.8393832499999,service,
FMLAB-9742,TETRAHYDROCORTISONE,370.12170825000004,service,
FMLAB-9743,THIORIDAZINE,427.554351,service,
FMLAB-9745,THYMIDE KINASE,1021.0252499999999,service,
FMLAB-9746,"THYMUS ABS (IGA, IGM, IGG)",370.12170825000004,service,
FMLAB-9751,TIN (S.U),536.0382562499999,service,
FMLAB-9752,TOBRAMYCIN,408.4101,service,
FMLAB-9753,TOCAINIDE,338.2145865,service,
FMLAB-9754,TOLUENE (U),331.83320625000005,service,
FMLAB-9757,ASPERGILLUS ANTIGEN(GALACTOMANNAN),280.78194375000004,service,
FMLAB-9758,TOXOPLASMOSIS DNA (PCR),1531.537875,service,
FMLAB-9759,TPA (TISSUE POLYPEPTIDE AG.),638.1407812499999,service,
FMLAB-9761,TRANSKETOLASE ENZYME,389.265849,service,
FMLAB-9762,TRAZODONE,357.3588375,service,
FMLAB-9764,TRICHOLORACETIC ACID & TRICHLORETHANOL,478.6056135,service,
FMLAB-9765,TRIMIPRAMINE,357.3588375,service,
FMLAB-9768,UREAPLASMA UREALYTICUM ABS,280.78194375000004,service,
FMLAB-9769,UROPORPHYRINOGEN 1SYNTHASE,587.08951875,service,
FMLAB-9770,UROPORPHYRINS (F),229.73068125,service,
FMLAB-9771,VANADIUM (S.U),336.9383325,service,
FMLAB-9772,VASCULAR ABS,376.5030885,service,
FMLAB-9773,VERAPIMIL,816.8202,service,
FMLAB-9775,VIP (VASOACTIVE INTESTINAL POLYPEPTIDE),631.759401,service,
FMLAB-9776,PSA (TOTAL & FREE) + RATIO,698.1260422500001,service,
FMLAB-9779,VITAMIN K1,1486.8679927500002,service,
FMLAB-9780,CHOLESTEROL (LDL),382.88446875,service,
FMLAB-9786,ZINC PROTOPORPHYRINS,382.88446875,service,
FMLAB-9787,ANTIGEN DETECT. FOR CRYPTOCOCCUS SP.,172.29803850000002,service,
FMLAB-9790,PHENOTHIAZINE,242.49355200000002,service,
FMLAB-9791,AMNIOTIC FLUID CHROMSOMAL ANALYSIS,2807.8194375,service,
FMLAB-9793,CYTOGENETICS CHORIONIC VILLI  (CVS),3382.1461957499996,service,
FMLAB-9806,ANGELMAN SYNDROME CHROMOSOME 15 MICRODELETION BY MULTI-FISH,2527.03749375,service,
FMLAB-9808,FUNGUS  EXAMINATION (SMEAR),136.56215475,service,
FMLAB-9809,CSF DIRECT AGGLUTINATION,255.25631249999998,service,
FMLAB-9816,EBV IGG,185.060799,service,
FMLAB-9818,AMOEBA ANTIBODIES (IHA),191.4422895,service,
FMLAB-9820,PHADIOTOPE,210.58643025000003,service,
FMLAB-9833,OBESITY PROFILE,2086.72038225,service,
FMLAB-9837,"ANEMIA PROFILE (CBC, IRON, Ferritin)",765.7689375,service,
FMLAB-9849,CSF GLYCINE,1403.90971875,service,
FMLAB-9858,Anti Cardiolipin  IgG,131.4570285,service,
FMLAB-9859,Anti Cardiolipin IgM,131.4570285,service,
FMLAB-9860,"-CHECK-UP (HCV, HbsAg, HIV)",255.25631249999998,service,
FMLAB-9861,UNILEVER CHECKUP,676.4292832499999,service,
FMLAB-9890,SULFONYLUREA,1021.0252499999999,service,
FMLAB-9898,SPINAL MUSCULAR ATROPHY  (SMN 2),957.211227,service,
FMLAB-9899,PAPP-A (Pregnancy associated Plasma Protein A),510.51262499999996,service,
FMLAB-9968,17-KETOSTEROID FRACTIONATION,765.7689375,service,
FMLAB-9980,T.N.F (Tumor Necrosis Factor),714.717675,service,
FMLAB-9982,SAUDI CATERING PRE-EMPLOYMENT CHECKUP,541.1433824999999,service,
FMLAB-9984,Saccharomyces Cerevisiae Abs,610.062642,service,
FMLAB-9985,CYSTATIN-C,394.37097525,service,
FMLAB-9986,HEPARIN INDUCED THROMBOCYTOPENIA,842.3458312500001,service,
FMLAB-9987,HEPATITIS DELTA (HDV) Abs TOTAL,525.82800375,service,
FMLAB-9988,HEPATITIS E VIRUS Abs (IgM),459.4613625,service,
FMLAB-9989,INHIBIN B,717.27029325,service,
FMLAB-9991,CHLAMYDIA IgM,382.88446875,service,
FMLAB-9992,ACTIVATED PROTEIN C RESISTANCE APC,747.90105075,service,
FMLAB-9996,AICO CHECKUP,525.82800375,service,
FMLAB-9998,HEMOGLOBIN ABNORMALITY(HPLC),847.4509575,service,
FMLAB-9999,MISCELLANEOUS,331.83320625000005,service,
FMLABH0001,FACTOR XIII,342.04345875,service,
FMLABM0052,D-DIMER,548.801127,service,
FMLABM0174,TOPIRAMATE,1021.0252499999999,service,
FMMTR-0007,TREADMILL EXERCISE STRESS TEST,3573.5883750000003,service,
FMNBD-0001,"NICU I 24 HRS. (VENT.,P-OXIMET ER CAR. MON. O2, INCUBATOR)",2252.6369302499998,service,
FMNBD-0002,"NICU II 24 HRS.(INCUBATOR,     P-OXIMETER, C. MON. O2+HOOD)",1550.6821260000002,service,
FMNBD-0003,TICU(INCUBATOR MONITOR OXYGEN),357.3588375,service,
FMNBD-0004,BORROW.OF P.INCUBATOR/VENTILA- TOR,1410.291099,service,
FMNBD-0005,JAUNDICE METER,44.66988224999999,service,
FMNEP-0002,REGULAR HEMODIALYSIS,670.04779275,service,
FMNEP-0004,URGENT HEMODIALYSIS (PATIENT   HAS VASCULAR ACCESS,1340.09569575,service,
FMNEP-0006,URGENT PERITONEAL DIALYSIS     INTRA PERITONIAL CATHETER,4020.286977,service,
FMNEP-0007,REGULAR PERITONEAL DIALYSIS,1340.09569575,service,
FMNEP-0008,TINKOFF CATHETER PLACEMENT,1608.11476875,service,
FMNEP-0009,ARTERIO-VENOUS FISTULA CREAT.,1340.09569575,service,
FMNEP-0010,CONTINEOUS ARTERO-VEINE HEMO-  DIALYSIS,2680.1912812499995,service,
FMNEP-0011,HEMOPERFUSION (SPECIAL TECHNIQ,4690.33476975,service,
FMNEP-0012,FOLLOW-UP HAEMODIALYSIS,446.698602,service,
FMNEP-0013,HEMODIALYSIS TYPE A1 (8SE),4824.34430625,service,
FMNEP-0014,HEMODIALYSIS TYPE A2 (12SE),7038.6928447499995,service,
FMNEP-0015,HEMODIALYSIS TYPE B1 (24SE),13668.9755895,service,
FMNEP-0016,HEMODIALYSIS TYPE B2 (36SE),19903.610994749997,service,
FMNEP-0017,HEMODIALYSIS TYPE C1 (48 SE),25729.8363,service,
FMNEP-0019,FEMORAL CATHETE DOUBLE LUMEN,1531.537875,service,
FMNEP-0020,FEMORAL OR SUBCLAVICEN CATHETR,829.58307075,service,
FMNEP-0021,CENTRAL VEIN CATHETER FOR IV,280.78194375000004,service,
FMNEP-0022,SINGLE USE OF VANFLOW CANULA,70.1955135,service,
FMNEP-0023,SUDDEN NEED OF OXYGEN IN REG.,70.1955135,service,
FMNEP-0024,SUDDEN USE OF ECG MONITORING,70.1955135,service,
FMNEP-0025,PLASMA PHARESIS (TPE),4224.492027,service,
FMNEP-0026,REG.HEMODIALYSIS STAND.INVEST.,1410.291099,service,
FMNEP-0027,URGENT HEMO.(PAT.W/VASC.ACCESS,2112.2460135,service,
FMNEP-0028,URG.HEMO.W/FEMORAL V.SUB.CATH,4224.492027,service,
FMNEP-1000,DAY CARE SUPPERVISION,210.58643025000003,service,
FMNEP-2000,ADDITIONAL FEE FOR COMPLICATED,1410.291099,service,
FMNEU-0088,CHEMICAL RHIZOTOMY,2814.2008177499997,service,
FMNUM-0000,NEUROLOGY CONSULTATION (IN-PT),150.49124999999998,service,
FMNUM-0003,E.E.G. WITHOUT PROVOCATION,491.3683740000001,service,
FMNUM-0004,BRAIN MAPPER,1480.4866125,service,
FMNUM-0006,ULTRASONOGRAPHY (BRAIN),414.79148024999995,service,
FMNUM-0007,EPILEPSY CENTER PKG,4881.776949,service,
FMNUM-0008,HEADACHE CENTER PKG,1231.6116802499998,service,
FMNUM-0009,E.P.,1480.4866125,service,
FMNUM-0010,ZEEN TRAINER PER SETTING,82.958274,service,
FMNUM-0011,VIDEO E.E.G.,2552.5631249999997,service,
FMNUM-0016,EEG MONITORING - PACKAGE DEAL  12 HOURS (9:00PM - 9:00AM),3094.9827615000004,service,
FMNUM-0017,ONE VESSEL STUDY,280.78194375000004,service,
FMNUM-0019,COMPLETE STUDY,676.4292832499999,service,
FMNUM-0020,24 HOURS MONITORING,5360.382562499999,service,
FMNUM-0021,48 HOURS MONITORING,10720.765124999998,service,
FMNUM-0022,5 DAYS MONITORING,20101.4346645,service,
FMNUM-0023,SLEEP LAB,3190.70390625,service,
FMNUM-0026,ROUTINE EEG,829.58307075,service,
FMNUM-0027,EEG VIDEO MONITORING,3828.8446875,service,
FMNUM-0028,SUBDURAL,3828.8446875,service,
FMNUM-0029,INTRA OPERATIVE,1914.42234375,service,
FMNUM-0030,SLEEP EEG RECORD OVERNIGHT,3190.70390625,service,
FMNUM-0031,E M G,306.307575,service,
FMNUM-0032,EVOKED POTENTIAL,1276.2815624999998,service,
FMNUM-0033,DIGITAL EEG,574.3267582499999,service,
FMOBG-0002,ULTRASOUND SCAN WITH PHOTO,140.391027,service,
FMOBG-0003,CRYO CAUTERY,280.78194375000004,service,
FMOBG-0004,INSERTION OF I.U.D.,331.83320625000005,service,
FMOBG-0005,COLPOSCOPIC EXAMINATION,140.391027,service,
FMOBG-0006,COLPOSCOPIC EXAM. & PHOTO,210.58643025000003,service,
FMOBG-0008,COLPOSCOPY W/BIOPSY VAGINAL TREATMENT,414.79148024999995,service,
FMOBG-0009,EPIDURAL ANALGESIA,1129.50915525,service,
FMOBG-0011,FORCEPS DELIVERY (ROUTINE),2552.5631249999997,service,
FMOBG-0012,FORCEPS DELIVERY COMPLICATED   KIELAND,3522.5371125,service,
FMOBG-0013,VENTOUSE DELIVERY W/ VACUUM,2552.5631249999997,service,
FMOBG-0016,ANTENATAL (CTG)MONITORING/HR,140.391027,service,
FMOBG-0017,MANUAL REMOVAL OF PLACENTA,708.33629475,service,
FMOBG-0018,TWIN DELIVERY,2814.2008177499997,service,
FMOBG-0019,TRIPLETS DELIVERY,3522.5371125,service,
FMOBG-0065,A.I.H.,381.60821475,service,
FMOBG-0066,SEMEN WASH & SWIM UP,302.47870274999997,service,
FMOBG-0070,HIGH VAGINAL SWAB,140.391027,service,
FMOBG-0071,INDUCTION OF LABOUR,708.33629475,service,
FMOBG-0073,EPISIOTOMY - LOCAL ANAESTHESIA,567.94526775,service,
FMOBG-0074,AMNIOTOMY (ARM),280.78194375000004,service,
FMOBG-0075,BREECH DELIVERY,2814.2008177499997,service,
FMOBG-0090,CRYOCAUTERY OF CERVIX,421.17297075,service,
FMOBG-0091,THERMO-CAUTERY OF CERVIX,421.17297075,service,
FMOBG-0122,INTRAUTERINE DEVICE REMOVAL,331.83320625000005,service,
FMOBG-0123,ASPIRATION OF VULVAL CYST,114.86539575,service,
FMOBG-0124,EXAM.UNDER GENERAL ANAESTHESIA,210.58643025000003,service,
FMOBG-0137,ULTRASOUND SCAN W\O PHOTO,210.58643025000003,service,
FMOBG-0138,PUDENDAL BLOCK ANAESTHESIA,357.3588375,service,
FMOBG-0140,ULTRASOUND SCAN W/O PHOTO,70.1955135,service,
FMOBG-0141,OXYTOCIN CHALLENGE TEST(LESS   THAN 4 HRS.) INC. CTG MON.500,421.17297075,service,
FMOBG-0142,OXYTOCIN CHALL. TEST MORE 4HRS,708.33629475,service,
FMOBG-0143,ENDOMETRIAL PREMESTRUAL CURR.  (WITH OR W/THOUT ANAESTHESIA),421.17297075,service,
FMOBG-0144,SUCTION CURRETAGE,708.33629475,service,
FMOBG-0152,CERLAGE SUTURE REMOV.W/O ANAES THESIA,280.78194375000004,service,
FMOBG-0172,"VESTIBULE HEMATOMA, SMALL",421.17297075,service,
FMOBG-0173,VAGINAL ULTRASOUND,280.78194375000004,service,
FMOBG-1000,DAY CARE SUPERVISION,224.86865625000002,service,
FMOBG-1001,DOCTOR'S DAYCARE SUPERVISION,66.85284375,service,
FMOBGZ9999,USE OF DELIVERY ROOMS,421.17297075,service,
FMODT-0030,RETAINER UPER OR LOWER,638.1407812499999,service,
FMODT-0034,SPACE MAINTINER SIMPLE,638.1407812499999,service,
FMODT-0040,ORTHODONTIC DIAGNOSTIC RECORDS,1110.3650145,service,
FMODT-0045,ORTHODONTIC DEPOSIT,1276.2815624999998,service,
FMOHU-0001,E.C.G. PORTABLE,134.0095365,service,
FMOHU-0002,PORTABLE VENTALATOR,70.1955135,service,
FMOHU-0004,EPIDURAL CATHETER INSERTION,268.01918325,service,
FMOHU-0006,PACE MAKER,670.04779275,service,
FMOHU-0007,DEFEBRILATOR SHOCK,268.01918325,service,
FMOHU-0010,OHU DAILY ROOM RATE,1531.537875,service,
FMONC-0002,CHEMOTHERAPHY 1 DAY TREATMENT  IN CLINIC OR  WARD,580.7081384999999,service,
FMONC-0005,Oncology Doctor Supervision Charges,1914.42234375,service,
FMONC-0008,CHEMO. INTRA CAVIT.ISTILLATION IN ER OR IN WARD,989.1182385000001,service,
FMONC-0009,THYROTOXICOSIS (EACH DOSE),1550.6821260000002,service,
FMONC-0010,CANCER THYROID (ABLATIVE DOSE),3879.8959499999996,service,
FMONC-0012,POLYCYTHEMIA(THERAP.DOSE),3879.8959499999996,service,
FMONC-0015,STRONIUM BETA IRRADIATION      AFTER OPERATION (EACH SESSION),236.11206149999998,service,
FMONC-0016,PROFILE STRONIUM BETA IRRADIA- TION COMPLETE PKG (3 SESSION),625.37802075,service,
FMONC-0017,PROFILE STRONIUM BETA IRRADIA- TION COMPLETE PACKAGE,778.5318082499999,service,
FMONC-0018,RADIATION (FULL COST),11614.162218750002,service,
FMONC-0019,RADIATION (HALF COST),6196.3470135,service,
FMONC-0021,RADIOTHERAPY ONE SESSION,778.5318082499999,service,
FMONC-0022,TAPPING OF ASCITIS,465.84274275,service,
FMONC-0023,TAPPING OF PLEURAL EFFUSION,548.801127,service,
FMONC-0024,INTRATHECAL CHEMOTHERAPY,574.3267582499999,service,
FMONC-0026,INTRACAVITARY INADIATION 1 SES,2042.0504999999998,service,
FMONC-0027,INTRA ARTERIAL CHEMOTHERAPY,638.1407812499999,service,
FMONC-0028,METASTRON C RADIOACTIVE STRON- TIUM,12762.815625,service,
FMONC-0030,RADICAL TREATMENT START PAYMEN T,7657.689375,service,
FMONC-0031,RADICAL TREATMENT REST PAYMENT,3956.47284375,service,
FMONC-0032,RADICAL - PLANNING,1742.1243052500001,service,
FMONC-0033,TREATMENT-CT-SIMULATION,1161.4162769999998,service,
FMONC-0035,TREATMET - CALCULATION,2322.83244375,service,
FMONC-0037,PALLIATIVE TREATMENT - START   PAYMENT,2552.5631249999997,service,
FMONC-0038,PALLIATIVE TREATMENT-REST PAYM ENT,1276.2815624999998,service,
FMONC-0044,TWO WEEKS 10 FRACTIONS,2552.5631249999997,service,
FMONC-0050,ONE WEEK 5 FRACTIONS,1276.2815624999998,service,
FMONC-0056,ONE FRACTION,382.88446875,service,
FMONC-0062,ONE FRACTION HALF BODY,638.1407812499999,service,
FMONC-0068,HALF BODY 6-8-FRACTION,1659.1660312499998,service,
FMONC-0073,HALF BODY 6-8-FOLLOW UP,331.83320625000005,service,
FMONC-0074,C.T.PLANNING,638.1407812499999,service,
FMONC-0075,X-RAY CHECK FILM,319.07044575000003,service,
FMONC-0076,GONE MARROW UNDER G.A.,638.1407812499999,service,
FMONC-0077,I. TH. CHEMO UNDER G.A.,638.1407812499999,service,
FMONC-1003,INTRATHECAL INJECTION OF MEDICATION,210.58643025000003,service,
FMOPTA0004,FUNDUS,70.1955135,service,
FMOPTA0005,PRESCRIPTION FOR GLASSES,127.62815624999999,service,
FMOPTA0007,PERIMETRY,599.8523895000001,service,
FMOPTA0008,FUORESCINE ANGIOGRAPHY,893.3970937500001,service,
FMOPTA0009,ULTRASONOGRAPHY,536.0382562499999,service,
FMOPTA0010,FUNDUS PHOTOGRAPHY,178.67941875,service,
FMOPTA0012,SUTURE REMOVAL (EYE),146.77240725,service,
FMOPTC0002,EXCISN OF LARGE CHALAZION,536.0382562499999,service,
FMOPTC0003,EXCISN OF MULTIPLE CHALAZIA,746.6246865,service,
FMOPTC0004,INCISN OF STYE OF EYELID,178.67941875,service,
FMOPTC0017,EYE LASHES ELECTROLYSIS,178.67941875,service,
FMOPTC0018,ELECTROLYSIS (BOTH EYELIDS),268.01918325,service,
FMOPTC0019,EPILAITON OF THE EYELASHES,82.958274,service,
FMOPTD0001,REMVL OF SUPERFICIAL CONJ.F.B.,146.77240725,service,
FMOPTD0002,REMVL OF MULTIPLE CONJ. F.B.,229.73068125,service,
FMOPTD0003,REMVL OF EMBEDED F.B. OF CONJ. BY INCISION,446.698602,service,
FMOPTD0004,REPAIR OF MILD CONJ. LACERATN,299.92619475000004,service,
FMOPTD0008,PICKING OF P.T.D.,299.92619475000004,service,
FMOPTD0009,REMVL OF SMALL CONJ. CYST.,446.698602,service,
FMOPTD0010,REMVL OF LARGE CONJ. CYST,746.6246865,service,
FMOPTE0001,SUPERFICIAL CORNEAL F.B.,178.67941875,service,
FMOPTE0002,SUPERFICIAL MULTI.CORNEAL F.B.,268.01918325,service,
FMOPTE0003,NEGLECTED CORNEAL F.B,299.92619475000004,service,
FMOPTE0007,EXCISN OF PRIMARY PTERYGIUM,1429.43535,service,
FMOPTE0008,EXCISN OF RECURRENT PTERYGIUM,2220.72991875,service,
FMOPTE0009,EXCISN OF PTERYGIUM W/ GRAFT,2960.973225,service,
FMOPTE0011,CORNEAL GRAFT SUTURE REMOVAL,746.6246865,service,
FMOPTH0008,LASER FOR RETINOPATHY 1 SETTING,1786.7941875000001,service,
FMOPTH0009,LASER FOR RETINOPATHY 2 SETTING,2220.72991875,service,
FMOPTH0010,LASER FOR RETINOPATHY 3 OR> SETTING,3701.21653125,service,
FMOPTH0013,LASER CAPSULECTOMY,3573.5883750000003,service,
FMOPTI0006,LACRIMAL DUCT PROBING,146.77240725,service,
FMORT-0021,BONE SHORTENING AT TIBIA AND   FIBULA,1927.1852144999998,service,
FMORT-0067,CLOSED REDUCT OF FRAC.W/O INT.FIX AT CARPALS & METACARPALS,701.9549145000001,PKG,day case
FMORT-0117,CLOSED REDUCTION OF DISLOCATION OF SHOULDER,969.9739874999999,PKG,day case
FMORT-0118,CLOSED REDUCT OF DISLOCATN AT  ELBOW,969.9739874999999,service,
FMORT-0119,CLOSED REDUCT OF DISLOCATN AT  WRIST,765.7689375,service,
FMORT-0120,CLOSED REDUCT OF DISLOCATN AT  HAND & FINGER,1084.8393832499999,service,
FMORT-0124,CLOSED REDUCT OF DISLOCATN AT  FOOT & TOE,580.7081384999999,service,
FMORT-0128,OPEN REDUCT OF DILOCATION AT WRIST,765.7689375,PKG,1 day
FMORT-0172,INTRA ART. INJ. TO SHOULDER AND MEDICATION,389.265849,service,
FMORT-0241,INJ.OF THERAPEUTIC SUBSTANCE   INTO JOINT OR LIGAMENT,299.92619475000004,service,
FMORT-0252,GANGLIOCTOMY AT TENDON SHEATH  (WRIST),1927.1852144999998,service,
FMORT-0293,INJ.OF THERAPEUTIC SUBS.INTO   BURSA OF HAND,299.92619475000004,service,
FMORT-0355,COLCHICINE COURSE (6 WEEKS),6349.500801,service,
FMORT-0358,BOBATH COURSE PER SESSION,299.92619475000004,service,
FMORT-0359,ZINKLEIHM BANDAGE OF KNEE,389.265849,service,
FMORT-0360,ZINKLEIHM BANDAGE OF ANKLE,389.265849,service,
FMORT-0361,FOREARM SLAB,299.92619475000004,service,
FMORT-0362,ABOVE ELBOW SLAB,389.265849,service,
FMORT-0363,BELOW KNEE SLAB,389.265849,service,
FMORT-0364,ABOVE KNEE SLAB,491.3683740000001,service,
FMORT-0365,FOREARM CIRCULAR CAST,389.265849,service,
FMORT-0366,ABOVE ELBOW CIRCULAR CAST,701.9549145000001,service,
FMORT-0367,BELOW KNEE,491.3683740000001,service,
FMORT-0368,ABOVE KNEE CAST,580.7081384999999,service,
FMORT-0369,CYLINDER CAST,580.7081384999999,service,
FMORT-0370,SPICA PELVIC,969.9739874999999,service,
FMORT-0372,DESAULETTE BANDAGE,389.265849,service,
FMORT-0374,ELASTIC BANDAGE FOREARM WITH   MEDICINE,191.4422895,service,
FMORT-0375,ELASTIC BANDAGE FOREARM W/OUT  MEDICINE,108.48390524999999,service,
FMORT-0376,ELASTIC BANDAGE BELOW KNEE W/  MEDICINE,299.92619475000004,service,
FMORT-0377,ELASTIC BANDAGE BELOW KNEE W/O MEDICINE,140.391027,service,
FMORT-0391,PARAVETEBRAL INJ. W/ MEDICINE,389.265849,service,
FMORT-0392,INTRA-ART INJ OF OTHER JOINT,299.92619475000004,service,
FMORT-0393,INFILTRATION IN SOFT TISSUE OR PERIARTICULAR,191.4422895,service,
FMORT-0394,RIB BELT,299.92619475000004,service,
FMORT-0395,SLING FOR UPPER LIMB,159.53516775,service,
FMORT-0396,GILCHRIST BANDAGE,299.92619475000004,service,
FMORT-0397,LEUCOTAP BANDAGE,389.265849,service,
FMORT-0398,WALKING HEEL,140.391027,service,
FMORT-0399,CLAVICLE STRIP,299.92619475000004,service,
FMORT-0422,DRESSING OF SMALL WOUND,38.288502,service,
FMORT-0423,DRESING OF WOUND MEDIUM,70.1955135,service,
FMORT-0424,DRESSING OF WOUND LARGE,102.102525,service,
FMORT-0426,REMOVAL OF CAST,108.48390524999999,service,
FMORT-0432,SINGLE COLCHICINE INJ. W/OTHER MEDICINE,638.1407812499999,service,
FMORT-0440,P.O.P. TO SIMPLE FRACTURE 2ND  VISIT,191.4422895,service,
FMORT-0441,REMOVAL OF K WIRE,299.92619475000004,service,
FMORT-0444,P.O.P. TO SIMPLE FRACTURE W/O  DISPLACEMENT,191.4422895,service,
FMORT-0445,SKIN TRACTION,191.4422895,service,
FMORT-0519,K WIRE UNDER LOCAL ANAESTHESIA SUBCUTANEOS,580.7081384999999,service,
FMORT-0520,REMVL OF WIRE UNDER LOCAL ANA. DP. SUBCU.,969.9739874999999,service,
FMORT-0534,ULTRASOUND OF INFANT HIP[,389.265849,service,
FMORT-0535,ULTRASOUND OF SOFT TISSUE,389.265849,service,
FMORT-0540,MALLET SPLINT,389.265849,service,
FMORT-0545,CLOSURE OF CAST,108.48390524999999,service,
FMORT-0560,COLCHICINE 3 DOSES,1927.1852144999998,service,
FMORT-0567,FINGER SPLINT,108.48390524999999,service,
FMORT-0568,CERVICAL TRACTION,446.698602,service,
FMORT-0578,SECONDARY SUTURING OF WOUND 1ST GRADE,580.7081384999999,service,
FMORT-0579,2NDARY SUTURING OF WOUND 2ND   GRADE,969.9739874999999,service,
FMORT-0592,LUMBAR PERCUTANEOUS RHIZOTOMY  LEVEL ONE,2807.8194375,service,
FMORT-0593,LUMBAR PERCUTANEOUS RHIZOTOMY  LEVEL II,3509.7743520000004,service,
FMORT-0594,CERVICAL RHIZOTOMY LEVEL I,3509.7743520000004,service,
FMORT-0595,CERVICAL RHIZOTOMY LEVEL II,3828.8446875,service,
FMORT-0610,SCIENTIFIC SLIDES (OUTSIDE DR),25.52563125,service,
