SERVICE CODE,CATEGORY,SERVICE DESCRIPTION,SGH DMM Price,type,Department,Unified code ,Service Description2,LOS,Type3,NPHIES Code (Hyphenated )2
2013006,GENERAL SURG.,CHOLECYSTECTOMY LAPARASCOPIC ,18112.5,pk,SURGERY,FMSUR-3231,Laparascopic Cholecystectomy,2,PKG,30445-00-00
2013008,GENERAL SURG.,COMPLETE RECTAL PROLAPSE,13640.0,pk,SURGERY,FMSUR-3126,Complete Rectal Prolapse,1,PKG,32111-00-00
2013009,GENERAL SURG.,CONGENITAL INTESTINAL STRICTURE ,12320.0,pk,SURGERY,FMSUR-3138,Congenital Intestinal Stricture,2,PKG,99999-99-99
2013010,GENERAL SURG.,CONGENITAL PYLORIC STENOSIS,12320.0,pk,SURGERY,FMSUR-3139,Congenital Pyloric Stenosis,1,PKG,43930-00-00
2013011,GENERAL SURG.,CREATION OF A.V. FISTULA,14355.0,pk,SURGERY,FMSUR-3147,Creation Of A.V. Fistula,1,PKG,34512-00-00
2013013,GENERAL SURG.,ENUCLEATION OF THYROID CYST,12320.0,pk,SURGERY,FMSUR-3145,Enucleation Of Thyroid Cyst,1,PKG,30310-00-00
2013014,GENERAL SURG.,EXCISION OF HEPATIC CYST,12320.0,pk,SURGERY,FMSUR-3141,Excision Of Hepatic Cyst,2,PKG,30414-00-00
2013015,GENERAL SURG.,FAECAL FISTULA,12320.0,pk,SURGERY,FMSUR-3137,Faecal Fistula,2,PKG,30382-02-00
2013016,GENERAL SURG.,INTESTINAL VOLVULOUS,12320.0,pk,SURGERY,FMSUR-3134,Intestinal Volvulous,2,PKG,30375-18-00
2013017,GENERAL SURG.,LAPARTOMY WITH/WITHOUT PROCEDURE ,12320.0,pk,SURGERY,FMSUR-3146,Lapartomy With/Without Procedure,2,PKG,30373-00-00
2013018,GENERAL SURG.,LIVER ABSCESS/OPERATIVE DRAINAGE,12320.0,pk,SURGERY,FMSUR-3142,Liver Abscess/Operative Drainage,2,PKG,30431-00-00
2013019,GENERAL SURG.,PARTIAL GASTRECTOMY,12320.0,pk,SURGERY,FMSUR-3135,Partial Gastrectomy,2,PKG,30518-01-00
2013020,GENERAL SURG.,PARTIAL THYROIDECTOMY (SUB-TOTAL),10560.0,pk,SURGERY,FMSUR-3128,Partial Thyroidectomy (Sub-Total),2,PKG,30310-00-00
2013021,GENERAL SURG.,PEG TUBE INSERTION OR EXCHANGE,10560.0,pk,Endoscopy,FMSUR-3151,Peg Tube Insertion Or Exchange,1,PKG,30481-00-00
2013022,GENERAL SURG.,RADICAL MASTECTOMY WITH REMOVAL OF NODES,10560.0,pk,SURGERY,FMSUR-3144,Radical Mastectomy With Removal Of Nodes,2,PKG,31518-00-00
2013023,GENERAL SURG.,RECURRENT HERNIA,12320.0,pk,SURGERY,FMSUR-3127,Recurrent Hernia,2,PKG,30614-02-00
2013024,GENERAL SURG.,REPAIR OF GASTRIC / INTESTINAL PERFORATION ,12320.0,pk,SURGERY,FMSUR-3131,Repair Of Gastric / Intestinal Perforation,2,PKG,30560-00-00
2013025,GENERAL SURG.,REPAIR OF THE BOWEL,12320.0,pk,SURGERY,FMSUR-3136,Repair Of The Bowel,2,PKG,43816-02-00
2013026,GENERAL SURG.,SPLENECTOMY,12320.0,pk,SURGERY,FMSUR-3143,Splenectomy,2,PKG,30597-00-00
2013028,GENERAL SURG.,THERAPEUTIC ERCP + LITHOTRIPSY WITH STENT,8800.0,pk,Endoscopy,FMSUR-3150,Therapeutic Ercp + Lithotripsy With Stent,1,PKG,30484-00-00
2013029,GENERAL SURG.,THERAPEUTIC ERCP + LITHOTRIPSY WITHOUT STENT,8360.0,pk,Endoscopy,FMSUR-3149,Therapeutic Ercp + Lithotripsy Without Stent,1,PKG,30484-00-00
2013030,GENERAL SURG.,"TRENDLENBERG OPERATION, STRIPPING OF LSV & MULTIPLE LIGATION OF PERFORATES (UNILATERAL)",10560.0,pk,SURGERY,FMSUR-3148,"Trendlenberg Operation, Stripping Of Lsv & Multiple Ligation Of Perforates (Unilateral)",1,PKG,32508-00-01
2013031,GENERAL SURG.,UNILATERAL HERNIA REPAIR,6675.0,pk,SURGERY,FMSUR-3152,Unilateral Hernia Repair,1,PKG,30405-03-00
2013032,GENERAL SURG.,VAGOTOMY WITH/WITHOUT GASTROENTEROSTOMY,12320.0,pk,SURGERY,FMSUR-3132,Vagotomy With/Without Gastroenterostomy,1,PKG,30496-02-00
2014003,GENERAL SURG.,ADRENALECTOMY LAPARASCOPIC ,23375.0,pk,SURGERY,FMSUR-3268,Laparascopic Adrenalectomy,1,PKG,36500-01-00
2014004,GENERAL SURG.,ASSISTED EXTENDED HEMICOLECTOMY LAPARASCOPIC ,29790.0,pk,SURGERY,FMSUR-3251,Laparascopic Assisted Extended Hemicolectomy,2,PKG,32005-01-00
2014005,GENERAL SURG.,BRANCHING ANAL FISTULA AND HIGH ANAL FISTULA,8410.5,pk,SURGERY,FMSUR-3157,Branching Anal Fistula And High Anal Fistula,2,PKG,32162-00-00
2014007,GENERAL SURG.,DIVISIONS OF ADHESIONS LAPRASCOPIC ,22950.0,pk,SURGERY,FMSUR-3252,Laprascopic Divisions Of Adhesions,1,PKG,30378-00-00
2014008,GENERAL SURG.,EMBOLECTOMY,19008.0,pk,SURGERY,FMSUR-3163,Embolectomy,1,PKG,33806-10-01
2014009,GENERAL SURG.,END COLOSTOMY LAPARASCOPIC ,13200.0,pk,SURGERY,FMSUR-3256,Laparascopic End Colostomy,2,PKG,30515-01-00
2014010,GENERAL SURG.,GASTRIC BY PASS LAPARASCOPIIC ,28050.0,pk,SURGERY,FMSUR-3245,Laparascopiic Gastric By Pass,2,PKG,30512-03-00
2014011,GENERAL SURG.,HERNIA + MESH LAPARASCOPIC ,18480.0,pk,SURGERY,FMSUR-3247,Laparascopic Hernia + Mesh,1,PKG,30393-00-00
2014012,GENERAL SURG.,HERNIA LAPARASCOPIC ,16443.0,pk,SURGERY,FMSUR-3234,Laparascopic Hernia,1,PKG,30609-00-00
2014013,GENERAL SURG.,HERNIA REPAIR BILATERAL LAPARASCOPIC ,23077.5,pk,SURGERY,FMSUR-3235,Laparascopic Hernia Repair Bilateral,2,PKG,30405-03-00
2014014,GENERAL SURG.,HIATUS HERNIA LAPRASCOPIC ,26520.0,pk,SURGERY,FMSUR-3257,Laprascopic Hiatus Hernia,2,PKG,30601-01-00
2014015,GENERAL SURG.,HIATUS HERNIA SURGICAL,15660.0,pk,SURGERY,FMSUR-3164,Hiatus Hernia Surgical,2,PKG,30601-00-00
2014017,GENERAL SURG.,INTRAGASTRIC BALLON DEFLATS SERVICES,2760.0,pk,SURGERY,FMSUR-3171,Intragastric Ballon Deflats Services,DAY CASE,PKG,90950-02-00
2014018,GENERAL SURG.,INTRAGASTRIC BALLOON,15660.0,pk,Endoscopy,FMSUR-3170,Intragastric Balloon,1,PKG,90950-02-00
2014019,GENERAL SURG.,LEFT HEMICOLECTOMY,19008.0,pk,SURGERY,FMSUR-3167,Left Hemicolectomy,2,PKG,32006-00-00
2014020,GENERAL SURG.,LICHTENSTEIN REPAIR (HERNOPLASTY + MESH),12672.0,pk,SURGERY,FMSUR-3165,Lichtenstein Repair (Hernoplasty + Mesh),1,PKG,30405-04-00
2014021,GENERAL SURG.,MESENTRIC LYMPH NODE BIOPSY LAPARASCOPIC,15877.5,pk,SURGERY,FMSUR-3260,Laparascopic Mesentric Lymph Node Biopsy,1,PKG,30075-00-00
2014022,GENERAL SURG.,NISSEN FUNDOPLICATION LAPARASCOPIC ,19360.0,pk,SURGERY,FMSUR-3258,Laparascopic Nissen Fundoplication,1,PKG,30527-00-00
2014023,GENERAL SURG.,OVARIAN CYSTECTOMY LAPARASCOPIC ,9768.0,pk,SURGERY,FMSUR-3236,Laparascopic Ovarian Cystectomy,1,PKG,35638-04-00
2014026,GENERAL SURG.,PAROTIDECTOMY,17952.0,pk,SURGERY,FMSUR-3162,Parotidectomy,2,PKG,30247-00-00
2014028,GENERAL SURG.,PILONIDAL SINUS AND RECONSTRUCTION FLAP,12672.0,pk,SURGERY,FMSUR-3168,Pilonidal Sinus And Reconstruction Flap,1,PKG,30676-01-00
2014029,GENERAL SURG.,RADICAL SURGERY FOR ORAL MALIGNANCY (CANCER TONGUE/LIP),17952.0,pk,SURGERY,FMSUR-3158,Radical Surgery For Oral Malignancy (Cancer Tongue/Lip),2,PKG,30275-00-00
2014030,GENERAL SURG.,REPAIR OF EPIGASTRIC HERNIA BILATERAL LAPARASCOPIC ,19272.0,pk,SURGERY,FMSUR-3249,Laparascopic Repair Of Epigastric Hernia Bilateral,1,PKG,30617-01-00
2014031,GENERAL SURG.,REPAIR OF EPIGASTRIC HERNIA LAPARASCOPIC ,13200.0,pk,SURGERY,FMSUR-3248,Laparascopic Repair Of Epigastric Hernia,2,PKG,30617-01-00
2014032,GENERAL SURG.,REPAIR OF INCISIONAL HERNIA LAPARASCOPIC ,21165.0,pk,SURGERY,FMSUR-3240,Laparascopic Repair Of Incisional Hernia,1,PKG,30403-00-00
2014033,GENERAL SURG.,REPAIR OF PARAUMBILICAL HERNIA LAPRASCOPIC ,21165.0,pk,SURGERY,FMSUR-3239,Laprascopic Repair Of Paraumbilical Hernia,1,PKG,30617-00-00
2014034,GENERAL SURG.,RESCTION OF DIVERTICULAM LAPARASCOPIC ,18480.0,pk,SURGERY,FMSUR-3262,Laparascopic Resction Of Diverticulam,1,PKG,32030-01-00
2014035,GENERAL SURG.,RIGHT HEMICOLECTOMY,17952.0,pk,SURGERY,FMSUR-3166,Right Hemicolectomy,2,PKG,32003-01-00
2014036,GENERAL SURG.,SILS APPENDECTOMY,10560.0,pk,SURGERY,FMSUR-3264,Sils Appendectomy,2,PKG,30571-00-00
2014037,GENERAL SURG.,SILS CHOLECYSTECTOMY,15660.0,pk,SURGERY,FMSUR-3265,Sils Cholecystectomy,2,PKG,43900-00-00
2014038,GENERAL SURG.,SILS TAPP (HERNIOPLASTY),17600.0,pk,SURGERY,FMSUR-3266,Sils Tapp (Hernioplasty),2,PKG,30403-01-00
2014039,GENERAL SURG.,SILS VARICOCELECTOMY,9680.0,pk,SURGERY,FMSUR-3267,Sils Varicocelectomy,1,PKG,32508-00-01
2014040,GENERAL SURG.,SPLENECTOMY LAPARASCOPIC ,28050.0,pk,SURGERY,FMSUR-3254,Laparascopic Splenectomy,2,PKG,31470-00-00
2014041,GENERAL SURG.,STRANGULATED HERNIA + RESECTION ANASTOMOSIS BOWEL,15138.0,pk,SURGERY,FMSUR-3154,Strangulated Hernia + Resection Anastomosis Bowel,2,PKG,30615-00-00
2014042,GENERAL SURG.,STRANGULATED HERNIA W/O RESECTION ANASTOMOSIS,13332.0,pk,SURGERY,FMSUR-3156,Strangulated Hernia W/O Resection Anastomosis,2,PKG,30615-00-00
2014043,GENERAL SURG.,SUBFASCIAL ENDOSCOPIC PERFORATED STAPLING LAPARASCOPIC ,11616.0,pk,SURGERY,FMSUR-3255,Laparascopic Subfascial Endoscopic Perforated Stapling,2,PKG,32507-01-01
2014044,GENERAL SURG.,SURGERY OF INTESTINAL CANCER,20145.0,pk,SURGERY,FMSUR-3159,Surgery Of Intestinal Cancer,2,PKG,90959-00-00
2014045,GENERAL SURG.,THYROIDECTOMY (TOTAL),14518.75,pk,SURGERY,FMSUR-3155,Thyroidectomy (Total),2,PKG,30296-01-00
2014046,GENERAL SURG.,TOTAL PELVIC EXACENTRATION,30240.0,pk,SURGERY,FMSUR-3161,Total Pelvic Exacentration,3,PKG,90450-02-00
2014048,GENERAL SURG.,"TRENDLENBERG OPERATION, STRIPPING OF LSV & MULTIPLE LIGATION OF PERFORATES (BIILATERAL)",18480.0,pk,SURGERY,FMSUR-3169,"Trendlenberg Operation, Stripping Of Lsv & Multiple Ligation Of Perforates (Biilateral)",1,PKG,32508-00-02
2014049,GENERAL SURG.,VARICOCELECTOMY LAPARASCOPIC ,9768.0,pk,Endoscopy,FMSUR-3237,Laparascopic Varicocelectomy,1,PKG,30635-00-01
2015001,GENERAL SURG.,ABDOMINAL PROCTOPEXY WITH RESECTION,17600.0,pk,SURGERY,FMSUR-3196,Abdominal Proctopexy With Resection,1,PKG,30075-14-00
2015002,GENERAL SURG.,ABDOMINAL PROCTOPEXY WITHOUT RESECTION,13200.0,pk,SURGERY,FMSUR-3194,Abdominal Proctopexy Without Resection,1,PKG,32117-00-00
2015003,GENERAL SURG.,ABDOMINOPERINEAL RESECTION OF THE RECTUM,40050.0,pk,SURGERY,FMSUR-3173,Abdominoperineal Resection Of The Rectum,3,PKG,32039-00-00
2015005,GENERAL SURG.,ANAL SPHENCTER REPAIR FOR FECAL INCONTINENCE,13200.0,pk,SURGERY,FMSUR-3212,Anal Sphencter Repair For Fecal Incontinence,2,PKG,32126-00-00
2015009,GENERAL SURG.,ANTERIOR RESECTION OF THE RECTUM WITH / WOUT TEMPORARY STOMA,42275.0,pk,SURGERY,FMSUR-3174,Anterior Resection Of The Rectum With / Wout Temporary Stoma,3,PKG,92208-00-00
2015013,GENERAL SURG.,CLOSURE OF LARGE INTESTINAL,13200.0,pk,SURGERY,FMSUR-3200,Closure Of Large Intestinal,2,PKG,30562-05-00
2015014,GENERAL SURG.,CLOSURE OF SMALL INTESTINAL STOMA,8800.0,pk,SURGERY,FMSUR-3199,Closure Of Small Intestinal Stoma,1,PKG,30562-04-00
2015015,GENERAL SURG.,COLOSTOMY,10560.0,pk,SURGERY,FMSUR-3190,Colostomy,2,PKG,30375-04-00
2015016,GENERAL SURG.,COLOVAGINAL FISTULA REPAIR,21250.0,pk,SURGERY,FMSUR-3198,Colovaginal Fistula Repair,2,PKG,35596-00-00
2015018,GENERAL SURG.,EXCISION OF THROMBOTIC HEMORRHOID,4275.0,pk,SURGERY,FMSUR-3201,Excision Of Thrombotic Hemorrhoid,1,PKG,32138-00-00
2015019,GENERAL SURG.,FLAP CLOSURE OF POSITERIOR ANAL FISSURE,6230.0,pk,SURGERY,FMSUR-3210,Flap Closure Of Positerior Anal Fissure,1,PKG,90315-01-00
2015022,GENERAL SURG.,ILEO CECAL RESECTION,17600.0,pk,SURGERY,FMSUR-3177,Ileo Cecal Resection,2,PKG,30515-03-00
2015024,GENERAL SURG.,ILEOSTOMY,8800.0,pk,SURGERY,FMSUR-3192,Ileostomy,1,PKG,30375-01-00
2015025,GENERAL SURG.,INCISION OF PERIANAL ABSCESS (COMPLICATED & HIGH),6230.0,pk,SURGERY,FMSUR-3205,Incision Of Perianal Abscess (Complicated & High),1,PKG,32174-01-00
2015026,GENERAL SURG.,INCISION OF PERIANAL ABSCESS (LOW) SIMPLE,4275.0,pk,SURGERY,FMSUR-3204,Incision Of Perianal Abscess (Low) Simple,DAY CASE,PKG,32174-01-00
2015027,GENERAL SURG.,LAPARASCOPIC ABDOMINAL EXPLORATION,8800.0,pk,SURGERY,FMSUR-3211,Laparascopic Abdominal Exploration,1,PKG,30390-00-00
2015028,GENERAL SURG.,LAPARASCOPIC COLOSTOMY,13200.0,pk,SURGERY,FMSUR-3191,Laparascopic Colostomy,2,PKG,30375-04-00
2015029,GENERAL SURG.,LAPARASCOPIC ILEO CECAL RESECTION,21250.0,pk,SURGERY,FMSUR-3178,Laparascopic Ileo Cecal Resection,2,PKG,30515-04-00
2015030,GENERAL SURG.,LAPARASCOPIC ILEOSTOMY,13200.0,pk,SURGERY,FMSUR-3193,Laparascopic Ileostomy,2,PKG,30375-01-00
2015031,GENERAL SURG.,LAPARASCOPIC LEFT HEMI COLECTOMY,25500.0,pk,SURGERY,FMSUR-3183,Laparascopic Left Hemi Colectomy,2,PKG,32006-02-00
2015032,GENERAL SURG.,LAPARASCOPIC MULITPLE SEGMENTAL RESECTION OF SMALL INTESTINE,21250.0,pk,SURGERY,FMSUR-3176,Laparascopic Mulitple Segmental Resection Of Small Intestine,3,PKG,30566-00-00
2015033,GENERAL SURG.,LAPARASCOPIC PROCTOPEXY WITH RESECTION,21250.0,pk,SURGERY,FMSUR-3197,Laparascopic Proctopexy With Resection,2,PKG,32075-01-00
2015034,GENERAL SURG.,LAPARASCOPIC PROCTOPEXY WITHOUT RESECTION,17600.0,pk,SURGERY,FMSUR-3195,Laparascopic Proctopexy Without Resection,1,PKG,30390-00-00
2015035,GENERAL SURG.,LAPARASCOPIC RIGHT HEMI COLECTOMY,21250.0,pk,SURGERY,FMSUR-3180,Laparascopic Right Hemi Colectomy,2,PKG,32003-03-00
2015036,GENERAL SURG.,LAPARASCOPIC SIGMOID COLON RESECTION,21250.0,pk,Endoscopy,FMSUR-3185,Laparascopic Sigmoid Colon Resection,2,PKG,32003-02-00
2015037,GENERAL SURG.,LAPARASCOPIC SMALL TO SMALL INTESTINAL ANASTOMOSIS,17600.0,pk,SURGERY,FMSUR-3189,Laparascopic Small To Small Intestinal Anastomosis,1,PKG,30515-04-00
2015038,GENERAL SURG.,LEFT LATERAL ANAL SPHINCTEROTOMY,5400.0,pk,SURGERY,FMSUR-3209,Left Lateral Anal Sphincterotomy,1,PKG,90338-00-00
2015039,GENERAL SURG.,LIGATION OF HEMORRHOID,1880.0,pk,SURGERY,FMSUR-3202,Ligation Of Hemorrhoid,DAY CASE,PKG,32135-00-00
2015040,GENERAL SURG.,MULTIPLE SEGMENTAL RESECTION OF (INTESTINE) SMALL BOWEL,17600.0,pk,SURGERY,FMSUR-3175,Multiple Segmental Resection Of (Intestine) Small Bowel,2,PKG,30566-00-00
2015046,GENERAL SURG.,PILONIDAL SINSUS EXCISION WITH CLOSURE,7120.0,pk,SURGERY,FMSUR-3215,Pilonidal Sinsus Excision With Closure,2,PKG,30676-01-00
2015047,GENERAL SURG.,PROCTO COLECTOMY & ILEAL POUCH ANAL ANASTOMOSIS,44500.0,pk,SURGERY,FMSUR-3187,Procto Colectomy & Ileal Pouch Anal Anastomosis,3,PKG,32051-00-00
2015050,GENERAL SURG.,RECTAL MUCOSECTOMY FOR RECTAL PROLAPSE,13200.0,pk,SURGERY,FMSUR-3214,Rectal Mucosectomy For Rectal Prolapse,1,PKG,32111-00-00
2015051,GENERAL SURG.,REPAIR OF ANAL SPHENECTER STENOSIS WITH FLAP,13200.0,pk,SURGERY,FMSUR-3213,Repair Of Anal Sphenecter Stenosis With Flap,2,PKG,32126-00-00
2015053,GENERAL SURG.,RESECTION OF TRANSVERSE COLON,21250.0,pk,SURGERY,FMSUR-3181,Resection Of Transverse Colon,2,PKG,32012-00-00
2015054,GENERAL SURG.,RIGHT HEMI COLECTOMY,17600.0,pk,SURGERY,FMSUR-3179,Right Hemi Colectomy,2,PKG,32003-01-00
2015055,GENERAL SURG.,SIGMOID COLON RESECTION,17600.0,pk,SURGERY,FMSUR-3184,Sigmoid Colon Resection,2,PKG,32003-00-00
2015056,GENERAL SURG.,SIMPLE ANAL FISTULOTOMY,6230.0,pk,SURGERY,FMSUR-3206,Simple Anal Fistulotomy,1,PKG,90338-00-00
2015057,GENERAL SURG.,SMALL TO SMALL INTESTINAL ANASTOMOSIS,13200.0,pk,SURGERY,FMSUR-3188,Small To Small Intestinal Anastomosis,2,PKG,30515-03-00
2015059,GENERAL SURG.,TOTAL COLON RESECTION,36000.0,pk,SURGERY,FMSUR-3186,Total Colon Resection,3,PKG,32012-00-00
2016001,GENERAL SURG.,BARIATRIC REVISION,3720.0,pk,SURGERY,FMSUR-3311,Bariatric Revision,DAY CASE,PKG,30511-12-00
2016002,GENERAL SURG.,BILIOPANCREATIC DIVERSION (BPD) SCOPINARO PROCEDURE ,37380.0,pk,SURGERY,FMSUR-3294,Biliopancreatic Diversion (Bpd) Scopinaro Procedure,2,PKG,30518-00-00
2016003,GENERAL SURG.,BILIOPANCREATIC DIVERSION (BPD) SCOPINARO PROCEDURE WITH BAND REMOVAL,42720.0,pk,SURGERY,FMSUR-3306,Biliopancreatic Diversion (Bpd) Scopinaro Procedure With Band Removal,2,PKG,30512-02-00
2016004,GENERAL SURG.,BILIOPANCREATIC DIVERSION (BPD) SCOPINARO PROCEDURE WITH CHOLECYSTECTOMY ,42720.0,pk,SURGERY,FMSUR-3305,Biliopancreatic Diversion (Bpd) Scopinaro Procedure With Cholecystectomy,2,PKG,30512-02-00
2016005,GENERAL SURG.,BILIOPANCREATIC DIVERSION (BPD) SCOPINARO PROCEDURE WITH CHOLECYSTECTOMY AND BAND REMOVAL,48060.0,pk,SURGERY,FMSUR-3307,Biliopancreatic Diversion (Bpd) Scopinaro Procedure With Cholecystectomy And Band Removal,3,PKG,30512-02-00
2016006,GENERAL SURG.,DIAGNOSTIC LAPAROSCOPIC POST BARIATRIC SURGERY ,8800.0,pk,SURGERY,FMSUR-3319,Diagnostic Laparoscopic Post Bariatric Surgery,1,PKG,30390-00-00
2016007,GENERAL SURG.,LAPAROSCOPIC BAND REMOVAL,17600.0,pk,SURGERY,FMSUR-3316,Laparoscopic Band Removal,1,PKG,90942-01-00
2016008,GENERAL SURG.,LAPAROSCOPIC BAND REMOVAL WITH CHOLECYSTECTOMY,21250.0,pk,SURGERY,FMSUR-3318,Laparoscopic Band Removal With Cholecystectomy,2,PKG,30445-00-00
2016009,GENERAL SURG.,LAPAROSCOPIC GASTRIC BANDING,31500.0,pk,SURGERY,FMSUR-3292,Laparoscopic Gastric Banding,1,PKG,30511-13-00
2016010,GENERAL SURG.,LAPAROSCOPIC GASTRIC BANDING WITH CHOLECYSTECTOMY,36490.0,pk,SURGERY,FMSUR-3296,Laparoscopic Gastric Banding With Cholecystectomy,3,PKG,30511-13-00
2016011,GENERAL SURG.,LAPAROSCOPIC MINI GASTRIC BYPASS,34200.0,pk,SURGERY,FMSUR-3313,Laparoscopic Mini Gastric Bypass,2,PKG,30512-03-00
2016012,GENERAL SURG.,LAPAROSCOPIC MINI GASTRIC BYPASS WITH BAND REMOVAL,39160.0,pk,SURGERY,FMSUR-3302,Laparoscopic Mini Gastric Bypass With Band Removal,3,PKG,90942-01-00
2016013,GENERAL SURG.,LAPAROSCOPIC MINI GASTRIC BYPASS WITH CHOLECYSTECTOMY,39160.0,pk,SURGERY,FMSUR-3301,Laparoscopic Mini Gastric Bypass With Cholecystectomy,3,PKG,30512-03-00
2016014,GENERAL SURG.,LAPAROSCOPIC MINI GASTRIC BYPASS WITH CHOLECYSTECTOMY AND BAND REMOVAL,44500.0,pk,SURGERY,FMSUR-3303,Laparoscopic Mini Gastric Bypass With Cholecystectomy And Band Removal,2,PKG,30445-00-00
2016015,GENERAL SURG.,LAPAROSCOPIC NISSEN FUDOPLICATION,25500.0,pk,SURGERY,FMSUR-3317,Laparoscopic Nissen Fudoplication,1,PKG,30527-00-00
2016016,GENERAL SURG.,LAPAROSCOPIC ROUX-EN-Y GASTRIC BYPASS,34200.0,pk,SURGERY,FMSUR-3314,Laparoscopic Roux-En-Y Gastric Bypass,2,PKG,30512-03-00
2016017,GENERAL SURG.,LAPAROSCOPIC ROUX-EN-Y GASTRIC BYPASS WITH BAND REMOVAL,39160.0,pk,SURGERY,FMSUR-3299,Laparoscopic Roux-En-Y Gastric Bypass With Band Removal,3,PKG,90942-01-00
2016018,GENERAL SURG.,LAPAROSCOPIC ROUX-EN-Y GASTRIC BYPASS WITH CHOLECYSTECTOMY,39160.0,pk,SURGERY,FMSUR-3298,Laparoscopic Roux-En-Y Gastric Bypass With Cholecystectomy,3,PKG,30445-00-00
2016019,GENERAL SURG.,LAPAROSCOPIC ROUX-EN-Y GASTRIC BYPASS WITH CHOLECYSTECTOMY AND BAND REMOVAL,44500.0,pk,SURGERY,FMSUR-3300,Laparoscopic Roux-En-Y Gastric Bypass With Cholecystectomy And Band Removal,3,PKG,30445-00-00
2016020,GENERAL SURG.,LAPAROSCOPIC SLEEVE GASTRECTOMY ,25000.0,pk,SURGERY,FMSUR-3293,Laparoscopic Sleeve Gastrectomy,2,PKG,30511-09-00
2016021,GENERAL SURG.,LAPAROSCOPIC SLEEVE GASTRECTOMY WITH BAND REMOVAL,30000.0,pk,SURGERY,FMSUR-3295,Laparoscopic Sleeve Gastrectomy With Band Removal,3,PKG,30511-09-00
2016022,GENERAL SURG.,LAPAROSCOPIC SLEEVE GASTRECTOMY WITH CHOLECYSTECTOMY ,39160.0,pk,SURGERY,FMSUR-3297,Laparoscopic Sleeve Gastrectomy With Cholecystectomy,3,PKG,30511-09-00
2016023,GENERAL SURG.,LAPAROSCOPIC SLEEVE GASTRECTOMY WITH CHOLECYSTECTOMY AND BAND REMOVAL,44500.0,pk,SURGERY,FMSUR-3304,Laparoscopic Sleeve Gastrectomy With Cholecystectomy And Band Removal,3,PKG,30511-09-00
2016024,GENERAL SURG.,MAJOR BARIATRIC REVISION ,7120.0,pk,SURGERY,FMSUR-3312,Major Bariatric Revision,1,PKG,30511-12-00
2016025,GENERAL SURG.,RESIZING OF GASTRIC BYPASS POUCH FOLLOWING WEIGHT REGAIN,34200.0,pk,SURGERY,FMSUR-3309,Resizing Of Gastric Bypass Pouch Following Weight Regain,2,PKG,30514-01-00
2016026,GENERAL SURG.,SHORTENING OF COMMON LIMB OF GASTRIC BYPASS FOLLOWING WEIGHT REGAIN,34200.0,pk,SURGERY,FMSUR-3310,Shortening Of Common Limb Of Gastric Bypass Following Weight Regain,2,PKG,48424-01-00
2016027,GENERAL SURG.,TOTAL REVERSAL OF LAPAROSCOPIC ROUX-EN-Y GASTRIC BYPASS,34200.0,pk,SURGERY,FMSUR-3308,Total Reversal Of Laparoscopic Roux-En-Y Gastric Bypass,3,PKG,30512-00-00
3011002,OBS & GYN,CERVICAL POLYPECTOMY,3220.0,pk,OB & GYNE,FMOBG-3008,Cervical Polypectomy,1,PKG,35611-01-00
3011003,OBS & GYN,D & C + BIOPSY,3450.0,pk,OB & GYNE,FMOBG-3001,D & C + Biopsy,1,PKG,35640-00-00
3011004,OBS & GYN,DOUGLAS POUCH ABSCESS DRAINAGE,5184.0,pk,OB & GYNE,FMOBG-3007,Douglas Pouch Abscess Drainage,1,PKG,30394-00-00
3011005,OBS & GYN,EXCISION OF BARTHOLIN'S CYST,3348.0,pk,OB & GYNE,FMOBG-3002,Excision Of Bartholin'S Cyst,1,PKG,35520-00-00
3011006,OBS & GYN,EXTERNAL CEPHALIC VERSION (ECV),2275.0,pk,OB & GYNE,FMOBG-3014,External Cephalic Version (Ecv),DAY CASE,PKG,16501-00-00
3011007,OBS & GYN,HYMENOTOMY,2760.0,pk,OB & GYNE,FMOBG-3013,Hymenotomy,DAY CASE,PKG,35509-00-00
3011009,OBS & GYN,POLYPECTOMY FRACT. CURRETAGE,3459.6,pk,OB & GYNE,FMOBG-3006,Polypectomy Fract. Curretage,1,PKG,35633-01-00
3011010,OBS & GYN,POLYPECTOMY WITH D & C,4320.0,pk,OB & GYNE,FMOBG-3012,Polypectomy With D & C,DAY CASE,PKG,35633-01-00
3011011,OBS & GYN,REMOVAL OF CIRCULAGE / SHIRODKAR SUTURE,1746.0,pk,OB & GYNE,FMOBG-3011,Removal Of Circulage / Shirodkar Suture,DAY CASE,PKG,16511-00-00
3011013,OBS & GYN,SURGICAL EVACUATION + BIOPSY,4050.0,pk,OB & GYNE,FMOBG-3000,Surgical Evacuation + Biopsy,1,PKG,35643-03-00
3011014,OBS & GYN,VAGINAL PERINEAL REPAIR,4050.0,pk,OB & GYNE,FMOBG-3003,Vaginal Perineal Repair,1,PKG,90481-00-00
3012001,OBS & GYN,CERVICAL TEAR REPAIR,6408.0,pk,OB & GYNE,FMOBG-3017,Cervical Tear Repair,1,PKG,35618-02-00
3012007,OBS & GYN,POSTERIOR COLPOPERINEORRHAPHY,4312.5,pk,OB & GYNE,FMOBG-3015,Posterior Colpoperineorrhaphy,1,PKG,35571-00-00
