Code,Name,Gross Price
CAR-0033,Congenital Heart (Excluding Prosthesis Cost)10 Days,44000
CAR-0034,Femoro Post Tibial Bypass (Excluding Sythetic Bypass Graft)5 Days,33000
CAR-0035,Intra-Aortic Balloon Insertion1 Day,6600
CAR-0036,Left Common Illiac Femoral Bypass (Excluding Sythetic Bypass Graft)4 Days,27500
CAR-0037,Ligation of Patient Ducts Arterious Through Left Thoracutomy (Close Heart Surgery4 Days,33000
CAR-0038,Open Lung Biopsy1 Day,7700
CAR-0040,Thalium Stress Test1 Day,2750
CAR-0041,Thoracoscopy Diagnostic3 Days,11000
CAR-0042,Thoracoscopy Therapeutic4 Days,16500
CAR-0043,Thoractomy Evacutation of Hemothorax & Suturing of Lung Blebs5 Days,33000
DNT-0022,Excision of facial cyst - PKG 1 days,8800
ENT-0001,Adenoidectomy1 Day,3300
ENT-0002,SMD1 Day,2200
ENT-0003,Excision of Lumps from Neck & Head2 Days,3300
ENT-0004,Drainage of Abscess Neck1 Day,2420
ENT-0005,Upper Endoscopy BiopsyDay Case,3300
ENT-0006,Drainage of Quinsy1 Day,2420
ENT-0007,Nasal Polypectomy1 Day,4290
ENT-0008,Direct Laryngoscopy with Biopsy1 Day,5500
ENT-0009,Myringotomy & Insert of Ear Gromets1 Day,3300
ENT-0010,Antral WashoutDay Case,1980
ENT-0011,Myringotomy & Gromet Tube Insertion ( Bilateral)Day Case,4950
ENT-0012,Excision of Uvula A292Day Case,3300
ENT-0013,Gromet TubeOPD,550
ENT-0014,Tonsillectomy with or without Adenoidectomy1 Day,3960
ENT-0015,Reduction of Fracture Nasal Bone1 Day,3300
ENT-0016,SMR Submucus Resection 2 Days,6050
ENT-0017,Tracheostomy2 Days,5500
ENT-0018,Foreign Body Oesophagus1 Day,3300
ENT-0019,Nasal Cautherization for EpistaxisDay Case,1650
ENT-0020,Partial Inferior Turbinectomy (Unilateral/Bilateral)Day Case,3300
ENT-0021,Bronchoscopy (Foreign Body Removal from Trachea)1 Day,4400
ENT-0022,Simple Mastoidectomy2 Days,6600
ENT-0023,Bronchoscopy1 Days,3300
ENT-0024,Intra Nasal Antrostomy2 Days,3960
ENT-0025,Suction Clearance EarsDay Case,1980
ENT-0026,Removal of Foreign Body from TracheaDay Case,3300
ENT-0027,Removal of Foreign Body from EarOPD,1430
ENT-0028,Aural Polypectomy2 Days,3630
ENT-0029,Cordal Nodule of Benign Tumour from the Vocal Cord1 Days,6600
ENT-0030,Radical Mastoidectomy2 Days,9240
ENT-0031,Septoplasty2 Days,7150
ENT-0032,Caldwell- LUC Operation3 Days,6380
ENT-0033,Turbinectomy/UnilateralDay Case,4400
ENT-0034,Oro-Antral Fistula2 Days,6380
ENT-0035,Cordopexy2 Days,6050
ENT-0036,Functional Endoscopy Sinus Surgery Grade 1 (F.E.S.S.)3 Days,7700
ENT-0037,Operation for Malignant Tumour in ENT5 Days,15400
ENT-0038,Functional Endoscopy Sinus Surgery Grade 2 (F.E.S.S.)2 Days,9900
ENT-0039,Tympanoplasty4 Days,10560
ENT-0040,Functional Endoscopy Sinus Surgery Grade 3 (F.E.S.S.)2 Days,9900
ENT-0041,External Frontal Operation4 Days,10560
ENT-0042,Bilateral Linear Caute Inferior TurbinateDay Case,2200
ENT-0043,External Ethmoid Operation4 Days,10560
ENT-0044,Correction of Deviated Nasal Septum3 Days,6600
ENT-0045,Stapedectomy4 Days,11660
ENT-0046,Laser Assited Uveloplatoplasty (Laup)2 Days,5500
ENT-0047,Operation on Vocal Cord E.G. Woodman4 Days,13200
ENT-0048,Microlaryngoscopy with Procedure2 Days,6600
ENT-0049,Arytenoidectomy4 Days,12705
ENT-0050,Radical Mastoidectomy + Tympanoplasty4 Days,13200
ENT-0051,Tumour of the Vocal Cords1 Day,9900
FM0PTL0019,UNILATERAL MEDIAL RECTUS RECESSION,2574
FMANAP9914,DELIVERY G.A (One Hour),1601.6
FMANAP9915,DELIVERY G.A (30 Min),804.1
FMCAR-0013,PERICARDIOCENTESIS,3153.7
FMCAR-0017,PERMANENT PACEMAKER,5720
FMCARS0001,CARDIO VERSION (DC SHOCK),1430
FMCARS0004,ATRIAL PACING,1430
FMCARS0005,PERMANENT PACEMAKER IMPLANTATI ON (DDD),8580
FMCARS0012,RIGHT HEART CATHETERIZATION,2145
FMCARS0013,LEFT HEART CATHETERIZATION,2145
FMCARS0014,CORONARY ANGIOGRAPHY,2860
FMCARS0015,BALLON VALVULOPLASTY,7150
FMCARS0016,P.T.C.A. (SINGLE VESSEL),5005
FMCARS0017,P.T.C.A. (MULTI VESSEL),7150
FMCARS0018,CORONARY STENTING,1430
FMCARS0019,BALOON ATRIAL SEPTOSTOMY,3575
FMCAT-0002,TEMPORARY PACEMAKER LEAD REPO,1430
FMCAT-0003,PERMANENT PACEMAKER IMPLANTATI ON,14300
FMCAT-0004,ATRIAL PACING,1430
FMCAT-0005,INTRA-AORTIC BALLOON INSERTION,8580
FMCAT-0007,RIGHT HEART CATHETERIZATION,2145
FMCAT-0008,LEFT HEART CAHTETERIZATION,2145
FMCAT-0009,CORONARY ANGIOGRAPHY,2860
FMCAT-0010,BALLON VALVULOPLASTY,2860
FMCAT-0011,P.T.C.A. (SINGLE VESSEL),5005
FMCAT-0012,P.T.C.A. (MULTI VESSEL),7150
FMCAT-0014,BALLON ATRIAL SEPTOSTOMY,3575
FMCAT-0015,RENAL ANGIOGRAPHY,2159.3
FMCAT-0016,PERIPHERAL ANGIOGRAPHY,2159.3
FMCAT-0017,REMOVAL OF FOREIGN BODY BY SNA RE,1430
FMCAT-0018,PERICARDIAL TAPPING,7150
FMCAT-0021,CATHETER CLOSURE OF PDA,7150
FMCAT-0023,CORONARY STENTING PTCA SV (1 STENT),10725
FMCAT-0024,CORONARY STENTING PTCA SV (2 STENTS),12870
FMCAT-0025,CORONARY STENTING PTCA SV (3 STENTS),14300
FMCAT-0026,CORONARY STENTING PTCA DV (1 STENT),12870
FMCAT-0027,CORONARY STENTING PTCA DV (2 STENTS),14300
FMCAT-0028,CORONARY STENTING PTCA DV (3 STENTS),17160
FMCAT-0029,CORONARY STENTING PTCA DV (4 STENTS),20020
FMCAT-0030,CORONARY STENTING PTCA TV (1 STENT),17160
FMCAT-0031,CORONARY STENTING PTCA TV (2 STENTS),18590
FMCAT-0032,CORONARY STENTING PTCA TV (3 STENTS),21450
FMCAT-0037,DR. ALAMRI THERAEUTIC CATHLAB(MULTIPLE),5720
FMCAT-0038,Temporary Pacemaker Implantation,2860
FMCAT-0039,VASCULAR STENT PLACEMENT SINGLE VESSAL ONE STENT,42900
FMCAT-0040,AORTIC ILIAC ANGIOPLASTY SINGLE VESSAL,25740
FMCAT-0041,PTCA DV + 2 DRUG ELLUTING STENTS,22165
FMCAT-0042,PTCA SV + 1 DRUG ELLUTING STENT,12870
FMCAT-0043,PTCA SV + 2 DRUG ELLUTING STENTS,18947.5
FMCAT-0044,PTCA SV+ 3 DRUG ELLUTING STENT,25025
FMCAT-0045,PTCA DV + 1 DRUG ELLUTING STENT,15372.5
FMCAT-0046,PTCA DV + 3 DRUG ELLUTING STENT,26812.5
FMCAT-0047,PTCA TV + 1 DRUG ELLUTING STENT,17875
FMCAT-0048,PTCA TV + 2 DRUG ELLUTING STENT,23237.5
FMCAT-0049,PTCA TV + 3 DRUG ELLUTING STENT,28600
FMCAT-0050,PERMANENT PACEMAKER LEAD REPOSITIONING,7150
FMCAT-0051,PTCA DV+2DRUG + 1 NON DRUG ELLUTING STENT,100100
FMCAT-0052,CORONARY ANGIOGRAPHY (RADIAL APPROACH),3932.5
FMCAT-0053,Diag. coronary angio + bypass grafts,5720
FMCAT-0054,PRIMARY CORONARY ANGIOPLASTY SV + 1 DES,21450
FMCAT-0055,PTCA DV + 4 DRUG ELUTING STANTS,31460
FMCAT-0056,PRIMARY PTCA SV + 2 D.E.S,25740
FMCAT-0057,PRIMRY CORONORY ANGIOPLASTY + 4NON DRUG ELUT STENT,14300
FMCAT-0058,PTCA DV FOR INSTENTRESTONOSIS + D.E.S.,18232.5
FMCAT-0059,PRIMARY ANGIOPLASTY SV +1 EL STEN +1 NON ELL STEN,20020
FMCAT-0060,PTCA SV + 1 MULTILINK VISSION STENT,15015
FMCAT-0061,RESCUE PTCA SV+1 NON DRUG ELLUTING STENT,13585
FMCAT-0062,PRIMARY ANGIOPLASTY SV (SINGLE VESSEL),15730
FMCAT-0063,PRIMARY PTCA SV+2 DRUG ELLUTING STENTS+1 NON DES,30030
FMCAT-0064,VASCULAR STENT PLACEMENT DV 2 STENTS,8580
FMCAT-0065,INTRACORONARY THROMBUS ASPIRATION,2860
FMCAT-0066,CORONARY ANGIOGRAPHY FOR ROYAL SUIT,28600
FMCAT-0067,PRIMARY PTCA SV + 3 DES,31460
FMCTS-0001,PLCURAL ASPIRATION,1144
FMCTS-0002,THORACOTOMY PLUS BIOPSY,7150
FMCTS-0003,LOBECTOMY,8580
FMCTS-0004,PNEUMONECOMY,8580
FMCTS-0005,SEGMENTECTOMY,10010
FMCTS-0006,STERNOTOMY PLUS BIOPSY,7150
FMCTS-0007,STERNOTOMY + EXCISION OF MASS,10010
FMCTS-0008,REPAIR OF DIAPHERNIA,7150
FMCTS-0009,EXCISION OF CHEST WALL TUMOUR,14300
FMCTS-0010,DECORTICATION,10010
FMCTS-0011,EXCISION OF LUNG CYST,10010
FMCTS-0012,REP.OF RUPTURE BRONC./TRACHEA,14300
FMCTS-0013,THORACOPLASTY,14300
FMCTS-0014,REPAIR OF OESOP. INJ.,11440
FMCTS-0015,RESECTION OF SUP.SULCUS T.,14300
FMCTS-0016,SCALENE L.N. BIOPSY,3575
FMCTS-0017,CERVICAL RIB EXCISION,7150
FMCTS-0018,HELLER S OP. FOR ACHOLASIA,8580
FMCTS-0021,THORACOSCOPY,10010
FMCTS-0022,INTERNAL PACE-MAKER,10010
FMCTS-0023,EXTERNAL PACE-MAKER,7150
FMCTS-0024,PERICARDIECTOMY,11440
FMCTS-0025,EXCISION OF PERICARDIAL CYST,8580
FMCTS-0026,ONE-WAY VALVE FOR CHEST TUBE (HEIMLICH S VALVE),214.5
FMCTS-0028,EXCISION OF MEDIASTINAL MASS,10510.5
FMCTS-0029,SUPERFICIAL LYMPHNODE BIOPSY,451
FMCTS-0031,EXTRAPLEURAL PNEUMONECTOMY,12012
FMCTS-0032,EXCISION OF SUPERIOR SULCU TUMUR,11440
FMCTS-0034,MUSCLE FLAP FOR CLOSURE OF PLEURAL POUCH,15015
FMCTS-0036,EXCISION OF CHEST WALL SINUS,7507.5
FMCTS-0037,RESECTION OF PHARYNGEAL DIVERT ICULUM,10510.5
FMCTS-0038,REPAIR OF EVENTIATION OF DIAPH RAGM,10510.5
FMCTS-0039,REPAIR OF TRACHEO-OESOPHAGEAL FISTULA,10510.5
FMCTS-0040,WOUND SUTURING,150.7
FMCTS-0041,MINI THORACOTOMY,2252.8
FMCTS-0042,ASPIRATION OF COLD ABSCESS,300.3
FMCTS-0043,EXCISION OF LYMPH NODE,451
FMCTS-0044,THORACOSTOMY,1501.5
FMCTS-0045,ASPIRATION BIOPSY,451
FMCTS-0046,LIGATION OF PATENT DUCTUS ARTERIOSOUS,7150
FMCTS-0047,RIBRESECTION,5720
FMCTS-0048,EXPLORATORY THORACOTOMY,4290
FMCTS-0049,CABG,7364.5
FMCTS-0050,CABG+VALVE SURGERY,10310.3
FMCTS-0051,SINGLE VALVE SURGERY(MITRAL VALVE REPLACEMENT),7364.5
FMCTS-0052,MORE THAN SINGLE SURGERY,10310.3
FMCTS-0053,CORRECTION OF SIMPLE CONGENITAL HEART DISEASE,7364.5
FMCTS-0056,AORTIC VALVE REPLACEMENT,11440
FMCTS-0057,REPAIR OF RUPTURE NON CORONARY SINUS OF VALSALVA,9295
FMCTS-0058,REPAIR OF STERNUM FRACTURE,14300
FMCTS-0059,EXCISION OF THYMOMECTOMY,5720
FMCTS-0060,EXCISION OF THYMEC TUMOR,17160
FMCTS-0061,THYMECTOMY,14300
FMCTS-0062,THORACOTOMY WITH OPEN BULLECTOMY (REPAIR OF RUPTURED BULKE),3575
FMCTS-0063,REEXPLORATION AFTER OPEN HEART SURGERY,4290
FMCTS-0064,MITRAL VALVE REPLACEMENT WITH TISSUE VALVE,11440
FMCTS-0065,MITRAL VALVE REPLACEMENT & TRICUSPID VALVE REPAIR,11154
FMCTS-0079,SUPERFICIAL LYMPHNODE BIOPSY,451
FMCTSS0001,CHEST TUBE INSERTION,3754.3
FMCTSS0002,GAUZE FIXATION OF FLAIL CHEST,3003
FMCTSS0003,SURGICAL FIX. OF FLAIL CHEST,9009
FMCTSS0004,INTERCOSTAL NERVE BLOCK,1501.5
FMCTSS0005,CHEMICAL PLEUROCTESIS,3003
FMCTSS0006,CLS OF BRONCHO-PLEURAL FISTULA,15015
FMCTSS0007,ELOESSER FLAP,4504.5
FMCTSS0008,REPAIR OF CHEST WALL DEFECT,18018
FMCTSS0010,THERAPEUTIC RIGID BRONCHOSCOPY,5255.8
FMCTSS0011,DIAG. RIGID OESOPHAGOSCOPY,3003
FMCTSS0012,THERA. RIGID OESOPHAGOSCOPY,3754.3
FMCTSS0013,NEEDLE LUNG BIOPSY,3003
FMCTSS0014,NEEDLE PLEURAL BIOPSY,3003
FMCTSS0015,THORACENTESIS,2252.8
FMCTSS0016,CLOSURE OF PATENT DUCTUS,10510.5
FMCTSS0017,SHUNTING PROCEDURE,10510.5
FMCTSS0018,PERICARDIOTHENTESIS,3754.3
FMCTSS0019,PERICARDIAL WINDOW,7507.5
FMCTSS0020,MONALDI S PROCEDURE,4504.5
FMCTSS0021,INTERNAL PACE MAKER,6006
FMCTSS0022,REPAIR OF WOUND DEHESENCE,7507.5
FMCTSS0026,OPEN HEART SURGERY BY EXTERNAL TEAM,35750
FMCTSS0027,DECORTICATION OF THE LUNG,8580
FMCTSS0028,REMOVAL OF FOREIGN BODY W/ SCREENING,1658.8
FMDER-0046,ACNE SURGERY (COMEDONE EXTRACT,465.3
FMDER-0067,TESTICULAR EXPLORATION,1816.1
FMDER-0069,SEBACEOUS CYST EXCISSION SMALL,350.9
FMDER-0070,SEBACEOUS CYST EXCISSION LARGE,922.9
FMDER-0081,INCISSI.& DRAIN.ABCS.SUPERFCL.,143
FMDER-0082,INCISSI.& DRAIN ABCSS.-DEEP,265.1
FMDER-0153,INCISS.&DRAIN.ABSCESS-SMALL,207.9
FMDER-0154,INCISS.&DRAIN. ABSCESS-MEDIUM,350.9
FMDER-0155,INCISS.&DRAIN. ABSCESS-LARGE,536.8
FMDER-0156,SEBACEOUS CYST EXCISSION SMALL,350.9
FMDER-0157,SEBACEOUS CYST EXCISSION MED.,880
FMDER-0158,SEBACEOUS CYST EXCISSION-LARGE,1730.3
FMDERS0163,ELECTRO CAVTERY UNDER GENERAL ANAESTHESIA,5005
FMDNT-0079,BIOPSY OF BONE (MEDIUM),1738
FMDNTC0001,ENUCLEATION OF SMALL CYST,872.3
FMDNTC0002,ENUCLEATION OF MODERATE CYST,1394.8
FMDNTC0003,ENUCLEATION OF LARGE CYST,2602.6
FMDNTC0004,MARSUPIALIZATION OF CYST,3468.3
FMDNTC0005,PLASTIC CLOSURE OF CHRONIC SKIN FISTULA,1738
FMDNTC0006,CLOSURE OF ACCIDENTAL OPENING OF MAX. SINUS (SMALL),872.3
FMDNTC0007,CLOSURE OF ACCIDENTAL OPENING OF MAX. SINUS (LARGE),1738
FMDNTC0008,CLOSURE OF CHRONIC ORO-ANTRAL FISTULA,3468.3
FMDNTC0009,CALDWELL-LUC OPERATION,4347.2
FMDNTC0012,MAX. TUBEROSITY REDUCTION SOFT TISSUE,350.9
FMDNTC0013,MAX.TUBEROSITY PLASTIC REDUC- TION (BONY),522.5
FMDNTC0014,REMOVAL OF FLABBY TISSUE ONE JAW,1566.4
FMDNTC0015,REMOVAL OF FLABBY TISSUE 1/2 JAW,700.7
FMDNTC0016,LABIAL FRENECTOMY,872.3
FMDNTC0017,LINGUAL FRENECTOMY (TONGUE TIE),429
FMDNTC0018,REMOVAL OF DENTURE FISSURATUM SMALL,872.3
FMDNTC0019,REMOVAL OF DENTURE FISSURATUM WITH GRAFT (M.M.),1738
FMDNTC0020,REMOVAL OF TORES PALATINUS SML,522.5
FMDNTC0021,REMOV. OF TORES PALATINUS LRGE,872.3
FMDNTC0022,REMOV. OF MANDIBULAR TOR.SMLL.,522.5
FMDNTC0023,REMOV. OF MADIBULAR TOR. LRGE,872.3
FMDNTC0024,VESTIBULOPLASTY 1/2 JAW,1051.6
FMDNTC0025,VESTIBULOPLASTY WITH GRAFT(MM),1051.6
FMDNTC0026,LOWERING OF THE FLOOR OF MOUTH,3468.3
FMDNTC0028,REMOVAL OF SALIVARY CALCUL.ANT,872.3
FMDNTC0029,REMVAL OF SALIVARY CALCUL.POST,1309
FMDNTC0030,ENUCLEATION OF MUCOCELE,872.3
FMDNTC0031,MARSUPIALIZATION OF RANULA,872.3
FMDNTC0032,THYROGLOSSAL CYST ENUCL./BRAN P CYST,1394.8
FMDNTC0034,HERMANN S OPERATION (LUXATED TMJ),1738
FMDNTC0035,SURGICAL EXCISION OF INTRA- ORAL TUMOUR SMALL,522.5
FMDNTC0036,SURGICAL EXCISION OF INTRAORAL TUMOUR MEDIUM,872.3
FMDNTC0037,SURGICAL EXCISION OF INTRAORAL TUMOUR LARGE,1738
FMDNTC0040,REMOVAL OF FOREIGN BODY,872.3
FMDNTC0041,REMOVAL OF PLATE OR WIRES OF OLD FRACTURE,872.3
FMDNTC0042,ZYGOMATIC FRACTURE,2602.6
FMDNTC0043,SIMPLE FRACTURE,2602.6
FMDNTC0044,COMPOUND FRACTURE,4347.2
FMDNTC0045,COMPLEX FRACTURE,6077.5
FMDNTC0046,INTERMAX. FIXATION TRACTION,1738
FMDNTC0047,BIOPSY OF SOFT TISSUE,443.3
FMDNTC0049,EXCISION OF TONGUE (PARTIAL),1738
FMDNTC0050,HEMIGLOSSECTOMY,2602.6
FMDNTC0051,TOTAL GLOSSECTOMY,3468.3
FMDNTC0052,SCAR CORRECTION (SMALL),872.3
FMDNTC0053,SCAR CORRECTION (MODERATE),1738
FMDNTC0054,SCAR CORRECTION (LARGE),2602.6
FMDNTC0058,TRANSPOSITION FLAP (SMALL),872.3
FMDNTC0059,TRANSPOSITION FLAP (MODERATE),1738
FMDNTC0060,TRANSPOSITION FLAP (LARGE),2602.6
FMDNTC0061,CLEFT LIP CORRECTN UNILATERAL INCOMPLETE,1738
FMDNTC0062,CLEFT LIP CORRECTN UNILATERAL COMPLETE,2602.6
FMDNTC0063,CLEFT LIP CORRECTION BILATERAL INCOMPLETE,3468.3
FMDNTC0064,CLEFT LIP CORRECTION BILATERAL COMPLETE,4347.2
FMDNTC0065,REPAIR OF 2ND CORRECTION OF CLEFT LIP,4347.2
FMDNTC0066,CLEFT PALATE CORRECTION (HARD & SOFT),3468.3
FMDNTC0067,CLEFT PALATE CORRECTION - (ISOLATED),2602.6
FMDNTC0068,REPAIR OF 2ND CORRECTION OF CLEFT PALATE,4347.2
FMDNTC0069,CLEFT UVULES CORECTION - SUBMUCOSAL,1738
FMDNTC0070,PHARYNGOPLASTIC (WITH/WITHOUT\ ISOLATED CLEFT PALATE),3468.3
FMDNTC0071,OSTEOTOMY IN THE CONDYLAR NECK,4347.2
FMDNTC0072,EXTRA-ORAL VERTICAL OSTEOTOMY IN THE RAMI,3468.3
FMDNTC0073,EXTRA-ORAL SUBCONDYLAR - OSTEOTOMY (OBLIQUE),3468.3
FMDNTC0074,INTRA-ORAL SUBCONDYLAR - OSTEOTOMY (OBLIQUE),2602.6
FMDNTC0075,HORIZONTAL OSTEOTOMY IN THE RAMI,3125.1
FMDNTC0076,INTRA-ORAL SAGITTAL OSTEOTOMY,2953.5
FMDNTC0077,OSTECTOMY IN THE BODY OF MADIBLE (Z),3468.3
FMDNTC0078,OSTEOTOMY OF MAXILLA,3468.3
FMDNTC0079,PROGENIC OPERATION WITH REAL PROGENIC,3468.3
FMDNTC0080,PROGENIC OPERATION WITH PSEUDOPROGENIC,2602.6
FMDNTC0086,NON-SURGICAL TREATMENT OF T.M. J. CLINICAL RECIPROCAL,5212.9
FMDNTI0001,INSERTION OF IMPLANT,1738
FMDNTI0002,T. IMPLANT ANT. (L),1738
FMDNTI0003,T. IMPLANT ANT. (G),2602.6
FMDNTI0004,IMMEDIATE T IMPLANT ANT. (L),3125.1
FMDNTI0005,IMMEDIATE T IMPLANT ANT.(G),3468.3
FMDNTI0006,T. IMPLANT POST (L),2087.8
FMDNTI0007,T IMPLANT PIRT (G),2953.5
FMDNTI0008,IMMEDIATE T IMPLANT ANT. (L),3468.3
FMDNTI0009,IMMEDIATE T IMPLANT ANT. (G),3989.7
FMDNTI0010,REMOVAL OF T IMPLANT,522.5
FMDNTI0011,INSERTION OF I.M.Z. IMPLANT FIRST STAGE,1738
FMDNTI0012,INSERTION OF I.M.Z. IMPLANT 2ND STAGE,350.9
FMDNTI0013,I.M.Z. IMPLANT TIT.L 1ST STAGE,2602.6
FMDNTI0014,I.M.Z. IMPLANT TIT.L 2ND STAGE,872.3
FMDNTI0015,I.M.Z. IMPLANT H.A.L 1ST STAGE,3468.3
FMDNTI0016,I.M.Z. IMPLANT H.A.L 2ND STAGE,872.3
FMDNTI0017,I.M.Z. IMPLANT TIT.G 1ST STAGE,1223.2
FMDNTI0018,I.M.Z. IMPLANT TIT.G 2ND STAGE,522.5
FMDNTI0019,I.M.Z. IMPLANT H.A.G 1ST STAGE,1738
FMDNTI0020,I.M.Z. IMPLANT H.A.G 2ND STAGE,872.3
FMDNTI0021,REMOVAL OF I.M.Z. IMPLANT,522.5
FMDNTI0022,INSERTION OF T.P.S. IMPLANT,872.3
FMDNTI0023,T.P.S. IMPLANT 2,1738
FMDNTI0024,T.P.S. IMPLANT 3,2602.6
FMDNTI0025,T.P.S. IMPLANT 4,3468.3
FMDNTI0026,SUBPERIOSTEAL IMPLANT COMPLETE 1ST STAGE,872.3
FMDNTI0027,SUBPERIOSTEAL IMPLANT COMPLETE 2ND STAGE,350.9
FMDNTI0030,SUBPERIOSTEAL IMPLANT PARTIAL 1ST STAGE,522.5
FMDNTI0031,SUBPERIOSTEAL IMPLANT PARTIAL 2ND STAGE,179.3
FMDNTI0038,LINKOW WITH 1 PFOSTEN,1738
FMDNTI0039,LINKOW 10 WITH 1 PFOSTEN,2602.6
FMDNTI0040,LINKOW WITH 2 PFOSTEN,3468.3
FMDNTI0041,LINKOW 10 WITH 2 PFOSTEN,4347.2
FMDNTI0051,TRANSPLANTATION W/ SMAL FLAB,1738
FMDNTI0052,TRNASPLANTATION W/ LARGE FLAB,2602.6
FMDNTI0053,REIMPLANTATION W/ WIRE FIXATN,1738
FMDNTM0011,SLIDING FLAP OPERATION 1/2 JAW,1738
FMDNTO0029,CLICKING TMJ [FJO],4955.5
FMDNTO0030,RETAINER UPPER OR LOWER,829.4
FMDNTO0031,RETAINERS UPPER & LOWER,1487.2
FMDNTP0055,LATERAL TRAINING FLANGE,1738
FMDNTP0072,ORAL MUCOSAL LESIONS,143
FMDNTS0014,IMPACTED 3RD MOLAR MILD CASE,1738
FMDNTS0016,IMPACTED 3RD MOLAR SEVERE CASE,3468.3
FMDNTS0017,IMPAC.CANINE/PREMOLAR LABIALY,1738
FMDNTS0018,IMPAC.CANINE/PREMOLAR PALATALY,2602.6
FMDNTS0019,IMPAC. CANINE LABIO - PALATALY,3468.3
FMDNTS0021,OPERCULECTOMY,700.7
FMDNTS0027,ENUCLEATION OF SMALL CYST,1738
FMDNTS0028,ENUCLEATION OF MODERATE CYST,2602.6
FMDNTS0029,ENUCLEATION OF LARGE CYST,3468.3
FMDNTS0030,MARSUPIALIZATION MODERATE CYST,3468.3
FMDNTS0031,MARSUPIALIZATION LARGE CYST,4733.3
FMDNTS0034,APICECTOMY & RETROGRADE FILLING (ANTERIOR),2602.6
FMDNTS0035,APICECTOMY &RETROGRADE FILLING (POSTERIOR),3468.3
FMDNTS0036,PLASTIC CLOSURE OF CHRONIC SKIN FISTULA,3468.3
FMDNTS0037,CLOSURE OF ACCIDENTAL OPENING OF MAX. SINUS (SMALL),1738
FMDNTS0038,CLOSURE OF ACCIDENTAL OPENING OF MAXILLARY SINUS (MODERATE),2367.2
FMDNTS0039,CLOSURE OF ACCIDENTAL OPENING OF MAX. SINUS (LARGE),3468.3
FMDNTS0040,CLOSURE OF CHRONIC ORO-ANTRAL FISTULA,5212.9
FMDNTS0045,MAX. TUBEROSITY REDUCTION SOFT TISSUE,700.7
FMDNTS0046,MAX.TUBEROSITY REDUCTION(BONY),1738
FMDNTS0047,REMOVAL OF FLABBY TISSUE ONE JAW,2602.6
FMDNTS0048,REMOVAL OF LOCAL FLABBY TISSUE,872.3
FMDNTS0049,LABIAL FRENECTOMY,1738
FMDNTS0050,LINGUAL FRENECTOMY(TONGUE TIE),1738
FMDNTS0051,REMOVAL OF DENTURE FISSURATUM SMALL,872.3
FMDNTS0052,REMOVAL OF DENTURE FISSURATUM LARGE,1738
FMDNTS0053,REMOVAL OF TORES PALATINUS SML,1738
FMDNTS0054,REMOV. OF TORES PALATINUS LRGE,3468.3
FMDNTS0055,REMOV. OF MANDIBULAR TOR.SMLL.,1738
FMDNTS0056,REMOV. OF MADIBULAR TOR. LRGE,2602.6
FMDNTS0057,VESTIBULOPLASTY HALF JAW,2602.6
FMDNTS0058,VESTIBULOPLASTY ONE JAW,3468.3
FMDNTS0059,DEEPNING OF SULCUS,4733.3
FMDNTS0061,REMOVAL OF SAL. CALCULAI ANT. I/O,872.3
FMDNTS0062,REMOVAL OF SAL. CALCULAI MID. I/O,1580.7
FMDNTS0063,REM. OF SAL. CALCULAI POST I/O,2602.6
FMDNTS0064,ENUCLEATION OF MUCOCEL SMALL,1223.2
FMDNTS0065,ENUCLEATION OF MUCOCEL LARGE,1580.7
FMDNTS0066,MARSUPIALIZATION OF RANULA SML,2602.6
FMDNTS0067,MURSUPILALIZATION OF RANULA LARGE,3153.7
FMDNTS0068,REMOVAL OF SUB MANDIBULAR SALIVARY GLAND,4733.3
FMDNTS0069,SUPERFACIAL PAROTIDACTOMY,5519.8
FMDNTS0070,MANIPULATION OF DISLOCATED TMJ,1051.6
FMDNTS0071,MANIPULATION OF LUXATED TMJPD,3153.7
FMDNTS0072,PAIN AND CLICKING TMJ P.D.,4733.3
FMDNTS0073,MYOFACIAL PAIN DISFUNCTION SYDROME P. D.,6306.3
FMDNTS0075,BIOPSY OF SOFT TISSUE - SMALL,471.9
FMDNTS0076,BIOPSY OF SOFT TISSUE - MEDIUM,794.2
FMDNTS0077,BIOPSY OF SOFT TISSUE - LARGE,1266.1
FMDNTS0078,BIOPSY OF BONE (SUPERFACIAL),794.2
FMDNTS0079,BIOPSY OF BONE (MODERATE),1580.7
FMDNTS0080,BIOPSY OF BONE (DEEP),2367.2
FMDNTS0081,SURGICAL EXCISION INTRA-ORAL SWELLING SMALL,1580.7
FMDNTS0082,SURGICAL EXCISION OF INTRA- ORAL SWELLING - MEDIUM,2367.2
FMDNTS0083,SURGICAL EXCISION OF INTRA- ORAL SWELLING LARGE,3153.7
FMDNTS0084,SURGICAL EXCISION OF BENIGN TUMOUR IN SOFT PALATE,3946.8
FMDNTS0085,SURGICAL EXCISION OF BENIGN TUMOUR IN HARD PALATE,5519.8
FMDNTS0086,SURGICAL EXCISION OF BENIGN TUMOUR LIP,4733.3
FMDNTS0087,SURGICAL EXCISION OF BENIGN TUMOUR IN JAW,6306.3
FMDNTS0088,SURGICAL EXCISION OF MALIGNANT TUMOUR SMALL,7887
FMDNTS0089,SURGICAL EXCISION OF MALIGNANT TUMOUR MEDIUM,9460
