PACKAGE CODE ,CATEGORY,SUB-CATEGORY,SERVICE DESCRIPTION,TCS /TOTAL CARE SAUDI
4021014,C.V.T.,CARDIAC CATH,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – SV WITH 2 STENT ,(IMPLANT NOT INCLUDED)",29070.0
4021015,C.V.T.,CARDIAC CATH,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – SV WITH 3 STENT ,(IMPLANT NOT INCLUDED)",29070.0
4021016,C.V.T.,CARDIAC CATH,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – SV WITH 4 STENTS ,(IMPLANT NOT INCLUDED)",44811.5
4021017,C.V.T.,CARDIAC CATH,PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – TV,28101.0
4021018,C.V.T.,CARDIAC CATH,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – TV WITH 2 STENT ,(IMPLANT NOT INCLUDED)",48193.5
4021019,C.V.T.,CARDIAC CATH,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – TV WITH 3 STENT ,(IMPLANT NOT INCLUDED)",53266.5
4021020,C.V.T.,CARDIAC CATH,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – TV WITH 4 STENTS ,(IMPLANT NOT INCLUDED)",57494.0
4021021,C.V.T.,CARDIAC CATH,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – TV WITH 5 STENTS ,(IMPLANT NOT INCLUDED)",61721.5
4021022,C.V.T.,CARDIAC CATH,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – TV WITH STENT ,(IMPLANT NOT INCLUDED) ",43966.0
4021023,C.V.T.,CARDIAC CATH,"PTCA SINGLE VESSEL WITH DRUG ELUTING BALLOON , EXCLUDING THE PRICE OF THE DRUG ELUTING BALLOON",24225.0
4021024,C.V.T.,CARDIAC CATH,TEMPORARY PACEMAKER,7609.5
4021025,C.V.T.,CARDIAC CATH,MITRAL BALLOON VALULOPLASTY,38380.0
4031001,C.V.T.,PEDIA CARDIAC SURGERY,ATRIAL SEPTAL DEFECT DEVICE CLOSURE (ASD),34200.0
4031002,C.V.T.,PEDIA CARDIAC SURGERY,ATRIAL BALLOON SEPTOSTOMY ,16720.0
4031003,C.V.T.,PEDIA CARDIAC SURGERY,LEFT ATRIAL APPENDAGE DEVICE CLOSURE ,59185.0
4031004,C.V.T.,PEDIA CARDIAC SURGERY,VALVE IMPLANTATION / MELODY ,113050.0
4031005,C.V.T.,PEDIA CARDIAC SURGERY,PATENT DUCTUS ARTERIOSUS COIL CLOSURE (PDA),16720.0
4031006,C.V.T.,PEDIA CARDIAC SURGERY,PATENT DUCTUS ARTERIOSUS DEVICE CLOSURE (PDA),24225.0
4031007,C.V.T.,PEDIA CARDIAC SURGERY,PATENT DUCTUS ARTERIOSUS STENTING (PDA),34200.0
4031008,C.V.T.,PEDIA CARDIAC SURGERY,PULMONARY ARTERY DILATATION WITH OR WITHOUT STENTING(IMPLANT NOT INCLUDED),24225.0
4031009,C.V.T.,PEDIA CARDIAC SURGERY,PULMONARY BALLOON VALVULOPLASTY      ,20187.5
4031010,C.V.T.,PEDIA CARDIAC SURGERY,PULMONARY VALVE PERFORATION BY RADIOFREQUENCY,121125.0
4031011,C.V.T.,PEDIA CARDIAC SURGERY,VENTRICULAR OUTFLOW TRACT STENTING (RVOT) ,38047.5
4031012,C.V.T.,PEDIA CARDIAC SURGERY,VENTRICULAR SEPTAL DEFECT DEVICE CLOSURE (VSD) ,38047.5
4041001,C.V.T.,VASCULAR SURG,"AMPUTATION, ABOVE KNEE",24947.0
4041002,C.V.T.,VASCULAR SURG,"AMPUTATION, BELOW KNEE",24947.0
4041003,C.V.T.,VASCULAR SURG,"AMPUTATION, THROUGH FOOT",21109.0
4041004,C.V.T.,VASCULAR SURG,"AMPUTATION, TOE/S",21109.0
4041005,C.V.T.,VASCULAR SURG,"ANASTOMOSIS, VENOUS, INTRA-ABDOMINAL",37420.5
4041006,C.V.T.,VASCULAR SURG,ANASTOMOSIS-VENOUS INTRA-ABDOMINAL,28785.0
4041007,C.V.T.,VASCULAR SURG,"ANGIOPLASTY, PATCH, ARTERY / SYNTHETIC",31663.5
4041008,C.V.T.,VASCULAR SURG,"ANGIOPLASTY, PATCH, ARTERY / TISSUE",31663.5
4041009,C.V.T.,VASCULAR SURG,"ANGIOPLASTY, PATCH, ARTERY / UNSPECIFIED",31663.5
4041010,C.V.T.,VASCULAR SURG,"ANGIOPLASTY, VESSEL, VEIN (IMPLANT NOT INCLUDED)",31663.5
4041011,C.V.T.,VASCULAR SURG,"ARTERIOGRAM, COMPLET",17271.0
4041012,C.V.T.,VASCULAR SURG,"ARTERIOGRAM, INTRAOPERATIVE",17271.0
4041013,C.V.T.,VASCULAR SURG,"ARTERIOVENOSTOMY, FOR RENAL DIALYSIS",28785.0
4041014,C.V.T.,VASCULAR SURG,BILATERAL CAROTID AND VERTEBRAL ANGIOGRAM  ,7196.25
4041015,C.V.T.,VASCULAR SURG,BYPASS VASCULAR-PERIPHERAL ARTERY,28785.0
4041016,C.V.T.,VASCULAR SURG,"BYPASS, ARTERY, FEMORO-TIBIAL",32623.0
4041017,C.V.T.,VASCULAR SURG,"BYPASS, ARTERY, POPLITEO-TIBIAL",31663.5
4041018,C.V.T.,VASCULAR SURG,"BYPASS, IN SITU, FEMORO-TIBIAL ARTERY",34542.0
4041019,C.V.T.,VASCULAR SURG,"BYPASS, VASCULAR, INTRA-ABDOMINAL",34542.0
4041020,C.V.T.,VASCULAR SURG,"BYPASS, VASCULAR-INTRATHORACIC",34542.0
4041021,C.V.T.,VASCULAR SURG,"BYPASS, VASCULAR-RENAL ARTERY",39339.5
4041022,C.V.T.,VASCULAR SURG,"CAROTICO-CAVERNOUS FISTULA CLOSURE INCLUDING THE BASIC CATHETETER, GUIDE WIRE AND THE FIRST COIL",31663.5
4041023,C.V.T.,VASCULAR SURG,ADDITIONAL COIL / EACH,8491.574999999999
4041024,C.V.T.,VASCULAR SURG,ADDITIONAL DETACHABLE BALLOON / EACH,7819.924999999999
4041025,C.V.T.,VASCULAR SURG,DURAL ARTERIOVENOUS FISTULA CLOSURE ,21588.75
4041026,C.V.T.,VASCULAR SURG,EMBOLIZATION OF CRANIAL AND SPINAL ARTERIOVENOUS MALFORMATIONS BY GLUE AND COILS  1-3 NEDAL INJECTIONS,50373.75
4041027,C.V.T.,VASCULAR SURG,EMBOLIZATION OF CRANIAL AND SPINAL ARTERIOVENOUS MALFORMATIONS BY GLUE AND COILS > 6 NEDAL INJECTIONS,63806.75
4041028,C.V.T.,VASCULAR SURG,EMBOLIZATION OF CRANIAL AND SPINAL ARTERIOVENOUS MALFORMATIONS BY GLUE AND COILS 3-6 NEDAL INJECTIONS,56130.75
4041029,C.V.T.,VASCULAR SURG,EMBOLIZATION OF CRANIAL AND SPINAL VASCULAR TUMORS,13289.074999999999
4041030,C.V.T.,VASCULAR SURG,"ENDARTERECTOMY, ABDOMINAL ARTERIES",32623.0
4041031,C.V.T.,VASCULAR SURG,"ENDARTERECTOMY, THORACIC VESSELS",34542.0
4041032,C.V.T.,VASCULAR SURG,"ENDARTERECTOMY, CAROTID VESSEL ",40299.0
4041033,C.V.T.,VASCULAR SURG,"ENDARTERECTOMY-OTHER, VESSELS, HEAD AND NECK",40299.0
4041034,C.V.T.,VASCULAR SURG,ENDOVASCULAR INTRAARTERIAL FIBRINOLYSIS FOR CEREBROVASCULAR EMBOLIZATION / THROMBOSIS (SHORT SEGMENT <10 CM) ,32623.0
4041035,C.V.T.,VASCULAR SURG,ENDOVASCULAR REVASCULARIZATION OF CEREBRAL ISCHEMIA – MUTIPLE VESSEL,38236.075
4041036,C.V.T.,VASCULAR SURG,ENDOVASCULAR REVASCULARIZATION OF CEREBRAL ISCHEMIA – SINGLE VESSEL ,32623.0
4041037,C.V.T.,VASCULAR SURG,"EXCISION, LESION, ABDOMINAL ARTERIES",32623.0
4041038,C.V.T.,VASCULAR SURG,"EXCISION, LESION, ABDOMINAL VEINS",32623.0
4041039,C.V.T.,VASCULAR SURG,"EXCISION, LESION, THORACIC VESSELS",36461.0
4041040,C.V.T.,VASCULAR SURG,"EXCISION, LESION, VESSELS / HEAD, NECK",30780.0
4041041,C.V.T.,VASCULAR SURG,"FASCIOTOMY, LOWER EXTREMITIES",24947.0
4041042,C.V.T.,VASCULAR SURG,"FASCIOTOMY, UPPER EXTREMITIES",24947.0
4041043,C.V.T.,VASCULAR SURG,"FORMATION, SHUNT, PERITONEOVASCULAR",28785.0
4041044,C.V.T.,VASCULAR SURG,"FORMATION, SHUNT, PERITONEOVASCULAR",28785.0
4041045,C.V.T.,VASCULAR SURG,"INSERTION, CANNULA, VESSEL-TO-VESSEL",32623.0
4041046,C.V.T.,VASCULAR SURG,"INSERTION, GRAFT, FOR HEMODIALYSIS",28785.0
4041047,C.V.T.,VASCULAR SURG,"INTERRUPTION, VENA CAVA",27825.5
4041048,C.V.T.,VASCULAR SURG,"LIGATION AND STRIPPING, VARICOSE VEINS",32623.0
4041049,C.V.T.,VASCULAR SURG,"LIGATION, DIVISION, THORACIC VESSELS",36461.0
4041050,C.V.T.,VASCULAR SURG,LIGATION AND EXCISION OF PERFORATORS,24947.0
4041051,C.V.T.,VASCULAR SURG,ADDITIONAL MICROCATHETER / EACH,4605.599999999999
4041052,C.V.T.,VASCULAR SURG,ADDITIONAL MICROGUIDE WIRE / EACH,3694.075
4041053,C.V.T.,VASCULAR SURG,OBLITERATION OF CEREBRAL ANEURYSMS BY COILS – LARGE ANEURYSMS (> 10 MM) ,84436.0
4041054,C.V.T.,VASCULAR SURG,OBLITERATION OF CEREBRAL ANEURYSMS BY COILS – MEDIUM ANEURYSMS (5 TO 10 MM),73881.5
4041055,C.V.T.,VASCULAR SURG,OBLITERATION OF CEREBRAL ANEURYSMS BY COILS – SMALL ANEURYSMS (<5 MM) ,62367.5
4041056,C.V.T.,VASCULAR SURG,"CAROTID BODY OPERATIONS, OTHER VASCULAR BODIES",40299.0
4041057,C.V.T.,VASCULAR SURG,PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY (PTA) FOR EXTRACRANIAL CEREBROVASCULAR STENOSIS WITH  BALLOON,25906.5
4041058,C.V.T.,VASCULAR SURG,PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY (PTA) FOR EXTRACRANIAL CEREBROVASCULAR STENOSIS WITH STENT,33582.5
4041059,C.V.T.,VASCULAR SURG,PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY (PTA) FOR EXTRACRANIAL CEREBROVASCULAR STENOSIS WITHOUT STENT AND BALLOON,22068.5
4041060,C.V.T.,VASCULAR SURG,PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY (PTA) FOR INTRACRANIAL CEREBROVASCULAR STENOSIS WITH  BALLOON,41258.5
4041061,C.V.T.,VASCULAR SURG,PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY (PTA) FOR INTRACRANIAL CEREBROVASCULAR STENOSIS WITH STENT,47015.5
4041062,C.V.T.,VASCULAR SURG,PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY (PTA) FOR INTRACRANIAL CEREBROVASCULAR STENOSIS WITHOUT STENT AND BALLOON,33582.5
4041063,C.V.T.,VASCULAR SURG,PERMICATH INSERTION FOR HEMODIALYSIS ,8025.599999999999
4041064,C.V.T.,VASCULAR SURG,"PHLEBECTOMY, WITH ANASTOMOSIS, OTHER VESSELS, HEAD",40299.0
4041065,C.V.T.,VASCULAR SURG,"REMOVAL, ARTERIOVSENOUS SHUNT FOR RENAL DIALYSIS",7196.25
4041066,C.V.T.,VASCULAR SURG,"REPAIR, BRACHIAL ARTERY ",29744.5
4041067,C.V.T.,VASCULAR SURG,"BLOOD VESSEL REPAIR, PATCH GRAFT SYNTHETIC",32623.0
4041068,C.V.T.,VASCULAR SURG,"BLOOD VESSEL REPAIR, PATCH GRAFT TISSUE",32623.0
4041069,C.V.T.,VASCULAR SURG,"BLOOD VESSEL REPAIR, PATCH GRAFT UNSPECIFIED TYPE",32623.0
4041070,C.V.T.,VASCULAR SURG,"FISTULA, ARTERIOVENOUS REPAIR",32623.0
4041071,C.V.T.,VASCULAR SURG,OTHER ANEURYSM REPAIR,34542.0
4041072,C.V.T.,VASCULAR SURG,OTHER BLOOD VESSEL REPAIR,28785.0
4041073,C.V.T.,VASCULAR SURG,BLOOD VESSEL WITH/WITHOUT GRAFT REPAIR,28785.0
4041074,C.V.T.,VASCULAR SURG,"CANNULA, VESSEL-TO-VESSEL REPLACEMENT",32623.0
4041075,C.V.T.,VASCULAR SURG,"ANEURYSM, ABDOMINAL AORTA RESECTION",32623.0
4041076,C.V.T.,VASCULAR SURG,"ANEURYSM, ILIAC ARTERY RESECTION",29744.5
4041077,C.V.T.,VASCULAR SURG,"ANEURYSM, OTHER ARTERIES RESECTION, ",29744.5
4041078,C.V.T.,VASCULAR SURG,"RIB, FIRST WITH/WITHOUT CERVICAL RESECTION",32623.0
4041079,C.V.T.,VASCULAR SURG,"THORACIC VESSELS, WITH GRAFT REPLACEMEN RESECTION",44137.0
4041080,C.V.T.,VASCULAR SURG,REVISION OF STUMP   ,18230.5
4041081,C.V.T.,VASCULAR SURG,"REVISION, ARTERIOVENOUS FISTULA",5918.5
4041082,C.V.T.,VASCULAR SURG,"REVISION, ARTERIOVENOUS FISTULA / GORTEX",5918.5
4041083,C.V.T.,VASCULAR SURG,"REVISION, ARTERIOVENOUS SHUNT FOR RENAL DIALYSIS",9595.0
4041084,C.V.T.,VASCULAR SURG,"REVISION, VASCULAR PROCEDURE",32623.0
4041085,C.V.T.,VASCULAR SURG,SCLEROTHERAPY (1 SESSION),436.04999999999995
4041086,C.V.T.,VASCULAR SURG,SCLEROTHERAPY (10 SESSIONS),3454.2
4041087,C.V.T.,VASCULAR SURG,SCLEROTHERAPY (3 SESSIONS),1162.8
4041088,C.V.T.,VASCULAR SURG,SCLEROTHERAPY (5 SESSIONS),1744.1999999999998
4041089,C.V.T.,VASCULAR SURG,SPINAL ANGIOGRAM,7196.25
4041090,C.V.T.,VASCULAR SURG,"SUBFASCIAL LIGATION, PERFORATORS",28785.0
4041091,C.V.T.,VASCULAR SURG,"SYMPATHECTOMY, PERIARTERIAL",26866.0
4041092,C.V.T.,VASCULAR SURG,"SYMPATHECTOMY, PRESACRAL",26866.0
4041093,C.V.T.,VASCULAR SURG,"THROMBOEMBOLECTOMY, ARTERY, / ABDOMINALL",23028.0
4041094,C.V.T.,VASCULAR SURG,"THROMBOEMBOLECTOMY, ARTERY, / LOWER LIMB",17271.0
4041095,C.V.T.,VASCULAR SURG,"THROMBOEMBOLECTOMY, ARTERY, / UPPER LIMB",17271.0
4041096,C.V.T.,VASCULAR SURG,"THROMBOEMBOLECTOMY, VEIN, / ABDOMINALL",23028.0
4041097,C.V.T.,VASCULAR SURG,"THROMBOEMBOLECTOMY, VEIN, / LOWER LIMB",17271.0
4041098,C.V.T.,VASCULAR SURG,"THROMBOEMBOLECTOMY, VEIN, / UPPR LIMB",17271.0
4051001,C.V.T.,THORACIC SURGERY,"ESOPHAGEAL ANASTOMOSIS,  INTRATHORACIC",32623.0
4051002,C.V.T.,THORACIC SURGERY,AORTIC DISSECTION REPAIR    ,19380.0
4051003,C.V.T.,THORACIC SURGERY,AORTIC ROOT ANEURYSM RESECTION- BENTALL PROCEDURE,50730.0
4051004,C.V.T.,THORACIC SURGERY,AORTIC VALVE REPLACEMENT TISSUE RAPID DEPLOYMENT VALVE (IMPLANT NOT INCLUDED),54957.5
4051005,C.V.T.,THORACIC SURGERY,ASCENDING AORTIC ANEURYSM RESECTION,50730.0
4051006,C.V.T.,THORACIC SURGERY,BRONCHOSCOPY / FIBEROPTIC,11514.0
4051007,C.V.T.,THORACIC SURGERY,BRONCHOSCOPY / RIGID,13912.75
4051008,C.V.T.,THORACIC SURGERY,"BYPASS, VASCULAR-AORTO-ILIAC-FEMORAL",34542.0
4051009,C.V.T.,THORACIC SURGERY,"BYPASS, VASCULAR-AORTO-SUBCLAVIAN-CAROTID",34542.0
4051010,C.V.T.,THORACIC SURGERY,"ENDARTERECTOMY, AORTA",33582.5
4051011,C.V.T.,THORACIC SURGERY,ESOPHAGEAL MYOTOMY / TRANS-THORACIC,32623.0
4051012,C.V.T.,THORACIC SURGERY,EXCISION OF MEDIASTINAL MASS / CYST STERNOTOMY,48700.799999999996
4051013,C.V.T.,THORACIC SURGERY,"EXCISION, ESOPHAGUS",34542.0
4051014,C.V.T.,THORACIC SURGERY,"EXCISION, LESION / LUNG",28785.0
4051015,C.V.T.,THORACIC SURGERY,"EXCISION, MEDIASTINAL MASS",46056.0
4051016,C.V.T.,THORACIC SURGERY,"INSERTION, ARTERIAL LINE",3454.2
4051017,C.V.T.,THORACIC SURGERY,"INSERTION, CATHETER, TENKHOFF FOR PERITONEAL DIALYSIS",18230.5
4051018,C.V.T.,THORACIC SURGERY,"INSERTION, CENTRAL VENOUS LINE",2325.6
4051019,C.V.T.,THORACIC SURGERY,"INSERTION, HICKMAN CATHETER",18230.5
4051020,C.V.T.,THORACIC SURGERY,"INSERTION, INFERIOR VENA CAVA FILTER",21109.0
4051021,C.V.T.,THORACIC SURGERY,"INSERTION, PERM-CATHETER",18230.5
4051022,C.V.T.,THORACIC SURGERY,"INSERTION, SHUNT, PERITONEO-VENOUS",18230.5
4051023,C.V.T.,THORACIC SURGERY,"INSERTION, SHUNT, PLEURO-PERITONEAL",18230.5
4051024,C.V.T.,THORACIC SURGERY,"INSERTION, SHUNT, PLEURO-VENOUS",18230.5
4051025,C.V.T.,THORACIC SURGERY,INTRARENAL AORTIC ANEURYSM REPAIR,18572.5
4051026,C.V.T.,THORACIC SURGERY,"LIGATION, DIVISION, OTHER, VESSELS, AORTA",32623.0
4051027,C.V.T.,THORACIC SURGERY,"LOBECTOMY, LUNG",32623.0
4051028,C.V.T.,THORACIC SURGERY,MEDIASTENOSCOPY WITH BIOPSY,27825.5
4051029,C.V.T.,THORACIC SURGERY,"MEDIASTINOTOMY (CHAMBERLAIN), BIOPSY",33582.5
4051030,C.V.T.,THORACIC SURGERY,NATIVE VALVE ENDOCARDITIS – VALVE REPLACEMENT  (IMPLANT NOT INCLUDED),59185.0
4051031,C.V.T.,THORACIC SURGERY,PACEMAKER ENDOCARDITIS – SURGICAL REMOVAL ,50730.0
4051032,C.V.T.,THORACIC SURGERY,"PHLEBECTOMY, WITH ANASTOMOSIS, AORTA",32623.0
4051033,C.V.T.,THORACIC SURGERY,PLEURACTOMY,28785.0
4051034,C.V.T.,THORACIC SURGERY,"PNEUMONECTOMY, COMPLETE",36461.0
4051035,C.V.T.,THORACIC SURGERY,PROSTHETIC VALVE ENDOCARDITIS – VALVE REPLACEMENT EXCLUDING VALVE,71867.5
4051036,C.V.T.,THORACIC SURGERY,"RE-ENTRY OPERATION, AORTA",40299.0
4051037,C.V.T.,THORACIC SURGERY,"REPAIR, ESOPHAGEAL STRICTURE",32623.0
4051038,C.V.T.,THORACIC SURGERY,"REPAIR, FISTULA, ESOPHAGUS, OTHER",32623.0
4051039,C.V.T.,THORACIC SURGERY,"RESECTION, AORTA, WITH GRAFT REPLACEMENT",44137.0
4051040,C.V.T.,THORACIC SURGERY,"RESECTION, SEGMENTAL, LUNG",28785.0
4051041,C.V.T.,THORACIC SURGERY,RIB FIXATION BY PLATES AND SCREWS FOR FLAIL SEGMENTS (IMPLANT NOT INCLUDED),20187.5
4051042,C.V.T.,THORACIC SURGERY,RIB RESECTION OR CHEST WALL RESECTION ONE OR MORE RIBS WITHOUT MESH CLOSURE ,20187.5
4051043,C.V.T.,THORACIC SURGERY,RIGID BRONCHOSCOPY WITH PROCEDURE / PEDIATRIC (F.B REMOVAL OR BIOPSY),16720.0
4051044,C.V.T.,THORACIC SURGERY,RIGID OESPHAGOSCOPY (REMOVAL OF INGESTED F.B OR BIOPSY),12540.0
4051045,C.V.T.,THORACIC SURGERY,SUPRARENAL AORTIC ANEURYSM REPAIR,18572.5
4051046,C.V.T.,THORACIC SURGERY,"SYMPATHECTOMY, CERVICAL",29744.5
4051047,C.V.T.,THORACIC SURGERY,"SYMPATHECTOMY, LUMBAR, BILATERAL",34542.0
4051048,C.V.T.,THORACIC SURGERY,"SYMPATHECTOMY, LUMBAR, UNILATERAL",24947.0
4051049,C.V.T.,THORACIC SURGERY,TAVI/ TRANS-CATHETER  AORTIC VALVE IMPLANTATION ( TRANS APICAL) (IMPLANT NOT INCLUDED),59185.0
4051050,C.V.T.,THORACIC SURGERY,TAVI/ TRANS CATHETER  AORTIC VALVE IMPLANTATION (TRANS FEMORAL)(IMPLANT NOT INCLUDED),42275.0
4051051,C.V.T.,THORACIC SURGERY,THORACOTOMY,29925.0
4051052,C.V.T.,THORACIC SURGERY,THORACOTOMY DRAINAGE LOCACLIZED COLLECTION EMPYEMA OR EFFUSION,34496.4
4051053,C.V.T.,THORACIC SURGERY,"THORACOTOMY, DECORTICATION",34542.0
4051054,C.V.T.,THORACIC SURGERY,"THORACOTOMY, DRAINAGE OF LOCULATED COLLECTION",32623.0
4051055,C.V.T.,THORACIC SURGERY,"THORACOTOMY, DRAINAGE, PERICARIAL COLLECTION",23028.0
4051056,C.V.T.,THORACIC SURGERY,"THORACOTOMY, PERICARDIAL WINDOW",23028.0
4051057,C.V.T.,THORACIC SURGERY,"THORACOTOMY, PLEURAL BX",27825.5
4051058,C.V.T.,THORACIC SURGERY,"THORACOTOMY, PLEURODESIS, RESECTION BLEB",32623.0
4051059,C.V.T.,THORACIC SURGERY,"THORACOTOMY, REPAIR, DIAPHRAGMATIC HERNIA",44137.0
4051060,C.V.T.,THORACIC SURGERY,"THORACOTOMY, REPAIR, ESOPHAGEAL INJURY",44137.0
4051061,C.V.T.,THORACIC SURGERY,"THORACOTOMY, REPAIR, TRACHEO-BRONCHIAL TREE",44137.0
4051062,C.V.T.,THORACIC SURGERY,"THORACOTOMY, RESECTION, APICAL BLEB",29744.5
4051063,C.V.T.,THORACIC SURGERY,"THORACOTOMY, WEDGE LUNG BIOPSY",27825.5
4051064,C.V.T.,THORACIC SURGERY,"THORACTOMY, EXPLORATORY",24947.0
4051065,C.V.T.,THORACIC SURGERY,"THYMECTOMY, EXTENDED",46056.0
4051066,C.V.T.,THORACIC SURGERY,VATS / VIDEO ASSISTED THORASCOPIC SURGERY  THYMECTOMY,12540.0
4051067,C.V.T.,THORACIC SURGERY,"VIDEO-ASSISTED SYMPATHECTOMY, CERVICAL",32623.0
5011001,UROLOGY,MINOR SURG,ANTERIOR URETHROLITHOTOMY,5277.25
5011002,UROLOGY,MINOR SURG,CYSTOSCOPY,3358.25
5011003,UROLOGY,MINOR SURG,CYSTOSCOPY WITH REMOVAL OF DJ STENT (U.G.A.) UNILATERAL,3591.0
5011004,UROLOGY,MINOR SURG,EXCISION OF PENILE SKIN LESION (U.G.A.),2638.625
5011005,UROLOGY,MINOR SURG,EXCISION OF PENILE SKIN LESION (U.L.A.),1453.5
5011006,UROLOGY,MINOR SURG,LASER LITHOTRIPSY,3092.25
5011007,UROLOGY,MINOR SURG,MEATOTOMY (U.G.A.),2664.75
5011008,UROLOGY,MINOR SURG,MEATOTOMY (U.L.A.),1695.75
5011009,UROLOGY,MINOR SURG,RECIRCUMCISION (U.G.A.),2664.75
5011010,UROLOGY,MINOR SURG,RECIRCUMCISION (U.L.A.),1938.0
5011011,UROLOGY,MINOR SURG,SUPRAPUBIC CATHETER INSERTION,2664.75
5011012,UROLOGY,MINOR SURG,TESTICUALR BIOPSY,2664.75
5011013,UROLOGY,MINOR SURG,TESTICULAR BIOPSY/HISTOPATHOLOGY,3149.25
5011014,UROLOGY,MINOR SURG,TRANSURETHROLITHOTOMY,5277.25
5011015,UROLOGY,MINOR SURG,TRANS RECTAL / URETHRAL ULTRASOUND BIOPSY,1211.25
5011016,UROLOGY,MINOR SURG,VESICOLITHOTOMY,5277.25
5012001,UROLOGY,MEDIUM SURG,ASPIRATION OF PROSTATIC CYST,1501.9499999999998
5012002,UROLOGY,MEDIUM SURG,BLADDER NECK INCISION,8635.5
5012003,UROLOGY,MEDIUM SURG,CYSTODISTENTION,3028.125
5012004,UROLOGY,MEDIUM SURG,CYSTOSCOPY WITH BIOPSY,3028.125
5012005,UROLOGY,MEDIUM SURG,CYSTOSCOPY WITH ANAESTESIA,3957.9375
5012006,UROLOGY,MEDIUM SURG,CYSTOSCOPY WITH REMOVAL OF DJ STENT (U.G.A.) (BILATERAL),5130.0
5012007,UROLOGY,MEDIUM SURG,CYSTOSCOPY WITH DJ STENT INSERTION (UNILATERAL),5208.375
5012008,UROLOGY,MEDIUM SURG,CYSTOSCOPY WITH MEATOTOMY,5157.3125
5012009,UROLOGY,MEDIUM SURG,CYSTOSCOPY WITH RETROGRADE PYELOGRAPHY,4557.625
5012010,UROLOGY,MEDIUM SURG,CYSTOSCOPY WITH RETROGRADE PYELOGRAPHY WITH DJ STENT INSERTION ,5757.0
5012011,UROLOGY,MEDIUM SURG,CYSTOSCOPY WITH URETERIC CATHETERIZATION (ONE SIDE OR BOTH SIDES) APART FROM RADIOLOGY,4197.8125
5012012,UROLOGY,MEDIUM SURG,CYSTOURETHROSCOPY WITH OTIS URETHROTOMY,6236.75
5012013,UROLOGY,MEDIUM SURG,CYSTOURETHROSCOPY WITH VISUAL INTERNAL URETHROTOMY,6956.375
5012014,UROLOGY,MEDIUM SURG,CYSTOURETHROSCOPY WITH DIATHERMY COAGULATION PAPILOMA BLADDER,8755.4375
5012015,UROLOGY,MEDIUM SURG,CYSTOURETHROSCOPY WITH LOOP DJ STENT,5757.0
5012016,UROLOGY,MEDIUM SURG,DIVERTICULUM (EXCISION OF BLADDER),10554.5
5012017,UROLOGY,MEDIUM SURG,ENDOSCOPIC INCISION OF URETEROCELE,5757.0
5012018,UROLOGY,MEDIUM SURG,EPIDIDYMECTOMY,5757.0
5012019,UROLOGY,MEDIUM SURG,EVERTION OF HYDROCELE,4557.625
5012020,UROLOGY,MEDIUM SURG,EXCISION OF  URETHRAL CARUNCLE,4557.625
5012021,UROLOGY,MEDIUM SURG,EXCISION OF HYDROCELE,4061.25
5012022,UROLOGY,MEDIUM SURG,INGUINAL ORCHIDECTOMY,5996.875
5012023,UROLOGY,MEDIUM SURG,MEATOPLASTY ,4557.625
5012024,UROLOGY,MEDIUM SURG,NEPHROSTOMY,4602.75
5012025,UROLOGY,MEDIUM SURG,OPEN CYSTOLITHOTOMY,8635.5
5012026,UROLOGY,MEDIUM SURG,SPERMATOCELECTOMY,4557.625
5012027,UROLOGY,MEDIUM SURG,UNILATERAL LIGATION OF VACICOCELE,4557.625
5012028,UROLOGY,MEDIUM SURG,UNILATERAL ORCHIDOPEXY,5996.875
5012029,UROLOGY,MEDIUM SURG,URETERAL DILATION,6956.375
5012030,UROLOGY,MEDIUM SURG,URETHRAL DILATATION,3957.9375
5013001,UROLOGY,MAJOR SURG,ANTERIOR URETHROTOMY FOR STONE,8635.5
5013002,UROLOGY,MAJOR SURG,BILATERAL LIGATION OF VARICOCELE,7915.875
5013003,UROLOGY,MAJOR SURG,BILATERAL ORCHIDOPEXY,8875.375
5013004,UROLOGY,MAJOR SURG,COLPOSUSPENSION,11514.0
5013005,UROLOGY,MAJOR SURG,CORRECTION OF TORTION TESTES WITH ORCHIDOPEXY,8875.375
5013006,UROLOGY,MAJOR SURG,CYSTOCSOPY AND U/S LITHTRIPSY,7915.875
