CODE,NAME,CODE.1,current price ,price of 1/2/2021
FMOPTA0011,DRESSING,FMOPTA0011,38.0,41.8
FMOPTA0012,SUTURE REMOVAL (EYE),FMOPTA0012,128.0,140.8
FMOPTA0013,LOCAL ANAESTHESIA,FMOPTA0013,128.0,140.8
FMOPTA0014,RETROBULBER ANAESTHESIA,FMOPTA0014,260.0,286.0
FMOPTA0015,RETROBULBER INJ. OF ALCOHOL,FMOPTA0015,154.0,169.4
FMOPTA0016,OPTHALMIC PACHYMETRY,FMOPTA0016,388.00000000000006,426.8
FMOPTA0017,MYOPIC KEROTMELIUSIS,FMOPTA0017,4435.0,4878.5
FMOPTA0018,CORNEAL TOPOGRAPHY,FMOPTA0018,388.00000000000006,426.8
FMOPTA0019,HESS SCREEN EXAMINATION,FMOPTA0019,128.0,140.8
FMOPTA0020,SYNPTOPHORE EXAMINATION,FMOPTA0020,128.0,140.8
FMOPTA0021,MULTIVISION CONTRAST TESTING,FMOPTA0021,128.0,140.8
FMOPTB0001,DAILY CONTAC LENS (TWO),FMOPTB0001,415.0,456.5
FMOPTB0002,EXTENDED CONTACT LENSES (PAIR),FMOPTB0002,536.0,589.6
FMOPTB0003,TINTED CONTACT LENS (TWO),FMOPTB0003,678.9999999999999,746.9
FMOPTB0004,DAILY TORIC CONTACT LENS (TWO),FMOPTB0004,1194.0,1313.4
FMOPTB0005,DAILY CONTACT LENS (ONE),FMOPTB0005,213.0,234.3
FMOPTB0006,EXTENDED WEAR CONTACT LENS(ONE,FMOPTB0006,271.0,298.1
FMOPTB0007,DAILY TORIC CONTACT LENS (ONE),FMOPTB0007,706.0000000000001,776.6
FMOPTB0008,THERAPEUTIC CONTACT LENS (ONE),FMOPTB0008,706.0000000000001,776.6
FMOPTB0009,TINTED CONTACT LENSES (ONE),FMOPTB0009,340.0,374.0
FMOPTB0010,LOST OF C.L. (DAILY) 24H,FMOPTB0010,287.0,315.7
FMOPTB0011,LOST OF C.L. (EXTENDED) 24H,FMOPTB0011,425.0,467.5
FMOPTB0012,TRAINING FOR CONTACT LENS,FMOPTB0012,287.0,315.7
FMOPTB0013,ACUVUE DISPOSABLE LENSES BOX,FMOPTB0013,128.0,140.8
FMOPTB0014,ACUVUE REGISTRATION CARD,FMOPTB0014,208.0,228.8
FMOPTB0015,EXTENDED WEAR C.L. (ONE),FMOPTB0015,770.0,847.0
FMOPTB0016,COSMETIC CONTACT LENS(TWO),FMOPTB0016,1597.0000000000002,1756.7
FMOPTB0017,COSMETIC CONTACT LENS(ONE),FMOPTB0017,807.0,887.7
FMOPTB0018,HARD CONTACT LENS (TWO),FMOPTB0018,2001.0,2201.1
FMOPTB0019,HARD CONTACT LENS (ONE),FMOPTB0019,1003.0,1103.3
FMOPTB0020,MONTHLY DISPOSABLE CONTACT     LENS (BOX),FMOPTB0020,144.0,158.4
FMOPTB0021,DISPOSIBLE COLOT C.L.(2),FMOPTB0021,85.0,93.5
FMOPTB0022,COLORED C.L. (ONE),FMOPTB0022,165.0,181.5
FMOPTB0023,COLORED COMP.C.L. (ONE),FMOPTB0023,266.0,292.6
FMOPTC0001,EXCISN OF SMALL CHALAZION,FMOPTC0001,308.0,338.8
FMOPTC0002,EXCISN OF LARGE CHALAZION,FMOPTC0002,461.99999999999994,508.2
FMOPTC0003,EXCISN OF MULTIPLE CHALAZIA,FMOPTC0003,642.0,706.2
FMOPTC0004,INCISN OF STYE OF EYELID,FMOPTC0004,154.0,169.4
FMOPTC0005,EXCISN OF MIN LESION OF EYELID,FMOPTC0005,388.00000000000006,426.8
FMOPTC0006,EXCISN OF MAJ.LESION OF EYELID,FMOPTC0006,1268.0,1394.8
FMOPTC0007,REPAIR OF BLEPHAROTOSIS & LID  RETRACTION,FMOPTC0007,3173.0,3490.3
FMOPTC0008,REPAIR OF ENTROPION/ECTSPION,FMOPTC0008,1268.0,1394.8
FMOPTC0009,OTHER ADJSTMNT OF LID POSITION,FMOPTC0009,1268.0,1394.8
FMOPTC0010,RECONSTRUCTN OF EYELID W/ FLAP OR GRAFTS,FMOPTC0010,2536.0,2789.6
FMOPTC0011,OTHER REPAIR OF EYELID,FMOPTC0011,1905.0,2095.5
FMOPTC0013,MAJOR LID LACERATION,FMOPTC0013,1019.0,1120.9
FMOPTC0014,TARSOPHY,FMOPTC0014,1532.9999999999998,1686.3
FMOPTC0015,LOWER EYELID BLEPHAROPLASTY,FMOPTC0015,3173.0,3490.3
FMOPTC0016,UPPER EYELID BLEPHAROPLASTY,FMOPTC0016,1905.0,2095.5
FMOPTC0017,EYE LASHES ELECTROLYSIS,FMOPTC0017,154.0,169.4
FMOPTC0018,ELECTROLYSIS (BOTH EYELIDS),FMOPTC0018,234.0,257.4
FMOPTC0019,EPILAITON OF THE EYELASHES,FMOPTC0019,75.0,82.5
FMOPTC0020,DERMOTOCHALASIS - ONE EYE      (BAGGY EYE LIDS),FMOPTC0020,1210.0,1331.0
FMOPTC0021,DERMATOLASIS - BOTH EYES       (BAGGY EYE LIDS),FMOPTC0021,1814.0,1995.4
FMOPTC0022,INTRA-VITREAL INJECTION,FMOPTC0022,154.0,169.4
FMOPTD0001,REMVL OF SUPERFICIAL CONJ.F.B.,FMOPTD0001,128.0,140.8
FMOPTD0002,REMVL OF MULTIPLE CONJ. F.B.,FMOPTD0002,202.0,222.2
FMOPTD0003,REMVL OF EMBEDED F.B. OF CONJ. BY INCISION,FMOPTD0003,388.00000000000006,426.8
FMOPTD0004,REPAIR OF MILD CONJ. LACERATN,FMOPTD0004,260.0,286.0
FMOPTD0006,CONJUNTIVOPLASTY,FMOPTD0006,1019.0,1120.9
FMOPTD0007,SUBCONJUNCTIVAL INJECTION,FMOPTD0007,80.0,88.0
FMOPTD0008,PICKING OF P.T.D.,FMOPTD0008,260.0,286.0
FMOPTD0009,REMVL OF SMALL CONJ. CYST.,FMOPTD0009,388.00000000000006,426.8
FMOPTD0010,REMVL OF LARGE CONJ. CYST,FMOPTD0010,642.0,706.2
FMOPTD0011,REMVL OF CONJ. PAPILLAE OF     SPRING CATARRH,FMOPTD0011,388.00000000000006,426.8
FMOPTD0012,REM. OF RESCENT AFTER CATARACT,FMOPTD0012,615.0,676.5
FMOPTE0001,SUPERFICIAL CORNEAL F.B.,FMOPTE0001,154.0,169.4
FMOPTE0002,SUPERFICIAL MULTI.CORNEAL F.B.,FMOPTE0002,234.0,257.4
FMOPTE0003,NEGLECTED CORNEAL F.B,FMOPTE0003,260.0,286.0
FMOPTE0004,MAG.REMVL OF EMBEDED F.B. OF   THE CORNEA,FMOPTE0004,388.00000000000006,426.8
FMOPTE0005,DEEP CORNEAL F.B.,FMOPTE0005,1905.0,2095.5
FMOPTE0006,CAUTERY & SCRAPING OF CORNEAL  ULCER,FMOPTE0006,202.0,222.2
FMOPTE0007,EXCISN OF PRIMARY PTERYGIUM,FMOPTE0007,1226.0,1348.6
FMOPTE0008,EXCISN OF RECURRENT PTERYGIUM,FMOPTE0008,1905.0,2095.5
FMOPTE0009,EXCISN OF PTERYGIUM W/ GRAFT,FMOPTE0009,2536.0,2789.6
FMOPTE0010,TREATMENT WITH BETA RAYS,FMOPTE0010,324.0,356.4
FMOPTE0011,CORNEAL GRAFT SUTURE REMOVAL,FMOPTE0011,642.0,706.2
FMOPTE0012,TATTOING OF CORNEA,FMOPTE0012,1019.0,1120.9
FMOPTE0013,CORNEAL DERMATOID EXCISION,FMOPTE0013,2282.0,2510.2
FMOPTE0014,REPAIR OF CORNEA,FMOPTE0014,2282.0,2510.2
FMOPTE0015,CORNEAL TRANSPLANT,FMOPTE0015,3798.0,4177.8
FMOPTE0016,REDIAL KERATOTOMY,FMOPTE0016,3173.0,3490.3
FMOPTE0017,REPAIR OF RUPTURED GLOBE,FMOPTE0017,2536.0,2789.6
FMOPTE0018,EXCIM.LAS.FOR MYOPIA(PPK)/EYE,FMOPTE0018,3173.0,3490.3
FMOPTE0019,ALK EXCIM.FOR HIGH MYOPIA/EYE,FMOPTE0019,3798.0,4177.8
FMOPTE0021,ARTIFICIAL EYE SHELL,FMOPTE0021,2536.0,2789.6
FMOPTE0022,INTRA OCULAR LENS,FMOPTE0022,658.9999999999999,724.9
FMOPTE0023,PHAKIC  IOL IMPLANTATION FOR CORRECTION OF MYOPIA,FMOPTE0023,3173.0,3490.3
FMOPTE0024,PHAKIA  IOL 6H FOR MYOPIA,FMOPTE0024,2122.0,2334.2
FMOPTE0025,OPTIC NERVE SHEATH FENESTRATION,FMOPTE0025,2653.0,2918.3
FMOPTF0001,INTRACAPSULAR EXTRACTN OF LENS,FMOPTF0001,3173.0,3490.3
FMOPTF0002,EXT.CAPSUL.EXT.OF LENS(LINEAR),FMOPTF0002,3173.0,3490.3
FMOPTF0003,EXT.CAPSUL.EXT.OF LENS FRAG. & ASPIRATION,FMOPTF0003,3173.0,3490.3
FMOPTF0004,EXCISN OF SECONDARY MEMBRANE   CAPSULECTOMY,FMOPTF0004,2282.0,2510.2
FMOPTF0005,CATARACT EXT. W/ IOL,FMOPTF0005,4133.0,4546.3
FMOPTF0006,COBINED GLAUCOMA & CATARACT,FMOPTF0006,3173.0,3490.3
FMOPTF0007,COMPLICATED CATARACT,FMOPTF0007,3173.0,3490.3
FMOPTF0009,SECONDARY IMPLANT,FMOPTF0009,3173.0,3490.3
FMOPTF0010,REMOVAL OF INTRAOCULAR LENS,FMOPTF0010,3173.0,3490.3
FMOPTG0001,IRIDOTOMY & SIMPLE IRIDECTOMY,FMOPTG0001,1905.0,2095.5
FMOPTG0002,CYCLODIALYSIS,FMOPTG0002,2282.0,2510.2
FMOPTG0003,SCLERAL FISTULIZATION,FMOPTG0003,3173.0,3490.3
FMOPTG0004,CYCLODIATHERMY,FMOPTG0004,1019.0,1120.9
FMOPTG0006,CYCLOPHOTO COAGULATION,FMOPTG0006,1532.9999999999998,1686.3
FMOPTG0007,GIONIOTOMY,FMOPTG0007,4133.0,4546.3
FMOPTG0009,PRICE OF SINGLE MOLTENO IMPLAN T,FMOPTG0009,758.9999999999999,834.9
FMOPTG0010,PEDIATRIC 8MM MOLTENO IMPLANT,FMOPTG0010,758.9999999999999,834.9
FMOPTG0011,DOUBLE MOLTENO IMPLANT,FMOPTG0011,1104.0,1214.4
FMOPTH0001,REP. OF RETINAL TEAR BY CRYO-  THERAPY,FMOPTH0001,3173.0,3490.3
FMOPTH0002,REP. OF RETINAL TEAR BY LAZER  PHOTOCOAG.,FMOPTH0002,1268.0,1394.8
FMOPTH0003,REP.OF RETINAL TEAR W/ DTCHMNT W/ LAZER COAGULATION,FMOPTH0003,1268.0,1394.8
FMOPTH0005,RETINAL DTCHMNT W/ GIANT TEAR,FMOPTH0005,4435.0,4878.5
FMOPTH0006,SCLERAL BUCKLE RE-OPERATION,FMOPTH0006,3173.0,3490.3
FMOPTH0007,SCLERAL BUCKLE W/ VITRECTOMY,FMOPTH0007,4435.0,4878.5
FMOPTH0008,LASER FOR RETINOPATHY 1 SETTING,FMOPTH0008,1532.9999999999998,1686.3
FMOPTH0009,LASER FOR RETINOPATHY 2 SETTING,FMOPTH0009,1905.0,2095.5
FMOPTH0010,LASER FOR RETINOPATHY 3 OR> SETTING,FMOPTH0010,3173.0,3490.3
FMOPTH0011,LASER TRABECULOPLASTY,FMOPTH0011,4133.0,4546.3
FMOPTH0012,LASER IRIDOTOMY,FMOPTH0012,3062.0,3368.2
FMOPTH0013,LASER CAPSULECTOMY,FMOPTH0013,3062.0,3368.2
FMOPTH0014,ANTERIOR VITRECTOMY,FMOPTH0014,2536.0,2789.6
FMOPTH0015,ANTERIOR VITRECTOMY W/ REVL.   OF IOL,FMOPTH0015,4435.0,4878.5
FMOPTH0016,PASRPLANA VICTRECTOMY,FMOPTH0016,3979.0,4376.9
FMOPTH0021,MICROPULSE PANRETINAL TREATMENT (SIX SETTINGS 1 MONTH),FMOPTH0021,4772.727272727272,5250.0
FMOPTI0001,DACRYOADENECTOMY,FMOPTI0001,3173.0,3490.3
FMOPTI0003,CORRECTION OF EVERTED PUNCTUM,FMOPTI0003,642.0,706.2
FMOPTI0004,DACRYOCYSTORHINOSTOMY,FMOPTI0004,3173.0,3490.3
FMOPTI0005,DACRYOCYCTECTOMY,FMOPTI0005,1268.0,1394.8
FMOPTI0006,LACRIMAL DUCT PROBING,FMOPTI0006,128.0,140.8
FMOPTI0007,THREE SMIB OPERATION,FMOPTI0007,128.0,140.8
FMOPTI0008,LACRIMAL GLAND BIOPSY,FMOPTI0008,1019.0,1120.9
FMOPTI0009,INTRANASAL ENDOSCOPY DACRYOCYO TORTIMOSTOMY,FMOPTI0009,3173.0,3490.3
FMOPTI0010,LACRIMAL INTUBATION,FMOPTI0010,1061.0,1167.1
FMOPTI0016,TESTING,FMOPTI0016,1061.0,1167.1
FMOPTJ0001,RECESSION OF 1 EX.OCUL MUSCLES,FMOPTJ0001,1905.0,2095.5
FMOPTJ0002,ADV.OF 1 EXT OCUL MUSCLE,FMOPTJ0002,1905.0,2095.5
FMOPTJ0003,RESECTN OF 1 EST OCUL MUSCLES,FMOPTJ0003,1905.0,2095.5
FMOPTJ0004,OPERATION OF EOM BOTH EYES,FMOPTJ0004,3173.0,3490.3
FMOPTJ0005,TRANSPOSITION OF EOM,FMOPTJ0005,3173.0,3490.3
FMOPTK0001,ORBITOTOMY,FMOPTK0001,3173.0,3490.3
FMOPTK0002,EVISCERATION,FMOPTK0002,1268.0,1394.8
FMOPTK0003,ENUNCLEATION,FMOPTK0003,1268.0,1394.8
FMOPTK0004,EXCENTRATION,FMOPTK0004,3798.0,4177.8
FMOPTK0005,ENUNCLEATION WITH IMPLANT,FMOPTK0005,2282.0,2510.2
FMOPTK0006,BIOPSY OF ORBITAL TUMOUR,FMOPTK0006,2282.0,2510.2
FMOPTK0007,EXPLORATION & REP. OF ORBITAL  FLOOR FRACTION,FMOPTK0007,3173.0,3490.3
FMOPTK0008,EXPLORATN & RECONST. OF ORBIT,FMOPTK0008,4435.0,4878.5
FMOPTK0009,ARTIFICIAL EYE REFORM OR SHELL,FMOPTK0009,770.0,847.0
FMOPTK0010,IRIS POSITION (ARTIFICIAL EYE),FMOPTK0010,960.0,1056.0
FMOPTK0011,ENUCLEATION WITH MOTILITY      IMPLANT,FMOPTK0011,3173.0,3490.3
FMOPTK0012,EVISCERATION WITH MOTILITY     IMPLANT,FMOPTK0012,3173.0,3490.3
FMOPTK0013,SECONDARY MOTILITY IMPLANT,FMOPTK0013,3798.0,4177.8
FMOPTK0014,PRICE OF MOTILITY IMPLANT,FMOPTK0014,3724.0,4096.4
FMOPTL0001,REMVL OF I.O. F.B. FM ANTERIOR SEGMENT W/ MAGNET,FMOPTL0001,2282.0,2510.2
FMOPTL0002,REMVL OF I.O. F.B. FM ANTERIOR SEGMENT W/OUT MAGNET,FMOPTL0002,2536.0,2789.6
FMOPTL0003,REMVL OF I.O. F.B. FM POSTRIOR,FMOPTL0003,3173.0,3490.3
FMOPTL0004,REMVL OF I.O. F.B. FM POSTRIOR SEGMENT W/OUT MAGNET,FMOPTL0004,3173.0,3490.3
FMOPTL0005,SUTURE OF LACERATN OF SCLERA,FMOPTL0005,1268.0,1394.8
FMOPTL0006,REPAIR OF SCLERAL FISTULA,FMOPTL0006,1905.0,2095.5
FMOPTL0007,EVACUATION OF ANTER CHAMBER,FMOPTL0007,2282.0,2510.2
FMOPTL0009,REMOVAL OF PERIBULBAR MASS,FMOPTL0009,2186.0,2404.6
FMORDZ0001,OperationTheatre Charges,FMORDZ0001,2618.436390269886,2880.280029296875
FMORDZ0007,VIDEO - RECORDING,FMORDZ0007,64.0,70.4
FMORDZ0008,VIDEO TAPE RCDG. - LONG PROCE.,FMORDZ0008,122.0,134.2
FMORDZ0009,VIDEO TAPE RECORD.LAPAROSCOPY,FMORDZ0009,64.0,70.4
FMORDZ0010,SEQUENTIAL COMPRESION DEVICE,FMORDZ0010,515.0,566.5
FMORDZ9998,RecoveryRoom Charges,FMORDZ9998,1571.0636763139203,1728.1700439453125
FMORDZ9999,GENERAL ANESTHESIA,FMORDZ9999,1096.9090687144885,1206.5999755859375
FMORT-0002,BONE GRAFT OUT OF TIBIA&FIBULA,FMORT-0002,3825.0,4207.5
FMORT-0003,BONE GRAFT OUT OF ILIAC BONE-  CREST,FMORT-0003,9090.909090909092,10000.0
FMORT-0004,BONE GRAFT OUT OF DORSAL ILIAC CREST,FMORT-0004,3825.0,4207.5
FMORT-0005,TRANSPLANTATION OF BONE TO    UNSPEC. SITE,FMORT-0005,20000.0,22000.0
FMORT-0007,TRANSPLANT OF BONE GRAFT TO   HUMERUS,FMORT-0007,21818.18181818182,24000.0
FMORT-0008,TRANSPLANT OF BONE GRAFT TO   RADIUS & ULNA,FMORT-0008,21818.18181818182,24000.0
FMORT-0009,TRANSPLANT OF BONE GRAFT TO - CARPALS & METACARPALS,FMORT-0009,1818.181818181818,2000.0
FMORT-0010,TRANSPLANT OF BONE GRAFT TO - FEMUR,FMORT-0010,21818.18181818182,24000.0
FMORT-0011,TRANSPLANT OF BONE GRAFT TO   PATELLA,FMORT-0011,21818.18181818182,24000.0
FMORT-0012,TRANSPLANT OF BONE GRAFT TO   TIBIAA & FIBULA],FMORT-0012,21818.18181818182,24000.0
FMORT-0013,TRANSPLANT OF BONE GRAFT TO -  TARSAL & METATARSALS,FMORT-0013,833.9999999999999,917.4
FMORT-0014,TRANSPLANT OF BONE GRAFT TO   VERTEBRAE,FMORT-0014,25454.545454545456,28000.0
FMORT-0015,BONE BANK GRAFT,FMORT-0015,3181.818181818182,3500.0
FMORT-0016,BONE LENGTHENING W/BONE GRAFT AT UNSPEC. SITE,FMORT-0016,4944.0,5438.4
FMORT-0017,BONE LENGHTENING W/BONE GRAFT  AT FEMUR,FMORT-0017,20909.09090909091,23000.0
FMORT-0018,BONE LENGHTENING W/ BONE GRAFT AT TIBIA & FIBULA,FMORT-0018,20909.09090909091,23000.0
FMORT-0019,BONE SHORTENING AT UNSPEC.SITE,FMORT-0019,16363.636363636362,18000.0
FMORT-0020,BONE SHORTENING AT FEMUR,FMORT-0020,16363.636363636362,18000.0
FMORT-0021,BONE SHORTENING AT TIBIA AND   FIBULA,FMORT-0021,16363.636363636362,18000.0
FMORT-0022,INT. FIXATN OF BONE AT UNSPEC. SITE,FMORT-0022,3825.0,4207.5
FMORT-0023,"INT. FIXATN OF ONE AT SCAPULA, CLAVICLE,THORAX(RIBS/STERNUM)",FMORT-0023,21818.18181818182,24000.0
FMORT-0024,INT. FIXATN OF BONE AT HUMERUS,FMORT-0024,4944.0,5438.4
FMORT-0025,INT. FIXATN OF BONE AT RADIUS  & ULNA,FMORT-0025,4123.0,4535.3
FMORT-0026,INT. FIXATN OF BONE AT CARPALS & METACARPALS,FMORT-0026,3825.0,4207.5
FMORT-0027,INT. FIXATN OF BONE FEMUR,FMORT-0027,4944.0,5438.4
FMORT-0028,INT. FIXATN OF BONE AT PATELLA,FMORT-0028,3852.0,4237.2
FMORT-0030,INT. FIXATN OF BONE AT TARSAL  & METATARSAL,FMORT-0030,3825.0,4207.5
FMORT-0031,REINSERT.OF INT. FIXATN DEVICEAT UNSPEC. SITE,FMORT-0031,27272.727272727276,30000.0
FMORT-0032,"REINSERT.OF INT.FIXATN DEVICE AT SCAPULA.CLAVICLE,THORAX(R/S",FMORT-0032,29090.90909090909,32000.0
FMORT-0034,REINSERT.OF INT. FIXATN DEVICEAT RADIUS & ULNA,FMORT-0034,23636.363636363636,26000.0
FMORT-0035,REINSERT  OF INT.FIXATN DEVICEAT CARPALS & METACARPALS,FMORT-0035,23636.363636363636,26000.0
FMORT-0036,REINSERT OF INT. FIXATN DEVICEAT FEMUR,FMORT-0036,27272.727272727276,30000.0
FMORT-0037,REINSERT OF INT. FIXATN DEVICEAT PATELLA,FMORT-0037,23636.363636363636,26000.0
FMORT-0038,REINSERT OF INT. FIXATN DEVICEAT FIBULA & TIBULA,FMORT-0038,27272.727272727276,30000.0
FMORT-0039,REINSERT OF INT. FIXATN DEVICEAT TARSALS & METATARSALS,FMORT-0039,21818.18181818182,24000.0
FMORT-0040,REVISN OF DISPL.OR BROKEN FIX. DEVISE UNSPEC. SITE,FMORT-0040,25454.545454545456,28000.0
FMORT-0041,"REVISN OF DISPL.OR BROKEN FIX. DEV.AT SCAPULA,CLAVICLE,THORAX",FMORT-0041,16363.636363636362,18000.0
FMORT-0042,REVISN OF DISPL.OR BROKEN FIX. DEVICE AT HUMERUS,FMORT-0042,25454.545454545456,28000.0
FMORT-0043,REVISN OF DISPL.OR BROKEN FIX. DEVICE AT RADIUS & ULNA,FMORT-0043,25454.545454545456,28000.0
FMORT-0044,REVISN OF DISPL.OR BROKEN FIX. DEVICE AT CARPALS & METACARPAL,FMORT-0044,16363.636363636362,18000.0
FMORT-0045,REVISN OF DISPL.OR BROKEN FIX. DEVICE AT FEMUR,FMORT-0045,25454.545454545456,28000.0
FMORT-0046,REVISN OF DISPL.OR BROKEN FIX. AT PATELLA,FMORT-0046,19090.90909090909,21000.0
FMORT-0047,REVISN OF DISPL.OR BROKEN FIX. DEVICE AT TARSALS & METATARSAL,FMORT-0047,20000.0,22000.0
FMORT-0048,REMVL OF INT.FIXATN DEVICE AT  UNSPEC. SITE.,FMORT-0048,2732.0,3005.2
FMORT-0049,"REMVL OF INT. FIXATN DEVICE AT SCAPULA,CLAVICLE,THORAX (R/S)",FMORT-0049,16363.636363636362,18000.0
FMORT-0050,REMVL OF INT. FIXATN DEVICE AT HUMERUS,FMORT-0050,12727.272727272728,14000.0
FMORT-0051,REMVL OF INT.FIXATN DEVICE AT  RADIUS & ULNA,FMORT-0051,10909.09090909091,12000.0
FMORT-0052,REMVL OF INT. FIXATN DEVICE AT CARPALS & METACARPALS,FMORT-0052,9090.909090909092,10000.0
FMORT-0053,REMVL OF INT. FIXATN DEVICE AT FEMUR,FMORT-0053,12727.272727272728,14000.0
FMORT-0054,REMVL OF INT. FIXATN DEVICE AT PATELLA,FMORT-0054,10909.09090909091,12000.0
FMORT-0055,REMVL OF INT. FIXATN DEVICE AT TARSALS & METATARSALS,FMORT-0055,10000.0,11000.0
FMORT-0065,CLOSED REDUCT OF FRACT.W/O INT FIX. AT UNSPEC. SITE,FMORT-0065,10909.09090909091,12000.0
FMORT-0066,CLOSED REDUCT OF FRAC W/O INT. FIX AT RADIUS & ULNA,FMORT-0066,7272.727272727272,8000.0
FMORT-0067,CLOSED REDUCT OF FRAC.W/O INT.FIX AT CARPALS & METACARPALS,FMORT-0067,5454.545454545455,6000.0
FMORT-0068,CLOSED REDUCT OF FRACT W/O INT FIX AT PHALANGES - HAND,FMORT-0068,8181.818181818181,9000.0
FMORT-0069,CLOSED REDUCT OF FRACT W/O INT FIX AT FEMUR,FMORT-0069,13636.363636363638,15000.0
FMORT-0070,CLOSED REDUCT OF FRACT W/O INT FIX TIBIA & FIBULA,FMORT-0070,10909.09090909091,12000.0
FMORT-0071,CLOSED REDUCT OF FRACT W/O INT FIX AT TARSALS & MATATARSALS,FMORT-0071,8181.818181818181,9000.0
FMORT-0072,CLOSED REDUCT OF FRACT W/O INT FIX AT PHALANGES-FOOT,FMORT-0072,8181.818181818181,9000.0
FMORT-0073,CLOSED REDUCT OF FRACT W/ INT. FIX AT UNSPEC. SITE,FMORT-0073,13636.363636363638,15000.0
FMORT-0074,CLOSED REDUCT OF FRACT W/ INT. FIX AT HUMERUS,FMORT-0074,22727.272727272724,25000.0
FMORT-0075,CLOSED REDUCT OF FRACT W/ INT. FIX AT CARPALS & METACARPALS,FMORT-0075,12727.272727272728,14000.0
FMORT-0076,CLOSED REDUCT OF FRACT W/ INT. FIX AT PHALANGES-HAND,FMORT-0076,13636.363636363638,15000.0
FMORT-0077,CLOSED REDUCT OF FRACT W/ INT.FIX AT FEMUR,FMORT-0077,13636.363636363638,15000.0
FMORT-0078,CLOSED REDUCT OF FRACT W/ INT.FIX AT TIBIA & FIBULA,FMORT-0078,22727.272727272724,25000.0
FMORT-0079,CLOSED REDUCT OF FRACT W/ INT. FIX AT TARSALS & METATARSALS],FMORT-0079,13636.363636363638,15000.0
FMORT-0080,CLOSED REDUCT OF FRACT W/ INT. FIX AT PHALANGES - FOOT,FMORT-0080,13636.363636363638,15000.0
FMORT-0081,OPEN REDUCT OF FRACT W/O INT. FIX AT UNSPEC SITE,FMORT-0081,10909.09090909091,12000.0
FMORT-0082,OPEN REDUCT OF FRACT W/O INT. FIX AT HUMERUS,FMORT-0082,14545.454545454544,16000.0
FMORT-0083,OPEN REDUCT OF FRACT W/O INT. FIX AT RADIUS & ULNA,FMORT-0083,10909.09090909091,12000.0
FMORT-0084,OPEN REDUCT OF FRACT W/O INT. FIX AT CARPALS & METACARPALS,FMORT-0084,10909.09090909091,12000.0
FMORT-0085,OPEN REDUCT OF FRACT. W/O INT.FIX AT PHALANGES-HAND,FMORT-0085,10909.09090909091,12000.0
FMORT-0086,OPEN REDUCT OF FRACT W/O INT. FIX AT FEMUR,FMORT-0086,14545.454545454544,16000.0
FMORT-0087,OPEN REDUCT OF FRACT W/O INT. FIX AT TARSALS & METATARSALS,FMORT-0087,10909.09090909091,12000.0
FMORT-0088,OPEN REDUCT OF FRACT W/O INT. FIX AT PHALANGES - FOOT,FMORT-0088,10909.09090909091,12000.0
FMORT-0090,OPEN REDUCT OF FRACT W/INT FIX AT UNSPEC SITE.,FMORT-0090,21818.18181818182,24000.0
FMORT-0091,OPEN REDUCT OF FRACT W/INT FIX AT HUMERUS,FMORT-0091,27272.727272727276,30000.0
FMORT-0092,OPEN REDUCT OF FRACT W/INT FIX AT RADIUS & ULNA,FMORT-0092,20000.0,22000.0
FMORT-0093,OPEN REDUCT OF FRACT W/INT FIX AT CARPALS & METACARPALS,FMORT-0093,18181.818181818184,20000.0
FMORT-0094,OPEN REDUCT OF FRACT W/INT FIX AT PHALANGES-HAND,FMORT-0094,16363.636363636362,18000.0
FMORT-0095,OPEN REDUCT OF FRACT W/INT FIX AT FEMUR,FMORT-0095,27272.727272727276,30000.0
FMORT-0096,OPEN REDUCT OF FRACT W/INT FIX AT TIBIA & FIBULA,FMORT-0096,27272.727272727276,30000.0
FMORT-0097,OPEN REDUCT OF FRACT W/INT FIX AT TARSALS & METATARSALS,FMORT-0097,18181.818181818184,20000.0
FMORT-0098,OPEN REDUCT OF FRACT W/INT FIX AT PHALANGES-FOT,FMORT-0098,16363.636363636362,18000.0
FMORT-0099,OPEN REDUCT OF SEPARATED -    EPIPHYSIS AT UNSPEC SITE.,FMORT-0099,20000.0,22000.0
FMORT-0100,OPEN REDUCT OF SEPARATED      EPIPHYSIS AT RADIUS & ULNA,FMORT-0100,12727.272727272728,14000.0
FMORT-0101,OPEN REDUCT OF SEPARATED -    EPIPHYSIS AT FEMUR,FMORT-0101,20000.0,22000.0
FMORT-0102,OPEN REDUCT OF SEPARATED -    EPIPHYSIS AT TIBIA & FIBULA,FMORT-0102,20000.0,22000.0
FMORT-0103,CLOSED REDUCT OF SEPARATED -   EPIPHYSIS AT UNSPEC. SITE,FMORT-0103,14545.454545454544,16000.0
FMORT-0104,CLOSED REDUCT OF SEPARATED -  EPIPHYSIS AT RADIUS & ULNA,FMORT-0104,14545.454545454544,16000.0
FMORT-0105,CLOSED REDUCT OF SEPARATED -   EPIPHYSIS AT FEMUR,FMORT-0105,18181.818181818184,20000.0
FMORT-0106,CLOSED REDUCT OF SEPARATED -   EPIPHYSIS AT TIBIA & FIBULA,FMORT-0106,14545.454545454544,16000.0
FMORT-0107,DEBRIDEMENT OF COMPOUND FRACT. AT UNSPEC. SITE,FMORT-0107,12727.272727272728,14000.0
FMORT-0108,DEBRIDEMENT OF COMPOUND FRACT.AT HUMERUS,FMORT-0108,12727.272727272728,14000.0
