SERVICE CODE,CATEGORY,SUB-CATEGORY,SERVICE DESCRIPTION,REVISED PRICES,5
7121172,LABORATORY,CHEMISTRY,CHROMOSOME PHILADELPHIA,5000.0,1514
7121173,LABORATORY,CHEMISTRY,CINTEC P16,575.0,1515
7121174,LABORATORY,CHEMISTRY,CITRATE,235.0,1516
7121175,LABORATORY,CHEMISTRY,CK-14,575.0,1517
7121176,LABORATORY,CHEMISTRY,CK-18,575.0,1518
7121177,LABORATORY,CHEMISTRY,CK-34BE 12 HMW,575.0,1519
7121178,LABORATORY,CHEMISTRY,CK-8,575.0,1520
7121179,LABORATORY,CHEMISTRY,CK-AE LMW,575.0,1521
7121180,LABORATORY,CHEMISTRY,CK-CAM 5.2,575.0,1522
7121181,LABORATORY,CHEMISTRY,CLOBAZAM / DESMETHYLCLOMIPRAMINE,875.0,1523
7121182,LABORATORY,CHEMISTRY,CLONAZEPAM,370.0,1524
7121183,LABORATORY,CHEMISTRY,CLOSTRIDIUM DIFFICILE TOXIN,325.0,1525
7121184,LABORATORY,CHEMISTRY,CMV,1100.0,1526
7121185,LABORATORY,CHEMISTRY,COCAINE,250.0,1527
7121186,LABORATORY,CHEMISTRY,COLLAGEN TYPE IV,575.0,1528
7121187,LABORATORY,CHEMISTRY,"COMPLEMENT, TOTAL",340.0,1529
7121188,LABORATORY,CHEMISTRY,COPEPTIN  PRO AVP,685.0,1530
7121189,LABORATORY,CHEMISTRY,COPPER SERUM,170.0,1531
7121190,LABORATORY,CHEMISTRY,CORONA VIRUS TEST,150.0,1532
7121191,LABORATORY,CHEMISTRY,CORTISOL,250.0,1533
7121192,LABORATORY,CHEMISTRY,CORTISOL FREE,235.0,1534
7121193,LABORATORY,CHEMISTRY,CORTISOL IN SALIVA,325.0,1535
7121194,LABORATORY,CHEMISTRY,COXIELLE BURNETTI ,600.0,1536
7121195,LABORATORY,CHEMISTRY,COXSACKIE B1-B6 AND A9,1160.0,1537
7121196,LABORATORY,CHEMISTRY,"C-PEPTIDE, SERUM",425.0,1538
7121197,LABORATORY,CHEMISTRY,CPK,100.0,1539
7121198,LABORATORY,CHEMISTRY,CPK-MB,175.0,1540
7121199,LABORATORY,CHEMISTRY,CREATINE,200.0,1541
7121200,LABORATORY,CHEMISTRY,CREATININE CLEARANCE,200.0,1542
7121201,LABORATORY,CHEMISTRY,CREATININE URINE (RANDOM),60.0,1543
7121202,LABORATORY,CHEMISTRY,"CREATININE, SERUM",75.0,1544
7121203,LABORATORY,CHEMISTRY,CRYOGLOBULIN QUAL.,130.0,1545
7121204,LABORATORY,CHEMISTRY,CSF BACTERIAL ANTIGEN ANALYSIS,200.0,1546
7121205,LABORATORY,CHEMISTRY,CYCLIC AMP (C-AMP),250.0,1547
7121206,LABORATORY,CHEMISTRY,CYCLOSPORINE,560.0,1548
7121207,LABORATORY,CHEMISTRY,CYSTATIN C,210.0,1549
7121208,LABORATORY,CHEMISTRY,CYSTIC FIBROSIS,3000.0,1550
7121209,LABORATORY,CHEMISTRY,CYSTICERCOSIS ABS,485.0,1551
7121210,LABORATORY,CHEMISTRY,"CYSTINE, PHOTOMETRIC",485.0,1552
7121211,LABORATORY,CHEMISTRY,CYTO TOXIC ANTIBODIES,900.0,1553
7121212,LABORATORY,CHEMISTRY,CYTOMEGALO VIRUS CULTURE,1170.0,1554
7121213,LABORATORY,CHEMISTRY,CYTOMEGALO VIRUS IGG,260.0,1555
7121214,LABORATORY,CHEMISTRY,CYTOMEGALO VIRUS IGM,260.0,1556
7121215,LABORATORY,CHEMISTRY,CYTOMEGALOVIRUS (PCR),1790.0,1557
7121216,LABORATORY,CHEMISTRY,DALA / DELTA ANINOLAEVULINIC ACID,234.0,1558
7121217,LABORATORY,CHEMISTRY,"DEHHYDROEPIANDOSTERONE SULPHATE (DHEA-S), SERUM",425.0,1559
7121218,LABORATORY,CHEMISTRY,DEHYDROXYCHOLOCALCIFEROL,1000.0,1560
7121219,LABORATORY,CHEMISTRY,DENGUE VIRUS ABS,585.0,1561
7121220,LABORATORY,CHEMISTRY,DEPAKIN LEVEL,200.0,1562
7121221,LABORATORY,CHEMISTRY,DESMOGLEIN 1 ABS,540.0,1563
7121222,LABORATORY,CHEMISTRY,DESMOGLEIN 3 ABS,540.0,1564
7121223,LABORATORY,CHEMISTRY,DIAMOND BLACKFAN SYNDROME,22800.0,1565
7121224,LABORATORY,CHEMISTRY,DIBUCAINE INHIBITION OF PSEUDOCHOLINESTERASE,300.0,1566
7121225,LABORATORY,CHEMISTRY,DIGOXIN,200.0,1567
7121226,LABORATORY,CHEMISTRY,DIHYDSOTESTERONE,500.0,1568
7121227,LABORATORY,CHEMISTRY,DIPHTHERIA ANTITOXIN,450.0,1569
7121228,LABORATORY,CHEMISTRY,DIRECT BILIRUBIN,75.0,1570
7121229,LABORATORY,CHEMISTRY,DIRECT BILIRUBIN NEONATES,70.0,1571
7121230,LABORATORY,CHEMISTRY,DNA POLYMERASE,835.0,1572
7121231,LABORATORY,CHEMISTRY,DRUG PANEL TEST PROFILE,750.0,1573
7121232,LABORATORY,CHEMISTRY,EBV EARLY ANTIGEN,200.0,1574
7121233,LABORATORY,CHEMISTRY,"EBV-VCA IGA, IGG, IGM ABS.",1755.0,1575
7121234,LABORATORY,CHEMISTRY,ECCHINOCOCCUS ANTIBODY (HYDATID ABS.),425.0,1576
7121235,LABORATORY,CHEMISTRY,ECHINOCOCCUS ABS IHA & MULTILOCULAR,430.0,1577
7121236,LABORATORY,CHEMISTRY,ECHINOCOCCUS MULTILOCULARIS,260.0,1578
7121237,LABORATORY,CHEMISTRY,"ECHOVIRUS ABS (ECHO 6,7,9,11,30, CF)",1240.0,1579
7121238,LABORATORY,CHEMISTRY,"ELECTROLYTES (NA, K, C1) SERUM",225.0,1580
7121239,LABORATORY,CHEMISTRY,"ELECTROLYTES (NA, K, C1) URINE",215.0,1581
7121240,LABORATORY,CHEMISTRY,ENDOMYSIUM ABS (IGG),435.0,1582
7121241,LABORATORY,CHEMISTRY,ENDOMYSIUM ABS (TRANSGLUTAMINASE),365.0,1583
7121243,LABORATORY,CHEMISTRY,ENTERO VIRUS (COXSACKIE),160.0,1584
7121244,LABORATORY,CHEMISTRY,EPITHELIAL RELATED ANTIGEN (MOC-31),575.0,1585
7121245,LABORATORY,CHEMISTRY,EPSTEIN BARR VIRUS (PCR),1755.0,1586
7121246,LABORATORY,CHEMISTRY,EPSTEIN BARR VIRUS ABS.,765.0,1587
7121247,LABORATORY,CHEMISTRY,ERYTHROPOCIETIN,500.0,1588
7121248,LABORATORY,CHEMISTRY,ESTRADIOL,200.0,1589
7121249,LABORATORY,CHEMISTRY,ESTROGEN,200.0,1590
7121250,LABORATORY,CHEMISTRY,ESTROGEN & PROGESTERON RECEPTORS (FROZEN TISSUE),1100.0,1591
7121251,LABORATORY,CHEMISTRY,"ETHANOL (S, U)",210.0,1592
7121252,LABORATORY,CHEMISTRY,ETHYL ALCOHOL,210.0,1593
7121253,LABORATORY,CHEMISTRY,ETIOCHOLANOLONE,290.0,1594
7121254,LABORATORY,CHEMISTRY,EV EBER PROBE,2600.0,1595
7121255,LABORATORY,CHEMISTRY,FACTOR II,230.0,1596
7121256,LABORATORY,CHEMISTRY,FACTOR IX,300.0,1597
7121257,LABORATORY,CHEMISTRY,FACTOR V,230.0,1598
7121258,LABORATORY,CHEMISTRY,FACTOR V GENE MUTATION,1450.0,1599
7121259,LABORATORY,CHEMISTRY,FACTOR VII,230.0,1600
7121260,LABORATORY,CHEMISTRY,FACTOR VIII,500.0,1601
7121261,LABORATORY,CHEMISTRY,FACTOR VIII ASSOCIATED AG.,230.0,1602
7121262,LABORATORY,CHEMISTRY,FACTOR VIII RISTOCETIN COFACTOR,230.0,1603
7121263,LABORATORY,CHEMISTRY,FACTOR X,230.0,1604
7121264,LABORATORY,CHEMISTRY,FACTOR XI,230.0,1605
7121265,LABORATORY,CHEMISTRY,FACTOR XII,230.0,1606
7121266,LABORATORY,CHEMISTRY,FACTOR XIII,965.0,1607
7121267,LABORATORY,CHEMISTRY,FACTORY VIII COAGULANT ACTIVITY,300.0,1608
7121268,LABORATORY,CHEMISTRY,"FAMILIAL MEDITRRANEAN FEVER (FMFV GEN, STAGE 1)",5000.0,1609
7121269,LABORATORY,CHEMISTRY,FASCIOLA ABS,520.0,1610
7121270,LABORATORY,CHEMISTRY,"FATTY ACIDS, NONESTERIFIED",130.0,1611
7121271,LABORATORY,CHEMISTRY,"FERRITIN, SERUM",250.0,1612
7121272,LABORATORY,CHEMISTRY,FIBROMAX TEST,2400.0,1613
7121273,LABORATORY,CHEMISTRY,FIBRONECTINE (PLAZMA PUNCTURE FLUID),310.0,1614
7121274,LABORATORY,CHEMISTRY,FILARIOSIS IGG ABS,260.0,1615
7121275,LABORATORY,CHEMISTRY,FLOURIDE (S),320.0,1616
7121276,LABORATORY,CHEMISTRY,FLOURIDE (U),180.0,1617
7121277,LABORATORY,CHEMISTRY,FLUCANOZOL,420.0,1618
7121278,LABORATORY,CHEMISTRY,FOLATE ( RED CELL ),600.0,1619
7121279,LABORATORY,CHEMISTRY,"FOLIC ACID, SERUM",425.0,1620
7121280,LABORATORY,CHEMISTRY,FOOD PANEL 20 IGE ,950.0,1621
7121281,LABORATORY,CHEMISTRY,FREE ANDROGEN INDEX,890.0,1622
7121282,LABORATORY,CHEMISTRY,FREE FATTY ACIDS,130.0,1623
7121283,LABORATORY,CHEMISTRY,FREE LIGHT CHAINS STRUCTURE ,450.0,1624
7121284,LABORATORY,CHEMISTRY,FREE PSA,325.0,1625
7121285,LABORATORY,CHEMISTRY,FREE T4,200.0,1626
7121286,LABORATORY,CHEMISTRY,FREE TESTOSTERONE,425.0,1627
7121287,LABORATORY,CHEMISTRY,FRUCTOSAMINE,500.0,1628
7121288,LABORATORY,CHEMISTRY,FRUCTOSE TEST,425.0,1629
7121289,LABORATORY,CHEMISTRY,FSH,200.0,1630
7121290,LABORATORY,CHEMISTRY,FT3,320.0,1631
7121291,LABORATORY,CHEMISTRY,FTA-ABS,425.0,1632
7121292,LABORATORY,CHEMISTRY,FUNGUS CULTURE BLOOD,170.0,1633
7121293,LABORATORY,CHEMISTRY,GABAPENTIN,450.0,1634
7121294,LABORATORY,CHEMISTRY,GALACTOSE 1 PHOSPHATE URIDYLTRASFERASE (QUANTATIVE,485.0,1635
7121295,LABORATORY,CHEMISTRY,GALACTOSE-I PHOSPHATES,310.0,1636
7121296,LABORATORY,CHEMISTRY,GALACTOSEMIA SCREENING,425.0,1637
7121297,LABORATORY,CHEMISTRY,GALECTIN-3,800.0,1638
7121298,LABORATORY,CHEMISTRY,GANGLIOSIDE PROFILE,1680.0,1639
7121299,LABORATORY,CHEMISTRY,GASTRIN,415.0,1640
7121300,LABORATORY,CHEMISTRY,GENTAMYCIN LEVEL (POST),400.0,1641
7121301,LABORATORY,CHEMISTRY,GENTAMYCIN LEVEL (PRE),400.0,1642
7121302,LABORATORY,CHEMISTRY,GGT,75.0,1643
7121303,LABORATORY,CHEMISTRY,"GLIADINE ABS IGA, IGG",650.0,1644
7121304,LABORATORY,CHEMISTRY,GLOBULIN,60.0,1645
7121305,LABORATORY,CHEMISTRY,GLUCAGON,500.0,1646
7121306,LABORATORY,CHEMISTRY,GLUCOSE ( GLUCOMETER) TEST,40.0,1647
7121307,LABORATORY,CHEMISTRY,GLUCOSE (SERUM) 2HPP,60.0,1648
7121308,LABORATORY,CHEMISTRY,GLUCOSE (SERUM) FASTING,75.0,1649
7121309,LABORATORY,CHEMISTRY,GLUCOSE (SERUM) RANDOM,75.0,1650
7121310,LABORATORY,CHEMISTRY,GLUCOSE TOLERANCE TEST,200.0,1651
7121311,LABORATORY,CHEMISTRY,GLUTAMATE DECARBOXYLASE ABS,685.0,1652
7121312,LABORATORY,CHEMISTRY,GLYPICAN 3,900.0,1653
7121313,LABORATORY,CHEMISTRY,GONOCOCCAL ABS,220.0,1654
7121314,LABORATORY,CHEMISTRY,GRANULOCYTE CYTOPLASMA,500.0,1655
7121315,LABORATORY,CHEMISTRY,GRANZYME B,575.0,1656
7121316,LABORATORY,CHEMISTRY,HAEMOGLOBIN DIFFERENT (A2 & F),585.0,1657
7121317,LABORATORY,CHEMISTRY,HAMS TEST,270.0,1658
7121318,LABORATORY,CHEMISTRY,HAPTOGLOBIN,425.0,1659
7121319,LABORATORY,CHEMISTRY,HB A2 QUANTITATIVE,600.0,1660
7121320,LABORATORY,CHEMISTRY,HBE ABS,200.0,1661
7121321,LABORATORY,CHEMISTRY,HBE AG,200.0,1662
7121322,LABORATORY,CHEMISTRY,HBV - DNA BY PCR,1755.0,1663
7121323,LABORATORY,CHEMISTRY,"HBV-DNA, QUALITATIVE",1350.0,1664
7121324,LABORATORY,CHEMISTRY,"HBV-DNA, QUANTITATIVE",1500.0,1665
7121325,LABORATORY,CHEMISTRY,HCV,250.0,1666
7121326,LABORATORY,CHEMISTRY,HCV GENOTYPING,2100.0,1667
7121327,LABORATORY,CHEMISTRY,HCV IGG ABS,700.0,1668
7121328,LABORATORY,CHEMISTRY,HCV-RNA (PCR) QUALITATIVE,1755.0,1669
7121329,LABORATORY,CHEMISTRY,HCV-RNA (PCR) QUANTITATIVE,2350.0,1670
7121330,LABORATORY,CHEMISTRY,HDL-CHOLESTEROL,135.0,1671
7121331,LABORATORY,CHEMISTRY,HELICOBACTER ANTIGEN,500.0,1672
7121332,LABORATORY,CHEMISTRY,HEPARIN INDUCED THROMBOCYTOPHENIA,790.0,1673
7121333,LABORATORY,CHEMISTRY,HEPATITIS DELTA ABS,485.0,1674
7121334,LABORATORY,CHEMISTRY,HEPATITIS E ANTIBODY,425.0,1675
7121335,LABORATORY,CHEMISTRY,HEPATITIS E ANTIGEN,425.0,1676
7121336,LABORATORY,CHEMISTRY,HEPATOCYTE,800.0,1677
7121337,LABORATORY,CHEMISTRY,HER2 DUAL ISH DNA PROBE,2600.0,1678
7121338,LABORATORY,CHEMISTRY,HERPES SIMPLEX ABS IGG & IGM,715.0,1679
7121339,LABORATORY,CHEMISTRY,HERPES SIMPLEX VIRUS (1 X 2) ANTIGEN,250.0,1680
7121340,LABORATORY,CHEMISTRY,HERPES SIMPLEX VIRUS 1X2 PCR,1755.0,1681
7121341,LABORATORY,CHEMISTRY,"HERPES SIMPLEX VIRUS ANTIBODY, TYPE I IGG SPECIFIC",425.0,1682
7121342,LABORATORY,CHEMISTRY,"HERPES SIMPLEX VIRUS ANTIBODY, TYPE II IGG SPECIFIC",425.0,1683
7121343,LABORATORY,CHEMISTRY,HERPES TYPE I ANTIBODIES IGM SPECIFIC,500.0,1684
7121344,LABORATORY,CHEMISTRY,HERPES TYPE II ANTIBODIES IGM SPECIFIC,500.0,1685
7121345,LABORATORY,CHEMISTRY,HHV-8,900.0,1686
7121346,LABORATORY,CHEMISTRY,HISTONE ABS,590.0,1687
7121347,LABORATORY,CHEMISTRY,HISTOPLASMOSIS ABS,710.0,1688
7121348,LABORATORY,CHEMISTRY,HIV 1/2 (W.B),560.0,1689
7121349,LABORATORY,CHEMISTRY,HIV-I RNA QUANT,1350.0,1690
7121350,LABORATORY,CHEMISTRY,"HLA FULL TYPING (A, B, C, DQ & DR)",5330.0,1691
7121351,LABORATORY,CHEMISTRY,HLA-B27,1170.0,1692
7121352,LABORATORY,CHEMISTRY,HOMOCYSTEINE ( P ),465.0,1693
7121353,LABORATORY,CHEMISTRY,HOMOVANILLIC ACID URINE,425.0,1694
7121354,LABORATORY,CHEMISTRY,HSV-TYPE 1,900.0,1695
7121355,LABORATORY,CHEMISTRY,HUMAN GROWTH HORMONE,425.0,1696
7121356,LABORATORY,CHEMISTRY,HUMAN PAPILLOMA VIRUS,1080.0,1697
7121357,LABORATORY,CHEMISTRY,HUMAN PAPILLOMA VIRUS BY PCR,1080.0,1698
7121358,LABORATORY,CHEMISTRY,HUMAN PLACENTAL LACTOGEN (HPL),425.0,1699
7121359,LABORATORY,CHEMISTRY,HYDROXPROLINE TOTAL,500.0,1700
7121360,LABORATORY,CHEMISTRY,HYDROXYPROLINE,500.0,1701
7121361,LABORATORY,CHEMISTRY,"HYPEROXALURIA, PRIMARY (AGXT) ",7200.0,1702
7121362,LABORATORY,CHEMISTRY,"IG D, QUANT",120.0,1703
7121363,LABORATORY,CHEMISTRY,IGA,340.0,1704
7121364,LABORATORY,CHEMISTRY,IGE,200.0,1705
7121365,LABORATORY,CHEMISTRY,IGF 1,825.0,1706
7121366,LABORATORY,CHEMISTRY,IGFBP - 3,650.0,1707
7121367,LABORATORY,CHEMISTRY,IGG,340.0,1708
7121368,LABORATORY,CHEMISTRY,IGG SUBCLASSES 1 TO 4,1250.0,1709
7121369,LABORATORY,CHEMISTRY,IGG4,800.0,1710
7121370,LABORATORY,CHEMISTRY,IGM,340.0,1711
7121371,LABORATORY,CHEMISTRY,IMMUNE REACTIVE TRYPSIN,355.0,1712
7121372,LABORATORY,CHEMISTRY,IMMUNOGLOBULIN D (IGD),320.0,1713
7121373,LABORATORY,CHEMISTRY,"IMMUNOGLOBULIN ELECTROPHORESIS, URINE",425.0,1714
7121374,LABORATORY,CHEMISTRY,IMMUNOHISTOCHEMISTRY WITH ABS AGAINST IGA,1990.0,1715
7121375,LABORATORY,CHEMISTRY,INFLUENZA A,110.0,1716
7121376,LABORATORY,CHEMISTRY,INHIBIN B,590.0,1717
7121377,LABORATORY,CHEMISTRY,INSULIN ABS (HUMAN),210.0,1718
7121378,LABORATORY,CHEMISTRY,INSULIN ANTIBODY,550.0,1719
7121379,LABORATORY,CHEMISTRY,INSULIN AUTO ANTIBODIES,500.0,1720
7121380,LABORATORY,CHEMISTRY,INSULIN RECEPTOR ABS IGG,860.0,1721
7121381,LABORATORY,CHEMISTRY,"INSULIN, SERUM",200.0,1722
7121382,LABORATORY,CHEMISTRY,INTERLEUKIN 2 RECEPTOR (S),720.0,1723
7121383,LABORATORY,CHEMISTRY,INTERLEUKIN 6,740.0,1724
7121384,LABORATORY,CHEMISTRY,INTRINSIC FACTOR ABS,400.0,1725
7121385,LABORATORY,CHEMISTRY,IODINE,310.0,1726
7121386,LABORATORY,CHEMISTRY,IONIZED CALCIUM,250.0,1727
7121387,LABORATORY,CHEMISTRY,"IRON, SERUM",100.0,1728
7121388,LABORATORY,CHEMISTRY,ISLET CELL  ABS,325.0,1729
7121389,LABORATORY,CHEMISTRY,JAK-2 GENE ANALYSIS,4050.0,1730
7121390,LABORATORY,CHEMISTRY,JAK-2-GENE (V617F MUTATION),5400.0,1731
7121391,LABORATORY,CHEMISTRY,KAPPA PROBE ISH,2600.0,1732
7121392,LABORATORY,CHEMISTRY,LACTIC ACID (SERUM),65.0,1733
7121393,LABORATORY,CHEMISTRY,LAMBDAMRNA PROBE,2600.0,1734
7121394,LABORATORY,CHEMISTRY,LAMOTRIGEN,415.0,1735
7121395,LABORATORY,CHEMISTRY,LDH,135.0,1736
7121396,LABORATORY,CHEMISTRY,LDH ISOENZYMES,360.0,1737
7121397,LABORATORY,CHEMISTRY,LDL-CHOLESTEROL,135.0,1738
7121398,LABORATORY,CHEMISTRY,LEAD U,350.0,1739
7121399,LABORATORY,CHEMISTRY,LEGIONELLA ABS.,1170.0,1740
7121400,LABORATORY,CHEMISTRY,LEGIONELLA PNEMOPHILA ANTIGEN,280.0,1741
7121401,LABORATORY,CHEMISTRY,LEISHMANIA ANTIBODIES,500.0,1742
7121402,LABORATORY,CHEMISTRY,LEPTIN,535.0,1743
7121403,LABORATORY,CHEMISTRY,LEPTOSPIRA ABS,750.0,1744
7121404,LABORATORY,CHEMISTRY,LEVETIRAZETAM,445.0,1745
7121405,LABORATORY,CHEMISTRY,LH,200.0,1746
7121406,LABORATORY,CHEMISTRY,LIPASE,100.0,1747
7121407,LABORATORY,CHEMISTRY,"LIPID PROFILE: T. CHOL., HDL , LDL, TRIGLYCERIDES",400.0,1748
7121408,LABORATORY,CHEMISTRY,LIPOPROTEIN A,250.0,1749
7121409,LABORATORY,CHEMISTRY,LIPOPROTEIN ELECTROPHORESIS,425.0,1750
7121410,LABORATORY,CHEMISTRY,LISTERIA ABS,410.0,1751
7121411,LABORATORY,CHEMISTRY,LITHIUM,200.0,1752
7121412,LABORATORY,CHEMISTRY,LIVER CYTOSOL1 IGG SPEC.  ABS (LCI),290.0,1753
7121413,LABORATORY,CHEMISTRY,"LIVER FUNCTION TEST (TO/DIR BIL, SGOT, SGPT, ALK.PH)",400.0,1754
7121414,LABORATORY,CHEMISTRY,LIVER KIDNEY MICROSOMAL ANTIBODIES,585.0,1755
7121415,LABORATORY,CHEMISTRY,LUPUS ANTICOAGULANT,825.0,1756
7121416,LABORATORY,CHEMISTRY,LYSOSME,575.0,1757
7121417,LABORATORY,CHEMISTRY,MAGNESIUM (SERUM),80.0,1758
7121418,LABORATORY,CHEMISTRY,MAMAGLOBULIN,575.0,1759
7121419,LABORATORY,CHEMISTRY,MEASLES ABS IGG & IGM,535.0,1760
7121420,LABORATORY,CHEMISTRY,MELANOSOME (HMB45,575.0,1761
7121421,LABORATORY,CHEMISTRY,MELATONIN,490.0,1762
7121422,LABORATORY,CHEMISTRY,MERCURY,520.0,1763
7121423,LABORATORY,CHEMISTRY,METANEPHINES & NORMATANEPHRINES,775.0,1764
7121424,LABORATORY,CHEMISTRY,"METANEPHRINES, URINE",425.0,1765
7121425,LABORATORY,CHEMISTRY,METHEAMOGLOBIN,280.0,1766
7121426,LABORATORY,CHEMISTRY,METHOTREXATE,485.0,1767
7121427,LABORATORY,CHEMISTRY,METHYLATION ANALYSIS,3750.0,1768
7121428,LABORATORY,CHEMISTRY,METHYLMALONIC ACID,580.0,1769
7121429,LABORATORY,CHEMISTRY,METHYLTETRAHYDROFOLATE REDUCTASE,1890.0,1770
7121430,LABORATORY,CHEMISTRY,MICROALBUMIN,120.0,1771
7121431,LABORATORY,CHEMISTRY,MICROALBUMINURIA,130.0,1772
7121432,LABORATORY,CHEMISTRY,MICROSOMAL ANTIBODY,425.0,1773
7121433,LABORATORY,CHEMISTRY,MITOCHONDRIAL ANTIBODY,425.0,1774
7121434,LABORATORY,CHEMISTRY,MOLECULAR GENETIC ANALYSIS FOR ALPHA THALASSEMIA,8550.0,1775
7121435,LABORATORY,CHEMISTRY,MOLECULAR GENETIC ANALYSIS FOR BETA THALASSEMIA,5850.0,1776
7121436,LABORATORY,CHEMISTRY,MOLECULAR GENETIC ANALYSIS FOR X LINKED ADRENOLEUKODYSTROPHY,11400.0,1777
7121437,LABORATORY,CHEMISTRY,MOLECULAR GENETIC FOR NTRK1 GENE,12000.0,1778
7121438,LABORATORY,CHEMISTRY,MOLECULAR GENETIC STUDY (DNA ANALYSIS),4500.0,1779
7121439,LABORATORY,CHEMISTRY,MOLECULAR GENETIC TEST FOR NPHS1 - CARRIER GENE,3000.0,1780
7121440,LABORATORY,CHEMISTRY,MONOSPOT ABS,775.0,1781
7121441,LABORATORY,CHEMISTRY,MRD (MINIMAL RESIDUAL DISEASE) TEST,3900.0,1782
7121442,LABORATORY,CHEMISTRY,MUCOPOLYSACCARIDES DIFFERENTIATION,1100.0,1783
7121443,LABORATORY,CHEMISTRY,MUMPS IGG & IGM,350.0,1784
7121444,LABORATORY,CHEMISTRY,MUMPS VIRUS ANTIBODY,425.0,1785
7121445,LABORATORY,CHEMISTRY,MUSK ABS,450.0,1786
7121446,LABORATORY,CHEMISTRY,MYCOPHENOLIC ACID,280.0,1787
7121447,LABORATORY,CHEMISTRY,MYCOPLASMA PNEUMONIA ABS.,425.0,1788
7121448,LABORATORY,CHEMISTRY,MYELIN BASCI PROTEIN,575.0,1789
7121449,LABORATORY,CHEMISTRY,MYELOPEROXIDASE,575.0,1790
7121450,LABORATORY,CHEMISTRY,MYELOPEROXIDASE ABS (MPO),370.0,1791
7121451,LABORATORY,CHEMISTRY,MYO-D1,575.0,1792
7121452,LABORATORY,CHEMISTRY,MYOGLOBIN QUANT,340.0,1793
7121453,LABORATORY,CHEMISTRY,"MYOSIN, SMOOTH MUSCLE",575.0,1794
7121454,LABORATORY,CHEMISTRY,NAPSIN A,575.0,1795
7121455,LABORATORY,CHEMISTRY,NEONATAL SCREENING,825.0,1796
7121456,LABORATORY,CHEMISTRY,NEURONE SPECIFIC ENOLASE,460.0,1797
7121457,LABORATORY,CHEMISTRY,NT-PRO-BNP,450.0,1798
7121458,LABORATORY,CHEMISTRY,OCT ¾,800.0,1799
7121459,LABORATORY,CHEMISTRY,OCT-04,575.0,1800
7121460,LABORATORY,CHEMISTRY,OESTRADIOL,200.0,1801
7121461,LABORATORY,CHEMISTRY,OLIGOCLONAL BAND,500.0,1802
7121462,LABORATORY,CHEMISTRY,OPIATES,250.0,1803
7121463,LABORATORY,CHEMISTRY,ORGANIC ACID SCREEN,1300.0,1804
7121464,LABORATORY,CHEMISTRY,OSMOLALITY,300.0,1805
7121465,LABORATORY,CHEMISTRY,"OSMOLARITY, SERUM / URINE",135.0,1806
7121466,LABORATORY,CHEMISTRY,OSTEOCALCIN,500.0,1807
7121467,LABORATORY,CHEMISTRY,OXALATE,225.0,1808
7121468,LABORATORY,CHEMISTRY,P-ANCA,300.0,1809
7121469,LABORATORY,CHEMISTRY,PANCREATIC ELASTASE (FAECES),500.0,1810
7121470,LABORATORY,CHEMISTRY,PARACETAMOL,400.0,1811
7121471,LABORATORY,CHEMISTRY,PARAGONIMUS ABS,310.0,1812
7121472,LABORATORY,CHEMISTRY,PARATHYROID HORMONE (PTH),575.0,1813
7121473,LABORATORY,CHEMISTRY,PARIETAL CELL ANTIBODY,425.0,1814
7121474,LABORATORY,CHEMISTRY,PARVO VIRUS ABS B-19 IGG & IGM,620.0,1815
7121475,LABORATORY,CHEMISTRY,PARVORIRUS B19,575.0,1816
7121476,LABORATORY,CHEMISTRY,PAX-5,575.0,1817
7121477,LABORATORY,CHEMISTRY,PAX-8,800.0,1818
7121478,LABORATORY,CHEMISTRY,PD-1,800.0,1819
7121479,LABORATORY,CHEMISTRY,PERICARDIAL FLUID (PHYSICAL&CHEMICAL TEST ONLY),200.0,1820
7121480,LABORATORY,CHEMISTRY,PERITONEAL FLUID (PHYSICAL&CHEMICAL ONLY),200.0,1821
7121481,LABORATORY,CHEMISTRY,PHENCYCLIDINE,250.0,1822
7121482,LABORATORY,CHEMISTRY,PHENOBARBITAL,275.0,1823
7121483,LABORATORY,CHEMISTRY,PHENOL,515.0,1824
7121484,LABORATORY,CHEMISTRY,PHENYTOIN,200.0,1825
7121485,LABORATORY,CHEMISTRY,PHOSPOROUS (SERUM),65.0,1826
7121486,LABORATORY,CHEMISTRY,PKU SCREEN,520.0,1827
7121487,LABORATORY,CHEMISTRY,PLASMINOGEN,410.0,1828
7121488,LABORATORY,CHEMISTRY,PLATELET ANTIBODIES,4480.0,1829
7121489,LABORATORY,CHEMISTRY,PLEURAL FLUID (PHYSICAL&CHEMICAL ONLY),200.0,1830
7121490,LABORATORY,CHEMISTRY,PM1 ABS,400.0,1831
7121491,LABORATORY,CHEMISTRY,PNEUMOCYSTIC CARINII,3000.0,1832
7121492,LABORATORY,CHEMISTRY,POLIO VIRUS ANTIBODY,425.0,1833
7121493,LABORATORY,CHEMISTRY,POLYOMA JCV-DNA,1080.0,1834
7121494,LABORATORY,CHEMISTRY,PORPHOBILINOGEN QUANT.,245.0,1835
7121495,LABORATORY,CHEMISTRY,PORPHYRINS,1300.0,1836
7121496,LABORATORY,CHEMISTRY,POTASSIUM URINE,65.0,1837
7121497,LABORATORY,CHEMISTRY,"POTASSIUM, SERUM OR URINE",65.0,1838
7121498,LABORATORY,CHEMISTRY,"POTASSIUM, STOOL",130.0,1839
7121499,LABORATORY,CHEMISTRY,PR,900.0,1840
