Unified Code,Unified Description,Type,SBS V2,LOS,2025 Price,2026 Price,2027 Price,Discount 3 years contract
FMXRY-0102,BABYGRAM,Radiology,55700-01-00,-,362.61,389.80575,413.194095,0.15
FMXRY-0415,BILIARY TREE SCAN,Radiology,61360-00-00,-,1076.68,1157.431,1226.87686,0.15
FMXRY-0409,CARDIAC PHASE AMPLITUDE,Radiology,61320-01-00,-,723.83,778.11725,824.804285,0.15
FMXRY-0231,CAROTID ATERY BILATERAL 1ST.RN,Radiology,59970-02-00,-,4460.13,4794.63975,5082.318135,0.15
FMXRY-0230,CAROTID ATERY UNILATERAL 1ST.R,Radiology,59970-02-00,-,2853.48,3067.491,3251.54046,0.15
FMXRAY1629,Catheter Aspiration Placement Or Change - Extubation Of Airway,Radiology,83700-00-00,-,48.0,51.59999999999999,54.696,0.15
FMXRAY1630,Catheter Aspiration Placement Or Change Of In-Line Suction Catheter.,Radiology,83700-00-00,-,399.0,428.925,454.6605,0.15
FMXRAY1633,Catheter Check,Radiology,34524-00-00,-,706.0,758.9499999999999,804.487,0.15
FMXRAY1700,Cava Filter Implementation,Radiology,35321-04-00,-,13052.65,14031.59875,14873.494675,0.15
FMLAB-1228,Cerebro spinal fluid examination ,Radiology,61409-00-00,-,1253.8,1347.835,1428.7051,0.15
FMXRAY-0223,CERVICAL MYELOGRAM,Radiology,59724-00-00,-,2853.48,3067.491,3251.54046,0.15
FMXRAY-0228,CISTERNOGRAPHY,Radiology,90910-00-00,-,2676.36,2877.087,3049.71222,0.15
FMXRY-0252,COMPLETE CARDIAC STUDY W/ BA.,Radiology,61320-01-00,-,539.73,580.20975,615.022335,0.15
FMXRAY1601,COMPLETE LIMB BOTH SIDES,Radiology,57524-02-02,-,647.12,695.654,737.39324,0.15
FMXRY-0637,CSF FLOWMETRY,Radiology,61409-00-00,-,551.25,592.59375,628.1493750000001,0.15
FMONC-0202,CT STIMULATION WITH CONTRAST,Radiology,15000-00-00,-,1198.0,1287.85,1365.121,0.15
FMXRAY1141,Ct. Abdomen Angiography (Aortography),Radiology,59970-04-00,-,3000.0,3225.0,3418.5,0.15
FMXRY-0218,CYSTOGRAM,Radiology,60503-00-00,-,577.39,620.69425,657.935905,0.15
FMXRAY-1502,D.S.A.,Radiology,59970-01-00,-,2945.53,3166.44475,3356.431435,0.15
FMXRY-0261,DACRYCYSTOGRAM,Radiology,59703-00-00,-,539.73,580.20975,615.022335,0.15
FMXRY-0464,DACRYOSCINTIGRAPHY,Radiology,59703-00-00,-,615.05,661.1787499999999,700.849475,0.15
FMXRY-0704,DBM FOR HAND,Radiology,12306-00-00,-,190.73,205.03475,217.336835,0.15
FMXRAY1521,Dexa (Bmd) (1) Segment,Radiology,12306-00-00,-,539.73,580.20975,615.022335,0.15
FMXRAY1522,Dexa (Bmd) (2) Segments,Radiology,12306-00-00,-,769.85,827.58875,877.2440750000001,0.15
FMXRAY1523,Dexa (Bmd) Whole Body,Radiology,12306-00-00,-,1076.68,1157.431,1226.87686,0.15
FMXRY-0427,DYNAMIC SCAN ANY AREA / ORGAN,Radiology,61417-00-00,-,723.83,778.11725,824.804285,0.15
FMXRY-0237,EACH ADDITIONAL RUN,Radiology,59970-02-00,-,1168.73,1256.38475,1331.767835,0.15
FMXRY-0222,ENDOSCOPIC UROLOGICAL EXAM.,Radiology,37315-00-00,-,723.83,778.11725,824.804285,0.15
FMXRY-0246,EPIDEDIMO VASOGRAPHY,Radiology,59736-00-00,-,2676.36,2877.087,3049.71222,0.15
FMXRY-0553,EXTRA NEEDLE ELECTRODE,Radiology,99999-99-99,-,4202.12,4517.279,4788.31574,0.15
FMXRY-0436,FIRST PASS UNDER STRESS,Radiology,61320-01-00,-,1999.95,2149.94625,2278.943025,0.15
FMXRY-0435,FIRST PASS WITHOUT STRESS,Radiology,61320-01-00,-,1253.8,1347.835,1428.7051,0.15
FMXRAY1610,FLUOROSCOPY IN O.R (C-ARM),Radiology,60503-00-00,-,454.66,488.7595,518.08507,0.15
FMXRAY1563,Fluroscopy Fluoro Guidance (< 1 Hour),Radiology,60503-00-00,-,362.61,389.80575,413.194095,0.15
FMXRAY1911,FLUROSCOPY GUIDED ERCP,Radiology,30484-00-00,-,539.73,580.20975,615.022335,0.15
FMXRY-0106,FLUROSCOPY IN O.R. 10 MINUTES,Radiology,60503-00-00,-,362.61,389.80575,413.194095,0.15
FMXRAY1605,FLUROSCOPY IN OR5 MINUTES,Radiology,60503-00-00,-,178.52,191.909,203.42354,0.15
FMXRAY1274,FLUROSCOPY. (H.S.G) HYSTERO SALPINGOGRAM,Radiology,59712-00-00,-,808.9,869.5675,921.7415500000001,0.15
FMXRAY1268,FLUROSCOPY. BA. STUDY (ENEMA DOUBLE CONTRAST PROTOCOL),Radiology,58909-00-00,-,686.17,737.6327499999999,781.8907149999999,0.15
FMXRAY1267,FLUROSCOPY. BA. STUDY (ENEMA SINGLE CONTRAST PROTOCOL),Radiology,58921-00-00,-,539.73,580.20975,615.022335,0.15
FMXRAY1265,FLUROSCOPY. BA. STUDY (MEAL PROTOCOL),Radiology,58909-00-00,-,471.4,506.7549999999999,537.1603,0.15
FMXRAY1266,Fluroscopy. Ba. Study (Small Bowel Series Protocol),Radiology,58915-00-00,-,808.9,869.5675,921.7415500000001,0.15
FMXRAY1264,FLUROSCOPY. BA. STUDY (SWALLOW PROTOCOL),Radiology,58909-00-00,-,324.96,349.3319999999999,370.2919199999999,0.15
FMXRAY1275,FLUROSCOPY. CAVERNOSOGRAM,Radiology,57715-00-00,-,2676.36,2877.087,3049.71222,0.15
FMXRAY1276,FLUROSCOPY. FISTULOGRAM,Radiology,59739-03-00,-,454.66,488.7595,518.08507,0.15
FMXRAY1288,Fluroscopy. Guided Tube Locolization,Radiology,60503-00-11,-,454.66,488.7595,518.08507,0.15
FMXRAY1277,FLUROSCOPY. NEPHOSTOMY DYE EXAM.,Radiology,58715-00-00,-,454.66,488.7595,518.08507,0.15
FMXRAY1273,Fluroscopy. Pediatric. Lower G.I. (Intussusception Hydrostatic/Pneumatic Reduction),Radiology,60503-00-00,-,524.0,563.3,597.098,0.15
FMXRAY1281,FLUROSCOPY. RETROGRADE PYELOGRAM,Radiology,58715-01-00,-,631.78,679.1635,719.91331,0.15
FMXRAY1284,FLUROSCOPY. SIALOGRAM,Radiology,57918-00-00,-,539.73,580.20975,615.022335,0.15
FMXRAY1280,Fluroscopy. T-Tube Cholangiography,Radiology,58927-00-00,-,539.73,580.20975,615.022335,0.15
FMXRAY1279,FLUROSCOPY. URETHROGRAM,Radiology,58718-01-00,-,454.66,488.7595,518.08507,0.15
FMXRAY1282,FLUROSCOPY. VENOGRAPHY UPP/LOW EXTR. (1 SIDE),Radiology,59718-00-00,-,1076.68,1157.431,1226.87686,0.15
FMXRAY1283,FLUROSCOPY. VENOGRAPHY UPP/LOW EXTR. (2 SIDE),Radiology,59718-00-00,-,1783.77,1917.55275,2032.605915,0.15
FMXRAY1286,FLUROSCOPY. Video-Fluoroscopic Swallow Study (VFSS),Radiology,57939-00-00,-,1500.0,1612.5,1709.25,0.15
FMXRAY1278,FLUROSCOPY. VOIDING CYSTOURETEROGRAM(VCUG),Radiology,61397-00-00,-,1076.68,1157.431,1226.87686,0.15
FMXRAY-1505,GA-67 CITRATE WBS INFECTION IMAGING,Radiology,61429-00-00,-,2205.0,2370.375,2512.5975,0.15
FMXRY-0483,GA-76 CITRATE WBS TUMOR IMAGING,Radiology,61429-00-00,-,2425.5,2607.4125,2763.85725,0.15
FMXRY-0262,GALACTOGRAPHY ONE SIDE,Radiology,59306-00-00,-,454.66,488.7595,518.08507,0.15
FMXRY-0438,GATED ERNA UNDER STRESS,Radiology,61316-00-00,-,1999.95,2149.94625,2278.943025,0.15
FMXRY-0437,GATED ERNA WITHOUT STRESS,Radiology,61313-00-00,-,1461.61,1571.23075,1665.504595,0.15
FMXRAY1734,General anesthesia for radiology cases,Radiology,92514-99-00,-,889.0119,955.6877924999999,1013.02906005,0.15
FMXRAY-1506,GLOMOERUALR FILTERATION RATG,Lab,73050-00-72,-,900.95,968.52125,1026.632525,0.15
FMXRAY1980,HAND AP. LAT. OBL.,Radiology,57506-04-21,-,277.54,298.3555,316.25683,0.15
FMXRAY7017,HEAD & NECK MALFORMATION EMBOLIZATION,Radiology,35321-03-00,-,46595.0,50089.625,53095.0025,0.15
FMXRY-0404,HEART MULTIGATED ACQUISITION,Radiology,61313-00-00,-,1076.68,1157.431,1226.87686,0.15
FMXRY-0543,HIGH RISK BIOPSY IN OR,Radiology,99999-99-99,-,1323.0,1422.225,1507.5585,0.15
FMXRY-0542,HIGH RISKBIOPSY IN X-RAY DEPT,Radiology,90908-00-11,-,1323.0,1422.225,1507.5585,0.15
FMXRAY7020,HUMERUS UPPER ARM - 3 VIEWS,Radiology,57506-00-01,-,200.0,215.0,227.9,0.15
FMSUR-3331,Hysterosalpingography in OR under GA,Radiology,59712-00-00,-,670.3199999999999,720.5939999999999,763.8296399999999,0.15
FMXRY-0212,I.V. CHOLECYSTOGRAM,Radiology,58924-00-00,-,539.73,580.20975,615.022335,0.15
FMXRAY-0215,I.V.P.,Radiology,58706-00-00,-,647.12,695.654,737.39324,0.15
FMXRAY-1508,I.V.P.+M.C.U. (COMPLETE STUDY),Radiology,58706-00-00,-,808.9,869.5675,921.7415500000001,0.15
FMCAT-0099,Intravascular Ultrasound (IVUS) ,Radiology,57360-00-00,-,6845.0,7358.375,7799.877500000001,0.15
FMXRAY1730,IR .FACET INJECTION EACH LEVEL,Radiology,39118-00-00,-,1332.0,1431.9,1517.814,0.15
FMXRAY1361,Ir. Angiography Arch / Thoracic Aortogram,Radiology,59903-03-00,-,2676.36,2877.087,3049.71222,0.15
FMXRAY1363,IR. Angiography PULMONARY / BRONCHIAL ARTERIOGRAM,Radiology,59970-04-00,-,2676.36,2877.087,3049.71222,0.15
FMXRAY1365,IR. Angiography SPLEENO PORTOGRAPHY,Radiology,58900-00-10,-,2676.36,2877.087,3049.71222,0.15
FMXRAY1360,IR. Angiography SUPERIOR/INFERIOR CAVOGRAHPY,Radiology,60024-00-00,-,1430.92,1538.239,1630.53334,0.15
FMXRAY1432,IR. ARTHOGRAM,Radiology,59751-00-00,-,1076.68,1157.431,1226.87686,0.15
FMXRAY1417,Ir. Ct Guided Aspiration,Radiology,99999-99-92,-,1718.0,1846.85,1957.661,0.15
FMXRAY1415,Ir. Ct Guided Biopsy,Radiology,99999-99-92,-,1150.6,1236.895,1311.1087,0.15
FMXRAY1421,IR. CT guided RFA TUMOR (BONE),Radiology,30192-00-10,-,25205.74,27096.1705,28721.94073,0.15
FMXRAY1405,Ir. Varicocele Embolization/Coiling (Bilateral),Radiology,35321-07-02,-,10597.0,11391.775,12075.2815,0.15
FMXRAY1607,ISOTOPE SCAN FOLLOW-UP STUDY,Radiology,90910-00-00,-,1076.68,1157.431,1226.87686,0.15
FMXRAY-0463,IVC GRAM,Radiology,99999-99-92,-,7055.0,7584.125,8039.172500000001,0.15
FMSUR-3320,Ivf Cycle First Attempt,Radiology,13215-01-00,-,900.95,968.52125,1026.632525,0.15
FMENDE0090,LIVER FIBROSCAN ,Radiology,61352-00-00,-,1300.0,1397.5,1481.35,0.15
FMXRAY-0225,LUMBAR MYELOGRAM,Radiology,59724-00-00,-,2146.39,2307.36925,2445.811405,0.15
FMXRAY1668,MAMMOGRAPHY BILATERAL,Radiology,59300-00-00,-,600.0,645.0,683.7,0.15
FMXRAY-128,MANDIBLE/JAW - 3 VIEWS,Radiology,57915-00-00,-,200.0,215.0,227.9,0.15
FMXRAY7021,MASTOIDS - 3 VIEWS,Radiology,57906-00-01,-,200.0,215.0,227.9,0.15
FMXRY-0318,MODE EAST/DYNAMIC STUSY,Radiology,61417-00-00,-,2085.02,2241.3965,2375.88029,0.15
FMXRAY1608,MPR-MPD ANY ORGAN AREA,Radiology,90912-00-00,-,2715.41,2919.06575,3094.209695,0.15
FMXRAY-0434,MPS (DUAL ISOTOPE TECHNIQUE),Radiology,61310-00-00,-,2614.99,2811.11425,2979.781105,0.15
FMXRAY1111,Mri Limb Lymphangiography,Radiology,59754-00-00,-,2676.36,2877.087,3049.71222,0.15
FMXRAY-0226,MYELOGRAM COMBINATION,Radiology,59724-00-00,-,3207.72,3448.299,3655.19694,0.15
FMXRY-0200,NASOPHARYNX WUTH BARRIUM,Radiology,57921-00-00,-,224.54,241.3805,255.86333,0.15
FMXRAY1691,Nm- Iodine 131 Wholebody Scan (Or Tl201/Tetrofosmin) Ra00421036,Radiology,61426-00-00,-,1845.14,1983.5255,2102.53703,0.15
FMXRAY1690,Nm- Renogram (Diuretic) Scintigraphy (Dtpa) Ra00421010,Radiology,61386-00-00,-,1076.68,1157.431,1226.87686,0.15
FMXRAY1474,NM. Bone scan (3 phase scan),Radiology,61421-00-00,-,1253.8,1347.835,1428.7051,0.15
FMXRAY1472,Nm. Bone Scan (Whole Body 1 Phase),Radiology,61421-00-00,-,2183.0,2346.725,2487.5285,0.15
FMXRAY1473,Nm. Bone Scan (Whole Body 2 Phase),Radiology,61426-00-00,-,1253.8,1347.835,1428.7051,0.15
FMXRAY1512,Nm. Cardiac (Stress & Rest Myocardial Perfusion Scan),Radiology,61310-00-00,-,1893.95,2035.99625,2158.156025,0.15
FMXRAY1513,Nm. Cardiac (Viability Scan),Radiology,61310-00-00,-,1076.68,1157.431,1226.87686,0.15
FMXRAY1461,Nm. Cerebral Perfusion (Tc99M),Radiology,61405-00-00,-,1845.14,1983.5255,2102.53703,0.15
FMXRAY1484,NM. Dynamic Sialoscintigraphy (Tc99m),Radiology,61369-00-00,-,1253.8,1347.835,1428.7051,0.15
FMXRAY1507,Nm. Gallium Scan (Whole Body),Radiology,61421-00-00,-,1783.77,1917.55275,2032.605915,0.15
FMXRAY1485,NM. HIDA scan,Radiology,61369-00-00,-,1253.8,1347.835,1428.7051,0.15
FMXRAY1509,Nm. Labeled Wbc Scan ,Radiology,61433-00-00,-,1845.14,1983.5255,2102.53703,0.15
FMXRAY1462,Nm. Lacrimal Scan (Tc99M),Radiology,61495-00-01,-,723.83,778.11725,824.804285,0.15
FMXRAY1470,NM. Liver and spleen scan (sulfur colloid scan),Radiology,61353-00-00,-,1076.68,1157.431,1226.87686,0.15
FMXRAY1471,Nm. Liver And Spleen Scan (Sulfur Colloid Scan) + Spect/Ct,Radiology,61353-00-00,-,1253.8,1347.835,1428.7051,0.15
FMXRAY1505,NM. Lower limb Lymphoscintigraphy,Radiology,61469-00-00,-,1253.8,1347.835,1428.7051,0.15
FMXRAY1501,Nm. Mibg,Radiology,61426-00-00,-,25205.74,27096.1705,28721.94073,0.15
FMXRAY1503,Nm. Octreotide Scan,Radiology,61369-00-00,-,2793.0,3002.475,3182.6235,0.15
FMXRAY1499,Nm. Parathyroid Scan (Tc99M),Radiology,61480-00-00,-,3000.0,3225.0,3418.5,0.15
FMXRAY1500,Nm. Parathyroid Scan (Tc99M) + Spect/Ct,Radiology,61480-00-00,-,2425.5,2607.4125,2763.85725,0.15
FMXRAY1518,Nm. Pet/Ct Brain,Radiology,61559-00-00,-,7988.0,8587.1,9102.326000000001,0.15
FMXRAY1516,NM. PET/CT Whole body,Radiology,61523-00-00,-,11000.0,11825.0,12534.5,0.15
FMXRAY1476,Nm. Renal (Dmsa Scan),Radiology,61386-00-00,-,1108.92341,1192.09266575,1263.618225695,0.15
FMXRAY1481,Nm. Renal (Dtpa + Dmsa Scan),Radiology,61386-00-00,-,2790.0,2999.25,3179.205,0.15
FMXRAY1479,NM. Renal (DTPA scan + Captopril protocol),Radiology,61386-00-00,-,1253.8,1347.835,1428.7051,0.15
FMXRAY1478,NM. Renal (DTPA scan Standard Protocol),Radiology,61446-00-00,-,920.48,989.516,1048.88696,0.15
FMXRAY1480,NM. Renal (MAG3 scan),Radiology,61386-00-00,-,2790.0,2999.25,3179.205,0.15
FMXRAY1487,Nm. Thyroid (Diagnostic I-123),Radiology,61473-00-00,-,923.27,992.5152499999999,1052.066165,0.15
FMXRAY1488,NM. Thyroid (Diagnostic I-131 - 5 MCI),Radiology,61426-00-00,-,1013.92,1089.964,1155.36184,0.15
FMXRAY1486,Nm. Thyroid (Diagnostic Tc99M Scan And Uptake),Radiology,61473-00-00,-,1076.68,1157.431,1226.87686,0.15
FMXRAY1489,NM. Thyroid (Theraputic I-131 - 10 MCI),Radiology,61426-00-00,-,1681.96,1808.107,1916.59342,0.15
FMXRAY1496,NM. Thyroid (Theraputic I-131 - 100 MCI),Radiology,61426-00-00,-,3362.53,3614.71975,3831.602935,0.15
FMXRAY1497,NM. Thyroid (Theraputic I-131 - 120 MCI),Radiology,61426-00-00,-,4202.12,4517.279,4788.31574,0.15
FMXRAY1493,NM. Thyroid (Theraputic I-131 - 30 MCI),Radiology,61426-00-00,-,2025.05,2176.92875,2307.544475,0.15
FMXRAY1494,NM. Thyroid (Theraputic I-131 - 50 MCI),Radiology,61426-00-00,-,2521.55,2710.66625,2873.306225,0.15
FMXRAY1468,Nm. V/Q Lung (Perfusion & Ventillation),Radiology,61348-00-00,-,1783.77,1917.55275,2032.605915,0.15
FMXRAY1464,Nm. V/Q Lung Scan (Perfusion Only),Radiology,61328-00-00,-,1999.95,2149.94625,2278.943025,0.15
FMXRAY1466,Nm. V/Q Lung Scan (Ventillation Only),Radiology,61340-00-00,-,1253.8,1347.835,1428.7051,0.15
FMXRAY1467,Nm. V/Q Lung Scan (Ventillation Only) ,Radiology,61340-00-00,-,900.95,968.52125,1026.632525,0.15
FMXRAY1463,Nm. Vp Shunt Study (Tc99M),Radiology,40003-02-00,-,1253.8,1347.835,1428.7051,0.15
FMXRY-0201,OESOPHAGOGRAM-DOUBLE CONT.,Radiology,58909-00-00,-,400.27,430.29025,456.107665,0.15
FMXRY-0211,ORAL CHLOLECCYSTOGRAM,Radiology,58924-00-00,-,471.4,506.7549999999999,537.1603,0.15
FMXRAY-131,ORBIT - 4 VIEWS,Radiology,57912-00-00,-,250.0,268.75,284.875,0.15
FMXRAY1692,Parathyroid Spect/Ct Localization S,Radiology,61480-00-00,-,2496.0,2683.2,2844.192,0.15
FMXRAY1641,Pelvis (2 Views),Radiology,57715-00-00,-,224.54,241.3805,255.86333,0.15
FMXRY-0242,PERIPHERAL ANGIOGRAM 1ST RUN,Radiology,59970-04-00,-,2323.51,2497.77325,2647.639645,0.15
FMXRAY-126,PORTABLE BILATERAL LOWER EXTERIMETIES ,Radiology,57518-02-02,-,504.0,541.8,574.308,0.15
FMXRAY-124,PORTABLE BILATERAL UPPER EXTERIMETIES ,Radiology,57506-00-02,-,504.0,541.8,574.308,0.15
FMXRAY7019,PORTABLE X-RAY 2 VIEW,Radiology,99999-99-92,-,207.0,222.525,235.8765,0.15
FMXRAY-127,PORTABLE X-RAY 3 VIEW,Radiology,90909-00-00,-,240.0,258.0,273.48,0.15
FMXRAY-129,PORTABLE X-RAY 4 VIEW,Radiology,90909-00-00,-,292.0,313.9,332.734,0.15
FMXRY-0267,POST E.S.W.L. FOLLOW UP,Radiology,99999-99-99,-,454.66,488.7595,518.08507,0.15
FMXRY-0425,PRELIMINARY SCAN ANY AREA/ORG.,Radiology,99999-99-92,-,723.83,778.11725,824.804285,0.15
FMXRY-0466,PRELIMINARY SCAN I,Radiology,90910-00-00,-,769.85,827.58875,877.2440750000001,0.15
FMXRY-0467,PRELIMINARY SCAN II,Radiology,90910-00-00,-,1253.8,1347.835,1428.7051,0.15
FMURO-0136,Pudendal Arteriography,Radiology,59970-03-00,-,1738.0,1868.35,1980.451,0.15
FMXRY-0424,RADIONUCLIDE PHLEBOGRAPHY,Radiology,61465-00-00,-,1783.77,1917.55275,2032.605915,0.15
FMXRY-0419,READIONUCLIDE MICTURATING,Radiology,61397-00-00,-,723.83,778.11725,824.804285,0.15
FMCAR-3064,Renal Angiogram Both Renal Arteries,Radiology,57350-03-00,-,2323.51,2497.77325,2647.639645,0.15
FMXRAY-1513,RESTRICTED STUDY,Radiology,99999-99-92,-,769.85,827.58875,877.2440750000001,0.15
FMXRAY1697,Rfa Tumor 3-5 Cm.,Radiology,30192-00-10,-,16804.29,18064.61175,19148.488455,0.15
FMCARS0012,Right Heart Catheterization,Radiology,38200-00-00,-,1718.0,1846.85,1957.661,0.15
FMXRY-0426,SCINTIGRAPHY OF ANY ORGAN,Radiology,90910-00-00,-,1076.68,1157.431,1226.87686,0.15
FMXRAY1613,SELECTIVER ANGIOGRAM EACH VES.,Radiology,59970-04-00,-,1076.68,1157.431,1226.87686,0.15
FMXRAY-130,SKULL - 4 VIEWS,Radiology,57901-00-20,-,250.0,268.75,284.875,0.15
FMXRY-0207,SMALL VOWEL SERIES + COLON,Radiology,58912-01-00,-,723.83,778.11725,824.804285,0.15
FMXRAY1645,Sonohysterography,Radiology,59712-00-00,-,558.0,599.85,635.841,0.15
FMXRAY-0317,SPINE POST MYELOGRAM,Radiology,59724-00-00,-,2085.02,2241.3965,2375.88029,0.15
FMXRY-0476,SR-86 CI,Radiology,61421-00-00,-,20164.03,21676.33225,22976.912185,0.15
FMXRY-0463,TC-99 M MDP,Radiology,61386-00-00,-,1253.8,1347.835,1428.7051,0.15
FMXRAY-1523,TC-99 M PERTECHNETATE MICTURA,Radiology,61387-00-00,-,615.05,661.1787499999999,700.849475,0.15
FMXRY-0495,TC-99M PSMA,Radiology,61369-00-00,-,9922.5,10666.6875,11306.68875,0.15
FMXRAY-1515,THALLIUM W/EXERCISE,Radiology,61302-00-00,-,2768.41,2976.04075,3154.603195,0.15
FMCAR-0023,Thallium W/O Exercise (Cardiology ),Radiology,61458-00-00,-,1783.77,1917.55275,2032.605915,0.15
FMXRAY1616,THALLIUM W/PERSANTINE,Radiology,61458-00-00,-,2323.51,2497.77325,2647.639645,0.15
FMXRAY-0224,THORACIC MYELOGRAM,Radiology,59724-00-00,-,2500.63,2688.17725,2849.467885,0.15
FMXRY-0403,THYROID SCAN W/R/A/IODINE,Radiology,61426-00-00,-,1253.8,1347.835,1428.7051,0.15
FMXRAY1689,Tibia/Fibula Ap Lateral,Radiology,57518-02-01,-,224.54,241.3805,255.86333,0.15
FMXRAY1617,TOMOGRAPHY 3-6-SLICES,Radiology,60100-00-00,-,539.73,580.20975,615.022335,0.15
FMXRAY7015,ULTRASONOGRAPHY (EYE),Radiology,96188-00-00,-,420.0,451.5,478.59,0.15
FMXRAY2000,ULTRASONOGRAPHY / BILATERAL ,Radiology,90908-00-00,-,685.0,736.375,780.5575,0.15
FMXRAY-1516,US GUIDED BREAST BIOPSY + TISSUE MARKER,Radiology,90908-00-11,-,4961.25,5333.34375,5653.344375000001,0.15
FMXRAY1351,W.H. Breast Tru-Cut Biopsy,Radiology,90908-00-11,-,3487.0,3748.525,3973.4365,0.15
FMXRAY1344,W.H. Mammography 2D,Radiology,59303-00-00,-,578.78,622.1885,659.51981,0.15
FMXRAY1348,W.H. Mammography With Contrast Enhanced,Radiology,59303-00-00,-,516.0,554.6999999999999,587.982,0.15
FMXRAY-0458,WBS WITH GA-67 CITRATE,Radiology,61429-00-00,-,1999.95,2149.94625,2278.943025,0.15
FMXRAY7016,WBS WITH I-131 MIBG,Radiology,61426-00-00,-,4220.0,4536.5,4808.690000000001,0.15
FMXRAY-0459,WBS WITH IN-111 CL,Radiology,61369-00-00,-,2793.0,3002.475,3182.6235,0.15
FMXRAY-0462,WBS WITH TC-99 M - HIG,Radiology,61433-00-00,-,2793.0,3002.475,3182.6235,0.15
FMXRAY-0461,WBS WITH TC-99 M NANOCOLLOID,Radiology,61433-00-00,-,1253.8,1347.835,1428.7051,0.15
FMXRAY-0456,WBS WITH TC-99M (V) DMSA,Radiology,61433-00-00,-,1461.61,1571.23075,1665.504595,0.15
FMXRAY-0457,WBS WITH THALLIUM 201(OR T0-99,Radiology,61437-00-00,-,1845.14,1983.5255,2102.53703,0.15
FMXRAY1910,WHOLE BODY BONE SURVEY,Radiology,58306-00-00,-,900.95,968.52125,1026.632525,0.15
FMXRAY1179,X-RAY A.C. JOINT WITH & W/O WEIGHT BEARING,Radiology,57700-00-21,-,277.54,298.3555,316.25683,0.15
FMXRAY1178,X-RAY A.C. JOINT WITH WEIGHT BEARING,Radiology,57700-00-11,-,178.52,191.909,203.42354,0.15
FMXRAY1257,X-RAY ABDOMEN ERECT,Radiology,58900-00-90,-,146.44,157.423,166.86838,0.15
FMXRAY1258,X-RAY ABDOMEN ERECT & FLAT DECUBITIS,Radiology,58900-00-30,-,255.22,274.3615,290.82319,0.15
FMXRAY1256,X-RAY ABDOMEN FLAT (KUB),Radiology,58700-00-00,-,146.44,157.423,166.86838,0.15
FMXRAY-1518,XRAY- ABDOMINAL ANGIOGRAM,Radiology,58500-00-10,-,1800.0,1935.0,2051.1,0.15
FMXRAY1177,X-RAY ACROMIO-CLAVICULAR JOINT,Radiology,57700-00-11,-,146.44,157.423,166.86838,0.15
FMXRAY1241,X-RAY ANKLE AP & LAT.,Radiology,57518-03-11,-,224.54,241.3805,255.86333,0.15
FMXRAY1242,X-RAY ANKLE AP & LAT. & OBL.,Radiology,57518-03-11,-,255.22,274.3615,290.82319,0.15
FMXRAY1243,X-RAY ANKLE STRESS (BOTH SIDES),Radiology,57518-03-11,-,362.61,389.80575,413.194095,0.15
FMXRAY1586,X-RAY Bone Age 1 view ,Radiology,58300-00-00,-,120.0,129.0,136.74,0.15
FMXRAY1220,X-RAY BOTH HANDS AP,Radiology,57506-04-12,-,200.83,215.89225,228.845785,0.15
FMXRAY1237,X-RAY BOTH KNEES AP & LAT.,Radiology,57518-01-12,-,400.27,430.29025,456.107665,0.15
FMXRAY1236,X-RAY BOTH KNEES AP STANDING,Radiology,57518-01-12,-,178.52,191.909,203.42354,0.15
FMXRAY1560,X-Ray C-Arm Guidance (< 1 Hour),Radiology,83670-00-30,-,826.88,888.896,942.22976,0.15
FMXRAY1562,X-Ray C-Arm Guidance (> 2 Hour),Radiology,83670-00-30,-,2342.81,2518.52075,2669.631995,0.15
FMXRAY1561,X-Ray C-Arm Guidance (1-2 Hour),Radiology,83670-00-30,-,1488.38,1600.0085,1696.00901,0.15
FMXRAY1216,X-RAY CARPAL TUNNEL (GAYNOR HART),Radiology,57506-03-11,-,209.2,224.89,238.3834,0.15
FMXRAY1189,X-RAY CERVICAL SPINE AP & LAT.,Radiology,58100-00-00,-,224.54,241.3805,255.86333,0.15
FMXRAY1190,X-RAY CERVICAL SPINE AP & LAT. & OBLIQUE,Radiology,58100-00-00,-,338.9,364.3174999999999,386.17655,0.15
FMXRAY1191,X-Ray Cervical Spine Flex. & Ext.,Radiology,58100-00-00,-,471.4,506.7549999999999,537.1603,0.15
FMXRAY1255,X-RAY CHEST APICAL VIEW,Radiology,58500-00-10,-,163.18,175.4185,185.94361,0.15
FMXRAY1254,X-RAY CHEST PA & LAT. & OBL.,Radiology,58500-00-30,-,347.27,373.31525,395.714165,0.15
FMXRAY1253,X-RAY CHEST PA & LAT. DECUBITUS,Radiology,58500-00-20,-,316.59,340.3342499999999,360.7543049999999,0.15
FMXRAY1252,X-RAY CHEST PA & LAT. VIEWS,Radiology,58500-00-20,-,231.51,248.87325,263.805645,0.15
FMXRAY1251,X-RAY CHEST PA VIEW,Radiology,58500-00-10,-,146.44,157.423,166.86838,0.15
FMXRAY1176,X-RAY CLAVICLE 5% AP OR PA,Radiology,57706-00-01,-,178.52,191.909,203.42354,0.15
FMXRAY1208,X-RAY ELBOW AP & LAT.,Radiology,57506-01-21,-,224.54,241.3805,255.86333,0.15
FMXRAY1209,X-RAY ELBOW AP & LAT. & SP. VIEW,Radiology,57506-01-21,-,338.9,364.3174999999999,386.17655,0.15
FMXRAY1757,X-Ray Elbow For Coronoid Process (4 Views) - Left,Radiology,57506-01-21,-,250.0,268.75,284.875,0.15
