HCP Name,S. Type,Code,Provider Service Description,Prie,Discount,LOS
SGH Madina,PD,4041025,DURAL ARTERIOVENOUS FISTULA CLOSURE ,22725,0.15,3
SGH Madina,PD,4041026,EMBOLIZATION OF CRANIAL AND SPINAL ARTERIOVENOUS MALFORMATIONS BY GLUE AND COILS  1-3 NEDAL INJECTIONS,53025,0.15,4
SGH Madina,PD,4041027,EMBOLIZATION OF CRANIAL AND SPINAL ARTERIOVENOUS MALFORMATIONS BY GLUE AND COILS > 6 NEDAL INJECTIONS,67165,0.15,4
SGH Madina,PD,4041028,EMBOLIZATION OF CRANIAL AND SPINAL ARTERIOVENOUS MALFORMATIONS BY GLUE AND COILS 3-6 NEDAL INJECTIONS,59085,0.15,4
SGH Madina,PD,4041029,EMBOLIZATION OF CRANIAL AND SPINAL VASCULAR TUMORS,13989,0.15,1
SGH Madina,PD,4041030,"ENDARTERECTOMY, ABDOMINAL ARTERIES",34340,0.15,3
SGH Madina,PD,4041031,"ENDARTERECTOMY, THORACIC VESSELS",36360,0.15,3
SGH Madina,PD,4041032,"ENDARTERECTOMY, CAROTID VESSEL ",42420,0.15,3
SGH Madina,PD,4041033,"ENDARTERECTOMY-OTHER, VESSELS, HEAD AND NECK",42420,0.15,3
SGH Madina,PD,4041034,ENDOVASCULAR INTRAARTERIAL FIBRINOLYSIS FOR CEREBROVASCULAR EMBOLIZATION / THROMBOSIS (SHORT SEGMENT <10 CM) ,34340,0.15,3
SGH Madina,PD,4041035,ENDOVASCULAR REVASCULARIZATION OF CEREBRAL ISCHEMIA – MUTIPLE VESSEL,40249,0.15,3
SGH Madina,PD,4041036,ENDOVASCULAR REVASCULARIZATION OF CEREBRAL ISCHEMIA – SINGLE VESSEL ,34340,0.15,3
SGH Madina,PD,4041037,"EXCISION, LESION, ABDOMINAL ARTERIES",34340,0.15,3
SGH Madina,PD,4041038,"EXCISION, LESION, ABDOMINAL VEINS",34340,0.15,3
SGH Madina,PD,4041039,"EXCISION, LESION, THORACIC VESSELS",38380,0.15,3
SGH Madina,PD,4041040,"EXCISION, LESION, VESSELS / HEAD, NECK",32400,0.15,3
SGH Madina,PD,4041041,"FASCIOTOMY, LOWER EXTREMITIES",26260,0.15,3
SGH Madina,PD,4041042,"FASCIOTOMY, UPPER EXTREMITIES",26260,0.15,3
SGH Madina,PD,4041044,"FORMATION, SHUNT, PERITONEOVASCULAR",30300,0.15,3
SGH Madina,PD,4041045,"INSERTION, CANNULA, VESSEL-TO-VESSEL",34340,0.15,3
SGH Madina,PD,4041046,"INSERTION, GRAFT, FOR HEMODIALYSIS",30300,0.15,3
SGH Madina,PD,4041047,"INTERRUPTION, VENA CAVA",29290,0.15,3
SGH Madina,PD,4041048,"LIGATION AND STRIPPING, VARICOSE VEINS",34340,0.15,3
SGH Madina,PD,4041049,"LIGATION, DIVISION, THORACIC VESSELS",38380,0.15,3
SGH Madina,PD,4041050,LIGATION AND EXCISION OF PERFORATORS,26260,0.15,2
SGH Madina,PD,4041051,ADDITIONAL MICROCATHETER / EACH,4848,0.15,0
SGH Madina,PD,4041052,ADDITIONAL MICROGUIDE WIRE / EACH,3889,0.15,0
SGH Madina,PD,4041053,OBLITERATION OF CEREBRAL ANEURYSMS BY COILS – LARGE ANEURYSMS (> 10 MM) ,88880,0.15,4
SGH Madina,PD,4041054,OBLITERATION OF CEREBRAL ANEURYSMS BY COILS – MEDIUM ANEURYSMS (5 TO 10 MM),77770,0.15,4
SGH Madina,PD,4041055,OBLITERATION OF CEREBRAL ANEURYSMS BY COILS – SMALL ANEURYSMS (<5 MM) ,65650,0.15,4
SGH Madina,PD,4041056,"CAROTID BODY OPERATIONS, OTHER VASCULAR BODIES",42420,0.15,3
SGH Madina,PD,4041057,PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY (PTA) FOR EXTRACRANIAL CEREBROVASCULAR STENOSIS WITH  BALLOON,27270,0.15,2
SGH Madina,PD,4041058,PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY (PTA) FOR EXTRACRANIAL CEREBROVASCULAR STENOSIS WITH STENT,35350,0.15,2
SGH Madina,PD,4041059,PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY (PTA) FOR EXTRACRANIAL CEREBROVASCULAR STENOSIS WITHOUT STENT AND BALLOON,23230,0.15,2
SGH Madina,PD,4041060,PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY (PTA) FOR INTRACRANIAL CEREBROVASCULAR STENOSIS WITH  BALLOON,43430,0.15,2
SGH Madina,PD,4041061,PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY (PTA) FOR INTRACRANIAL CEREBROVASCULAR STENOSIS WITH STENT,49490,0.15,2
SGH Madina,PD,4041062,PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY (PTA) FOR INTRACRANIAL CEREBROVASCULAR STENOSIS WITHOUT STENT AND BALLOON,35350,0.15,2
SGH Madina,PD,4041063,PERMICATH INSERTION FOR HEMODIALYSIS ,8448,0.15,D/C
SGH Madina,PD,4041064,"PHLEBECTOMY, WITH ANASTOMOSIS, OTHER VESSELS, HEAD",42420,0.15,4
SGH Madina,PD,4041065,"REMOVAL, ARTERIOVSENOUS SHUNT FOR RENAL DIALYSIS",7575,0.15,1
SGH Madina,PD,4041066,"REPAIR, BRACHIAL ARTERY ",31310,0.15,3
SGH Madina,PD,4041067,"BLOOD VESSEL REPAIR, PATCH GRAFT SYNTHETIC",34340,0.15,3
SGH Madina,PD,4041068,"BLOOD VESSEL REPAIR, PATCH GRAFT TISSUE",34340,0.15,3
SGH Madina,PD,4041069,"BLOOD VESSEL REPAIR, PATCH GRAFT UNSPECIFIED TYPE",34340,0.15,3
SGH Madina,PD,4041070,"FISTULA, ARTERIOVENOUS REPAIR",34340,0.15,3
SGH Madina,PD,4041071,OTHER ANEURYSM REPAIR,36360,0.15,3
SGH Madina,PD,4041072,OTHER BLOOD VESSEL REPAIR,30300,0.15,3
SGH Madina,PD,4041073,BLOOD VESSEL WITH/WITHOUT GRAFT REPAIR,30300,0.15,3
SGH Madina,PD,4041074,"CANNULA, VESSEL-TO-VESSEL REPLACEMENT",34340,0.15,2
SGH Madina,PD,4041075,"ANEURYSM, ABDOMINAL AORTA RESECTION",34340,0.15,3
SGH Madina,PD,4041076,"ANEURYSM, ILIAC ARTERY RESECTION",31310,0.15,3
SGH Madina,PD,4041077,"ANEURYSM, OTHER ARTERIES RESECTION, ",31310,0.15,3
SGH Madina,PD,4041078,"RIB, FIRST WITH/WITHOUT CERVICAL RESECTION",34340,0.15,3
SGH Madina,PD,4041079,"THORACIC VESSELS, WITH GRAFT REPLACEMEN RESECTION",46460,0.15,3
SGH Madina,PD,4041080,REVISION OF STUMP   ,19190,0.15,2
SGH Madina,PD,4041081,"REVISION, ARTERIOVENOUS FISTULA",6230,0.15,1
SGH Madina,PD,4041082,"REVISION, ARTERIOVENOUS FISTULA / GORTEX",6230,0.15,1
SGH Madina,PD,4041083,"REVISION, ARTERIOVENOUS SHUNT FOR RENAL DIALYSIS",10100,0.15,1
SGH Madina,PD,4041084,"REVISION, VASCULAR PROCEDURE",34340,0.15,3
SGH Madina,PD,4041085,SCLEROTHERAPY (1 SESSION),459,0.15,0
SGH Madina,PD,4041086,SCLEROTHERAPY (10 SESSIONS),3636,0.15,0
SGH Madina,PD,4041087,SCLEROTHERAPY (3 SESSIONS),1224,0.15,0
SGH Madina,PD,4041088,SCLEROTHERAPY (5 SESSIONS),1836,0.15,0
SGH Madina,PD,4041089,SPINAL ANGIOGRAM,7575,0.15,D/C
SGH Madina,PD,4041090,"SUBFASCIAL LIGATION, PERFORATORS",30300,0.15,2
SGH Madina,PD,4041091,"SYMPATHECTOMY, PERIARTERIAL",28280,0.15,2
SGH Madina,PD,4041092,"SYMPATHECTOMY, PRESACRAL",28280,0.15,2
SGH Madina,PD,4041093,"THROMBOEMBOLECTOMY, ARTERY, / ABDOMINALL",24240,0.15,2
SGH Madina,PD,4041094,"THROMBOEMBOLECTOMY, ARTERY, / LOWER LIMB",18180,0.15,2
SGH Madina,PD,4041095,"THROMBOEMBOLECTOMY, ARTERY, / UPPER LIMB",18180,0.15,2
SGH Madina,PD,4041096,"THROMBOEMBOLECTOMY, VEIN, / ABDOMINALL",24240,0.15,2
SGH Madina,PD,4041097,"THROMBOEMBOLECTOMY, VEIN, / LOWER LIMB",18180,0.15,2
SGH Madina,PD,4041098,"THROMBOEMBOLECTOMY, VEIN, / UPPR LIMB",18180,0.15,2
SGH Madina,PD,4051001,"ESOPHAGEAL ANASTOMOSIS,  INTRATHORACIC",34340,0.15,3
SGH Madina,PD,4051002,AORTIC DISSECTION REPAIR    ,20400,0.15,2
SGH Madina,PD,4051003,AORTIC ROOT ANEURYSM RESECTION- BENTALL PROCEDURE,53400,0.15,3
SGH Madina,PD,4051004,AORTIC VALVE REPLACEMENT TISSUE RAPID DEPLOYMENT VALVE (IMPLANT NOT INCLUDED),57850,0.15,3
SGH Madina,PD,4051005,ASCENDING AORTIC ANEURYSM RESECTION,53400,0.15,3
SGH Madina,PD,4051006,BRONCHOSCOPY / FIBEROPTIC,12120,0.15,1
SGH Madina,PD,4051007,BRONCHOSCOPY / RIGID,14645,0.15,1
SGH Madina,PD,4051008,"BYPASS, VASCULAR-AORTO-ILIAC-FEMORAL",36360,0.15,2
SGH Madina,PD,4051009,"BYPASS, VASCULAR-AORTO-SUBCLAVIAN-CAROTID",36360,0.15,2
SGH Madina,PD,4051010,"ENDARTERECTOMY, AORTA",35350,0.15,2
SGH Madina,PD,4051011,ESOPHAGEAL MYOTOMY / TRANS-THORACIC,34340,0.15,2
SGH Madina,PD,4051012,EXCISION OF MEDIASTINAL MASS / CYST STERNOTOMY,51264,0.15,3
SGH Madina,PD,4051013,"EXCISION, ESOPHAGUS",36360,0.15,2
SGH Madina,PD,4051014,"EXCISION, LESION / LUNG",30300,0.15,2
SGH Madina,PD,4051015,"EXCISION, MEDIASTINAL MASS",48480,0.15,3
SGH Madina,PD,4051016,"INSERTION, ARTERIAL LINE",3636,0.15,0
SGH Madina,PD,4051017,"INSERTION, CATHETER, TENKHOFF FOR PERITONEAL DIALYSIS",19190,0.15,2
SGH Madina,PD,4051018,"INSERTION, CENTRAL VENOUS LINE",2448,0.15,0
SGH Madina,PD,4051019,"INSERTION, HICKMAN CATHETER",19190,0.15,1
SGH Madina,PD,4051020,"INSERTION, INFERIOR VENA CAVA FILTER",22220,0.15,1
SGH Madina,PD,4051021,"INSERTION, PERM-CATHETER",19190,0.15,1
SGH Madina,PD,4051022,"INSERTION, SHUNT, PERITONEO-VENOUS",19190,0.15,1
SGH Madina,PD,4051023,"INSERTION, SHUNT, PLEURO-PERITONEAL",19190,0.15,1
SGH Madina,PD,4051024,"INSERTION, SHUNT, PLEURO-VENOUS",19190,0.15,1
SGH Madina,PD,4051025,INTRARENAL AORTIC ANEURYSM REPAIR,19550,0.15,2
SGH Madina,PD,4051026,"LIGATION, DIVISION, OTHER, VESSELS, AORTA",34340,0.15,3
SGH Madina,PD,4051027,"LOBECTOMY, LUNG",34340,0.15,3
SGH Madina,PD,4051028,MEDIASTENOSCOPY WITH BIOPSY,29290,0.15,2
SGH Madina,PD,4051029,"MEDIASTINOTOMY (CHAMBERLAIN), BIOPSY",35350,0.15,2
SGH Madina,PD,4051030,NATIVE VALVE ENDOCARDITIS – VALVE REPLACEMENT  (IMPLANT NOT INCLUDED),62300,0.15,4
SGH Madina,PD,4051031,PACEMAKER ENDOCARDITIS – SURGICAL REMOVAL ,53400,0.15,4
SGH Madina,PD,4051032,"PHLEBECTOMY, WITH ANASTOMOSIS, AORTA",34340,0.15,4
SGH Madina,PD,4051033,PLEURACTOMY,30300,0.15,3
SGH Madina,PD,4051034,"PNEUMONECTOMY, COMPLETE",38380,0.15,3
SGH Madina,PD,4051035,PROSTHETIC VALVE ENDOCARDITIS – VALVE REPLACEMENT EXCLUDING VALVE,75650,0.15,4
SGH Madina,PD,4051036,"RE-ENTRY OPERATION, AORTA",42420,0.15,3
SGH Madina,PD,4051037,"REPAIR, ESOPHAGEAL STRICTURE",34340,0.15,3
SGH Madina,PD,4051038,"REPAIR, FISTULA, ESOPHAGUS, OTHER",34340,0.15,3
SGH Madina,PD,4051039,"RESECTION, AORTA, WITH GRAFT REPLACEMENT",46460,0.15,4
SGH Madina,PD,4051040,"RESECTION, SEGMENTAL, LUNG",30300,0.15,3
SGH Madina,PD,4051041,RIB FIXATION BY PLATES AND SCREWS FOR FLAIL SEGMENTS (IMPLANT NOT INCLUDED),21250,0.15,2
SGH Madina,PD,4051042,RIB RESECTION OR CHEST WALL RESECTION ONE OR MORE RIBS WITHOUT MESH CLOSURE ,21250,0.15,2
SGH Madina,PD,4051043,RIGID BRONCHOSCOPY WITH PROCEDURE / PEDIATRIC (F.B REMOVAL OR BIOPSY),17600,0.15,1
SGH Madina,PD,4051044,RIGID OESPHAGOSCOPY (REMOVAL OF INGESTED F.B OR BIOPSY),13200,0.15,1
SGH Madina,PD,4051045,SUPRARENAL AORTIC ANEURYSM REPAIR,19550,0.15,2
SGH Madina,PD,4051046,"SYMPATHECTOMY, CERVICAL",31310,0.15,2
SGH Madina,PD,4051047,"SYMPATHECTOMY, LUMBAR, BILATERAL",36360,0.15,2
SGH Madina,PD,4051048,"SYMPATHECTOMY, LUMBAR, UNILATERAL",26260,0.15,2
SGH Madina,PD,4051049,TAVI/ TRANS-CATHETER  AORTIC VALVE IMPLANTATION ( TRANS APICAL) (IMPLANT NOT INCLUDED),62300,0.15,5
SGH Madina,PD,4051050,TAVI/ TRANS CATHETER  AORTIC VALVE IMPLANTATION (TRANS FEMORAL)(IMPLANT NOT INCLUDED),44500,0.15,3
SGH Madina,PD,4051051,THORACOTOMY,31500,0.15,3
SGH Madina,PD,4051052,THORACOTOMY DRAINAGE LOCACLIZED COLLECTION EMPYEMA OR EFFUSION,36312,0.15,3
SGH Madina,PD,4051053,"THORACOTOMY, DECORTICATION",36360,0.15,3
SGH Madina,PD,4051054,"THORACOTOMY, DRAINAGE OF LOCULATED COLLECTION",34340,0.15,3
SGH Madina,PD,4051055,"THORACOTOMY, DRAINAGE, PERICARIAL COLLECTION",24240,0.15,3
SGH Madina,PD,4051056,"THORACOTOMY, PERICARDIAL WINDOW",24240,0.15,3
SGH Madina,PD,4051057,"THORACOTOMY, PLEURAL BX",29290,0.15,3
SGH Madina,PD,4051058,"THORACOTOMY, PLEURODESIS, RESECTION BLEB",34340,0.15,3
SGH Madina,PD,4051059,"THORACOTOMY, REPAIR, DIAPHRAGMATIC HERNIA",46460,0.15,3
SGH Madina,PD,4051060,"THORACOTOMY, REPAIR, ESOPHAGEAL INJURY",46460,0.15,3
SGH Madina,PD,4051061,"THORACOTOMY, REPAIR, TRACHEO-BRONCHIAL TREE",46460,0.15,3
SGH Madina,PD,4051062,"THORACOTOMY, RESECTION, APICAL BLEB",31310,0.15,3
SGH Madina,PD,4051063,"THORACOTOMY, WEDGE LUNG BIOPSY",29290,0.15,3
SGH Madina,PD,4051064,"THORACTOMY, EXPLORATORY",26260,0.15,3
SGH Madina,PD,4051065,"THYMECTOMY, EXTENDED",48480,0.15,3
SGH Madina,PD,4051066,VATS / VIDEO ASSISTED THORASCOPIC SURGERY  THYMECTOMY,13200,0.15,2
SGH Madina,PD,4051067,"VIDEO-ASSISTED SYMPATHECTOMY, CERVICAL",34340,0.15,2
SGH Madina,PD,5011001,ANTERIOR URETHROLITHOTOMY,5555,0.15,1
SGH Madina,PD,5011002,CYSTOSCOPY,3535,0.15,1
SGH Madina,PD,5011003,CYSTOSCOPY WITH REMOVAL OF DJ STENT (U.G.A.) UNILATERAL,3780,0.15,1
SGH Madina,PD,5011004,EXCISION OF PENILE SKIN LESION (U.G.A.),2778,0.15,D/C
SGH Madina,PD,5011005,EXCISION OF PENILE SKIN LESION (U.L.A.),1530,0.15,D/C
SGH Madina,PD,5011006,LASER LITHOTRIPSY,3255,0.15,1
SGH Madina,PD,5011007,MEATOTOMY (U.G.A.),2805,0.15,1
SGH Madina,PD,5011008,MEATOTOMY (U.L.A.),1785,0.15,0
SGH Madina,PD,5011009,RECIRCUMCISION (U.G.A.),2805,0.15,D/C
SGH Madina,PD,5011010,RECIRCUMCISION (U.L.A.),2040,0.15,0
SGH Madina,PD,5011011,SUPRAPUBIC CATHETER INSERTION,2805,0.15,D/C
SGH Madina,PD,5011012,TESTICUALR BIOPSY,2805,0.15,D/C
SGH Madina,PD,5011013,TESTICULAR BIOPSY/HISTOPATHOLOGY,3315,0.15,D/C
SGH Madina,PD,5011014,TRANSURETHROLITHOTOMY,5555,0.15,1
SGH Madina,PD,5011015,TRANS RECTAL / URETHRAL ULTRASOUND BIOPSY,1275,0.15,0
SGH Madina,PD,5011016,VESICOLITHOTOMY,5555,0.15,1
SGH Madina,PD,5012001,ASPIRATION OF PROSTATIC CYST,1581,0.15,0
SGH Madina,PD,5012002,BLADDER NECK INCISION,9090,0.15,1
SGH Madina,PD,5012003,CYSTODISTENTION,3188,0.15,1
SGH Madina,PD,5012004,CYSTOSCOPY WITH BIOPSY,3188,0.15,1
SGH Madina,PD,5012005,CYSTOSCOPY WITH ANAESTESIA,4167,0.15,1
SGH Madina,PD,5012006,CYSTOSCOPY WITH REMOVAL OF DJ STENT (U.G.A.) (BILATERAL),5400,0.15,1
SGH Madina,PD,5012007,CYSTOSCOPY WITH DJ STENT INSERTION (UNILATERAL),5483,0.15,1
SGH Madina,PD,5012008,CYSTOSCOPY WITH MEATOTOMY,5429,0.15,1
SGH Madina,PD,5012009,CYSTOSCOPY WITH RETROGRADE PYELOGRAPHY,4798,0.15,1
SGH Madina,PD,5012010,CYSTOSCOPY WITH RETROGRADE PYELOGRAPHY WITH DJ STENT INSERTION ,6060,0.15,1
SGH Madina,PD,5012011,CYSTOSCOPY WITH URETERIC CATHETERIZATION (ONE SIDE OR BOTH SIDES) APART FROM RADIOLOGY,4419,0.15,1
SGH Madina,PD,5012012,CYSTOURETHROSCOPY WITH OTIS URETHROTOMY,6565,0.15,1
SGH Madina,PD,5012013,CYSTOURETHROSCOPY WITH VISUAL INTERNAL URETHROTOMY,7323,0.15,1
SGH Madina,PD,5012014,CYSTOURETHROSCOPY WITH DIATHERMY COAGULATION PAPILOMA BLADDER,9217,0.15,1
SGH Madina,PD,5012015,CYSTOURETHROSCOPY WITH LOOP DJ STENT,6060,0.15,1
SGH Madina,PD,5012016,DIVERTICULUM (EXCISION OF BLADDER),11110,0.15,1
SGH Madina,PD,5012017,ENDOSCOPIC INCISION OF URETEROCELE,6060,0.15,1
SGH Madina,PD,5012018,EPIDIDYMECTOMY,6060,0.15,1
SGH Madina,PD,5012019,EVERTION OF HYDROCELE,4798,0.15,1
SGH Madina,PD,5012020,EXCISION OF  URETHRAL CARUNCLE,4798,0.15,1
SGH Madina,PD,5012021,EXCISION OF HYDROCELE,4275,0.15,1
SGH Madina,PD,5012022,INGUINAL ORCHIDECTOMY,6313,0.15,1
SGH Madina,PD,5012023,MEATOPLASTY ,4798,0.15,1
SGH Madina,PD,5012024,NEPHROSTOMY,4845,0.15,1
SGH Madina,PD,5012025,OPEN CYSTOLITHOTOMY,9090,0.15,1
SGH Madina,PD,5012026,SPERMATOCELECTOMY,4798,0.15,1
SGH Madina,PD,5012027,UNILATERAL LIGATION OF VACICOCELE,4798,0.15,1
SGH Madina,PD,5012028,UNILATERAL ORCHIDOPEXY,6313,0.15,1
SGH Madina,PD,5012029,URETERAL DILATION,7323,0.15,1
SGH Madina,PD,5012030,URETHRAL DILATATION,4167,0.15,1
SGH Madina,PD,5013001,ANTERIOR URETHROTOMY FOR STONE,9090,0.15,1
SGH Madina,PD,5013002,BILATERAL LIGATION OF VARICOCELE,8333,0.15,1
SGH Madina,PD,5013003,BILATERAL ORCHIDOPEXY,9343,0.15,1
SGH Madina,PD,5013004,COLPOSUSPENSION,12120,0.15,2
SGH Madina,PD,5013005,CORRECTION OF TORTION TESTES WITH ORCHIDOPEXY,9343,0.15,1
SGH Madina,PD,5013006,CYSTOCSOPY AND U/S LITHTRIPSY,8333,0.15,1
SGH Madina,PD,5013007,CYSTOSCOPY AND DILATATION OF URETERIC STRICTURE AND DJ STENT INSERTION,7525,0.15,1
SGH Madina,PD,5013008,CYSTOSCOPY AND LITHOTREPSY,8535,0.15,1
SGH Madina,PD,5013009,CYSTOURETHROSCOPY WITH TURP ,12120,0.15,2
SGH Madina,PD,5013010,CYSTOURETHROSCOPY WITH URETERIC MEATOTOMY,7525,0.15,1
SGH Madina,PD,5013011,DIVERTICULECTOMY,12120,0.15,2
SGH Madina,PD,5013012,DRAINAGE OF PERINEPHRIC ABSCESS / UROLOGY,10858,0.15,1
SGH Madina,PD,5013013,ENDOSCOPIC REMOVAL OF URETHRAL STONE,6565,0.15,1
SGH Madina,PD,5013014,EXCISION OF BLADDER ULCER,6313,0.15,1
SGH Madina,PD,5013015,EXCISION OF URETERIC STRICTURE AND PRIMARY ANASTOMOSIS,11615,0.15,2
SGH Madina,PD,5013016,EXCISION OF URETHRAL DIVERTICULUM,11615,0.15,2
SGH Madina,PD,5013017,EXCISION OF URETHRAL FISTULA,11615,0.15,2
SGH Madina,PD,5013018,FLEXIBLE URETERORENOSCOPY WITH DJ STENT INSERTION,20400,0.15,2
SGH Madina,PD,5013019,FULGRATION OF POSTERIOR URETHRAL VALVE,11615,0.15,2
SGH Madina,PD,5013020,LAPARASCOPIC ORCHIDECTOMY (UNILATERAL),15908,0.15,2
SGH Madina,PD,5013021,LAPAROSCOPIC OPERATING FOWLER – STEPHENS FOR TESTIS  (1ST STAGE),11000,0.15,2
SGH Madina,PD,5013022,LAPAROSCOPIC OPERATING FOWLER – STEPHENS FOR TESTIS (2ND STAGE),10560,0.15,2
SGH Madina,PD,5013023,LAPAROSCOPIC ORCHIDECTOMY OF INTRA-ABDOMENAL OR INTRA CANALICULAR TESTIS,31500,0.15,2
SGH Madina,PD,5013024,LAPAROSCOPIC ORCHIOPEXY OR ORDIOPEXY,10560,0.15,2
SGH Madina,PD,5013025,MARSUPIALIZATION OF RENAL CYST,14645,0.15,2
SGH Madina,PD,5013026,NEPHROLITHOTOMY,14645,0.15,2
SGH Madina,PD,5013027,NEPHROPEXY,11615,0.15,2
SGH Madina,PD,5013028,NESBIT OPERATION FOR PENIS,11615,0.15,2
SGH Madina,PD,5013029,PARTIAL CYSTECTOMY,14645,0.15,2
SGH Madina,PD,5013030,PARTIAL EXCISION OF TUMOURS OF KIDNEY AND BLADDER,14645,0.15,2
SGH Madina,PD,5013031,PERCUTANEOUS NEPHROLITHONOMY (PCNL),14790,0.15,2
SGH Madina,PD,5013032,PROSTATIC ABSCESS DRAINAGE,11615,0.15,2
SGH Madina,PD,5013033,PYELOLITHOTOMY,13383,0.15,2
SGH Madina,PD,5013034,PYELOPLASTY,14645,0.15,2
SGH Madina,PD,5013035,RECURRENT URETERAL STRICTURE,14645,0.15,2
SGH Madina,PD,5013036,,10560,0.15,2
SGH Madina,PD,5013037,REMOVAL OF PENILE PROSTHESIS,13383,0.15,2
SGH Madina,PD,5013038,REPAIR OF FRACTURE PENIS,6313,0.15,1
SGH Madina,PD,5013039,REPAIR OF HYPOSPADIAS ,14645,0.15,2
SGH Madina,PD,5013040,REPAIR OF RENAL INJURIES,14645,0.15,2
SGH Madina,PD,5013041,REPAIR OF RUPTURED URETHRA OR BLADDER,14645,0.15,2
SGH Madina,PD,5013042,REPAIR OF URETERAL INJURIES,14645,0.15,2
SGH Madina,PD,5013043,RESECTION AND ANASTOMOSIS OR REIMPLANTATION OF URETER        ,14645,0.15,2
SGH Madina,PD,5013044,RETROPUBIC PROSTATECTOMY,14645,0.15,2
SGH Madina,PD,5013045,SIMPLE NEPHRECTOMY,14645,0.15,2
SGH Madina,PD,5013046,SUPRAPUBIC PROSTATECTOMY,14645,0.15,2
SGH Madina,PD,5013047,TRANS OBTURATOR TAPE INSERTION (TOT),13383,0.15,2
SGH Madina,PD,5013048,TRANS VAGINAL TAPE INSERTION (TVT),11615,0.15,2
SGH Madina,PD,5013049,TRANSVESICAL PROSTATECTOMY,14645,0.15,2
SGH Madina,PD,5013050,TUNA - TRANSURETHRAL NEEDLE ABLATION FOR PROSTATE ,12144,0.15,2
SGH Madina,PD,5013051,TURB / TURBT - TRANS-URETHRAL RESECTION OF BLADDER TUMOR ,9435,0.15,2
SGH Madina,PD,5013052,TURP - TRANS-URETHRAL RESECTION OF PROSTATE,14790,0.15,2
SGH Madina,PD,5013053,URETEROLITHOTOMY,11615,0.15,2
SGH Madina,PD,5013054,URETERORENOSCOPY WITH STONE EXTRACTION,12363,0.15,2
SGH Madina,PD,5013055,URETERORENOSCOPY WITH STONE EXTRACTION (BILATERAL),12672,0.15,2
SGH Madina,PD,5013056,URETEROSCOPE,7575,0.15,1
SGH Madina,PD,5013057,URETHRAL FISTULA TWO STAGES,14645,0.15,2
SGH Madina,PD,5013058,VESICOURETERAL REFLUX REPAIR UNDER GA,17600,0.15,2
SGH Madina,PD,5013059,PARE-URETHRAL BULKING AGENT INJECTION,17000,0.15,0
SGH Madina,PD,5014001,BOARI BLADDER FLAP FOR URETERIC REIMPLANTATION ,17675,0.15,2
SGH Madina,PD,5014002,CYSTOSCOPY WITH INTRAVESICAL BOTOX INJECTION,13200,0.15,2
SGH Madina,PD,5014003,EXCISION OF  URETEROCELE AND REIMPLANTATION OF URETER,14645,0.15,2
SGH Madina,PD,5014004,ILEAL URETER CREATION,20958,0.15,2
SGH Madina,PD,5014005,ILIOCYSTOPLASTY,17675,0.15,2
SGH Madina,PD,5014006,INSERTION OF PENILE PROSTHESIS,17675,0.15,2
SGH Madina,PD,5014007,MEMOKATH PROSTATE WITHOUT STENT ,13650,0.15,2
SGH Madina,PD,5014008,MEMOKATH URETER WITHOUT STENT,18200,0.15,2
SGH Madina,PD,5014009,MEMOKATH URETHRA WITHOUT STENT  ,13650,0.15,2
SGH Madina,PD,5014010,NEPHRECTOMY (TOTAL OR PARTIAL) LAPAROSCOPIC,48950,0.15,3
SGH Madina,PD,5014011,NEPHRECTOMY RADICAL / LAPAROSCOPIC,40050,0.15,3
SGH Madina,PD,5014012,NEPHRECTOMY RADICAL / OPEN,22950,0.15,2
SGH Madina,PD,5014013,NEPHRECTOMY TOTAL OR PARTIAL / OPEN,14790,0.15,2
SGH Madina,PD,5014014,PENILE PROSTHESIS WITH IMPLANT (INFLATABLE),40148,0.15,2
SGH Madina,PD,5014015,PENILE PROSTHESIS WITH IMPLANT (MALLEABLE),24745,0.15,2
SGH Madina,PD,5014016,RADICAL CYSTECTOMY,17675,0.15,2
SGH Madina,PD,5014017,RADICAL PROSTATECTOMY,20958,0.15,2
SGH Madina,PD,5014018,REPAIR OF  HYPOSPADIAS TWO STAGES,20958,0.15,2
SGH Madina,PD,5014019,REPAIR OF URETHRAL INJURIES,9343,0.15,1
SGH Madina,PD,5014020,RETROGRADE INTRA RENAL SURGERY (RIRS),18480,0.15,2
SGH Madina,PD,5014021,SUPRAPUBIC CYSTOSTOMY (FOR STONE OR ULCERS OF BLADDER),11615,0.15,2
SGH Madina,PD,5014022,SURGERY FOR MALIGNANT KIDNEY,23483,0.15,2
SGH Madina,PD,5014023,TOTAL  CYSTECTOMY,17675,0.15,2
SGH Madina,PD,5014024,URETHROLITHOTOMY (MIDDLE AND LOWER 1/3 CRUSHING),11615,0.15,2
SGH Madina,PD,5014025,URETHROPLASTY ONE STAGE,14645,0.15,2
SGH Madina,PD,5014026,URETHROPLASTY TWO STAGES,20958,0.15,2
SGH Madina,PD,5014027,VASAL REVERSAL,20958,0.15,2
SGH Madina,PD,5014028,VASOEPIDIDYMOSTOMY,20958,0.15,2
