WIPRO CODE,NAME,Price,SBS
MS-P-003731,PLATE STRAIGHT 1.5MM 6 HOLES OSTEONIC OSTEONIC  # FST305M06A,3307.5,46642
MS-P-003986,PLATE STRAIGHT 10HOLES OSTEONIC  # MST310M10,7043.75,46642
MS-P-003938,"PLATE STRAIGHT 12 HOLE MEDIUM, OSTEONIC  # FST305M12A",4593.75,46642
MS-P-004079,"PLATE STRAIGHT 12HOLE, OSTEONIC  # FST307M12A",4777.5,46642
MS-P-004038,"PLATE STRAIGHT 18 HOLES, OSTEONIC  # FOR307M18A",5206.25,46642
MS-P-003984,"PLATE STRAIGHT 18HOLES M, OSTEONIC  # MST310M18",6247.5,46642
MS-P-003998,"PLATE STRAIGHT 2+2HOLES NON LOCKING, OSTEONIC  # MST315L04",4287.5,46642
MS-P-003888,"PLATE STRAIGHT 20 HOLE,OSTEONIC#NST304M20A",8268.75,46268
MS-P-004115,"PLATE STRAIGHT 3+3 HOLES L, OSTEONIC  # MST315L06",4900,46642
MS-P-003999,"PLATE STRAIGHT 3+3 HOLES WIDE, OSTEONIC  # MST310W06",4900,46642
MS-P-004740,"PLATE STRAIGHT 4 HOLES M, OSTEONIC #MST315M04",5818.75,46642
MS-P-004073,"PLATE STRAIGHT 4 HOLES WIDE, OSTEONIC  # MST310W04",4287.5,46642
MS-P-004077,"PLATE STRAIGHT 4HOLE, OSTEONIC  # FST307M04A",2730,46642
MS-P-002309,PLATE STRAIGHT 4HOLES OSTEONIC # OST310M04,1925,46642
MS-P-004550,"PLATE STRAIGHT 5HOLES M, OSTEONIC  # NST304M05A",3150,46268
MS-P-004072,"PLATE STRAIGHT 6 HOLES M, OSTEONIC  # MST315N06",4900,46642
MS-P-003963,"PLATE STRAIGHT 6HOLES 2MM GREEN, OSTEONIC  # OST208M06",3675,46642
MS-P-004078,"PLATE STRAIGHT 8HOLE, OSTEONIC  # FST307M08A",3858.75,46642
MS-P-003933,PLATE STRAIGHT BLUE 2.0 / 4 HOLE OSTEONIC  # MLS315M12,7560,46642
MS-P-004114,"PLATE STRAIGHT M 10 HOLES, OSTEONIC  # OST310M10",5145,46642
MS-P-004081,"PLATE STRAIGHT MEDIUM 4HOLE, OSTEONIC  # MST320M04",5818.75,46642
MS-P-000709,PLATE STRAIGHT RECONSTRUCTION 3.5MM 10 HOLES TIPMED #22558,3818.9375,61573
MS-P-003932,PLATE STRAIGHT W/SPACE 6HOLE OSTEONIC  # MLS315L06,4961.25,46642
MS-P-003935,"PLATE SUPERIOR CLAVICLE LEFT 8 HOLE,OSTEONIC#E2A.35210",8662.5,61573
MS-P-004534,"PLATE SUPERIOR MIDSHAFT CLAVICLE LEFT 118MM, OSTEONIC  # E2A.35250",8925,61573
MS-P-001764,PLATE SYMPHYSEAL 3.5MM X 6 HOLE SYNTHES #02.100.006,7395.9375,61573
MS-P-001831,PLATE SYMPHYSEAL 4 HOLE SYNTHES # 02.100.004,3675,61573
MS-P-001717,"PLATE SYPHYSEAL 4 HOLE , SYNTHES # 02.100.014",7395.9375,61573
MS-P-003971,"PLATE T 2X5 HOLE .6MM, OSTEONIC  # A1C.06070",3675,61573
MS-P-004139,"PLATE T 2X8HOLE COMPRESSION SIZE 1.3MM,OSTEONIC#A3C.13100",5206.25,61573
MS-P-002272,"PLATE T LOCKING 1.5 MM 7 HOLE TITANIUM , OSTEONIC # A2C.08070",6125,61573
MS-P-004645,"PLATE T SHAPE LOCKING 6HOLES,SYNTHES #02.130.350",4964.3125,61573
MS-P-001994,PLATE T TIBIA LOCKING PROXIMAL LATERAL 8HOLES×102MM(5+3)L IRENE #T92970810,9975,61573
MS-P-003861,PLATE T-SHAPE LOCKING 2.0 X 8 HOLES OSTEONIC  # A2C.13100,3325,61573
MS-P-003872,PLATE T. 4 HOLE 2.4MM H449463 SYNTHES SYNTHES # 02.110.206,7798.875,61573
MS-P-002145,PLATE TEMPLATE 3.5MM SYNTHES # 03.100.036,1995,46479
SMO4235,"PLATE THIN NARROW DCP 7 HOLE, HIPOKRAT #400021710007",997.5,61573
MS-P-001072,PLATE TIBIAL 2.7/3.5 L 6HOLE SYNTHES #239.905,4103.75,61573
MS-P-001123,PLATE TIBIAL 70CM BALANSYS #79.15.0057,11287.5,32832
MS-P-001423,PLATE TIBIAL BALANSYS 64CEM #79.15.0056,11287.5,32832
MS-P-001860,PLATE TIBIAL DISTAL 9 HOLE SYNTHES # 02.118.410,12161.25,61573
MS-P-003900,"PLATE TOMOFIX MEDIAL PROXIMAL 4 HOLE, SYNTHES # 440.834",7783.125,61573
SMO10730,PLATE TUBULAR 1/3 7 HOLES # TEL 400021810007,612.5,61573
MS-P-004045,"PLATE TUBULAR 4 HOLE, CHM # 3.4181.004",6890.625,61573
SMO1990,"PLATE TUBULAR ONE THIRD, 4 HOLES # 400021810004",551.25,61573
MS-P-001363,PLATE ULNA RADIUS 3.5LCP 10X11X136 A80691013#,3080.875,61573
MS-P-002110,"PLATE VA LCP 2.4 MM X 3 HOLE , SYNTHES # 02.111.630",9358.125,61573
MS-P-001877,"PLATE VA LCP 2.4 x 3 HOLE , SYNTHES # 02.111.640",8008.4375,61573
MS-P-001876,"PLATE VA LCP 2.4 X 3 HOLE , SYNTHES # 02.111.730",8458.625,61573
MS-P-001751,"PLATE VA LCP 3.5 / 2.7MM , SYNTHES # 02.117.103",11300.625,61573
MS-P-001752,"PLATE VA LCP 3.5 / 2.7MM X 4 HOLE , SYNTHES # 02.117.504",8691.375,61573
MS-P-004016,PLATE VA LCP CURVED CONDYLAR CR1 02.124.412 SYNTHES # 02.124.412,13743,61573
MS-P-001736,"PLATE VA LCP PROX / TIB 3.5 MM X 10 HOLE , SYNTHES # 02.127.241",12468.75,61573
MS-P-001737,"PLATE VA LCP PROX / TIB 3.5 MM X 12 HOLE , SYNTHES # 02.127.350",9975,61573
MS-P-001823,"PLATE VA LCP PROX ¿ TIB 3.5 MM X 14 HOLE , SYNTHES # 02.127.361",11384.625,61573
MS-P-001753,"PLATE VA LCP PROX 3.5 / 2.7 MM X 6 HOLE , SYNTHES # 02.107.506",10473.75,61573
MS-P-001763,PLATE VA PROX¿TIB 3.5MM X 14 HOLE SYNTHES #02.127.261,11384.625,61573
MS-P-004746,"PLATE VA+LCP-2-COLUMN DRP2.4 VOLAR LE SHAFT 4H,SYNTHES# 02.111.741",6006.3325,61573
MS-P-002169,PLATE VA-LCP 3.5 / 2.7MM X 2 HOLE SYNTHES # 02.117.502,9712.5,61573
MS-P-002156,PLATE VA-LCP CONDYLAR 4.5/5.0MM X 12 HOLE SYNTHES # 02.124.411,14748.75,61573
MS-P-003848,PLATE VA-LCP DORSAL 2.4MM # SYNTHES # 02.115.640,5610.5,61573
MS-P-001794,PLATE VA-LCP LATERAL DISTAL FIBIAL 2.7MM / 3 HOLE SYNTHES #02.118.401,8575,61573
MS-P-002115,PLATE VA-LCP LATERAL DISTAL FIBULA 2.7 / 6 HOLE SYNTHES # 02.118.407,11643.75,61573
MS-P-002168,PLATE VA-LCP PROX 3.5/2.7MM X 4 HOLE SYNTHES # 02.107.304,11471.25,61573
MS-P-001850,PLATE VA-LCP PROX¿TIBIAL 3.5MM X 8 HOLE SYNTHES # 02.127.231,11048.625,61573
MS-P-003847,PLATE VA-LCP RADIUS 2.4MM / 6 HOLE # SYNTHES # 02.115.540,5775.875,61573
MS-P-001851,PLATE VA-LCP RADIUS 2.4MM SYNTHES # 02.115.641,10696.875,61573
MS-P-001827,PLATE VA-LCP VOL-DISTAL RADIUS 2.4R 5-5 HOLE SYNTHES #02.110.202,5117.4375,61573
MS-P-001848,PLATE VA-LCP VOL-DISTAL RADIUS 2.4x65MM 5+4HOLES SYNTHES #02.110.208,8925,61573
MS-P-002134,PLATE VA¿LCP 2.7/3.5 / 6 HOLE SYNTHES # 02.118.104,16690.5,61573
MS-P-001781,PLATE VA¿LCP DISTAL-TIBIAL 2.7 / 3.5MM 16 HOLE SYNTHES #02.118.015,14530.5,61573
MS-P-002194,PLATE VA¿LCP DISTAL-TIBIAL 2.7 / 3.5MM X 12 HOLE SYNTHES #02.118.010,15914.25,61573
MS-P-001982,PLATE VA¿LCP LATERAL DISTAL FIBULA 2.7 X 4 HOLE SYNTHES # 02.118.402,9028.695,61573
MS-P-004577,PLATE VARIABLE ANGLE 8 HOLEM CHM #3.7065.050,3500,61573
SMO11586,PLATE VSP 1SLD F/SPINE SPH981.01 GPC#198.010,1260,46653
SMO10427,PLATE VSP 2.5 SLOT F/SPINE SPH981.025 GPC#198.0,1260,46653
MS-P-002177,PLATE WEDGE 15MM # AR-13200T 15.0,7901.25,61573
MS-P-002660,PLATE WIRE COMPRUS # 301024-04,787.5,61689
MS-P-000950,PLATE X 4HOLE 0.4 MM SYN #04.503.332,2535.75,46642
MS-P-003858,PLATE X STARIGHT 2HOLE X 12MM OSTEONIC #NST304X02A,1080,46268
MS-P-001541,PLATE Y 1.5MM 5 HOLES PURE TITANIUM #446.610,3307.5,61573
MS-P-002170,PLATE Y 2.0MM X 7HOLE SYNTHES # 247.350,5739.125,61573
MS-P-002501,PLATE Y 4HOLES OSTEONIC # FYP307M05A / FLL305L05A,3307.5,46642
MS-P-002172,PLATE Y LOCKING 1.5 SHAFT 8+3 HOLE SYNTHES #02.114.013,5846.3125,61573
MS-P-001873,PLATE Y MATRIX 3HOLES 0.5MM SYNTHES #04.503.317,2535.75,46642
MS-P-000673,PLATE-L 2+3H 0.7MM TITANIUM SYNTHES #04.503.353,2537.5,46642
MS-P-000657,PLATE-L 3+4H 0.7MM TIT SYN #04.503.356,2537.5,46642
MS-P-000827,PLATE-L 3+4H LEFT 0.7MM SYNTHES #04.503.355,2537.5,46642
SMO10228,PLATE-T 8 HOLES 400021900008,1001,61573
MS-P-004688,"PLATE-T HEAD 3 HOLE SHAFT 5 HOLE 1.3 X 8 MM, SYNTHES #02.130.152",4820.375,61573
MS-P-004006,"PLATE-T MINI LOCKING 2.0MM 7X53MM (3+7), IRENE # A91693753",2483.25,61573
MS-P-000060,"PLATE-X 1.5, 4 HOLES, THICKNESS 0.60MM.",2083.4275,61573
MS-P-004549,"PLATE-X 4HOLES M, OSTEONIC  # NXP304M04A",2940,46268
MS-P-004551,"PLATE-X 5HOLES L, OSTEONIC  # FXP305M05A",3307.5,46642
MS-P-001846,PLATE VA-LCP TWO-COLUMN DISTAL RADIUS 2.4 VOALR RIGHT SHAFT 4 HOLES SYNTHES #02.111.740,2796.5,61573
MS-P-000592,PLATES MAXILLOFACIAL 1.5MM 12HOLES X 42 LENGTH# A73131242,1443.18,46642
SMO10344,"PLATES ONE THIRD TUBULAR 8 HOLES, HIPOKRAT # 400021810008",3010,61573
SMO10237,"PLATES THIN NARROW DCP 4 HOLES, HIPOKRAT # 400021710004",575.75,61573
SMO10328,"PLATES THIN NARROW DCP 5 HOLES, HIPOKRAT # 400021710005",892.5,61573
SMO10330,"PLATES THIN NARROW DCP 9 HOLES, HIPOKRAT # 30203051009",2483.25,61573
MS-P-000440,PLATES TITANIUM MAXI. 6HOLESX24L IRENE# A73100624,1443.18,61573
MS-P-000441,PLATES TITANIUM MAXI. 8HOLESX22L IRENE# A73100822,5788.125,61573
MS-P-002099,"PLEXUR BLOCK 10X10X20MM , SOFAMOR # 60000310 INT",10946.25,61403
MS-P-001038,PLEXUR TECH DRAPE 44X44 BIOMET #6100-200,1050,61403
MS-P-001035,PLEXUR TECH EXTRA LARGE SOFAMOR # 6100-020,51300,61403
MS-P-001036,PLEXUR TECH LARGE SOFAMOR # 6100-010,31320,61403
MS-P-001037,PLEXUR TECH REGULAR SOFAMOR # 6100-005,16200,61403
MS-P-003895,PLSTE WIDE SUPERIOR LATERAL CLAVICLE OSTEONIC#EIA.35010,8925,61573
SMO8847,PLUG INTRAMED/MEDULLARY W/DRAIN 3 ALLOPRO #3223,2247,61510
MS-P-003953,"PLUG MEDLULLARY SMALL SIZE, CHM # 2994000",3500,61510
MS-P-001587,PLUG SMALL 9MM IMPLANT CAST # 02994000,3500,61510
MS-P-000554,POLYAXIAL CSREW SOLID 7.5X35MM#18-12-7535,4593.75,46651
MS-P-000258,POLYAXIAL SCREW 6.5X45MM#18-12-6545,4287.5,46651
MS-P-000063,"POLYETHYLENE INSERT ROT.SURFACE R1,X-SMALL,16MM,RIGHT.",9187.5,46585
SMO3274,POSTERIOR I/F CAGE 11X11MM ACROMED #6000-2011,2677.5,60762
SMO11871,"POSTERIOR STABILIZED 3-4,9MM THICKNESS,S&N#71420816",4727.275,33580
SMO11872,POSTERIOR STABILIZED FEMORAL COMP 5R/S&N#71420120,6455.75,32831
SMY1287,"POUCH STERILIZATION 100X250MM (4X12"")",1.53125,13735
SMY6985,POUCH STERILIZATION 150 X 200MM #WP150X200,1837.5,13735
SMY6986,POUCH STERILIZATION 150 X 300 MM,1428,13735
SMY6988,"POUCH STERILIZATION 200X275/300 (8X11"")",3.98125,60908
SMY6989,POUCH STERILIZATION 300X450/500MM #KR0838,8.2075,60908
SMY6923,POUCH STERILIZATION FLAT #100X300MM,2.1315,60908
SMY6924,POUCH STERILIZATION FLAT 200X350/400MM,4.2875,60908
SMA3484,POVIDONE IODINE SWABS 8 CM # KL S555 .,85.75,40744
MS-P-004704,POWDER CORTICOCANCE MINERALIZED 0.5 CC LIFENET #C/CMIX-0.5,2278.5,60504
MS-P-004703,POWDER CORTICOCANCE MINERALIZED 1 CC LIFENET #C/CIMX-1.0,3010,60504
MS-P-004773,POWDER CORTICOCANCE MINERALIZED 2 CC LIFENET #C/CIMX-2.0,3678.0625,60504
SMI9961,"PREMICATH SIZE 28G W/STYLET (1FR)X20CM,F7P#1261-203",1916.25,36257
MS-P-001674,PRESSURE LINE HIGH 1200PSI/120CM TELOS URETICI #T-17173 #163NC,392,17711
SML2030,PRISMA M100 PRE-DILUTION SET/,2625,45815
MS-P-001725,PROBE AIRWAY TEMPERATURE & FLOW F&P #900MR869,2758,35254
MS-P-001885,PROBE ANTERIOR VITRECTOMY CENTURION 23 GA ALCON # 8065752134,4848.9525,63705
MS-P-002461,PROBE BIPOLAR ARTHROSCOPIC W/SUCTION ENERGY 90° CONMED #AES-90SC,5971.875,61872
MS-P-001597,PROBE COBLATION 30 DEG 3.0MM DYONICS # 72202145,4042.5,33433
MS-P-001596,PROBE COBLATION 90 DEG 3.75MM DYONICS # 72202139,5971.875,33433
MS-P-000023,PROBE COVER F/FILAC THERMOMETER (ORAL & RECTAL),8.575,37340
MS-P-001779,PROBE COVER F/THERMOMETER WELCH ALLYN # 05031-101,1.96,37340
MS-P-003917,PROBE COVER FOR EAR THERMOSCAN BRAUN BRAUN MEDICAL USA # BRAUN,2.45,33433
MS-P-000838,PROBE OCUTOME VITRECTOMY DISP ALCON #1006,2275,63705
MS-P-003724,"PROBE WITH SUCTION ARTHROSCOPY 90 DEGREE , CONMED # AES-90SN CONMED # AES-90SN",5359.375,63993
MS-P-002190,PROSTESIS PENILE SPECTRA CONCEALABLE AMS #123,13125,36251
MS-P-002102,PROSTHESIS HEAD HIP 28x53MM TAPER 12/14 LINK #188-128-748,2625,32878
MS-P-000051,PROSTHESIS HEAD SIZE 46MM,1792,32878
SMO10720,PROSTHESIS KNEE MEDIUM # 15-2020/52,7870.625,33665
SMT10276,PROTACK 5MM DISP IN COD.174006,3240.125,48011
SMI8820,PTCA SET MERIT #K09-05166A,1980,17521
MS-P-001584,PULSE LAVAGE KAISER WITH BATTERY 2500 C-DP,1500,12304
MS-P-003859,"PULSE LAVAGE SYSTEM, WRIGHT # 2500C-DP-ST01Z-CT02Z",1500,12304
MS-P-000057,PULSE OXIMETER WITH SENSOR REUSABLE,1120,46609
MS-P-002484,"PUMP AUTOMATIC F/PAIN DISP ON-Q 10ML/HOUR , KIMBERLY CLARK # CB1002",1386,63646
MS-P-002483,"PUMP AUTOMATIC F/PAIN DISP ON-Q 5ML/HOUR , KIMBERLY CLARK # CB1001",1386,63646
MS-P-004593,"PUMP NON-STERILE MAX SUPPLIES, PENUMBRA #IAPS2",2800,15615
SMC1628,PUNCH AORTIC STD.HANDLE 4.0MM MEDT. #AP440/QUEST#RCL40,1260,47914
SMH1604,PURSTRING TM 65 DISP. AUTOSUTURE #020242 / EH40,2625,62235
MS-P-002602,PUSH LOCK 4.5x28MM ARTHREX #AR-1922PSM,4817.3125,47554
MS-P-000746,PUSH LOCK BIO-COMPOSITE ARTHREX #AR-1926BC,5206.25,47554
MS-P-000589,PUTTY 10CC GRAFTON DBM OSTEOTECH #C43110,13095,61884
MS-P-000252,PUTTY 1CC GRAFTON DBM OSTEOTECH #T43102INT/X43102,3325,47967
MS-P-000645,PUTTY 2.5CC C43103 GRAFTON DBM,4887.75,61884
MS-P-000146,PUTTY 5CC C43105 GRAFTON DBM,8268.75,61884
MS-P-000849,PUTTY 5CC SOFAMOR DANEK MEDTRONIC #T43105INT,3613.75,61884
MS-P-001886,PUTTY DBM 5.0CC CONNECT #CT200005,12468.75,61884
MS-P-000783,PUTTY GRAFTON 1CC OSTEOTECH #A43102,3154.375,61884
MS-P-004124,"PUTTY SUREFUSE 5CC, HANS BIOMED # SP5",8268.75,61884
MS-R-000204,RADIAL HEAD REPLACEMENT 16 X 12MM BIOMET #114423,9371.25,33701
SMH4620,RECEPTAL LINER W/INTER VALVE 1500 ML,98,63647
SMO11851,RECONSTRUCTION PLATE 3.5MM 18 HOLES #,8085,61573
MS-R-000059,RECORDING CHART PAPER ELI 50X70X260 # 7719,151.305,34937
SMY7096,"REFILL ""CO2"" CYLENDER ""K"" SIZE.",787.5,47615
SMY7089,"REFILL AIR BREATHING ""E"" TYPE",306.25,62595
SMY1263,"REFILL NITROUS OXIDE GAS BIG SIZE""K""",1920,38137
SMY1262,"REFILL OXYGEN MEDICAL BIG 6 M3 2.5B ""K""",183.75,38137
SMY1085,"REFILL OXYGEN MEDICAL SMALL 1 M3 2.5 "" E """,98,38137
MS-R-000030,REGULATOR FOR OXYGEN CYLINDER,945,31760
SMH4601,RELOAD LINEAR CUTTER ETHICONE #TCR75,2136.75,59870
MS-R-000094,RESECTOR FULL RADIOUS STR 6X. KARL STORZ #28205CKS,4391.625,10455
MS-R-000418,RESOLVE HALO LARGE OSSUR #515500V2 / 545800K,24049.125,46537
MS-R-000419,RESOLVE HALO MEDIUM OSSUR #515400V2 / 545800K,24049.125,46537
MS-R-000312,RESTRAINT LIMB SOFT,367.5,63966
MS-R-000387,RESUS KIT SINGLE USE W/MASK 50MM FISHER & PAYKEL #900RD015-10,3381,35693
MS-R-000386,RESUSCITATION KIT SINGLE USE W/MASK 42MM FISHER & PAYKEL #900RD014-10,3381,35693
MS-R-000344,RETRACTOR IRIS MICRO FLEX ALCON # K3-4970,1401.75,46698
MS-R-000755,RETRIEVER PRO VUE 4X30MM XP STRYKER # 90185,59625,61779
MS-R-000757,"RETRIEVER TREVO XP PROVUE 4X20MM , STRYKER # 90182",51637.5,61779
MS-R-000142,RIGHT ANGLE 90 ICW 3.5MM #AC1340-01,3101.7,37529
MS-R-000815,"RING 2/3 180MM, CHM # 301012-180",5512.5,46453
MS-R-000218,RING C 5/8 ALUMINIUM 180MM TIPMED #040859,2336.25,46453
MS-R-000461,"RING FOR CIRCUMCISION DEVICE 1.1 / 1.2 CM,HOLLISTER # 9234",367.5,35803
MS-R-000690,RING FULL 180MM # 301010-180,5512.5,46453
MS-R-000796,"RING HAIF 180MM, CHM # 301011-180",5512.5,46453
MS-R-000797,"RING HALF 160MM, CHM # 301011-160",5512.5,46453
MS-R-000310,RING HALF 180MM ORTHOMED,1432.8,46453
SMO10515,RING HALF 200 MM # 500101200200,2100,46453
MS-R-000469,RING HALF 220MM F/CIRCUL.FIXT.ILIZ. HIPOKRAT# 500101200220,1995,46453
MS-R-000253,RING TENSION CAPSULAR FOCUS #CTR11/13,3055.5,42839
MS-R-000250,ROD 120MM 35 CM MEDTRONIC #8690100,2362.5,63191
MS-R-000362,ROD 3.5 X 240MM SOFAMOR DANEK #7750015,2579.5,63191
MS-R-000078,ROD 5.5/200MM # 10-25-0200,3203.375,63191
MS-R-000441,"ROD 5.5MMX500MM, LINED CP SOFAMOR #869-022",2362.5,63191
MS-R-000697,ROD 5.5X80MM -CDH PREBENT MEDTRONIC # 8690080,2257.5,64253
MS-R-000536,ROD CANNULATED 11 X 400 MM STRAIGHT IRENE # T20311400,1470,32854
MS-R-000702,ROD CARBON FIBER 8X150/200/250MM IRENE # MO108708250,1980,32854
MS-R-000330,"ROD CDH PREBENT 5.5X40MM,SOFAMOR # 8690040",2257.5,63875
MS-R-000765,ROD COCR 5.5 L 500 . MEDTRONIC # 8690024,3368.75,64253
MS-R-000413,"ROD COCR 5.5 X 60 MM , SOFAMOR MEDTRONIC # 8690060",2257.5,64253
MS-R-000200,ROD COCR 5.5MM L 50MM SOFAMOR #8690024,3368.75,63191
MS-R-000786,"ROD CONECTING ELIMENT, SPINE CRAFT # CE4000",3430,64253
MS-R-000228,ROD CUBES (SQUARE SOCKET) 1 HOLE TIPMED #041931,1102.5,63191
MS-R-000227,ROD CUBES (SQUARE SOCKET) 2 HOLES TIPMED #041948,1255.03,63191
MS-R-000229,ROD CUBES (SQUARE SOCKET) 3 HOLES TIPMED #041955,1734,63191
MS-R-000773,ROD FIBER CARBON 5MM IMPLANTCAST # CF05-150,2362.5,32854
MS-R-000832,ROD FIBER CARBON 5X200 MM IMPLANTCAST # CF05-200,1980,32854
MS-R-000329,ROD LONGITUDE 5.5x90MM STRAIGHT SOFAMOR #7571090,7809.375,63191
MS-R-000378,"ROD POSETRIOR 3.5 X 240 MM , SYNTHES # 1101-535240",2520,64253
MS-R-000108,ROD PREBENT 5.5X120 INTEGRA #10-19-0120,2123.6775,64253
MS-R-000388,"ROD PRECONTOURED 5.5 X 100 MM , INTEGRA # 12-1100",7809.375,64253
MS-R-000422,ROD PROBENT 5.5 MM X 80CM SOFAMOR # 8690080,2257.5,64253
MS-R-000392,ROD PROBENT 5MM X 90CM SOFAMOR # 8690090,2257.5,64253
MS-R-000524,ROD REAMING FOR SYNREAM 2.5 MM X 1150MM; SYNTHES # 352.033,2348.5,63191
MS-R-000035,ROD REAMING FOR SYNREAM SIZE 2.5MM LONG 1150MM,2859.5,63191
MS-R-000466,"ROD SILVER STRAIGHT 6MM X 180 MM , NORM # NSR1618",1071,63191
MS-R-000165,ROD SIZE 5.5 LG -120MM #10-18-120,2189.25,63191
MS-R-000198,ROD STRAIGHT 5.5MM L 80MM SOFAMOR #7571080,7809.375,63191
MS-R-000117,ROD STRAIGHT 5.5X200MM # 10-18-0200,3558.625,63191
MS-R-000171,ROD STRAIGHT 5.5X400MM INTEGRA #10-18-0400,6296.5,63191
SMO9363,ROD THREAD 200MM #500-10-050-0200,1396.5,63191
SMO9365,ROD THREAD 300MM #500-10-050-0300,1064,63191
SMO9362,ROD THREAD 75MM #500100500075,166.6,63191
MS-R-000816,"ROD THREAD M6 6X180MM, CHM # M06180",2520,63191
MS-R-000798,"ROD THREAD M6 6X200M, CHM # M06200",2100,63191
MS-R-000222,ROD THREADED 100MM TIPMED #042242,441,63875
MS-R-000113,ROD THREADED 195MM TIPMED # 042273,277.585,63191
MS-R-000105,ROD THREADED 245MM TIPMED #042280,298.7775,63191
SMO11466,ROD THREADED 250 HIPO# 500 10 050 0250,1496.25,63191
MS-R-000224,ROD THREADED 295MM TIPMED #042297,514.5,63191
MS-R-000221,ROD THREADED 75MM TIPMED #042235,219.765,63191
MS-R-000353,ROD THREADED VERTEX MAX 3.2 X 240MM MEDTRONIC #6955240,2467.5,63191
MS-R-000411,ROD TITANIUM 5.5 X 40MM SOFAMOR #869.022,2362.5,62271
MS-R-000412,ROD TITANIUM 5.5 X 70MM SOFAMOR #8690070,2257.5,63191
MS-R-000086,ROD TITANIUM 5.5x45MM IRENE #T04715045,1377.53,62271
MS-R-000455,ROD TITANIUM 6X600MM STRAIGHT SPINE CRAFT # 6000-600,1925,62271
MS-R-000025,ROD TITANIUM SINGLE INNIE 5.5X180MM IRINE #T04415518,1197,62271
MS-R-000028,ROD TITANIUM SINGLE INNIE 5.5X400MM,2831.64,62271
MS-R-000028,ROD TITANIUM SINGLE INNIE 5.5X400MM,2831.64,62271
MS-R-000857,ROD TITANUM 3.5 X 100 MM SPINE CRAFT # A3R-100,1925,62271
MS-R-000022,ROD TITANUM SINGLE INNIE 5.5X120MM,2126.25,62271
MS-R-000772,ROD TO ROD COUPLING 8X8MM IMPKANT CAST 201102-0808,1925,46453
MS-R-000352,ROD VERTEX 3.2 X 240MM TITANIUM MEDTRONIC #6900240,2551.5,62271
MS-R-000453,ROD  3.2 X 5.5 SOFAMOR DANEK #7750445,8400,63191
SMA1089,ROLL DENTAL CELLURON 8MM DIAM SIZE 1 HARTMAN #430291/7(8706),0.49,31815
MS-R-000538,ROPE TIGHT 14 MM ABS W/BUTTON ROUND CONCAVE # AR-1588TB-4 / AR-1588TB-1 / OR EQUIVALENT SMITH & NEPHEW #71935601,2299.5,65038
MS-R-000533,ROPE TIGHT 20MM ABS W/ BUTTON ROUND CONCAVE ARTHREX # AR-1588TB-5,2299.5,30103
MS-R-000535,ROPE TIGHT ABS W/OUT BUTTON ARTHREX # AR-1588TN,2877,65038
MS-R-000307,ROPE TIGHT ACL ARTHREX #AR-1588RT,2012.5,62000
SMI9650,RYLES TUBE CH16 W/MANDRIN OF SMMP,21.455,14221
SMI9648,RYLES TUBE CH18 W/MANDRIN OF SMMP,21.455,14221
MS-S-009312,SAW BLADE OSSILATING MICRO PORT # BLB-505,1995,44984
MS-S-003985,SAW BLADE SYNTHES # 519.230,1995,43376
MS-S-000884,SAW WIRE OLIVECRONA 500MM VNBR AESCULAP #FH405,837.9,35685
SMH1035,SCALP VEIN SET G23 BUTTERFLY,4.9,58490
SMH1034,"SCALP VEIN SET G24-25 X3/4"" BUTTERFLY STERILE#404765/6",28.175,58490
SMA3390,SCENTED ANASTHETHIC FACE MASK ADULT# 1123,682.5,46232
MS-S-009184,SCEPTER XC BALLOON CATHETER X-TRA COMPLIANT 4.0 MM/11MM TERUMO # BC0411XC,19642.5,46843
MS-S-003535,SCISSOR W/MONOPOLAR CAUTERY 5MM#LA5101-01,1320,61869
MS-S-004505,"SCOTT RETRACTOR SYSTEM FRAME MALE UROLOGY , COLOPLAST # QB3322",6492.5,58096
MS-S-008432,SCREW 1.5MMX6MM SELF DRILLING OSTEONIC  # F15A06,1380,56642
MS-S-008286,SCREW 1.5X10 CORTICAL OSTEONIC  # A5.15100,840,56642
MS-S-001429,SCREW 1.5x6MM SELF DRILLING SYNTHES #04.503.226.01C,1242,61029
MS-S-008285,SCREW 1.5X8 CORTICAL OSTEONIC  # A5.15080,840,56642
MS-S-004091,"SCREW 1.85 X 10MM SELF TAPPING , SYNTHES # 04.511.210.01C",1330,56642
MS-S-004093,"SCREW 1.85 X 5 MM SELF DRILLING , SYNTHES # 04.511.225.01C",1400,56642
MS-S-004092,"SCREW 1.85 X 6 MM SELF DRILLING , SYNTHES # 04.511.226.01C",1400,56642
MS-S-002808,SCREW 1.8x5MM SELF TAPPING SYNTHES #04.503.235.01C,401.8,56642
MS-S-002931,SCREW 2.3 (CROSS)#,1320,56642
MS-S-005826,SCREW 2.8MM CONICAL OSTEONIC # S1D.28240,1050,61030
MS-S-005827,SCREW 2.8MM LOCKING OSTEONIC # C1B.28280,1440,56642
MS-S-004969,"SCREW 4.5X35MM, CDH LEGACY SOFAMOR #75444535/8454535",4287.5,56642
MS-S-004094,"SCREW 5 MM X 2.1 MM SELF TAPPING , SYNTHES # 04.511.235.01C",1400,56642
MS-S-000765,SCREW 5.5X45MM SOFAMOR # 7545545,4287.5,56642
MS-S-005306,SCREW 6.5 X 75 MM PARTIALLY THREAD TITANIUM,3381,56642
