code,discription ,old Price,2021 price
FMODT-0005,GRADE II MALOCCLUSSION TOTAL   REMOVABLE STAGE I,9760,11712
FMODT-0009,GRADE III MALOCCLUSSION TOTAL,11716,14060
FMODT-0013,GRADE IV MALOCCLUSSION TOTAL,13668,16402
FMODT-0017,GRADE V MALOCCLUSION TOTAL,18037,21645
FMODT-0021,GRADE VI MALOCCLUSSION TOTAL,17568,21082
FMODT-0025,GRADE VII MALOCCL. TOTAL,19520,23424
FMODT-0029,CLICKING TMJ[FJO],2934,3521
FMODT-0030,RETAINER UPER OR LOWER,529,635
FMODT-0031,RETAINERS UPPER & LOWER,1059,1271
FMODT-0034,SPACE MAINTINER SIMPLE,493,592
FMODT-0035,SPACE MAINTAINER COMPOUND,785,942
FMODT-0036,BITE PLANE,982,1179
FMODT-0037,HABIT BREAKING APPLIANCE,982,1179
FMODT-0039,"RE-BONDING BRACKET, BANDS",90,108
FMODT-0040,ORTHODONTIC DIAGNOSTIC RECORDS,862,1035
FMODT-0045,ORTHODONTIC DEPOSIT,982,1179
FMODT-0046,ORTHODONTIC DEPOSIT,1471,1766
FMODT-0047,ORTHODONTIC DEPOSIT,1956,2348
FMODT-0048,ORTHODONTIC DEPOSIT,2445,2934
FMODT-0049,ORTHODONTIC DEPOSIT,2934,3521
FMODT-0050,ORTHODONTIC DEPOSIT,3423,4108
FMODT-0051,ORTHODONTIC TREATMENT,3908,4690
FMODT-0052,ORTHODONTIC FOLLOWUP TYPE I,350,420
FMODT-0053,ORTHODONTIC FOLLOWUP TYPE II,460,552
FMODT-0054,ORTHODONTIC FOLLOWUP TYPE III,580,696
FMODT-0055,ACTIVATOR (MONOBLOCK),1490,1788
FMODT-0056,FIXED EXPANSION APPLIANCE,1190,1428
FMODT-0057,REMOVABLE EXPANSION APPLIANCE,750,900
FMODT-0058,TRANSPALATAL ARCH,750,900
FMODT-0059,LINGUAL BAR,750,900
FMODT-0060,NANCE APPLIANCE,750,900
FMODT-0061,EXTRA ORAL DEVICE,2250,2700
FMODT-0062,ACTIVATOR.,5000,6000
FMODT-0063,SPACE MAINTAINER COMPOUND.,1060,1272
FMODT-0064,FUNCTIONAL APPLIANCE.,1980,2376
FMODT-0065,DEBAND,1980,2376
FMODT-0066,HABIT B. APPLIANCE,1980,2376
FMODT-0067,ACTIVATOR,3960,4752
FMODT-0068,CLICKING TMJ [FJO],5000,6000
FMODT-0069,CLICKING TMJ [FJO].,4310,5172
FMODT-0070,EXPANSION SCREW,2500,3000
FMODT-0071,GRADE 1- MALOCCLUSION TOTAL,13290,15948
FMODT-0072,GRADE 1 MALOCCL. 1ST DEPOSIT,6650,7980
FMODT-0073,GRADE 1 MALOCCL. 2ND DEPOSIT,3330,3996
FMODT-0074,GRADE 1 MALOCCL. 3RD DEPOSIT,3330,3996
FMODT-0075,GRADE 1 MALOCCLUSION 1ST DEPOSIT,6050,7260
FMODT-0076,GRADE 1 MALOCCLUSION TOTAL,12070,14484
FMODT-0077,GRADE II MALOCCL. IST DEPOSIT,8320,9984
FMODT-0078,GRADE II MALOCCL. 2ND DEPOSIT,5000,6000
FMODT-0079,GRADE II MALOCCL. 3RD DEPOSIT,3330,3996
FMODT-0080,GRADE II MALOCCL. TOTAL REM. STAGE I,16620,19944
FMODT-0081,GRADE II MALOCCLUSSION TOTAL REMOVABLE STAGE I,14380,17256
FMODT-0082,GRADE III MALOCCL. IST DEPOSIT,9980,11976
FMODT-0083,GRADE III MALOCCL. 2ND DEPOSIT,6650,7980
FMODT-0084,GRADE III MALOCCL. 3RD DEPOSIT,3330,3996
FMODT-0085,GRADE III MALOCCL. TOTAL,19950,23940
FMODT-0086,GRADE III MALOCCLUSSION  TOTAL,17270,20724
FMODT-0087,GRADE IV MALOCCL. IST DEPOSIT.,11630,13956
FMODT-0088,GRADE IV MALOCCL. 2ND DEPOSIT,8320,9984
FMODT-0089,GRADE IV MALOCCL. 3RD DEPOSIT,3330,3996
FMODT-0090,GRADE IV MALOCCL. TOTAL,23260,27912
FMODT-0091,GRADE IV MALOCCLUSION TOTAL,20150,24180
FMODT-0092,GRADE MILD MALOCCLUSION 2ND DEPOSIT,1310,1572
FMODT-0093,GRADE MILD MALOCCLUSION 3RD DEPOSIT,1310,1572
FMODT-0094,GRADE MILD MALOCCLUSION TOTAL,10530,12636
FMODT-0095,GRADE MODERATE MALOCCLUSION IST DEPOSIT,4610,5532
FMODT-0096,GRADE MODERATE MALOCCLUSION 2ND DEPOSIT,1310,1572
FMODT-0097,GRADE MODERATE MALOCCLUSION 3RD DEPOSIT,1310,1572
FMODT-0098,GRADE MODERATE MALOCCLUSION TOTAL,13160,15792
FMODT-0099,GRADE SVERE MALOCCLUSION IST DEPOSIT,5260,6312
FMODT-0100,GRADE SVERE MALOCCLUSION 2ND DEPOSIT,1310,1572
FMODT-0101,GRADE SVERE MALOCCLUSION 3RD DEPOSIT,1310,1572
FMODT-0102,GRADE SVERE MALOCCLUSION TOTAL,17110,20532
FMODT-0103,GRADE V MALOCCL. IST DEPOSIT,13290,15948
FMODT-0104,GRADE V MALOCCL. 2ND DEPOSIT,9980,11976
FMODT-0105,GRADE V MALOCCL. 3RD DEPOSIT,3330,3996
FMODT-0106,GRADE V MALOCCL. TOTAL,26590,31908
FMODT-0107,GRADE V MALOCCLUSION  TOTAL,26590,31908
FMODT-0108,GRADE VI MALOCCL. IST DEPOSIT,14980,17976
FMODT-0109,GRADE VI MALOCCL. 3RD DEPOSIT,3330,3996
FMODT-0110,GRADE VI MALOCCL.  TOTAL,29910,35892
FMODT-0111,GRADE VI MALOCCLUSSION TOTAL,25880,31056
FMODT-0112,GRADE VII MALOCCL TOTAL,33250,39900
FMODT-0113,GRADE VII MALOCCL IST DEPOSIT,16620,19944
FMODT-0114,GRADE VII MALOCCL 2ND DEPOSIT,13290,15948
FMODT-0115,GRADE VII MALOCCL 3RD DEPOSIT,3330,3996
FMODT-0116,GRADE VII MALOCCL. TOTAL,28770,34524
FMODT-0117,MALOCCLUSION,9220,11064
FMODT-0118,MALOCCLUSION.,7900,9480
FMODT-0119,MALOCCLUSION..,6590,7908
FMODT-0120,"ORTHODONTIC DEPOSIT,",1720,2064
FMODT-0121,ORTHODONTIC DEPOSIT.,930,1116
FMODT-0122,REMOVABLE APPLIANCES,2640,3168
FMODT-0123,GRADE VI MALOCCL. 2ND DEPOSIT,11630,13956
FMODT-0500,SECOND OPINION CONSULTATION,120,144
FMOHS-0001,MITRAL VALVE REPLACEMENT (TWO HOURS),5430,6516
FMOHS-0002,MITRAL VALVE REPLACEMENT (THREE HOURS),8130,9756
FMOHU-0002,PORTABLE VENTALATOR,94,113
FMOHU-0003,AIR MATTRESS PER 24 HOURS,60,72
FMOHU-0004,EPIDURAL CATHETER INSERTION,308,370
FMOHU-0005,INTER COSTAL TUBE INSERTION,479,575
FMOHU-0006,PACE MAKER,743,892
FMOHU-0007,DEFEBRILATOR SHOCK,308,370
FMOHU-0008,MULTI PARAMETER,297,357
FMOHU-0009,LUMBAR PUNCTURE,358,430
FMOHU-0010,OHU DAILY ROOM RATE,2035,2442
FMOHU-0011,MITRAL VALVE REPLACEMENT (TWO HOURS),2990,3588
FMONC-0001,ONCOLOGY CONSULTATION (IN-PT),500,600
FMONC-0002,CHEMOTHERAPHY 1 DAY TREATMENT  IN CLINIC OR  WARD,983,1180
FMONC-0005,CHEMOTHERAPY ONE MO.TREATMENT  (INJ 3DAYS/WK+FLLOW UP)CLINIC,1730,2076
FMONC-0008,CHEMO. INTRA CAVIT.ISTILLATION IN ER OR IN WARD,1095,1314
FMONC-0009,THYROTOXICOSIS (EACH DOSE),1711,2054
FMONC-0010,CANCER THYROID (ABLATIVE DOSE),4252,5103
FMONC-0012,POLYCYTHEMIA(THERAP.DOSE),4252,5103
FMONC-0014,STRONIUM BETA IRRADIATION      DURING OPERATION IN OR,523,628
FMONC-0015,STRONIUM BETA IRRADIATION      AFTER OPERATION (EACH SESSION),281,338
FMONC-0016,PROFILE STRONIUM BETA IRRADIA- TION COMPLETE PKG (3 SESSION),693,832
FMONC-0017,PROFILE STRONIUM BETA IRRADIA- TION COMPLETE PACKAGE,864,1037
FMONC-0018,RADIATION (FULL COST),12100,14520
FMONC-0019,RADIATION (HALF COST),6600,7920
FMONC-0021,RADIOTHERAPY ONE SESSION,880,1056
FMONC-0022,TAPPING OF ASCITIS,523,628
FMONC-0023,TAPPING OF PLEURAL EFFUSION,622,747
FMONC-0024,INTRATHECAL CHEMOTHERAPY,644,773
FMONC-0025,ADD'L FEE FOR COM.OR OVER 3HRS,704,845
FMONC-0026,INTRACAVITARY INADIATION 1 SES,2244,2693
FMONC-0027,INTRA ARTERIAL CHEMOTHERAPY,743,892
FMONC-0028,METASTRON C RADIOACTIVE STRON- TIUM,13943,16732
FMONC-0030,RADICAL TREATMENT START PAYMEN T,8377,10053
FMONC-0031,RADICAL TREATMENT REST PAYMENT,4334,5201
FMONC-0032,RADICAL - PLANNING,1920,2304
FMONC-0033,TREATMENT-CT-SIMULATION,1282,1539
FMONC-0035,TREATMET - CALCULATION,2552,3063
FMONC-0037,PALLIATIVE TREATMENT - START   PAYMENT,2794,3353
FMONC-0038,PALLIATIVE TREATMENT-REST PAYM ENT,1403,1684
FMONC-0044,TWO WEEKS 10 FRACTIONS,2794,3353
FMONC-0050,ONE WEEK 5 FRACTIONS,1403,1684
FMONC-0056,ONE FRACTION,435,522
FMONC-0062,ONE FRACTION HALF BODY,704,845
FMONC-0068,HALF BODY 6-8-FRACTION,1826,2192
FMONC-0073,HALF BODY 6-8-FOLLOW UP,369,443
FMONC-0074,C.T.PLANNING,704,845
FMONC-0075,X-RAY CHECK FILM,358,430
FMONC-0076,GONE MARROW UNDER G.A.,688,826
FMONC-0077,I. TH. CHEMO UNDER G.A.,743,892
FMONC-0500,SECOND OPINION CONSULTATION,120,144
FMONC-1000,DAY CARE SUPERVISION,330,396
FMONC-1001,DOCTOR'S DAYCARE SUPERVISION,110,132
FMONC-1002,CHEMOTHERAPY ONE MO.TREATMENT  (INJ 5 DAYS/WK+FLLOW UP)CLINIC,2420,2904
FMONC-1003,INTRATHECAL INJECTION OF MEDICATION,190,228
FMONC-1004,CHEMOTHERAPY SINGLE INJECTION,170,204
FMONC-1005,CHEMOTHERAPY MULTIPLE AGENTS INJECTIONS,350,420
FMOOPTG008,MOLTENO IMPLANT IN GLAUCOMA    OPERATION,2552,3063
FMOPT-0000,OPHTHALMOLOGY CONSULTATION(IP),120,144
FMOPT-0001,OPTHALMOLOGY EXAMINATION,100,120
FMOPT-0022,REMOVAL OF SUPERFICIAL CONJUNC TIVA FOREIGN BODY,130,156
FMOPT-0500,SECOND OPINION CONSULTATION,140,168
FMOPT-1000,DAY CARE SUPERVISION,297,357
FMOPT-1001,DOCTOR'S DAYCARE SUPERVISION,105,126
FMOPT-1002,USE OF OR (EXT. DR),2300,2760
FMOPT-1003,SCLERAL BUCKLE,3410,4092
FMOPT-1004,PHACOEMULSIFICATION + FOLDABLIE IOL,4060,4872
FMOPT-1005,POSTERIOR VITRECTOMY + SILICON,6790,8148
FMOPT-1011,REFORMATION OF THE INTERIOR CHAMBER IN THE LEFT EYE,1730,2076
FMOPT-1012,INTRAVITREAL INJECTION OF ANTI-VEGF (AVASTIN),1730,2076
FMOPT-1013,INTRAVITREAL INJECTION OF BEVACIZUMAB,4310,5172
FMOPT-1014,CONJUNCTIVIOPLASTY,2160,2592
FMOPT-1015,SYNICHIOLYSIS (ONE EYE),1010,1212
FMOPT-1016,INTRAOCULAR INJECTION OF AVASTIN,1580,1896
FMNUR-0018,DEEP CUT WOUND - LARGE         (10 - 20 STITCHES),308,370
FMOPT-1018,CONJINEHVAL GRAFT OR MICRO MEMBRANE GRAFT,1120,1344
FMOPT-1019,EXCISION OF FIBROVASCULAR TISSUE FOLLOWING RUPTINE GLOBE WITH SCLERAL FLAP,3380,4056
FMOPT-1020,IRIDOPLASTY (RECONSTRUCTION OF PUPIL),2820,3384
FMOPT-1021,EXCISION OF FIBROVASCULAR TISSUE WITH CONJ-GRAFT FOLLOWING TRAUMA ,2820,3384
FMOPT-1022,INTRAVITREAL INJECTION OF KENACORT,3450,4140
FMOPT-1023,INTRAVITREAL INJECTION OF TRIAMICINOLONE,1870,2244
FMOPT-1024,LEUCENTIS INTRAVITREAL INJECTION,14000,16800
FMOPT-1025,INTRAVITERIAL INJECTION OF RANIBIZUMAB,10300,12360
FMOPT-1026,INTRAVITREAL INJECTION OF LEUCENTIS,9640,11568
FMOPT-1027,OPTICAL COHERENCE TOMOGRAPHY ONE EYE,450,540
FMOPT-1028,OPTICAL COHERENCE TOMOGRAPHY BILATERAL,900,1080
FMOPT-2000,ADDITIONAL FEE FOR COMPLICATED OPERATIONS,280,336
FMOPTA0002,TONOMETRY,77,93
FMOPTA0003,SLIT LAMP,105,126
FMOPTA0004,FUNDUS,94,113
FMOPTA0005,PRESCRIPTION FOR GLASSES,149,179
FMOPTA0006,GIONIOSCOPY,110,132
FMOPTA0007,PERIMETRY,671,806
FMOPTA0008,FUORESCINE ANGIOGRAPHY,996,1196
FMOPTA0009,ULTRASONOGRAPHY,605,726
FMOPTA0010,FUNDUS PHOTOGRAPHY,213,256
FMOPTA0011,EYE DRESSING,66,80
FMOPTA0012,SUTURE REMOVAL (EYE),213,256
FMOPTA0013,LOCAL ANAESTHESIA,171,206
FMOPTA0014,FRAME OF 9 LASSES,520,624
FMOPTA0015,RETROBULBER INJ. OF ALCOHOL,209,251
FMOPTA0016,OPTHALMIC PACHYMETRY,506,608
FMOPTA0017,MYOPIC KEROTMELIUSIS,3568,4282
FMOPTA0018,CORNEAL TOPOGRAPHY,506,608
FMOPTA0019,HESS SCREEN EXAMINATION,171,206
FMOPTA0020,SYNPTOPHORE EXAMINATION,171,206
FMOPTA0021,MULTIVISION CONTRAST TESTING,171,206
FMOPTA0022,BOTOX,1150,1380
FMOPTA0023,PUNCTUM PLUGS UNDER LOCAL ANESTHESIA (IN CLINIC),940,1128
FMOPTA0024,REPLACEMENT OF IOL WITH SCLORAL FIXATION,1350,1620
FMOPTA0025,KERATOMETRY,90,108
FMOPTA0026,REFRACTION,60,72
FMOPTA0027,SHIRMER'S,20,24
FMOPTA0028,SCREENING PERIMETRY,290,348
FMOPTA0029,NEUROLOGICAL PERIMETRY,380,456
FMOPTA0030,PERIMETRY (MACULA),230,276
FMOPTA0031,A/S PHOTOGRAPHY,50,60
FMOPTA0032,B/Y PERIMETRY,520,624
FMOPTA0047,SUBTENON INJECTION,800,960
FMOPTB0001,DAILY CONTAC LENS (TWO),534,641
FMOPTB0002,EXTENDED CONTACT LENSES (PAIR),693,832
FMOPTB0003,TINTED CONTACT LENS (TWO),875,1050
FMOPTB0004,DAILY TORIC CONTACT LENS (TWO),1535,1842
FMOPTB0005,DAILY CONTACT LENS (ONE),286,344
FMOPTB0006,EXTENDED WEAR CONTACT LENS(ONE,352,423
FMOPTB0007,DAILY TORIC CONTACT LENS (ONE),908,1090
FMOPTB0008,THERAPEUTIC CONTACT LENS (ONE),908,1090
FMOPTB0009,TINTED CONTACT LENSES (ONE),451,542
FMOPTB0010,LOST OF C.L. (DAILY) 24H,369,443
FMOPTB0011,LOST OF C.L. (EXTENDED) 24H,550,660
FMOPTB0012,TRAINING FOR CONTACT LENS,369,443
FMOPTB0013,ACUVUE DISPOSABLE LENSES BOX,171,206
FMOPTB0014,ACUVUE REGISTRATION CARD,281,338
FMOPTB0015,EXTENDED WEAR C.L. (ONE),996,1196
FMOPTB0016,COSMETIC CONTACT LENS(TWO),2046,2456
FMOPTB0017,COSMETIC CONTACT LENS(ONE),1045,1254
FMOPTB0018,HARD CONTACT LENS (TWO),2050,2460
FMOPTB0019,HARD CONTACT LENS (ONE),1287,1545
FMOPTB0020,MONTHLY DISPOSABLE CONTACT     LENS (BOX),187,225
FMOPTB0021,DISPOSIBLE COLOT C.L.(2),121,146
FMOPTB0022,COLORED C.L. (ONE),231,278
FMOPTB0023,COLORED COMP.C.L. (ONE),347,417
FMOPTC0001,EXCISN OF SMALL CHALAZION,426,512
FMOPTC0002,EXCISN OF LARGE CHALAZION,633,760
FMOPTC0003,EXCISN OF MULTIPLE CHALAZIA,847,1017
FMOPTC0004,INCISN OF STYE OF EYELID,127,153
FMOPTC0005,EXCISN OF MIN LESION OF EYELID,506,608
FMOPTC0006,EXCISN OF MAJ.LESION OF EYELID,1623,1948
FMOPTC0007,REPAIR OF BLEPHAROTOSIS & LID  RETRACTION,2552,3063
FMOPTC0008,REPAIR OF ENTROPION/ECTSPION,1276,1532
FMOPTC0009,OTHER ADJSTMNT OF LID POSITION,1276,1532
FMOPTC0010,RECONSTRUCTN OF EYELID W/ FLAP OR GRAFTS,2042,2451
FMOPTC0011,OTHER REPAIR OF EYELID,1914,2297
FMOPTC0012,MINOR LID LACERATION,213,256
FMOPTC0013,MAJOR LID LACERATION,1304,1565
FMOPTC0014,TARSOPHY,1023,1228
FMOPTC0015,LOWER EYELID BLEPHAROPLASTY,2552,3063
FMOPTC0016,UPPER EYELID BLEPHAROPLASTY,1914,2297
FMOPTC0017,EYE LASHES ELECTROLYSIS,213,256
FMOPTC0018,ELECTROLYSIS (BOTH EYELIDS),316,380
FMOPTC0019,EPILAITON OF THE EYELASHES,72,87
FMOPTC0020,DERMOTOCHALASIS - ONE EYE      (BAGGY EYE LIDS),1216,1460
FMOPTC0021,DERMATOLASIS - BOTH EYES       (BAGGY EYE LIDS),1826,2192
FMOPTC0022,LASH REMOVAL BY ARGON LASER,3000,3600
FMOPTC0024,EXCISION OF PAPILLOMA OF EYELID (BENIGN TUMOR),2880,3456
FMOPTD0001,REMVL OF SUPERFICIAL CONJ.F.B.,127,153
FMOPTD0002,REMVL OF MULTIPLE CONJ. F.B.,198,238
FMOPTD0003,REMVL OF EMBEDED F.B. OF CONJ. BY INCISION,385,462
FMOPTD0004,REPAIR OF MILD CONJ. LACERATN,259,311
FMOPTD0005,BIOPSY OF CONJUNCTIVA,644,773
FMOPTD0006,CONJUNTIVOPLASTY,1023,1228
FMOPTD0007,SUBCONJUNCTIVAL INJECTION,110,132
FMOPTD0008,PICKING OF P.T.D.,330,396
FMOPTD0009,REMVL OF SMALL CONJ. CYST OR PIGMENTED AREA.,385,462
FMOPTD0010,REMVL OF LARGE CONJ. CYST,644,773
FMOPTD0011,REMVL OF CONJ. PAPILLAE OF     SPRING CATARRH,385,462
FMOPTD0012,REM. OF RESCENT AFTER CATARACT,616,740
FMOPTE0001,SUPERFICIAL CORNEAL F.B.,213,256
FMOPTE0002,SUPERFICIAL MULTI.CORNEAL F.B.,198,238
FMOPTE0003,NEGLECTED CORNEAL F.B.,341,410
FMOPTE0004,MAG.REMVL OF EMBEDED F.B. OF   THE CORNEA,385,462
FMOPTE0005,DEEP CORNEAL F.B.,1914,2297
FMOPTE0006,CAUTERY & SCRAPING OF CORNEAL  ULCER,198,238
FMOPTE0007,EXCISN OF PRIMARY PTERYGIUM,1023,1228
FMOPTE0008,EXCISN OF RECURRENT PTERYGIUM,1914,2297
FMOPTE0009,EXCISN OF PTERYGIUM W/ GRAFT,2552,3063
FMOPTE0010,TREATMENT WITH BETA RAYS,418,502
FMOPTE0011,CORNEAL GRAFT SUTURE REMOVAL,1100,1320
FMOPTE0012,TATTOING OF CORNEA,1023,1228
FMOPTE0013,CORNEAL DERMATOID EXCISION,1835,2202
FMOPTE0014,REPAIR OF CORNEAL & SCLERAL LACERATION UNDER G.A,1835,2202
FMOPTE0015,CORNEAL TRANSPLANT,3058,3670
FMOPTE0016,REDIAL KERATOTOMY,2552,3063
FMOPTE0017,REPAIR OF RUPTURED GLOBE,2042,2451
FMOPTE0018,EXCIM.LAS.FOR MYOPIA(PPK)/EYE,2552,3063
FMOPTE0019,ALK EXCIM.FOR HIGH MYOPIA/EYE,3058,3670
FMOPTE0020,PHOTOTHERAPEUTIC KERATOPLASTY  FOR SUPER.CORNEAL OPALITY/EYE,2310,2772
FMOPTE0022,INTRA OCULAR LENS,660,792
FMOPTE0023,EXCISION OF XANTHELASMY,700,840
FMOPTE0024,Squint Unilateral,5070,6084
FMOPTE0025,Squint  Bilateral,6280,7536
FMOPTF0001,INTRACAPSULAR EXTRACTN OF LENS,2552,3063
FMOPTF0002,EXT.CAPSUL.EXT.OF LENS(LINEAR),2552,3063
FMOPTF0003,EXT.CAPSUL.EXT.OF LENS FRAG. & ASPIRATION,2552,3063
FMOPTF0004,EXCISN OF SECONDARY MEMBRANE   CAPSULECTOMY,1835,2202
FMOPTF0005,CATARACT EXT. W/ IOL,3190,3828
FMOPTF-0005,CATARACT EXT. W /  IOL,2840,3408
FMOPTF0006,COBINED GLAUCOMA & CATARACT,2552,3063
FMOPTF0007,COMPLICATED CATARACT,2552,3063
FMOPTF0009,SECONDARY IMPLANT,3247,3897
FMOPTF0010,REMOVAL OF INTRAOCULAR LENS,2552,3063
FMOPTG0001,IRIDOTOMY & SIMPLE IRIDECTOMY,1914,2297
FMOPTG0002,CYCLODIALYSIS,2294,2753
FMOPTG0003,SCLERAL FISTULIZATION,2552,3063
FMOPTG0004,CYCLODIATHERMY,1023,1228
FMOPTG0005,CYCLOCRYOTHERAPY,1023,1228
FMOPTG0006,CYCLOPHOTO COAGULATION,1276,1532
FMOPTG0007,GIONIOTOMY,2552,3063
FMOPTG0008,MOLTENO IMPLANT IN GLAUCOMA    OPERATION,2552,3063
FMOPTG0009,PRICE OF SINGLE MOLTENO IMPLAN T,759,911
FMOPTG0010,PEDIATRIC 8MM MOLTENO IMPLANT,759,911
FMOPTG0011,DOUBLE MOLTENO IMPLANT,1106,1328
FMOPTH0001,REP. OF RETINAL TEAR BY CRYO-  THERAPY,2552,3063
FMOPTH0002,REP. OF RETINAL TEAR BY LAZER  PHOTOCOAG.,1276,1532
FMOPTH0003,REP.OF RETINAL TEAR W/ DTCHMNT W/ LAZER COAGULATION,1276,1532
FMOPTH0005,RETINAL DTCHMNT W/ GIANT TEAR,3568,4282
FMOPTH0006,SCLERAL BUCKLE RE-OPERATION,3190,3828
FMOPTH0007,SCLERAL BUCKLE W/ VITRECTOMY,4461,5354
FMOPTH0008,LASER FOR RETINOPATHY 1 SETTNG,1969,2363
FMOPTH0009, LASER FOR RETINOPATHY 2 SETTNG,1874,2249
FMOPTH0010,LASER FOR RETINOPATHY 3 OR >   SETTING,3247,3897
FMOPTH0011,LASER TRABECULOPLASTY,1914,2297
FMOPTH0012,LASER IRIDOTOMY,3133,3760
FMOPTH-0012,LASER IRIDOTOMY,3220,3864
FMOPTH0013,LASER CAPSULECTOMY,3133,3760
FMOPTH0014,ANTERIOR VITRECTOMY,2552,3063
FMOPTH0015,ANTERIOR VITRECTOMY W/ REVL.   OF IOL,3568,4282
FMOPTH0016,REPAIR OF RUPTURED GLOBE USING SCLARAL FLAP,5000,6000
FMOPTH0017,REPAIR OF RUPTURED GLOBE USING FASCIAL LOTA GRAFT,7500,9000
FMOPTHA014,RETROBULBER ANAESTHESIA,290,348
FMOPTI0001,DACRYOADENECTOMY,2552,3063
FMOPTI0002,PROBING OF NASOLACRIMAL DUCT,1023,1228
FMOPTI0003,CORRECTION OF EVERTED PUNCTUM,644,773
FMOPTI0004,DACRYOCYSTORHINOSTOMY,3190,3828
FMOPTI0005,DACRYOCYCTECTOMY,1276,1532
FMOPTI0006,LACRIMAL DUCT PROBING,127,153
FMOPTI0007,THREE SMIB OPERATION,127,153
FMOPTI0008,SYRINGGING OF THE LACRIMAL DRANAGE SYSTEM,170,204
FMOPTI0009,INTRANASAL ENDOSCOPY DACRYOCYO TORTIMOSTOMY,2552,3063
FMOPTI0010,SECONDARY I.O.L IMPLANTATION,4060,4872
FMOPTJ0001,RECESSION OF 1 EX.OCUL MUSCLES,1914,2297
FMOPTJ0002,ADV.OF 1 EXT OCUL MUSCLE,1914,2297
FMOPTJ0003,RESECTN OF 1 EST OCUL MUSCLES,1914,2297
FMOPTJ0004,OPERATION OF EOM BOTH EYES,2552,3063
FMOPTJ0005,TRANSPOSITION OF EOM,2552,3063
FMOPTK0001,ORBITOTOMY,2552,3063
FMOPTK0002,EVISCERATION,1276,1532
FMOPTK-0002,EVISCERATION,1160,1392
FMOPTK0003,ENUNCLEATION,1276,1532
FMOPTK0004,EXCENTRATION,3058,3670
FMOPTK0005,ENUNCLEATION WITH IMPLANT,1835,2202
FMOPTK0006,BIOPSY OF ORBITAL TUMOUR,2294,2753
FMOPTK0007,EXPLORATION & REP. OF ORBITAL  FLOOR FRACTION,2552,3063
FMOPTK0008,EXPLORATN & RECONST. OF ORBIT,3568,4282
FMOPTK0009,ARTIFICIAL EYE REFORM OR SHELL,996,1196
FMOPTK0010,IRIS POSITION (ARTIFICIAL EYE),963,1156
FMOPTK0011,ENUCLEATION WITH MOTILITY      IMPLANT,2552,3063
FMOPTK0012,EVISCERATION WITH MOTILITY     IMPLANT,2552,3063
FMOPTK0013,SECONDARY MOTILITY IMPLANT,3058,3670
FMOPTK0014,PRICE OF MOTILITY IMPLANT,2996,3596
FMOPTK0015,ARTIFICIAL EYE SHELL,3058,3670
FMOPTK0016,FIXATION OF FRACTURED LATERAL ORBITAL MARGIN (BONY FRATURE),1440,1728
FMOPTL0001,REMVL OF I.O. F.B. FM ANTERIOR SEGMENT W/ MAGNET,1835,2202
FMOPTL0002,REMVL OF I.O. F.B. FM ANTERIOR SEGMENT W/OUT MAGNET,2042,2451
FMOPTL0003,REMVL OF I.O. F.B. FM POSTRIOR,2552,3063
FMOPTL0004,REMVL OF I.O. F.B. FM POSTRIOR SEGMENT W/OUT MAGNET,2552,3063
FMOPTL0005,SUTURE OF LACERATN OF SCLERA,1276,1532
FMOPTL0006,REPAIR OF SCLERAL FISTULA,1914,2297
FMOPTL0007,EVACUATION OF ANTER CHAMBER,1835,2202
FMOPTL0008,ADD'L FEE FOR COM.OR OVER 3HRS,280,336
FMOPTL0009,REMOVAL OF PERIBULBAR MASS,1760,2112
FMOPTL0010,EXAMINATION UNDER ANAESTHESIA,380,456
FMOPTL0011,VITREOUS TAP / INJECTION,280,336
FMOPTL0012,AHMED VALVE IMPLANTATION ,280,336
FMOPTL0013,CONTRACTED SOCKET,280,336
FMOPTL0014,INJECTION OF BOTULINUM TOXIN,280,336
FMOPTL0015,INJECTION OF BOTULINUM,280,336
FMOPTL0016,OPTHALMOLOGY EXAMINATION UNDER GA,1110,1332
FMOPTL0021,REMOVAL OF CORNEAL BIG F.B. UNDER LA,1350,1620
FMOPTL0023,PNEUMATIC RETINOPEXY OD WITH C3 O8,680,816
FMOPTL0024,LASIC PROCEDURE I (OUTSIDE),11190,13428
FMORD-0001,SMALL BONE (BONE BANK),190,228
FMORD-0002,MEDIUM BONE (BONE BANK),320,384
FMORD-0003,LARGE BONE (BONE BANK),450,540
FMORD-0004,CATHETERIZATION,130,156
FMORD-0005,EXTRA LARGE BONE (BONE BANK),760,912
FMORD-0006,GX SOLUTION,300,360
FMORD-0007,OR NURSE ASSISTANT,850,1020
FMORD-0008,NASAL PACKING,20,24
FMORDZ0001,USE OF O.R.,1570,1884
FMORDZ0002,ASSISTANT SURGEON,1210,1452
FMORDZ0007,VIDEO RECORDING,60,72
FMORDZ0008,VIDEO TAPE RCDG. - LONG PROCE.,130,156
FMORDZ0009,VIDEO TAPE RECORD.LAPAROSCOPY,60,72
FMORT-0001,LUMBAR  PUNCTURE,240,288
FMORT-0002,BONE GRAFT OUT OF TIBIA&FIBULA,1914,2297
FMORT-0003,BONE GRAFT OUT OF ILIAC BONE-  CREST,1276,1532
FMORT-0004,BONE GRAFT OUT OF DORSAL ILIAC CREST,1276,1532
FMORT-0005,COLCHICINE INJECTION  COURSE,3570,4284
FMORT-0006,RHIZOTOMY (ONE  LEVEL),750,900
