ServiceCode,Service Description,LOS,Type,NPHIES Code (Hyphenated )2,  PRICE ,additional date
fmneu-3804,Ncv Study For 8 Units, ,Service,11018-00-00,8332,
FMNEU-4001,Post Stroke Care Home Visit (Other Consultation),0,Service,83620-00-50,1000,
FMNEU-9942,Genicular Nerve Block,0,Service,90016-01-00,8300,
FMNONC-002,Steriotactic Localization Of Brain Tumour,0,Service,40803-00-00,6345,
FMNONC-003,Steriotactic Localization Of Brain Tumour (Superficial),0,Service,40803-00-00,4245,
FMNUM-0000,Neurology Consultation (In-Pt),0,Service,83600-02-70,300,
FMNUM-0006,Ultrasonography (Brain), ,Service,55028-00-00,760,
FMNUM-0008,Headache Center Pkg,0,Service,99999-99-99,2130,
FMNUM-0009,Auditory Evoked Potential,0,Service,92015-00-01,1705,
FMNUM-0017,Trancranial Doppler(Tcd) -One Vesse,0,Service,55280-00-00,520,
FMNUM-0018,Trancranial Doppler(Tcd) Two Vissel,0,Service,55280-00-00,705,
FMNUM-0026,Routine Eeg, ,Service,11700-00-00,981.75,
FMNUM-0030,Sleep Eeg Record Overnight, ,Service,11003-00-30,4200,
FMNUM-0030,Over night sleep EEG,,Service ,11003-00-30,3250,
FMNUM-0031,Emg,0,Service,11012-00-00,682.5,
FMNUM-0032,Visual Evoked Potential,0,Service,92015-00-01,1705,
FMNUM-0034,Emg 2 Units, ,Service,30075-01-01,577.5,
FMNUM-0035,Emg 3 Units, ,Service,11015-01-00,1134,
FMNUM-0036,Histology & Histochemistry Strainin,0,Service,73200-08-40,2190,
FMNUM-0039,Immuno Staining Three Antibody,0,Service,73100-10-80,2190,
FMNUM-0042,Muscle Biopsy Package Biopsy & Hist,0,Service,30075-01-01,5295,
FMNUM-0046,Emg And Ncv 2 Units,0,Service,11015-01-00,1300,
FMNUM-0047,Emg And Ncv 3 Units,0,Service,11015-01-00,1600,
FMNUM-0048,Emg And Ncv 4 Untis, ,Service,11018-01-00,2477,
FMNUM-0049,Botox Injection,0,Service,18360-01-01,525,
FMNUM-0050,Botox Injection 2 Limbs,0,Service,18360-01-02,620,
FMNUM-0051,Botox Injection 3 Limbs,0,Service,18360-01-02,1015,
FMNUM-0052,Botox Injection 4 Limbs,0,Service,18360-01-02,1195,
FMNUM-0056,Digital Eeg (Portable), ,Service,11000-00-00,1670.521671,
FMNUM-0058,Ncv 2 Units, ,Service,11015-00-00,735,
FMNUM-0059,Ncv 3 Units,0,Service,11015-00-00,945,
FMNUM-0060,Ncv 4 Units, ,Service,11018-00-00,1575,
FMNUM-0065,Video Eeg Over 24Hrs,0,Service,92011-00-00,5250,
FMNUM-0500,Second Opinion Consultation,0,Service,83600-00-60,500,
FMNUM-1111,pediatric routine EEG,,Service ,45653-00-00,900,
FMNUR-0000,BLOOD TRANSFUSION FEES (WITHOUT BLOOD BAG COST ),0,SERVICE,13706-01-00,50,
FMNUR-0013,Patient Preparation, ,Service,99999-99-99,750,
FMNUR-0025,Hot Sitz Bath,0,Service,92178-00-90,125,
FMNUR-0044,Special Nursing Care Per Hour,0,Service,83610-04-50,35.56,
FMNUR-0060,Catheterization (Condom), ,Service,36800-00-00,220.725,
FMNUR-0068,OGT FEEDING PER CRITICAL AREA,,Service ,92036-00-00 ,30,
FMNUR-0074,"SPONGELAPPREWASHEDDETECTABLERING18X18""X4-PLYSTER#6022",0,consumable,99999,14.33315,
FMNUR-0076,Urine Collection (24 Hours).,0,Service,73050-37-80,108,
FMNUR-0088,Infusion Syringe Pump,0,Service,96199-19-00,262.5,
FMNUR-0105,Cerebral Endovascular Embolization,4,PKG,35412-00-00,150000,
FMNUR-0126,Cervical Epidural Injection,0,Service,90019-00-00,7000,
FMNUR-0127,Selective Spinal Nerve Diagnostic & Therapeutic Injection - One Nerve,0,Service,18216-31-00,5000,
FMNUR-0128,Selective Spinal Nerve Diagnostic & Therapeutic Injection -Two Nerve,0,Service,18216-31-00,6000,
FMNUR-0129,Selective Spinal Nerve Diagnostic & Therapeutic Injection - More Than 2 Nerves,0,Service,18216-31-00,7000,
FMNUR-0130,Maxillary Or Mandibular Or Ophthalamic Nerve Of Trigmenial Injection,0,Service,39109-02-00,3000,
FMNUR-0131,Greater Or Lesser Occipital Nerve Injection For Occipital Neurology,0,Service,18242-00-01,2000,
FMNUR-0132,Image Guided Interventional - Para Vertebral Muscle Injection,0,Service,60503-00-11,3000,
FMNUR-0133,Image Guided Interventional - Suprascabular Nerve Injection,0,Service,60503-00-11,3000,
FMNUR-0134,Image Guided Interventional - Sacro-Iliac Joint Injection ,0,Service,60503-00-11,4000,
FMNUR-0135,Sympathetic Stellate Ganglion Injection ,0,Service,18216-27-00,5000,
fmnur-0136,Wound Care Nurse Consult (Code Not Valid),0,Service,83600-02-00,200,
fmnur-0137,Umbilical Cord Care,0,Service,90676-00-00,150,
fmnur-0138,Perineal Care,0,Service,83700-00-00,150,
FMOBG-0003,Cryocautery,0,Service,35608-00-00,378,
FMOBG-0004,Insertion Of Iud, ,Service,35503-00-00,1050,
FMOBG-0011,FORCEPS DELIVERY (ROUTINE), ,PKG,90468-06-00,3500,
FMOBG-0016,Antenatal (Ctg)Monitoring/Hr, ,Service,16514-01-00,126,
FMOBG-0022,Evacuation Of Rtnd Prod. Of Conception, ,Service,16564-00-00,1896,
FMOBG-0023,Termination Of Pregnancy, ,Service,90462-00-00,1877.634,
FMOBG-0071,Induction Of Labour, ,Service,90465-02-00,1149,
FMOBG-0073,Episiotomy - Local Anaesthesia, ,Service,90472-00-00,1200,
FMOBG-0074,Amniotomy (Arm),0,Service,90477-00-00,373.761,
FMOBG-0081,Hysterectomy With Salpingo-Oophorectomy / Laparoscopic Bilateral,0,Service,90448-01-00,22032,
FMOBG-0122,Removal Of Iud, ,Service,35506-02-00,545,
FMOBG-0141,Oxytocin Challenge Test(Less  Than 4 Hrs.) Inc. Ctg Mon.500,0,Service,90465-00-00,560.6415,
FMOBG-0142,Oxytocin Chall. Test More 4Hrs,0,Service,90465-00-00,943.2315,
FMOBG-0222,Implanon Insertion,0,Service,14203-00-00,1915,
FMOBG-0276,Adhesiolysis / Open,0,Service,90329-00-00,8116.8,
FMOBG-0277,Colour Doppler Pregnancy Umbilical  Artery Placental Flow Ovarian & Uterian,0,Service,55729-01-00,1260,
FMOBG-0412,ENDOMETRIAL SAMPLING, ,Service,35630-00-00,500,
FMOBG-1026,Implanon Removal,0,Service,35608-00-00,3980,
FMOBG-1062,Cervical Cauterization Obd,0,Service,90442-00-00,500,
FMOBG-1200,Antenatal Care Package, ,Service,83700-00-00,1725,
FMOBG-1300,Amnisure (Rom) Test,0,Service,73050-39-70,325.16400000000004,
FMOBG-1555,Cesarean Section for Placenta Previa,3,PKG,16520-04-00,16000,
FMOBG-3000,Surgical Evacuation + Biopsy,1,PKG,35643-03-00,4252.5,
FMOBG-3001,D & C + Biopsy,1,PKG,35640-00-00,4500,
FMOBG-3002,Excision Of Bartholin'S Cyst,1,PKG,35520-00-00,3515.4,
FMOBG-3003,Vaginal Perineal Repair,1,PKG,90481-00-00,4252.5,
FMOBG-3004,Shirodkar Suture,DAY CASE,PKG,16511-00-00,3720,
FMOBG-3005,Laparascopy (Not For Infertility Investigations) Diagnostic,1,PKG,35630-00-00,6720,
FMOBG-3006,Polypectomy Fract. Curretage,1,PKG,35633-01-00,3632.58,
FMOBG-3007,Douglas Pouch Abscess Drainage,1,PKG,30394-00-00,5443.2,
FMOBG-3008,Cervical Polypectomy,1,PKG,35611-01-00,3381,
FMOBG-3009,Removal Of Iud Under Ga,DAY CASE,PKG,35506-02-00,1800,
FMOBG-3011,Removal Of Circulage / Shirodkar Suture,DAY CASE,PKG,16511-00-00,1833.3000000000002,
FMOBG-3012,Polypectomy With D & C,DAY CASE,PKG,35633-01-00,4536,
FMOBG-3013,Hymenotomy,DAY CASE,PKG,35509-00-00,2898,
FMOBG-3014,External Cephalic Version (Ecv),DAY CASE,PKG,16501-00-00,2388.75,
FMOBG-3015,Posterior Colpoperineorrhaphy,1,PKG,35571-00-00,5868.72,
FMOBG-3016,Salpingectomy / Salpingostomy,1,PKG,35694-07-00,6663.454875,
FMOBG-3017,Cervical Tear Repair,1,PKG,35618-02-00,6728.400000000001,
FMOBG-3018,Ovarian Cystectomy,1,PKG,35638-04-00,8211,
FMOBG-3019,Anterior Colpoperineorrhaphy,1,PKG,35570-00-00,8410.5,
FMOBG-3020,Amputation Of Cervix,1,PKG,35618-03-00,7008.75,
FMOBG-3021,Simple Vulvectomy,1,PKG,35536-01-00,8186.22,
FMOBG-3022,Classical Repair,1,PKG,35573-00-00,11088,
FMOBG-3023,Oophrectomy,1,PKG,35713-07-00,12474,
FMOBG-3024,Hysterectomy,2,PKG,35653-01-00,19206.055,
FMOBG-3025,Fothergills Operation,1,PKG,35595-01-00,11781,
FMOBG-3026,Excision Of Tubal (Ectopic Pregnancy),1,PKG,35678-00-00,10866.24,
FMOBG-3027,Myomectomy,1,PKG,35649-01-00,11088,
FMOBG-3028,C.S. With Abdominal Hysterectomy,1,PKG,35653-01-00,20000,
FMOBG-3029,Vaginal Hysterectomy,2,PKG,35657-00-00,17000,
FMOBG-3030,Repair Of Vesico-Vaginal Fistula,1,PKG,35596-01-00,16443,
FMOBG-3031,Repair Of Recto-Vaginal Fistula,1,PKG,35596-00-00,16443,
FMOBG-3032,Radical Vulvectomy,1,PKG,35548-00-00,15757.875,
FMOBG-3033,Abdominal Panhysterectomy,2,PKG,35653-01-00,20000,
FMOBG-3034,Recurrent Myomectomy,1,PKG,35649-03-00,15757.875,
FMOBG-3035,Recurrent Ovarian Tumour,1,PKG,35638-04-00,15757.875,
FMOBG-3036,Abdominal Sling For Congenital Prolapse,1,PKG,35571-00-00,15757.875,
FMOBG-3037,Expl. & Reconstruction Of Tubes,1,PKG,90433-01-01,13167,
FMOBG-3038,Abdominal Colpopexy,1,PKG,35597-01-00,16443,
FMOBG-3039,Vaginal Sacrospinous Fixation / Hysteropexy,1,PKG,35568-00-00,15529.5,
FMOBG-3040,Vaginal Colposcopy,1,PKG,35614-00-00,16443,
FMOBG-3041,Vaginal Sacro Spinous Fixation / Hysteroscopy,1,PKG,35597-00-00,15529.5,
FMOBG-3042,Normal Delivery (With Normal Baby),1,PKG,90467-00-00,5886.5625,
FMOBG-3043,Vacuum Delivery (With Normal Baby),1,PKG,90469-00-00,8000,
FMOBG-3044,Breech Delivery (With Normal Baby),1,PKG,90470-00-00,8000,
FMOBG-3045,Caesarian Delivery (With Normal Baby),2,PKG,16520-00-00,14490,
FMOBG-3046,Normal Delivery For Twins (Uncomplicated),1,PKG,90467-00-00,7758.1875,
FMOBG-3047,Caesarian Delivery For Twins (Uncomplicated),1,PKG,16520-02-00,18000,
FMOBG-3048,Caesarian Delivery For Triplets (Uncomplicated),1,PKG,16520-04-00,18018,
FMOBG-9910,Vaginal Birth After C.S ( Vpac),2,PKG,83700-00-00,18000,
FMONC-0002,Chemotheraphy 1 Day Treatment In Clinic Or Ward, ,Service,96206-00-00,1035,
FMONC-0003,Chemotheraphy 2 Days Treatment,0,Service,96199-19-00,560.6415,
FMONC-0005,Oncology Doctor Supervision Charges, ,Service,83600-00-10,3190,
FMONC-0007,3 Months Chemotherapy (Clinic),0,Service,96199-00-00,1260,
FMONC-0008,Intracavitary Chemotherapy Instillation In Emergency Or Ward,0,Service,83700-00-00,1715,
FMONC-0009,Thyrotoxicosis (Each Dose),0,Service,16009-00-00,2670,
FMONC-0010,Thyroid Cancer (Ablative Dose),0,Service,15000-00-00,6445,
FMONC-0012,Polycythemia(Therapeutic Dose),0,Service,83700-00-00,6445,
FMONC-0014,Stronium Beta Irradiation,0,Service,16015-00-00,835,
FMONC-0015,Stronium Beta Irradiation After Operation (Each Session),0,Service,16015-00-00,470,
FMONC-0016,Profile Stronium Beta Irradiation Complete Pkg (3 Session),0,Service,16015-00-00,1100,
FMONC-0017,Profile Stronium Beta Irradiation Complete Package,0,Service,16015-00-00,1370,
FMONC-0018,Radiationtherapy (Full Course),0,Service,15000-00-00,18850,
FMONC-0019,Radiation (Half Course),0,Service,15000-00-00,10070,
FMONC-0021,Radiotherapy One Session,0,Service,99999-99-99,1370,
FMONC-0022,Tapping Of Ascitis,0,Service,30406-00-00,835,
FMONC-0023,Tapping Of Pleural Effusion,0,Service,99999-99-99,995,
FMONC-0024,Intrathecal Chemotherapy,0,Service,96198-00-00,1030,
FMONC-0026,Intracavitary Irradiation 1 Session,0,Service,83700-00-00,3410,
FMONC-0028,Metastron C Radioactive Strontium,0,Service,16015-00-00,20700,
FMONC-0029,Fine Needle Aspiration Breast Or Thyroid,0,Service,99999-99-99,4560,
FMONC-0030,Radical Treatment Start Payment,0,Service,83700-00-00,12445,
FMONC-0031,Radical Treatment Rest Payment,0,Service,83700-00-00,6570,
FMONC-0032,Radical - Planning,0,Service,99999-99-99,2995,
FMONC-0033,Treatment Ct-Simulation,0,Service,96155-00-00,2010,
FMONC-0035,Treatmet -Calculation,0,Service,90762-00-00,3870,
FMONC-0037,Palliative Treatment,0,Service,15254-00-00,4245,
FMONC-0038 ,PALLIATIVE TREATMENT REST PAYMENT ,,Service ,15000-00-00 ,1500,
FMONC-0044,Two Weeks 10 Fractions,0,Service,83700-00-00,4245,
FMONC-0050,One Week 5 Fractions,0,Service,15600-01-00,2190,
FMONC-0051,Radio Surgery Olfactory Grove,0,Service,15600-00-00,30195,
FMONC-0056,One Fraction,0,Service,83700-00-00,715,
FMONC-0062,One Fraction Half Body,0,Service,15600-02-00,1120,
FMONC-0068,Half Body 6-8-Fraction,0,Service,15600-02-00,2855,
FMONC-0073,Half Body 6-8-Follow Up,0,Service,83700-00-00,615,
FMONC-0074,Ct-Planning,0,Service,60100-00-00,1120,
FMONC-0075,X-Ray Check Film,0,Service,90909-00-00,590,
FMONC-0076,Bone Marrow Biopsy Under G.A, ,Service,99999-99-99,1090,
FMONC-0082,Celiac Plexus,0,Service,18288-00-00,10500,
FMONC-0087,Blood Irradiation,0,Service,73250-02-60,3375,
FMONC-0089,Genicular Nerve Radiofrequency Ablation (Rfa),0,Service,50124-01-10,6300,
FMONC-0104,Sphenopalatine Ganglion (Therapeutic),0,Service,90595-00-00,6300,
FMONC-0105,Plantar Common Digital Nerve (Morton'S Neuroma),0,Service,90016-00-00,1050,
FMONC-0111,Psoas Or Quadratus Muscle Injection Under Fluoroscopy,0,Service,90595-00-00,2625,
FMONC-0126,Rf Of S3 Lateral Branches,0,Service,83700-00-00,10500,
FMONC-0201 ,CT STIMULATION ,,Service ,90904-00-00 ,2200,
FMONC-0202 ,CT STIMULATION WITH CONTRAST ,,Service ,90904-00-00 ,3000,
FMONC-0203 ,PET CT STIMULATION ,,Service ,90904-00-00 ,6000,
FMONC-0205 ,IMRT ONE SESSION ,,Service ,15506-02-00 ,1500,
FMONC-0206 ,"3D CONFORMAL FULL COURSE (25-30
sessions) ",,Service ,15550-00-00 ,30000,
FMONC-0207 ,ONE SESSION CONFORMAL ,,Service ,15550-00-00 ,1500,
FMONC-1002,Chemotherapy One Mo.Treatment (Inj 3Days/Wk+Fllow Up)Clinic,0,Service,96206-00-00,4000,
FMONC-1008,Im Injection - Oncology, ,Service,96197-19-00,95,
FMONC-1009,Subcutaneous Injection - Oncology,0,Service,90660-00-00,103.95,
FMONC-1039,Blood Sample Extraction,0,Service,73100-09-80,400,
FMONC-1055,Tumor Ablation By Alcohol,1,PKG,40330-00-00,15000,
FMONC-1056,Additional Nuclear Scan,0,Service,83700-00-00,3052,
FMONC-3000,Lumbar Puncture With Intrathecal Chemotherapy Without Medication Under Ga,1,PKG,39000-00-00,5670,
FMONC-3001,Bone Marrow Aspiration Without Biopsy Under Ga,1,PKG,99999-99-99,5670,
FMONC-3002,Bone Marrow Aspiration With Biopsy Without Histopathology Under Ga,DAY CASE,PKG,30087-00-00,9424.800000000001,
FMONCS-000,Radio Surgery Olfactory Groove,0,Service,15600-00-00,30195,
FMOPT-0041,Color Blind Test,0,Service,83700-00-00,150,
FMOPT-2003,Cross Linking - Bilateral,1,PKG,42652-00-12,8500,
FMOPT-2003,Cross Linking - Bilateral,,Service ,42652-00-11,7000,
FMOPT-3001,Phacoemulsification With Iol -Unilateral ,0,Service,42698-07-01,12622.5,
FMOPT-3003,Lasik For Both Eyes,1,PKG,90064-01-02,9000,
FMOPT-4000,Orbital Exploration,1,PKG,42533-00-01,8130.150000000001,
FMOPT-4001,Orbital Tumour Biopsy+Histopathology Analysis,1,PKG,42533-01-01,8700,
FMOPT-4002,Orbital Tumour Excision+Histopathology Analysis,1,PKG,42533-01-01,9420,
FMOPT-4003,Reconstruction Of Orbital Base Fracture,1,PKG,45590-00-01,15894.900000000001,
FMOPT-4004,Exentration,1,PKG,42536-00-01,14798.7,
FMOPT-4005,Enucleation Or Evisceration Of Eye Ball,1,PKG,42506-00-00,5499.900000000001,
FMOPT-4006,Enucleation Or Evisceration=Prosth.Implant,1,PKG,42509-00-00,8640,
FMOPT-4007,Posterior Orbital Exploration,1,PKG,42533-00-01,12751.2,
FMOPT-4008,Posterior Orbital Tumour,1,PKG,42543-00-01,16991.100000000002,
FMOPT-4009,Optic Nerve Sheath Fenes – Onsf,1,PKG,42548-00-00,15894.900000000001,
FMOPT-4010,Thyroid Orbital Decompression (One Eye),1,PKG,42545-01-01,16991.100000000002,
FMOPT-4011,Thyroid Orbital Decompression (Both Eyes),2,PKG,42545-01-02,26239.5,
FMOPT-4012,Socket Reconstruction,1,PKG,42527-00-01,9424.800000000001,
FMOPT-4013,Enucl. With Hydroxy. Orbital,1,PKG,42506-00-00,20512.8,
FMOPT-4014,Implan. Of Reg. In Enuc. Evisc.,1,PKG,42515-00-00,8802.99,
FMOPT-4015,Impl. Of Hydr. Orb. In Enucl.,1,PKG,42509-00-00,19404,
FMOPT-4016,Drill Of Hyder. Imp. With Artif.,1,PKG,90086-00-01,7681.59,
FMOPT-4017,Repair Of Small Wound Of Lid,DAY CASE,PKG,30052-01-01,1575,
FMOPT-4018,Reconstruction Of Lid Laceration,1,PKG,90060-00-01,5670,
FMOPT-4019,Excision Of Small Lid Growth In O.R.,DAY CASE,PKG,90086-00-01,2546.46,
FMOPT-4020,Excision Of Chalazion Under G.A.,DAY CASE,PKG,30052-01-01,1816.29,
FMOPT-4021,Excision Of Lid Tumour+Histopathology Analysis,1,PKG,31230-00-01,5670,
FMOPT-4022,Tarsorrhaphy (One Eye),1,PKG,42584-00-01,7546.875,
FMOPT-4023,Ptosis Repair (One Eye),1,PKG,45623-05-01,8130.150000000001,
FMOPT-4024,Repair Of Entropion Or Ectropion (One Eye),1,PKG,45626-00-02,5670,
FMOPT-4025,Repair Of Entropion Or Ectropion (Both Eyes),1,PKG,45626-00-01,8130.150000000001,
FMOPT-4026,Trichiasis Repair (One Eye),DAY CASE,PKG,42587-03-01,4365.900000000001,
FMOPT-4027,Trichiasis Repair (Both Eyes),DAY CASE,PKG,42587-03-01,6560.1900000000005,
FMOPT-4028,Eye Plastic Surgery,1,PKG,45617-00-01,12030.480000000001,
FMOPT-4029,Electrolysis For Eye Lashes In O.R.,DAY CASE,PKG,42587-04-01,1197,
FMOPT-4030,Repair Of Simple Lid+Explora,DAY CASE,PKG,30052-01-02,5046.3,
FMOPT-4031,Simple Lid Reconstruction,1,PKG,45206-00-01,4706.1,
FMOPT-4032,Complex Lid Reconstruction,1,PKG,90095-00-01,8870.4,
FMOPT-4033,Lid Reconstruction Using Flapes Or Graft,1,PKG,90095-00-01,12751.2,
FMOPT-4034,Exci.Multiple Small Lid Grow,DAY CASE,PKG,90084-00-01,2546.46,
FMOPT-4035,Exci. Of Multi Chalaz. In Or,DAY CASE,PKG,42575-00-01,3712.5,
FMOPT-4036,Exci. Of Lid Tumour With Com. Re,1,PKG,31230-00-01,8130.150000000001,
FMOPT-4037,Exci. Of Lid Tum=Rec. Us Flao,1,PKG,31230-00-01,12751.2,
FMOPT-4038,Bilateral Sim. Ptosis Repair,1,PKG,45623-05-02,16443,
FMOPT-4039,Unilat. Ptosis Repair+Fresh,1,PKG,45623-05-01,13860,
FMOPT-4040,Bil. Ptosis Repair+Fresh Fasc.,1,PKG,45623-05-02,20884.5,
FMOPT-4041,Unil. Levator Mus. Recession,1,PKG,45623-02-01,10921.68,
FMOPT-4042,Bil. Levator Mus. Recession,1,PKG,45623-02-02,16443,
FMOPT-4043,Unilateral Tarsal Strip,1,PKG,45614-01-01,6560.1900000000005,
FMOPT-4044,Bilateral Tarsal Strip,1,PKG,45614-01-02,8814.960000000001,
FMOPT-4045,Unilateral Tarsal Strip With Graft,1,PKG,42551-00-00,8130.150000000001,
FMOPT-4046,Bilateral Tarsal Strip With Graft,1,PKG,42551-00-00,11254.32,
FMOPT-4047,Unilateral Repair Entr. Ectropin,1,PKG,45626-00-01,8130.150000000001,
FMOPT-4048,Bilateral Repair Entr. Ectropin,1,PKG,45626-00-02,13139.28,
FMOPT-4049,Unilateral Limited Myectomy Upper Lid,1,PKG,90090-00-01,10533.6,
FMOPT-4050,Bilateral Limited Myectomy Upper Lid,1,PKG,90090-00-02,17574.48,
FMOPT-4051,Unilateral Full Myectomy Upper Lid,1,PKG,90090-00-01,16991.100000000002,
FMOPT-4052,Bilateral Full Myectomy Upper Lid,1,PKG,90090-00-02,25704,
FMOPT-4053,Unilateral Full Myectomy Lower Lid,1,PKG,90090-00-01,25168.5,
FMOPT-4054,Bilateral Myectomy Lower Lid,1,PKG,90090-00-02,19958.4,
FMOPT-4055,Unilateral Blepharoplasty Upper Lid,2,PKG,45625-00-01,9979.2,
FMOPT-4056,Bilateral Blepharoplasty Upper Lid,1,PKG,45625-00-02,16991.100000000002,
FMOPT-4057,Unilateral Blepharoplasty Lower Lid,1,PKG,45625-00-01,9424.800000000001,
FMOPT-4058,Bilateral Blepharoplasty Lower Lid,1,PKG,45625-00-02,14250.6,
FMOPT-4059,Unilateral Eye Brow Plasty,1,PKG,45587-01-00,9702,
FMOPT-4060,Bilateral Eye Brow Plasty,1,PKG,45588-01-00,14250.6,
FMOPT-4061,Botulium Toxin Injection,1,PKG,92163-00-00,6560.1900000000005,
FMOPT-4062,Gold Weight Lid Implantation,1,PKG,42869-00-01,10810.800000000001,
FMOPT-4063,Probing & Syringing Under G.A. (One Eye),DAY CASE,PKG,42614-01-00,2664.9,
FMOPT-4064,Probing & Syringing Under G.A. (Both Eyes),DAY CASE,PKG,42615-01-00,4422.6,
FMOPT-4065,Three Snip Operation (One Eye),DAY CASE,PKG,90092-00-01,4422.6,
FMOPT-4066,Three Snip Operation (Both Eyes),1,PKG,90092-00-02,6520.5,
FMOPT-4067,Reconstruction Of Lacrimal Ducts+Last. Tube,1,PKG,90088-00-01,8690.85,
FMOPT-4068,Dacryocystectomy,1,PKG,42596-01-01,5499.900000000001,
FMOPT-4069,D.C.R.,1,PKG,42623-00-01,12600,
FMOPT-4070,Biopsy Of Lacrimal Gland Tumor+Histopath. Analysis,1,PKG,30075-35-01,6560.1900000000005,
FMOPT-4071,Excision Of Lacrimal Gland,1,PKG,42593-00-01,9812.880000000001,
FMOPT-4072,Silicone Intubation One Eye,1,PKG,42608-00-01,5499.900000000001,
FMOPT-4073,Unilateral Probing & Syringing+Intubation,1,PKG,42614-01-00,5499.900000000001,
FMOPT-4074,Bilateral Probing & Syringing+Intubation,1,PKG,42615-01-00,8802.99,
FMOPT-4075,Unilateral Media Spindle Surgery,1,PKG,45626-00-01,5499.900000000001,
FMOPT-4076,Bilateral Medial Spindle Surgery,1,PKG,45626-00-02,7008.75,
FMOPT-4077,Dcr+Lester Jones Tube,1,PKG,42623-00-01,15182.37,
FMOPT-4078,Dcr+Canalicular Reconstruction,1,PKG,42623-00-01,13028.400000000001,
FMOPT-4079,Temprory Artery Biopsy+Histo.,DAY CASE,PKG,34109-00-00,5499.900000000001,
FMOPT-4080,Balloon Dacryoplasty,1,PKG,42593-01-01,8802.99,
FMOPT-4081,Collagen Plug,DAY CASE,PKG,42620-00-01,1575,
FMOPT-4082,Unilateral Punctal Occlusion,DAY CASE,PKG,90067-00-01,4252.5,
FMOPT-4083,Bilateral Punctal Occlusion,DAY CASE,PKG,42620-00-02,6560.1900000000005,
FMOPT-4084,Repair Of Conjunctiva Laceration,DAY CASE,PKG,42632-02-01,2309.58,
FMOPT-4085,Biopsy Of Conj. Tumour+Histopathology Analysis,DAY CASE,PKG,42676-00-01,6560.1900000000005,
FMOPT-4086,Excision Of Conj. Tumour+Histopathology Analysis,1,PKG,42683-00-01,8130.150000000001,
FMOPT-4088,Pterygium Excision,DAY CASE,PKG,42686-00-01,4479.3,
FMOPT-4089,Pterygium Excision+Conj. Graft,1,PKG,42686-00-01,7289.1,
FMOPT-4090,Pterygium Excision+Lamellar Keratoplasty,1,PKG,42686-00-01,10200.960000000001,
FMOPT-4091,Corneal Transplant (Keratoplasty (Pkp)),2,PKG,90067-00-01,26565,
FMOPT-4092,Excision Of Corneal Tumour+Histopath. Analysis,1,PKG,42573-00-01,9147.6,
FMOPT-4093,Removal Of Deep Corneal F.B.,DAY CASE,PKG,42644-04-01,7008.75,
FMOPT-4094,Tattoing,DAY CASE,PKG,90662-00-00,6672.330000000001,
FMOPT-4095,Lamellar Keratoplasty+Scleroplasty,1,PKG,90064-00-01,21067.2,
FMOPT-4096,Keraoplasty+Cataract+Ext. Iol,1,PKG,90064-00-01,25357.5,
FMOPT-4097,Keraoplasty+Secondary Iol,1,PKG,90064-00-01,21420,
FMOPT-4098,Removal Of P.K.P. Sutures (Operation Outside Hospital),DAY CASE,PKG,42668-00-01,1449,
FMOPT-4099,Corneal Wound Suturing,1,PKG,90176-00-00,7569.450000000001,
FMOPT-4100,Phototherapetuci Keratectomy (P.T.K.) One Eye,1,PKG,90063-00-01,9812.880000000001,
FMOPT-4101,Keratoprosthesis,2,PKG,90120-00-01,24633,
FMOPT-4102,Anterior Stromal Puncture,DAY CASE,PKG,42692-01-01,2309.58,
FMOPT-4103,"Radial Keratotomy (R.K., Ark, Rkt) One Eye",DAY CASE,PKG,90062-00-01,7242.375,
FMOPT-4104,Photorefractive Keratectomy [P.R.K.] (One Eye),DAY CASE,PKG,42810-00-01,7008.75,
FMOPT-4105,Holmium Thermokeratoplasty Ltk,1,PKG,90064-00-01,6541.5,
FMOPT-4106,Myopic Repair Second Stage,DAY CASE,PKG,90064-00-01,2309.58,
FMOPT-4107,Irs Claw Phakic (Iol),1,PKG,42701-00-01,14798.7,
FMOPT-4108,Prk With Mkm (Disk Flap),1,PKG,90063-00-01,8802.99,
FMOPT-4109,Anterior Chamber – Phakik Iol,DAY CASE,PKG,42743-00-01,14248.080000000002,
FMOPT-4110,Posterior Chamber – Phakik Iol,1,PKG,42703-00-01,13800,
FMOPT-4111,Extracapsular Clear Lens H.M.,1,PKG,42698-08-01,10533.6,
FMOPT-4112,Extracapsular Cl. Lens+Iol H.M.,1,PKG,42698-08-01,11642.4,
FMOPT-4113,Extracapsular C. Lens+Iol Hype,1,PKG,42698-08-01,11642.4,
FMOPT-4114,Hyperopic Keratomil. Hkm - Halk,1,PKG,90064-00-01,9702,
FMOPT-4115,Photo. Kera. Astigm.-Pak Visx,1,PKG,90063-00-01,9240,
FMOPT-4116,Intacs Icrs (One Ring),DAY CASE,PKG,42672-00-01,7476,
FMOPT-4117,Intacs Icrs (Two Rings),2,PKG,42672-00-01,9240,
FMOPT-4118,Myoring Corneal Ring,1,PKG,42672-00-01,8831.025,
FMOPT-4119,Corneal Ring Removal (Done Outside),DAY CASE,PKG,42644-04-01,2898,
FMOPT-4121,Icl Phakic Lens,DAY CASE,PKG,42698-06-01,6142.5,
FMOPT-4122,Artisan Phakic Lens,1,PKG,42701-00-01,7849.8,
FMOPT-4123,Toric Icl Phakic Lens,1,PKG,42701-00-01,7943.25,
