CODE,NAME,Price,LOS,Service Type,Insurance,SBS CODE 1,Code Hyphanated,Description,SBS CODE 2,Code Hyphanated.1,Description.1,SBS CODE 3,Code Hyphanated.2,Description.2,SBS CODE 4,Code Hyphanated.3,Description.3,SBS CODE 5,Code Hyphanated.4,Description.4,SBS CODE 6,Code Hyphanated.5,Description.5
FMORT-0048,REMVL OF INT.FIXATN DEVICE AT  UNSPEC. SITE.,3005.2,,SERVICE,Total Care PL,479300001,47930-00-01,"Removal of plate, rod or nail, NEC, unilateral",479300002,47930-00-02,"Removal of plate, rod or nail, NEC, bilateral",,,,,,,,,,,,
FMORT-0049,"REMVL OF INT. FIXATN DEVICE AT SCAPULA,CLAVICLE,THORAX (R/S)",18000.0,1 DAY,PKG,Total Care PL,479210001,47921-00-01,"Insertion internal fixation device NEC, unilateral",,,,,,,,,,,,,,,
FMORT-0050,REMVL OF INT. FIXATN DEVICE AT HUMERUS,14000.0,1 DAY,PKG,Total Care PL,479210001,47921-00-01,"Insertion internal fixation device NEC, unilateral",,,,,,,,,,,,,,,
FMORT-0051,REMVL OF INT.FIXATN DEVICE AT  RADIUS & ULNA,12000.0,Day Case,PKG,Total Care PL,479210001,47921-00-01,"Insertion internal fixation device NEC, unilateral",,,,,,,,,,,,,,,
FMORT-0052,REMVL OF INT. FIXATN DEVICE AT CARPALS & METACARPALS,10000.0,Day Case,PKG,Total Care PL,479210001,47921-00-01,"Insertion internal fixation device NEC, unilateral",,,,,,,,,,,,,,,
FMORT-0053,REMVL OF INT. FIXATN DEVICE AT FEMUR,14000.0,1 DAY,PKG,Total Care PL,479210001,47921-00-01,"Insertion internal fixation device NEC, unilateral",,,,,,,,,,,,,,,
FMORT-0054,REMVL OF INT. FIXATN DEVICE AT PATELLA,12000.0,Day Case,PKG,Total Care PL,479210001,47921-00-01,"Insertion internal fixation device NEC, unilateral",,,,,,,,,,,,,,,
FMORT-0055,REMVL OF INT. FIXATN DEVICE AT TARSALS & METATARSALS,11000.0,Day Case,PKG,Total Care PL,479210001,47921-00-01,"Insertion internal fixation device NEC, unilateral",,,,,,,,,,,,,,,
FMORT-0065,CLOSED REDUCT OF FRACT.W/O INT FIX. AT UNSPEC. SITE,12000.0,1 DAY,PKG,Total Care PL,,,,,,,,,,,,,,,,,,
FMORT-0066,CLOSED REDUCT OF FRAC W/O INT. FIX AT RADIUS & ULNA,8000.0,Day Case,PKG,Total Care PL,473630001,47363-00-01,"Closed reduction fracture distal radius, unilateral",,,,,,,,,,,,,,,
FMORT-0067,CLOSED REDUCT OF FRAC.W/O INT.FIX AT CARPALS & METACARPALS,6000.0,Day Case,PKG,Total Care PL,473480001,47348-00-01,"Closed reduction of fracture of carpus, unilateral",473360001,47336-00-01,"Closed reduction fracture of metacarpus, unilateral",,,,,,,,,,,,
FMORT-0068,CLOSED REDUCT OF FRACT W/O INT FIX AT PHALANGES - HAND,9000.0,Day Case,PKG,Total Care PL,473000001,47300-00-01,"Closed reduction fx distal phalanx hand, unilateral",,,,,,,,,,,,,,,
FMORT-0069,CLOSED REDUCT OF FRACT W/O INT FIX AT FEMUR,15000.0,Day Case,PKG,Total Care PL,475160101,47516-01-01,"Closed reduction of fracture of femur, unilateral",,,,,,,,,,,,,,,
FMORT-0070,CLOSED REDUCT OF FRACT W/O INT FIX TIBIA & FIBULA,12000.0,1 DAY,PKG,Total Care PL,475640001,47564-00-01,"Closed reduction fracture shaft of tibia, unilateral",475640001,47564-00-01,"Closed reduction fracture shaft of tibia, unilateral",,,,,,,,,,,,
FMORT-0071,CLOSED REDUCT OF FRACT W/O INT FIX AT TARSALS & MATATARSALS,9000.0,1 DAY,PKG,Total Care PL,476210001,47621-00-01,"Closed reduction fx tarsometatarsal jt, unilateral",,,,,,,,,,,,,,,
FMORT-0072,CLOSED REDUCT OF FRACT W/O INT FIX AT PHALANGES-FOOT,9000.0,Day Case,PKG,Total Care PL,476720001,47672-00-01,"Closed rdctn fx phalanx not great toe, unilateral",,,,,,,,,,,,,,,
FMORT-0073,CLOSED REDUCT OF FRACT W/ INT. FIX AT UNSPEC. SITE,15000.0,1 DAY,PKG,Total Care PL,,,,,,,,,,,,,,,,,,
FMORT-0074,CLOSED REDUCT OF FRACT W/ INT. FIX AT HUMERUS,25000.0,1 DAY,PKG,Total Care PL,474560101,47456-01-01,"Closed rdctn fx distal humerus w IF, unilateral",,,,,,,,,,,,,,,
FMORT-0075,CLOSED REDUCT OF FRACT W/ INT. FIX AT CARPALS & METACARPALS,14000.0,Day Case,PKG,Total Care PL,473480101,47348-01-01,"Closed reduction fracture carpus w IF, unilateral",473360101,47336-01-01,"Closed rdctn fracture metacarpus w IF, unilateral",,,,,,,,,,,,
FMORT-0076,CLOSED REDUCT OF FRACT W/ INT. FIX AT PHALANGES-HAND,15000.0,Day Case,PKG,Total Care PL,473000101,47300-01-01,"Closed rdctn fx distal phalanx hand IF, unilateral",,,,,,,,,,,,,,,
FMORT-0077,CLOSED REDUCT OF FRACT W/ INT.FIX AT FEMUR,15000.0,2 DAYS,PKG,Total Care PL,475310001,47531-00-01,"Closed reduction fracture femur with IF, unilateral",,,,,,,,,,,,,,,
FMORT-0078,CLOSED REDUCT OF FRACT W/ INT.FIX AT TIBIA & FIBULA,25000.0,1 DAY,PKG,Total Care PL,475660001,47566-00-01,"Closed rdctn fracture shaft tibia w IF, unilateral",475660401,47566-04-01,"Clsd reduction fx fibula w internal fix, unilateral",,,,,,,,,,,,
FMORT-0079,CLOSED REDUCT OF FRACT W/ INT. FIX AT TARSALS & METATARSALS],15000.0,1 DAY,PKG,Total Care PL,476210101,47621-01-01,"Closed rdctn fx tarsometatarsal jt w IF, unilateral",,,,,,,,,,,,,,,
FMORT-0080,CLOSED REDUCT OF FRACT W/ INT. FIX AT PHALANGES - FOOT,15000.0,Day Case,PKG,Total Care PL,476720001,47672-00-01,"Closed rdctn fx phalanx not great toe, unilateral",,,,,,,,,,,,,,,
FMORT-0081,OPEN REDUCT OF FRACT W/O INT. FIX AT UNSPEC SITE,12000.0,Day Case,PKG,Total Care PL,,,,,,,,,,,,,,,,,,
FMORT-0082,OPEN REDUCT OF FRACT W/O INT. FIX AT HUMERUS,16000.0,Day Case,PKG,Total Care PL,474500001,47450-00-01,"Open reduction fracture shaft of humerus, unilateral",,,,,,,,,,,,,,,
FMORT-0083,OPEN REDUCT OF FRACT W/O INT. FIX AT RADIUS & ULNA,12000.0,Day Case,PKG,Total Care PL,473930001,47393-00-01,"Open rdctn fracture shaft radius & ulna, unilateral",,,,,,,,,,,,,,,
FMORT-0084,OPEN REDUCT OF FRACT W/O INT. FIX AT CARPALS & METACARPALS,12000.0,Day Case,PKG,Total Care PL,473420001,47342-00-01,"Open reduction fracture of metacarpus, unilateral",,,,,,,,,,,,,,,
FMORT-0085,OPEN REDUCT OF FRACT. W/O INT.FIX AT PHALANGES-HAND,12000.0,Day Case,PKG,Total Care PL,473060001,47306-00-01,"Open reduction fx distal phalanx hand, unilateral",,,,,,,,,,,,,,,
FMORT-0086,OPEN REDUCT OF FRACT W/O INT. FIX AT FEMUR,16000.0,Day Case,PKG,Total Care PL,475280001,47528-00-01,"Open reduction of fracture of femur, unilateral",,,,,,,,,,,,,,,
FMORT-0087,OPEN REDUCT OF FRACT W/O INT. FIX AT TARSALS & METATARSALS,12000.0,Day Case,PKG,Total Care PL,473420001,47342-00-01,"Open reduction fracture of metacarpus, unilateral",,,,,,,,,,,,,,,
FMORT-0088,OPEN REDUCT OF FRACT W/O INT. FIX AT PHALANGES - FOOT,12000.0,Day Case,PKG,Total Care PL,476720201,47672-02-01,"Open rdctn fx phalanx, not great toe, unilateral",,,,,,,,,,,,,,,
FMORT-0090,OPEN REDUCT OF FRACT W/INT FIX AT UNSPEC SITE.,24000.0,1 DAY,PKG,Total Care PL,,,,,,,,,,,,,,,,,,
FMORT-0091,OPEN REDUCT OF FRACT W/INT FIX AT HUMERUS,30000.0,1 DAY,PKG,Total Care PL,,,,,,,,,,,,,,,,,,
FMORT-0092,OPEN REDUCT OF FRACT W/INT FIX AT RADIUS & ULNA,22000.0,1 DAY,PKG,Total Care PL,473930101,47393-01-01,"Open rdctn fx shaft radius & ulna IF, unilateral",,,,,,,,,,,,,,,
FMORT-0093,OPEN REDUCT OF FRACT W/INT FIX AT CARPALS & METACARPALS,20000.0,1 DAY,PKG,Total Care PL,473510101,47351-01-01,"Open rdctn fracture carpus w IF, unilateral",473420101,47342-01-01,"Open rdctn fracture metacarpus w IF, unilateral",,,,,,,,,,,,
FMORT-0094,OPEN REDUCT OF FRACT W/INT FIX AT PHALANGES-HAND,18000.0,1 DAY,PKG,Total Care PL,,,,,,,,,,,,,,,,,,
FMORT-0095,OPEN REDUCT OF FRACT W/INT FIX AT FEMUR,30000.0,2 DAYS,PKG,Total Care PL,475280101,47528-01-01,"Open reduction fracture femur with IF, unilateral",,,,,,,,,,,,,,,
FMORT-0096,OPEN REDUCT OF FRACT W/INT FIX AT TIBIA & FIBULA,30000.0,1 DAY,PKG,Total Care PL,475660101,47566-01-01,"Open rdctn fracture shaft of tibia w IF, unilateral",475660501,47566-05-01,"Open reduction fx fibula w internal fix, unilateral",,,,,,,,,,,,
FMORT-0097,OPEN REDUCT OF FRACT W/INT FIX AT TARSALS & METATARSALS,20000.0,1 DAY,PKG,Total Care PL,476240101,47624-01-01,"Open rdctn fx tarsometatarsal jt w IF, unilateral",,,,,,,,,,,,,,,
FMORT-0098,OPEN REDUCT OF FRACT W/INT FIX AT PHALANGES-FOT,18000.0,1 DAY,PKG,Total Care PL,476720301,47672-03-01,"Open rdctn fx phalanx not great toe IF, unilateral",,,,,,,,,,,,,,,
FMORT-0099,OPEN REDUCT OF SEPARATED -    EPIPHYSIS AT UNSPEC SITE.,22000.0,1 DAY,PKG,Total Care PL,,,,,,,,,,,,,,,,,,
FMORT-0100,OPEN REDUCT OF SEPARATED      EPIPHYSIS AT RADIUS & ULNA,14000.0,1 DAY,PKG,Total Care PL,905410001,90541-00-01,"Clsd rdctn sep epiphys radius/ulna, unilateral",,,,,,,,,,,,,,,
FMORT-0101,OPEN REDUCT OF SEPARATED -    EPIPHYSIS AT FEMUR,22000.0,1 DAY,PKG,Total Care PL,475250101,47525-01-01,"Open rdctn slip capital femoral epiphys, unilateral",,,,,,,,,,,,,,,
FMORT-0102,OPEN REDUCT OF SEPARATED -    EPIPHYSIS AT TIBIA & FIBULA,22000.0,1 DAY,PKG,Total Care PL,905810001,90581-00-01,"Reduction of separated epiphysis, NEC, unilateral",,,,,,,,,,,,,,,
FMORT-0103,CLOSED REDUCT OF SEPARATED -   EPIPHYSIS AT UNSPEC. SITE,16000.0,1 DAY,PKG,Total Care PL,905810001,90581-00-01,"Reduction of separated epiphysis, NEC, unilateral",,,,,,,,,,,,,,,
FMORT-0104,CLOSED REDUCT OF SEPARATED -  EPIPHYSIS AT RADIUS & ULNA,16000.0,1 DAY,PKG,Total Care PL,905410001,90541-00-01,"Clsd rdctn sep epiphys radius/ulna, unilateral",,,,,,,,,,,,,,,
FMORT-0105,CLOSED REDUCT OF SEPARATED -   EPIPHYSIS AT FEMUR,20000.0,1 DAY,PKG,Total Care PL,475250001,47525-00-01,"Clsd rdctn slip capital femoral epiphys, unilateral",,,,,,,,,,,,,,,
FMORT-0106,CLOSED REDUCT OF SEPARATED -   EPIPHYSIS AT TIBIA & FIBULA,16000.0,1 DAY,PKG,Total Care PL,905810001,90581-00-01,"Reduction of separated epiphysis, NEC, unilateral",,,,,,,,,,,,,,,
FMORT-0107,DEBRIDEMENT OF COMPOUND FRACT. AT UNSPEC. SITE,14000.0,1 DAY,PKG,Total Care PL,905800001,90580-00-01,"Debridement of open fracture site, unilateral",,,,,,,,,,,,,,,
FMORT-0108,DEBRIDEMENT OF COMPOUND FRACT.AT HUMERUS,14000.0,1 DAY,PKG,Total Care PL,905800001,90580-00-01,"Debridement of open fracture site, unilateral",,,,,,,,,,,,,,,
FMORT-0109,DEBRIDEMENT OF COMPOUND FRACT. AT RADIUS & ULNA,14000.0,1 DAY,PKG,Total Care PL,905800001,90580-00-01,"Debridement of open fracture site, unilateral",,,,,,,,,,,,,,,
FMORT-0110,DEBRIDEMENT OF COMPOUND FRACT. AT CARPALS & METACARPALS,12000.0,1 DAY,PKG,Total Care PL,905800001,90580-00-01,"Debridement of open fracture site, unilateral",,,,,,,,,,,,,,,
FMORT-0111,DEBRIDEMENT OF COMPOUND FRACT. AT PHALANGES-HAND,12000.0,1 DAY,PKG,Total Care PL,905800001,90580-00-01,"Debridement of open fracture site, unilateral",,,,,,,,,,,,,,,
FMORT-0112,DEBRIDEMENT OF COMPOUND FRACT. AT FEMUR,14000.0,1 DAY,PKG,Total Care PL,905800001,90580-00-01,"Debridement of open fracture site, unilateral",,,,,,,,,,,,,,,
FMORT-0113,DEBRIDEMENT OF COMPOUND FRACT. AT TIBIA & FIBULA,14000.0,1 DAY,PKG,Total Care PL,905800001,90580-00-01,"Debridement of open fracture site, unilateral",,,,,,,,,,,,,,,
FMORT-0114,DEBRIDEMENT OF COMPUND FRACT.  AT TARSALS & METATARSALS,12000.0,1 DAY,PKG,Total Care PL,905800001,90580-00-01,"Debridement of open fracture site, unilateral",,,,,,,,,,,,,,,
FMORT-0115,DEBRIDEMENT OF COMPOUND FRACT. AT PHALANGES -FOOT,12000.0,1 DAY,PKG,Total Care PL,905800001,90580-00-01,"Debridement of open fracture site, unilateral",,,,,,,,,,,,,,,
FMORT-0116,CLOSED REDUCT OF DISLOCATN AT UNSPEC. SITE,600.6,,SERVICE,Total Care PL,,,,,,,,,,,,,,,,,,
FMORT-0117,CLOSED REDUCT OF DISLOCATN AT SHOULDER,12000.0,Day Case,PKG,Total Care PL,470090002,47009-00-02,"Closed reduction dislocation of shoulder, bilateral",,,,,,,,,,,,,,,
FMORT-0118,CLOSED REDUCT OF DISLOCATN AT  ELBOW,12000.0,Day Case,PKG,Total Care PL,470180001,47018-00-01,"Closed reduction of dislocation of elbow, unilateral",,,,,,,,,,,,,,,
FMORT-0119,CLOSED REDUCT OF DISLOCATN AT  WRIST,10000.0,Day Case,PKG,Total Care PL,470240201,47024-02-01,"Clsd rdctn disloc dstl radioulnar jt, unilateral",,,,,,,,,,,,,,,
FMORT-0120,CLOSED REDUCT OF DISLOCATN AT  HAND & FINGER,10000.0,Day Case,PKG,Total Care PL,,,,,,,,,,,,,,,,,,
FMORT-0121,CLOSED REDUCT OF DISLOCATN AT  HIP,12000.0,Day Case,PKG,Total Care PL,470360001,47036-00-01,"Closed reduction dislocation IPJ hand, unilateral",,,,,,,,,,,,,,,
FMORT-0122,CLOSED REDUCT OF DISLOCATN AT  KNEE,12000.0,Day Case,PKG,Total Care PL,470540001,47054-00-01,"Closed reduction of dislocation of knee, unilateral",,,,,,,,,,,,,,,
FMORT-0123,,12000.0,Day Case,PKG,Total Care PL,470630001,47063-00-01,"Closed reduction of dislocation of ankle, unilateral",,,,,,,,,,,,,,,
FMORT-0124,CLOSED REDUCT OF DISLOCATN AT  FOOT & TOE,10000.0,Day Case,PKG,Total Care PL,470690001,47069-00-01,"Closed reduction of dislocation of toe, unilateral",,,,,,,,,,,,,,,
FMORT-0125,OPEN REDUCT OF DISLOCATN AT    UNSPEC. SITE,25000.0,1 DAY,PKG,Total Care PL,,,,,,,,,,,,,,,,,,
FMORT-0126,OPEN REDUCT OF DISLOCATN AT    SHOULDER,30000.0,1 DAY,PKG,Total Care PL,470120001,47012-00-01,"Open reduction dislocation of shoulder, unilateral",,,,,,,,,,,,,,,
FMORT-0127,OPEN REDUCT OF DISLOCATN AT    ELBOW,30000.0,1 DAY,PKG,Total Care PL,470210001,47021-00-01,"Open reduction of dislocation of elbow, unilateral",,,,,,,,,,,,,,,
FMORT-0128,OPEN REDUCT OF DILOCATION AT WRIST,30000.0,1 DAY,PKG,Total Care PL,470270201,47027-02-01,"Open rdctn disloc dstl radioulnar jt, unilateral",,,,,,,,,,,,,,,
FMORT-0129,OPEN REDUCT OF DISLOCATION AT  HAND & FINGER,20000.0,1 DAY,PKG,Total Care PL,470390001,47039-00-01,"Open reduction dislocation IPJ hand, unilateral",,,,,,,,,,,,,,,
FMORT-0130,OPEN REDUCT OF DISLOCATION AT  HIP,30000.0,1 DAY,PKG,Total Care PL,470510001,47051-00-01,"Open reduction of dislocation of hip, unilateral",,,,,,,,,,,,,,,
FMORT-0131,OPEN REDUCT OF DISLOCATION AT  KNEE,30000.0,1 DAY,PKG,Total Care PL,470600001,47060-00-01,"Open reduction of dislocation of patella, unilateral",,,,,,,,,,,,,,,
FMORT-0132,OPEN REDUCT OF DISLOCATION AT  ANKLE,30000.0,1 DAY,PKG,Total Care PL,470660001,47066-00-01,"Open reduction of dislocation of ankle,unilateral",,,,,,,,,,,,,,,
FMORT-0133,OPEN REDUCT OF DISLOCATION AT  FOOT & TOE,20000.0,1 DAY,PKG,Total Care PL,470720001,47072-00-01,"Open reduction of dislocation of toe,unilateral",,,,,,,,,,,,,,,
FMORT-0134,DIAGNOSTIC ARTROSC.OF SHOULDER,1984.4,,SERVICE,Total Care PL,489450001,48945-00-01,"Arthroscopy of shoulder, unilateral",489450002,48945-00-02,"Arthroscopy of shoulder, bilateral",,,,,,,,,,,,
FMORT-0135,DIAGNOSTIC ARTROSC. OF KNEE,1984.4,,SERVICE,Total Care PL,495570001,49557-00-01,"Arthroscopy of knee, unilateral",495570002,49557-00-02,"Arthroscopy of knee, bilateral",,,,,,,,,,,,
FMORT-0136,EXCISN OF MINISCUS PER ARTROSC,12000.0,Day Case,PKG,Total Care PL,495600301,49560-03-01,"Arthroscopic meniscectomy of knee, unilateral",,,,,,,,,,,,,,,
FMORT-0137,CRUCIATE LIGAMENT REPAIR PER   ARTHROSCOPE,3968.8,,SERVICE,Total Care PL,495390001,49539-00-01,"Arthroscopic reconstruction of knee, unilateral",495390002,49539-00-02,"Arthroscopic reconstruction of knee, bilateral",,,,,,,,,,,,
FMORT-0138,ARTHROTOMY FOR REMOVAL OF      PROSTHESIS AT KNEE,26000.0,1 DAY,PKG,Total Care PL,495150001,49515-00-01,"Removal of knee prosthesis, unilateral",,,,,,,,,,,,,,,
FMORT-0139,ARTHROTOMY FOR REMOVAL OF      PROSTHESIS AT HIP,28000.0,2 DAYS,PKG,Total Care PL,493120000,49312-00-00,Excision arthroplasty of hip,,,,,,,,,,,,,,,
FMORT-0140,ARTHROTOMY FOR REMOVAL OF     PROSTHESIS AT ANKLE,24000.0,1 DAY,PKG,Total Care PL,906060100,90606-01-00,Removal of other soft tissue implant,,,,,,,,,,,,,,,
FMORT-0141,BIOPSY-JOINT STRUCTURE  OF -   SHOULDER,13000.0,Day Case,PKG,Total Care PL,489450101,48945-01-01,"Arthroscopic biopsy of shoulder, unilateral",,,,,,,,,,,,,,,
FMORT-0142,BIOPSY-JOINT STRUCTURE OF      UNSPEC. SITE,12000.0,Day Case,PKG,Total Care PL,501000101,50100-01-01,"Arthroscopic biopsy of joint, NEC, unilateral",,,,,,,,,,,,,,,
FMORT-0143,BIOPSY-JOINT STRUCTURE OF      ELBOW,12000.0,Day Case,PKG,Total Care PL,491180101,49118-01-01,"Arthroscopic biopsy of elbow, unilateral",,,,,,,,,,,,,,,
FMORT-0144,BIOPSY-JOINT STRUCTURE OF      WRIST,12000.0,Day Case,PKG,Total Care PL,492180101,49218-01-01,"Arthroscopic biopsy of wrist, unilateral",,,,,,,,,,,,,,,
FMORT-0145,BIOPSY-JOINT STRUCTURE OF HAND & FINGER,9000.0,Day Case,PKG,Total Care PL,501000101,50100-01-01,"Arthroscopic biopsy of joint, NEC, unilateral",,,,,,,,,,,,,,,
FMORT-0146,BIOPSY-JOINT STRUCTURE OF HIP,13000.0,1 DAY,PKG,Total Care PL,493030000,49303-00-00,Arthrotomy of hip,,,,,,,,,,,,,,,
FMORT-0147,BIOPSY-JOINT STRUCTURE OF KNEE,13000.0,1 DAY,PKG,Total Care PL,495000001,49500-00-01,"Open biopsy of knee, unilateral",,,,,,,,,,,,,,,
FMORT-0148,BIOPSY-JOINT STRUCTURE OF      ANKLE,12000.0,Day Case,PKG,Total Care PL,497000101,49700-01-01,"Arthroscopic biopsy of ankle, unilateral",,,,,,,,,,,,,,,
FMORT-0149,BIOPSY-JOINT STRUCTURE OF FOOT & TOE,9000.0,Day Case,PKG,Total Care PL,501000101,50100-01-01,"Arthroscopic biopsy of joint, NEC, unilateral",,,,,,,,,,,,,,,
FMORT-0150,BIOPSY-JOINT STRUCTURE OF      SPINE,20000.0,Day Case,PKG,Total Care PL,501000101,50100-01-01,"Arthroscopic biopsy of joint, NEC, unilateral",,,,,,,,,,,,,,,
FMORT-0151,CLUB FOOT RELEASE,20000.0,1 DAY,PKG,Total Care PL,503210000,50321-00-00,Release talipes equinovarus unilateral,,,,,,,,,,,,,,,
FMORT-0152,CORRECTIN OF METATARSUS VARUS,16000.0,1 DAY,PKG,Total Care PL,484000201,48400-02-01,"Osteotomy of metatarsal bone, unilateral",,,,,,,,,,,,,,,
FMORT-0153,RELEASE OF ADHERENT JNT CAPSUL CARTILAGE-UNSPEC. SITE.,10000.0,1 DAY,PKG,Total Care PL,905700001,90570-00-01,"Div jt capsule, ligament, cartilage NEC, unilateral",,,,,,,,,,,,,,,
FMORT-0154,"RELEASE OF ADHERENT JNT CAPSUL LIGAMENT,CARTILAGE-SHOULDER",15000.0,1 DAY,PKG,Total Care PL,905700001,90570-00-01,"Div jt capsule, ligament, cartilage NEC, unilateral",,,,,,,,,,,,,,,
FMORT-0155,"RELEASE OF ADHERENT JNT CAPSUL LIGAMENT,CARTILAGE-ELBOW",15000.0,1 DAY,PKG,Total Care PL,905700001,90570-00-01,"Div jt capsule, ligament, cartilage NEC, unilateral",,,,,,,,,,,,,,,
FMORT-0156,"RELEASE OF ADHERENT JNT CAPSUL LIGAMENT,CARTILAGE-WRIST",12000.0,1 DAY,PKG,Total Care PL,905700001,90570-00-01,"Div jt capsule, ligament, cartilage NEC, unilateral",,,,,,,,,,,,,,,
FMORT-0157,"RELEASE OF ADHERENT JNT CAPSUL LIGAMENT,CARTILAGE-HAND*FINGER",9000.0,1 DAY,PKG,Total Care PL,905700001,90570-00-01,"Div jt capsule, ligament, cartilage NEC, unilateral",,,,,,,,,,,,,,,
FMORT-0158,"RELEASE OF ADHERENT JNT CAPSUL LIGAMENT,CARTILAGE-HIP",15000.0,1 DAY,PKG,Total Care PL,905700001,90570-00-01,"Div jt capsule, ligament, cartilage NEC, unilateral",,,,,,,,,,,,,,,
FMORT-0159,"RELEASE OF ADHERENT JNT CAPSUL LIGAMENT,CARTILAGE-KNEE",15000.0,1 DAY,PKG,Total Care PL,495000401,49500-04-01,"Release of capsule of knee, unilateral",905700001,90570-00-01,"Div jt capsule, ligament, cartilage NEC, unilateral",,,,,,,,,,,,
FMORT-0160,"RELEASE OF ADHERENT JNT CAPSUL LIGAMENT,CARTILAGE-ANKLE",10000.0,1 DAY,PKG,Total Care PL,905700001,90570-00-01,"Div jt capsule, ligament, cartilage NEC, unilateral",,,,,,,,,,,,,,,
FMORT-0161,"RELEASE OF ADHERENT JNT CAPSUL LIGAMENT,CARTILAGE-FOOT & TOE",9000.0,1 DAY,PKG,Total Care PL,905700001,90570-00-01,"Div jt capsule, ligament, cartilage NEC, unilateral",,,,,,,,,,,,,,,
FMORT-0162,"RELEASE OF ADHERENT JNT CAPSUL LIGAMENT,CARTILAGE-SPINE",15000.0,1 DAY,PKG,Total Care PL,905700001,90570-00-01,"Div jt capsule, ligament, cartilage NEC, unilateral",,,,,,,,,,,,,,,
FMORT-0163,EXCISION OF DESTRUCTION INTER- VERTEBRAL DISC,40000.0,2 DAYS,PKG,Total Care PL,403030000,40303-00-00,"Discectomy for rec disc lesion, l lvl",,,,,,,,,,,,,,,
FMORT-0164,EXCISN OF SEMILUNAR CARTILAGE  OF KNEE,4207.5,,SERVICE,Total Care PL,905740101-905740102,,,,,,,,,,,,,,,,,
FMORT-0165,COMPLETE OR PARTL.RESEC OF     SYNOVIAL MEMB.UNSPEC.SITE,11000.0,1 DAY,PKG,Total Care PL,501040001,50104-00-01,"Synovectomy of joint, NEC, unilateral",,,,,,,,,,,,,,,
FMORT-0166,COMPLETE OR PARTL.RESECTION OF SYNOVIAL MEMBR.-SHOULDER,11000.0,1 DAY,PKG,Total Care PL,489360001,48936-00-01,"Synovectomy of shoulder, unilateral",,,,,,,,,,,,,,,
FMORT-0167,COMPLETE OR PARTL.RESECTION OF SYNOVIAL MEMB.-ELBOW,11000.0,1 DAY,PKG,Total Care PL,491090101,49109-01-01,"Synovectomy of elbow, unilateral",,,,,,,,,,,,,,,
FMORT-0168,COMPLETE OR PARTL.RESECTION OF SYNOVIAL MEMB.-WRIST,11000.0,1 DAY,PKG,Total Care PL,463420001,46342-00-01,"Synovectomy of distal radio-ulnar joint, unilateral",,,,,,,,,,,,,,,
FMORT-0169,COMPLETE OR PARTL.RESECTION OF SYNOVIAL MEMB.-HAND & FINGER,9000.0,1 DAY,PKG,Total Care PL,501040001,50104-00-01,"Synovectomy of joint, NEC, unilateral",,,,,,,,,,,,,,,
FMORT-0170,COMPLETE OR PARTL. RESECTION   OF HIP,20000.0,1 DAY,PKG,Total Care PL,493120000,49312-00-00,Excision arthroplasty of hip,,,,,,,,,,,,,,,
FMORT-0171,COMPLETE OF PARTL RESECTION OF KNEE,20000.0,1 DAY,PKG,Total Care PL,905740101,90574-01-01,"Excision of joint, NEC, unilateral",,,,,,,,,,,,,,,
FMORT-0172,INTRA ART. INJ. TO SHOULDER AND MEDICATION,367.4,,SERVICE,Total Care PL,501240100,,,,,,,,,,,,,,,,,
FMORT-0173,COMPLETE OR PARTL. RESECTION   OF ANKLE,18000.0,1 DAY,PKG,Total Care PL,905740101,90574-01-01,"Excision of joint, NEC, unilateral",,,,,,,,,,,,,,,
FMORT-0174,OTHER LOCAL EXCISN OR DESTRCTNOF LESION OF JNT.-UNSPEC.SITE,14000.0,1 DAY,PKG,Total Care PL,905740001,90574-00-01,"Excision of lesion of joint, NEC, unilateral",,,,,,,,,,,,,,,
FMORT-0175,OTHER LOCAL EXCISN OR DESTRCTNOF LESION-SHOULDER,16000.0,1 DAY,PKG,Total Care PL,312050010,31205-00-10,"Exc lesion of SSCT, other site, small",,,,,,,,,,,,,,,
FMORT-0176,OTHER LOCAL EXCISN OR DESTRCTNOF LESION - ELBOW,16000.0,1 DAY,PKG,Total Care PL,312050010,31205-00-10,"Exc lesion of SSCT, other site, small",,,,,,,,,,,,,,,
FMORT-0177,OTHER LOCAL EXCISN OR DESTRCTNOF LESION-WRIST,14000.0,1 DAY,PKG,Total Care PL,312350211,31235-02-11,"Excision of lesion SSCT, hand, small,unilateral",,,,,,,,,,,,,,,
FMORT-0178,OTHER LOCAL EXCISN OR DESTRCTNOF LESION-HAND & FINGER,12000.0,1 DAY,PKG,Total Care PL,312350211,31235-02-11,"Excision of lesion SSCT, hand, small,unilateral",312300401,31230-04-01,"Excision lesion SSCT, finger,unilateral",,,,,,,,,,,,
FMORT-0179,OTHER LOCAL EXCISN OR DESTRCTNOF LESION - HIP,16000.0,1 DAY,PKG,Total Care PL,312350311,31235-03-11,"Excision of lesion SSCT, leg, small,unilateral",,,,,,,,,,,,,,,
FMORT-0180,OTHER LOCAL EXCISN OR DESTRCTNOF LESION-KNEE,16000.0,1 DAY,PKG,Total Care PL,312350311,31235-03-11,"Excision of lesion SSCT, leg, small,unilateral",,,,,,,,,,,,,,,
FMORT-0181,OTHER LOCAL EXCISN OR DESTRCTNOF LESION - ANKLE,12000.0,1 DAY,PKG,Total Care PL,312350411,31235-04-11,"Excision of lesion SSCT, foot, small,unilateral",,,,,,,,,,,,,,,
