SERVICE CODE,CATEGORY,SUB-CATEGORY,SERVICE DESCRIPTION,الـوصـــــــــــــــــــف ,CASH  PRICE
7121279,LABORATORY,CHEMISTRY,"FOLIC ACID, SERUM", حمض فوليـك مـن الـــدم,637.5
7121280,LABORATORY,CHEMISTRY,FOOD PANEL 20 IGE ,اختبار فحص الاطعمة IGE,1425.0
7121281,LABORATORY,CHEMISTRY,FREE ANDROGEN INDEX,مؤشر الاندروجين الحر,1325.0
7121282,LABORATORY,CHEMISTRY,FREE FATTY ACIDS,أحماض دهنية حرة,187.5
7121283,LABORATORY,CHEMISTRY,FREE LIGHT CHAINS STRUCTURE ,سلاسل خفيفة حرة,675.0
7121284,LABORATORY,CHEMISTRY,FREE PSA,بي اس أ الحـر,487.5
7121285,LABORATORY,CHEMISTRY,FREE T4, تي 4 الحــر,300.0
7121286,LABORATORY,CHEMISTRY,FREE TESTOSTERONE, التيسـتـاتـرون الحـــر,637.5
7121287,LABORATORY,CHEMISTRY,FRUCTOSAMINE, فركتوز,750.0
7121288,LABORATORY,CHEMISTRY,FRUCTOSE TEST, أختبــار فـركـــتــوز,637.5
7121289,LABORATORY,CHEMISTRY,FSH, هرمون اف اس اتش,300.0
7121290,LABORATORY,CHEMISTRY,FT3, أختبـار هـرمـون الغـدة الـدرقيـة,300.0
7121291,LABORATORY,CHEMISTRY,FTA-ABS, أف. تي. اي. ( أختبار للزهــري ),637.5
7121292,LABORATORY,CHEMISTRY,FUNGUS CULTURE BLOOD, عد دم للفطريات,250.0
7121293,LABORATORY,CHEMISTRY,GABAPENTIN,جابا بنتين,675.0
7121294,LABORATORY,CHEMISTRY,GALACTOSE 1 PHOSPHATE URIDYLTRASFERASE (QUANTATIVE, جـلاكـتـوز أحـادي الفوسفــات,725.0
7121295,LABORATORY,CHEMISTRY,GALACTOSE-I PHOSPHATES,جالاكتوز -1-فوسفات,468.75
7121296,LABORATORY,CHEMISTRY,GALACTOSEMIA SCREENING, أختبـار مسـح الجلاكـتـوزيـمـيـا,637.5
7121297,LABORATORY,CHEMISTRY,GALECTIN-3,جالاكتين  -3,1000.0
7121298,LABORATORY,CHEMISTRY,GANGLIOSIDE PROFILE,تحليل كامل للدهون المعقدة في المادة الرمادية في الدماغ البشري,2100.0
7121299,LABORATORY,CHEMISTRY,GASTRIN,جسترين,625.0
7121300,LABORATORY,CHEMISTRY,GENTAMYCIN LEVEL (POST), مستوى الجنتاميسـن  في الدم بعد الإعطاء,600.0
7121301,LABORATORY,CHEMISTRY,GENTAMYCIN LEVEL (PRE), مستوى  الجنتاميسـن في الدم قبل الإعطاء,600.0
7121302,LABORATORY,CHEMISTRY,GGT, أنزيم كبدي جي. جي. تي.,87.5
7121303,LABORATORY,CHEMISTRY,"GLIADINE ABS IGA, IGG","عيـار أضـداد الغلـياديـن  IGA , IGG",975.0
7121304,LABORATORY,CHEMISTRY,GLOBULIN, جلوبيولين,87.5
7121305,LABORATORY,CHEMISTRY,GLUCAGON, جلوكاجون,750.0
7121306,LABORATORY,CHEMISTRY,GLUCOSE ( GLUCOMETER) TEST, اختبار قياس السكر بالشريط,56.25
7121307,LABORATORY,CHEMISTRY,GLUCOSE (SERUM) 2HPP, تحليل سكر بعد ساعتين من الفطار,87.5
7121308,LABORATORY,CHEMISTRY,GLUCOSE (SERUM) FASTING, أختبار سكر صائــم,87.5
7121309,LABORATORY,CHEMISTRY,GLUCOSE (SERUM) RANDOM, أختبار سكر عشوائي,87.5
7121310,LABORATORY,CHEMISTRY,GLUCOSE TOLERANCE TEST, أختبار تحمل السكر,300.0
7121311,LABORATORY,CHEMISTRY,GLUTAMATE DECARBOXYLASE ABS, عيـار أضـداد الكلوتامات دي  كاربوكيلاز,1025.0
7121312,LABORATORY,CHEMISTRY,GLYPICAN 3,جليبيكان 3 ,1125.0
7121313,LABORATORY,CHEMISTRY,GONOCOCCAL ABS,مضادات جونوكوكال,331.25
7121314,LABORATORY,CHEMISTRY,GRANULOCYTE CYTOPLASMA, قياس الخلايا البلازمية الحبيبيــة,750.0
7121315,LABORATORY,CHEMISTRY,GRANZYME B,جرانزايم ب,718.75
7121316,LABORATORY,CHEMISTRY,HAEMOGLOBIN DIFFERENT (A2 & F)," أنماط الهموجلوبيـن ( F, A2 )",875.0
7121317,LABORATORY,CHEMISTRY,HAMS TEST,تحليل هامس,406.25
7121318,LABORATORY,CHEMISTRY,HAPTOGLOBIN, هيبتــوجلـوبــيــن,637.5
7121319,LABORATORY,CHEMISTRY,HB A2 QUANTITATIVE, قياس الهيموجلوبيـن أ2 الكمـي,900.0
7121320,LABORATORY,CHEMISTRY,HBE ABS, مضادات الفيروس الـكــبـدي إي,300.0
7121321,LABORATORY,CHEMISTRY,HBE AG, مستضدات إلتهاب الكبد سي اي,300.0
7121322,LABORATORY,CHEMISTRY,HBV - DNA BY PCR, الإلتهاب الكبدي ب ( ب سي أر ),2625.0
7121323,LABORATORY,CHEMISTRY,"HBV-DNA, QUALITATIVE",فيروس بي - دي إن أ  نوعي,2025.0
7121324,LABORATORY,CHEMISTRY,"HBV-DNA, QUANTITATIVE",فيروس بي - دي إن أ  كمي,2250.0
7121325,LABORATORY,CHEMISTRY,HCV, مضادات الألتهاب الكبدي الفيروس ( س ),375.0
7121326,LABORATORY,CHEMISTRY,HCV GENOTYPING,الجينوتيب لمرضى الالتهاب الكبدى ج ( س ),3150.0
7121327,LABORATORY,CHEMISTRY,HCV IGG ABS,مضادات الالتهاب الكبدى ( فيروس سى ),1050.0
7121328,LABORATORY,CHEMISTRY,HCV-RNA (PCR) QUALITATIVE, قياس الإلتهاب الكبدي الوبائي سي(بي سي أر),2625.0
7121329,LABORATORY,CHEMISTRY,HCV-RNA (PCR) QUANTITATIVE, الإلتهاب الكبدي س ( أر - أن - إيه ) الكمي (ب سي ار ),3525.0
7121330,LABORATORY,CHEMISTRY,HDL-CHOLESTEROL, الكوليسترول بالدم ( أتش. دي. إل ) عالى الكثافة ,200.0
7121331,LABORATORY,CHEMISTRY,HELICOBACTER ANTIGEN,مولد مضاد الهيلكوباكتر,625.0
7121332,LABORATORY,CHEMISTRY,HEPARIN INDUCED THROMBOCYTOPHENIA,تحليل نقص الصفائح بسبب الهيبارين,987.5
7121333,LABORATORY,CHEMISTRY,HEPATITIS DELTA ABS,مضادات التهاب الكبد دلتا,725.0
7121334,LABORATORY,CHEMISTRY,HEPATITIS E ANTIBODY, مضادات الإلتهاب الكبدي أي,637.5
7121335,LABORATORY,CHEMISTRY,HEPATITIS E ANTIGEN, قياس مستضد الإلتهاب الكبدي أي,637.5
7121336,LABORATORY,CHEMISTRY,HEPATOCYTE,خلية الكبد ,1000.0
7121337,LABORATORY,CHEMISTRY,HER2 DUAL ISH DNA PROBE,مسبار- هـ ي ر 2-تهجين موضعي د ن ا,3250.0
7121338,LABORATORY,CHEMISTRY,HERPES SIMPLEX ABS IGG & IGM, أضـداد الهربس البسيط ( IGG & IGM),1068.75
7121339,LABORATORY,CHEMISTRY,HERPES SIMPLEX VIRUS (1 X 2) ANTIGEN, مستضدات الهربـس 21,375.0
7121340,LABORATORY,CHEMISTRY,HERPES SIMPLEX VIRUS 1X2 PCR, عيـار PCR لفيـروس الهـربـس البسيط,2625.0
7121341,LABORATORY,CHEMISTRY,"HERPES SIMPLEX VIRUS ANTIBODY, TYPE I IGG SPECIFIC", أختبار الأجسام المضادة لفيروس الهربس 1,637.5
7121342,LABORATORY,CHEMISTRY,"HERPES SIMPLEX VIRUS ANTIBODY, TYPE II IGG SPECIFIC", أختبار الأجسام المضادة لفيروس الهربس 2,637.5
7121343,LABORATORY,CHEMISTRY,HERPES TYPE I ANTIBODIES IGM SPECIFIC, مضادات مرض هربس نوع (1),750.0
7121344,LABORATORY,CHEMISTRY,HERPES TYPE II ANTIBODIES IGM SPECIFIC, مضادات مرض هربس نوع (2),750.0
7121345,LABORATORY,CHEMISTRY,HHV-8,فايروس هيربس الأنسان – 8 ,1125.0
7121346,LABORATORY,CHEMISTRY,HISTONE ABS,مضادات الهيستون,875.0
7121347,LABORATORY,CHEMISTRY,HISTOPLASMOSIS ABS,مضادات هيستو بلازموز,887.5
7121348,LABORATORY,CHEMISTRY,HIV 1/2 (W.B),"فيروس اس اي في 1,2",843.75
7121349,LABORATORY,CHEMISTRY,HIV-I RNA QUANT,فيروس اس اي في را أر ان أ كمي,2025.0
7121350,LABORATORY,CHEMISTRY,"HLA FULL TYPING (A, B, C, DQ & DR)",مضادات ال HLA  أ ب س دق در,8000.0
7121351,LABORATORY,CHEMISTRY,HLA-B27, ب 27 (أتش. إل. أي ) الفحص النسيجي,1750.0
7121352,LABORATORY,CHEMISTRY,HOMOCYSTEINE ( P ), قياس معدل الهيموسينيـن,693.75
7121353,LABORATORY,CHEMISTRY,HOMOVANILLIC ACID URINE, هيمو فانيليك أسيد / البــول,637.5
7121354,LABORATORY,CHEMISTRY,HSV-TYPE 1,فايروس هربس الأنسان - أ,1125.0
7121355,LABORATORY,CHEMISTRY,HUMAN GROWTH HORMONE, هرمون النمـو البشــري,637.5
7121356,LABORATORY,CHEMISTRY,HUMAN PAPILLOMA VIRUS,فيروس بابلوما الادمي,1350.0
7121357,LABORATORY,CHEMISTRY,HUMAN PAPILLOMA VIRUS BY PCR,فيروس الورم الحليمي البشري,1350.0
7121358,LABORATORY,CHEMISTRY,HUMAN PLACENTAL LACTOGEN (HPL), هرمون أتش بي إل,637.5
7121359,LABORATORY,CHEMISTRY,HYDROXPROLINE TOTAL, هيدروكسبولين الكلــي,750.0
7121360,LABORATORY,CHEMISTRY,HYDROXYPROLINE, قياس هـدروكسيـبروليـن,750.0
7121361,LABORATORY,CHEMISTRY,"HYPEROXALURIA, PRIMARY (AGXT) ",فرط أكسالات البول الأولي,9000.0
7121362,LABORATORY,CHEMISTRY,"IG D, QUANT",اي جي دي كمي,181.25
7121363,LABORATORY,CHEMISTRY,IGA, أي جي أم,500.0
7121364,LABORATORY,CHEMISTRY,IGE, فلوبيـن الـمـنـاعـي أي,300.0
7121365,LABORATORY,CHEMISTRY,IGF 1, معـدل أي جي أف 1,1237.5
7121366,LABORATORY,CHEMISTRY,IGFBP - 3, معـدل أي جي أف بي بي - 3,975.0
7121367,LABORATORY,CHEMISTRY,IGG, فلوبيـن المنــاعــي جــي,500.0
7121368,LABORATORY,CHEMISTRY,IGG SUBCLASSES 1 TO 4,اي جي جي سيوبكلايسس 1 الى 4,1562.5
7121369,LABORATORY,CHEMISTRY,IGG4,الجسم المضاد ج 4,1000.0
7121370,LABORATORY,CHEMISTRY,IGM, فلوبيــن الـمـنـاعـي أم,500.0
7121371,LABORATORY,CHEMISTRY,IMMUNE REACTIVE TRYPSIN,التربسين المناعى,525.0
7121372,LABORATORY,CHEMISTRY,IMMUNOGLOBULIN D (IGD),اميوتوجلوبين دي,400.0
7121373,LABORATORY,CHEMISTRY,"IMMUNOGLOBULIN ELECTROPHORESIS, URINE", الرحلان الكهربائي لدلالات المناعة من البول,637.5
7121374,LABORATORY,CHEMISTRY,IMMUNOHISTOCHEMISTRY WITH ABS AGAINST IGA,التهرب الكهربائى المناعى ضد IGA,2975.0
7121375,LABORATORY,CHEMISTRY,INFLUENZA A,انفلونزا أ,162.5
7121376,LABORATORY,CHEMISTRY,INHIBIN B,انهبين بي,875.0
7121377,LABORATORY,CHEMISTRY,INSULIN ABS (HUMAN),مضادات الانسولين,312.5
7121378,LABORATORY,CHEMISTRY,INSULIN ANTIBODY,الأنسولين أجسام مضادة,687.5
7121379,LABORATORY,CHEMISTRY,INSULIN AUTO ANTIBODIES,مضادات اوتو انسلوين,750.0
7121380,LABORATORY,CHEMISTRY,INSULIN RECEPTOR ABS IGG,مضادات مستفبلات الانسولين اي جي جي,1250.0
7121381,LABORATORY,CHEMISTRY,"INSULIN, SERUM", نسبـة الأنسوليـن مـن الــدم,300.0
7121382,LABORATORY,CHEMISTRY,INTERLEUKIN 2 RECEPTOR (S),مستقبلات انترليكون,900.0
7121383,LABORATORY,CHEMISTRY,INTERLEUKIN 6,انترلوكين 6,1106.25
7121384,LABORATORY,CHEMISTRY,INTRINSIC FACTOR ABS, اجسام مضادة للعامل الداخلى,600.0
7121385,LABORATORY,CHEMISTRY,IODINE,يود,468.75
7121386,LABORATORY,CHEMISTRY,IONIZED CALCIUM, الكلـس المشرد,375.0
7121387,LABORATORY,CHEMISTRY,"IRON, SERUM", الحديــد بـالــدم,150.0
7121388,LABORATORY,CHEMISTRY,ISLET CELL  ABS, أضـداد خـلايـا الجزيـرة,487.5
7121389,LABORATORY,CHEMISTRY,JAK-2 GENE ANALYSIS,تحليل جين جال 2,6075.0
7121390,LABORATORY,CHEMISTRY,JAK-2-GENE (V617F MUTATION),تحليل جين جال 2,6750.0
7121391,LABORATORY,CHEMISTRY,KAPPA PROBE ISH,مسبار تهجين موضعي -كابا,3250.0
7121392,LABORATORY,CHEMISTRY,LACTIC ACID (SERUM), حمض اللبــن ( الــدم ),93.75
7121393,LABORATORY,CHEMISTRY,LAMBDAMRNA PROBE,مسبار تهجين موضعي –لامبدا ,3250.0
7121394,LABORATORY,CHEMISTRY,LAMOTRIGEN, عيـار لاموتريجيـن,625.0
7121395,LABORATORY,CHEMISTRY,LDH, أنزيم إل. دي. اتش.,200.0
7121396,LABORATORY,CHEMISTRY,LDH ISOENZYMES,اي دي اتش ايزوانزيم,537.5
7121397,LABORATORY,CHEMISTRY,LDL-CHOLESTEROL, الكوليسترول بالدم ( إل. دي. إل ) منخفض الكثافة ,200.0
7121398,LABORATORY,CHEMISTRY,LEAD U, قياس الرصاص بـالــدم,525.0
7121399,LABORATORY,CHEMISTRY,LEGIONELLA ABS.,مضادات اللوجينلا,1750.0
7121400,LABORATORY,CHEMISTRY,LEGIONELLA PNEMOPHILA ANTIGEN,انتجن الليجونيلا نيموفيليا,412.5
7121401,LABORATORY,CHEMISTRY,LEISHMANIA ANTIBODIES, مضادات  اللايشمانيـا,750.0
7121402,LABORATORY,CHEMISTRY,LEPTIN,قياس لبتين,800.0
7121403,LABORATORY,CHEMISTRY,LEPTOSPIRA ABS, اجسام مضادة للبتوسبيرا,1125.0
7121404,LABORATORY,CHEMISTRY,LEVETIRAZETAM,قياس ليفترازيتام,668.75
7121405,LABORATORY,CHEMISTRY,LH, هرمون إل اتش,300.0
7121406,LABORATORY,CHEMISTRY,LIPASE, أنزيم الـدهــون,150.0
7121407,LABORATORY,CHEMISTRY,"LIPID PROFILE: T. CHOL., HDL , LDL, TRIGLYCERIDES", تحليل شامــل للدهـــــــــون,450.0
7121408,LABORATORY,CHEMISTRY,LIPOPROTEIN A,ليبوبروتين أ,375.0
7121409,LABORATORY,CHEMISTRY,LIPOPROTEIN ELECTROPHORESIS, فحص الرحلان الكهربائي للبروتين الشحمي,637.5
7121410,LABORATORY,CHEMISTRY,LISTERIA ABS,مضادات الليستريا,612.5
7121411,LABORATORY,CHEMISTRY,LITHIUM, لـيـثـيـــــــــــوم,300.0
7121412,LABORATORY,CHEMISTRY,LIVER CYTOSOL1 IGG SPEC.  ABS (LCI),مضاد سيتوزول الكبدي 1,431.25
7121413,LABORATORY,CHEMISTRY,"LIVER FUNCTION TEST (TO/DIR BIL, SGOT, SGPT, ALK.PH)", وظائف الكبد ( كلي / مباشر ),600.0
7121414,LABORATORY,CHEMISTRY,LIVER KIDNEY MICROSOMAL ANTIBODIES, قياس مضادات أنسجة الكبد و الطحــال,875.0
7121415,LABORATORY,CHEMISTRY,LUPUS ANTICOAGULANT, مضادات التجلط للذئبة الحمراء,1237.5
7121416,LABORATORY,CHEMISTRY,LYSOSME,لايزوزايم ,718.75
7121417,LABORATORY,CHEMISTRY,MAGNESIUM (SERUM), الماغنيسيــوم بالــدم,93.75
7121418,LABORATORY,CHEMISTRY,MAMAGLOBULIN,جلوبيولين الثدي ,718.75
7121419,LABORATORY,CHEMISTRY,MEASLES ABS IGG & IGM,مضادات الحصبة جى ، جيم,812.5
7121420,LABORATORY,CHEMISTRY,MELANOSOME (HMB45,جسم الميلانوم – هـ م ب 45,718.75
7121421,LABORATORY,CHEMISTRY,MELATONIN,ميلاتونين,612.5
7121422,LABORATORY,CHEMISTRY,MERCURY,زئبق,775.0
7121423,LABORATORY,CHEMISTRY,METANEPHINES & NORMATANEPHRINES, ميتانفرين ونورميتانفرين,1162.5
7121424,LABORATORY,CHEMISTRY,"METANEPHRINES, URINE", ميتانيفرين / الـبـول,637.5
7121425,LABORATORY,CHEMISTRY,METHEAMOGLOBIN,ميت هيموجلوبين,412.5
7121426,LABORATORY,CHEMISTRY,METHOTREXATE,قياس ميثوتركسات,725.0
7121427,LABORATORY,CHEMISTRY,METHYLATION ANALYSIS,تحليل العامل الوراثى,5625.0
7121428,LABORATORY,CHEMISTRY,METHYLMALONIC ACID,حمض الميثايل مالونيك,875.0
7121429,LABORATORY,CHEMISTRY,METHYLTETRAHYDROFOLATE REDUCTASE,ميثيل تتراهيدروفولات ريوكتاز,2843.75
7121430,LABORATORY,CHEMISTRY,MICROALBUMIN,ميكروالبومين,150.0
7121431,LABORATORY,CHEMISTRY,MICROALBUMINURIA, البـوميــن الـدقـيــــق,187.5
7121432,LABORATORY,CHEMISTRY,MICROSOMAL ANTIBODY, الأجسام المضادة للميكروسومات,637.5
7121433,LABORATORY,CHEMISTRY,MITOCHONDRIAL ANTIBODY, مضادات ميتوكـونـدريال,637.5
7121434,LABORATORY,CHEMISTRY,MOLECULAR GENETIC ANALYSIS FOR ALPHA THALASSEMIA,تحاليل جينية جزئية للالفا ثالاسيميا,12812.5
7121435,LABORATORY,CHEMISTRY,MOLECULAR GENETIC ANALYSIS FOR BETA THALASSEMIA,تحاليل جينية جزئية للبيتا ثالسيميا,8750.0
7121436,LABORATORY,CHEMISTRY,MOLECULAR GENETIC ANALYSIS FOR X LINKED ADRENOLEUKODYSTROPHY,تحليل جيني لمرحلة  اكس لينكدادرينوليكديستروفي,17100.0
7121437,LABORATORY,CHEMISTRY,MOLECULAR GENETIC FOR NTRK1 GENE,إن تي ار كيه 1 جين,15000.0
7121438,LABORATORY,CHEMISTRY,MOLECULAR GENETIC STUDY (DNA ANALYSIS),تحاليل الجينية الجزئيية,6750.0
7121439,LABORATORY,CHEMISTRY,MOLECULAR GENETIC TEST FOR NPHS1 - CARRIER GENE,اختبار الجزيئات الجينية لل NPHS1,3750.0
7121440,LABORATORY,CHEMISTRY,MONOSPOT ABS, مضادات التهاب داء وحيدات النوى,1162.5
7121441,LABORATORY,CHEMISTRY,MRD (MINIMAL RESIDUAL DISEASE) TEST,مينيمال راديوسال ديسيس تست,4875.0
7121442,LABORATORY,CHEMISTRY,MUCOPOLYSACCARIDES DIFFERENTIATION, تحليل ميوكوبوليا كاريد,1650.0
7121443,LABORATORY,CHEMISTRY,MUMPS IGG & IGM, أضــداد النكــافــي(  IGG & IGM ),525.0
7121444,LABORATORY,CHEMISTRY,MUMPS VIRUS ANTIBODY, مضادات فيروس الـنـكــاف,637.5
7121445,LABORATORY,CHEMISTRY,MUSK ABS,مضادات مسك,675.0
7121446,LABORATORY,CHEMISTRY,MYCOPHENOLIC ACID,حمض الميكوفينوليك,412.5
7121447,LABORATORY,CHEMISTRY,MYCOPLASMA PNEUMONIA ABS., مـايـكـو بـلازمــا ,637.5
7121448,LABORATORY,CHEMISTRY,MYELIN BASCI PROTEIN,زلال ميلين قاعدي ,718.75
7121449,LABORATORY,CHEMISTRY,MYELOPEROXIDASE,ميلوبيروكسيديز ,718.75
7121450,LABORATORY,CHEMISTRY,MYELOPEROXIDASE ABS (MPO),مضادات مايلو بروكسيداز,562.5
7121451,LABORATORY,CHEMISTRY,MYO-D1,ميو د-1,718.75
7121452,LABORATORY,CHEMISTRY,MYOGLOBIN QUANT,ميوجلوبين كى,500.0
7121453,LABORATORY,CHEMISTRY,"MYOSIN, SMOOTH MUSCLE",ميوسين –عضله ملساء,718.75
7121454,LABORATORY,CHEMISTRY,NAPSIN A,نابسين أ,718.75
7121455,LABORATORY,CHEMISTRY,NEONATAL METABOLIC SCREENING, أختبار مسح لحديثي الولادة,1237.5
7121456,LABORATORY,CHEMISTRY,NEURONE SPECIFIC ENOLASE,نيورون سبيسفك انولاز,687.5
7121457,LABORATORY,CHEMISTRY,NT-PRO-BNP,ان تي برو بي ان بي,675.0
7121458,LABORATORY,CHEMISTRY,OCT ¾, و ك ت  ,1000.0
7121459,LABORATORY,CHEMISTRY,OCT-04,و ك ت-04,718.75
7121460,LABORATORY,CHEMISTRY,OESTRADIOL, عيار هرمون أوسترويول,300.0
7121461,LABORATORY,CHEMISTRY,OLIGOCLONAL BAND, قياس اوريجوكلونــال,750.0
7121462,LABORATORY,CHEMISTRY,OPIATES, الـمـنـــومــــــــات,375.0
7121463,LABORATORY,CHEMISTRY,ORGANIC ACID SCREEN, مسح احماض عضوية,1950.0
7121464,LABORATORY,CHEMISTRY,OSMOLALITY,اوسمولايتي,375.0
7121465,LABORATORY,CHEMISTRY,"OSMOLARITY, SERUM / URINE", تحليل حلولية الــدم / الـبـول,200.0
7121466,LABORATORY,CHEMISTRY,OSTEOCALCIN, فحص تكلس العـظـــم,750.0
7121467,LABORATORY,CHEMISTRY,OXALATE,اوكسالات,337.5
7121468,LABORATORY,CHEMISTRY,P-ANCA, بي - إيه إن سي إيـه,450.0
7121469,LABORATORY,CHEMISTRY,PANCREATIC ELASTASE (FAECES),الاستازبنكرياسي في البراز,625.0
7121470,LABORATORY,CHEMISTRY,PARACETAMOL, البراسيتامول,600.0
7121471,LABORATORY,CHEMISTRY,PARAGONIMUS ABS,باراغنيموس آبس,387.5
7121472,LABORATORY,CHEMISTRY,PARATHYROID HORMONE (PTH),الهرمون الدريقي,718.75
7121473,LABORATORY,CHEMISTRY,PARIETAL CELL ANTIBODY, تحليل جـزئـي للخليـــة,637.5
7121474,LABORATORY,CHEMISTRY,PARVO VIRUS ABS B-19 IGG & IGM,"مضادات فيروس بارفوبي 19 (ام,جي)",937.5
7121475,LABORATORY,CHEMISTRY,PARVORIRUS B19, فايروس بارثو-ب 19(داء المقوسات),718.75
7121476,LABORATORY,CHEMISTRY,PAX-5,ب ا كس-5,718.75
7121477,LABORATORY,CHEMISTRY,PAX-8,ب ا كس-8,1000.0
7121478,LABORATORY,CHEMISTRY,PD-1,ب د-1,1000.0
7121479,LABORATORY,CHEMISTRY,PERICARDIAL FLUID (PHYSICAL&CHEMICAL TEST ONLY), تحليل السـائـل الـتامـوري,300.0
7121480,LABORATORY,CHEMISTRY,PERITONEAL FLUID (PHYSICAL&CHEMICAL ONLY), تحليل السائل البروتيني,300.0
7121481,LABORATORY,CHEMISTRY,PHENCYCLIDINE, فنسيسكلدين,375.0
7121482,LABORATORY,CHEMISTRY,PHENOBARBITAL, قياس الفينو باربيـون,412.5
7121483,LABORATORY,CHEMISTRY,PHENOL,فينول,762.5
7121484,LABORATORY,CHEMISTRY,PHENYTOIN, الفـينيوتين,300.0
7121485,LABORATORY,CHEMISTRY,PHOSPOROUS (SERUM), الفوسفــور بـالـــدم,93.75
7121486,LABORATORY,CHEMISTRY,PKU SCREEN, بي. كي. يــو,650.0
7121487,LABORATORY,CHEMISTRY,PLASMINOGEN,بلازمينووجين,512.5
7121488,LABORATORY,CHEMISTRY,PLATELET ANTIBODIES,مضادات صفائح الدم,5600.0
7121489,LABORATORY,CHEMISTRY,PLEURAL FLUID (PHYSICAL&CHEMICAL ONLY), تحليل الغشاء البلوري للصـدر,300.0
7121490,LABORATORY,CHEMISTRY,PM1 ABS, بي أم اي - ايه بي اس,600.0
7121491,LABORATORY,CHEMISTRY,PNEUMOCYSTIC CARINII,تحليل فطريات للرئة,3750.0
7121492,LABORATORY,CHEMISTRY,POLIO VIRUS ANTIBODY, مضادات فيروس شلل الأطفال ,637.5
7121493,LABORATORY,CHEMISTRY,POLYOMA JCV-DNA,اختبار لفيروس التورام في الحامض النووي,1350.0
7121494,LABORATORY,CHEMISTRY,PORPHOBILINOGEN QUANT.,قياس البروفوبيلينوجين,375.0
7121495,LABORATORY,CHEMISTRY,PORPHYRINS, قيـاس الـبـروفـريـن,1950.0
7121496,LABORATORY,CHEMISTRY,POTASSIUM URINE, بوتاسيوم بول ,93.75
7121497,LABORATORY,CHEMISTRY,"POTASSIUM, SERUM OR URINE", بوتاسيوم دم  او بول,93.75
7121498,LABORATORY,CHEMISTRY,"POTASSIUM, STOOL",  بوتاسيوم البراز ,193.75
7121499,LABORATORY,CHEMISTRY,PR,مستقبل البروجستون ,1125.0
7121500,LABORATORY,CHEMISTRY,PRA (PANEL REACTIVE ANTIBODY),بي ار ايه ( بنل رياكتيفي انتي بدي ),2250.0
7121501,LABORATORY,CHEMISTRY,PREGNANDIOL, هرمون بريجتندول,637.5
7121502,LABORATORY,CHEMISTRY,PRENATAL SCREENING FOR HIGH RISK PREGNANCY/CRYPTOGENETIC TEST,اختبار الكربتوجنتك للحمل عالي الخطورة,10125.0
7121503,LABORATORY,CHEMISTRY,PRESEPSIN,البريسيبسين,437.5
7121504,LABORATORY,CHEMISTRY,PRICKLE CELL DESMOSMES ABS,مضادات بريكل سل ديسموسوفر,687.5
7121505,LABORATORY,CHEMISTRY,PRO INSULIN INTACT,برو انسلوين السليم,481.25
7121506,LABORATORY,CHEMISTRY,PROGESTERONE, هرمون بروجستيرون,300.0
7121508,LABORATORY,CHEMISTRY,PROLACTIN,هرمون الحليب,718.75
7121509,LABORATORY,CHEMISTRY,PROSTATE SPECIFIC ANTIGEN, المستضدات النوعيـة للبروستات,637.5
7121510,LABORATORY,CHEMISTRY,PROSTATIC ACID PHOSPHATASE,بروستاتيك اسيد فوسفاتاز,450.0
7121511,LABORATORY,CHEMISTRY,PROTEIN A AND LEUCOCYTE,بروتين ايه والكريات البيضاء,612.5
7121512,LABORATORY,CHEMISTRY,PROTEIN C (ANTIGEN & ACTIVITY), مستضـادات البروتيـن  سي,1925.0
7121513,LABORATORY,CHEMISTRY,PROTEIN C ACTIVITY,قياس نشاط بروتين سى,975.0
7121514,LABORATORY,CHEMISTRY,"PROTEIN S (TOTAL,FREE & ACTIVITY)", بروتيـن أس ( الكلي و الحتر ),3000.0
7121515,LABORATORY,CHEMISTRY,PROTEIN S ACTIVITY,قياس نشاط بروتين اس,975.0
7121516,LABORATORY,CHEMISTRY,PROTEIN TOTAL, قياس البروتيـن الكلي,225.0
7121517,LABORATORY,CHEMISTRY,PROTHROMBIN MUTATION ,بروتين متحول,1375.0
7121518,LABORATORY,CHEMISTRY,PSAP (PROSTATIC ACID PHOSPHATASE), مستضد البروستات المختص (فوسفاتيز) ,718.75
7121519,LABORATORY,CHEMISTRY,PSEUDOCHOLINESTERASE, أنـزيم الكولين استيراز الكاذب,181.25
7121520,LABORATORY,CHEMISTRY,PTEN,ب ت ي ن,1000.0
7121521,LABORATORY,CHEMISTRY,PTEN (BREAST CANCER), ب ت ي ن (سرطان الثدي),1375.0
7121522,LABORATORY,CHEMISTRY,PTH INTACT, عيار  هرمون الغــدد جـارات الـدرق,918.75
7121523,LABORATORY,CHEMISTRY,PYRILINKS D, بيريلنيك دي ( لأمتصاص العظام ),637.5
7121524,LABORATORY,CHEMISTRY,PYRUVATE KINASE,بيروفات كيناز,187.5
7121525,LABORATORY,CHEMISTRY,Q FEVER (COXIELLA BURNETTI IGG & IGM ABS),كيوفيفر,1000.0
7121526,LABORATORY,CHEMISTRY,QUALITATIVE MOLECULAR BLR/ABL DIAGNOSTICS,تحليل جزيئين نوعي بي سي ار / أ بي ال,4350.0
7121527,LABORATORY,CHEMISTRY,QUANTIFERON (TB GOLD),كوانتيفيرون,1618.75
7121528,LABORATORY,CHEMISTRY,QUANTIFERON TBGOLD PLUS,معايرة الكوانتيفيرون لمرض السل,2037.5
