Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
1577,7121248,LABORATORY,CHEMISTRY,ESTRADIOL,,190,
1578,7121249,LABORATORY,CHEMISTRY,ESTROGEN,,190,
1579,7121250,LABORATORY,CHEMISTRY,ESTROGEN & PROGESTERON RECEPTORS (FROZEN TISSUE),,1045,
1580,7121251,LABORATORY,CHEMISTRY,"ETHANOL (S, U)",,199.5,
1581,7121252,LABORATORY,CHEMISTRY,ETHYL ALCOHOL,,199.5,
1582,7121253,LABORATORY,CHEMISTRY,ETIOCHOLANOLONE,,275.5,
1583,7121254,LABORATORY,CHEMISTRY,EV EBER PROBE,,2470,
1584,7121255,LABORATORY,CHEMISTRY,FACTOR II,,218.5,
1585,7121256,LABORATORY,CHEMISTRY,FACTOR IX,,285,
1586,7121257,LABORATORY,CHEMISTRY,FACTOR V,,218.5,
1587,7121258,LABORATORY,CHEMISTRY,FACTOR V GENE MUTATION,,1377.5,
1588,7121259,LABORATORY,CHEMISTRY,FACTOR VII,,218.5,
1589,7121260,LABORATORY,CHEMISTRY,FACTOR VIII,,475,
1590,7121261,LABORATORY,CHEMISTRY,FACTOR VIII ASSOCIATED AG.,,218.5,
1591,7121262,LABORATORY,CHEMISTRY,FACTOR VIII RISTOCETIN COFACTOR,,218.5,
1592,7121263,LABORATORY,CHEMISTRY,FACTOR X,,218.5,
1593,7121264,LABORATORY,CHEMISTRY,FACTOR XI,,218.5,
1594,7121265,LABORATORY,CHEMISTRY,FACTOR XII,,218.5,
1595,7121266,LABORATORY,CHEMISTRY,FACTOR XIII,,916.75,
1596,7121267,LABORATORY,CHEMISTRY,FACTORY VIII COAGULANT ACTIVITY,,285,
1597,7121268,LABORATORY,CHEMISTRY,"FAMILIAL MEDITRRANEAN FEVER (FMFV GEN, STAGE 1)",,4750,
1598,7121269,LABORATORY,CHEMISTRY,FASCIOLA ABS,,494,
1599,7121270,LABORATORY,CHEMISTRY,"FATTY ACIDS, NONESTERIFIED",,123.5,
1600,7121271,LABORATORY,CHEMISTRY,"FERRITIN, SERUM",,237.5,
1601,7121272,LABORATORY,CHEMISTRY,FIBROMAX TEST,,2280,
1602,7121273,LABORATORY,CHEMISTRY,FIBRONECTINE (PLAZMA PUNCTURE FLUID),,294.5,
1603,7121274,LABORATORY,CHEMISTRY,FILARIOSIS IGG ABS,,247,
1604,7121275,LABORATORY,CHEMISTRY,FLOURIDE (S),,304,
1605,7121276,LABORATORY,CHEMISTRY,FLOURIDE (U),,171,
1606,7121277,LABORATORY,CHEMISTRY,FLUCANOZOL,,399,
1607,7121278,LABORATORY,CHEMISTRY,FOLATE ( RED CELL ),,570,
1608,7121279,LABORATORY,CHEMISTRY,"FOLIC ACID, SERUM",,403.75,
1609,7121280,LABORATORY,CHEMISTRY,FOOD PANEL 20 IGE ,,902.5,
1610,7121281,LABORATORY,CHEMISTRY,FREE ANDROGEN INDEX,,845.5,
1611,7121282,LABORATORY,CHEMISTRY,FREE FATTY ACIDS,,123.5,
1612,7121283,LABORATORY,CHEMISTRY,FREE LIGHT CHAINS STRUCTURE ,,427.5,
1613,7121284,LABORATORY,CHEMISTRY,FREE PSA,,308.75,
1614,7121285,LABORATORY,CHEMISTRY,FREE T4,,190,
1615,7121286,LABORATORY,CHEMISTRY,FREE TESTOSTERONE,,403.75,
1616,7121287,LABORATORY,CHEMISTRY,FRUCTOSAMINE,,475,
1617,7121288,LABORATORY,CHEMISTRY,FRUCTOSE TEST,,403.75,
1618,7121289,LABORATORY,CHEMISTRY,FSH,,190,
1619,7121290,LABORATORY,CHEMISTRY,FT3,,304,
1620,7121291,LABORATORY,CHEMISTRY,FTA-ABS,,403.75,
1621,7121292,LABORATORY,CHEMISTRY,FUNGUS CULTURE BLOOD,,161.5,
1622,7121293,LABORATORY,CHEMISTRY,GABAPENTIN,,427.5,
1623,7121294,LABORATORY,CHEMISTRY,GALACTOSE 1 PHOSPHATE URIDYLTRASFERASE (QUANTATIVE,,460.75,
1624,7121295,LABORATORY,CHEMISTRY,GALACTOSE-I PHOSPHATES,,294.5,
1625,7121296,LABORATORY,CHEMISTRY,GALACTOSEMIA SCREENING,,403.75,
1626,7121297,LABORATORY,CHEMISTRY,GALECTIN-3,,760,
1627,7121298,LABORATORY,CHEMISTRY,GANGLIOSIDE PROFILE,,1596,
1628,7121299,LABORATORY,CHEMISTRY,GASTRIN,,394.25,
1629,7121300,LABORATORY,CHEMISTRY,GENTAMYCIN LEVEL (POST),,380,
1630,7121301,LABORATORY,CHEMISTRY,GENTAMYCIN LEVEL (PRE),,380,
1631,7121302,LABORATORY,CHEMISTRY,GGT,,71.25,
1632,7121303,LABORATORY,CHEMISTRY,"GLIADINE ABS IGA, IGG",,617.5,
1633,7121304,LABORATORY,CHEMISTRY,GLOBULIN,,57,
1634,7121305,LABORATORY,CHEMISTRY,GLUCAGON,,475,
1635,7121306,LABORATORY,CHEMISTRY,GLUCOSE ( GLUCOMETER) TEST,,38,
1636,7121307,LABORATORY,CHEMISTRY,GLUCOSE (SERUM) 2HPP,,57,
1637,7121308,LABORATORY,CHEMISTRY,GLUCOSE (SERUM) FASTING,,71.25,
1638,7121309,LABORATORY,CHEMISTRY,GLUCOSE (SERUM) RANDOM,,71.25,
1639,7121310,LABORATORY,CHEMISTRY,GLUCOSE TOLERANCE TEST,,190,
1640,7121311,LABORATORY,CHEMISTRY,GLUTAMATE DECARBOXYLASE ABS,,650.75,
1641,7121312,LABORATORY,CHEMISTRY,GLYPICAN 3,,855,
1642,7121313,LABORATORY,CHEMISTRY,GONOCOCCAL ABS,,209,
1643,7121314,LABORATORY,CHEMISTRY,GRANULOCYTE CYTOPLASMA,,475,
1644,7121315,LABORATORY,CHEMISTRY,GRANZYME B,,546.25,
1645,7121316,LABORATORY,CHEMISTRY,HAEMOGLOBIN DIFFERENT (A2 & F),,555.75,
1646,7121317,LABORATORY,CHEMISTRY,HAMS TEST,,256.5,
1647,7121318,LABORATORY,CHEMISTRY,HAPTOGLOBIN,,403.75,
1648,7121319,LABORATORY,CHEMISTRY,HB A2 QUANTITATIVE,,570,
1649,7121320,LABORATORY,CHEMISTRY,HBE ABS,,190,
1650,7121321,LABORATORY,CHEMISTRY,HBE AG,,190,
1651,7121322,LABORATORY,CHEMISTRY,HBV - DNA BY PCR,,1667.25,
1652,7121323,LABORATORY,CHEMISTRY,"HBV-DNA, QUALITATIVE",,1282.5,
1653,7121324,LABORATORY,CHEMISTRY,"HBV-DNA, QUANTITATIVE",,1425,
1654,7121325,LABORATORY,CHEMISTRY,HCV,,237.5,
1655,7121326,LABORATORY,CHEMISTRY,HCV GENOTYPING,,1995,
1656,7121327,LABORATORY,CHEMISTRY,HCV IGG ABS,,665,
1657,7121328,LABORATORY,CHEMISTRY,HCV-RNA (PCR) QUALITATIVE,,1667.25,
1658,7121329,LABORATORY,CHEMISTRY,HCV-RNA (PCR) QUANTITATIVE,,2232.5,
1659,7121330,LABORATORY,CHEMISTRY,HDL-CHOLESTEROL,,128.25,
1660,7121331,LABORATORY,CHEMISTRY,HELICOBACTER ANTIGEN,,475,
1661,7121332,LABORATORY,CHEMISTRY,HEPARIN INDUCED THROMBOCYTOPHENIA,,750.5,
1662,7121333,LABORATORY,CHEMISTRY,HEPATITIS DELTA ABS,,460.75,
1663,7121334,LABORATORY,CHEMISTRY,HEPATITIS E ANTIBODY,,403.75,
1664,7121335,LABORATORY,CHEMISTRY,HEPATITIS E ANTIGEN,,403.75,
1665,7121336,LABORATORY,CHEMISTRY,HEPATOCYTE,,760,
1666,7121337,LABORATORY,CHEMISTRY,HER2 DUAL ISH DNA PROBE,,2470,
1667,7121338,LABORATORY,CHEMISTRY,HERPES SIMPLEX ABS IGG & IGM,,679.25,
1668,7121339,LABORATORY,CHEMISTRY,HERPES SIMPLEX VIRUS (1 X 2) ANTIGEN,,237.5,
1669,7121340,LABORATORY,CHEMISTRY,HERPES SIMPLEX VIRUS 1X2 PCR,,1667.25,
1670,7121341,LABORATORY,CHEMISTRY,"HERPES SIMPLEX VIRUS ANTIBODY, TYPE I IGG SPECIFIC",,403.75,
1671,7121342,LABORATORY,CHEMISTRY,"HERPES SIMPLEX VIRUS ANTIBODY, TYPE II IGG SPECIFIC",,403.75,
1672,7121343,LABORATORY,CHEMISTRY,HERPES TYPE I ANTIBODIES IGM SPECIFIC,,475,
1673,7121344,LABORATORY,CHEMISTRY,HERPES TYPE II ANTIBODIES IGM SPECIFIC,,475,
1674,7121345,LABORATORY,CHEMISTRY,HHV-8,,855,
1675,7121346,LABORATORY,CHEMISTRY,HISTONE ABS,,560.5,
1676,7121347,LABORATORY,CHEMISTRY,HISTOPLASMOSIS ABS,,674.5,
1677,7121348,LABORATORY,CHEMISTRY,HIV 1/2 (W.B),,532,
1678,7121349,LABORATORY,CHEMISTRY,HIV-I RNA QUANT,,1282.5,
1679,7121350,LABORATORY,CHEMISTRY,"HLA FULL TYPING (A, B, C, DQ & DR)",,5063.5,
1680,7121351,LABORATORY,CHEMISTRY,HLA-B27,,1111.5,
1681,7121352,LABORATORY,CHEMISTRY,HOMOCYSTEINE ( P ),,441.75,
1682,7121353,LABORATORY,CHEMISTRY,HOMOVANILLIC ACID URINE,,403.75,
1683,7121354,LABORATORY,CHEMISTRY,HSV-TYPE 1,,855,
1684,7121355,LABORATORY,CHEMISTRY,HUMAN GROWTH HORMONE,,403.75,
1685,7121356,LABORATORY,CHEMISTRY,HUMAN PAPILLOMA VIRUS,,1026,
1686,7121357,LABORATORY,CHEMISTRY,HUMAN PAPILLOMA VIRUS BY PCR,,1080,
1687,7121358,LABORATORY,CHEMISTRY,HUMAN PLACENTAL LACTOGEN (HPL),,403.75,
1688,7121359,LABORATORY,CHEMISTRY,HYDROXPROLINE TOTAL,,475,
1689,7121360,LABORATORY,CHEMISTRY,HYDROXYPROLINE,,475,
1690,7121361,LABORATORY,CHEMISTRY,"HYPEROXALURIA, PRIMARY (AGXT) ",,6840,
1691,7121362,LABORATORY,CHEMISTRY,"IG D, QUANT",,114,
1692,7121363,LABORATORY,CHEMISTRY,IGA,,323,
1693,7121364,LABORATORY,CHEMISTRY,IGE,,190,
1694,7121365,LABORATORY,CHEMISTRY,IGF 1,,783.75,
1695,7121366,LABORATORY,CHEMISTRY,IGFBP - 3,,617.5,
1696,7121367,LABORATORY,CHEMISTRY,IGG,,323,
1697,7121368,LABORATORY,CHEMISTRY,IGG SUBCLASSES 1 TO 4,,1187.5,
1698,7121369,LABORATORY,CHEMISTRY,IGG4,,760,
1699,7121370,LABORATORY,CHEMISTRY,IGM,,323,
1700,7121371,LABORATORY,CHEMISTRY,IMMUNE REACTIVE TRYPSIN,,337.25,
1701,7121372,LABORATORY,CHEMISTRY,IMMUNOGLOBULIN D (IGD),,304,
1702,7121373,LABORATORY,CHEMISTRY,"IMMUNOGLOBULIN ELECTROPHORESIS, URINE",,403.75,
1703,7121374,LABORATORY,CHEMISTRY,IMMUNOHISTOCHEMISTRY WITH ABS AGAINST IGA,,1890.5,
1704,7121375,LABORATORY,CHEMISTRY,INFLUENZA A,,104.5,
1705,7121376,LABORATORY,CHEMISTRY,INHIBIN B,,560.5,
1706,7121377,LABORATORY,CHEMISTRY,INSULIN ABS (HUMAN),,199.5,
1707,7121378,LABORATORY,CHEMISTRY,INSULIN ANTIBODY,,522.5,
1708,7121379,LABORATORY,CHEMISTRY,INSULIN AUTO ANTIBODIES,,475,
1709,7121380,LABORATORY,CHEMISTRY,INSULIN RECEPTOR ABS IGG,,817,
1710,7121381,LABORATORY,CHEMISTRY,"INSULIN, SERUM",,190,
1711,7121382,LABORATORY,CHEMISTRY,INTERLEUKIN 2 RECEPTOR (S),,684,
1712,7121383,LABORATORY,CHEMISTRY,INTERLEUKIN 6,,703,
1713,7121384,LABORATORY,CHEMISTRY,INTRINSIC FACTOR ABS,,380,
1714,7121385,LABORATORY,CHEMISTRY,IODINE,,294.5,
1715,7121386,LABORATORY,CHEMISTRY,IONIZED CALCIUM,,237.5,
1716,7121387,LABORATORY,CHEMISTRY,"IRON, SERUM",,95,
1717,7121388,LABORATORY,CHEMISTRY,ISLET CELL  ABS,,308.75,
1718,7121389,LABORATORY,CHEMISTRY,JAK-2 GENE ANALYSIS,,3847.5,
1719,7121390,LABORATORY,CHEMISTRY,JAK-2-GENE (V617F MUTATION),,5130,
1720,7121391,LABORATORY,CHEMISTRY,KAPPA PROBE ISH,,2470,
1721,7121392,LABORATORY,CHEMISTRY,LACTIC ACID (SERUM),,61.75,
1722,7121393,LABORATORY,CHEMISTRY,LAMBDAMRNA PROBE,,2470,
1723,7121394,LABORATORY,CHEMISTRY,LAMOTRIGEN,,394.25,
1724,7121395,LABORATORY,CHEMISTRY,LDH,,128.25,
1725,7121396,LABORATORY,CHEMISTRY,LDH ISOENZYMES,,342,
1726,7121397,LABORATORY,CHEMISTRY,LDL-CHOLESTEROL,,128.25,
1727,7121398,LABORATORY,CHEMISTRY,LEAD U,,332.5,
1728,7121399,LABORATORY,CHEMISTRY,LEGIONELLA ABS.,,1111.5,
1729,7121400,LABORATORY,CHEMISTRY,LEGIONELLA PNEMOPHILA ANTIGEN,,266,
1730,7121401,LABORATORY,CHEMISTRY,LEISHMANIA ANTIBODIES,,475,
1731,7121402,LABORATORY,CHEMISTRY,LEPTIN,,508.25,
1732,7121403,LABORATORY,CHEMISTRY,LEPTOSPIRA ABS,,712.5,
1733,7121404,LABORATORY,CHEMISTRY,LEVETIRAZETAM,,422.75,
1734,7121405,LABORATORY,CHEMISTRY,LH,,190,
1735,7121406,LABORATORY,CHEMISTRY,LIPASE,,95,
1736,7121407,LABORATORY,CHEMISTRY,"LIPID PROFILE: T. CHOL., HDL , LDL, TRIGLYCERIDES",,380,
1737,7121408,LABORATORY,CHEMISTRY,LIPOPROTEIN A,,237.5,
1738,7121409,LABORATORY,CHEMISTRY,LIPOPROTEIN ELECTROPHORESIS,,403.75,
1739,7121410,LABORATORY,CHEMISTRY,LISTERIA ABS,,389.5,
1740,7121411,LABORATORY,CHEMISTRY,LITHIUM,,190,
1741,7121412,LABORATORY,CHEMISTRY,LIVER CYTOSOL1 IGG SPEC.  ABS (LCI),,275.5,
1742,7121413,LABORATORY,CHEMISTRY,"LIVER FUNCTION TEST (TO/DIR BIL, SGOT, SGPT, ALK.PH)",,380,
1743,7121414,LABORATORY,CHEMISTRY,LIVER KIDNEY MICROSOMAL ANTIBODIES,,555.75,
1744,7121415,LABORATORY,CHEMISTRY,LUPUS ANTICOAGULANT,,783.75,
1745,7121416,LABORATORY,CHEMISTRY,LYSOSME,,546.25,
1746,7121417,LABORATORY,CHEMISTRY,MAGNESIUM (SERUM),,76,
1747,7121418,LABORATORY,CHEMISTRY,MAMAGLOBULIN,,546.25,
1748,7121419,LABORATORY,CHEMISTRY,MEASLES ABS IGG & IGM,,508.25,
1749,7121420,LABORATORY,CHEMISTRY,MELANOSOME (HMB45,,546.25,
1750,7121421,LABORATORY,CHEMISTRY,MELATONIN,,465.5,
1751,7121422,LABORATORY,CHEMISTRY,MERCURY,,494,
1752,7121423,LABORATORY,CHEMISTRY,METANEPHINES & NORMATANEPHRINES,,736.25,
1753,7121424,LABORATORY,CHEMISTRY,"METANEPHRINES, URINE",,403.75,
1754,7121425,LABORATORY,CHEMISTRY,METHEAMOGLOBIN,,266,
1755,7121426,LABORATORY,CHEMISTRY,METHOTREXATE,,460.75,
1756,7121427,LABORATORY,CHEMISTRY,METHYLATION ANALYSIS,,3562.5,
1757,7121428,LABORATORY,CHEMISTRY,METHYLMALONIC ACID,,551,
1758,7121429,LABORATORY,CHEMISTRY,METHYLTETRAHYDROFOLATE REDUCTASE,,1795.5,
1759,7121430,LABORATORY,CHEMISTRY,MICROALBUMIN,,114,
1760,7121431,LABORATORY,CHEMISTRY,MICROALBUMINURIA,,123.5,
1761,7121432,LABORATORY,CHEMISTRY,MICROSOMAL ANTIBODY,,403.75,
1762,7121433,LABORATORY,CHEMISTRY,MITOCHONDRIAL ANTIBODY,,403.75,
1763,7121434,LABORATORY,CHEMISTRY,MOLECULAR GENETIC ANALYSIS FOR ALPHA THALASSEMIA,,8122.5,
1764,7121435,LABORATORY,CHEMISTRY,MOLECULAR GENETIC ANALYSIS FOR BETA THALASSEMIA,,5557.5,
1765,7121436,LABORATORY,CHEMISTRY,MOLECULAR GENETIC ANALYSIS FOR X LINKED ADRENOLEUKODYSTROPHY,,10830,
1766,7121437,LABORATORY,CHEMISTRY,MOLECULAR GENETIC FOR NTRK1 GENE,,11400,
1767,7121438,LABORATORY,CHEMISTRY,MOLECULAR GENETIC STUDY (DNA ANALYSIS),,4275,
1768,7121439,LABORATORY,CHEMISTRY,MOLECULAR GENETIC TEST FOR NPHS1 - CARRIER GENE,,2850,
1769,7121440,LABORATORY,CHEMISTRY,MONOSPOT ABS,,736.25,
1770,7121441,LABORATORY,CHEMISTRY,MRD (MINIMAL RESIDUAL DISEASE) TEST,,3705,
1771,7121442,LABORATORY,CHEMISTRY,MUCOPOLYSACCARIDES DIFFERENTIATION,,1045,
1772,7121443,LABORATORY,CHEMISTRY,MUMPS IGG & IGM,,332.5,
1773,7121444,LABORATORY,CHEMISTRY,MUMPS VIRUS ANTIBODY,,403.75,
1774,7121445,LABORATORY,CHEMISTRY,MUSK ABS,,427.5,
1775,7121446,LABORATORY,CHEMISTRY,MYCOPHENOLIC ACID,,266,
1776,7121447,LABORATORY,CHEMISTRY,MYCOPLASMA PNEUMONIA ABS.,,403.75,
1777,7121448,LABORATORY,CHEMISTRY,MYELIN BASCI PROTEIN,,546.25,
1778,7121449,LABORATORY,CHEMISTRY,MYELOPEROXIDASE,,546.25,
1779,7121450,LABORATORY,CHEMISTRY,MYELOPEROXIDASE ABS (MPO),,351.5,
1780,7121451,LABORATORY,CHEMISTRY,MYO-D1,,546.25,
1781,7121452,LABORATORY,CHEMISTRY,MYOGLOBIN QUANT,,323,
1782,7121453,LABORATORY,CHEMISTRY,"MYOSIN, SMOOTH MUSCLE",,546.25,
1783,7121454,LABORATORY,CHEMISTRY,NAPSIN A,,546.25,
1784,7121455,LABORATORY,CHEMISTRY,NEONATAL SCREENING,,783.75,
1785,7121456,LABORATORY,CHEMISTRY,NEURONE SPECIFIC ENOLASE,,437,
1786,7121457,LABORATORY,CHEMISTRY,NT-PRO-BNP,,427.5,
1787,7121458,LABORATORY,CHEMISTRY,OCT ¾,,760,
1788,7121459,LABORATORY,CHEMISTRY,OCT-04,,546.25,
1789,7121460,LABORATORY,CHEMISTRY,OESTRADIOL,,190,
1790,7121461,LABORATORY,CHEMISTRY,OLIGOCLONAL BAND,,475,
1791,7121462,LABORATORY,CHEMISTRY,OPIATES,,237.5,
1792,7121463,LABORATORY,CHEMISTRY,ORGANIC ACID SCREEN,,1235,
1793,7121464,LABORATORY,CHEMISTRY,OSMOLALITY,,285,
1794,7121465,LABORATORY,CHEMISTRY,"OSMOLARITY, SERUM / URINE",,128.25,
1795,7121466,LABORATORY,CHEMISTRY,OSTEOCALCIN,,475,
1796,7121467,LABORATORY,CHEMISTRY,OXALATE,,213.75,
1797,7121468,LABORATORY,CHEMISTRY,P-ANCA,,285,
1798,7121469,LABORATORY,CHEMISTRY,PANCREATIC ELASTASE (FAECES),,475,
1799,7121470,LABORATORY,CHEMISTRY,PARACETAMOL,,380,
1800,7121471,LABORATORY,CHEMISTRY,PARAGONIMUS ABS,,294.5,
1801,7121472,LABORATORY,CHEMISTRY,PARATHYROID HORMONE (PTH),,546.25,
1802,7121473,LABORATORY,CHEMISTRY,PARIETAL CELL ANTIBODY,,403.75,
1803,7121474,LABORATORY,CHEMISTRY,PARVO VIRUS ABS B-19 IGG & IGM,,589,
1804,7121475,LABORATORY,CHEMISTRY,PARVORIRUS B19,,546.25,
1805,7121476,LABORATORY,CHEMISTRY,PAX-5,,546.25,
1806,7121477,LABORATORY,CHEMISTRY,PAX-8,,760,
1807,7121478,LABORATORY,CHEMISTRY,PD-1,,760,
1808,7121479,LABORATORY,CHEMISTRY,PERICARDIAL FLUID (PHYSICAL&CHEMICAL TEST ONLY),,190,
1809,7121480,LABORATORY,CHEMISTRY,PERITONEAL FLUID (PHYSICAL&CHEMICAL ONLY),,190,
1810,7121481,LABORATORY,CHEMISTRY,PHENCYCLIDINE,,237.5,
1811,7121482,LABORATORY,CHEMISTRY,PHENOBARBITAL,,261.25,
1812,7121483,LABORATORY,CHEMISTRY,PHENOL,,489.25,
1813,7121484,LABORATORY,CHEMISTRY,PHENYTOIN,,190,
1814,7121485,LABORATORY,CHEMISTRY,PHOSPOROUS (SERUM),,61.75,
1815,7121486,LABORATORY,CHEMISTRY,PKU SCREEN,,494,
1816,7121487,LABORATORY,CHEMISTRY,PLASMINOGEN,,389.5,
1817,7121488,LABORATORY,CHEMISTRY,PLATELET ANTIBODIES,,4256,
1818,7121489,LABORATORY,CHEMISTRY,PLEURAL FLUID (PHYSICAL&CHEMICAL ONLY),,190,
1819,7121490,LABORATORY,CHEMISTRY,PM1 ABS,,380,
1820,7121491,LABORATORY,CHEMISTRY,PNEUMOCYSTIC CARINII,,2850,
1821,7121492,LABORATORY,CHEMISTRY,POLIO VIRUS ANTIBODY,,403.75,
1822,7121493,LABORATORY,CHEMISTRY,POLYOMA JCV-DNA,,1026,
1823,7121494,LABORATORY,CHEMISTRY,PORPHOBILINOGEN QUANT.,,232.75,
1824,7121495,LABORATORY,CHEMISTRY,PORPHYRINS,,1235,
1825,7121496,LABORATORY,CHEMISTRY,POTASSIUM URINE,,61.75,
1826,7121497,LABORATORY,CHEMISTRY,"POTASSIUM, SERUM OR URINE",,61.75,
1827,7121498,LABORATORY,CHEMISTRY,"POTASSIUM, STOOL",,123.5,
1828,7121499,LABORATORY,CHEMISTRY,PR,,855,
1829,7121500,LABORATORY,CHEMISTRY,PRA (PANEL REACTIVE ANTIBODY),,1710,
1830,7121501,LABORATORY,CHEMISTRY,PREGNANDIOL,,403.75,
1831,7121502,LABORATORY,CHEMISTRY,PRENATAL SCREENING FOR HIGH RISK PREGNANCY/CRYPTOGENETIC TEST,,7695,
1832,7121503,LABORATORY,CHEMISTRY,PRESEPSIN,,332.5,
1833,7121504,LABORATORY,CHEMISTRY,PRICKLE CELL DESMOSMES ABS,,218.5,
1834,7121505,LABORATORY,CHEMISTRY,PRO INSULIN INTACT,,304,
1835,7121506,LABORATORY,CHEMISTRY,PROGESTERONE,,190,
1837,7121508,LABORATORY,CHEMISTRY,PROLACTIN,,546.25,
1838,7121509,LABORATORY,CHEMISTRY,PROSTATE SPECIFIC ANTIGEN,,546.25,
1839,7121510,LABORATORY,CHEMISTRY,PROSTATIC ACID PHOSPHATASE,,427.5,
1840,7121511,LABORATORY,CHEMISTRY,PROTEIN A AND LEUCOCYTE,,465.5,
1841,7121512,LABORATORY,CHEMISTRY,PROTEIN C (ANTIGEN & ACTIVITY),,1220.75,
1842,7121513,LABORATORY,CHEMISTRY,PROTEIN C ACTIVITY,,617.5,
1843,7121514,LABORATORY,CHEMISTRY,"PROTEIN S (TOTAL,FREE & ACTIVITY)",,1900,
1844,7121515,LABORATORY,CHEMISTRY,PROTEIN S ACTIVITY,,617.5,
1845,7121516,LABORATORY,CHEMISTRY,PROTEIN TOTAL,,142.5,
1846,7121517,LABORATORY,CHEMISTRY,PROTHROMBIN MUTATION ,,874,
1847,7121518,LABORATORY,CHEMISTRY,PSAP (PROSTATIC ACID PHOSPHATASE),,546.25,
1848,7121519,LABORATORY,CHEMISTRY,PSEUDOCHOLINESTERASE,,114,
1849,7121520,LABORATORY,CHEMISTRY,PTEN,,760,
1850,7121521,LABORATORY,CHEMISTRY,PTEN (BREAST CANCER),,1045,
1851,7121522,LABORATORY,CHEMISTRY,PTH INTACT,,584.25,
1852,7121523,LABORATORY,CHEMISTRY,PYRILINKS D,,403.75,
1853,7121524,LABORATORY,CHEMISTRY,PYRUVATE KINASE,,123.5,
1854,7121525,LABORATORY,CHEMISTRY,Q FEVER (COXIELLA BURNETTI IGG & IGM ABS),,636.5,
1855,7121526,LABORATORY,CHEMISTRY,QUALITATIVE MOLECULAR BLR/ABL DIAGNOSTICS,,3306,
1856,7121527,LABORATORY,CHEMISTRY,QUANTIFERON (TB GOLD),,1026,
1857,7121528,LABORATORY,CHEMISTRY,QUANTIFERON TBGOLD PLUS,,1548.5,
1858,7121529,LABORATORY,CHEMISTRY,QUANTITATIVE MOLECULAR BCR/ABL DIAGONOSTICS,,6612,
1859,7121530,LABORATORY,CHEMISTRY,RAST,,403.75,
1860,7121531,LABORATORY,CHEMISTRY,RCC,,546.25,
1861,7121532,LABORATORY,CHEMISTRY,"RENAL (KIDNEY) FUNCTION TESTS (BUN, CR, NA, K, CL & URIC ACID)",,380,
1862,7121533,LABORATORY,CHEMISTRY,RENAL TUBULAR DYSGENESIS (AGT) SINGLE GENE ANALYSIS,,3087.5,
1863,7121534,LABORATORY,CHEMISTRY,RENIN .,,432.25,
1864,7121535,LABORATORY,CHEMISTRY,RESPIRATORY SYNCTIAL VIRUS ABS.,,403.75,
1865,7121536,LABORATORY,CHEMISTRY,RETT SYNDROME (MECP2-GENE) TEST,,14107.5,
1866,7121537,LABORATORY,CHEMISTRY,RHINOVIRUS RNA,,1757.5,
1867,7121538,LABORATORY,CHEMISTRY,RIBOSOMAL ABS,,536.75,
1868,7121539,LABORATORY,CHEMISTRY,RICKETTSIA ABS,,684,
1869,7121540,LABORATORY,CHEMISTRY,RIVOTRIL,,332.5,
1870,7121541,LABORATORY,CHEMISTRY,RNP / SM,,247,
1871,7121542,LABORATORY,CHEMISTRY,RO,,560.5,
1872,7121543,LABORATORY,CHEMISTRY,"RUBELLA, IGG SPECIFIC",,403.75,
1873,7121544,LABORATORY,CHEMISTRY,"RUBELLA, IGM SPECIFIC",,403.75,
1874,7121545,LABORATORY,CHEMISTRY,"SACCAROMYCES IGA, IGG, IGM ABS STRUCTURE",,332.5,
1875,7121546,LABORATORY,CHEMISTRY,SALMONEILA ABS,,389.5,
1876,7121547,LABORATORY,CHEMISTRY,SCHAWACHMAN DIAMOND SYNDROME,,21660,
1877,7121548,LABORATORY,CHEMISTRY,SCHISTOSOMA ANTIBODY,,403.75,
1878,7121549,LABORATORY,CHEMISTRY,SCL 70 ABS,,332.5,
1879,7121550,LABORATORY,CHEMISTRY,SECRETOR IGA (SALIVA),,323,
1880,7121551,LABORATORY,CHEMISTRY,SELENIUM,,389.5,
1881,7121552,LABORATORY,CHEMISTRY,SEMEN ANALYSIS,,114,
1882,7121553,LABORATORY,CHEMISTRY,SEROTONIN,,247,
1883,7121554,LABORATORY,CHEMISTRY,SERUM B-CROSSLAPS (CTX),,570,
1884,7121555,LABORATORY,CHEMISTRY,SGOT (AST),,71.25,
1885,7121556,LABORATORY,CHEMISTRY,SGPT (ALT),,71.25,
1886,7121557,LABORATORY,CHEMISTRY,SHBG (SEX HORMONE BINDING GLOBULIN),,408.5,
1887,7121558,LABORATORY,CHEMISTRY,SHIGELLA ABS,,380,
1888,7121559,LABORATORY,CHEMISTRY,SIROLIMUS,,560.5,
1889,7121560,LABORATORY,CHEMISTRY,SMOOTH MUSCLE ANTIBODY,,403.75,
1890,7121561,LABORATORY,CHEMISTRY,SODIUM URINE,,61.75,
1891,7121562,LABORATORY,CHEMISTRY,"SODIUM, SERUM OR URINE",,71.25,
1892,7121563,LABORATORY,CHEMISTRY,"SODIUM, STOOL",,123.5,
1893,7121564,LABORATORY,CHEMISTRY,SOLUBLE LIVER ANTIGEN ABS,,285,
1894,7121565,LABORATORY,CHEMISTRY,SPERM VITALITY,,190,
1895,7121566,LABORATORY,CHEMISTRY,SPERMATOZOAL ANTIBODIES,,475,
