Service Code;Service Description;Service Type;SBS;"Gross Price Applicable Effective
01. Jan.2026 to 31. Dec.2026 (SR )";"Gross Price Applicable Effective 01.
Jan.2027 to 31. Dec.2027 (SR )";"Gross Price Applicable Effective 01. Jan.2028 (SR )
Onward";Service Discount
FMENTS0017;EXTERNAL OPERATION ON FRONTAL ETHMOIDAL & SPHENOID SINUSES;OS;41749-00-00;5190;5190;5190;0.2
FMENTS0018;BONY TUMOURS OF NASAL SINUSES- BENIGN;OS;41737-03-00;5190;5190;5190;0.2
FMENTS0019;BONY TUMPURS OF NASAL SINUSES- MALIGNANT;OS;41737-03-00;7795;7795;7795;0.2
FMENTS0020;ENDOSCOPIC SINUS SURGERY;OS;41764-01-00;5806.25;5806.25;5806.25;0.2
FMENTS0021;ADD L FEE FOR COM.OR OVER 3HRS FMENTS0021;OS;83700-00-00;657.5;657.5;657.5;0.2
FMENTS0022;FUNCTIONAL ENDOSCOPIC SINUS SURGERY UNILATERAL;OS;83700-00-00;2355;2355;2355;0.2
FMERDA0001;ABSCESS INCISSION SUFERFICIAL;OS;30223-01-00;125;125;125;0.2
FMERDA0002;ABSCESS INCISION DEEP FMERDA0002;OS;30223-01-20;187.5;187.5;187.5;0.2
FMERDA0003;ENDOTRACHEAL INTUBATION FMERDA0003;OS;22007-00-00;247.5;247.5;247.5;0.2
FMERDA0004;INCISN & DRAINGE OF PARONYCHIA;OS;47912-00-01;187.5;187.5;187.5;0.2
FMERDA0005;Removal of nail;OS;83700-00-00;186.28;186.28;186.28;0.2
FMERDA0007;REMOVL OF FOREIGN BODY (SIMPLE;OS;83700-00-00;500;500;500;0.2
FMERDA0008;BURN DRESSING 5 %;OS;30010-00-10;186.28;186.28;186.28;0.2
FMERDA0009;BURN DRESSING 10 - 20%;OS;30014-00-00;622.22;622.22;622.22;0.2
FMERDA0010;BURN DRESSING 20 - 30% FMERDA0010;OS;30014-00-00;992.5;992.5;992.5;0.2
FMERDA0011;BURN DRESSING 5 - 10%;OS;30010-00-20;247.5;247.5;247.5;0.2
FMERDA0012;CATHETERIZATION;OS;36800-00-00;90.55;90.55;90.55;0.2
FMERDA0013;DEEP CUT WOUND LARGE (10 - 20 STITCHES);OS;83700-00-00;247.08;247.08;247.08;0.2
FMERDA0014;DEEP CUT WOUND MEDIUM ( 5 - 10 STITCHES);OS;30026-00-10;186.28;186.28;186.28;0.2
FMERDA0015;DEEP CUT WOUND SMALL ( 3 - 5 STITCHES);OS;83700-00-00;124.18;124.18;124.18;0.2
FMERDA0016;ENDOTRACHEAL TUBE;OS;22007-00-00;34.92;34.92;34.92;0.2
FMERDA0017;I.V. CANULA;OS;90220-00-00;28.46;28.46;28.46;0.2
FMERDA0018;I.V. CENTRAL CATHETER;OS;13815-00-00;102.2;102.2;102.2;0.2
FMERDA0019;I.V. FLUID INSERTION;OS;96199-19-00;62.1;62.1;62.1;0.2
FMERDA0020;I.V. Injection;OS;96199-19-00;13.75;13.75;13.75;0.2
FMERDA0021;HOME VISIT BY G.P. ON DUTY;OS;96237-00-30;331.25;331.25;331.25;0.2
FMERDA0022;HOME VISIT BY G.P. OFF DUTY;OS;83620-00-50;461.25;461.25;461.25;0.2
FMERDA0025;HOME VISIT (ESCORT NURSE);OS;83620-00-00;124.18;124.18;124.18;0.2
FMERDA0026;CARDIAC MONITORING(PER 30 MIN);OS;92056-00-00;62.1;62.1;62.1;0.2
FMERDA0027;SUB.CUT WOUND LARGE (10-20 STITCHES;OS;83700-00-00;186.28;186.28;186.28;0.2
FMERDA0028;SUB.CUT WOUND MEDIUM (5 - 10 STITHES);OS;30026-00-20;124.18;124.18;124.18;0.2
FMERDA0029;SUB.CUT WOUND SMALL (3 - 5 STITCHES);OS;30026-00-10;81.25;81.25;81.25;0.2
FMERDA0030;CONTROL OF EPISTAXIS BY ANTERIOR NASAL PACKING;OS;41677-00-00;314.35;314.35;314.35;0.2
FMERDA0031;CONTROL OF EPISTAXIS BY ANTE- ROPOST NASAL PACKING;OS;41677-00-00;992.5;992.5;992.5;0.2
FMERDA0032;FOREIGN BODY REMOVAL FMERDA0032;OS;83700-00-00;247.5;247.5;247.5;0.2
FMERDA0033;SUTURE OF LACERATN EXTERNL EAR;OS;30052-00-01;141.25;141.25;141.25;0.2
FMERDA0034;SUTURE OF LACERATN OF LIP (EA);OS;30052-02-00;91.25;91.25;91.25;0.2
FMERDA0035;SUTURE OF LACERATN IN THE NOSE;OS;30052-03-00;124.18;124.18;124.18;0.2
FMERDA0036;SUTURE OF LACERATION TONGUE;OS;90136-00-00;125;125;125;0.2
FMERDA0037;CHECK-UP FOOD HANDLER;OS;99999-99-99;247.5;247.5;247.5;0.2
FMERDA0039;DEFIBRILLATOR;OS;83700-00-00;186.28;186.28;186.28;0.2
FMERDA0040;ER DELIVERY FEE;OS;99999-99-99;1458.75;1458.75;1458.75;0.2
FMERDA0042;FIXATION OF AGRYL CATHETER;OS;13109-00-00;622.5;622.5;622.5;0.2
FMERDA0043;GASTRIC LAVAGE STOMACH OR STOMACH WASH;OS;14200-00-00;102.2;102.2;102.2;0.2
FMERDA0044;GASTRIC LAVAGE WITH N.G.T.;OS;14200-00-00;151.35;151.35;151.35;0.2
FMERDA0045;HEALTH CERTIFICATE;OS;99999-99-99;197.5;197.5;197.5;0.2
FMERDA0046;HOME TREATMENT (NURSE+PROCEDUR;OS;96028-00-00;62.5;62.5;62.5;0.2
FMERDA0047;INCISION & DRAINAGE (PEDIA);OS;83700-00-00;125;125;125;0.2
FMERDA0048;INTUBATION FEE;OS;22007-00-00;152.5;152.5;152.5;0.2
FMERDA0049;MARITAL COUNSELLING;OS;96081-00-00;152.5;152.5;152.5;0.2
FMERDA0050;MINI DRESSING PACK;OS;30055-00-10;45.28;45.28;45.28;0.2
FMERDA0051;NASAL TUBE SUNCTIONING;OS;96157-00-00;16.82;16.82;16.82;0.2
FMERDA0052;NURSE ESCORT FOR PT. BY AIR (PER DAY);OS;83610-04-50;622.5;622.5;622.5;0.2
FMERDA0053;RECTAL TUBE INSERTION;OS;92066-00-00;35;35;35;0.2
FMERDA0054;REMOVAL OF LOOSE NAILS DRESSNG;OS;83700-00-00;102.5;102.5;102.5;0.2
FMERDA0055;SGH COCKTAIL(IV/PROFE/LAS/BEC)DW/PROFENID/SYNACTEN/LASIX 2HR;OS;83700-00-00;276.25;276.25;276.25;0.2
FMERDA0056;SM.DRESSING W/OINT & BAN DIF.A;OS;30055-00-10;102.5;102.5;102.5;0.2
FMERDA0057;UNDER WATER DRAINAGE;OS;83700-00-00;151.35;151.35;151.35;0.2
FMERDA0058;VACCINATION FOR CHOLERA (ER);OS;92143-00-00;23.75;23.75;23.75;0.2
FMERDA0059;AIRWAY;OS;90179-02-00;35;35;35;0.2
FMERDA0060;COLD COMPRESS;OS;22065-00-90;62.1;62.1;62.1;0.2
FMERDA0061;FLEET CLEANSING ENEMA;OS;92077-00-00;35;35;35;0.2
FMERDA0062;GLUCOTEST;OS;73050-15-40;16.82;16.82;16.82;0.2
FMERDA0063;HOT COMPRESS;OS;92178-00-90;62.5;62.5;62.5;0.2
FMERDA0064;I.M. OR SUBCUTICULAR INJECTION;OS;96197-19-00;6.47;6.47;6.47;0.2
FMERDA0066;Medium Dressing;OS;30055-00-20;62.1;62.1;62.1;0.2
FMERDA0067;ORDINARY DRESSING;OS;30055-00-00;41.25;41.25;41.25;0.2
FMERDA0068;OXYGEN INHALATION (PER 30 MNS);OS;92044-00-00;34.92;34.92;34.92;0.2
FMERDA0069;TEPID SPONGE BATH;OS;96131-00-00;62.1;62.1;62.1;0.2
FMERDA0070;SKIN TEST;OS;12003-00-00;6.47;6.47;6.47;0.2
FMERDA0071;CODE BLUE CALL;OS;83700-00-00;186.28;186.28;186.28;0.2
FMERDA0072;SUTURING 1-3 SUTURES;OS;30026-00-10;56.92;56.92;56.92;0.2
FMERDA0073;NEBULIZER A/C VENTOLIN;OS;92043-00-00;56.92;56.92;56.92;0.2
FMERDA0075;Small Dressing;OS;30055-00-10;23.29;23.29;23.29;0.2
FMERDA0076;E.C.G;OS;83700-00-00;102.2;102.2;102.2;0.2
FMERDA0077;HOME VISIT SPECIALIST ON DUTY;OS;96028-00-00;393.75;393.75;393.75;0.2
FMERDA0078;HOME VISIT SPECIALIST OFF DUTY;OS;83620-00-60;470.87;470.87;470.87;0.2
FMERDA0079;CHEMOTHERAPY (1) DAY TREAT.ER;OS;96206-00-00;247.5;247.5;247.5;0.2
FMERDA0080;CHEMOTHERAPY (2) DAYS TREA.ER;OS;96206-00-00;372.5;372.5;372.5;0.2
FMERDA0081;PRE-EMPLOYMENT CHECK-UP- SAMAREC;OS;99999-99-99;622.5;622.5;622.5;0.2
FMERDA0082;EVALUATION OF BREAST MILK USING ELECTRONIC BREAST PUMP;OS;92001-00-00;28.75;28.75;28.75;0.2
FMERDA0083;FINE FAC.SUTRES.USING 8-12 SUT USING 5 OR 6 SUTURE;OS;30032-00-30;152.5;152.5;152.5;0.2
FMERDA0084;FINE FACIAL SUTUR.USG.5-6 1-3 SUTURES;OS;30032-00-10;96.25;96.25;96.25;0.2
FMERDA0085;FINE FAC.SUT.USNG. 5-6 SUT.4-7 SUTURES;OS;30032-00-10;124.18;124.18;124.18;0.2
FMERDA0088;HOME VISIT FOR COMPANY PATIENT;OS;83620-00-70;237.5;237.5;237.5;0.2
FMERDA0089;USE OF PULSE OXIMETER 30 MNTS.;OS;99999-99-99;35;35;35;0.2
FMERDA0090;HOME VISIT OUTSIDE JEDDAH;OS;83620-00-50;3532.5;3532.5;3532.5;0.2
FMERDA0091;VITAL SIGN MONITORING MULTI PARAMETER HOURLY RATE;OS;83600-00-90;112.54;112.54;112.54;0.2
FMERDA0092;HOME VISIT PER HOUR;OS;83620-00-70;225.09;225.09;225.09;0.2
FMERDA0093;E.C.G. ANALYZER;OS;11700-00-00;135;135;135;0.2
FMERDC0001;AMBULANCE W/ OR W/OUT NURSE (RETURN JEDDAH);OS;83520-00-00;186.28;186.28;186.28;0.2
FMERDC0002;AMBULANCE W/ DOCTOR G.P.& NURS (RETURN JEDDAH);OS;83520-00-00;561.42;561.42;561.42;0.2
FMERDC0003;AMBULANCE W/ OR W/OUT NURSE (RETURN MECCA);OS;83520-00-00;992.39;992.39;992.39;0.2
FMERDC0004;AMBULANCE W/DOCTOR G.P.& NURSE;OS;83520-00-00;1486.35;1486.35;1486.35;0.2
FMERDC0005;AMBULANCE WITHOUT NURSE (RETURN TAIF);OS;83520-00-00;1487.5;1487.5;1487.5;0.2
FMERDC0006;AMBULANCE W/ DOCTOR G.P NURSE (RETURN TAIF);OS;83520-00-00;1547.5;1547.5;1547.5;0.2
FMERDC0007;AMBULANCE W/ OR W/O NURSE (RETURN MEDINA);OS;83520-00-00;2472.5;2472.5;2472.5;0.2
FMERDC0008;AMBULANCE W/ DOCTOR G.P. NURSE (RETURN MEDINA);OS;83520-00-00;3465;3465;3465;0.2
FMERDC0009;CRUTCHES RENTAL PER WEEK (PLUS DEPOSIT);OS;83520-00-00;62.5;62.5;62.5;0.2
FMERDC0010;WALKER RENTAL - PER DAY PLUS DEPOSIT;OS;83520-00-00;23.75;23.75;23.75;0.2
FMERDC0011;WHEELCHAIR RENTAL-PER DAY (DEPOSIT 500);OS;83520-00-00;41.25;41.25;41.25;0.2
FMERDC0012;AMBULANCE W/W/OUT NURSE(RETURN JEDDAH)-MERCEDES BENZ;OS;83520-00-00;187.5;187.5;187.5;0.2
FMERDC0013;AMBULANCE W/DOCTOR G.P & NURSE (RETURN JEDDAH)- MERCEDES BENZ;OS;83520-00-00;562.5;562.5;562.5;0.2
FMERDC0014;AMBULANCE W/W/OUT NURSE (RET. MECCA) - MERCEDES BENZ;OS;83520-00-00;992.5;992.5;992.5;0.2
FMERDC0015;AMBULACE W/DOCTOR G.P. & NURSE;OS;83520-00-00;1486.35;1486.35;1486.35;0.2
FMERDC0016;AMBULANCE W/OUT NURSE(RETURN TAIF) - MERCEDES BENZ;OS;83520-00-00;1487.5;1487.5;1487.5;0.2
FMERDC0017;AMBULANCE W/DOCTOR G.P. NURSE (RETURN TAIF) - MERCEDES BENZ;OS;83520-00-00;1547.5;1547.5;1547.5;0.2
FMERDC0018;AMBULACE W/W/OUT NURSE(RETURN MEDINA) - MERCEDES BENZ;OS;83520-00-00;2472.5;2472.5;2472.5;0.2
FMERDC0019;AMBULANCE W/DOCTOR G.P. NURSE (RETURN MEDINA) - MERCEDES BENZ;OS;83500-00-80;3465;3465;3465;0.2
FMERDC0020;AMBULANCE TO NORTH ABHOR W/NUR SE;OS;83500-00-80;337.5;337.5;337.5;0.2
FMERDC0021;AMBULANCE TO DURRAT AL AROUS WITH NURSE;OS;83500-00-80;562.5;562.5;562.5;0.2
FMERDC0022;AMBULANCE TO NATIONAL GUARD HOSPITAL WITH NURSE;OS;83500-00-80;450;450;450;0.2
FMERDC0023;AMBULANCE TO ABHA-KHAMIS WITH NURSE;OS;83500-00-80;4707.5;4707.5;4707.5;0.2
FMERDC0024;AMBULANCE TO ABHA-KHAMIS DOCTO R PLUS NURSE;OS;83500-00-80;6948.75;6948.75;6948.75;0.2
FMERDC0025;AMBULANCE TO KONFUDA WITH NURSE;OS;83500-00-80;2018.75;2018.75;2018.75;0.2
FMERDC0026;AMBULANCE TO KUNFUDA DOCTOR NURSE;OS;83500-00-80;3138.75;3138.75;3138.75;0.2
FMERDD0001;P.O.P. to simple fracture;OS;96092-00-00;124.18;124.18;124.18;0.2
FMERDD0002;PLASTER STRAPPING (TOE FINGER);OS;96092-00-00;102.2;102.2;102.2;0.2
FMERDD0003;SKIN TRACTION W/ THOMAS SPLINT;OS;90531-00-00;500;500;500;0.2
FMERDD0004;SPLINT FOR FRACTURE;OS;96092-00-00;102.2;102.2;102.2;0.2
FMERDD0005;TENSOPLAST STRAPPING;OS;96092-00-00;102.5;102.5;102.5;0.2
FMERDD0006;THOMAS SPLINT RENTAL PER WEEK PLUS DEPOSIT;OS;83700-00-00;158.75;158.75;158.75;0.2
FMERDE0001;RECOVERY/OBSERVATION PER (HR);OS;96037-00-00;62.1;62.1;62.1;0.2
FMERDV0001;Meningitis Vaccine;OS;92166-00-00;46.25;46.25;46.25;0.2
FMERDV0003;HEPATITIS B VACCINE IN ER;OS;92168-00-00;91.25;91.25;91.25;0.2
FMICU-0001;WARMING BLANKET PER HOUR;OS;92178-00-90;34.92;34.92;34.92;0.2
FMICU-0002;DEFIBRILLATOR FMICU-0002;OS;83700-00-00;237.5;237.5;237.5;0.2
FMICU-0003;PACEMAKER PER DAY;OS;83700-00-00;590;590;590;0.2
FMICU-0004;INTERCOSTAL TUBE INSERTION;OS;38806-00-00;353.75;353.75;353.75;0.2
FMICU-0005;PORTABLE VENTILATOR (OXYGEN) PER HOUR;OS;92209-00-00;62.1;62.1;62.1;0.2
FMICU-0006;EPIDURAL INSERTION;OS;90018-00-00;237.5;237.5;237.5;0.2
FMICU-0007;ECG PORTABLE;OS;11700-00-00;119.01;119.01;119.01;0.2
FMICU-0008;AIR MATRESS PER DAY;OS;83700-00-00;62.1;62.1;62.1;0.2
FMICU-0009;LUMBAR PUNCTURE FMICU-0009;OS;39000-00-00;237.5;237.5;237.5;0.2
FMICU-0010;Abdominal Tapping;OS;30406-00-00;236.73;236.73;236.73;0.2
FMICU-0011;CHANGE OF TRACHEOTOMY TUBE;OS;92046-00-00;236.73;236.73;236.73;0.2
FMICU-0012;MULTI PARAMETER FMICU-0012;OS;83700-00-00;225.09;225.09;225.09;0.2
FMICU-0013;TWIN PUMP AMBU BAG /USE;OS;99999-99-99;28.75;28.75;28.75;0.2
FMICU-0014;USE OF BLOOD WARMER;OS;83700-00-00;56.92;56.92;56.92;0.2
FMICU-0015;CENTRAL LINE INSERTION.;OS;13815-00-00;1260;1260;1260;0.2
FMICU-0036;CRRT SESSION;OS;13100-02-00;2520;2520;2520;0.2
FMICU-0037;PNEUMATIC CUFF COMPRESSOR PER DAY;OS;22065-00-50;378;378;378;0.2
FMINT-0005;PERCUTANEOUS LIVER BIOPSY;OS;30409-00-00;500;500;500;0.2
FMINT-0006;ABDOMINAL PARACENTESIS;OS;30406-00-00;314.35;314.35;314.35;0.2
FMINT-0007;THORACOCENTESIS;OS;38800-00-00;438.75;438.75;438.75;0.2
FMINT-0008;PERCUTANEOUS KIDNEY BIOPSY;OS;36627-01-01;500;500;500;0.2
FMINT-0026;Pulmonary function test;OS;11506-00-00;275.54;275.54;275.54;0.2
FMINT-0027;BENCARD SENSITIVITY TEST;OS;73100-18-20;411.25;411.25;411.25;0.2
FMINT-0029;ASTHMA CHECKUP - 1ST VISIT;OS;83600-02-10;757.5;757.5;757.5;0.2
FMINT-0031;PLEURAL BIOPSY;OS;38418-01-01;315;315;315;0.2
FMINT-0032;ADD L FEE FOR COM.OR OVER 3HRS FMINT-0032;OS;83700-00-00;622.5;622.5;622.5;0.2
FMINT-0033;CONT.SUBCUTA.INSULIN INFU.PUMP;OS;96209-06-00;622.5;622.5;622.5;0.2
FMINT-0052;INHANCED RESPIROMETRY;OS;11506-00-00;236.73;236.73;236.73;0.2
FMINT-0053;M V V;OS;11506-00-00;62.5;62.5;62.5;0.2
FMINT-0054;T L C + R V;OS;11503-12-00;237.5;237.5;237.5;0.2
FMINT-0055;FLOW VOLUME LOOP;OS;83700-00-00;179.81;179.81;179.81;0.2
FMINT-0056;DIFFUSION;OS;73100-15-20;297.53;297.53;297.53;0.2
FMINT-0057;COMPLIANCE;OS;83700-00-00;353.75;353.75;353.75;0.2
FMINT-0058;AIRWAY RESISTENCE & CONDUCTANE;OS;11503-13-00;237.5;237.5;237.5;0.2
FMINT-0059;THORACIC GAS VOLUME;OS;11503-13-00;236.73;236.73;236.73;0.2
FMINT-0060;PROVOCATION CHALLENGE;OS;11503-17-00;590;590;590;0.2
FMINT-0061;SINGLE BREATH O2;OS;92044-00-00;179.81;179.81;179.81;0.2
FMINT-0062;MAX RESPIRATORY PRESSURE;OS;83700-00-00;119.01;119.01;119.01;0.2
FMINT-0065;DIABETIC FOOT CARE;OS;95550-04-00;62.1;62.1;62.1;0.2
FMINT-0066;FUNDUS PICTURE;OS;83700-00-00;62.5;62.5;62.5;0.2
FMINT-0067;DOOPLER EXAMINATION;OS;90908-00-00;28.75;28.75;28.75;0.2
FMINT-0068;Blood Sugar Test;OS;73050-15-60;45.28;45.28;45.28;0.2
FMINT-0069;URINE TEST;OS;73050-41-10;28.75;28.75;28.75;0.2
FMINT-0070;DIABETIC EDU. PROG.(4 SESSION);OS;95550-14-00;237.5;237.5;237.5;0.2
FMINT-0071;DIABETIC EDU. PRG. (1 SESSION);OS;95550-14-00;62.5;62.5;62.5;0.2
FMINT-0072;oxygen inhalation;OS;92044-00-00;40.1;40.1;40.1;0.2
FMINT-0073;SKIN TEST FOR DRUG;OS;73100-18-20;7.5;7.5;7.5;0.2
FMINT-0074;PEACK FLOW METER;OS;83700-00-00;13.75;13.75;13.75;0.2
FMINT-0075;NEBULIZER A/C VENTOLIN FMINT-0075;OS;92043-00-00;56.92;56.92;56.92;0.2
FMINT-0076;PULSE OXYMETER;OS;83700-00-00;35;35;35;0.2
FMINT-0087;STRESS TRANOESPHAGEAL ECHO FMINT-0087;OS;55118-00-00;1346.25;1346.25;1346.25;0.2
FMINT-0088;ECHO FULL STUDY FMINT-0088;OS;55113-00-00;897.5;897.5;897.5;0.2
FMINT-0089;ECHO REPEAT FMINT-0089;OS;55113-00-00;506.25;506.25;506.25;0.2
FMINT-0090;ECHO FOLLOW UP FMINT-0090;OS;55113-00-00;393.75;393.75;393.75;0.2
FMINT-0094;T CHOLESTEROL + TRIGLYCERIDES;OS;83700-00-00;202.5;202.5;202.5;0.2
FMINT-0095;DIABETIC CENTER SERVICE(DIETIC IAN);OS;95550-14-00;23.75;23.75;23.75;0.2
FMINT-0096;DIABETIC CENTER SERVICE (EDUCA TION);OS;83600-02-10;23.75;23.75;23.75;0.2
FMINT-0097;DIABETIC CNTR SRVC DIATICIAN + EDUCATION);OS;95550-00-00;35;35;35;0.2
FMINT-0098;DIETICIAN SERVICE;OS;95550-00-00;57.5;57.5;57.5;0.2
FMINT-0099;INSULIN INJECTION IN THE CLINI C;OS;96200-06-00;7.5;7.5;7.5;0.2
FMINT-1002;DIABETIC EDUCATION;OS;95550-14-00;75.03;75.03;75.03;0.2
FMIVF-0001;ARTIFICIAL INSEMINATION OF HUSBAND (AIH);OS;13221-00-00;622.5;622.5;622.5;0.2
FMIVF-0002;PERITONEAL OOCYTE AND SPERM TRANSFER (POST);OS;13215-00-00;4943.75;4943.75;4943.75;0.2
FMIVF-0005;INVINTRO FERTILIZATION BY U/S DIRECTED OOCYTE RETRIEVAL;OS;13212-00-00;8036.25;8036.25;8036.25;0.2
FMIVF-0008;INVINTRO FERTILIZATION BY LAP- ROSCOPIC OOCYTE RETRIEVAL;OS;13212-00-00;9885;9885;9885;0.2
FMIVF-0011;REPEATED IVF BY LAPAROSCOPIC OOCYTE RETRIEVAL;OS;13212-01-00;8652.5;8652.5;8652.5;0.2
FMIVF-0014;GAMETE INTRA FALLOPIAN TRANS- FER ( (GIFT);OS;13215-00-00;9268.75;9268.75;9268.75;0.2
FMIVF-0017;ZYGOTE INTRA FALLOPIAN TRANS- FER (ZIFT)\;OS;13215-02-00;9885;9885;9885;0.2
FMIVF-0020;IVF-GIFT COMBINED;OS;13215-00-00;10506.25;10506.25;10506.25;0.2
FMIVF-0023;SEMEN ANALYSIS;OS;73400-03-30;151.35;151.35;151.35;0.2
FMIVF-0024;SEMEN ASSESMENT;OS;73400-03-30;372.5;372.5;372.5;0.2
FMIVF-0025;SPERM ANTIBODIES;OS;73400-03-80;562.5;562.5;562.5;0.2
FMIVF-0026;POST COITAL TEST (PCT);OS;83700-00-00;152.5;152.5;152.5;0.2
FMIVF-0027;X-Y SEPARATION;OS;83700-00-00;992.5;992.5;992.5;0.2
FMIVF-0028;SPERM-MUCOUS PENETRATION TEST;OS;73200-03-60;187.5;187.5;187.5;0.2
FMIVF-0029;VAGINAL ULTRASOUND FMIVF-0029;OS;90908-00-00;247.5;247.5;247.5;0.2
FMIVF-0030;VAGINAL ULTRA SOUND PACK. DEAL (4-5 U/S VAGINAL SCANS);OS;55065-00-10;622.5;622.5;622.5;0.2
FMIVF-0031;ABDOMINAL ULTRASOUND;OS;55036-00-00;186.28;186.28;186.28;0.2
FMIVF-0032;LAPAROSCOPIC EXAM FOR INFERTI- LITY;OS;30390-00-00;1856.25;1856.25;1856.25;0.2
FMIVF-0033;LAPAROSCOPIC OPERATION FOR INFERTILITY;OS;30390-00-00;3093.75;3093.75;3093.75;0.2
FMIVF-0034;HYSTEROSCOPIC EXAM FOR  INFERTILITY;OS;35630-00-00;1240;1240;1240;0.2
FMIVF-0035;HYSTEROSCOPIC OPERATION FOR INFERTILITY;OS;35630-00-00;3093.75;3093.75;3093.75;0.2
FMIVF-0036;I.V.F. CHECK-UP;OS;83700-00-00;276.25;276.25;276.25;0.2
FMIVF-0037;LASER ASSISTED HATCHING;OS;99999-99-99;1122.5;1122.5;1122.5;0.2
FMLAB-1006;5 DAYS LIFE PLATELETE CONC. (CYTOPHERESIS);OS;83700-00-00;3362.5;3362.5;3362.5;0.2
FMLAB-1011;ACID PHOSPHATASE-STAIN;OS;73050-27-40;180;180;180;0.2
FMLAB-1012;ACTIVATED CLOTTING TIME;OS;83700-00-00;163.75;163.75;163.75;0.2
FMLAB-1013;ANTI-BODY SCREENING;OS;73250-00-20;169.46;169.46;169.46;0.2
FMLAB-1014;ANTI-THROMBIN III;OS;73100-03-90;169.46;169.46;169.46;0.2
FMLAB-1015;BL.Gr. + RH ABO;OS;73250-00-00;67.26;67.26;67.26;0.2
FMLAB-1016;BLEEDING TIME (B.T) TEMPLATE;OS;73100-00-00;56.92;56.92;56.92;0.2
FMLAB-1017;Blood Film for Filaria;OS;73050-43-50;57.5;57.5;57.5;0.2
FMLAB-1018;BLOOD FILM MALARIA;OS;73100-25-40;56.92;56.92;56.92;0.2
FMLAB-1019;Bone Marrow Examination;OS;73100-01-90;450;450;450;0.2
FMLAB-1020;BONE MARROW SAMPLING PROCEDURE;OS;90280-00-00;308.75;308.75;308.75;0.2
FMLAB-1021;BONE MARROW TREPHINE SAMPLING;OS;30084-00-00;562.5;562.5;562.5;0.2
FMLAB-1022;COMPLETE BLOOD COUNT;OS;73100-00-90;105;105;105;0.2
FMLAB-1023;CBC WITH AUTOMATED DIFF.;OS;73100-00-80;116.42;116.42;116.42;0.2
FMLAB-1024;Clotting Time (C.T);OS;83700-00-00;46.25;46.25;46.25;0.2
FMLAB-1025;CLOTTING FACTOR 5;OS;73100-03-20;247.08;247.08;247.08;0.2
FMLAB-1026;CLOTTING FACTOR 7;OS;73100-03-40;225.09;225.09;225.09;0.2
FMLAB-1027;CLOTTING FACTOR 8;OS;73100-03-50;225.09;225.09;225.09;0.2
FMLAB-1028;CLOTTING FACTOR 9;OS;73100-03-10;282.01;282.01;282.01;0.2
FMLAB-1029;CLOTTING FACTOR 10;OS;73100-03-20;225.09;225.09;225.09;0.2
FMLAB-1030;CLOTTING FACTOR 11;OS;73100-03-30;247.5;247.5;247.5;0.2
FMLAB-1031;CLOTTING FACTOR 12;OS;73100-03-40;282.5;282.5;282.5;0.2
FMLAB-1032;COLD AGGLUTININS TITRE;OS;73100-12-30;113.75;113.75;113.75;0.2
FMLAB-1033;COOMB S TEST-DIRECT;OS;73250-00-30;67.26;67.26;67.26;0.2
FMLAB-1034;COOMB S TEST-INDIRECT;OS;73250-00-40;67.26;67.26;67.26;0.2
FMLAB-1035;Cross Matching;OS;73250-01-60;112.54;112.54;112.54;0.2
FMLAB-1036;DONOR BLEEDING;OS;83700-00-00;102.5;102.5;102.5;0.2
FMLAB-1037;RECEIVER SCREENING;OS;83700-00-00;393.75;393.75;393.75;0.2
FMLAB-1038;ESR;OS;73100-09-00;45.28;45.28;45.28;0.2
FMLAB-1039;Esterase stain;OS;73050-08-20;276.25;276.25;276.25;0.2
FMLAB-1040;BLOOD FILM FOR LEISHMANIA;OS;73100-24-40;67.5;67.5;67.5;0.2
FMLAB-1041;F.D.Ps;OS;83700-00-00;170;170;170;0.2
FMLAB-1042;FIBRINOGEN;OS;73100-05-80;169.46;169.46;169.46;0.2
FMLAB-1043;Fresh Frozen Plasma (FFP);OS;83700-00-00;448.88;448.88;448.88;0.2
FMLAB-1044;Hb.;OS;73050-18-90;67.26;67.26;67.26;0.2
FMLAB-1045;HCT.;OS;73100-00-60;52.5;52.5;52.5;0.2
FMLAB-1046;IRON STAIN;OS;73100-07-60;180;180;180;0.2
FMLAB-1047;NAPHTHOL ACETATE ESTERASE;OS;73200-03-60;180;180;180;0.2
FMLAB-1048;NEUTROPHIL ALKALINE PHOSPHATAS E ALP;OS;73050-27-80;180;180;180;0.2
FMLAB-1049;NON-SPECIFIC ESTARASE;OS;73050-08-20;180;180;180;0.2
FMLAB-1050;OSMOTIC FRAGILITY TEST(QUALITA TIVE);OS;83700-00-00;170;170;170;0.2
FMLAB-1051;OSMOTIC FRAGILITY TEST (QUANTI TATIVE);OS;83700-00-00;359.63;359.63;359.63;0.2
FMLAB-1052;PACKED RED BLOOD CELLS RH POS. UNIT;OS;83700-00-00;1122.5;1122.5;1122.5;0.2
FMLAB-1053;PACKED RED BLOOD CELLS RH NEG. UNIT;OS;83700-00-00;1155.19;1155.19;1155.19;0.2
FMLAB-1054;PARTIAL THROMBOPLASTIN TIME (PTT);OS;73100-09-50;80.2;80.2;80.2;0.2
FMLAB-1055;PERIODIC ACID-SCHIFF (PAS) STAIN;OS;73050-24-80;276.25;276.25;276.25;0.2
FMLAB-1056;PEROXIDASE STAIN;OS;73200-07-20;276.25;276.25;276.25;0.2
