DEPARTMENT,CODE,SERVICE DESCRIPTION,Price 2022,price 2023,TYPE,LOS
LABORATORY,FMLAB-9090,MALARIAL ABS.,666.0370079999999,712.65959856,SERVICE,
X-RAY,FMXRY-0811,MALFORMATION,71465.28480000001,76467.85473600001,SERVICE,
ORTHOPAEDIC,FMORT-0540,MALLET SPLINT,486.1584,520.189488,SERVICE,
X-RAY,FMXRY-1052,MAMMOGRAPHY,729.2376,780.2842320000001,SERVICE,
X-RAY,FMXRY-0255,MAMMOGRAPHY BILATERAL,972.3168,1040.378976,SERVICE,
X-RAY,FMXRY-0256,MAMMOGRAPHY SPECIAL VIEW,352.46484,377.1373788,SERVICE,
X-RAY,FMXRY-0254,MAMMOGRAPHY UNILATERAL,607.698,650.23686,SERVICE,
PAEDIATRICS/SUG,FMPDT-0153,MANAGEMENT OF DISEASE(CLINICAL EXAM. FOR ONE YEAR ONLY),1713.70836,1833.6679452000003,SERVICE,
UROLOGY CLINIC,MTURO-0007,MANAGEMENT OF PIAPISM,6475.6298879999995,6928.92398016,SERVICE,
X-RAY,FMXRY-0007,MANDIBLE PA OBL.,352.46484,377.1373788,SERVICE,
Dental - maxillo facial,DNT-0039,MANDIBULAR CONDYLECTOMY,40872.0312,43733.073384,PKG,4  Days
Dental - maxillo facial,DNT-0036,MANDIBULAR OSTEOTOMY,40872.0312,43733.073384,PKG,4  Days
LABORATORY,FMLAB-9314,MANGANESE,571.2361199999999,611.2226483999999,SERVICE,
DERMATOLOGY,FMDER-0271,MANICURE,151.9245,162.559215,SERVICE,
DENTAL,FMDNTS0351,MANIPULATION OF DISLOCATED TMJ (MILD),577.3131,617.725017,SERVICE,
DENTAL,FMDNTS0352,MANIPULATION OF DISLOCATED TMJ (MODERATE),869.00814,929.8387098000001,SERVICE,
DENTAL,FMDNTS0353,MANIPULATION OF DISLOCATED TMJ (SEVERE),1154.6262,1235.450034,SERVICE,
DENTAL,FMDNTS0354,MANIPULATION OF DISLOCATED TMJ UNDER G.A.,2880.48852,3082.1227164,SERVICE,
DENTAL,FMDNTS0355,MANIPULATION OF LUXATED TMJ (MILD),723.16062,773.7818634,SERVICE,
DENTAL,FMDNTS0356,MANIPULATION OF LUXATED TMJ (MODERATE),1008.77868,1079.3931876000001,SERVICE,
DENTAL,FMDNTS0357,MANIPULATION OF LUXATED TMJ (SEVERE),1440.24426,1541.0613582,SERVICE,
DENTAL,FMDNTS0071,"MANIPULATION OF LUXATED TMJ,PD",2009.961135,2150.6584144500002,SERVICE,
ORTHOPAEDIC,FMORT-0448,MANIPULATION OF STEEL JOINT   UNDER G.A.,486.1584,520.189488,SERVICE,
ORTHOPAEDIC,FMORT-0437,MANIPULATION UNDER G.A. ELBOW,1172.8571399999998,1254.9571397999998,SERVICE,
ORTHOPAEDIC,FMORT-0436,MANIPULATION UNDER G.A. KNEE,1185.0111,1267.961877,SERVICE,
ORTHOPAEDIC,FMORT-0435,MANIPULATION UNDER G.A. SHLDER,1185.0111,1267.961877,SERVICE,
ORTHOPAEDIC,FMORT-0438,MANIPULATION UNDER G.A. UNSPECSITE (SINGLE JOINT),1185.0111,1267.961877,SERVICE,
ENDOSCOPY,FMENDE0067,MANOMETRY,2667.79422,2854.5398154000004,SERVICE,
PSYCHIATRY,FMPSYA0008,MANUAL DEXTERITY,176.23242,188.5686894,service,
ORTHOPAEDIC,FMORT-0616,MANUAL KYROPRACTIC MANIPULA-  TION,486.1584,520.189488,SERVICE,
ORTHOPAEDIC,FMORT-0551,MANUAL MANIP. - CERVICAL SPINE,717.0836400000001,767.2794948000001,SERVICE,
ORTHOPAEDIC,FMORT-0550,MANUAL MANIPULAT'N SACRO-ILIAC,717.0836400000001,767.2794948000001,SERVICE,
PHYSIOTHERAPY,FMPTD-0017,MANUAL MASSAGE - PART - IP,206.61732000000003,221.08053240000004,SERVICE,
PHYSIOTHERAPY,FMPTD-0015,MANUAL MASSAGE - PARTL. - OP,115.46261999999999,123.5450034,SERVICE,
PHYSIOTHERAPY,FMPTD-0018,MANUAL MASSAGE - TOTAL - IP,188.38637999999997,201.57342659999998,SERVICE,
PHYSIOTHERAPY,FMPTD-0016,MANUAL MASSAGE - TOTAL - OP,188.38637999999997,201.57342659999998,SERVICE,
OBSTETRICS & GYNE,FMOBG-0017,MANUAL REMOVAL OF PLACENTA,574.27461,614.4738327000001,SERVICE,
PSYCHIATRY,FMPSYC0023,MANY CDI,364.6188,390.14211600000004,SERVICE,
LABORATORY,FMLAB-9583,MAPROTILINE & DESMETHYLMAPROTILINE,913.977792,977.9562374400001,SERVICE,
EMERGENCY,FMERDA0049,MARITAL COUNSELLING,218.77127999999996,234.08526959999998,SERVICE,
PSYCHIATRY,FMPSYB0009,MARITAL THERAPY,486.1584,520.189488,SERVICE,
LABORATORY,FMLAB-8065,MARKER FOR HER2-NEU BREAST CANER,777.8534400000001,832.3031808000002,SERVICE,
LABORATORY,FMLAB-7040,"MARRIAGE CHECK-UP:CBC,GRP+RH, HB ELECT,SICKLE, G6PD,BT&CT, PT,FACT VIII&IX, VDRL,TPHA, HIV,HBsAg,HCV",2630.116944,2814.22513008,SERVICE,
DENTAL,FMDNTS0031,MARSUPIALIZATION LARGE CYST,3017.2205700000004,3228.4260099000007,SERVICE,
DENTAL,FMDNTS0030,MARSUPIALIZATION MODERATE CYST,2210.501475,2365.23657825,SERVICE,
DENTAL,FMDNTC0004,MARSUPIALIZATION OF CYST,2210.501475,2365.23657825,SERVICE,
DENTAL,FMDNTC0031,MARSUPIALIZATION OF RANULA,741.3915599999999,793.2889692,SERVICE,
DENTAL,FMDNTS0066,MARSUPIALIZATION OF RANULA SML,2212.02072,2366.8621704,SERVICE,
E. N. T.,FMENTO0013,MARSUPIALIZATION OF SALIVARY,2114.7890399999997,2262.8242727999996,SERVICE,
ANAESTHESIA,FMANA-0031,MASK G. ANAESTHESIA,546.9282000000001,585.2131740000001,SERVICE,
SURGERY CLINIC,FMSUR-0081,MASTECTOMY - SIMPLE,2941.2583200000004,3147.1464024000006,SERVICE,
SURGERY CLINIC,FMSUR-0043,MASTECTOMY IN MALES,1409.85936,1508.5495152,SERVICE,
Surgical,SUR-0037,Mastectomy Male,6192.732,6626.22324,PKG,2 Days
E. N. T.,FMENTE4015,MASTOID - TYMPANOPLASTY,5469.282,5852.131740000001,SERVICE,
X-RAY,FMXRY-0005,MASTOID SCHULLERS AND STENVERS,352.46484,377.1373788,SERVICE,
E. N. T.,FMENTE4011,MASTOIDECTOMY - OTHERS,4496.9652,4811.752764,SERVICE,
E. N. T.,FMENTE4013,MASTOIDECTOMY - RADICAL,5469.282,5852.131740000001,SERVICE,
E. N. T.,FMENTE4014,MASTOIDECTOMY - REVISION,5469.282,5852.131740000001,SERVICE,
E. N. T.,FMENTE4010,MASTOIDECTOMY - SIMPLE,2673.8712,2861.0421840000004,SERVICE,
PLASTIC SURGERY,FMPSDG0003,MASTOPEXY,3378.80088,3615.3169416,SERVICE,
NEUROSURGERY,FMNEU-0012,MATERIAL FOR SHUNT - MINOR,711.00666,760.7771262000001,SERVICE,
NEUROSURGERY,FMNEU-0011,MATERIAL FOR VA SHUNT,2596.085856,2777.8118659200004,SERVICE,
INTERNAL MEDICINE,FMINT-0062,MAX RESPIRATORY PRESSURE,170.15544,182.0663208,SERVICE,
DENTAL,FMDNTC0013,MAX.TUBEROSITY PLASTIC REDUC- TION (BONY),443.61954000000003,474.6729078000001,SERVICE,
DENTAL,FMDNTS0046,MAX.TUBEROSITY REDUCTION(BONY),1476.70614,1580.0755698,SERVICE,
OBG-YN,OBG-0014,Mcdonal Suture,2972.5113600000004,3180.587155200001,PKG,1 Day
PHYSIOTHERAPY,FMPTD-2136,MCKENCZIE FOLLOW-UP TREATMENT,115.46261999999999,123.5450034,SERVICE,
PHYSIOTHERAPY,FMPTD-2135,MCKENZIE EVALUATION & TREATME,255.23316,273.0994812,SERVICE,
LABORATORY,FMLAB-9193,"MEASLES ANTIBODY (IGG, IGM)",627.144336,671.04443952,SERVICE,
PAEDIATRICS/SUG,FMPDT-0038,MEASLES VACCINATION INCLUDING  CONSULTATION & VACCINE,176.23242,188.5686894,SERVICE,
LABORATORY,FMLABM0149,MEASLES VIRUS (IgG),523.64,560.2948,service,
PAEDIATRICS/SUG,FMPDT-0121,MEASURING OF CENTRAL VENOUS    PRES.INFANT TO 2 YRS-24HRS,273.46410000000003,292.60658700000005,SERVICE,
PAEDIATRICS/SUG,FMPDT-0122,MEASURING OF CENTRAL VENOUS    PRESS.-CHILD OVER 2YRS. 24HRS,352.46484,377.1373788,SERVICE,
UROLOGY CLINIC,FMURO-0157,MEATOL ADVANCEMENT GLANULAR    PLASTY (MAGPI),1829.17098,1957.2129486000001,SERVICE,
UROLOGY CLINIC,MTURO-0006,MEATOTOMY AND METOPLASTY,2449.02294,2620.4545458,SERVICE,
PEDIATRIC SURGERY,FMPDS-1004,MEATOTOMY FOR METAL STRICTURE + GLANDULAR REPAIR,3665.48,3922.0636000000004,service,
PHYSIOTHERAPY,FMPTD-0118,MECHANICAL VENTILATOR 24 HOURS,905.47002,968.8529214,SERVICE,
PAEDIATRICS/SUG,FMPDT-0134,MECONIUM TEST OF N.B.,79.00074,84.5307918,SERVICE,
ORTHOPAEDIC,FMORT-0219,MEDIAL COLLATERAL LIGAMENT     REPAIR,3378.80088,3615.3169416,SERVICE,
CARDIO THORACIC SURGERY,FMCTS-0019,MEDIASTINOSCOPY DIAGNOSTIC,2552.3316,2730.994812,SERVICE,
CARDIO THORACIC SURGERY,FMCTS-0020,MEDIASTINOSCOPY OPERATIVE,4253.8859999999995,4551.65802,SERVICE,
PHYSIOTHERAPY,FMPTD-2061,MEDICAL BATH,188.38637999999997,201.57342659999998,SERVICE,
PHYSIOTHERAPY,FMPTD-2065,MEDICAL BATH + MASSAGE (1X),407.15765999999996,435.6586962,SERVICE,
PLASTIC SURGERY,FMPSDE0013,MEDICAL CANTHOPEXY,2327.48334,2490.4071738000002,SERVICE,
ORTHOPAEDIC WORKSHOP,FMORW-0139,"MEDICAL SHOES ""ANTI VARUS""LARG E",680.62176,728.2652832,SERVICE,
ORTHOPAEDIC WORKSHOP,FMORW-0138,"MEDICAL SHOES ""ANTI VARUS""SML",625.92894,669.7439658000001,SERVICE,
ORTHOPAEDIC WORKSHOP,FMORW-0137,"MEDICAL SHOES ""FLAT FOOT""LARGE",625.92894,669.7439658000001,SERVICE,
ORTHOPAEDIC WORKSHOP,FMORW-0136,"MEDICAL SHOES ""FLAT FOOT""SMALL",589.46706,630.7297542,SERVICE,
ORTHOPAEDIC WORKSHOP,FMORW-0140,"MEDICAL SHOES ""STRAIGHT"" SMALL",625.92894,669.7439658000001,SERVICE,
ORTHOPAEDIC WORKSHOP,FMORW-0141,"MEDICAL SHOES ""STRAINGT"" LARGE",680.62176,728.2652832,SERVICE,
NURSING ADMINISTRN,FM39099998,MEDICAL SUPERVISION - NURSERY,121.5396,130.047372,SERVICE,
NURSING ADMINISTRN,FMNUR-0038,MEDICATED SHAMPOO TREATMENT,97.23168000000001,104.03789760000002,SERVICE,
NURSING ADMINISTRN,FMNUR-9001,MEDICINE SERVICES,0.12153960000000001,0.13004737200000002,SERVICE,
PLASTIC SURGERY,MTPSD-0054,MEDIUM AREA FOR HAIR REMOVAL,1804.8630600000001,1931.2034742000003,SERVICE,
home care,HCPTD-0303,MEDIUM PHYSIOTHERAPY - 12 SESSIONS,7292.376,7802.842320000001,SERVICE,
home care,HCPTD-0304,MEDIUM PHYSIOTHERAPY - 6 SESSIONS,3889.2672,4161.515904,SERVICE,
HOME CARE,HCHCS-0035,MEDIUM PROCEDURE,402.37600000000003,430.5423200000001,service,
DERMATOLOGY,MTDER-0017,MELANOCYTE CULTURE - SMALL,546.9282000000001,585.2131740000001,SERVICE,
LABORATORY,FMLAB-9304,MELANOCYTE CULTURE (EXTRA LARGE),19525.33674,20892.1103118,SERVICE,
LABORATORY,FMLAB-9303,MELANOCYTE CULTURE (LARGE),17228.2383,18434.214981,SERVICE,
LABORATORY,FMLAB-9302,MELANOCYTE CULTURE (MEDIUM),14149.032533999998,15139.46481138,SERVICE,
LABORATORY,FMLAB-9301,MELANOCYTE CULTURE (SMALL),9439.980732,10100.77938324,SERVICE,
DERMATOLOGY,MTDER-0018,MELANOCYTE CULTURE MEDIUM,850.7772,910.3316040000001,SERVICE,
EMERGENCY,FMERDV0002,MEMINGITIS VACCINE (ARAMCO),60.7698,65.023686,SERVICE,
PSYCHIATRY,FMPSYA0021,MEMORY TEST,303.849,325.11843,SERVICE,
ORTHOPAEDIC,FMORT-0707,MENERVA CAST,2017.55736,2158.7863752000003,SERVICE,
LABORATORY,FMLAB-9586,MENINGITIS SCREEN,516.5433,552.7013310000001,SERVICE,
EMERGENCY,FMERDV0001,MENINGITIS VACCINE,85.07772,91.0331604,SERVICE,
ORTHOPAEDIC,FMORT-9918,MENISCECTOMY,2552.3316,2730.994812,SERVICE,
LABORATORY,FMLAB-9587,MEPHENYTOIN (MESANTOIN),418.40007299999996,447.68807811,SERVICE,
LABORATORY,FMLAB-9588,"MERCURY (BREAST MILK, B, F, U)",510.46632,546.1989624,SERVICE,
LABORATORY,FMLAB-7036,"METABOLIC BONE DISEASE:[CA, PHOSPH, ALK.PHOS ",668.4678,715.2605460000001,SERVICE,
LABORATORY,FMLAB-7075,METABOLIC SYNDROME (PEDIATRIC SCREENING),675.760176,723.0633883200001,SERVICE,
ORTHOPAEDIC,FMORT-0215,METACARPO PHALANGEAL FUSION,2819.71872,3017.0990304,SERVICE,
ORTHOPAEDIC,FMORT-0214,METACARPO-CARPAL FUSION,2819.71872,3017.0990304,SERVICE,
DENTAL,FMDNTP0085,METAL POST,866.577348,927.23776236,SERVICE,
DENTAL,FMDNTP0007,METALIC CASTING CROWN,954.08586,1020.8718702000001,SERVICE,
DENTAL,FMDNTP0022,METALLIC CROWN 3/4,1841.32494,1970.2176858,SERVICE,
LABORATORY,FMLAB-9092,METANEPHRINE & NORMETANEPHRINE,1045.24056,1118.4073992,SERVICE,
ONCOLOGY/NUCLEAR MED,FMONC-0028,METASTRON C RADIOACTIVE STRON- TIUM,15405.1443,16483.504401000002,SERVICE,
ORTHOPAEDIC,FMORT-0205,METATARSO PHALANGEAL FUSION,2819.71872,3017.0990304,SERVICE,
LABORATORY,FMLAB-9187,METHAEMOGLOBN,516.5433,552.7013310000001,SERVICE,
LABORATORY,FMLAB-9677,METHOTREXATE,991.7631359999999,1061.18655552,SERVICE,
LABORATORY,FMLAB-9592,METHYL HIPPURIC ACID,486.1584,520.189488,SERVICE,
LABORATORY,FMLAB-9593,METHYL MALONIC ACID,486.1584,520.189488,SERVICE,
UROLOGY CLINIC,FMURO-2003,METHYLENE BLUE TEST FOR VAGINAL FISTULA,1102.4,1179.5680000000002,service,
LABORATORY,FMLAB-9594,MEXITIL,466.712064,499.38190848000005,SERVICE,
LABORATORY,FMLAB-9595,MIANSERINE,316.00296,338.1231672,SERVICE,
E. N. T.,FMENTE3013,MIC. EXCISION OF EXOSTOSIS,3524.6484,3771.3737880000003,SERVICE,
PLASTIC SURGERY,FMPSDJ0041,MICRO SURGERY PROCEDURE,7773.672816,8317.82991312,SERVICE,
OBSTETRICS & GYNE,FMOBG-0034,MICRO TUBAL SURGERY,4525.830855,4842.63901485,SERVICE,
NEUROSURGERY,FMNEU-0145,MICRO VASCULAR DECOMPRESSION,5104.6632,5461.989624,SERVICE,
LABORATORY,FMLAB-2057,MICROALBUMINURIA,303.849,325.11843,SERVICE,
PLASTIC SURGERY,FMPSDA0037,MICRODERMA BRASION LOWER ABDOMEN/UPPER ABDOMEN,1239.70392,1326.4831944,SERVICE,
DERMATOLOGY,FMDER-0251,MICRODERMABRASION CHEST,625.92894,669.7439658000001,SERVICE,
DERMATOLOGY,FMDER-0252,MICRODERMABRASION CHEST (PACKAGE OF 5 SESSION),1865.6328600000002,1996.2271602000003,SERVICE,
DERMATOLOGY,FMDER-0250,MICRODERMABRASION HANDS OR NECK (PACKAGE OF 5 SESSION),1549.6299,1658.103993,SERVICE,
DERMATOLOGY,FMDER-0254,MICRODERMABRASION LOWER ABDOMEN/UPPER ABDOMEN (PACKAGE OF 5 SESSION),4630.658759999999,4954.8048732,SERVICE,
PLASTIC SURGERY,FMPSDA0038,MICRODERMABRASION LOWER ABDOMEN/UPPER ABDOMEN(PACKAGE OF 5 SESSION),3704.527008,3963.84389856,SERVICE,
DERMATOLOGY,FMDER-0246,MICRODERMABRASION TEST DOSE 1% MAXIA SURFACE AREA (PACKAGE OF 5 SESSION,625.92894,669.7439658000001,SERVICE,
PLASTIC SURGERY,FMPSDA0035,MICRODERMABRASTION CHEST,625.92894,669.7439658000001,SERVICE,
PLASTIC SURGERY,FMPSDA0036,MICRODERMABRASTION CHEST(PACKAGE OF 5 SESSION),1865.6328600000002,1996.2271602000003,SERVICE,
PLASTIC SURGERY,FMPSDA0034,MICRODERMABRASTION HANDS OR NECK (PACKAGE OF 5 SESSION),1549.6299,1658.103993,SERVICE,
PLASTIC SURGERY,FMPSDA0030,MICRODERMABRATION TEST DOSE OF 1% MAXIAL SURFACE AREA (PACKAGE OF 5 SESSION),777.8534400000001,832.3031808000002,SERVICE,
neurology,NEU-0011,Microdiscectomy for Lumbar Disc Prolapse,22046.12592,23589.3547344,PKG,5 Days
E. N. T.,FMENTL0004,MICRO-LARYNGOSCOPY,2114.7890399999997,2262.8242727999996,SERVICE,
E.N.T,ENT-0036,Microlaryngoscopy with Procedure,7431.2784,7951.467888000001,PKG,2 Days
DERMATOLOGY,FMDER-0171,MICROPIGMENTATION TEST,42.53886,45.5165802,SERVICE,
LABORATORY,FMLAB-9596,MICROPOLYSPORA ABS,418.40007299999996,447.68807811,SERVICE,
OPTHALMOLOGY,FMOPTH0017,MICROPULSE LASER FOR RETINA,4960.8,5308.0560000000005,service,
OPTHALMOLOGY,FMOPTH0020,MICROPULSE LASER TRABECULOPLASTY (ONE SETTING),3858.4,4128.488,service,
OPTHALMOLOGY,FMOPTH0021,MICROPULSE PANRETINAL TREATMENT (SIX SETTINGS 1 MONTH),5512.0,5897.84,service,
OPTHALMOLOGY,FMOPTH0018,MICROPULSE TRANSSCLERAL CILIARY TREATMENT,4960.8,5308.0560000000005,service,
OPTHALMOLOGY,FMOPTH0019,MICROPULSE TRANSSCLERAL RETINAL TREATMENT (ONE SETTING),3858.4,4128.488,service,
DERMATOLOGY,FMDER-0131,MICROPUNCTURE TATTOING MEDIUM  P.D.,1409.85936,1508.5495152,SERVICE,
DERMATOLOGY,FMDER-0132,MICROPUNCTURE TATTOING SMALL   P.D.,711.00666,760.7771262000001,SERVICE,
DERMATOLOGY,FMDER-0130,MICROPUNCTURE TATTOOING LARGE  P.D.,2114.7890399999997,2262.8242727999996,SERVICE,
E. N. T.,MTENT-0122,MICROSCOPIC EXAM. OF THE EAR  UNDER G.A. BILATERAL,1239.70392,1326.4831944,SERVICE,
E. N. T.,MTENT-0130,MICROSCOPIC EXAM. OF THE EAR  UNDER L.A. BILATERAL,328.15692,351.12790440000003,SERVICE,
E. N. T.,MTENT-0129,MICROSCOPIC EXAM. OF THE EAR  UNDER L.A. UNILATERAL,255.23316,273.0994812,SERVICE,
E. N. T.,FMENTE3018,MICROSCOPIC EXAMINATION BILAT,297.77202000000005,318.6160614000001,SERVICE,
E. N. T.,FMENTE3017,MICROSCOPIC EXAMINATION UNILAT,188.38637999999997,201.57342659999998,SERVICE,
E. N. T.,FMENTL0007,MICROSCOPIC SURGERY OF CORAL -,3942.7446239999995,4218.73674768,SERVICE,
LABORATORY,FMLAB-9093,MICROSOMAL ABS (THYROID MICROSOMAL ABS)(ANTI TPO),491.01998399999997,525.39138288,SERVICE,
PHYSIOTHERAPY,FMPTD-0006,MICROWAVE - IP,133.69356,143.0521092,SERVICE,
PHYSIOTHERAPY,FMPTD-0005,MICROWAVE OP,133.69356,143.0521092,SERVICE,
UROLOGY CLINIC,FMURO-0069,MICTURATING CYSTOURETHROGRAM  (MCUG),881.1621,942.8434470000001,SERVICE,
E. N. T.,FMENTE4009,MIDDLE EAR SURGERY-IMPAIRED,3942.7446239999995,4218.73674768,SERVICE,
PSYCHIATRY,FMPSYA0037,MIDDLE SEX,328.15692,351.12790440000003,SERVICE,
Dental - maxillo facial,DNT-0027,MIDFACE OSTEOTOMY LE FORT  I,32697.62496,34986.4587072,PKG,3 Days
Dental - maxillo facial,DNT-0034,MIDFACE OSTEOTOMY LE FORT  II,40872.0312,43733.073384,PKG,4  Days
Dental - maxillo facial,DNT-0041,MIDFACE OSTEOTOMY LE FORT  III,57220.84368,61226.3027376,PKG,5 Days
ORTHOPAEDIC,FMORT-0203,MIDTARSAL FUSION,3378.80088,3615.3169416,SERVICE,
ORTHOPAEDIC,FMORT-0331,MIDTARSALS AMPUTATION,2114.7890399999997,2262.8242727999996,SERVICE,
DERMATOLOGY,FMDER-0038,MILIA EXTRACTION,1215.396,1300.47372,SERVICE,
DERMATOLOGY,FMDER-0168,MILIA EXTRACTION - LARGE,1008.77868,1079.3931876000001,SERVICE,
DERMATOLOGY,FMDER-0167,MILIA EXTRACTION - MEDIUM,625.92894,669.7439658000001,SERVICE,
DERMATOLOGY,FMDER-0166,MILIA EXTRACTION - SMALL,328.15692,351.12790440000003,SERVICE,
ORTHOPAEDIC WORKSHOP,FMORW-0124,MILWAIKEE BRACE ORTHOP. -LARGE,14250.518100000001,15248.054367000002,SERVICE,
ORTHOPAEDIC WORKSHOP,FMORW-0122,MILWAIKEE BRACE ORTHOP.- SMALL,8908.85268,9532.472367600001,SERVICE,
PLASTIC SURGERY,FMPSDD0022,MINI ABDOMINO PLASTY,3996.2220479999996,4275.95759136,SERVICE,
EMERGENCY,FMERDA0050,MINI DRESSING PACK,85.07772,91.0331604,SERVICE,
CARDIO THORACIC SURGERY,FMCTS-0041,MINI THORACOTOMY,1336.9356,1430.5210920000002,SERVICE,
PEDIATRIC SURGERY,FMPDS-0031,MINI-LAPAROTOMY,2011.48038,2152.2840066,SERVICE,
LABORATORY,FMLAB-6051,MINIMAL INHIBITORY CONC (MIC),126.401184,135.24926688000002,SERVICE,
INTERNAL MEDICINE,FMINT-0063,MINOR DRESSING,54.69281999999999,58.521317399999994,SERVICE,
HOME CARE,HCHCS-0034,MINOR PROCEDURE,82.68,88.46760000000002,service,
ORTHOPAEDIC,FMORT-0561,MINOR SKIN GRAFT,1160.7031800000002,1241.9524026000004,SERVICE,
PLASTIC SURGERY,MTPSD-0058,MIRCRO SURGERY PROCEDURE,7404.192432,7922.4859022400005,SERVICE,
OBSTETRICS & GYNE,FMOBG-0094,MISCARRIAGE CURRETAGE,1207.799775,1292.3457592500001,SERVICE,
LABORATORY,FMLAB-9999,MISCELLANEOUS,534.77424,572.2084368,SERVICE,
OBSTETRICS & GYNE,FMOBG-0157,MISS.INTRAURINE DEV.FOR REMOV. WITH ANESTHESIA,200.54034,214.5781638,SERVICE,
LABORATORY,FMLAB-9236,MITOCHONDRIAL ABS SUBTYPE2,10116.956304000001,10825.143245280002,SERVICE,
LABORATORY,FMLAB-9597,MITOCHONDRIAL SUBTYPE M I-9,3038.49,3251.1843,SERVICE,
PAEDIATRICS/SUG,FMPDT-0039,MMR VACCINATION INCLUDING      VACCINATION CONSULT & VACCINE,176.23242,188.5686894,SERVICE,
I.V.F.,FMIVF-0046,MOCK TRANSFER,278.021835,297.48336345,SERVICE,
X-RAY,FMXRY-0318,MODE EAST/DYNAMIC STUSY,2187.7128000000002,2340.8526960000004,SERVICE,
PLASTIC SURGERY,FMPSDJ0033,MODERATE LESSION OF PORT WINE STAIN & HAEMAGIOMA,2564.48556,2743.9995492000003,SERVICE,
E. N. T.,FMENTE0044,MODIFIED CANALITH REPOSITIONING MANUEVER,510.46632,546.1989624,SERVICE,
PSYCHIATRY,FMPSYB0013,MODIFIED INSULIN THERAPY,388.92672000000005,416.1515904000001,service,
OBSTETRICS & GYNE,FMOBG-0160,MODIFIED MACINDOE,4019.92227,4301.3168289000005,SERVICE,
ORTHOPAEDIC,FMORT-0755,MODIFIED SCOTT WIRING,4545.581040000001,4863.771712800001,SERVICE,
E. N. T.,FMENTE2016,MODIFIED SKIN ALLERGY TEST,429.93600000000004,460.03152000000006,service,
PLASTIC SURGERY,FMPSDJ0021,MOLE EXCISION (LARGE),972.3168,1040.378976,SERVICE,
PLASTIC SURGERY,FMPSDJ0022,MOLE EXCISION (SMALL),607.698,650.23686,SERVICE,
LABORATORY,FMLABM0131,MOLECULAR GENETIC ANALYSIS OF FATTY ACIDS OXIDATION DISORDERS BY NGS,22048.0,23591.36,service,
LABORATORY,FMLABP0004,MOLECULAR INTELLIGENCE PROFILE (MI PROFILE),37746.176,40388.40832,service,
DERMATOLOGY,FMDER-0164,MOLLUSCA BODIES EXTRAC. MEDIUM,285.61805999999996,305.61132419999996,SERVICE,
DERMATOLOGY,FMDER-0163,MOLLUSCA BODIES EXTRAC. SMALL,103.30866000000002,110.54026620000002,SERVICE,
DERMATOLOGY,FMDER-0165,MOLLUSCA BODIES EXTRAC.LARGE,352.46484,377.1373788,SERVICE,
LABORATORY,FMLAB-9598,MOLYBDENUM (S.U),510.46632,546.1989624,SERVICE,
CARDIO THORACIC SURGERY,FMCTSS0020,MONALDI'S PROCEDURE,2679.94818,2867.5445526,SERVICE,
LABORATORY,FMLAB-9274,MONOCLONAL IMMUNOGLOBOLIN,20945.6,22411.792,service,
LABORATORY,FMLAB-5047,MONONUCLEOSIS (PAUL BUNNEL/MONOSPOT),155.57068800000002,166.46063616000004,SERVICE,
OPTHALMOLOGY,FMOPTB0020,MONTHLY DISPOSABLE CONTACT     LENS (BOX),206.61732000000003,221.08053240000004,SERVICE,
LABORATORY,FMLAB-7031,Monthly RHEUMATLOGY Follow-Up,1519.245,1625.59215,SERVICE,
LABORATORY,FMLAB-7033,"MONTHLY RHEUMATOLOGY FOLLOW-UP[ESR, CBC, SGOT, SGPT, YGT, CREATININE, CRP, URINE ANALYSIS ]",662.39082,708.7581774,SERVICE,
orthopedic,ORT-0037,More Repair of Flexor Tendon of Finger (Direct),10403.78976,11132.0550432,PKG,2 Days
PHYSIOTHERAPY,FMPTD-2157,MORE THAN R.T PER DAY FOR IP,449.69652,481.17527640000003,SERVICE,
MORTUARY,FMMOR-0001,MORGUE PER DAY,230.92523999999997,247.0900068,SERVICE,
LABORATORY,FMLAB-9599,MORPHINE CONFIRMATION,184.74019199999998,197.67200544,SERVICE,
ORTHOPAEDIC,FMORT-0778,MOSAICOPLASTY,3665.634336,3922.22873952,SERVICE,
LABORATORY,FMLAB-6011,MOUTH C/S,334.2339,357.63027300000005,SERVICE,
DENTAL,FMDNTP0058,MOUTH GAURD,1154.6262,1235.450034,SERVICE,
LABORATORY,FMLAB-9600,MOUTH MUCOSA ABS,377.07660899999996,403.47197163,SERVICE,
PHYSIOTHERAPY,FMPTD-0106,MOVING CUPPING,255.23316,273.0994812,SERVICE,
ACCUPT/DERM,FMACUA0020,MOXIBUSTION / STICK,391.352,418.74664,service,
X-RAY,FMXRY-0319,"MPR,MPD ANY ORGAN AREA",1458.4752,1560.5684640000002,SERVICE,
X-RAY,FMXRY-0434,MPS (DUAL ISOTOPE TECHNIQUE),2248.4826,2405.876382,SERVICE,
X-RAY,FMXRY-0431,MPS W/TC-99 LABELLED COMPDS ST,2248.4826,2405.876382,SERVICE,
X-RAY,FMXRY-0432,MPS W/TC-99 LABELLED COMPDS W/,1580.0148,1690.615836,SERVICE,
X-RAY,FMXRY-0433,MPS W/THALLUM-201(STESS+REDIST,2430.792,2600.94744,SERVICE,
X-RAY,FMXRY-2021,MR- ARM OR FOREARM (1 SIDE),1063.816,1138.28312,service,
