Departemnt,code,Discription,Price,Revised,SBS
CSS,MS-S-002835,SCREW LOCK 5.0 S/TAP L14 SYNTHES #213.314,1456.38,1456.38,56642
CSS,MS-S-002836,SCREW LOCK 5.0 S/TAP L38 SYNTHES #213.338,1456.38,1456.38,56642
CSS,MS-S-002838,SCREW LOCKING 5.0x75CM SELF TAPPING SYNTHES #213.375,1456.38,1456.38,56642
CSS,MS-S-002850,SCREW LOCK 5.0 S/TAP L36 SYNTHES #213.336,1456.38,1456.38,56642
CSS,MS-S-003347,SCREW HEAD LOCKING 42MM SYNTHES #213.342,1456.38,1456.38,56642
CSS,MS-S-003387,SCREW LOCK 5.0 S/TAP L32 SYNTHES #213.332,1456.38,1456.38,56642
CSS,MS-S-003388,SCREW LOCK 5.0 S/TAP L34 SYNTHES #213.334,1456.38,1456.38,56642
CSS,MS-S-003389,SCREW LOCK 5.0 S/TAP L44 SYNTHES #213.344,1456.38,1456.38,56642
CSS,MS-S-003505,SCREW LOCKING HEAD 5.0MM X 24MMSYNTHES#213.324,1456.38,1456.38,61689
CSS,MS-S-003669,SCREW LOCKING 5.0 X 34MM S.TAPPING TT SYNTHES # 413.334,1456.38,1456.38,56642
CSS,MS-S-008679,SCREW LOCKING 5X18 L SELF TAPPING SYNTHES # 213.318,1456.38,1456.38,56642
CSS,MS-S-008854, SCREW LOCKING 5.0x30MM CHM #3.5210.030,1456.38,1456.38,56642
CSS,MS-S-009079,SCREW LOCK 5.0 S/TAP L16 SYNTHES #213.316,1456.38,1456.38,56642
CSS,MS-S-009080,SCREW LOCK 5.0 S/TAP L20 SYNTHES #213.320,1456.38,1456.38,56642
CSS,MS-S-009174,SCREW LOCKING 5.0 X 38MM OSTEONIC#S1B.50380,1456.38,1456.38,56642
CSS,MS-S-010286,SCREW LOCKING 5.0X24MM OSTEONIC  # S1B.50240,1456.38,1456.38,56642
CSS,SMI8667,WIRE GUIDE ANGLED .035(260CM) TERUMO #GA35263,1456.38,1456.38,35094
E. N. T.,MTENT-0089,CAUTERY OF MOUTH ULCER CHEMI- CAL (L.A),1455.0,1455.0,52035-00-00
HOME CARE,HCNUR-0007,NUSRING COVERING PRIVATE DUTY UP TO 12 HRS.,1455.0,1455.0,83700-00-00
LABORATORY,FMLAB-4010,"COMPLETE DRUG SCREEN (AMPH,CANN,OPI & BARBI)",1454.0,1454.0,73350-06-00
E. N. T.,FMENTE6039,HEARING THRESHOLD BY ABR,1453.0,1453.0,96173-00-00
LABORATORY,FMLAB-1009,500 ML RH.POSITIVE UNIT,1452.0,1452.0,13706-01-00
LABORATORY,FMLABM0189,MERCURY (URINE),1452.0,1452.0,83700-00-00
LABORATORY,FMLABM0191,ARSENIC (URINE),1452.0,1452.0,83700-00-00
LABORATORY,FMLABM0192,CADMIUM (URINE),1452.0,1452.0,83700-00-00
CSS,MS-B-001008,BLADE OSCIL 25.4 X 95 X 0.9MM # 5071-121,1450.8000000000002,1450.8000000000002,46476
CSS,MS-D-000392,DRILL BIT 1.5 X 96/82 MM SYNTHES # 310.507,1450.8000000000002,1450.8000000000002,11337
CSS,MS-S-000351,STENT URETERAL PIGTAIL POLYURETHANE F7L 24CM # 750407024 / BT-DJ-7024-211-CL,1450.8000000000002,1450.8000000000002,47035
CSS,MS-S-003961,SCREW LOCKING STARDRIVE 2.0x9MM SELF TAPPING #201.359,1450.8000000000002,1450.8000000000002,56642
PLASTIC SURGERY,FMPSDF0023,FINGER TIO RECONSTRUCTION (GA),1449.0,1449.0,46444-00-01
Surgery,MTSUR-0048,RELEASE OF TONGUE TIE (G.A.),1449.0,1449.0,30278-00-00
E. N. T.,MTENT-0122,MICROSCOPIC EXAM. OF THE EAR  UNDER G.A. BILATERAL,1448.0,1448.0,90119-00-02
LABORATORY,FMLAB-9992,ACTIVATED PROTEIN C RESISTANCE APC,1447.0,1447.0,73100-04-50
INTERNAL MEDICINE,FMINT-0101,BRONCHIAL LAVAGE FOR BACTERIOLOGY,1444.0,1444.0,41898-02-01
CSS,MS-S-010704,SCREW LOCKING 3.5 X 40 MM SYNTHES #212.117,1443.825,1443.825,16101
LABORATORY,FMLAB-9677,METHOTREXATE,1437.0,1437.0,73050-32-10
ONCOLOGY/NUCLEAR MED,FMONC-0008,CHEMO. INTRA CAVIT.ISTILLATION IN ER OR IN WARD,1435.0,1435.0,96201-00-00
ORTHOPAEDIC WORKSHOP,FMORW-0091,CASH BRACE MEDIUM,1435.0,1435.0,96092-00-00
ORTHOPAEDIC WORKSHOP,FMORW-0121,DROP BOOT SPLINT ORTHOPLAST,1435.0,1435.0,96092-00-00
OPTHALMOLOGY,FMOPTC0003,EXCISN OF MULTIPLE CHALAZIA,1432.0,1432.0,42575-00-01
LABORATORY,FMLAB-9103,OSTEOCALCIN,1431.0,1431.0,73050-26-30
X-RAY,FMXRAY1322,DOPPLER. Upper Limb ARTER. (2 Sides),1430.0,1430.0,83700-00-00
X-RAY,FMXRAY1325,DOPPLER. Upper Limb VEIN. (2 Sides),1430.0,1430.0,83700-00-00
X-RAY,FMXRAY1328,DOPPLER. Lower Limb ARTER. (2 Sides),1430.0,1430.0,83700-00-00
X-RAY,FMXRAY1331,DOPPLER. Lower Limb VEIN. (2 Sides),1430.0,1430.0,83700-00-00
LABORATORY,FMLAB-9113,PORPHOBILINOGEN (U),1428.0,1428.0,73050-28-40
E. N. T.,FMENTL0039,STANDARDIZED ARABIC LANGUAGE TEST (MULTIPLE),1425.0,1425.0,83700-00-00
CSS,MS-S-003486,SCREW LOCKING STARDRIVE 4.0 MM DEFF LENGHTH#SYNTHES,1422.9,1422.9,56642
CSS,SMI9961, PREMICATH SIZE 28G W/STYLET (1FR)X20CMF7P#1261-203,1421.04,1421.04,36257
CSS,MS-L-000219,LOOP VASCULAR LIGHT GREEN W/ BLUNT NEEDLE SCANLAN # 100-81P,1420.668,1420.668,63420
LABORATORY,FMLABM0109,CBFB/MYHII (INV16) (FISH),1418.0,1418.0,83700-00-00
LABORATORY,FMLABM0128,WEST NILE VIRUS RNA PCR,1418.0,1418.0,73100-27-10
LABORATORY,FMOPTH0030,BILATERAL SILICON PUNCTAL OCCLUSION,1418.0,1418.0,90064-01-02
LABORATORY,FMLAB-9202,LEPTOSPIRA ABS.,1417.0,1417.0,73100-24-50
obstatric and Gynecology,FMOBG-0204,AMNIOCENTESIS,1415.0,1415.0,90481-00-00
Surgery,MTSUR-0004,CIRCUMCISION 6 MONTHS TO 1 YRS,1415.0,1415.0,83700-00-00
ANAESTHESIA,FMANA-0057,EPIDURAL ANAESTHESIA - OPD (PAIN RELIEF),1413.0,1413.0,90018-00-00
DENTAL,FMDNTR0015,RETREATMENT TWO ROOT CANAL,1412.0,1412.0,83700-00-00
PAIN MANAGEMENT,FMPN-0078,"intra venous medications for acute headache or neuropatic pain ,sick",1412.0,1412.0,83700-00-00
CSS,MS-E-000237,END CAP 8MM LONG SYNTHES # 04.004.004,1411.74,1411.74,63875
CSS,SMI1536, CATHETER EMBOLECTOMY BALLOON IMPRA 4FRX80CM #54148,1411.0,1411.0,58174
CARDIO THORACIC SURGERY,FMCTS-0035,DRAINAGE OF CHEST WALL ABSCESS,1410.0,1410.0,90175-04-00
DENTAL,FMDNTC0018,REMOVAL OF DENTURE FISSURATUM SMALL,1410.0,1410.0,83700-00-00
DENTAL,FMDNTI0016,I.M.Z. IMPLANT H.A.L 2ND STAGE,1410.0,1410.0,83700-00-00
DENTAL,FMDNTI0020,I.M.Z. IMPLANT H.A.G 2ND STAGE,1410.0,1410.0,83700-00-00
DENTAL,FMDNTI0022,INSERTION OF T.P.S. IMPLANT,1410.0,1410.0,83700-00-00
DENTAL,FMDNTI0026,SUBPERIOSTEAL IMPLANT COMPLETE 1ST STAGE,1410.0,1410.0,83700-00-00
DENTAL,FMDNTI0035,INSERTION OF LINKOW - POST,1410.0,1410.0,83700-00-00
DENTAL,FMDNTI0045,I.D.F. W/ H.A. FILLER(MODERATE CAVITY),1410.0,1410.0,83700-00-00
DENTAL,FMDNTR0004,ROOT CANAL TREATMENT INFECTED  TOOTH 1RC,1410.0,1410.0,417
DENTAL,FMDNTS0023,"I & D INTRA-ORAL ABSCESS""DEEP""",1410.0,1410.0,96215-00-00
DENTAL,FMDNTS0048,REMOVAL OF LOCAL FLABBY TISSUE,1410.0,1410.0,30275-00-00
DENTAL,FMDNTS0061,REMOVAL OF SAL. CALCULAI ANT. I/O,1410.0,1410.0,375
DENTAL,FMDNTS0078,BIOPSY OF BONE (SUPERFACIAL),1410.0,1410.0,50200-00-01
DENTAL,FMDNTS0093,REMOVAL OF FOREIGN BODY SUPER.,1410.0,1410.0,92087-00-00
DENTAL,FMDNTS0095,REMOVAL OF PLATE OR WIRES ANT.,1410.0,1410.0,47930-00-01
DENTAL,FMDNTS0118,TRANS OSSIUS WIRING,1410.0,1410.0,52420-00-00
Dental,FMDNTS0197,I.M.Z. IMPLANT TIT.L 2ND STAGE,1410.0,1410.0,45847-00-00
DENTAL,FMDNTS0209,SUBPERIOSTEAL IMPLANT COMPLETE1ST STAGE,1410.0,1410.0,83700-00-00
EMERGENCY,FMERDA0042,FIXATION OF AGRYL CATHETER,1410.0,1410.0,13109-00-00
ENDOSCOPY,FMENDE0001,UPPER GI ENDOSCOPY,1410.0,1410.0,30473-00-00
NEUROLOGY,FMNUM-0038,IMMUNO STAINING ONE ANTIBODY,1410.0,1410.0,11012-01-00
obstatric and Gynecology,FMOBG-0127,D & INSUFLATION,1410.0,1410.0,83700-00-00
obstatric and Gynecology,FMOBG-0159,"LAPAROSCOPY, PREOPERATIVE",1410.0,1410.0,30390-00-00
ONCOLOGY/NUCLEAR MED,FMONC-0027,INTRA ARTERIAL CHEMOTHERAPY,1410.0,1410.0,96196-00-00
ONCOLOGY/NUCLEAR MED,FMONC-0076,GONE MARROW UNDER G.A.,1410.0,1410.0,13700-00-00
PAEDIATRICS,FMPDT-0132,CRANIAL PUNCTURE DOR REMOVAL   OF BLOOD OR SECRETION,1410.0,1410.0,90000-00-00
PEDIATRIC SURGERY,FMPDS-0020,DEBRIDEMENT AND SUTURING,1410.0,1410.0,90665-00-30
PLASTIC SURGERY,FMPSDJ0022,MOLE EXCISION (SMALL),1410.0,1410.0,31205-00-10
PLASTIC SURGERY,FMPSDJ0032,SMALL ONE LESSION OF HAEMANGIO MA AND PORT WINE STAIN,1410.0,1410.0,45033-06-00
LABORATORY,FMLAB-7018,"OR PROFILE III-MAJOR (UP TO 40 YRS): CBC,ABO&RH,PT,ESR,Ab screen, K, NA,GLU,HIV, HBsAg, HCV",1409.0,1409.0,73000-00-00
ORTHOPAEDIC WORKSHOP,FMORW-0011,FOOT SLAB,1409.0,1409.0,96092-00-00
X-RAY,FMXRAY1001,"MRI BRAIN WITHOUT CONTRAST (Standard
Protocol)",1760.0,1408.0,83700-00-00
X-RAY,FMXRAY1004,MRI BRAIN (Quick=DWI/ADC) STROKE PROTOCOL,1760.0,1408.0,83700-00-00
X-RAY,FMXRAY1075,MRI CERVICAL SPINE WITHOUT CONTRAST,1760.0,1408.0,83700-00-00
X-RAY,FMXRAY1077,MRI THORACIC SPINE WITHOUT CONTRAST,1760.0,1408.0,83700-00-00
X-RAY,FMXRAY1079,MRI LUMBER SPINE WITHOUT CONTRAST,1760.0,1408.0,83700-00-00
X-RAY,FMXRAY1083,MRI SHOULDER (1 SIDE),1760.0,1408.0,83700-00-00
X-RAY,FMXRAY1085,MRI HUMERUS (1 SIDE),1760.0,1408.0,83700-00-00
X-RAY,FMXRAY1087,MRI ELBOW (1 SIDE),1760.0,1408.0,83700-00-00
X-RAY,FMXRAY1089,MRI FOREARM (1 SIDE),1760.0,1408.0,83700-00-00
X-RAY,FMXRAY1091,MRI WRIST (1 SIDE),1760.0,1408.0,83700-00-00
X-RAY,FMXRAY1093,MRI HAND (1 SIDE),1760.0,1408.0,83700-00-00
X-RAY,FMXRAY1095,MRI HIPS (1 SIDE),1760.0,1408.0,83700-00-00
X-RAY,FMXRAY1097,MRI THIGH (1 SIDE),1760.0,1408.0,83700-00-00
X-RAY,FMXRAY1099,MRI KNEE (1 SIDE),1760.0,1408.0,83700-00-00
X-RAY,FMXRAY1101,MRI LEG (1 SIDE),1760.0,1408.0,83700-00-00
X-RAY,FMXRAY1103,MRI ANKE (1 SIDE),1760.0,1408.0,83700-00-00
X-RAY,FMXRAY1105,MRI FINGER PROTOCOL,1760.0,1408.0,83700-00-00
X-RAY,FMXRAY1106,MRI SACROILIAC JOINT PROTOCOL,1760.0,1408.0,83700-00-00
EMERGENCY,FMERDA0024,HOME VISIT CONSULTANT OFF DUTY,1404.0,1404.0,83620-00-70
LABORATORY,FMLABM0053,"BETA 2 MICROGLOBULIN (U, S)",1404.0,1404.0,83700-00-00
LABORATORY,FMLABM0066,URINE HOMOCYSTIENE,1401.0,1401.0,73050-19-70
CSS,MS-S-009097,SCREW CORTEX 2.0 X 16 MM  SYNTHES # 201.363,1400.5800000000002,1400.5800000000002,56642
CSS,MS-S-009098,SCREW CORTEX 2.0 X 13 MM SYNTHES # 201.364,1400.5800000000002,1400.5800000000002,56642
CSS,MS-S-009305,SCREW CORTEX 2.0 X 18 MM SYNTHES # 201.368,1400.5800000000002,1400.5800000000002,56642
CSS,MS-S-010449,SCREW CORTICAL SELFTAPPING 3.5X14MM SYNTHES #02.200.014,1400.5800000000002,1400.5800000000002,56642
LABORATORY,FMLAB-9261,SSA ABS (ANTI RO/SSB ABS (ANTI,1400.0,1400.0,73050-39-70
LABORATORY,FMLAB-9614,NICOTINE (S.U),1397.0,1397.0,73300-09-70
CSS,MS-B-000572,BLADE SAW 1.47MM F/OSCILATING SAW SYN #42230211,1395.0,1395.0,44984
CSS,MS-B-001660,BONE CEMENT SMARTSTGMV ENDURANCE GENT 40G. JOH. & JOH. # 3105-040 #P3335040,1395.0,1395.0,33982
CSS,MS-B-001797,BLADE SAW IMPLANTCAST GERMANY CHM # 42230212,1395.0,1395.0,61803
CSS,MS-C-001460,CANNULA DRY DOC 8.0MM X 85MM TRANSLUCENT YELLOW PACKAGED STERILE W/ A DISPOSABLE OBTURATOR 6/BOX # ,1395.0,1395.0,61510
CSS,MS-C-002054,CANNULA W/ DISP. OBTURATOR 7.0 X 85 MM CONMED # C7360,1395.0,1395.0,61510
CSS,MS-C-003434,CATHETER DIAGNOSTIC 5FR 100CM BT-AC5-MPB1 BTL # BT-AC5-MPB1,1395.0,1395.0,47732
CSS,MS-C-003598,CATHETER ANGIO VERTEBRAL 5FRX110CM RADIFOCUS  TERUMO # RF-YH15111M,1395.0,1395.0,10688
CSS,MS-D-000186,DRILL BIT 3.2 MM S.STEEL ¿ ORTHOMED,1395.0,1395.0,45697
CSS,MS-D-000277,DRILL BIT 1.1MM X 80MM SYNTHES #316.500,1395.0,1395.0,11337
CSS,MS-D-000513,DRILL BIT ORTHOGNATHIC 1.6MM OSTEONIC # ODB-10,1395.0,1395.0,32390
CSS,MS-L-000691,LAVAGE DISPOSABLE PULSE # ZK2-EP18-02,1395.0,1395.0,12304
CSS,MS-P-001584,PULSE LAVAGE KAISER WITH BATTERY 2500 C-DP,1395.0,1395.0,12304
CSS,MS-P-003859,PULSE LAVAGE SYSTEM WRIGHT # 2500C-DP-ST01Z-CT02Z,1395.0,1395.0,12304
CSS,MS-S-002620,SCREW CORTICAL 4.5 X 50MM ZIMMER #2253-50-45,1395.0,1395.0,61324
CSS,MS-S-004411,SPLINT KAFO FOR LEG,1395.0,1395.0,58756
CSS,MS-S-004563,SCREW LOCKING VA STARDRIVE 2.4x28MM SELF TAPPING SYNTHES #02.210.128,1395.0,1395.0,56642
CSS,MS-S-005286,SMARSET BONE CEMENT 40G GHV GENTAMICIN 1.0 M.I.U. J&J# 3095-040,1395.0,1395.0,46031
CSS,MS-S-005886,SCREW LOCKING 2.4x18MM VARIABLE ANGLE OSTEONIC #B1G.24180,1395.0,1395.0,56642
CSS,MS-S-008463,SCREW LOCKING 2.4MM X 22MM VARIABLE ANGLED OSTEONIC  # B1G.24220,1395.0,1395.0,56642
CSS,MS-S-008464,SCREW LOCKING 2.4MM X 24MM VARIABLE ANGLED OSTEONIC  # B1G.24240,1395.0,1395.0,56642
CSS,MS-S-008622,SCREW LOCKING 2.4x16MM ANGLED VARIABLE OSTEONIC #B1G.24160,1395.0,1395.0,56642
CSS,MS-S-008959,SCREW LOCKING 4.5 X 34 MM MEDGAL BOLAND # 1-01-86-34,1395.0,1395.0,47875
CSS,MS-S-008960,SCREW LOCKING 4.5 X 30 MM MEDGAL BOLAND # 1-01-85-30,1395.0,1395.0,47875
CSS,MS-S-009123,SCREW LOCKING 4.5 X 56 MM  MEDGAL BOLAND # 1-04-86-56,1395.0,1395.0,47875
CSS,MS-S-009124,SCREW LOCKING 4.5 X 42 MM  MEDGAL BOLAND # 1-01-86-42,1395.0,1395.0,47875
CSS,MS-S-009125,SCREW LOCKING 4.5 X 46 MM MEDGAL BOLAND # 1-01-86-46,1395.0,1395.0,47875
CSS,MS-S-009575,SCREW VARIABLE LOCKING 2.4MM X8 IRENE # BIG.24080,1395.0,1395.0,47875
CSS,MS-S-009576,SCREW VARIABLE LOCKING 2.4MM X10 IRENE # BIG.24100,1395.0,1395.0,47875
CSS,MS-S-009577,SCREW VARIABLE LOCKING 2.4MM X12 IRENE # BIG.24120,1395.0,1395.0,47875
CSS,MS-S-009578,SCREW VARIABLE LOCKING 2.4MM X16 IRENE # BIG.24160,1395.0,1395.0,47875
CSS,MS-S-009699,SCREW LOCKING 4.5X30MM MEDGAL BOLAND # 1-01-86-30,1395.0,1395.0,47875
CSS,MS-S-009820,SCREW CACELLOUS 4.5X50MM CHM # 3.1455.050,1395.0,1395.0,56642
CSS,MS-S-010565,SCREW CANCELLOUS 3.5 X 24 MM CHM #3.1283.024,1395.0,1395.0,56642
CSS,MS-S-010674,SCREW CONICAL 2.8MM X 18 OSTEONIC IRENE # SID.28180,1395.0,1395.0,56642
CSS,MS-T-000775,TUBE GASTROSTOMY 18FR BALLOON REPLACEMENT COOK/MARFLOW #PEG-18-BTR-S/REPL-CAT-18,1395.0,1395.0,63942
CSS,SMI1658,CATHETER EMBOLECTOMY BALLOON IMPRA 3FRX80CM #120803F,1395.0,1395.0,58174
LABORATORY,FMLAB-9775,VIP (VASOACTIVE INTESTINAL POLYPEPTIDE),1394.0,1394.0,73050-38-40
CSS,MS-P-000820,PLATE CONNECTING 8 HOLES TIPMED #041641,1391.5125,1391.5125,61573
CSS,MS-W-000282,WIRE GUIDE J-TIP W/MOVABLE CORE TEFLON 150CM UV #ST-293550,1391.5125,1391.5125,46690
CSS,SMO11466,ROD THREADED 250 HIPO# 500 10 050 0250,1391.5125,1391.5125,63191
DENTAL,FMDNTS0091,STICHES FOR SUPERFICIAL WOUND,1390.0,1390.0,97399-00-00
CSS,MS-S-004322,SCREW PELVIC 3.5 X 60 MM  SYNTHES # 204.660,1386.63,1386.63,56642
CSS,MS-S-004323,SCREW PELVIC 3.5 X 55 MM  SYNTHES # 204.655,1386.63,1386.63,56642
LABORATORY,FMLABM0184,METABOLIC DISEASE SCREENING (TANDEM MASS),1386.0,1386.0,83700-00-00
DENTAL,FMDNTM0010,SLIDING FLAP OPERATION 1/4 JAW,1385.0,1385.0,235
PLASTIC SURGERY,FMPSD-0003,REMOVAL OF MULTIPLE NAVI UPTO  6 UNDER L.A.,1381.0,1381.0,73200-06-60
LABORATORY,FMLAB-9543,INTERFERON BETA Neutralizing Abs,1379.0,1379.0,73100-15-80
CSS,MS-B-001211,BLADE SHAVER 4.0MMx13CM EXCALIBUR ARTHREX #AR-8400EX,1372.68,1372.68,41499
cardiology,FMMTR-0006,HOLTER MONITOR 24 HOURS ECG,1371.0,1371.0,83700-00-00
cardiology,FMMTR-0007,TREADMILL EXERCISE STRESS TEST,1371.0,1371.0,83700-00-00
E. N. T.,MTENT-0050,DRESSING OF WOUND LARGE G.A.,1371.0,1371.0,30055-00-30
obstatric and Gynecology,FMOBG-0079,POST PARTUM TUBAL LIGATION,1370.0,1370.0,35688-00-00
ORTHOPAEDIC,FMORT-0005,TRANSPLANTATION OF BONE TO    UNSPEC. SITE,1370.0,1370.0,96206-19-00
ORTHOPAEDIC,FMORT-0056,"RED. OF FRAC.&DISLOC.INCL.CASTSPLINT,TRACT DEV. UNSPEC. SITE",1370.0,1370.0,90010-00-00
ORTHOPAEDIC,FMORT-0059,"RED.OF FRAC.& DISLOC.INCL CASTSPLINT,TRACT AT CARPLS & META.",1370.0,1370.0,48639-00-00
ORTHOPAEDIC,FMORT-0060,"RED.OF FRAC & DISLOC.INCL CASTSPLINT,TRACT DEV.AT PHALANGES",1370.0,1370.0,83700-00-00
ORTHOPAEDIC,FMORT-0063,RED.OF FRAC.&DISLOC.INCL CAST SPLINT TRACT DEV.AT TARS &META,1370.0,1370.0,83700-00-00
ORTHOPAEDIC,FMORT-0064,RED.OF FRAC.&DISLOC. INCL.CASTSPLINT TRACT DEV AT PHALA.FOOT,1370.0,1370.0,90011-06-00
ORTHOPAEDIC,FMORT-0473,REPAIR OF THE SUPRASPINATUS   AFTER RUPTURE OF THE EAR,1370.0,1370.0,83700-00-00
ORTHOPAEDIC,FMORT-0484,REPAIR OF RUPTURED SUPERFICIALLIGAMENT OF THE KNEE 7 ANKLE,1370.0,1370.0,83700-00-00
ORTHOPAEDIC,FMORT-0577,EVACUATION OF HEMATOMA,1370.0,1370.0,30223-00-00
ORTHOPAEDIC,FMORT-0816,CALCANRAL OSTEOTOMY,1370.0,1370.0,83700-00-00
ORTHOPAEDIC,FMORT-0819,REPAIR OF CRUSH INJURY,1370.0,1370.0,83700-00-00
ORTHOPAEDIC,MTORT-0000,CLOSED REDUCT OF DISLOCATION ATSHOULDER,1370.0,1370.0,83700-00-00
ORTHOPAEDIC,MTORT-0008,CLOSED REDUCT OF FRACT W/ INT.FIX AT UNSPEC. SITE,1370.0,1370.0,83700-00-00
ORTHOPAEDIC,MTORT-0019,SEQUESTROMY OF SMALL SHORT    BONES,1370.0,1370.0,83700-00-00
ORTHOPAEDIC,MTORT-0024,EXCISION OF LISION (GANGLION) OF TENDON EXCEPT HAND,1370.0,1370.0,83700-00-00
ORTHOPAEDIC,MTORT-0026,RELEASE OF DE QUERVIANS SYNDROME,1370.0,1370.0,83700-00-00
PEDIATRIC SURGERY,FMPDS-0109,CERVICAL LYMPH NODE BIOPSY UNDER GA,1370.0,1370.0,83700-00-00
PEDIATRIC SURGERY,FMPDS-0110,CYSTIC HYGROMA SCLEROTHERAPHY INJECTION,1370.0,1370.0,83700-00-00
PEDIATRIC SURGERY,FMPDS-0111,CYSTIC HYGROMA SURGICAL EXCISION,1370.0,1370.0,83700-00-00
PEDIATRIC SURGERY,FMPDS-0191,peri anal abscess drainage,1370.0,1370.0,83700-00-00
PEDIATRIC SURGERY,FMPDS-0200,ingrowing nail excision under GA,1370.0,1370.0,83700-00-00
PEDIATRIC SURGERY,FMPDS-0208,wound suturing under GA,1370.0,1370.0,83700-00-00
Surgery,FMSUR-0218,LYMPH NODES BIOPSY (SUPERFI-  CIAL),1370.0,1370.0,83700-00-00
SURGERY CLINIC,FMPDS-0158,RECIRCUMCISION UNDER GA,1370.0,1370.0,83700-00-00
SURGERY CLINIC,FMPDS-0170,EXCISIONAL BIOPSY OF SUPERFICIAL LESION,1370.0,1370.0,83700-00-00
urologu,FMURO-0063,RETROGRADE PYELOGRAPHY,1370.0,1370.0,58715-01-00
urologu,FMURO-0066,TETICULAR BIOPSY,1370.0,1370.0,30094-07-01
urologu,FMURO-0068,SPERMATOCELE EXCISION,1370.0,1370.0,37601-00-00
urologu,FMURO-0165,SECOND LOOK AFTER TUR,1370.0,1370.0,36812-00-00
urologu,FMURO-0171,REMOVAL OF D.J. STENT,1370.0,1370.0,30390-00-00
urologu,FMURO-0189,D.J STENT INSERTION,1370.0,1370.0,83700-00-00
urologu,FMURO-0194,DOUBLE J (DJ) EXCHANGE,1370.0,1370.0,83700-00-00
CSS,MS-G-000277,GUIDE WIRE J-TIP LUNDERQUIST 0.035 X 80 CMCOLOPLAST # AEJ535,1367.1000000000001,1367.1000000000001,46691
CSS,MS-G-000295,GUIDEWIRE SUPER STIFF C. TIP .035X300CM J TIP MEDTRONIC #H965SCH306010,1367.1000000000001,1367.1000000000001,35094
CSS,MS-N-000510,NEEDLE BONE ACCESS 11G SOFAMOR #A02A,1367.1000000000001,1367.1000000000001,46350
CSS,MS-R-000536,ROD CANNULATED 11 X 400 MM STRAIGHT IRENE # T20311400,1367.1000000000001,1367.1000000000001,32854
CSS,MS-S-002357,SCREW MANDABLE D2.4 MM L6MM TIT #04.503.436.01C,1367.1000000000001,1367.1000000000001,61837
CSS,MS-S-004515,SCREW CORTICAL 3.5MM X ALL LENGTH S/S JINDAL #123-1,1367.1000000000001,1367.1000000000001,45039
CSS,MS-S-004577,SYRINGE W/MANOMETER HIGH PRESSURE BALTON # SW30,1367.1000000000001,1367.1000000000001,59040
CSS,MS-S-004807,SCREW SCHANZE PIN 4 X 70MM JMS #14-70,1367.1000000000001,1367.1000000000001,56642
CSS,MS-S-005484,SUCTION FLOOR PUDDLEVAC CONMED LINVATEC # 9321,1367.1000000000001,1367.1000000000001,63648
CSS,MS-S-005787,SPLINT FOAM PRE-CUT TECHFORM 3 X 35 INCH (7.5 X 88 CM) F/ARM & LEG OSSUR # TC0335,1367.1000000000001,1367.1000000000001,16210
CSS,MS-S-008417,SCREW LOCKING 2.8MM OSTEONIC#S1B.28220,1367.1000000000001,1367.1000000000001,56642
CSS,MS-S-008916,SCREW LOCKING 3.5 X 42 MM #OSTEONIC S1B.35420,1367.1000000000001,1367.1000000000001,56642
CSS,MS-S-008937,SCREW LOCKING 3.5 X 36 MMOSTEONIC#S1B.35360,1367.1000000000001,1367.1000000000001,56642
CSS,MS-S-009023,SCREW LOCKING 3.5MM X 16MM OSTEONIC# S1B.35160,1367.1000000000001,1367.1000000000001,56642
CSS,MS-S-009024,SCREW LOCKING 2.8MM X 16MM OSTEONIC#S1B.28160,1367.1000000000001,1367.1000000000001,56642
CSS,MS-S-009057,SCREW LOCKING 3.5 MM X 12 OSTEONIC#SIB.35120,1367.1000000000001,1367.1000000000001,56642
CSS,MS-S-009062,SCREWLOCKING 2.8MM X 12 OSTEONIC#SIB.28120,1367.1000000000001,1367.1000000000001,47875
CSS,MS-S-009063,SCREWLOCKING 2.8MM X 14 OSTEONIC#SIB.28140,1367.1000000000001,1367.1000000000001,47875
CSS,MS-S-009077,SCREW LOCKING 2.8x18MM OSTEONIC #S1B.28180,1367.1000000000001,1367.1000000000001,56642
CSS,MS-S-009126,SCREW CONICAL 3.5 X 26 MM OSTEONIC  # S1D.35260,1367.1000000000001,1367.1000000000001,56642
CSS,MS-S-009127,SCREW CONICAL 3.5 X 40 MM OSTEONIC  # S1D.35400,1367.1000000000001,1367.1000000000001,56642
CSS,MS-S-009128,SCREW CONICAL 3.5 X 42 MM OSTEONIC  # S1D.35420,1367.1000000000001,1367.1000000000001,56642
CSS,MS-S-009193,SCREW MANDIBLE 2.4X10MM OSTEONIC  # M24010,1367.1000000000001,1367.1000000000001,61837
CSS,MS-S-009700,SCREW LOCKING 3.5X18MM OSTEONIC # S1B.35180 OSTEONIC  # S1B.35180,1367.1000000000001,1367.1000000000001,56642
CSS,MS-S-010315,SCREW LOCKING 3.5X44. OSTEONIC  # S1B.35440,1367.1000000000001,1367.1000000000001,56642
CSS,MS-S-010693,SCREW LOCKING 5*28MM OSTEONIC #S1B.50280,1367.1000000000001,1367.1000000000001,56642
CSS,MS-S-010694,SCREW LOCKING 5*30MMOSTEONIC #SCREW LOCKING 5*30MMOSTEONIC #S1B.50300,1367.1000000000001,1367.1000000000001,56642
