Internal Code,Item Name,Service Type,NPHIES Code (Hyphenated )2,Price,LOS
FMLAB-9121,Sex Hormone Binding Globulin (SHBG),Service,73050-32-80,1364.0,
FMNUM-0009,AUDITORY EVOKED POTENTIAL,Service,92015-00-01,1364.0,
FMNUM-0032,VISUAL EVOKED POTENTIAL,Service,92015-00-01,1364.0,
FMLAB-1300,DiGeorge/Velocardiofacial-1 (22q11.2) by FISH,Service,73200-00-50,1360.0,
FMLAB-9714,SCC (SQUAMOUS CELL CARCINOMA Ag),Service,73200-08-40,1360.0,
FMLABM0159,APC and MUTYH Associated Polyposis Panel,Service,73350-05-60,1360.0,
FMLAB-9686,Protein C (Concentration & Activity),Service,73100-04-10,1352.0,
FMENDE0010,SMALL INTESTINAL BIOPSY,Service,30075-13-00,1350.0,
FMONC-0205,IMRT ONE SESSION,Service,15506-02-00,1350.0,
FMONC-0207,ONE SESSION CONFORMAL,Service,15550-00-00,1350.0,
EXENT-0024,CONTROL OF EPISTAXSIS BY ANT. & POST PACK (G.A),Service,41677-00-00,1340.0,
FMNEU-0155,MEASURING INTRA THECAL PRESSURE THROUGH LUMBER PUNCTURE,Service,39000-00-00,1340.0,
FMRMB-9925,Room Upgrade From Private to Suite,Service,83610-01-60,1340.0,
SMI1162,"APPLICATOR STERILE SOLU PREP 2% CHG 35ML , 3M # 100.24",Consumables,60502,7.0,
FMDNTM0022,Bleaching (Two Teeth),Service,97118-00-00,1336.0,
FMDNTP0076,Space Mainteiner Pedo (Compound),Service,97845-00-00,1336.0,
FMDNTP0077,Habit Breaking Appliance (Acrylic),Service,97575-00-00,1336.0,
FMDNTP0078,Posterior Crossbite Appliance,Service,97575-00-00,1336.0,
FMDNTP0079,Anterior Crossbite Appliance,Service,97575-00-00,1336.0,
FMORW-0090,Brace Small,Service,96092-00-00,1336.0,
FMLAB-9459,Free DHEA,Service,73050-10-80,1332.0,
MTDER-0033,Hydradermie Machine(4X) Facial Large Area,Service,45024-00-00,1332.0,
MTPSD-0051,IMPLATING OF ARTIFICIAL HAIR,Service,45560-00-00,1332.0,
FMLAB-9310,Pneumococcal Vacc Ag Igg,Service,92165-00-00,1330.0,
SMI1174,SYRINGE EAR ULCER 2 OZ,Consumables,59040,7.0,
SML542,GLOVES SURGEON SIZE 6.5 STERILE.,Consumables,99999,7.0,
SMT1017,IE FACTOR 12MM FLEX FR STRIP -USA #950-012,Consumables,47257,7.0,
FMPSYB0029,COGNITIVE THERAPY(4 SESSION),Service,96101-00-00,1326.4,
FMDER-0306,Face Contouring - Profhilo 2 Ml Injection,Service,90676-00-00,1320.0,
FMDNTP0071,Bleaching Teeth,Service,97118-00-00,1320.0,
FMDNTR0001,Root Canal Treatment 1 Root,Service,97415-00-00,1320.0,
FMLAB-9318,Factor V Mutation Gene (Leiden Mutation),Service,73350-01-40,1320.0,
FMPSDJ0020,SCAR REVISION,Service,45515-00-00,1320.0,
FMXRAY1114,CT. BRAIN WITHOUT CONTRAST (Standard protocol),Service,56001-00-00,1320.0,
FMXRAY1116,CT. BRAIN WITH CONTRAST (Trauma protocol),Service,56007-00-00,1320.0,
FMXRAY1118,CT. SKULL (Petrous bone protocol),Service,56016-00-00,1320.0,
FMXRAY1119,CT. SKULL (Orbits protocol),Service,56013-00-00,1320.0,
FMXRAY1121,CT. SKULL (Facial bones protocol),Service,56022-00-00,1320.0,
FMXRAY1128,CT. CHEST WITHOUT CONTRAST (HRCT protocol),Service,60100-00-00,1320.0,
FMXRAY1138,CT. ABDOMEN & PELVIS (KUB protocol),Service,56501-00-00,1320.0,
FMXRAY1143,CT. SPINE (DORSAL REGION),Service,56221-00-00,1320.0,
FMXRAY1144,CT. SPINE (LUMBO-SACRAL REGION),Service,56223-00-00,1320.0,
FMXRAY1146,CT. MSK (SHOULDER JOINT PROTOCOL),Service,56619-00-01,1320.0,
FMXRAY1147,CT. MSK (ELBOW JOINT PROTOCOL),Service,56619-00-01,1320.0,
FMXRAY1148,CT. MSK (WRIST JOINT PROTOCOL),Service,56619-00-01,1320.0,
FMXRAY1149,CT. MSK (SACROILIAC JOINT PROTOCOL),Service,60100-00-00,1320.0,
FMXRAY1150,CT. MSK (HIP JOINT PROTOCOL),Service,56619-00-01,1320.0,
FMXRAY1151,CT. MSK (KNEE JOINT PROTOCOL),Service,56619-00-01,1320.0,
FMXRAY1152,CT. MSK (ANKLE JOINT PROTOCOL),Service,56619-00-01,1320.0,
FMXRAY1153,CT. MSK (CLAVICLE BONE PROTOCOL),Service,60100-00-00,1320.0,
FMXRAY1154,CT. MSK (HUMEROUS BONE PROTOCOL),Service,56619-00-01,1320.0,
FMXRAY1155,CT. MSK (FOREARM BONES PROTOCOL),Service,56619-00-02,1320.0,
FMXRAY1156,CT. MSK (HAND BONES PROTOCOL),Service,56619-00-02,1320.0,
FMXRAY1157,CT. MSK (PELVIC BONE PROTOCOL),Service,56409-00-00,1320.0,
FMXRAY1158,CT. MSK FEMUR BONE PROTOCOL),Service,56619-00-01,1320.0,
FMXRAY1159,CT. MSK (LEG BONES PROTOCOL),Service,56619-00-02,1320.0,
FMXRAY1160,CT. MSK (FOOT BONES PROTOCOL),Service,56619-00-02,1320.0,
FMXRAY1286,FLUROSCOPY. Video-Fluoroscopic Swallow Study (VFSS),Service,58909-01-00,1320.0,
FMXRAY1357,W.H. Amniocentesis (US Guidance),Service,90908-00-11,1320.0,
FMLAB-9174,Dengue Virus Abs Igg And Igm,Service,73100-27-20,1316.0,
SML0110,CUP MEDICINE 1 OZ,Consumables,12505,7.0,
FMDNTM0006,Gum Treatment Quad. (Severe),Service,97281-00-10,1312.0,
FMDNTP0008,Porcelain Facing Jacket,Service,97631-00-00,1312.0,
FMDNTP0018,Inlay Metallic 2 Surfaces,Service,97541-01-00,1312.0,
FMDNTP0034,Partial Denture Acrylic 3 Teeth,Service,97765-00-00,1312.0,
FMDNTP0049,Relining Of Complete Denture,Service,97743-00-20,1312.0,
FMDNTP0058,Mouth Gaurd,Service,97151-00-00,1312.0,
FMDNTS0002,Additional Fee For Complicated Operation - LA,Service,83700-00-00,1312.0,
FMDNTS0012,Surface Tissue Impacted Upper 3Rd Molar,Service,97321-07-10,1312.0,
FMDNTS0024,Incision & Drainage Extra-Oral Abscess,Service,96215-00-10,1312.0,
FMDNTS0070,Manipulation Of Dislocated Tmj,Service,47000-00-01,1312.0,
FMOPTL0068,Punctum Plug Implant - One Eye,Service,42620-00-01,1312.0,
MTPSD-0016,SCAR REVISION MEDIUM (G.A.),Service,45515-00-00,1312.0,
MTPSD-0023,REMOVAL OF WARTY LESION,Service,30189-01-00,1312.0,
FMPSYB0011,DAY HOSPITAL PSYCHIATRIC SESS.,Service,96177-00-00,1308.0,
FMDER-4030,Rf Rejuvenation Machine(Scarlet) - Face,Service,90675-00-00,1304.0,
FMLAB-7019,"OR PROFILE Above 40 YRS (CBC,ABO&RH,HCV,HBsAG,HIV,UREA,SGPT,Alk.Phos,CREA,GGT,LDH,RBS,ESR,NA,K",Service,73000-00-20,1300.8000000000002,
FMDER-0326,Potenza Session,Service,45669-00-50,1300.0,
FMDER-1036,PRP 3 SESSIONS FACE OR HAIR,Service,90660-00-00,1300.0,
FMLAB-8073,ESTROGEN RECEPTORS,Service,73050-32-00,1300.0,
FMOBG-0222,Implanon Insertion,Service,14203-00-00,1300.0,
FMXRAY1668,MAMMOGRAPHY BILATERAL,Service,59300-00-00,1300.0,
FMXRAY1682,Ir Removal Of Nephrostomy Tube,Service,36650-00-01,1300.0,
SMC0018,DRESSING SURGICAL 10X8CM CURA#30511 /COSM#1277651,Consumables,62184,8.0,
FMLAB-2092,Vanillylmandelic Acid (Vma),Service,73050-38-30,1296.0,
FMOPTE0011,Corneal Graft Suture Removal,Service,42668-00-01,1292.8000000000002,
FMENTE6048,AUDIO BRAIN EVOKED RESPONSE,Service,11300-00-00,1288.0,
FMXRAY1276,FLUROSCOPY. FISTULOGRAM,Service,59739-03-00,1286.4,
FMLAB-7027,"Acute Hepatitis Panel (A) [ HBsAg, HBCore IGM, HAV IGM ]",Service,73000-00-80,1284.0,
FMLAB-7038,"Nephlometer Rheumatology (RF, CRP, ASOT, Uric Acid)",Service,73100-17-80,1284.0,
FMLAB-9098,Myoglobin (Urine),Service,73050-25-10,1284.0,
FMLAB-9141,Vitamin E (Tocopherol),Service,73050-35-70,1284.0,
FMLAB-9158,Anti Fasciola Hepatica Abs,Service,73050-61-60,1284.0,
FMORW-0159,Ankel Foot Orthosis Below Knee,Service,96092-00-00,1284.0,
FMERD-0017,"AMBULANCE SERVICE - WITHOUT NURSE OR PHYSICIAN, 150 - 250 KM (SINGLE TRIP)",Service,83520-00-10,1280.0,
FMXRAY1556,CT. MAKO preoperative (Bilateral),Service,60100-00-00,1280.0,
FMXRAY1560,X-RAY C-ARM GUIDANCE (< 1 Hour),Service,60503-00-11,1280.0,
FMXRAY1563,FLUROSCOPY FLUORO GUIDANCE (< 1 Hour),Service,58506-00-00,1280.0,
FMXRAY1576,IR ANGIOGRAPHY GUIDANCE (< 1 Hour),Service,59970-00-00,1280.0,
FMLAB-9085,Insulin Abs,Service,73100-15-80,1276.0,
FMLAB-9567,Legionella Abs,Service,73100-24-30,1276.0,
FMDER-1046,FMDER-1046 - Profhilo Injection + HydraFacial,Service,90676-00-00,1275.0,
MTVAS-0029,Injection Sclerotherapy Glue L.A.,Service,90223-01-00,1275.0,
FMPDS-0072,INSERTION OF BROVIAC CATHETER,Service,13815-00-00,1273.0,
FMENDE0057,Fluid Endoclips,Service,90335-01-00,1272.0,
FMSUR-1038,EXCISN OF SEBACEOUS CYST MTPL,Service,30223-01-20,1264.0,
ARAMCO-0003,ARAMCO FITNESS- Security staff PACKAGE,Service,73000-00-20,1261.6000000000001,
FMACUA0019,Acupuncture Therapy -5 Sessions,Service,93173-00-00,1260.0,
FMDER-0080,Puva Succeeding Course,Service,14050-00-00,1260.0,
FMDER-0309,"Thread Nose ""4""",Service,90676-00-00,1260.0,
FMDNTR0016,Root Canal Retreatment 3 Canals,Service,97415-00-00,1260.0,
FMEGD-0004,Cerebral Palsy,Service,95550-03-00,1260.0,
FMERDA0071,CODE BLUE ACTIVATION,Service,83700-00-00,1260.0,
FMLAB-9124,Somatomedin C (IGF1),Service,73050-33-40,1260.0,
FMNUM-0048,EMG AND NCV 4 UNTIS,Service,11018-01-00,1260.0,
FMNUM-0060,NCV 4 UNITS,Service,11018-00-00,1260.0,
FMOPTA0008,Fluroscein Angiography - One Eye,Service,83700-00-00,1260.0,
FMORT-7778,Plasma Rich Fibrien,Service,92062-00-00,1260.0,
FMPDS-1009,ECHO Fetal,Service,55113-00-00,1260.0,
FMPN-0064,Carpal tunnel injection,Service,96205-03-00,1260.0,
FMPN-0083,Oxygen for migraine or cluster headache,Service,13020-00-00,1260.0,
FMPTD-2137,TAE-KWAN-DO TRAINING 1 MONTH),Service,83700-00-00,1260.0,
FMPTD-2152,PACKAGE DEAL (12) SESSIONS FOR MANU,Service,95550-03-00,1260.0,
FMURO-0123,Injection Of Peroxinorm,Service,50124-01-10,1260.0,
FMENDE0041,Endoscopic Insertion Of a Stent,Service,30491-00-00,1256.8000000000002,
FMLAB-9008,Aldosterone (Serum Or Urine),Service,73050-01-40,1256.0,
FMLAB-9314,Manganese In Plasma,Service,73050-24-20,1256.0,
FMORW-0104,Bel.Knee Ort.Up 10 Yrs W/Cover,Service,96092-00-00,1252.0,
FMLAB-8881,Borrelia DNA (PCR) (CSF),Service,73050-42-50,1250.0,
FMENTN2005,INCISION & DRAINAGE OF SEPTAL,Service,30223-02-00,1248.0,
20214,CANNULA NASAL ADULT OXYGEN AIRLIFE SALTER LAB#1600/INTR1161,Consumables,99999,8.0,
FMLAB-9001,17-Hydroxy-Progesterone,Service,73050-29-60,1244.0,
FMLAB-9043,Complement C2,Service,73100-12-50,1244.0,
FMLAB-9238,Q-Fever Ab,Service,73100-20-50,1244.0,
MS-S-002709,"CIRCUIT BREATHING FULL SET ADULT F/ANESTHESIA DISP 2.0M ,BIOTEK BIOTEK # BOT124000-B",Consumables,37704,8.0,
FMDNTN0055,Apicectomy – per root,Service,97432-00-00,1240.0,
FMLAB-9010,Alpha-1-Antitrypsin,Service,73050-01-50,1240.0,
FMLAB-9068,Gold,Service,73100-17-90,1240.0,
FMLAB-9376,"Ascaris Abs. IgG, IgM",Service,73250-00-20,1240.0,
FMLAB-8232,SEXUALLY TRANSMITTED DISEASES (STD) PCR PROFILE ( SO ),Service,73050-39-70,1237.0,
FMRMB-9915,Delivery Room,Service,83630-00-10,1237.0,
FMSUR-3989,Release Of Tongue Tie Under L.A,Service,90136-00-00,1237.0,
FMXRAY1283,FLUROSCOPY. VENOGRAPHY UPP/LOW EXTR. (2 SIDE),Service,59970-01-00,1232.0,
FMLAB-7025,"TORCH TEST PROFILE: [ TOXO, RUB, CMV,HSV]",Service,73100-26-60,1228.0,
FMLAB-8014,Panel Special Stain(4 Or More),Service,73200-07-30,1228.0,
MS-S-005250,STRIP BLOOD GLUCOSE TEST ACCU-CHEK PERFORMA,Consumables,63085,8.0,
SMI1372,UNDERPAD BLUE 60X80CM DISP..,Consumables,99999,8.0,
SML98,GLOVES SURGEON SIZE 8 STERILE,Consumables,99999,9.0,
FMERDA0136,FULL CAST - ABOVE KNEE,Service,96092-00-00,1216.0,
FMERDA0138,FULL CAST - BELOW KNEE,Service,96092-00-00,1216.0,
FMORT-0774,Intro Op-Monitoring (Iom),Service,83700-00-00,1216.0,
FMPTD-0061,WELKERS - FOLDING ALUMINUM,Service,73050-02-00,1216.0,
FMXRAY1345,W.H. Mammography 2D + US,Service,55070-00-00,1216.0,
20195,MASK OXYGEN W/CONNECTOR ADULT #8110/1115/OCTURNO #1041/3031,Consumables,58810,9.0,
21649,SCALPEL BLADE SIZE #11 W/HANDLE STERILE.,Consumables,63270,9.0,
MS-S-001730,GOWN ISOLATION DISP#JM-G2101,Consumables,35492,9.0,
FMDER-4061,Mesotherapy For Hair - 3 Sessions,Service,90676-00-00,1200.0,
FMDER-4062,Mesotherapy For Face - 3 Sessions,Service,90676-00-00,1200.0,
FMDER-4084,Mesotherapy For Face - 5 Sessions,Service,90675-00-00,1200.0,
FMDER-4085,Fractional Laser - 3 Session,Service,90676-00-00,1200.0,
FMDNT-1019,Surgical removal of a tooth or tooth fragment not requiring removal of bone or tooth division,Service,97321-07-10,1200.0,
FMDNT-1113,Laser oral surgery moderate,Service,97945-00-10,1200.0,
FMENDE0066,ABDOMINAL PARACENTESIS,PKG,30406-00-00,1200.0,(1day)
FMENDE0090,Liver Fibroscan ,Service,61352-00-00,1200.0,
FMERD-0041,Wound debridement,Service,90665-00-10,1200.0,
FMLAB-1201,TOTAL & SPECIFIC IGE (AGAINST 295 ALLERGENS) ALEX2,Service,73100-10-20,1200.0,
FMLAB-8104,"INFLUENZA A, B AND H1N1 BY PCR",Service,73050-52-80,1200.0,
FMLAB-9995,CELIAC DISEASE SCREENING,Service,73350-04-30,1200.0,
FMLABM0022,PROGASTRIN,Service,73050-22-40,1200.0,
FMLABP7123,LHRH STIMULATION TEST (MALE),Service,73050-23-90,1200.0,
FMLABP7124   ,LHRH STIMULATION TEST (FEMALE),Service,73050-23-90,1200.0,
FMNEU-1014,Minor Joint INJECTION - ONE JOINT,Service,50124-01-10,1200.0,
FMONC-0037,Palliative Treatment,Service,15254-00-00,1200.0,
FMOPT-4017,REPAIR OF SMALL WOUND OF LID,PKG,30052-01-01,1200.0,DAY CASE
FMOPT-4262,BOTOX INJECTION (T.A) ,PKG,90089-00-01,1200.0,DAY CASE
FMOPTA0055,Biometry - Two Eyes,Service,55030-00-22,1200.0,
FMORT-1025,Minor Joint Injection,Service,50124-01-10,1200.0,
FMORT-1047,Prf Injection,Service,50124-01-10,1200.0,
FMPTD-0197,DRY Needle -Six Session,Service,95550-11-00,1200.0,
FMRMB-9905,ICU,Service,83610-03-70,1200.0,
FMRMB-9906,NICU,Service,83610-03-60,1200.0,
FMRMB-9909,PICU,Service,83610-03-10,1200.0,
FMRMB-9919,CCU,Service,83610-04-00,1200.0,
FMURO-3013,Trus & Biopsy,PKG,37218-00-00,1200.0,DAY CASE
FMXRAY1133,CT. CRADIAC (CALCIUM SCORING PROTOCOL),Service,60100-00-00,1200.0,
FMXRAY1411,IR. US GUIDED BIOPSY (SOFT TISSUE),Service,83620-00-00,1200.0,1
FMXRAY1572,WH Obstetric US (Detailed Anatomy Scan),Service,55700-02-00,1200.0,
FMXRAY1908,MRI SPECIAL SEQUENCE,Service,90901-08-10,1200.0,
SMA3417,SYRINGE 50CC / 50ML CATHETER TIP /NEEDLE STERILE,Consumables,59040,9.0,
SMB1005,TUBE E.T. 4.0 O/N UNCUFFED PORTEX#100/111/040,Consumables,47691,9.0,
FMLAB-9455,Cytomegalovirus CMV (PCR),Service,73050-52-10,1192.8,
FMLAB-4001,Acetaminophen (Paracetamol),Service,73300-03-60,1192.0,
FMLAB-5034,HCV Western Blot,Service,73050-53-80,1192.0,
FMLAB-7041,"Body Fluid Profile(C/S, Tp, Wbcs, Rbcs, Chloride, Ldh,Rbs)",Service,73400-00-70,1192.0,
FMLAB-9017,Angiotensin Converting Enzyme (ACE),Service,73050-03-50,1192.0,
FMLAB-9030,Carnitine Total,Service,73050-06-80,1192.0,
FMLAB-9550,Insulin Receptor Abs IgA & IgG,Service,73100-15-80,1192.0,
FMLAB-9638,Parvovirus Immunoblot IgM,Service,73100-25-30,1192.0,
SME1005,TRANSDUCER SINGLE KIT DISP. BD 071-5200-002,Consumables,14119,9.0,
SMI1101,TUBE FEEDING FR10,Consumables,61715,9.0,
SML1519,BAG URINE DRAINAGE 2000ML NONSTERILE DISP,Consumables,99999,9.0,
FMDNTM0008,Gingivectomy Or Gingivoplasty/Quadrant,Service,97231-01-00,1188.0,
FMCARS0001,CardioVersion(DC Shock),Service,13400-00-00,1187.2,
19609,MASK OXYGEN PEDIA.W/1.8MTR TUBING/JM-Y1002M/INTER#1196/1043,Consumables,35173,9.0,
18130,BANDAGE COTTON GAUZE 10CMx4M,Consumables,47011,10.0,
18210,BANDAGE ELASTIC 10CMx5YDS LENKELAST,Consumables,10284,10.0,
FMLAB-9075,Hexosaminidase A enzyme in the blood,Service,73050-39-70,1162.0,
FMDER-0020,Planter Wart,Service,30186-00-01,1160.0,
FMDER-0168,Milia Extraction - Large,Service,31205-00-30,1160.0,
FMINT-0104,IN Body Composition,Service,96026-00-00,1160.0,
FMLAB-9203,11-Deoxycortisol,Service,73050-11-10,1160.0,
FMLAB-5018,Anti-Hepatitis Delta (IgM),Service,73100-22-80,1156.0,
FMXRAY1299,US. MSK (SHOULDER),Service,55808-00-01,1156.0,
MS-B-000083,SWAB GAUZE 5X5CM 8-PLY PLAIN STERILE,Consumables,48131,10.0,
FMPDT-0200,2 Months (Infanrex Hexa Prevenar Rota Vaccine),Service,92157-00-10,1155.0,
FMPDT-0201,4 Months (Infanrex Hexa Prevenar Rota Vaccine),Service,92157-00-10,1155.0,
FMOBG-0277,COLOUR DOPPLER PREGNANCY UMBILICAL  ARTERY PLACENTAL FLOW OVARIAN & UTERIAN,Service,55729-01-00,1152.0,
FMPH-0001,TPN ADMIXTURE NEONATLE PHARMACY SERVICE,Service,96098-00-00,1152.0,
FMPTD-2112,EXERCISE 12 SESSION,Service,96129-00-00,1150.0,
FMXRAY-1523,TC-99 M PERTECHNETATE MICTURA,Service,61433-00-00,1150.0,
P15REGEN1+,REGEN A-CP KIT FOR PLASMA PREP.,SFDA,63938,1150.0,
FMDER-0106,Acne Removal - European Facial,Service,30223-01-00,1148.0,
FMDNTS0023,Incision & Drainage Intra-Oral Abscess (Deep),Service,96215-00-20,1148.0,
FMLAB-9688,"Protein S-100 (Csf,S)",Service,73050-30-60,1148.0,
FMDNTS0011,Surgery Removal Of Remaining Root,Service,97321-07-10,1144.0,
FMXRAY1322,DOPPLER. Upper Limb ARTER. (2 Sides),Service,55248-01-00,1144.0,
FMXRAY1325,DOPPLER. Upper Limb VEIN. (2 Sides),Service,55252-01-00,1144.0,
FMXRAY1690,Nm- Renogram (Diuretic) Scintigraphy (Dtpa) Ra00421010,Service,61389-00-00,1143.0,
FMDER-0318,Excimer Laser - 10 Sessions,Service,90676-00-00,1136.0,
FMDER-4007,Botox Injection - Axilla,Service,90676-00-00,1136.0,
FMERDA0039,EMERGENCY DEFIBRILLATION,Service,83700-00-00,1136.0,
FMLAB-5028,Ecchinococcus Abs,Service,73100-22-30,1136.0,
FMLAB-5052,Schistosoma Abs. (Bilharzial Abs),Service,73250-00-20,1136.0,
18856,BANDAGE ELASTIC 15CMx5YDS LENKELAST,Consumables,34864,10.0,
FMXRAY1330,DOPPLER. Lower Limb VEIN (Left),Service,55244-00-00,1131.2,
19495,AIRWAY GUEDEL SIZE 02 ADULT GREEN 70MM STER.DISP.#1-1504-70,Consumables,42424,10.0,
FMPSYC0032,PSYCHIATRY TRAINING ONE MONTH,Service,96001-00-00,1128.0,
FMENTE0041,LARYNGO-VEDIOSTROBOSCOPY,Service,41764-03-00,1126.4,
FMDER-0979,Excimer Laser moderate area 15 Sessions,Service,90676-00-00,1125.0,
FMDNT-1111,Laser Teeth whitening,Service,97945-00-10,1125.0,
MTVAS-0018,Injection Sclerotherapy Foam L.A.,Service,32500-01-01,1125.0,
FMLAB-9077,HLA B 27,Service,73100-28-20,1123.2,
18494,BANDAGE DELTA ROLL 10CMx2.75M #51693,Consumables,58963,10.0,
FMCARS0008,Pharmacological Stress ECHOCardiography,Service,55113-00-00,1121.6000000000001,
FMDER-1025,BOTOX 2 VIALS,Service,90660-00-00,1120.0,
FMDER-4072,Gold Plasma Treatment - 1 Session,Service,90676-00-00,1120.0,
FMDNTC0018,REMOVAL OF DENTURE FISSURATUM  SMALL,PKG,97663-00-00,1120.0,(2 days)
FMDNTP0069,Veener Face Ceramic,Service,97541-01-00,1120.0,
FMONC-0074,Ct-Planning,Service,60100-00-00,1120.0,
FMORW-0135,High Dorso-Lumbar Support,Service,96092-00-00,1116.0,
FMPSYB0005,DRUG-ASSISTED INTERVIEW(ABRE- ACTION),Service,96177-00-00,1116.0,
FMPSYB0008,BEHAVIORAL THERAPY UNDER ANAES,Service,96177-00-00,1116.0,
FMLAB-9308,Erythropoietin Abs,Service,73050-11-80,1112.0,
FMLAB-9526,Hippuric Acid,Service,83700-00-00,1108.0,
FMSUR-1028,DEBRDMT & SUTURE OF SKIN-DEEP,Service,90665-00-30,1108.0,
FMDER-0205,Blister Transformation - Medium Area,Service,30055-00-00,1104.0,
FMLAB-9207,HCV RNA(Quantitative By PCR),Service,73050-54-00,1104.0,
FMOPT-4098,REMOVAL OF P.K.P. SUTURES (OPERATION OUTSIDE HOSPITAL),PKG,42668-00-01,1104.0,DAY CASE
FMDER-0162,Electrocautery-Extra Large,Service,30195-07-20,1100.0,
FMDER-0700,SKIN LIGHTENING INNOVYAL,Service,95550-03-00,1100.0,
fmneu-1017,Somato Sensory Evoked Potential - Both Upper Or Lower Limb,Service,96112-00-00,1100.0,
FMXRAY1454,Ir. Outside Consultation Visit (Interventional Cons.),PKG,83600-01-60,1100.0,(1day)
FMXRAY1907,CT.ABDOMEN OR PELVIS W/ W/O CONT.,Service,60100-00-00,1100.0,
FMDNTM0005,Gum Treatment Quad. (Moderate),Service,97281-00-10,1096.0,
FMDNTM0007,Root Planning Curretage Quad,Service,97222-00-00,1096.0,
FMDNTP0006,Isosit Veneer Crown,Service,97615-10-00,1096.0,
FMDNTP0007,Metalic Casting Crown,Service,97613-04-00,1096.0,
FMDNTP0017,Inlay Metallic,Service,97541-01-00,1096.0,
FMDNTP0046,Vitalium Bar,Service,97762-00-00,1096.0,
FMDNTP0060,Splint - Acrylic I,Service,97772-00-00,1096.0,
FMDNTR0002,Root Canal Treatment 2 Roots,Service,97416-00-00,1096.0,
FMDNTR0004,Root Canal Treatment Infected Tooth 1 Root,Service,97415-00-00,1096.0,
FMDNTS0091,Stiches For Superficial Wound,Service,97399-00-00,1096.0,
FMONC-0017,Profile Stronium Beta Irradiation Complete Package,Service,16015-00-00,1096.0,
FMONC-0021,Radiotherapy One Session,Service,90960-00-00,1096.0,
FMORW-0015,Forearm Orthosis With Cover,Service,96092-00-00,1096.0,
FMORW-0016,Below Knee Orthosis Age 3 Yrs,Service,96092-00-00,1096.0,
FMORW-0019,Above Knee Orthosis 3 Yrs,Service,96092-00-00,1096.0,
FMORW-0026,Above Elbow Orthosis W/O Cover Up To 10 Years Of Age,Service,96092-00-00,1096.0,
FMORW-0033,Footslabs From Germany,Service,96092-00-00,1096.0,
FMORW-0074,Hip Spica - Large Orthosis,Service,96092-00-00,1096.0,
FMLAB-5067,Anti-CMV (IgG & IgM),Service,73100-20-70,1092.0,
FMLAB-9443,Corticosterone,Service,73300-03-60,1092.0,
FMLAB-9628,Pancreatic Elastase (Faeces),Service,73050-11-40,1092.0,
FMLAB-9631,"Para Influenza (Type 1,2,&3)",Service,73050-46-80,1092.0,
FMLAB-9691,Prothrombin Mutation,Service,73100-02-30,1092.0,
FMERDC0047,AMB W&W/O NUR (BALASMAR),Service,83610-02-40,1088.0,
FMDER-1031,Exiles 1 session for thigh or arms,Service,90676-00-00,1087.0,
18837,MASK OXYGEN ADULT W/NEBULIZER SALTER LABS #8924/1483,Consumables,35171,10.0,
FMLAB-9032,Catecholamines In Urine,Service,73050-07-00,1084.0,
FMANA-9917,ANASTHESIA IN MRI IN THE MRI ROOM,Service,83670-00-60,1080.0,
FMDNTP0091,Ready Made Post (For Children),Service,97597-00-00,1080.0,
FMDNTS0310-O,FIBRE CORE POST,Service,97625-10-00,1080.0,
FMOPTA0056,Corneal Topography (Pentacam) - Two Eyes,Service,90067-00-31,1080.0,
FMXRAY1683,Ct Pns With Contrast,Service,56022-01-00,1080.0,
FSLAB0013,MET by FISH ,Service,73050-53-10,1080.0,
22964,SCALPEL BLADE SIZE #22 W/HANDLE STERILE,Consumables,37445,10.0,
FMPTD-0078,LOCOMOTION THERAPHY(1 SESSION),Service,96130-00-00,1072.0,
FMENDE0003,Follow Up Endoscopy,Service,30473-00-00,1071.252,
FMLAB-1063,Protein C,Service,73050-30-40,1068.0,
FMLAB-9340,ADH (Vasopressin),Service,73050-38-50,1068.0,
FMEGD-0007,Package Ot,Service,95550-02-00,1066.0,
PKORT-0014,DEBRIDEMENT LARGE,PKG,90665-00-30,1064.8,DAY CASE
FMLAB-2027,Xylose Test,Service,73050-39-00,1064.0,
FMLAB-9011,Alpha-1 Antitrypsin Phenotyping,Service,73050-01-60,1064.0,
FMLAB-9277,Adeno Virus Abs (CSF/Serum),Service,73100-19-00,1064.0,
FMLAB-9342,Aldosterone,Service,73050-01-40,1064.0,
18495,BANDAGE DELTA ROLL 15CMx2.75M #51694,Consumables,58963,10.0,
FMDER-0036,Skin Tag Excision Per Unit,Service,32142-00-00,1060.0,
FMDER-0120,Face Lift - Non Surgical,Service,45587-00-00,1060.0,
FMENTO0012,CAUTERIZATION OF MOUTH ULCER - CRYOCAUTERY,Service,52034-00-00,1060.0,
FMOPTC0003,Excision Of Chalazion - Multiple,Service,42575-00-01,1060.0,
FMORW-0167,Medical Shoes II,Service,96092-00-00,1060.0,
FMPTD-0050,EMG - ALL EXTREMITIES,Service,11012-00-00,1060.0,
FMDER-0135,Laser Treatment -Small Area,Service,30195-02-00,1056.0,
FMDER-0200,Laser Ablation - Small Area,Service,30195-02-00,1056.0,
FMDER-0241,Q SWITCH LAZER FOR PIGMENTATION SMAL AREA,Service,45669-00-60,1056.0,
FMDNTO0030,Retainer Upper Or Lower,Service,97649-00-00,1056.0,
FMDNTO0034,Space Maintainer Simple,Service,97845-00-00,1056.0,
