CODE,SERVICES,Price,20% increase -april 2021
FMORT-0135,DIAGNOSTIC ARTROSC. OF KNEE,1105,1326.0
FMORT-0136,EXCISN OF MINISCUS PER ARTROSC,2320,2784.0
FMORT-0137,CRUCIATE LIGAMENT REPAIR PER   ARTHROSCOPE,2205,2646.0
FMORT-0138,ARTHROTOMY FOR REMOVAL OF      PROSTHESIS AT KNEE,1740,2088.0
FMORT-0139,ARTHROTOMY FOR REMOVAL OF      PROSTHESIS AT HIP,2320,2784.0
FMORT-0140,ARTHROTOMY FOR REMOVAL OF     PROSTHESIS AT ANKLE,2215,2658.0
FMORT-0141,BIOPSY-JOINT STRUCTURE  OF -   SHOULDER,1160,1392.0
FMORT-0142,BIOPSY-JOINT STRUCTURE OF      UNSPEC. SITE,930,1116.0
FMORT-0143,BIOPSY-JOINT STRUCTURE OF      ELBOW,1160,1392.0
FMORT-0144,BIOPSY-JOINT STRUCTURE OF      WRIST,930,1116.0
FMORT-0145,BIOPSY-JOINT STRUCTURE OF HAND & FINGER,585,702.0
FMORT-0146,BIOPSY-JOINT STRUCTURE OF HIP,1395,1674.0
FMORT-0147,BIOPSY-JOINT STRUCTURE OF KNEE,1160,1392.0
FMORT-0148,BIOPSY-JOINT STRUCTURE OF      ANKLE,930,1116.0
FMORT-0149,BIOPSY  OF STRUCTURE OF FOOT & TOE,975,1170.0
FMORT-0150,BIOPSY-JOINT STRUCTURE OF      SPINE,1740,2088.0
FMORT-0151,CLUB FOOT RELEASE,1740,2088.0
FMORT-0152,CORRECTIN OF METATARSUS VARUS,1740,2088.0
FMORT-0153,RELEASE OF ADHERENT JNT CAPSUL CARTILAGE-UNSPEC. SITE.,1740,2088.0
FMORT-0154,"RELEASE OF ADHERENT JNT CAPSUL LIGAMENT,CARTILAGE-SHOULDER",2085,2502.0
FMORT-0155,"RELEASE OF ADHERENT JNT CAPSUL LIGAMENT,CARTILAGE-ELBOW",1740,2088.0
FMORT-0156,"RELEASE OF ADHERENT JNT CAPSUL LIGAMENT,CARTILAGE-WRIST",1160,1392.0
FMORT-0157,"RELEASE OF ADHERENT JNT CAPSUL LIGAMENT,CARTILAGE-HAND*FINGER",585,702.0
FMORT-0158,"RELEASE OF ADHERENT JNT CAPSUL LIGAMENT,CARTILAGE-HIP",2320,2784.0
FMORT-0159,"RELEASE OF ADHERENT JNT CAPSUL LIGAMENT,CARTILAGE-KNEE",1740,2088.0
FMORT-0160,"RELEASE OF ADHERENT JNT CAPSUL LIGAMENT,CARTILAGE-ANKLE",1160,1392.0
FMORT-0161,"RELEASE OF ADHERENT JNT CAPSUL LIGAMENT,CARTILAGE-FOOT & TOE",585,702.0
FMORT-0162,"RELEASE OF ADHERENT JNT CAPSUL LIGAMENT,CARTILAGE-SPINE",2320,2784.0
FMORT-0163,EXCISION OF DESTRUCTION INTER- VERTEBRAL DISC,2780,3336.0
FMORT-0164,EXCISN OF SEMILUNAR CARTILAGE  OF KNEE,2320,2784.0
FMORT-0165,COMPLETE OR PARTL.RESEC OF     SYNOVIAL MEMB.UNSPEC.SITE,1740,2088.0
FMORT-0166,COMPLETE OR PARTL.RESECTION OF SYNOVIAL MEMBR.-SHOULDER,2085,2502.0
FMORT-0167,COMPLETE OR PARTL.RESECTION OF SYNOVIAL MEMB.-ELBOW,1740,2088.0
FMORT-0168,COMPLETE OR PARTL.RESECTION OF SYNOVIAL MEMB.-WRIST,1160,1392.0
FMORT-0169,COMPLETE OR PARTL.RESECTION OF SYNOVIAL MEMB.-HAND & FINGER,930,1116.0
FMORT-0170,COMPLETE OR PARTL. RESECTION   OF HIP,1740,2088.0
FMORT-0171,COMPLETE OF PARTL RESECTION OF KNEE,1395,1674.0
FMORT-0172,INTRA ART. INJ. TO SHOULDER AND MEDICATION,400,480.0
FMORT-0173,COMPLETE OR PARTL. RESECTION   OF ANKLE,930,1116.0
FMORT-0174,OTHER LOCAL EXCISN OR DESTRCTNOF LESION OF JNT.-UNSPEC.SITE,2215,2658.0
FMORT-0175,OTHER LOCAL EXCISN OR DESTRCTNOF LESION-SHOULDER,2960,3552.0
FMORT-0176,OTHER LOCAL EXCISN OR DESTRCTNOF LESION - ELBOW,2960,3552.0
FMORT-0177,OTHER LOCAL EXCISN OR DESTRCTNOF LESION-WRIST,1775,2130.0
FMORT-0178,OTHER LOCAL EXCISN OR DESTRCTNOF LESION-HAND & FINGER,1490,1788.0
FMORT-0179,OTHER LOCAL EXCISN OR DESTRCTNOF LESION - HIP,2960,3552.0
FMORT-0180,OTHER LOCAL EXCISN OR DESTRCTNOF LESION-KNEE,2655,3186.0
FMORT-0181,OTHER LOCAL EXCISN OR DESTRCTNOF LESION - ANKLE,1490,1788.0
FMORT-0182,CHEILECTOMY OF UNSPEC. SITE,1775,2130.0
FMORT-0183,CHEILECTOMY OF SHOULDER,1925,2310.0
FMORT-0184,CHEILECTOMY OF ELBOW,1775,2130.0
FMORT-0185,CHEILECTOMY OF WRIST,1775,2130.0
FMORT-0186,CHEILECTOMY OF HAND & FINGER,1490,1788.0
FMORT-0187,CHEILECTOMY OF HIP,2215,2658.0
FMORT-0188,CHEILECTOMY OF KNEE,2215,2658.0
FMORT-0189,CHEILECTOMY OF ANKLE,1925,2310.0
FMORT-0190,CHEILECTOMY OF FOOT & TOE,1490,1788.0
FMORT-0191,ATLAS AXIS SPINAL FUSION,3704,4444.8
FMORT-0192,OTHER CERVICAL SPINAL FUSION,4704,5644.8
FMORT-0193,DORSAL SPINAL FUSION,3704,4444.8
FMORT-0194,DORSO-LUMBAR SPINAL FUSION W/  HARRINGTON ROD,5564,6676.8
FMORT-0195,OTHER DORSO-LUMBAR SPINAL -    FUSION,4632,5558.4
FMORT-0196,LUMBAR SPINAL FUSION,4172,5006.4
FMORT-0197,LUMBO-SACRAL SPINAL FUSION,4632,5558.4
FMORT-0198,REFUSION OF SPINE (CORRECTION OF PSEUDO-ARTHROSIS OF SPINE),7933.5,9520.2
FMORT-0199,ARTHRODESIS OF FOOT & ANKLE W/ BONE GRAFT,3244,3892.8
FMORT-0200,ANKLE FUSION(TIBUTALAR FUSION),2780,3336.0
FMORT-0201,TRIPLE ARTHRODESIS (TALUS TO   CALCANEUS TO CABOID &NAVICULAR,2968,3561.6
FMORT-0202,SUBTALAR FUSION,3528,4233.6
FMORT-0203,MIDTARSAL FUSION,2780,3336.0
FMORT-0204,TARSOMETATARSAL FUSION,2900,3480.0
FMORT-0205,METATARSO PHALANGEAL FUSION,2320,2784.0
FMORT-0206,OTHER FUSION OF FOOT,2960,3552.0
FMORT-0207,OTHER FUSION OF TOE,2215,2658.0
FMORT-0208,ARTHRODESIS OF UNSPECIFIED JNT,2320,2784.0
FMORT-0209,ARTHRODESIS OF HIP,2780,3336.0
FMORT-0210,ARTHRODESIS OF KNEE,2780,3336.0
FMORT-0211,ARTHRODESIS OF SHOULDER,2780,3336.0
FMORT-0212,ARTHRODESIS OF ELBOW,2780,3336.0
FMORT-0213,ARTHRODESIS OF CARPORADIAL JNT,2320,2784.0
FMORT-0214,METACARPO-CARPAL FUSION,2320,2784.0
FMORT-0215,METACARPO PHALANGEAL FUSION,2320,2784.0
FMORT-0216,INTRPHALANGEAL FUSION,1740,2088.0
FMORT-0217,ARTHROPLASTY OF FOOT & TOE W/ SYNTHETIC PROSTHESIS,3528,4233.6
FMORT-0218,TOTAL KNEE REPLACEMENT,4704,5644.8
FMORT-0219,MEDIAL COLLATERAL LIGAMENT     REPAIR,2780,3336.0
FMORT-0220,VASTUS MEDIALIS ADVANCEMENT,1740,2088.0
FMORT-0221,SEMITENDINOSUS ADVANCEMENT,1740,2088.0
FMORT-0222,PES ASERINUS TRANSFER,2215,2658.0
FMORT-0223,TOTAL HIP REPLACEMENT W/USE OF METHYL METHACRYLATE,4632,5558.4
FMORT-0224,REVISN OF TOTAL HIP REPLACEMNT,5564,6676.8
FMORT-0225,ADDITIONAL CHARGES OF ANY TWO OPERATIONS,1930,2316.0
FMORT-0226,REPLACEMENT OF FEMORAL HEAD BYPROSTHESIS,3528,4233.6
FMORT-0227,REPLACEMENT OF ACETABULUM W/ UUSE OF METHYL METHACRYLATE,4704,5644.8
FMORT-0228,REPLACEMENT OF ACETABULAR     PROSTHESIS (REVISION),5876,7051.2
FMORT-0229,ARTHROPLASTY OF HAND & FINGER W/ SYNTHETIC PROSTHESIS,3528,4233.6
FMORT-0230,OTHER REPAIR OF HAND FINGER,2215,2658.0
FMORT-0231,ARTHROPLASTY OF HAND & FINGER W/O TRACTION FIXATION,2960,3552.0
FMORT-0232,ARTHROPLASTY OF HAND & FINGER W/ INT. FIX. DEV.OR PROSTHESIS,2960,3552.0
FMORT-0233,ARTHROPLASTY OF SHOULDER W/   SYNTHETIC PROSTHESIS,4704,5644.8
FMORT-0234,REPAIR OF RECURRENT DISLOCATN OF SHOULDER,3600,4320.0
FMORT-0235,OTHER REPAIR OF SHOULDER,3528,4233.6
FMORT-0236,ARTHROPLASTY OF ELBOW WITH    SYNTHETIC,5876,7051.2
FMORT-0237,OTHER REPAIR OF ELBOW,2960,3552.0
FMORT-0238,ARTHROPLASTY OF CARPALS WITH  SYNTHETIC PROSTHESIS,4704,5644.8
FMORT-0239,ARTHROPLASTY OF CARPALS W/O    SYNTHETIC PROSTHESIS,2780,3336.0
FMORT-0240,ARTHOCENTISIS (JNT SPIRATION),400,480.0
FMORT-0241,INJ.OF THERAPEUTIC SUBSTANCE   INTO JOINT OR LIGAMENT,310,372.0
FMORT-0242,SUTURE OF CAPSULE OR LIGAMENT OF UPPER EXTREMITY,2960,3552.0
FMORT-0243,SUTURE OF CAPSULE OF LIGAMENT OF ANKLE & FOOT,2960,3552.0
FMORT-0244,SUTURE OF DIAGNOSTIC PROCEDUREON JNT STRUCTURE-LOWER EXTR.,760,912.0
FMORT-0245,EXPLORATION OF TENDON SHEAT OF HAND,1160,1392.0
FMORT-0246,MYOTOMY OF HAND,1160,1392.0
FMORT-0247,BURSOTOMY OF HAND,1160,1392.0
FMORT-0248,INCISION & DAINAGE OF PALMAR   OR THENAR SPACE,1160,1392.0
FMORT-0249,OTHER INCISION OF SOFT TISSUE OF HAND,2215,2658.0
FMORT-0250,TENOTOMY OF HAND,1740,2088.0
FMORT-0251,FACIOTOMY OF HAND,1395,1674.0
FMORT-0252,GANGLIOCTOMY AT TENDON SHEATH  (WRIST),1160,1392.0
FMORT-0253,EXCISION OF LESION OF MUSCLE   OF HAND,1160,1392.0
FMORT-0254,EXCISION OF LESION OF OTHER    LESION OF SOFT TISSUE-HAND,1160,1392.0
FMORT-0255,SKIN GRAFT OF HAND,1510,1812.0
FMORT-0256,BURSECTOMY OF HAND,1510,1812.0
FMORT-0257,EXCISION OF TENDON OF HAND FOR GRAFT,1395,1674.0
FMORT-0258,OTHER TENOTOMY OF HAND,1510,1812.0
FMORT-0259,TENOSYNOVECTOMY OF HAND,1395,1674.0
FMORT-0260,EXCISION OF MUSCLE OR FACIA OF HAND FOR GRAFT,1740,2088.0
FMORT-0261,OTHER FACIECTOMY OF HAND,1775,2130.0
FMORT-0262,RELEASE OF DUPUYTREN'S CONTRA- CTURE,1740,2088.0
FMORT-0263,OTHER MYECTOMY OF HAND,2215,2658.0
FMORT-0264,OTHER EXCISION OF SOFT TISSUE OF HAND,1775,2130.0
FMORT-0265,SUTURE OF TENDON SHEATH OF    HAND,1925,2310.0
FMORT-0266,DELAYED SUTURE OF FLEXOR TENDN OF HAND,2320,2784.0
FMORT-0267,DELAYED SUTURE OF OTHER TENDON OF HAND,2780,3336.0
FMORT-0268,OTHER SUTURE OF FLEXOR TENDON OF HAND,2215,2658.0
FMORT-0269,OTHER SUTURE OF OTHER TENDON  OF HAND,2215,2658.0
FMORT-0270,TRANSPLANT OF MUSCLE & TENDON OF HAND,3528,4233.6
FMORT-0271,ADVANCEMENT OF TENDON OF HAND,2215,2658.0
FMORT-0272,RECESSION OF TENDON OF HAND,1510,1812.0
FMORT-0273,REATTACHEMNT OF TENDON OF HAND,1510,1812.0
FMORT-0274,REATTACHEMNT OF MUSCLE OF HAND,1510,1812.0
FMORT-0275,OTHER HAND TENDON TRANSFER OF TRANSPLANT,2960,3552.0
FMORT-0276,RECONSTRUCTION OF THUMB,2400,2880.0
FMORT-0277,RECONSTRUCTION OF THUMB INCL. DIGITAL TRANSFR TO ACT AS THUM,3600,4320.0
FMORT-0278,POLLICITATN OP CARRYING OVER  NERVES & BLOOD SUPPLY,7933.5,9520.2
FMORT-0279,GRAFT RECONSTRUCTION OF THUMB,1510,1812.0
FMORT-0280,BONE RECONSTRUCTION OF THUMB,1740,2088.0
FMORT-0281,RECONSTRUCTION OF OPPONEUSPLA- STY,2320,2784.0
FMORT-0282,PLASTIC OPERATION ON HAND WITHGRAFT OF MUSCLE OR FASCIA,3528,4233.6
FMORT-0283,PLASTIC OPERATION ON HAND W/   OTHER GRAFT OR IMPLANT,4632,5558.4
FMORT-0284,TRANSFER OF FINGER EXCPT THUMB,7933.5,9520.2
FMORT-0285,REPAIR OF CLEFT HAND,3528,4233.6
FMORT-0286,REPAIR OF MACRODACTYL,3528,4233.6
FMORT-0287,REPAIR OF MALLET FINGER,1740,2088.0
FMORT-0288,OTHER TENDESIS OF HAND,2320,2784.0
FMORT-0289,PLICATION OF FASCIA,2960,3552.0
FMORT-0290,REPAIR OF FACIA HERNIA,2215,2658.0
FMORT-0291,LYSIS OF ADHESIONS OF HAND,1740,2088.0
FMORT-0292,ASPIRATION OF BURSA OF HAND,620,744.0
FMORT-0293,INJ.OF THERAPEUTIC SUBS.INTO   BURSA OF HAND,310,372.0
FMORT-0295,ACHILLOOTENOTOMY,1740,2088.0
FMORT-0296,ADDUCTIONTENOTOMY OF HIP,1510,1812.0
FMORT-0297,APONAROTOMY,1395,1674.0
FMORT-0298,DIVISION OF TENDON,1395,1674.0
FMORT-0299,TENDON RELEASE,2310,2772.0
FMORT-0300,DIVISION OF ILIO-TIBIAL BOND,1740,2088.0
FMORT-0301,RELEASE OF VOLKMANNS CONTRAC- TURE BY FASCIOTOMY,1740,2088.0
FMORT-0302,BIOPSY OF SOFT TISSUE OF HAND,1160,1392.0
FMORT-0303,"OTHER DIAGN.PROC.ON MUSCLE    TENDON FACIA,BURSA,INCL. HAND",2960,3552.0
FMORT-0304,EXCISON OF LESION (GANGLION) OF TENDON EXCEPT HAND,2220,2664.0
FMORT-0305,EXCISION OF HETEROPTIC BONE,1395,1674.0
FMORT-0306,EXCISION OF MUSCLE SCAR OF     VOLMANN'S CONTRACTURE,1395,1674.0
FMORT-0307,EXCISN OF MYOSITIS OSSIFICANS,1740,2088.0
FMORT-0308,EXCISION OF BAKER'S CYST,1740,2088.0
FMORT-0309,ACHILLORAPHY,2215,2658.0
FMORT-0310,RELEASE OF CLUBFOOT W/ DORSAL  CAPSULATORY,2320,2784.0
FMORT-0311,HAM STRING LENGHTENING,1740,2088.0
FMORT-0312,HEEL CORD SHORTENING,1740,2088.0
FMORT-0313,PLASTIC ACHILLOTENOTOMY BY    CHILDREN,1925,2310.0
FMORT-0314,QUADRICEPS PLASTY,1970,2364.0
FMORT-0315,INSERTION OR REPLACE OF SKELE- TAL MUSCLE STIMULATOR,2780,3336.0
FMORT-0316,REMOVAL OF SKELETAL MUSCLE -  STIMULATOR,2510,3012.0
FMORT-0317,AMPUTATION OF UPPER LIMB,2780,3336.0
FMORT-0318,REVISION OF CURRENT TRAUMATIC AMPUTATION,4348,5217.6
FMORT-0319,AMPUTATION & DISARTICULATION   OF THUMB,1160,1392.0
FMORT-0320,AMPUTATION THROUGH CARPALS,2320,2784.0
FMORT-0321,DISARTICULATION OF WRIST,2320,2784.0
FMORT-0322,AMPUTATION THROUGH FOREARM,2320,2784.0
FMORT-0323,AMPUTATION THROUGH HUMERUS,2320,2784.0
FMORT-0324,DISARTICULATION OF SHOULDER,2780,3336.0
FMORT-0325,INTERTHORACOSCAPULAR AMPUTATN,3704,4444.8
FMORT-0326,LOWER LIMB AMPUTATION,2780,3336.0
FMORT-0327,AMPUTATION OF TOE,1160,1392.0
FMORT-0328,AMPUTATION OF FOREFOOT,1740,2088.0
FMORT-0329,AMPUTATION THRU MIDDLE OF FOOT,1740,2088.0
FMORT-0330,CHOPART ARTHRODESIS,1740,2088.0
FMORT-0331,MIDTARSALS AMPUTATION,1740,2088.0
FMORT-0332,TRANSMETATARSAL AMPUTATION,1740,2088.0
FMORT-0333,DISARTICULATION OF ANKLE,2320,2784.0
FMORT-0334,DISARTICULATION OF KNEE,2780,3336.0
FMORT-0335,AMPUTATION OF LEG THRU FEMUR,2780,3336.0
FMORT-0336,AMPUTATION OF THIGH,3704,4444.8
FMORT-0337,COVERSN OF BELOW KNEE AMPUTATN TO ABOVE KNEE AMPUTATION,3244,3892.8
FMORT-0338,DISARTICULATION OF HIP,3704,4444.8
FMORT-0339,HEMIPELVECTOMY,4172,5006.4
FMORT-0340,THUMB REATTACHEMENT,4632,5558.4
FMORT-0341,FINGER REATTACHEMENT,4632,5558.4
FMORT-0342,"FOREARM,WRIST&HAND REATTACHMNT",7299,8758.8
FMORT-0343,TOE REATTACHEMENT,4632,5558.4
FMORT-0344,THIGH REATTACHEMENT,9252,11102.4
FMORT-0345,REVISN OF AMPUTATN STUMP -    (REAMPUTATION),4112,4934.4
FMORT-0346,REVISION OF AMPUTAITON STUMP -(2ND CLOSE),2960,3552.0
FMORT-0347,REVISION OF AMPUTATION STUMP - (TRIMMING),2320,2784.0
FMORT-0348,LUMBAR PUNCTURE,400,480.0
FMORT-0349,CPR 1 FOR DAY,1930,2316.0
FMORT-0350,CPR 2 FOR THE DAY,1165,1398.0
FMORT-0351,CPR 3 FOR THE DAY,785,942.0
FMORT-0352,VERTEBROTOMY - TRANSTHORACIC,5876,7051.2
FMORT-0353,VERTEBROTOMY RETROPERITONEAL,5876,7051.2
FMORT-0354,FLEXOR BRACHIRADIALIS RELEASE,1740,2088.0
FMORT-0355,COLCHICINE COURSE (6 WEEKS),5048,6057.6
FMORT-0356,FOOT SLAP MADE IN GERMANY,1500,1800.0
FMORT-0358,BOBATH COURSE PER SESSION,310,372.0
FMORT-0359,ZINKLEIHM BANDAGE OF KNEE,400,480.0
FMORT-0360,ZINKLEIHM BANDAGE OF ANKLE,400,480.0
FMORT-0361,FOREARM SLAB,310,372.0
FMORT-0362,ABOVE ELBOW SLAB,400,480.0
FMORT-0363,BELOW KNEE SLAB,400,480.0
FMORT-0364,ABOVE KNEE SLAB,500,600.0
FMORT-0365,FOREARM CIRCULAR CAST,400,480.0
FMORT-0366,ABOVE ELBOW CIRCULAR CAST,710,852.0
FMORT-0367,BELOW KNEE,500,600.0
FMORT-0368,ABOVE KNEE CAST,590,708.0
FMORT-0369,CYLINDER CAST,590,708.0
FMORT-0370,SPICA PELVIC,975,1170.0
FMORT-0371,GIPS CARSETTE,1355,1626.0
FMORT-0372,DESAULETTE BANDAGE,400,480.0
FMORT-0373,DESAULETTE CAST,1355,1626.0
FMORT-0374,ELASTIC BANDAGE FOREARM WITH   MEDICINE,210,252.0
FMORT-0375,ELASTIC BANDAGE FOREARM W/OUT  MEDICINE,120,144.0
FMORT-0376,ELASTIC BANDAGE BELOW KNEE W/  MEDICINE,310,372.0
FMORT-0377,ELASTIC BANDAGE BELOW KNEE W/O MEDICINE,145,174.0
FMORT-0378,HIGH TIBIAL OSTEOTOMY W\O GRFT,2900,3480.0
FMORT-0379,HIGH TIBIAL OSTEOTOMY W/ GRAFT,2780,3336.0
FMORT-0380,THREE DIMENSIONAL OSTEOTOMY OF HIP (SCHNEIDER),3244,3892.8
FMORT-0381,VALGUS OSTEOTOMY OF HIP,2780,3336.0
FMORT-0382,VARUS OSTEOTOMY OF HIP,2780,3336.0
FMORT-0383,OSTEOTOMY OF SHOULDER,2780,3336.0
FMORT-0384,OSTEOTOMY OF WRIST,2900,3480.0
FMORT-0385,OSTEOTOMY OF HUMERUS,2900,3480.0
FMORT-0386,OSTEOTOMY OF ELBOW,2900,3480.0
FMORT-0387,OSTEOTOMY OF HAND & FINGER,1740,2088.0
FMORT-0388,OSTEOTOMY OF KNEE,2780,3336.0
FMORT-0389,OSTEOTOMY OF ANKLE,2900,3480.0
FMORT-0390,OSTEOTOMY OF TIBIA CHILDREN,1740,2088.0
FMORT-0391,PARAVETEBRAL INJ. W/ MEDICINE,400,480.0
FMORT-0392,INTRA-ART INJ OF OTHER JOINT,310,372.0
FMORT-0393,INFILTRATION IN SOFT TISSUE OR PERIARTICULAR,210,252.0
FMORT-0394,RIB BELT,310,372.0
FMORT-0395,SLING FOR UPPER LIMB,400,480.0
FMORT-0396,GILCHRIST BANDAGE,310,372.0
FMORT-0397,LEUCOTAP BANDAGE,400,480.0
FMORT-0398,WALKING HEEL,145,174.0
FMORT-0399,CLAVICLE STRIP,310,372.0
FMORT-0400,REDUCTION OF CDH UNDER ANAES &CAST,1740,2088.0
FMORT-0401,OPEN REDUCTION OF CDH & CAST,3244,3892.8
FMORT-0402,SALTER DV OSTEOTOMY & CAST,3704,4444.8
FMORT-0403,CARPAL TUNNEL DECOMPRESSION1,3072,3686.4
FMORT-0404,SECOND REVISN OF CARPAL TUNNEL SYNDROME,2780,3336.0
FMORT-0405,BULLET WOUND TREATMENT - DEEP,3528,4233.6
FMORT-0406,BULLET WOUND TREATMNT-SUPERFIC(SUPERFICIAL),2960,3552.0
FMORT-0407,PEMBERTON ACETABULAR OSTEOTOMY,2900,3480.0
FMORT-0408,CHIARI ACETABULAR OSTEOTOMY,3704,4444.8
FMORT-0409,REMOVAL OF SIMPLE BENIGN BONE  OR SOFT TISSUE,1740,2088.0
FMORT-0410,REMOVAL OF MEDIUM BONE OR SOFT TISSUE,2320,2784.0
FMORT-0411,REMOVAL OF LARGE BENIGN BONE   OR SOFT TISSUE,2900,3480.0
FMORT-0412,REMOVAL OF MALIGNANT BONE OR   SOFT TISSUE,3244,3892.8
FMORT-0413,SUPERFICIAL CUT WOUND-SMALL    (3-5 STITCHES),125,150.0
FMORT-0414,SUPERFICIAL CUT WOUND-MEDIUM   (5-10 STITCHES),180,216.0
FMORT-0415,SUPERCIAL CUT WOUND - LARGE    (10-20 STITCHES),320,384.0
FMORT-0416,DEEP CUT WOUND SMALL  3-5 STITCHES,210,252.0
FMORT-0417,DEEP CUT WOUND - MEDIUM        (5-10 STITCHES),320,384.0
FMORT-0418,DEEP CUT WOUND-LARGE (10-20 STICHES),400,480.0
FMORT-0419,EXCISION OF SINGLE LIPOMA,585,702.0
FMORT-0420,EXCISION OF MULTIPLE LIPOMA,1740,2088.0
FMORT-0421,REMOVAL OF INGROWN TOE NAIL,760,912.0
FMORT-0422,DRESSING OF SMALL WOUND,75,90.0
FMORT-0423,DRESING OF WOUND MEDIUM,120,144.0
FMORT-0424,DRESSING OF WOUND LARGE,310,372.0
FMORT-0425,SUNCTION IRRIGATION OF JOINT,1490,1788.0
FMORT-0426,REMOVAL OF CAST,120,144.0
FMORT-0427,ARUMALON COURSE,400,480.0
FMORT-0428,REPAIR OF RECURR DISLOC OF     SHOULDER,3244,3892.8
FMORT-0429,ARTHROSCOPY OF KNEE-DIAGNOSTIC,1105,1326.0
FMORT-0430,ARTHROSCOPY OF KNEE - SURGICAL,1660,1992.0
FMORT-0431,FACETTE BLOCK,975,1170.0
FMORT-0432,SINGLE COLCHICINE INJ. W/OTHER MEDICINE,640,768.0
FMORT-0433,PARTIAL KNEE REPLACEMENT,2780,3336.0
FMORT-0434,TOTAL KNEE REPLACEMENT (UNILATERALL),3704,4444.8
FMORT-0435,MANIPULATION UNDER G.A. SHLDER,975,1170.0
FMORT-0436,MANIPULATION UNDER G.A. KNEE,975,1170.0
FMORT-0437,MANIPULATION UNDER G.A. ELBOW,965,1158.0
FMORT-0438,MANIPULATION UNDER G.A. UNSPECSITE (SINGLE JOINT),975,1170.0
FMORT-0439,REMOVAL OF STITCHESS,80,96.0
FMORT-0440,P.O.P. TO SIMPLE FRACTURE 2ND  VISIT,210,252.0
FMORT-0441,REMOVAL OF K WIRE,356.25,427.5
FMORT-0443,CHANGE OF P.O.P (IN O.R.),310,372.0
FMORT-0444,P.O.P. TO SIMPLE FRACTURE W/O  DISPLACEMENT,210,252.0
FMORT-0445,SKIN TRACTION,356.25,427.5
FMORT-0446,INCISSION & DRAINAGE SUPER FICIAL ABSCESS,280,336.0
FMORT-0447,RECONS.OF AMP.FINGER W/O GRAFT,420,504.0
FMORT-0448,MANIPULATION OF STEEL JOINT   UNDER G.A.,400,480.0
FMORT-0449,REMOVL OF IMPLANT & SMALL BONE,235,282.0
FMORT-0450,INCISN & DRAIN PERICHONDRI.,235,282.0
FMORT-0451,CORRECTION OF HALUX VALGUS,585,702.0
FMORT-0452,ARTHRODESIS OF THE BIG TOE,962.5,1155.0
FMORT-0453,REDUCTION OF DISLOCATION & POP,705,846.0
FMORT-0455,EXCISION OF OLEACRANON BURSE,585,702.0
FMORT-0456,BIOPSY OF SWELLING OF BONE,1140,1368.0
FMORT-0457,SKULL CALIPER TRACTN FOR DISL-SPINE,1930,2316.0
FMORT-0458,INTERNAL FIXATION OF SCREWS,1160,1392.0
FMORT-0459,OPERATION FOR CARPAL,1300,1560.0
FMORT-0460,INCISION & DRAINAGE OF ABSCESS,1160,1392.0
FMORT-0461,CLOSED REDUCTION OF P.O.P. OF  FRACTURE OF THE CALCANEUM,585,702.0
FMORT-0462,ARTHROTOMY IN INFECTIVE SPINES,1490,1788.0
FMORT-0463,SYNOVECTOMY OF JOINT REUMOHOD,1160,1392.0
FMORT-0464,CORRECTN OF DEFORM.&TENDON     DISPL.FM RHEUMATOID ARTHRITIS,1160,1392.0
FMORT-0465,EXCISION OF HEAD OF RADIUS,1160,1392.0
FMORT-0466,EXCISION OF LOWER END ULNA,1045,1254.0
FMORT-0467,ARTHRODESIS OF THE WRIST,1045,1254.0
FMORT-0468,DRAINAGE OF COLD ABSCESS OR    T.B. OF JOINT,1160,1392.0
FMORT-0469,EXCISION OF SIMPLE TUMOUR OF   BONE,1160,1392.0
FMORT-0470,CORRECTION OF FOOT DEFORMITIES,1160,1392.0
FMORT-0471,EXCISION OF CALCIFICATION OF   THESUPRASPINATUS TENDON,1045,1254.0
FMORT-0472,EXCISION OF THE ACROMION,1045,1254.0
FMORT-0473,REPAIR OF THE SUPRASPINATUS   AFTER RUPTURE OF THE EAR,1340,1608.0
FMORT-0474,RAD. HEAD EXC.AFTER FRACTURE,1160,1392.0
FMORT-0475,DISLOC.OR VALGUS DEFORM OF THE ELBOW,1160,1392.0
FMORT-0476,DRAINAGE OF HAND INFECTN SEPT- ICE TENOSYNOVITIS OF HAND,1160,1392.0
FMORT-0477,EXCISN OF STERNOMASTOID TUMOUR,1160,1392.0
FMORT-0479,ARTHROSCOPIC EXAMINATION-KNEE,895,1074.0
FMORT-0480,SYNEVECTOMY DUE TO LOOSE BODY,1490,1788.0
FMORT-0481,RELEASE OF THE T.E.V. DEFORM,1160,1392.0
FMORT-0482,SEQUESTROMY OF SMALL SHORT -   BONES,1160,1392.0
FMORT-0483,GRADUAL SKIN TRACTN OF CON.HIP DEFORMITY,1160,1392.0
FMORT-0484,REPAIR OF RUPTURED SUPERFICIALLIGAMENT OF THE KNEE 7 ANKLE,1490,1788.0
FMORT-0485,FUSION OF THE SPINE AFTER FRAC OR FRACTURE DISLOCATION,2320,2784.0
FMORT-0486,OPEN REDUCTION OF INT. FIX OF  FRACT. & DISLOC. SPINE,2320,2784.0
FMORT-0487,OPEN REDUCTION & INT. FIX. OF FRACTURED PELVIS,2960,3552.0
FMORT-0488,REPAIR OF COMPLETE RUPTURED OFROTATOR CUFF.,2960,3552.0
FMORT-0489,CORRECTION OF BONE DEFORMITIES AFTER PATHOLOGICAL FRACTURE.],2320,2784.0
