S/No,ItemCode,Name,price of 1/2/2021,GMDN 1,GMDN 2,GMDN 3
2786.0,MS-S-010308,SCREW LOCKING 5X16L SELF TAP. SYNTHES # 213.316,819.0,35642,,
2787.0,MS-S-010309,SCREW LOCKING 5X42L SELF TAP. SYNTHES # 213.342,819.0,35642,,
2788.0,MS-S-010310,SCREW LOCKING 5X44L SELF TAP. SYNTHES # 213.344,819.0,35642,,
,43199,SCREW SET CDH LEGACY 5.5MM TI #SD-7540020,814.752,46651,,
1190.0,MS-P-000864,PUTTY 0.5CC C43105 GRAFTON DBM OSTEOTECH # X13101 / MEDTRONIC # T43101INT,814.0,46543,,
2412.0,MS-S-008737,SCREW LOCKING ALL SIZE SYNAPSE. SYNTHES # 04.614.508S,810.0,63359,,
,39674,CANNULA NASAL HIGH FLOW ADULT M# DREAGER-MP05512,806.9119,35201,,
449.0,MS-D-000399,DRILL BIT 1.1MM WITH STOP L 52 4MM FOR HEXAGONAL SYNTHES # 03.503.264,804.0,11337,,
1263.0,MS-P-002490,PLATE  RECON 4.5x10MM HOLES STRAIGHT   ORTHO SELECT# 6024-0-6010,803.0,61689,,
1519.0,MS-R-000107,RING C 5/8 ALUMINIUM 140MM TIPMED #040828,803.0,46537,,
,21649,SUTURE CHROMIC GUT 0 45CM ENDOLOOP #EJ10G/EL10G,802.1664,99999,,
2612.0,MS-S-009380,SCREW LAG LOCKING FULLY THREADED 7.0X65MM IRENE # T560070065,796.0,56642,,
2613.0,MS-S-009381,SCREW LAG LOCKING FULLY THREADED 7.0X70MM IRENE # T560070070,796.0,56642,,
2614.0,MS-S-009382,SCREW LAG LOCKING FULLY THREADED 7.0X75MM IRENE # T560070075,796.0,56642,,
2615.0,MS-S-009383,SCREW LAG LOCKING FULLY THREADED 7.0X80MM IRENE # T560070080,796.0,56642,,
2616.0,MS-S-009384,SCREW LAG LOCKING FULLY THREADED 7.0X85MM IRENE # T560070085,796.0,56642,,
2617.0,MS-S-009385,SCREW LAG LOCKING FULLY THREADED 7.0X90MM IRENE # T560070090,796.0,46536,,
2618.0,MS-S-009386,SCREW LAG LOCKING FULLY THREADED 7.0X95MM IRENE # T560070095,796.0,56642,,
2619.0,MS-S-009387,SCREW LAG LOCKING FULLY THREADED 7.0X100MM IRENE # T560070100,796.0,56642,,
,MS-E-000148,ENDO CLOSE TROCAR SITE CLOSER DEVICE COVIDIEN #173022,792.8928,37839,,
82.0,MS-B-000866,BLADE SHAVER 4.2MM GREAT WHITE LINVATEC/CONMED #9299A,792.0,41499,,
290.0,MS-C-002024,CANNULA VENOUS SINGLE STAGE STRAIGHT TIP 26FR MEDTRONIC# 66126,792.0,34905,,
1522.0,MS-R-000159,RING HALF ALUMINIUM 180MM TIPMED #040637,792.0,46453,,
,20512,CATHETER VENOUS DUAL STAGE 34/46FR MEDTRONIC #91246/RDS-41134/4936,788.256,34905,,
2810.0,MS-S-010413,SUTURE LASSEO STRAIGHT MICRO ARTHREX #AR-8703,783.0,45025,,
2977.0,MS-U-000029,URETERAL STENT SET PEDIATRIC 14CM BIOTEC#BT-DJ-4014-210-CL,781.0,47053,,
2978.0,MS-U-000030,URETERAL STENT SET PEDIATRIC 16CM BIOTEC#BT-DJ-4016-210-CL,781.0,47053,,
912.0,MS-N-001233,NAIL ELASTIC 2.0X300MM TITANIUM TIPMED # 123262,776.0,61154,,
913.0,MS-N-001234,NAIL ELASTIC 2.0X450MM TITANIUM TIPMED # 123279,776.0,61154,,
914.0,MS-N-001235,NAIL ELASTIC 2.5X300MM TITANIUM TIPMED # 123286,776.0,61154,,
915.0,MS-N-001236,NAIL ELASTIC 2.5X450MM TITANIUM TIPMED # 123293,776.0,61154,,
916.0,MS-N-001237,NAIL ELASTIC 3.0X300MM TITANIUM TIPMED # 123309,776.0,61154,,
917.0,MS-N-001238,NAIL ELASTIC 3.0X450MM TITANIUM TIPMED # 123316,776.0,61154,,
918.0,MS-N-001239,NAIL ELASTIC 3.5X300MM TITANIUM TIPMED # 123323,776.0,55851,,
919.0,MS-N-001240,NAIL ELASTIC 3.5X450MM TITA TIPMED # 123330,776.0,61154,,
920.0,MS-N-001241,NAIL ELASTIC 4.0X300MM TITA TIPMED # 122347,776.0,61154,,
535.0,MS-E-000532,"ENDO PATH ECHELON RELOAD 60MM BLUE W/GRIPPING SURFACE , ETHICON # GST60B",770.0,35884,,
2217.0,MS-S-005886,SCREW LOCKING 2.4MMX18MM VARIABLE ANGLE OSTEONIC#B1G.24180,770.0,56642,,
2230.0,MS-S-007871,SCREW SET SINGLE INNIE EXPEDIUM JOH. & JOH. # 179702000,770.0,61325,,
2237.0,MS-S-007905,SCREW LOCKING 2.4X14MM ANGLED VARIABLE.OSTEONIC#B1G.24140,770.0,47875,,
2245.0,MS-S-008282,SCREW LOCKING 1.5X6 OSTEONIC#A6.10060,770.0,56642,,
2246.0,MS-S-008283,SCREW LOCKING 1.5X12 OSTEONIC#A6.15120,770.0,56642,,
2247.0,MS-S-008284,SCREW LOCKING 1.5X10 OSTEONIC#A6.15100,770.0,56642,,
2250.0,MS-S-008287,SCREW EMERGENCY 2.5X20MM OSTEONIC#A5.25200,770.0,56642,,
2251.0,MS-S-008288,SCREW EMERGENCY 2.5X18MM OSTEONIC#A5.25180,770.0,56642,,
2252.0,MS-S-008289,SCREW EMERGENCY 2.5X14MM OSTEONIC#A5.25140,770.0,56642,,
2285.0,MS-S-008462,SCREW LOCKING 2.4MM X 20MM VARIABLE ANGLED. OSTEONIC#B1G.24200,770.0,56642,,
2286.0,MS-S-008463,SCREW LOCKING 2.4MM X 22MM VARIABLE ANGLED OSTEONIC#B1G.24220,770.0,56642,,
2287.0,MS-S-008464,SCREW LOCKING 2.4MM X 24MM VARIABLE ANGLED OSTEONIC#B1G.24240,770.0,56642,,
2368.0,MS-S-008622,SCREW LOCKING 2.4MMX16 ANGLED VARIABLE. OSTEONIC  # B1G.24160,770.0,56642,,
2369.0,MS-S-008629,SCREW LOCKING 2.4MM X 20 ANGLED VARIABLE . OSTEONIC  # B1G.24200,770.0,47875,,
2520.0,MS-S-009073,SCREW VARIABLE ANGLED LOCKING 2.4MMX18 OSTEONIC  # B1G.24180,770.0,46536,,
2566.0,MS-S-009260,SCREW LOCKING2.4MMX12MM VERIABLE ANGLED . OSTEONIC  # B1G.24120,770.0,56642,,
2630.0,MS-S-009406,SCREW BONE CANCELLOUS 6.5X25MM THREAD. LINK # 64-9041/25,770.0,56642,,
2631.0,MS-S-009407,SCREW BONE CANCELLOUS 6.5X30MM THREAD LINK # 64-9042/30,770.0,56642,,
2632.0,MS-S-009408,SCREW BONE CANCELLOUS 6.5X35MM THREAD LINK # 64-9043/35,770.0,56642,,
2895.0,MS-T-000863,TAPE FIBER 2MM BRAIDED POLYBEND BLUE ARTHREX# AR-7237,770.0,44829,,
2907.0,MS-T-000905,TAPE TIGER 2MM BRAIDED WHITE/BLACK ARTHREX # AR-7237-7T,770.0,44829,,
1198.0,MS-P-000921,PLATE DCP-LC RADIUS 7 HOLES X 10 X 100 LENGTH S80630710 IRINE# S80630710,769.0,61689,,
1199.0,MS-P-000922,PLATE DCP-LC RADIUS 8 HOLES X 10 X 114 LENGTH S80630811 IRINE# S80630811,769.0,61689,,
1601.0,MS-R-000713,ROD 5.5X30 PRE-CUT (TITANIUM ALLOY) SANYO # 61160030,768.0,64253,,
1602.0,MS-R-000714,ROD 5.5X35 PRE-CUT (TITANIUM ALLOY) SANYO # 61160035,768.0,64253,,
1603.0,MS-R-000715,ROD 5.5X40 PRE-CUT (TITANIUM ALLOY) SANYO # 61160040,768.0,64253,,
1604.0,MS-R-000716,ROD 5.5X45 PRE-CUT (TITANIUM ALLOY) SANYO # 61160045,768.0,64253,,
1605.0,MS-R-000717,ROD 5.5X50 PRE-CUT (TITANIUM ALLOY) SANYO # 61160050,768.0,64253,,
1606.0,MS-R-000718,ROD 5.5X55 PRE-CUT (TITANIUM ALLOY) SANYO # 6110055,768.0,44759,,
1607.0,MS-R-000720,ROD PRE-CUT 5.5X60 (TITANIUM ALLOY). SANYO # 61160060,768.0,64253,,
1608.0,MS-R-000721,ROD PRE-CUT 5.5X65 (TITANIUM ALLOY). SANYO # 61160065,768.0,64253,,
1609.0,MS-R-000722,ROD PRE-CUT 5.5X70 (TITANIUM ALLOY). SANYO # 61160070,768.0,64253,,
1610.0,MS-R-000723,ROD PRE-CUT 5.5X80 (TITANIUM ALLOY). SANYO # 61160080,768.0,64253,,
1612.0,MS-R-000725,ROD PER-CUT 5.5X100 (TITANIUM ALLOY). SANYO # 61160100,768.0,44759,,
1613.0,MS-R-000726,ROD PER-CUT 5.5X110 (TITANIUM ALLOY). SANYO # 61160110,768.0,64253,,
1614.0,MS-R-000727,ROD PER-CUT 5.5X120 (TITANIUM ALLOY). SANYO # 61160120,768.0,44759,,
1615.0,MS-R-000728,ROD PER-CUT 5.5X130 (TITANIUM ALLOY). SANYO # 61160130,768.0,64253,,
1616.0,MS-R-000729,ROD PER-CUT 5.5X140 (TITANIUM ALLOY). SANYO # 61160140,768.0,63191,,
1617.0,MS-R-000730,ROD PER-CUT 5.5X150 (TITANIUM ALLOY). SANYO # 61160150,768.0,64253,,
1618.0,MS-R-000731,ROD PER-CUT 5.5X160 (TITANIUM ALLOY). SANYO # 61160160,768.0,64253,,
1619.0,MS-R-000732,ROD PER-CUT 5.5X170 (TITANIUM ALLOY). SANYO # 61160170,768.0,64253,,
1620.0,MS-R-000733,ROD PER-CUT 5.5X180 (TITANIUM ALLOY). SANYO # 61160180,768.0,64253,,
1621.0,MS-R-000734,ROD PER-CUT 5.5X1900 (TITANIUM ALLOY). SANYO # 61160190,768.0,64253,,
1622.0,MS-R-000735,ROD PRE-CUT 5.5X200 (TITANIUM ALLOY) SANYO # 61160200,768.0,64253,,
1623.0,MS-R-000736,ROD PRE-CUT 5.5X210 (TITANIUM ALLOY) SANYO # 61160210,768.0,64253,,
1624.0,MS-R-000737,ROD PRE-CUT 5.5X220 (TITANIUM ALLOY) SANYO # 61160220,768.0,64253,,
1625.0,MS-R-000738,ROD PRE-CUT 5.5X230 (TITANIUM ALLOY) SANYO # 61160230,768.0,64253,,
1626.0,MS-R-000739,ROD PRE-CUT 5.5X240 (TITANIUM ALLOY) SANYO # 61160240,768.0,64253,,
1627.0,MS-R-000740,ROD PRE-CUT 5.5X250 (TITANIUM ALLOY) SANYO # 61160250,768.0,64253,,
2976.0,MS-U-000028,URETERAL STENT SET PEDIATRIC 12CM BIOTEC#BT-DJ-4012-210-CL,767.0,47053,,
1799.0,MS-S-002777,SCREW F/BONE LOCKING 3.5x28MM SELF TAPPING SYNTHES #213.028,763.0,56642,,
1800.0,MS-S-002780,SCREW LOCKING SELF TAPING 3.5X45MM # 213.045,763.0,35642,,
1801.0,MS-S-002786,SCREW F/BONE LOCKING 3.5x32MM SELF TAPPING SYNTHES #213.032,763.0,61324,,
1803.0,MS-S-002833,SCREW F/BONE LOCKING 3.5x48MM SELF TAPPING SYNTHES #213.048,763.0,56642,,
1817.0,MS-S-003408,SCREW LOCKING LCP 3.5 X 35MM S.TAPPING SYNTHES # 213.035,763.0,56642,,
2869.0,MS-T-000319,TUBING SET IRRIGATION WITH 2 PUNCTURE NEEDLES 1X1 MEDICAL TECHNICAL PROMOTION #031328-01,759.0,64108,,
793.0,MS-J-000038,JAR TYPE COLLECTION MAK 2000ML. CHERION # 111-888-200,758.0,63642,,
2275.0,MS-S-008432,SCREW 1.5MMX6MM SELF DRILLING OSTEONIC#F15A06,751.0,56642,,
2699.0,MS-S-009592,SCREW SELF DRILLING 8MM OSTEONIC  # F15A08,751.0,46536,,
2958.0,MS-T-001524,"TROCAR VERSA OPTICAL 11MM W/FIXATION CANNULA, COVIDIEN # ONB11STF",751.0,38456,,
,19859,TRANSDUCER DOUBLE KIT DISP. OHMEDA BD #071-682032,747.1406,14119,,
318.0,MS-C-003409,CLIP LARGE 5-13MM  VAS-Q-CLIP # 2232,743.0,56711,,
80.0,MS-B-000812,BAG RETRIVAL SYSTEM INZII  12/15MM W/GUIDE BEAD F/BAG REOPENING APPLIED MEDICAL #CD004,732.0,62143,,
3016.0,MS-W-000330,WIRE GUIDE CHOICE PT 0.014 STR FLOPPY BOSTON #12160-01,732.0,35094,,
3023.0,MS-W-000515,WIRE FIXATION BOLT ADULT S/STEEL #10019.06001,732.0,64372,,
1785.0,MS-S-002606,"SUTURE PROLENE 8/0 8.0MM, 54CM EVERPOINT ETHICON #EP8740",728.0,13909,,
743.0,MS-I-000085,INFLATION DEVICE SET DOLPHIN MID PRESSURE 3WAY,726.0,64917,,
1531.0,MS-R-000212,RING HALF ALUMINIUM 160MM TIPMED #040620,726.0,46537,,
2495.0,MS-S-009007,SCREW LOCKING 5.0 X32 MM SYNTHES SYNTHES # #04.005.522,724.0,16101,,
1716.0,MS-S-001372,SCREW MATRIX 1.5x6MM SELF TAPPING TITANIUM SYNTHES #04.503.206.01C,722.0,56642,,
1724.0,MS-S-001439,SCREW MATRIX 1.5x4MM SELF TAPPING TITANIUM SYNTHES #04.503.204.01C,722.0,61837,,
1749.0,MS-S-002004,SCREW SELF DRILLING 1.5x8MM SYNTHES #04.503.228.01C,722.0,56642,,
2839.0,MS-S-010577,SCREW LOCKING 3.5X36MM SELF TAPPING (STAR DRIVE) AUSTOFIX  #1061-00-35036,720.0,56642,,
,31496,SCREW CORTICAL 3.5*26MM OSTEONIC #S1F.35260,717.255,56642,,
1833.0,MS-S-003736,SCREW LOCKING STARDRIVER 5.0X46MM MEDULLAR #04.005.536,717.0,56642,,
2806.0,MS-S-010371,SCREW SELF DRILLING 2.0MM X 10MM. OSTEONIC #O19A10,714.0,56642,,
2861.0,MS-S-010762,SCREW 2.0X12MM SLEF DRILLING OSTEPNIC #O19A12,714.0,56642,,
,MS-M-000331,MULTIPLE PERFUSION SET W/VENT LINE 15x38CM MEDITRONIC #14001,713.598,62137,,
1386.0,MS-P-003702,POWDER CA GELITA CEL 2 G GELITA # GA-260,713.0,33466,,
2473.0,MS-S-008946,STRATRAFIX PDS SPIRAL 30CM. ETHICON # SXPP1B405,713.0,16584,,
2972.0,MS-T-001664,"Tube Ventsatr Oxylog 3000F,2000p 5X + Flow Sensor + Expiration Valve Drager # 5703041",713.0,60335,,
295.0,MS-C-002038,CANNULA SELF RETAINING SYSTEM W/DISPOSABLE CANNULATED OBTURATOR 8.25MM X 9CM ARTHREX # AR-6572,710.0,61510,58752.0,
1567.0,MS-R-000432,ROD TITANIUM (NS3).SIZE 6.35x100 IRINE #T04815100,710.0,63191,,
1568.0,MS-R-000433,ROD TITANIUM (NS3).SIZE 6.35x120MM IRINE #T04815120,710.0,64253,,
1569.0,MS-R-000434,ROD TITANIUM (NS3).SIZE 6.35x140MM IRINE #T04815140,710.0,64253,,
1570.0,MS-R-000435,ROD TITANIUM (NS3).SIZE 6.35x160MM IRINE #T04815160,710.0,64253,,
1571.0,MS-R-000436,ROD TITANIUM (NS3).SIZE 6.35x180 IRINE #T04815180,710.0,64253,,
2868.0,MS-T-000318,TUBING SET SUCTION WITH 2 TUBES 1X1 MEDICAL TECHNICAL PROMOTION  #031228-01,705.0,16779,,
1862.0,MS-S-004327,SUTURE STRATAFIX  SIZE 1 X  45 CM  PDS # SXPPA404,703.0,44829,,
,17096,NAIL ELASTIC TITANIUM DIFFERENT SIZES & COLOUR,702.3122,47900,,
2156.0,MS-S-005743,SCREWDRIVER SHAFT-QUICK-COUPLING SIZE 2.5 IRENE # C19040,702.0,64122,,
1859.0,MS-S-004247,STICK FIBER ARTHREX #AR-7209,701.0,62184,,
11.0,MS-A-000499,ACTOLIND W SOLUTION 1000ML#MTEX#71219 MODERN PHARMACEUTICAL # 71219,693.0,No codes,,
1743.0,MS-S-001761,SUTURE ETHIBOND EXCEL 2-0 GR/WH 10x75CM NEEDLE 1/2C 17MM ETHICON/COVIDIEN #W10B55/88863235-56,693.0,17471,,
2098.0,MS-S-005482,SHEATH RENAL 30FRX19CM PCN AMPLATZ COLOPLAST # RF3019,693.0,64235,,
2222.0,MS-S-005901,SCREW LOCKING 2.4MMX12MM PRE-DRILLING MANDIBLE OSTEONIC,693.0,61837,,
2279.0,MS-S-008455,SCREW LOCKING 3.5MM X 22MM.OSTEONIC#S1B.35220,693.0,56642,,
2689.0,MS-S-009569,SCREW CDH LEGACY SET 5.5MM SOFAMOR DANEK AMICO MEDICAL INSTRUMENT CO. # 7540020,693.0,46651,,
2742.0,MS-S-009700,SCREW LOCKING 3.5X18MM OSTEONIC # S1B.35180 OSTEONIC  # S1B.35180,693.0,56642,,
2743.0,MS-S-009701,SCREW LOCKING 3.5X22MM OSTEONIC # S1B.35220 OSTEONIC  # S1B.35220,693.0,16101,,
2744.0,MS-S-009702,SCREW LOCKING 3.5X26MM OSTEONIC # S1B.35260 OSTEONIC  # S1B.35260,693.0,16101,,
2875.0,MS-T-000467,TUBE TRACHEOSTOMY KIT SIZE 8 FENESTRATED CUFFED BLOM. PULMODYNE #313-10-080,693.0,14094,,
2880.0,MS-T-000650,TROCAR BLADELESS XCEL 12MM ETHICON #B12XT,693.0,62746,,
2883.0,MS-T-000707,TROCAR BLADELESS 10~15MM W/FIXATION CANNULA COVIDIEN/ETHICON #NB15STF/BI5LT,693.0,62746,,
,MS-B-000420,BLADE F/LARYNGOSCOPE DISPOSABLE CURVED MACINTOSH SIZE 3 #7043000,692.8704,46828,,
1172.0,MS-P-000511,PLATE PHALANGEAL 8HOLESX18 LENGTHX L/R A77050818,691.0,61573,,
1173.0,MS-P-000512,PLATE PHALANGEAL 10HOLESX40 LENGTH XL/R A77061040,691.0,61573,,
1174.0,MS-P-000513,PLATE PHALANGEAL 11HOLESX40 LENGTH X L/R A77061140,691.0,61573,,
1273.0,MS-P-002522,PLATE METACARPAL TIT 2 HOLES X 12L  L/R IRENE # A77040212,691.0,61573,,
1274.0,MS-P-002523,PLATE METACARPAL 3 HOLES X 18L L/R IRENE # A77040318,691.0,61573,,
2635.0,MS-S-009419,SCREW LOCKING 2.7X22MM. SANATMETAL # 260827122,690.0,56642,,
2636.0,MS-S-009420,SCREW LOCKING VARIABLE 2.7X18MM HOLES TITANIUM. SANATMETAL # 260827118,690.0,56642,,
2637.0,MS-S-009421,SCREW LOCKING VARIABLE 2.7X20MM HOLES TITANIUM. SANATMETAL # 260827120,690.0,56642,,
2639.0,MS-S-009430,SCREW LOCKING VARIABLE 2.7X14MM. SANATMETAL # 260827114,690.0,56642,,
2640.0,MS-S-009431,SCREW LOCKING VARIABLE 2.7X16MM. SANATMETAL # 260827116,690.0,56642,,
2648.0,MS-S-009462,SCREW VORTEX 2.7X14MM SANATMETAL # 260827114,690.0,32859,56642.0,
2649.0,MS-S-009463,SCREW VORTEX 2.7X16MM SANATMETAL # 260827116,690.0,56642,,
2650.0,MS-S-009464,SCREW VORTEX 2.7X18MM SANATMETAL # 260827117,690.0,32859,56642.0,
2651.0,MS-S-009465,SCREW VORTEX 2.7X20MM SANATMETAL # 260827120,690.0,32859,56642.0,
2652.0,MS-S-009466,SCREW VORTEX 2.7X24MM SANATMETAL # 260827124,690.0,32859,,
2653.0,MS-S-009467,SCREW VORTEX 2.7X25MM SANATMETAL # 260827125,690.0,32859,56642.0,
2771.0,MS-S-009766,SCREW VORTEX 2.7X26MM. SANATMETAL # 260827126,690.0,32859,,
2776.0,MS-S-009802,SCREW LOCKING 2.7X23MM. SANATMETAL # 260827123,690.0,56642,,
2777.0,MS-S-009840,SCREW LOCKING VORTEX  2.7X12MM TITANIUM ANGLE VARAIBLE . SANATMETAL # 260827112,690.0,56642,,
2778.0,MS-S-009841,SCREW LOCKING VORTEX  2.7X13MM TITANIUM ANGLE VARAIBLE . SANATMETAL # 260827113,690.0,47875,,
2833.0,MS-S-010567,SCREW LOCKING VARAIBLE ANGLE VORTEX 2.7X29MM TITANIUM SANATMETAL #260827129,690.0,56642,,
2834.0,MS-S-010571,SCREW CORTICAL BONE TX.2.7X27MM.SANATMETAL # 260827127,690.0,56642,,
2841.0,MS-S-010579,SCREW LOCKING 2.7X15MM VORTAX  SANATMETAL #260827115,690.0,47875,,
2842.0,MS-S-010580,SCREW LOCKING 2.7X21MM VORTAX  SANATMETAL #260827121,690.0,47875,,
2850.0,MS-S-010623,SCREW LOCKING VORTEX 2.7X28MM ANGLE VARIABLE .SANATMETAL #260827128,690.0,47875,,
,50818,SCREW LOCKING 3.5x16MM SELF TAPPING SYNTHES No.213.016,690.0,99999,,
,MS-C-003478,CATHETER ANGIOGRAPHIC 5FRx125CM BRAIDED BERENSTEIN IMPRESS® MERIT #512538BER,690.0,99999,,
,MS-G-000747,"GUIDE WIRE STIFF ANGLED HYDRO EXCHANGE GU 0.35""260CM#MERIT#LWSTFA35260EX MERIT # LWSTFA35260EX",690.0,99999,,
317.0,MS-C-003408,CLIP MEDIUM-LARGE 3-10MM  VAS-Q-CLIP # 2231,688.0,56711,,
1728.0,MS-S-001455,SCREW MANDIBLE 2.0x8MM SELF TAPPING SYNTHES #04.503.408.01C,686.0,61837,,
1751.0,MS-S-002020,SCREW MANDIBLE 2.0x10MM SELF TAPPING SYNTHES #04.503.410.01C,686.0,35642,,
1756.0,MS-S-002053,SCREW MANDIBLE 2.0x12MM TITANIUM SYNTHES #04.503.412.01C,686.0,61837,,
297.0,MS-C-002045,CAP F/ SECTRETION JAR 700ML W/ OVERFLOW SAFEGUARD DRAGER # 2M85011,685.0,47544,,
319.0,MS-C-003410,CLIP EXTRA LARGE 7-16MM VAS-Q-CLIP # 2233,684.0,36126,,
794.0,MS-J-000039,JAR 4L SUCTION RING FOR HOLDER . CHERION # 11-5109,681.0,63642,,
1642.0,MS-R-000771,ROD TITANIUM (NS2) 5.5X120MM. IRENE # T04715120,678.0,64253,,
2925.0,MS-T-000970,"TUBING GAS INPUT DOSING SET W/ T-PIECE ,WATER TRAP  F/ NITRIC OXIDE DRAGER #10002076",678.0,61347,,
1401.0,MS-P-003742,PLATE RADIUS DCP 9 HOLES X10WIDTHX126 L. IRENE # S80639012,676.0,61573,,
1402.0,MS-P-003743,PLATE RADIUS DCP 10 HOLES X10WIDTHX140 L. IRENE # S80631014,676.0,61573,,
1403.0,MS-P-003744,PLATE RADIUS DCP 11 HOLES X10WIDTHX152 L. IRENE # S80631115,676.0,61573,,
1408.0,MS-P-003749,PLATE RECONSTRUCTION STRAIGHT 8 HOLES X 94 L. IRENE # S72000809,676.0,61573,,
1409.0,MS-P-003750,PLATE RECONSTRUCTION STRAIGHT 9 HOLES X106 L. IRENE # S72000910,676.0,61573,,
1410.0,MS-P-003751,PLATE RECONSTRUCTION STRAIGHT 10 HOLES X 118 L. IRENE # S72001011,676.0,61573,,
1411.0,MS-P-003752,PLATE RECONSTRUCTION STRAIGHT 11 HOLES X 130 L. IRENE # S72001113,676.0,61573,,
1412.0,MS-P-003753,PLATE RECONSTRUCTION STRAIGHT 12 HOLES X 142 L. IRENE # S72001214,676.0,61573,,
1418.0,MS-P-003777,PLATE CURVED RECONSTRUCTION 8 HOLES X 96 LENGTH. IRENE # S72100809,676.0,61325,,
1419.0,MS-P-003778,PLATE CURVED RECONSTRUCTION 9 HOLES X 108 LENGTH. IRENE # S72100910,676.0,61325,,
1420.0,MS-P-003779,PLATE CURVED RECONSTRUCTION 10 HOLES X 120 LENGTH. IRENE # S72101012,676.0,61325,,
1421.0,MS-P-003780,PLATE CURVED RECONSTRUCTION 11 HOLES X 132 LENGTH. IRENE # S72101113,676.0,61325,,
1422.0,MS-P-003781,PLATE CURVED RECONSTRUCTION 12 HOLES X 144 LENGTH. IRENE # S72101214,676.0,61325,,
1423.0,MS-P-003782,PLATE CURVED RECONSTRUCTION 13 HOLES X 156 LENGTH. IRENE # S72101315,676.0,61325,,
1427.0,MS-P-003799,PLEAE CERVICAL ANTEIOR I28MM . IRENE # A00110428,676.0,46653,,
1428.0,MS-P-003800,PLEAE CERVICAL ANTEIOR I48MM . IRENE # A00110448,676.0,46653,,
1633.0,MS-R-000760,ROD TITANIUM (NS1)5.5X100MM. IRENE # T04415510,676.0,64253,,
1634.0,MS-R-000761,ROD TITANIUM (NS1)5.5X120MM. IRENE # T04415512,676.0,64253,,
1635.0,MS-R-000762,ROD TITANIUM (NS1)5.5X140MM. IRENE # T04415514,676.0,64253,,
1637.0,MS-R-000766,ROD TITANIUM (NS1) 5.5X180MM. IRENE # T04415518,676.0,64253,,
,SML2051,INFUSION SET WITH REGULATOR,675.1374,35201,,
233.0,MS-C-001006,CUP END F/HALF PIN 4.0MM TIPMED #200932,674.0,56642,,
234.0,MS-C-001007,CUP END F/HALF PIN 5.0MM TIPMED #200949,674.0,56642,,
235.0,MS-C-001008,CUP END F/HALF PIN 6.0MM TIPMED #200956,674.0,56642,,
1849.0,MS-S-003930,SCREW CORTEX STARDRIVE 2.4MM SELFTAP L14 #201.764,674.0,56642,,
2638.0,MS-S-009422,SCREW CORTICAL BONE 2.7X18MM . SANATMETAL # 267527018,674.0,56642,,
2641.0,MS-S-009432,SCREW CORTICAL BONE TX 2.7X14MM. SANATMETAL # 267527014,674.0,56642,,
2654.0,MS-S-009468,SCREW CORTICAL BONE - TX 2.7X18MM SANATMETAL # 267527018,674.0,56642,,
2704.0,MS-S-009627,SCREW CORTICAL BONE - TX 2.7X20MM #267527020 SANATMETAL # 267527020,674.0,56642,,
2832.0,MS-S-010566,SCREW CORTICAL BONE TX.2.7X22MM  SANATMETAL # 267527022,674.0,56642,,
2843.0,MS-S-010583,SCREW CORTICAL BONE TX 2.7X28MM SANATMETAL #267527028,674.0,56642,,
2851.0,MS-S-010625,SCREW LOCKING VORTEX 2.7X16MM ANGLE VARIABLE .SANATMETAL #267527016,674.0,56642,,
2852.0,MS-S-010642,SCREW CORTICAL BONE TX.2.7X24MM .SAMATMETAL #267527024,674.0,56642,,
2179.0,MS-S-005814,SCREW VARIABLE 4.0X13T ANGLE SELF DRILLING IRENE # 60612413,671.0,46536,,
2180.0,MS-S-005815,SCREW VARIABLE 4.0X15T ANGLE SELF DRILLING IRENE # 60612415,671.0,56642,,
2181.0,MS-S-005816,SCREW 4.0X17T VARIABLE  ANGLE SELF DRILLING IRENE # 60612417,671.0,56642,,
2182.0,MS-S-005817,SCREW 4.5X13T VARIABLE  ANGLE SELF DRILLING IRENE # 60612513,671.0,56642,,
2183.0,MS-S-005818,SCREW 4.5X15T VARIABLE  ANGLE SELF DRILLING IRENE # 60612515,671.0,56642,,
2184.0,MS-S-005819,SCREW 4.5X17T VARIABLE  ANGLE SELF DRILLING IRENE # 60612517,671.0,56642,,
2188.0,MS-S-005823,SCREW 4.5X13T CANCELLOUS VARIABLE ANGLE SELF TAPPING IRENE # 60614513,671.0,56642,,
2189.0,MS-S-005824,SCREW 4.5X15T CANCELLOUS VARIABLE ANGLE SELF TAPPING IRENE # 60614515,671.0,56642,,
2190.0,MS-S-005825,SCREW 4.5X17T CANCELLOUS VARIABLE ANGLE SELF TAPPING IRENE # 60614517,671.0,56642,,
2874.0,MS-T-000431,TUBE BRONCHIAL DOUBLE LUMEN SIZE 26FR RIGHT,660.0,31328,,
245.0,MS-C-001155,CATHETER MALECOT REENTRY 18FR X 30CM GEOTEK #GRM1830,659.0,58795,,
246.0,MS-C-001156,CATHETER MALECOT REENTRY 20 FR X 30CM GEOTEK #GRM2030,659.0,58795,,
,17808,SOLUTION ALPHADINE 10% POV. ODINES,657.4838,13913,,
67.0,MS-B-000523,"BRUSH BIPOLAR HEMOSTATIC ERASER 23G, TIP STRAIGHT F/INFINITY PHACO MACHINE",655.0,35014,,
112.0,MS-B-001118,BURR OVAL 4.0MMX13CM ARTHREX # AR-84000BE,655.0,43555,,
