SER,PACKAGE CODE ,CATEGORY,SUB-CATEGORY,SERVICE DESCRIPTION,الـوصـــــــــــــــــــف ,Admission Days (LOS),Unnamed: 7,SNC GROSS PRICE FOR ALL CLASSES 10% decrease
945.0,6014042.0,ORTHOPEDIC,FINE MAJOR SURG,OSTEOTOMIES OF RADIUS ULNA ,قطم عظمي لعظمتي الكعبرة والزند  ,0,2,14094.0
946.0,6014043.0,ORTHOPEDIC,FINE MAJOR SURG,PARTIAL HIP REPLACEMENT (IMPLANTS NOT INCLUDED), تصنيع مفصل ورك جزئية (دون المواد المزروعة),0,2,21038.0
947.0,6014044.0,ORTHOPEDIC,FINE MAJOR SURG,PARTIAL KNEE REPLACEMENT (HEMIARTHROPLASTY)(IMPLANTS NOT INCLUDED), تصنيع ركبة جزئية (دون المواد المزروعة),0,2,20273.0
948.0,6014045.0,ORTHOPEDIC,FINE MAJOR SURG,RECURRENT SHOULDER DISLOCATION, عملية خلع الكتف الناكس,0,2,18246.0
949.0,6014046.0,ORTHOPEDIC,FINE MAJOR SURG,"REDUCTION, FRACTURE, FEMUR, OPEN W/INTERNAL FIXATION",رد وتثبيت مفتوح لكسر عظم الفخذ,0,2,19125.0
950.0,6014047.0,ORTHOPEDIC,FINE MAJOR SURG,"REMOVAL F.B DEEP OR IN CRITICAL AREA (AROUND VESSEL OR JOINT, NERVES) ", رفع جسم غريب وعميق بجوار اعضاء حيوية مثل المفاصل او الاعصاب او الاوردة والشرايين,0,2,11979.0
951.0,6014048.0,ORTHOPEDIC,FINE MAJOR SURG,"REPAIR OTHER LIGAMENTS, CRUCIATE",اصلاح رباط عادي اوصليبي,0,2,18246.0
952.0,6014049.0,ORTHOPEDIC,FINE MAJOR SURG,"REPLACEMENT-KNEE, PARTIAL AND TOTAL",تبديل مفصل ركبة كامل او جزئي,0,4,40050.0
953.0,6014050.0,ORTHOPEDIC,FINE MAJOR SURG,SAUCERISATION, عملية تنظيف وكحت لنخر والتهاب عظمى,0,2,18246.0
954.0,6014051.0,ORTHOPEDIC,FINE MAJOR SURG,SCAPHOID FRACTURES ORIF – GRAFTING ,رد مفتوح وتثبيت داخلي لكسر بالعظمة الزورقية مع ترقيع عظمي  ,0,2,17424.0
955.0,6014052.0,ORTHOPEDIC,FINE MAJOR SURG,SEQUESTRECTOMY, عملية تنظيف وكحت لنخر والتهاب عظمى,0,2,18246.0
956.0,6014053.0,ORTHOPEDIC,FINE MAJOR SURG,SKIN FLAP (ADVANCEMENT N.V. SKIN FLAP; ROTATIONAL FLAP), طعم جلدي متصل,0,2,16434.0
957.0,6014054.0,ORTHOPEDIC,FINE MAJOR SURG,SKIN GRAFTING OF BIG AREA, طعم جلدي لمنطقة كبيرة,0,2,19508.0
958.0,6014055.0,ORTHOPEDIC,FINE MAJOR SURG,TENDON GRAFTING, طعم وتري,0,2,21038.0
959.0,6014056.0,ORTHOPEDIC,FINE MAJOR SURG,TENDON GRAFTING ,تريقع الأوتار جراحيا ,0,2,21038.0
960.0,6014057.0,ORTHOPEDIC,FINE MAJOR SURG,TENDON INTERPOSITION ARTHROPLASTY DYNAMIC ,إعادة بناء المفصل بواسطة الأوتار  ,0,2,23715.0
961.0,6014058.0,ORTHOPEDIC,FINE MAJOR SURG,"TENDON RECONSTRUCTION, LATER REPAIR ",إعادة بناء وتر  ,0,2,21420.0
962.0,6014059.0,ORTHOPEDIC,FINE MAJOR SURG,TENDON SYNOVECTOMY ,إستئصال الغشاء السينوفي للأوتار  ,0,2,14094.0
963.0,6014060.0,ORTHOPEDIC,FINE MAJOR SURG,TENDON TRANSFERS – HAND MAIN NERVES ,تغيير مسار الأوتار ,0,2,32841.0
964.0,6014061.0,ORTHOPEDIC,FINE MAJOR SURG,"TENDONS REPAIR – FLEXORS, EXTENSORS ",إصلاح الأوتار ,0,2,19508.0
965.0,6014062.0,ORTHOPEDIC,FINE MAJOR SURG,"TENOLYSIS REDO TENDONS REPAIR, RECONSTRUCTION  ",إعادة إصلاح وتر مقطوع  ,0,2,24480.0
966.0,6014063.0,ORTHOPEDIC,FINE MAJOR SURG,TOTAL HIP REPLACEMENT (IMPLANTS NOT INCLUDED), تصنيع مفصل ورك كامل (دون المواد المزروعة),0,2,28463.0
967.0,6014064.0,ORTHOPEDIC,FINE MAJOR SURG,TOTAL KNEE REPLACEMENT (IMPLANTS NOT INCLUDED), تصنيع ركبة كلى (دون المواد المزروعة),0,2,28463.0
968.0,6014065.0,ORTHOPEDIC,FINE MAJOR SURG,TROCH. FRACTURE, اصلاح كسر المدورين,0,2,17820.0
969.0,6014066.0,ORTHOPEDIC,FINE MAJOR SURG,TUMOR EXCISION RELATED TO NERVES OR VESSELS ,إستئصال ورم متصل بعصب أو أوعية دموية  ,0,2,16632.0
970.0,6014067.0,ORTHOPEDIC,FINE MAJOR SURG,WOUND TOILET & DEBRIDMENT, تنظيف وغسل للجرح,0,D/C,8019.0
971.0,6014068.0,ORTHOPEDIC,FINE MAJOR SURG,WRIST DENERVATION – ABLATION  ,كي العصب الحسي المغذي للرسغ ,0,2,17424.0
972.0,6014069.0,ORTHOPEDIC,FINE MAJOR SURG,WRIST FUSION TOTAL OR PARTIAL ,سمكرة جزئية أو كلية لمفصل الرسغ ,0,2,18360.0
973.0,6022001.0,ORTHOPEDIC,PEDIA MEDIUM SURG,ADDUCTOR AND ILIOPSOAS RELEASE,تطويل أوتار الحوض,0,1,4253.0
974.0,6022002.0,ORTHOPEDIC,PEDIA MEDIUM SURG,CORRECTION OF THUMB IN PALM DEFORMITY IN CEREBRAL PALSY ,اصلاح تشوهات الابهام في أمراض الرأس,0,1,5638.0
975.0,6022003.0,ORTHOPEDIC,PEDIA MEDIUM SURG,EXCISION OF DUPLICATE THUMB ,استئصال اصبع ابهام زائد,0,1,5063.0
976.0,6022004.0,ORTHOPEDIC,PEDIA MEDIUM SURG,RELEASE OF SIMPLE SYNDACTYLY ,تسليك تشوهات اصابع اليد ,0,1,5063.0
977.0,6022005.0,ORTHOPEDIC,PEDIA MEDIUM SURG,REPAIR OF SPRINGEL DEFORMITY,اصلاح عيوب خلقية بعظمة اللوح للكتف ,0,1,5063.0
978.0,6023001.0,ORTHOPEDIC,PEDIA MAJOR SURG,ADDUCTOR TRANSFER ,نقل أوتار الحوض,0,1,11880.0
979.0,6023002.0,ORTHOPEDIC,PEDIA MAJOR SURG,"ARTHROGRAM, + RELEASE OF ADDUCTORS + CLOSED REDUCTION AND SPICE CAST APPLICATION UNDER GENERAL ANESTHESIA",حقن صبغه بالمفصل + تحرير وتر العضله الضامه +جبس بنطلون تحت التخدير العام ,0,1,8602.0
980.0,6023003.0,ORTHOPEDIC,PEDIA MAJOR SURG,CALCANEAL LENGTHENING OSTEOTOMY FOR CORRECTION OF HINDFOOT VALGUS DEFORMITY ,تطويل عظام العرقوب ,0,2,9900.0
981.0,6023004.0,ORTHOPEDIC,PEDIA MAJOR SURG,CHUINARD –BASKIN PROCEDURE FOR FOREFOOT CAVUS ,تصليح اعوجاج بالقدم ,0,2,9504.0
982.0,6023005.0,,,"CORRECTION, SYNDACTYLY",تصليح التصاق الأصابع,0,1,5607.0
983.0,6023006.0,ORTHOPEDIC,PEDIA MAJOR SURG,DISTAL HAMSTRING LENGTHENING AND/OR POSTERIOR CAPSULOTOMY ,تطويل أوتار الركبة ,0,2,8602.0
984.0,6023007.0,ORTHOPEDIC,PEDIA MAJOR SURG,EXCISION OF TALOCALCANEAL COALITION,استئصال عظم زائد بالقدم ,0,2,8602.0
985.0,6023008.0,ORTHOPEDIC,PEDIA MAJOR SURG,HEMIEPHYSIODESIS OF THE PROXIMAL TIBIA BY DRILLING FOR KNEE VARUM / VALGUS,سمكرة مركز نمو اعلى عظمة القصبة,0,2,16300.0
986.0,6023009.0,ORTHOPEDIC,PEDIA MAJOR SURG,HEMIEPIPHYSIODESIS OF THE PROXIMAL TIBIA BY STAPPLING FOR KNEE VARUM/VALGUS ,سمكرة مركز نمو اعلى عظمة القصبة,0,2,16300.0
987.0,6023010.0,ORTHOPEDIC,PEDIA MAJOR SURG,JONES PROCEDURE FOR COCK-UP FOOT DEFORMITY ,تصليح اعوجاج بالقدم ,0,2,9504.0
988.0,6023011.0,ORTHOPEDIC,PEDIA MAJOR SURG,MEDIAL AND/OR LATERAL HAMSTRINGS LENGTHENING ,تطويل أوتار الركبة,0,2,8602.0
989.0,6023012.0,ORTHOPEDIC,PEDIA MAJOR SURG,MITCHELL BUNIONECTOMY ,استصال زائدة عظمية ,0,2,9504.0
990.0,6023013.0,ORTHOPEDIC,PEDIA MAJOR SURG,PERCUTANEOUS CANNULATED SCREW FIXATION FOR SLIPPED CAPITAL FEMORAL EPIPHYSIS,تثبيت ضلع بمفصل الحوض بواسطة مسامير ,0,2,9504.0
991.0,6023014.0,ORTHOPEDIC,PEDIA MAJOR SURG,PERCUTANEOUS EPIPHYSIODESIS OF THE PROXIMAL TIBIA,سمكرة مركز نمو اعلى عظمة القصبة,0,2,16300.0
992.0,6023015.0,ORTHOPEDIC,PEDIA MAJOR SURG,PLANTAR RELEASE AND 1ST METATARSAL OSTEOTOMY FOR CAVUS FOOT ,قطع عظمي بعظام المشظية الاولى ,0,2,8602.0
993.0,6023016.0,ORTHOPEDIC,PEDIA MAJOR SURG,PROXIMAL HAMSTRING TENOTOMY ,تطويل أوتار الركبة,0,2,9504.0
994.0,6023017.0,ORTHOPEDIC,PEDIA MAJOR SURG,PROXIMAL METATARSAL OSTEOTOMY AND BUNIONECTOMY,قطع عظمي بالقدم ,0,2,9504.0
995.0,6023018.0,ORTHOPEDIC,PEDIA MAJOR SURG,RECTUS FEMORIS TRANSFER,نقل عضلات بالفخد,0,2,8602.0
996.0,6023019.0,ORTHOPEDIC,PEDIA MAJOR SURG,RELEASE OF CONGENITAL CONSTRUCTION BAND,ازالة تليفات باليد,0,2,8602.0
997.0,6023020.0,ORTHOPEDIC,PEDIA MAJOR SURG,REPAIR OF CONGENITAL PSEUDARTHROSIS OF THE CLAVICLE,اصلاح عيوب خلقية بالترقوة,0,2,8602.0
998.0,6023021.0,ORTHOPEDIC,PEDIA MAJOR SURG,RESECTION OF CALCANEONAVICULAR COALITION ,استئصال عظم زائد بالقدم ,0,2,8602.0
999.0,6023022.0,ORTHOPEDIC,PEDIA MAJOR SURG,"RESECTION OF PARTIAL GROWTH ARREST (FEMUR, KNEE AND ANKLE)",استئصال مركز نمو العظام بالركبة والكاحل ,0,2,8602.0
1000.0,6023023.0,ORTHOPEDIC,PEDIA MAJOR SURG,SCREW EPIPHYSIODESIS FOR ANKLE VALGUS,سمكرة مفصل الكاحل ,0,2,16300.0
1001.0,6023024.0,ORTHOPEDIC,PEDIA MAJOR SURG,SEMI TENDINOSUS TENODESIS OF PATELLA FOR RECURRENT DISLOCATION ,اعادة بناء أوتار الركبة بعد خلع متكرر للصابونة ,0,2,11880.0
1002.0,6023025.0,ORTHOPEDIC,PEDIA MAJOR SURG,SPLIT ANTERIOR TIBIAL TENDON TRANSFER ,نقل جزئي للوتر الامامي للقدم ,0,2,9504.0
1003.0,6023026.0,ORTHOPEDIC,PEDIA MAJOR SURG,SPLIT POSTENOR TIBIALIS TENDON TRANSFER,نقل جزئي لوتر القدم الخلفي ,0,2,9504.0
1004.0,6023027.0,ORTHOPEDIC,PEDIA MAJOR SURG,SUPRAMALLEOLAR ROTATION OSTEOTOMY OF THE DISTAL TIBIA AND FIBULA ,قطع عظمي باسفل عظمة القصبة,0,2,23295.0
1005.0,6023028.0,ORTHOPEDIC,PEDIA MAJOR SURG,TARSAL OSTEOTOMY TO CORRECT FOREFOOT ABDUCTION ,قطع عظمي بعظام المشظية بالقدم,0,2,8602.0
1006.0,6023029.0,ORTHOPEDIC,PEDIA MAJOR SURG,TIBIALIS ANTERIOR TENDON TRANSFER ,نقل جزئي لوتر القدم الامامي ,0,2,9504.0
1007.0,6023030.0,ORTHOPEDIC,PEDIA MAJOR SURG,TRANSFER OF FLEXOR CARPI ULNARIS FOR WRIST FLEXION DEFORMITY ,نقل اوتار لاصلاح عيوب الرسغ ,0,2,8602.0
1008.0,6023031.0,ORTHOPEDIC,PEDIA MAJOR SURG,TRANSFER OF GREATER TROCHANTER,نقل أعلى عظمة الفخد ,0,2,16300.0
1009.0,6024001.0,ORTHOPEDIC,PEDIA FINE MAJOR SURG,ANTERIOR DRAINAGE OF THE SEPTIC HIP,تفريغ التهاب صديدي بمفصل الحوض ,0,2,32400.0
1010.0,6024002.0,ORTHOPEDIC,PEDIA FINE MAJOR SURG,ANTEROMEDIAL APPROACH TO DDH ,اصلاح خلع بمفصل الحوض نتيجة الولادة,0,2,32400.0
1011.0,6024003.0,ORTHOPEDIC,PEDIA FINE MAJOR SURG,CALCANEAL OSTEOTOMY FOR VALGUS ,قطع عظم بعظمة العرقوب ,0,2,9900.0
1012.0,6024004.0,ORTHOPEDIC,PEDIA FINE MAJOR SURG,CLOSED INTRAMEDULLARY SHORTENING OF THE FEMUR ,تقصير عظمة الفخد بواسطة مسمار نخاعي ,0,2,23295.0
1013.0,6024005.0,ORTHOPEDIC,PEDIA FINE MAJOR SURG,CONGENITAL PSEUDARTHROSIS REPAIR,اصلاح اعوجاج اسفل القصبة ,0,2,23295.0
1014.0,6024006.0,ORTHOPEDIC,PEDIA FINE MAJOR SURG,DISTAL TIBIA OSTEOTOMY ,قطع عظمي باسفل عظمة القصبة,0,2,23295.0
1015.0,6024007.0,ORTHOPEDIC,PEDIA FINE MAJOR SURG,DOME TIBIA OSTEOTOMY ,قطع عظمي بأعلى القصبة,0,2,23295.0
1016.0,6024008.0,ORTHOPEDIC,PEDIA FINE MAJOR SURG,DORSAL WEDGE OSTEOTOMY FOR CAVUS FOOT ,قطع عظمي خلقي للقدم ,0,2,9900.0
1017.0,6024009.0,ORTHOPEDIC,PEDIA FINE MAJOR SURG,EXTRA-ARTICULAR ARTHRODESIS WITH CALCANEUS GRAFT ,سمكرة ماتحت الكاحل ,0,2,11880.0
1018.0,6024010.0,ORTHOPEDIC,PEDIA FINE MAJOR SURG,FRAGMENTATION REALIGNMENT AND INTRAMEDULLARY FIXATION FOR TIBIAL OSTEOTOMY,اصلاح اعوجاج بالقصبة نتيجة نقص الكولاجين,0,3,32400.0
1019.0,6024011.0,ORTHOPEDIC,PEDIA FINE MAJOR SURG,"FRAGMENTATION, REALIGNMENT AND INTRAMEDULLARY FIXATION FOR FEMORAL DEFORMITY IN OSTEOGRENESIS IMPERFECT ",اصلاح اعوجاج بواسطة مسمار نخاعي نتيجة نقص كولاجين ,0,3,23295.0
1020.0,6024012.0,ORTHOPEDIC,PEDIA FINE MAJOR SURG,GRICE EXTRAARTICULAR SUBTALAR ARTHRODESIS ,سمكرة مفصل ماتحت الكاحل ,0,2,11880.0
1021.0,6024013.0,ORTHOPEDIC,PEDIA FINE MAJOR SURG,GRICE-BATCHELOR COMBINED ARTHRODESIS ,سمكرة لمفصل الكاحل ,0,2,11880.0
1022.0,6024014.0,ORTHOPEDIC,PEDIA FINE MAJOR SURG,LENGTHENING OF THE TIBIA WITH UNILATERAL FIXATOR ,تطويل عظمة القصبة,0,2,16300.0
1023.0,6024015.0,ORTHOPEDIC,PEDIA FINE MAJOR SURG,OBLIQUE WEDGE OSTEOTOMY OF PROXIMAL TIBIA ,قطع عظمي بالقصبة,0,2,23295.0
1024.0,6024016.0,ORTHOPEDIC,PEDIA FINE MAJOR SURG,PELVIC OSTEOTOMIES CHIARI MEDIAL DISPLACEMENT PELVIC OSTEOTOMY ,قطع عظمي بعظام الحوض,0,3,32400.0
1025.0,6024017.0,ORTHOPEDIC,PEDIA FINE MAJOR SURG,PELVIC OSTEOTOMIES INNOMINATE SALTER OSTEOTOMY ,قطع عظمي بعظام الحوض,0,3,32400.0
1026.0,6024018.0,ORTHOPEDIC,PEDIA FINE MAJOR SURG,PELVIC OSTEOTOMIES PERICAPSULAR DEGA OSTEOTOMY ,قطع عظمي بعظام الحوض,0,3,32400.0
1027.0,6024019.0,ORTHOPEDIC,PEDIA FINE MAJOR SURG,PELVIC OSTEOTOMIES STAHELI SHELF PROCEDURE ,قطع عظمي بعظام الحوض,0,3,32400.0
1028.0,6024020.0,ORTHOPEDIC,PEDIA FINE MAJOR SURG,PERICAPSSULAR PEMBERTON OSTEOTOMY ,قطع عظمي بعظام الحوض,0,3,32400.0
1029.0,6024021.0,ORTHOPEDIC,PEDIA FINE MAJOR SURG,PROXIMAL FEMORAL ROTATIONAL OSTEOTOMY ,قطع عظمي واصلاح اعوجاج باعلى عظمة الفخد,0,3,32400.0
1030.0,6024022.0,ORTHOPEDIC,PEDIA FINE MAJOR SURG,PROXIMAL FEMORAL VARUS OSTEOTOMY WITH BLADE PLATE ,قطع عظمي واصلاح اعوجاج باعلى عظمة الفخد,0,3,32400.0
1031.0,6024023.0,ORTHOPEDIC,PEDIA FINE MAJOR SURG,PROXIMAL PATELLAR REALIGNMENT ,اعادة عظمة الصابونة لوضعها ,0,2,11880.0
1032.0,6024024.0,ORTHOPEDIC,PEDIA FINE MAJOR SURG,PROXIMAL TIBIAL AND FIBULAR EPIPHYSIODESIS WITH PHEMISTER TECHNIQUE ,مركز نمو اعلى عظمتي القصبة والشظية,0,3,23295.0
1033.0,6024025.0,ORTHOPEDIC,PEDIA FINE MAJOR SURG,REPAIR OF IRREDUCIBLE CONGENITAL DISLOCATION OF THE KNEE ,اعادة بناء أوتار الركبة بعد خلع مابعد الولادة للركبة,0,3,23295.0
1034.0,6024026.0,ORTHOPEDIC,PEDIA FINE MAJOR SURG,RESECTION OF THE PROXIMAL FEMUR FOR PAINFUL DISLOCATION OF THE HIP IN CEREBRAL PALSY ,استئصال رأس عظمة الحوض في أمراض الحدخ,0,3,32400.0
1035.0,6024027.0,ORTHOPEDIC,PEDIA FINE MAJOR SURG,SURGICAL CORRECTION OF CLUB FOOT ,تطويل اوتار القدم المخلبية ,0,2,9900.0
1036.0,6024028.0,ORTHOPEDIC,PEDIA FINE MAJOR SURG,TRANSFER OF THE POSTERIOR TIBIALIS TO THE DORSUM OF THE FOOT ,نقل الوتر الخلفي للقدم ,0,2,11880.0
1037.0,6024029.0,ORTHOPEDIC,PEDIA FINE MAJOR SURG,TRANSVERSE WEDGE OSTEOTOMY OF PROXIMAL TIBIA ,قطع عظمي بالقصبة,0,3,23295.0
1038.0,6024030.0,ORTHOPEDIC,PEDIA FINE MAJOR SURG,VALGUS OSTEOTOMY FOR DEVELOPMENTAL COXA VARA ,قطع عظمي واصلاح اعوجاج باعلى عظمة الفخد,0,3,32400.0
1039.0,6024031.0,ORTHOPEDIC,PEDIA FINE MAJOR SURG,VALGUS OSTEOTOMY FOR HINGED & ABDUCTION IN PERTHE’S DISEASE ,قطع عظمي واصلاح اعوجاج باعلى عظمة الفخد,0,3,32400.0
1040.0,6031001.0,DENTAL,MAXILLOFACIAL,CLOSURE OROANTRAL FISTULA UNDER GA (MAJOR),اغلاق وصلة فموية جيبيه تحت التخذير العام,0,1,9504.0
1041.0,6031002.0,DENTAL,MAXILLOFACIAL,CLOSURE OROANTRAL FISTULA UNDER LA (MINOR),اغلاق وصلة فموية جيبيه تحت التخذير الموضعي,0,D/C,2930.0
1042.0,6031003.0,DENTAL,MAXILLOFACIAL,ENUCLEATION OF CYSTIC LESION + HISTOPATHOLOGY,أسئصالكيسه + فحص باثولوجي,0,D/C,9504.0
1043.0,6031004.0,DENTAL,MAXILLOFACIAL,ENUCLEATION OF CYSTIC LESION + HISTOPATHOLOGY + BONE GRAFT,اسئصال تكيس عظمي مع فحص باثولوجي + ترفيع عظمي,0,D/C,17424.0
1044.0,6031005.0,DENTAL,MAXILLOFACIAL,INCISION & DRAINAGE UNDER GA,شق وتفريغ تحت التخذير العام,0,D/C,4860.0
1045.0,6031006.0,DENTAL,MAXILLOFACIAL,INCISION & DRAINAGE UNDER LA (COMPLICATED),شق وتفريغ تحت التخذير الموضعي ملتهب,0,D/C,2115.0
1046.0,6031007.0,DENTAL,MAXILLOFACIAL,ORTHOGNATHIC SURGERY,جراحــة تقـويمـيــة,0,D/C,19125.0
1047.0,6031008.0,DENTAL,MAXILLOFACIAL,REDUCTION OF BILATERAL FRACTURED MANDIBLE (IMF) - OR,تثبيت كسر الفك السفلي ثنائي الجانب تحت مخدر عام ,0,1,6489.0
1048.0,6031009.0,DENTAL,MAXILLOFACIAL,REDUCTION OF BILATERAL FRACTURED MANDIBLE (PLATING / IMF ) - OR,شرائح بالفك السفلي,0,1,15207.0
1049.0,6031010.0,DENTAL,MAXILLOFACIAL,REDUCTION OF COMPLICATED MIDDLE/UPPER FACE FRACTURE,إصلاح كسر مضاعف,0,3,23868.0
1050.0,6031011.0,DENTAL,MAXILLOFACIAL,REDUCTION OF FRACTURED ZYGOMATIC ARCH,إصلاح كسر بعظمة الخــد,0,1,6489.0
1051.0,6031012.0,DENTAL,MAXILLOFACIAL,REDUCTION OF SIMPLE / MIDDLE FACE FRACTURES + PLATING,إصلاح كسر بالثلث الأوسط,0,1,13625.0
1052.0,6031013.0,DENTAL,MAXILLOFACIAL,REDUCTION OF UNILATERAL FRACTURED MANDIBLE (IMF) - OR,إصلاح كسر بالفك العلوي ناحية واحدة,0,1,4958.0
1053.0,6031014.0,DENTAL,MAXILLOFACIAL,REDUCTION OF UNILTERAL FRACTURED MANDIBLE (PLATING / IMF) - OR,إصلاح شرائح بالفك السفلي,0,2,12215.0
1054.0,6031015.0,DENTAL,MAXILLOFACIAL,GENERAL ANESTHESIA FOR PEDIATRIC DENTAL TREATMENT  (MEDIUM),معالجة أسنان الأطفال تحت التخدير العام (متوسط),0,D/C,1692.0
1055.0,6031016.0,DENTAL,MAXILLOFACIAL,GENERAL ANESTHESIA FOR PEDIATRIC DENTAL TREATMENT  (MAJOR),معالجة أسنان الأطفال تحت التخدير العام (كبرى),0,D/C,2484.0
1056.0,6031017.0,DENTAL,MAXILLOFACIAL,GENERAL ANESTHESIA FOR PEDIATRIC DENTAL TREATMENT  (FINE MAJOR),معالجة أسنان الأطفال تحت التخدير العام (دقيقة ذات المهارة الخاصة),0,D/C,3348.0
1057.0,7011001.0,NEUROSURGERY,CRANIAL,ARNOLD CHIARI DECOMPRESSION CRANIECTOMY,فتح جمجمة وتفريغ تجمع دموى شريانى,0,3,25245.0
1058.0,7011002.0,NEUROSURGERY,CRANIAL,BILATERAL EXTERNAL VENTRICULAR DRAINAGE,مفجر بطنى خارجى ثنائى الجانب,0,3,17978.0
1059.0,7011003.0,NEUROSURGERY,CRANIAL,BRACHIAL PLEXUS REPAIR,اصلاح الظفيرة العصبية للطرف العلوى,0,3,21420.0
1060.0,7011004.0,NEUROSURGERY,CRANIAL,BRAIN ABSCESS : ASPIRATION,بذل لخراج بالمخ,0,3,14486.0
1061.0,7011005.0,NEUROSURGERY,CRANIAL,BRAIN ABSCESS: CRANIOTOMY AND EVACUATION,فتح لعظام الجمجمة وتفريغ لخراج بالمخ,0,3,21420.0
1062.0,7011006.0,NEUROSURGERY,CRANIAL,BURR HOLE ASPIRATION OF  BRAIN ABSCESS,تفريغ خراج دماغى عن طريق نقب الجمجمة,0,3,30533.0
1063.0,7011007.0,NEUROSURGERY,CRANIAL,BURR HOLE EVACUATION OF CHRONIC SUBDURAL COLLECTION – BILATERAL,نقب جمجمة وتفريغ فوق الجافية بالجانبين,0,3,32085.0
1064.0,7011008.0,NEUROSURGERY,CRANIAL,BURR HOLE EVACUATION OF CHRONIC SUBDURAL COLLECTION – UNILATERAL,نقب جمجمة وتفريغ فوق الجافية بجانب واحد,0,3,24323.0
1065.0,7011009.0,NEUROSURGERY,CRANIAL,CLIPPING OF CEREBRAL ANEURYSM,ربط أم دم دماغية,1,5,103500.0
1066.0,7011010.0,NEUROSURGERY,CRANIAL,CRAINIOTOMY FOR SURGICAL EXCESSION OF CRANIAL AVM,فتح جمجمة وتفريغ جراحى لعيب خلقى بالاوردة الدماغية,0,3,85680.0
1067.0,7011011.0,NEUROSURGERY,CRANIAL,CRANIOPLASTY,تجميل عظام الجمجمة,0,3,28350.0
1068.0,7011012.0,NEUROSURGERY,CRANIAL,CRANIOTOMY AND BIOPSY OF BRAIN TUMOUR,عينة من ورم بالمخ,0,3,24480.0
1069.0,7011013.0,NEUROSURGERY,CRANIAL,CRANIOTOMY AND ELEVATION OF DEPRESSED SKULL FRACTURE,رفع العظام منخسفة بالجمجمة,0,3,22185.0
1070.0,7011014.0,NEUROSURGERY,CRANIAL,CRANIOTOMY AND EVACUATION OF ACUTE SUBDURAL HEMATOMA,تفريغ نزيف تحت الام الجافية,0,3,28350.0
1071.0,7011015.0,NEUROSURGERY,CRANIAL,CRANIOTOMY AND EVACUATION OF EXTRADURAL HEMATOMA,فتح جمجمة وتفريغ فوق الجافية بجانب واحد,0,3,23715.0
1072.0,7011016.0,NEUROSURGERY,CRANIAL,CRANIOTOMY AND EVACUATION OF INTRACEREBRAL HEMATOMA,تفريغ نزيف داخل المخ,0,3,29970.0
1073.0,7011017.0,NEUROSURGERY,CRANIAL,CRANIOTOMY AND EXCISION OF  CLIVAL TUMOUR,استئصال ورم عظمى بالجمجمة,1,4,75240.0
1074.0,7011018.0,NEUROSURGERY,CRANIAL,CRANIOTOMY AND EXCISION OF C P ANGLE TUMOUR,فتح جمجمة واستئصال ورم بين المخيخ والجذع,1,4,68085.0
1075.0,7011019.0,NEUROSURGERY,CRANIAL,CRANIOTOMY AND EXCISION OF CEREBELLAR TUMOUR,استئصال ورم بالمخيخ,1,4,60075.0
1076.0,7011020.0,NEUROSURGERY,CRANIAL,CRANIOTOMY AND EXCISION OF FORAMEN MANGUM TUMOUR,فتح الجمجمة واستئصال ورم فى الفتحة الكبرى لقاع الجمجمة,1,4,76500.0
1077.0,7011021.0,NEUROSURGERY,CRANIAL,CRANIOTOMY AND EXESION OF DEEP SEALED / SKULL BASE BRAIN TUMOR,استئصال ورم بقاع الجمجمة او عميق بالمخ,1,4,85680.0
1078.0,7011022.0,NEUROSURGERY,CRANIAL,CRANIOTOMY AND EXESION OF SUPERFICIAL BRAIN TUMOR,استئصال ورم سطحى بالمخ,1,4,46458.0
1079.0,7011023.0,NEUROSURGERY,CRANIAL,CRANIOTOMY EXCISION OF  SUPERFICIAL CEREBRAL TUMOUR,فتح جمجمة واستئصال ورم دماغى سطحى,1,4,29565.0
1080.0,7011024.0,NEUROSURGERY,CRANIAL,CRANIOTOMY EXCISION OF BRAIN ABSCESS,فتح جمجمة وتفريغ خراج دماغى,1,4,30375.0
1081.0,7011025.0,NEUROSURGERY,CRANIAL,CRANIOTOMY EXCISION OF DEEP CEREBRAL TUMOUR,فتح جمجمة واستئصال ورم دماغى عميق,1,4,58473.0
1082.0,7011026.0,NEUROSURGERY,CRANIAL,CRANIOTOMY EXCISION OF DEEP POSTERIOR FOSSA TUMOUR,فتح جمجمة واستئصال ورم عميق من الجزء الخلفى للمخ,1,4,52866.0
1083.0,7011027.0,NEUROSURGERY,CRANIAL,CRANIOTOMY EXCISION OF PARASAGITTAL TUMOUR,فتح جمجمة واستئصال ورم بجانب البرزخ الطولى,1,4,59274.0
1084.0,7011028.0,NEUROSURGERY,CRANIAL,CRANIOTOMY EXCISION OF SKULL BASE TUMOUR,فتح جمجمة واستئصال ورم فى قاعدة الجمجمة,1,4,70488.0
1085.0,7011029.0,NEUROSURGERY,CRANIAL,CRANIOTOMY EXCISION OF SUPERFICIAL  POSTERIOR FOSSA TUMOUR,فتح جمجمة واستئصال ورم سطحى من الجزء الخلفى للمخ,1,4,37247.0
1086.0,7011030.0,NEUROSURGERY,CRANIAL,CRANIOTOMY FOR EVACUATION OF EXTRADURAL HEMATOMA,فتح لعظام الجمجمة وتفريغ لنزيف خارج الام الجافية,0,4,22185.0
