Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,PACKAGES ,Admission Days (LOS),Unnamed: 6,Unnamed: 7,A+ / A / B+ / B
290.0,4011006,C.V.T.,FINE MAJOR SURG,BIVENTRICULAR IMPLANTABLE CARDIAC DEFIBRILLATOR,1,4,,67640.0
291.0,4011007,C.V.T.,FINE MAJOR SURG,BIVENTRICULAR PERMANENT PACEMAKER CRT-P,1,4,,59185.0
146.0,4011008,C.V.T.,FINE MAJOR SURG,BLALOCK - TAUSSING SHUNT                                          ,0,2,,15579.525
292.0,4011009,C.V.T.,FINE MAJOR SURG,"FEMORO-TIBIAL ARTERY BYPASS, IN-SITU, ",0,4,,59058.174999999996
293.0,4011010,C.V.T.,FINE MAJOR SURG,CABG WITH DOUBLE MECHANICAL VALVE                         ,1,4,,84407.5
147.0,4011011,C.V.T.,FINE MAJOR SURG,CABG WITH DOUBLE TISSUE VALVE                                                                ,1,4,,70895.175
294.0,4011012,C.V.T.,FINE MAJOR SURG,CABG WITH MECHANICAL AORTIC VALVE                                                   ,1,4,,57367.174999999996
295.0,4011013,C.V.T.,FINE MAJOR SURG,CABG WITH MECHANICAL MITRAL VALVE                                                                                     ,1,4,,58212.674999999996
148.0,4011014,C.V.T.,FINE MAJOR SURG,CABG WITH MITRAL VALVE REPAIR  (NO RING)                                                                                     ,1,4,,50603.174999999996
296.0,4011015,C.V.T.,FINE MAJOR SURG,CABG WITH MITRAL VALVE REPAIR  (WITH RING)                  ,1,4,,52294.174999999996
297.0,4011016,C.V.T.,FINE MAJOR SURG,CABG WITH TISSUE AORTIC VALVE REPLACEMENT                                             ,1,4,,52294.174999999996
149.0,4011017,C.V.T.,FINE MAJOR SURG,CABG WITH TISSUE MITRAL VALVE                                                                                                                                                            ,1,4,,54830.674999999996
298.0,4011018,C.V.T.,FINE MAJOR SURG,CARDIAC PACEMAKER DEVICE REPLACEMENT-PROCRSEXC,1,4,,25194.0
299.0,4011019,C.V.T.,FINE MAJOR SURG,CARDIAC PACEMAKER REVISION WITHOUT DEVICE REPLACEMENT,1,4,,24225.0
150.0,4011020,C.V.T.,FINE MAJOR SURG,CORONARY BYPASS (CABG)        ,1,4,,52107.5
300.0,4011021,C.V.T.,FINE MAJOR SURG,DIAGNOSTIC EP STUDY ,0,2,,29925.0
301.0,4011022,C.V.T.,FINE MAJOR SURG,DOUBLE VALVE / MECHANICAL                                                                         ,1,4,,72586.175
151.0,4011023,C.V.T.,FINE MAJOR SURG,DOUBLE VALVE / TISSUE,1,4,,63285.674999999996
302.0,4011024,C.V.T.,FINE MAJOR SURG,DUAL CHAMBER PERMANENT PACEMAKER,1,4,,50730.0
303.0,4011025,C.V.T.,FINE MAJOR SURG,EP STUDY AND ABLATION FOR ATRIAL FLUTTER AND/OR SVT ,1,4,,54957.5
152.0,4011026,C.V.T.,FINE MAJOR SURG,EP STUDY AND ABLATION FOR ATRIAL TACHYCARDIA OR WPW,1,4,,54957.5
304.0,4011027,C.V.T.,FINE MAJOR SURG,IMPLANTABLE CARDIORATOR DEFIBRILLATOR,1,4,,59185.0
305.0,4011028,C.V.T.,FINE MAJOR SURG,IMPLANTATION OF ICD DOUBLE ,1,4,,63412.5
153.0,4011029,C.V.T.,FINE MAJOR SURG,IMPLANTATION OF ICD SINGLE,1,4,,59185.0
306.0,4011030,C.V.T.,FINE MAJOR SURG,IMPLANTATION OF PERMANENT PACEMAKER (PPM),1,4,,15884.0
307.0,4011031,C.V.T.,FINE MAJOR SURG,IMPLANTATION OR EXPLANTATION OF LOOP RECORDER (NOT INCLUDING THE PRICE OF THE IMPLANT),1,4,,10032.0
154.0,4011032,C.V.T.,FINE MAJOR SURG,THORACOSTOMY TUBE INSERTION,0,1,,3693.6
308.0,4011033,C.V.T.,FINE MAJOR SURG,INTRA AORTIC BALOON INSERTION     ,0,1,,10450.0
309.0,4011034,C.V.T.,FINE MAJOR SURG,LIGATION PATENT DUCTUS  ARTERIOSUS (PEDIATRIC)               ,0,2,,17316.125
155.0,4011035,C.V.T.,FINE MAJOR SURG,LIGATION PATENT DUCTUS ARTERIOSUS (ADULT)                ,0,2,,24911.375
310.0,4011036,C.V.T.,FINE MAJOR SURG,CARDIAC MASSAGE / OPEN ,0,0,,3693.6
311.0,4011037,C.V.T.,FINE MAJOR SURG,MITRAL WITH TRICUSPID VALVE REPAIR (WITHOUT RING)                                                  ,1,4,,42148.174999999996
156.0,4011038,C.V.T.,FINE MAJOR SURG,MITRAL WITH TRICUSPID VALVE REPAIR (WITH RING)                                                      ,1,4,,46375.674999999996
312.0,4011039,C.V.T.,FINE MAJOR SURG,VALVULOPLASTY / MITRAL WITH BALLOON ,1,4,,46375.674999999996
313.0,4011040,C.V.T.,FINE MAJOR SURG,MITRAL VALVE / MECHANICAL         ,1,4,,53139.674999999996
157.0,4011041,C.V.T.,FINE MAJOR SURG,MITRAL VALVE / TISSUE         ,1,4,,56857.5
314.0,4011042,C.V.T.,FINE MAJOR SURG,MITRAL VALVE REPAIR (WITHOUT RING)                                                         ,1,4,,42148.174999999996
315.0,4011043,C.V.T.,FINE MAJOR SURG,MITRAL VALVE REPAIR (WITH RING)                                                                 ,1,4,,42148.174999999996
158.0,4011044,C.V.T.,FINE MAJOR SURG,PACEMAKER ANALYSIS AND REPROGRAMING,0,0,,570.0
316.0,4011045,C.V.T.,FINE MAJOR SURG,PERICARDIOCENTESIS,0,1,,6087.599999999999
317.0,4011046,C.V.T.,FINE MAJOR SURG,PERICARDIOTOMY   ,0,3,,34496.4
159.0,4011047,C.V.T.,FINE MAJOR SURG,PERMANENT CARDIAC PACEMAKER / ACUTE IMPLANTATION,1,3,,38554.799999999996
318.0,4011048,C.V.T.,FINE MAJOR SURG,PERMANENT PACEMAKER BIVENTRICULAR PLUS ICD (CRTD),1,4,,76000.0
319.0,4011049,C.V.T.,FINE MAJOR SURG,PERMANENT CARDIAC PACEMAKER  / DUAL CHAMBER,1,4,,50730.0
160.0,4011050,C.V.T.,FINE MAJOR SURG,PERMANENT PACEMAKET BIVENTRICULAR    ,1,4,,59185.0
320.0,4011051,C.V.T.,FINE MAJOR SURG,RENAL ANGIOGRAM / BOTH ARTERIES,0,1,,5130.0
321.0,4011052,C.V.T.,FINE MAJOR SURG,RING IMPLANT / EACH                                                                                                                          ,0,0,,3548.25
161.0,4011053,C.V.T.,FINE MAJOR SURG,ROTABLATOR APPLICATION,0,0,,20187.5
322.0,4011054,C.V.T.,FINE MAJOR SURG,SIMPLE OPEN CONGENITAL DEFORMITIES (A.S.D./V.S.D /P.D.A.),0,3,,45721.12499999999
323.0,4011055,C.V.T.,FINE MAJOR SURG,PERMANENT CARDIAC PACEMAKER / SINGLE CHAMBER ,1,4,,46502.5
162.0,4011056,C.V.T.,FINE MAJOR SURG,USE OF SUCTION DEVICE (PRIMARY PCI),0,0,,10032.0
324.0,4021001,C.V.T.,CARDIAC CATH,CATHETERIZATION LEFT HEART,0,1,,9668.625
325.0,4021002,C.V.T.,CARDIAC CATH,CATHETERIZATION LEFT HEART WITH GRAFT,0,1,,12563.749999999998
163.0,4021003,C.V.T.,CARDIAC CATH,CATHETERIZATION RIGHT WITH LEFT HEART,0,1,,14202.499999999998
326.0,4021004,C.V.T.,CARDIAC CATH,CATHETERIZATION RIGHT HEART,0,1,,8084.5
327.0,4021005,C.V.T.,CARDIAC CATH,CATHETERIZATION RIGHT HEART WITH SHUNT,0,1,,9395.5
164.0,4021006,C.V.T.,CARDIAC CATH,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY AGIOPLASTY) – SV WITH STENT ,(IMPLANT NOT INCLUDED)",1,2,,41515.0
328.0,4021007,C.V.T.,CARDIAC CATH,PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – DV ,1,2,,28404.999999999996
329.0,4021008,C.V.T.,CARDIAC CATH,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – DV WITH 2 STENT , (PRICE IS  WITHOUT STENT",1,2,,42275.0
165.0,4021009,C.V.T.,CARDIAC CATH,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – DV WITH 3 STENT ,(IMPLANT NOT INCLUDED)",1,2,,46502.5
330.0,4021010,C.V.T.,CARDIAC CATH,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – DV WITH 4 STENTS ,",1,2,,50730.0
331.0,4021011,C.V.T.,CARDIAC CATH,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – DV WITH 5 STENTS ,(IMPLANT NOT INCLUDED)",1,2,,54957.5
166.0,4021012,C.V.T.,CARDIAC CATH,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – DV WITH STENT ,(IMPLANT NOT INCLUDED)",1,2,,38047.5
332.0,4021013,C.V.T.,CARDIAC CATH,PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – SV,1,2,,20211.25
333.0,4021014,C.V.T.,CARDIAC CATH,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – SV WITH 2 STENT ,(IMPLANT NOT INCLUDED)",1,2,,36356.5
167.0,4021015,C.V.T.,CARDIAC CATH,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – SV WITH 3 STENT ,(IMPLANT NOT INCLUDED)",1,2,,40584.0
334.0,4021016,C.V.T.,CARDIAC CATH,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – SV WITH 4 STENTS ,(IMPLANT NOT INCLUDED)",1,2,,44811.5
335.0,4021017,C.V.T.,CARDIAC CATH,PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – TV,1,2,,31682.5
168.0,4021018,C.V.T.,CARDIAC CATH,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – TV WITH 2 STENT ,(IMPLANT NOT INCLUDED)",1,2,,48193.5
336.0,4021019,C.V.T.,CARDIAC CATH,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – TV WITH 3 STENT ,(IMPLANT NOT INCLUDED)",1,2,,53266.5
337.0,4021020,C.V.T.,CARDIAC CATH,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – TV WITH 4 STENTS ,(IMPLANT NOT INCLUDED)",1,2,,57494.0
169.0,4021021,C.V.T.,CARDIAC CATH,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – TV WITH 5 STENTS ,(IMPLANT NOT INCLUDED)",1,2,,61721.5
338.0,4021022,C.V.T.,CARDIAC CATH,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – TV WITH STENT ,(IMPLANT NOT INCLUDED) ",1,2,,43966.0
339.0,4021023,C.V.T.,CARDIAC CATH,"PTCA SINGLE VESSEL WITH DRUG ELUTING BALLOON , EXCLUDING THE PRICE OF THE DRUG ELUTING BALLOON",1,2,,24225.0
170.0,4021024,C.V.T.,CARDIAC CATH,TEMPORARY PACEMAKER,0,D/C,,7609.5
340.0,4021025,C.V.T.,CARDIAC CATH,MITRAL BALLOON VALULOPLASTY,1,3,,40584.0
341.0,4031001,C.V.T.,PEDIA CARDIAC SURGERY,ATRIAL SEPTAL DEFECT DEVICE CLOSURE (ASD),0,3,,34200.0
171.0,4031002,C.V.T.,PEDIA CARDIAC SURGERY,ATRIAL BALLOON SEPTOSTOMY ,0,2,,16720.0
342.0,4031003,C.V.T.,PEDIA CARDIAC SURGERY,LEFT ATRIAL APPENDAGE DEVICE CLOSURE ,1,4,,59185.0
343.0,4031004,C.V.T.,PEDIA CARDIAC SURGERY,VALVE IMPLANTATION / MELODY ,1,5,,113050.0
172.0,4031005,C.V.T.,PEDIA CARDIAC SURGERY,PATENT DUCTUS ARTERIOSUS COIL CLOSURE (PDA),0,2,,16720.0
344.0,4031006,C.V.T.,PEDIA CARDIAC SURGERY,PATENT DUCTUS ARTERIOSUS DEVICE CLOSURE (PDA),0,2,,24225.0
345.0,4031007,C.V.T.,PEDIA CARDIAC SURGERY,PATENT DUCTUS ARTERIOSUS STENTING (PDA),0,2,,34200.0
173.0,4031008,C.V.T.,PEDIA CARDIAC SURGERY,PULMONARY ARTERY DILATATION WITH OR WITHOUT STENTING(IMPLANT NOT INCLUDED),0,2,,24225.0
346.0,4031009,C.V.T.,PEDIA CARDIAC SURGERY,PULMONARY BALLOON VALVULOPLASTY      ,0,3,,20187.5
347.0,4031010,C.V.T.,PEDIA CARDIAC SURGERY,PULMONARY VALVE PERFORATION BY RADIOFREQUENCY,1,4,,121125.0
174.0,4031011,C.V.T.,PEDIA CARDIAC SURGERY,VENTRICULAR OUTFLOW TRACT STENTING (RVOT) ,1,3,,38047.5
348.0,4031012,C.V.T.,PEDIA CARDIAC SURGERY,VENTRICULAR SEPTAL DEFECT DEVICE CLOSURE (VSD) ,1,3,,38047.5
349.0,4041001,C.V.T.,VASCULAR SURG,"AMPUTATION, ABOVE KNEE",0,3,,25194.0
175.0,4041002,C.V.T.,VASCULAR SURG,"AMPUTATION, BELOW KNEE",0,3,,25194.0
350.0,4041003,C.V.T.,VASCULAR SURG,"AMPUTATION, THROUGH FOOT",0,3,,21318.0
351.0,4041004,C.V.T.,VASCULAR SURG,"AMPUTATION, TOE/S",0,2,,21318.0
176.0,4041005,C.V.T.,VASCULAR SURG,"ANASTOMOSIS, VENOUS, INTRA-ABDOMINAL",0,4,,39569.4
352.0,4041006,C.V.T.,VASCULAR SURG,ANASTOMOSIS-VENOUS INTRA-ABDOMINAL,0,4,,30780.0
353.0,4041007,C.V.T.,VASCULAR SURG,"ANGIOPLASTY, PATCH, ARTERY / SYNTHETIC",0,3,,33858.0
177.0,4041008,C.V.T.,VASCULAR SURG,"ANGIOPLASTY, PATCH, ARTERY / TISSUE",0,3,,33858.0
354.0,4041009,C.V.T.,VASCULAR SURG,"ANGIOPLASTY, PATCH, ARTERY / UNSPECIFIED",0,3,,33858.0
355.0,4041010,C.V.T.,VASCULAR SURG,"ANGIOPLASTY, VESSEL, VEIN (IMPLANT NOT INCLUDED)",0,3,,33858.0
178.0,4041011,C.V.T.,VASCULAR SURG,"ARTERIOGRAM, COMPLET",0,1,,18057.6
356.0,4041012,C.V.T.,VASCULAR SURG,"ARTERIOGRAM, INTRAOPERATIVE",0,0,,18057.6
357.0,4041013,C.V.T.,VASCULAR SURG,"ARTERIOVENOSTOMY, FOR RENAL DIALYSIS",0,2,,30780.0
179.0,4041014,C.V.T.,VASCULAR SURG,BILATERAL CAROTID AND VERTEBRAL ANGIOGRAM  ,0,1,,7609.5
358.0,4041015,C.V.T.,VASCULAR SURG,BYPASS VASCULAR-PERIPHERAL ARTERY,0,2,,30780.0
359.0,4041016,C.V.T.,VASCULAR SURG,"BYPASS, ARTERY, FEMORO-TIBIAL",0,3,,34496.4
180.0,4041017,C.V.T.,VASCULAR SURG,"BYPASS, ARTERY, POPLITEO-TIBIAL",0,3,,33858.0
360.0,4041018,C.V.T.,VASCULAR SURG,"BYPASS, IN SITU, FEMORO-TIBIAL ARTERY",0,3,,36525.6
361.0,4041019,C.V.T.,VASCULAR SURG,"BYPASS, VASCULAR, INTRA-ABDOMINAL",0,3,,36525.6
181.0,4041020,C.V.T.,VASCULAR SURG,"BYPASS, VASCULAR-INTRATHORACIC",0,3,,36525.6
362.0,4041021,C.V.T.,VASCULAR SURG,"BYPASS, VASCULAR-RENAL ARTERY",0,3,,41598.6
363.0,4041022,C.V.T.,VASCULAR SURG,"CAROTICO-CAVERNOUS FISTULA CLOSURE INCLUDING THE BASIC CATHETETER, GUIDE WIRE AND THE FIRST COIL",0,4,,33858.0
182.0,4041023,C.V.T.,VASCULAR SURG,ADDITIONAL COIL / EACH,0,0,,8878.32
364.0,4041024,C.V.T.,VASCULAR SURG,ADDITIONAL DETACHABLE BALLOON / EACH,0,0,,8176.079999999999
365.0,4041025,C.V.T.,VASCULAR SURG,DURAL ARTERIOVENOUS FISTULA CLOSURE ,0,3,,21802.5
183.0,4041026,C.V.T.,VASCULAR SURG,EMBOLIZATION OF CRANIAL AND SPINAL ARTERIOVENOUS MALFORMATIONS BY GLUE AND COILS  1-3 NEDAL INJECTIONS,0,4,,53266.5
366.0,4041027,C.V.T.,VASCULAR SURG,EMBOLIZATION OF CRANIAL AND SPINAL ARTERIOVENOUS MALFORMATIONS BY GLUE AND COILS > 6 NEDAL INJECTIONS,0,4,,67470.9
367.0,4041028,C.V.T.,VASCULAR SURG,EMBOLIZATION OF CRANIAL AND SPINAL ARTERIOVENOUS MALFORMATIONS BY GLUE AND COILS 3-6 NEDAL INJECTIONS,0,4,,59354.1
184.0,4041029,C.V.T.,VASCULAR SURG,EMBOLIZATION OF CRANIAL AND SPINAL VASCULAR TUMORS,0,1,,13736.429999999998
368.0,4041030,C.V.T.,VASCULAR SURG,"ENDARTERECTOMY, ABDOMINAL ARTERIES",0,3,,34496.4
369.0,4041031,C.V.T.,VASCULAR SURG,"ENDARTERECTOMY, THORACIC VESSELS",0,3,,36525.6
185.0,4041032,C.V.T.,VASCULAR SURG,"ENDARTERECTOMY, CAROTID VESSEL ",0,3,,42613.2
370.0,4041033,C.V.T.,VASCULAR SURG,"ENDARTERECTOMY-OTHER, VESSELS, HEAD AND NECK",0,3,,42613.2
371.0,4041034,C.V.T.,VASCULAR SURG,ENDOVASCULAR INTRAARTERIAL FIBRINOLYSIS FOR CEREBROVASCULAR EMBOLIZATION / THROMBOSIS (SHORT SEGMENT <10 CM) ,0,3,,34496.4
186.0,4041035,C.V.T.,VASCULAR SURG,ENDOVASCULAR REVASCULARIZATION OF CEREBRAL ISCHEMIA – MUTIPLE VESSEL,0,3,,40431.81
372.0,4041036,C.V.T.,VASCULAR SURG,ENDOVASCULAR REVASCULARIZATION OF CEREBRAL ISCHEMIA – SINGLE VESSEL ,0,3,,34496.4
373.0,4041037,C.V.T.,VASCULAR SURG,"EXCISION, LESION, ABDOMINAL ARTERIES",0,3,,34496.4
187.0,4041038,C.V.T.,VASCULAR SURG,"EXCISION, LESION, ABDOMINAL VEINS",0,3,,34496.4
374.0,4041039,C.V.T.,VASCULAR SURG,"EXCISION, LESION, THORACIC VESSELS",0,3,,38554.799999999996
375.0,4041040,C.V.T.,VASCULAR SURG,"EXCISION, LESION, VESSELS / HEAD, NECK",0,3,,30780.0
188.0,4041041,C.V.T.,VASCULAR SURG,"FASCIOTOMY, LOWER EXTREMITIES",0,3,,25194.0
376.0,4041042,C.V.T.,VASCULAR SURG,"FASCIOTOMY, UPPER EXTREMITIES",0,3,,25194.0
377.0,4041043,C.V.T.,VASCULAR SURG,"FORMATION, SHUNT, PERITONEOVASCULAR",0,3,,30780.0
189.0,4041044,C.V.T.,VASCULAR SURG,"FORMATION, SHUNT, PERITONEOVASCULAR",0,3,,30780.0
378.0,4041045,C.V.T.,VASCULAR SURG,"INSERTION, CANNULA, VESSEL-TO-VESSEL",0,3,,34496.4
379.0,4041046,C.V.T.,VASCULAR SURG,"INSERTION, GRAFT, FOR HEMODIALYSIS",0,3,,30780.0
190.0,4041047,C.V.T.,VASCULAR SURG,"INTERRUPTION, VENA CAVA",0,3,,29754.0
380.0,4041048,C.V.T.,VASCULAR SURG,"LIGATION AND STRIPPING, VARICOSE VEINS",0,3,,34496.4
381.0,4041049,C.V.T.,VASCULAR SURG,"LIGATION, DIVISION, THORACIC VESSELS",0,3,,38554.799999999996
191.0,4041050,C.V.T.,VASCULAR SURG,LIGATION AND EXCISION OF PERFORATORS,0,2,,25194.0
382.0,4041051,C.V.T.,VASCULAR SURG,ADDITIONAL MICROCATHETER / EACH,0,0,,4924.8
383.0,4041052,C.V.T.,VASCULAR SURG,ADDITIONAL MICROGUIDE WIRE / EACH,0,0,,3950.1
192.0,4041053,C.V.T.,VASCULAR SURG,OBLITERATION OF CEREBRAL ANEURYSMS BY COILS – LARGE ANEURYSMS (> 10 MM) ,1,4,,85272.0
384.0,4041054,C.V.T.,VASCULAR SURG,OBLITERATION OF CEREBRAL ANEURYSMS BY COILS – MEDIUM ANEURYSMS (5 TO 10 MM),1,4,,77246.4
385.0,4041055,C.V.T.,VASCULAR SURG,OBLITERATION OF CEREBRAL ANEURYSMS BY COILS – SMALL ANEURYSMS (<5 MM) ,1,4,,65949.0
193.0,4041056,C.V.T.,VASCULAR SURG,"CAROTID BODY OPERATIONS, OTHER VASCULAR BODIES",0,3,,42613.2
386.0,4041057,C.V.T.,VASCULAR SURG,PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY (PTA) FOR EXTRACRANIAL CEREBROVASCULAR STENOSIS WITH  BALLOON,1,2,,26163.0
387.0,4041058,C.V.T.,VASCULAR SURG,PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY (PTA) FOR EXTRACRANIAL CEREBROVASCULAR STENOSIS WITH STENT,1,2,,35511.0
194.0,4041059,C.V.T.,VASCULAR SURG,PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY (PTA) FOR EXTRACRANIAL CEREBROVASCULAR STENOSIS WITHOUT STENT AND BALLOON,1,2,,22287.0
388.0,4041060,C.V.T.,VASCULAR SURG,PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY (PTA) FOR INTRACRANIAL CEREBROVASCULAR STENOSIS WITH  BALLOON,1,2,,43627.799999999996
389.0,4041061,C.V.T.,VASCULAR SURG,PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY (PTA) FOR INTRACRANIAL CEREBROVASCULAR STENOSIS WITH STENT,1,2,,49715.399999999994
195.0,4041062,C.V.T.,VASCULAR SURG,PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY (PTA) FOR INTRACRANIAL CEREBROVASCULAR STENOSIS WITHOUT STENT AND BALLOON,1,2,,35511.0
390.0,4041063,C.V.T.,VASCULAR SURG,PERMICATH INSERTION FOR HEMODIALYSIS ,0,D/C,,8025.599999999999
391.0,4041064,C.V.T.,VASCULAR SURG,"PHLEBECTOMY, WITH ANASTOMOSIS, OTHER VESSELS, HEAD",0,4,,42613.2
196.0,4041065,C.V.T.,VASCULAR SURG,"REMOVAL, ARTERIOVSENOUS SHUNT FOR RENAL DIALYSIS",0,1,,7609.5
392.0,4041066,C.V.T.,VASCULAR SURG,"REPAIR, BRACHIAL ARTERY ",0,3,,31806.0
393.0,4041067,C.V.T.,VASCULAR SURG,"BLOOD VESSEL REPAIR, PATCH GRAFT SYNTHETIC",0,3,,34496.4
197.0,4041068,C.V.T.,VASCULAR SURG,"BLOOD VESSEL REPAIR, PATCH GRAFT TISSUE",0,3,,34496.4
394.0,4041069,C.V.T.,VASCULAR SURG,"BLOOD VESSEL REPAIR, PATCH GRAFT UNSPECIFIED TYPE",0,3,,34496.4
395.0,4041070,C.V.T.,VASCULAR SURG,"FISTULA, ARTERIOVENOUS REPAIR",0,3,,34496.4
198.0,4041071,C.V.T.,VASCULAR SURG,OTHER ANEURYSM REPAIR,0,3,,36525.6
396.0,4041072,C.V.T.,VASCULAR SURG,OTHER BLOOD VESSEL REPAIR,0,3,,30780.0
397.0,4041073,C.V.T.,VASCULAR SURG,BLOOD VESSEL WITH/WITHOUT GRAFT REPAIR,0,3,,30780.0
199.0,4041074,C.V.T.,VASCULAR SURG,"CANNULA, VESSEL-TO-VESSEL REPLACEMENT",0,2,,34496.4
398.0,4041075,C.V.T.,VASCULAR SURG,"ANEURYSM, ABDOMINAL AORTA RESECTION",0,3,,34496.4
399.0,4041076,C.V.T.,VASCULAR SURG,"ANEURYSM, ILIAC ARTERY RESECTION",0,3,,31806.0
200.0,4041077,C.V.T.,VASCULAR SURG,"ANEURYSM, OTHER ARTERIES RESECTION, ",0,3,,31806.0
400.0,4041078,C.V.T.,VASCULAR SURG,"RIB, FIRST WITH/WITHOUT CERVICAL RESECTION",0,3,,34496.4
401.0,4041079,C.V.T.,VASCULAR SURG,"THORACIC VESSELS, WITH GRAFT REPLACEMEN RESECTION",0,3,,46671.6
201.0,4041080,C.V.T.,VASCULAR SURG,REVISION OF STUMP   ,0,2,,19060.8
402.0,4041081,C.V.T.,VASCULAR SURG,"REVISION, ARTERIOVENOUS FISTULA",0,1,,5918.5
403.0,4041082,C.V.T.,VASCULAR SURG,"REVISION, ARTERIOVENOUS FISTULA / GORTEX",0,1,,5918.5
202.0,4041083,C.V.T.,VASCULAR SURG,"REVISION, ARTERIOVENOUS SHUNT FOR RENAL DIALYSIS",0,1,,10032.0
404.0,4041084,C.V.T.,VASCULAR SURG,"REVISION, VASCULAR PROCEDURE",0,3,,34496.4
405.0,4041085,C.V.T.,VASCULAR SURG,SCLEROTHERAPY (1 SESSION),0,0,,513.0
203.0,4041086,C.V.T.,VASCULAR SURG,SCLEROTHERAPY (10 SESSIONS),0,0,,3693.6
406.0,4041087,C.V.T.,VASCULAR SURG,SCLEROTHERAPY (3 SESSIONS),0,0,,1368.0
407.0,4041088,C.V.T.,VASCULAR SURG,SCLEROTHERAPY (5 SESSIONS),0,0,,1928.8799999999999
204.0,4041089,C.V.T.,VASCULAR SURG,SPINAL ANGIOGRAM,0,D/C,,7609.5
408.0,4041090,C.V.T.,VASCULAR SURG,"SUBFASCIAL LIGATION, PERFORATORS",0,2,,30780.0
409.0,4041091,C.V.T.,VASCULAR SURG,"SYMPATHECTOMY, PERIARTERIAL",0,2,,28728.0
205.0,4041092,C.V.T.,VASCULAR SURG,"SYMPATHECTOMY, PRESACRAL",0,2,,28728.0
410.0,4041093,C.V.T.,VASCULAR SURG,"THROMBOEMBOLECTOMY, ARTERY, / ABDOMINALL",0,2,,23256.0
411.0,4041094,C.V.T.,VASCULAR SURG,"THROMBOEMBOLECTOMY, ARTERY, / LOWER LIMB",0,2,,18057.6
206.0,4041095,C.V.T.,VASCULAR SURG,"THROMBOEMBOLECTOMY, ARTERY, / UPPER LIMB",0,2,,18057.6
412.0,4041096,C.V.T.,VASCULAR SURG,"THROMBOEMBOLECTOMY, VEIN, / ABDOMINALL",0,2,,23256.0
413.0,4041097,C.V.T.,VASCULAR SURG,"THROMBOEMBOLECTOMY, VEIN, / LOWER LIMB",0,2,,18057.6
207.0,4041098,C.V.T.,VASCULAR SURG,"THROMBOEMBOLECTOMY, VEIN, / UPPR LIMB",0,2,,18057.6
414.0,4051001,C.V.T.,THORACIC SURGERY,"ESOPHAGEAL ANASTOMOSIS,  INTRATHORACIC",0,3,,34496.4
415.0,4051002,C.V.T.,THORACIC SURGERY,AORTIC DISSECTION REPAIR    ,0,2,,19380.0
208.0,4051003,C.V.T.,THORACIC SURGERY,AORTIC ROOT ANEURYSM RESECTION- BENTALL PROCEDURE,0,3,,50730.0
416.0,4051004,C.V.T.,THORACIC SURGERY,AORTIC VALVE REPLACEMENT TISSUE RAPID DEPLOYMENT VALVE (IMPLANT NOT INCLUDED),0,3,,54957.5
417.0,4051005,C.V.T.,THORACIC SURGERY,ASCENDING AORTIC ANEURYSM RESECTION,0,3,,50730.0
209.0,4051006,C.V.T.,THORACIC SURGERY,BRONCHOSCOPY / FIBEROPTIC,0,1,,12038.4
418.0,4051007,C.V.T.,THORACIC SURGERY,BRONCHOSCOPY / RIGID,0,1,,14381.099999999999
419.0,4051008,C.V.T.,THORACIC SURGERY,"BYPASS, VASCULAR-AORTO-ILIAC-FEMORAL",0,2,,36525.6
210.0,4051009,C.V.T.,THORACIC SURGERY,"BYPASS, VASCULAR-AORTO-SUBCLAVIAN-CAROTID",0,2,,36525.6
420.0,4051010,C.V.T.,THORACIC SURGERY,"ENDARTERECTOMY, AORTA",0,2,,35511.0
