PC_PRVSRVCODE,PC_PRVSRVDESC,PC_STRTDATE,PC_ORPRICE
MTURO-0001,TESTICULAR BIOPSY,2017-02-02,1380.0
MTURO-0002,VARICOSELECTOMY,2017-02-02,4022.0
MTURO-0004,REPAIR OF FRACTURE PENIS,2017-02-02,5740.0
MTURO-0005,SUPROPELVIC CRYPTOCATH,2017-02-02,1725.0
MTURO-0006,MEATOTOMY AND METOPLASTY,2017-02-02,1725.0
MTURO-0007,MANAGEMENT OF PIAPISM,2017-02-02,5740.0
MTURO-0008,BIL. SUBCOPSULAR ORCHIDECTOMY,2017-02-02,6886.0
MTURO-0009,INCISION FOR TESTICULAR BASCESS,2017-02-02,4022.0
MTURO-0010,TESTICULAR EXPLORATION1,2017-02-02,4594.0
MTURO-0011,PROSTATE HYPERTHERMIA TREATMENT,2017-02-02,4022.0
MTURO-0012,CYSTOSCOPY AND CAUTERY BLADDER,2017-02-02,2870.0
MTURO-0013,VISUAL INT. URETHROTOMY FOR URETHRAL STRICTURE & L,2017-02-02,5740.0
MTURO-0014,CYSTOSCOPY AND DJ INSERTION,2017-02-02,2297.0
MTURO-0015,CYSTOSCOPY AND BLADDER NECK,2017-02-02,4022.0
MTURO-0016,CYSTOSCOPY AND BLADDER WASH OUT,2017-02-02,1725.0
MTURO-0017,CYSTOSCOPY AND BLADDER BIOPSY,2017-02-02,2297.0
MTURO-0018,TRANSRECTAL PROSTATIC NEEDLE  BIOPSY UNR ANA. AND GUIDED ULT,2017-02-02,2297.0
MTURO-0019,COMPLETE URODYNAMIC EVAL. FOR NEUROPATHIC BLADDER,2017-02-02,1725.0
FMLABM0025,GENETIC P-C,2017-02-02,85.0
FMLABM0026,OSMOLALITY (URINE ),2017-02-02,935.0
FMLABM0027,COPPER (SERUM),2017-02-02,870.0
FMLABM0028,FREIDREICH ATAXIA GENETIC STUDY,2017-02-02,6385.0
FMLABM0029,POLYOMA  DETECTION (BKV AND JCV) BY PCR,2017-02-02,4630.0
FMLABM0030,FAMILIAL MEDITERRANEAN FEVER (MEFV),2017-02-02,8585.0
FMLABM0032,FACTOR V LEIDEN (BY PCR),2017-02-02,1865.0
FMLABM0033,HLA FULL TISSUE TYPING,2017-02-02,8000.0
FMLABM0034,RAST - SPECIFIC (8 PANELS),2017-02-02,2815.0
FMLABM0035,TB (MYCO. TUBERCULOSIS) PCR,2017-02-02,2565.0
FMLABM0036,FIBROTEST - ACTITEST,2017-02-02,2645.0
FMLABM0037,ANTI-CCP (CYCLIC CITRULLINATED PEPTIDE),2017-02-02,965.0
FMLABM0038,ANTI-MULLERIAN HORMONE,2017-02-02,865.0
FMLABM0039,PTN 14.3.3,2017-02-02,2485.0
FMLABM0040,HLA  B 27,2017-02-02,2320.0
FMLABM0041,SCL 70 ABS. (SCLERODERMA 70 ABS),2017-02-02,1260.0
FMLABM0042,QUANTITATIVE IMMUNOGLOBULINS (IMMUNONEPHLOMETRIC),2017-02-02,1480.0
FMLABM0043,SAMPLE EXTRACTION FOR NEUROLOGY,2017-02-02,85.0
FMLABM0044,RENIN (ACTIVE),2017-02-02,1220.0
FMLABM0045,ALDOSTERONE (S OR U),2017-02-02,1470.0
FMLABM0047,SOMATOMEDIN C (IGF1),2017-02-02,1855.0
FMLABM0048,"NSE (NEURONE SPECFIC ENOLASE) (S,CSF)",2017-02-02,1585.0
FMLABM0049,ANTI RETICULIN ABS (IGG & IGA),2017-02-02,1300.0
FMLABM0050,THYROID STIMULATING IMMUNOGLOBULIN (TSH RECEPTOR ABS),2017-02-02,1685.0
FMLABM0051,ANTI VGCC (CALCIUM CHANNEL ANTIBODY),2017-02-02,5450.0
FMLABM0052,D-DIMER,2017-02-02,1340.0
FMLABM0053,"BETA 2 MICROGLOBULIN (U, S)",2017-02-02,805.0
FMLABM0054,VALPROIC ACID (DEPAKIN),2017-02-02,675.0
FMLABM0055,CARBAMAZEPINE (TEGRETOL),2017-02-02,675.0
FMLABM0056,RETICULOCYTE COUNT,2017-02-02,225.0
FMLABM0057,ADENOSINE DESAMINASE ( PUNCTURE FLUID),2017-02-02,1855.0
FMLABM0058,CYCLOSPORIN ASSAY,2017-02-02,1260.0
FMLABM0059,RAST SINGLE ALLERGEN (CASEIN),2017-02-02,710.0
FMLABM0060,RAST SINGLE ALLERGEN (GLUTEN),2017-02-02,710.0
FMLABM0061,GENETIC (HB-V),2017-02-02,760.0
FMLABM0062,GENETIC (HC-V),2017-02-02,760.0
FMLABM0063,"TACROLIMUS  (FK506, PROGRAF)",2017-02-02,1070.0
FMLABM0065,ENDOTOXIN IN WATER,2017-02-02,1595.0
FMLABM0066,URINE HEMOCYSTAIN,2017-02-02,1510.0
FMLABM0067,URINE METHIONINE,2017-02-02,2040.0
FMLABM0068,LEVETIRAZETAM,2017-02-02,915.0
FMLABM0069,URINE METABOLIC STUDY,2017-02-02,1375.0
FMLABM0070,INFLUENZA A AB,2017-02-02,400.0
FMLABM0071,ANTI POTASSIUM CHANNEL ANTIBODIES,2017-02-02,2565.0
FMLABM0072,ANTI POTASSIUM CHANNEL ANTIBODIES (SERUM),2017-02-02,1665.0
FMLABM0073,ANTI PLA-2R,2017-02-02,1180.0
FMLABM0074,NEONATAL PHENYL KETONURIA SCREEN,2017-02-02,755.0
FMLABM0075,QUANTIFERON TB GOLD,2017-02-02,1725.0
FMLABM0076,COMPREHENSIVE STOOL ANALYSIS,2017-02-02,1605.0
FMLABM0077,SECRETORY IGA IN STOOL,2017-02-02,640.0
FMLABM0078,HAIR ELEMENTS,2017-02-02,470.0
FMLABM0079,URINE TOXIC AND ESSENTIAL ELEMENTS,2017-02-02,825.0
FMLABM0080,FECAL METALS,2017-02-02,875.0
FMLABM0081,RED BLOOD CELLS ELEMENTS,2017-02-02,1330.0
FMLABM0082,URINE PORPHYRINS,2017-02-02,910.0
FMLABM0083,DNA OXIDATIVE DAMAGE,2017-02-02,830.0
FMLABM0084,GLUTATHIONE IN ERYTHROCYTES,2017-02-02,755.0
FMLABM0085,INTESTINAL PERMIABILITY,2017-02-02,515.0
FMLABM0086,50 G DEXTROSE BEVERAGE,2017-02-02,45.0
FMLABM0087,CSF CELL COUNT,2017-02-02,325.0
FMLABM0088,ECHO VIRUS ABS,2017-02-02,515.0
FMLABM0089,JAK 2 GENE MUTATION (EXON 14),2017-02-02,5710.0
FMLABM0090,BIOTINIDASE ASSAY,2017-02-02,515.0
FMLABM0091,PTH RELATED PROTEIN,2017-02-02,850.0
FMLABM0092,RETICULOCYTE HEMOGLOBIN CONTENT (CHR),2017-02-02,260.0
MTENT-0134,ADENOIDECOTMY BIL. MYRINGOTOMY,2017-02-02,2186.0
MTENT-0139,RADIO FREQUENCY APPLICATION TOTHE TONGUE,2017-02-02,2186.0
FMENT-0138,RADIO FREQ. APPL. TO THE PALAT,2017-02-02,2186.0
FMENTR0002,RADIO FREQUENCY APPLICATION TO,2017-02-02,2186.0
FMENTR0003,RDO. PREQ. APPL. TO THE PALAT],2017-02-02,2186.0
FMENTR0004,RDO. FREQ. APPL. TO THE TONGUE,2017-02-02,2186.0
MTENT-0120,EXCISION OF NASAL ADHESION    BILATERAL,2017-02-02,2250.0
MTENT-0096,CONTROL OF HGE. AFTER ADENOI- DECTOMY OUTSIDE SGH (G.A.),2017-02-02,2297.0
MTENT-0109,CONTROL OF HGE. AFTER TONS.   OUTSIDE SGH (L.A.),2017-02-02,2297.0
MTENT-0133,ADENOIDETOMY & MYRINGOTOMY +  GROMMETS INSERTION UNILAT,2017-02-02,2409.0
FMENTP3009,LASER EXCISSION OR LINGUAL,2017-02-02,2414.0
FMENTM0001,CONDYLECTOMY,2017-02-02,2414.0
MTENT-0064,CONTROL OF EPISTAXSIS BY ANT. & POST. PACK (G.A.),2017-02-02,2419.0
FMENTN2057,LASER APPLIC.TO INFER.TURBINA-,2017-02-02,2536.0
FMENTK0003,EXCISION OF THYROGLOSSAL CYST,2017-02-02,2536.0
FMENTN2047,SUBMUCOUS RESECTION OF SEPTUM,2017-02-02,2536.0
FMENTP2011,TONSILLECTOMY FOR BENIGN TUMOR,2017-02-02,2536.0
FMENTP2017,EXCISION OF VALLECULAR CYST,2017-02-02,2536.0
FMENTN2022,TURBINECTOMY - TOTAL,2017-02-02,2536.0
FMENTN2027,PERNASAL REMOVAL OF POLYPI -,2017-02-02,2536.0
FMENTO0004,REPAIR OF PARTIAL CLEFT PALATE,2017-02-02,2536.0
FMENTN0003,NASOVESTIBULAR CYST,2017-02-02,2536.0
FMENTD0009,LASER BIOSY ANY ORGAN,2017-02-02,2536.0
FMENTP2006,INCISION & DRAINAGE OF PARA-,2017-02-02,2536.0
FMENTN2060,ENDOS.MIDDLE MEATUS AUTROS(BIL,2017-02-02,2536.0
FMNUM-2000,ADDITIONAL FEE FOR COMPLICATED,2017-02-02,1268.0
EXNEU-0005,EPIDURAL INJECTION,2017-02-02,637.0
FMNEU-0014,ACRYLIC MATERIALS,2017-02-02,642.0
FMNEU-0031,AV MALFORMATION OF BRAIN & SPINAL CORD,2017-02-02,7602.0
FMNEU-0034,INJECTION OF PROLAPSED DISC,2017-02-02,2536.0
FMNEU-0035,CHYMOPAPAIN AMP INJECTION-EACH,2017-02-02,2924.0
FMNEU-0041,RE-FILLING WITH WATER SALINE,2017-02-02,642.0
FMNEU-0063,SMALL DRESSING,2017-02-02,48.0
FMNEU-0064,BIG DRESSING,2017-02-02,75.0
FMNEU-0065,REMOVAL OF SUTURE,2017-02-02,43.0
FMNEU-0066,COLCHICINE THERAPY ONE DOSE,2017-02-02,388.0
FMNEU-0067,COLCHICINE THERAPY TWO DOSES,2017-02-02,770.0
FMNEU-0068,COLCHICINE THERAPY THREE DOSES,2017-02-02,1268.0
FMNEU-0074,STYKER BED O.R. USE PER DAY,2017-02-02,642.0
FMNEU-0075,STYKER BED WARD USE PER DAY,2017-02-02,128.0
FMNEU-0087,LOCAL INJ. - PAINFUL POINT,2017-02-02,70.0
FMNEU-0088,CHEMICAL RHIZOTOMY,2017-02-02,2414.0
FMNEU-0109,INTRATHECAL BACLOFEN,2017-02-02,1152.0
FMNEU-0111,TRIGEMINAL RHIZOTOMY PERCAUTE NOUS,2017-02-02,5061.0
FMNEU-0153,FILLING OF PUMP,2017-02-02,546.0
FMNEU-0163,DBS ADJUSTMENT,2017-02-02,546.0
FMNEU-0164,FF-UP DBS ADJUSTMENT,2017-02-02,329.0
FMNEU-9000,C.P. PROGRAM - 2 SESSION (P.D),2017-02-02,245.0
MTNEU-0001,CARPAL TUNNEL RELEASE,2017-02-02,2870.0
MTNEU-0002,LUMBAR FUNCTURE,2017-02-02,260.0
MTNEU-0003,NERVE BIOPSY L.A.,2017-02-02,807.0
MTNEU-0004,MUSCLE BIOPSY L.A.,2017-02-02,807.0
MTNEU-0005,DRESSING MAJOR,2017-02-02,117.0
MTNEU-0006,DRESSING MODERATE,2017-02-02,64.0
MTNEU-0007,DRESSING MINOR,2017-02-02,38.0
MTNEU-0008,EPIDURAL INJECTION1,2017-02-02,578.0
MTNEU-0009,REMOVAL OF SHUNT,2017-02-02,578.0
MTNEU-0010,REVISION OF SHUNT,2017-02-02,1725.0
MTNEU-0011,SKULL OSTEOMA,2017-02-02,2297.0
MTNEU-0012,SUBCAUTENOUS NEUROFIBROMA,2017-02-02,1152.0
MTNEU-0013,TARSAL TUNNEL,2017-02-02,2870.0
MTNEU-0014,ADDITIONAL FEE FOR COMPLICATED CASE,2017-02-02,546.0
MTNEU-0015,STEREOTATIC RHIZOTOMY,2017-02-02,2186.0
FMNBD-0001,"NICU I 24 HRS. (VENT.,P-OXIMET ER CAR. MON. O2, INCUBATOR)",2017-02-02,1932.0
FMNBD-0002,"NICU II 24 HRS.(INCUBATOR,     P-OXIMETER, C. MON. O2+HOOD)",2017-02-02,1332.0
FMNBD-0003,TICU(INCUBATOR MONITOR OXYGEN),2017-02-02,308.0
FMNBD-0004,BORROW.OF P.INCUBATOR/VENTILA- TOR,2017-02-02,1210.0
FMNBD-0005,JAUNDICE METER,2017-02-02,43.0
FMNBD-0006,BABY NAME BOOK,2017-02-02,64.0
NBD-ROOM,USE OF FACILITIES,2017-02-02,170.0
EXOBG-0001,EXAMINATION UNDER G.A.,2017-02-02,605.0
EXOBG-0012,LABIAL CYST EXCISION G.A.,2017-02-02,329.0
FMOBG-0001,REFFERAL FROM OTHER DOCTOR-OP,2017-02-02,78.0
FMOBG-0002,ULTRASOUND SCAN WITH PHOTO,2017-02-02,122.0
FMOBG-0003,CRYO CAUTERY,2017-02-02,245.0
FMOBG-0004,INSERTION OF I.U.D.,2017-02-02,287.0
FMOBG-0005,COLPOSCOPIC EXAMINATION,2017-02-02,122.0
FMOBG-0006,COLPOSCOPIC EXAM. & PHOTO,2017-02-02,181.0
FMOBG-0007,PROCTOSCOPY,2017-02-02,308.0
FMOBG-0008,COLPOSCOPY W/BIOPSY VAGINAL TREATMENT,2017-02-02,356.0
FMOBG-0009,EPIDURAL ANALGESIA,2017-02-02,971.0
FMOBG-0016,ANTENATAL (CTG)MONITORING/HR,2017-02-02,122.0
FMOBG-0017,MANUAL REMOVAL OF PLACENTA,2017-02-02,610.0
FMOBG-0021,DILATATION & CURETTAGE,2017-02-02,1210.0
FMOBG-0023,TERMINATION OF PREGNANCY_,2017-02-02,1210.0
FMOBG-0048,REMOVAL OF INCERCLAGE  SUTURE,2017-02-02,489.0
FMOBG-0053,EXCISN OR MARSUPIALIZATION OF BARTHOLIN CYST,2017-02-02,971.0
FMOBG-0063,OVUM PROCESSING,2017-02-02,610.0
FMOBG-0064,EMBRYO TRANSFER,2017-02-02,610.0
FMOBG-0065,A.I.H.,2017-02-02,308.0
FMOBG-0066,SEMEN WASH & SWIM UP,2017-02-02,245.0
FMOBG-0067,PRE & POST-NATAL PROGRAM TEN   EXAM W/OUT PROCEDURE,2017-02-02,489.0
FMOBG-0068,PRE-NATAL PROGRAM 6 SESSION,2017-02-02,308.0
FMOPTE0020,PHOTOTHERAPEUTIC KERATOPLASTY FOR CORNEAL OPILITY/,2017-02-02,1268.0
FMOPTF0009,SECONDARY IMPLANT,2017-02-02,3173.0
FMOPTH0008,LASER FOR RETINOPATHY 1 SETTING,2017-02-02,1533.0
FMOPTH0009,LASER FOR RETINOPATHY 2 SETTING,2017-02-02,1905.0
FMOPTH0010,LASER FOR RETINOPATHY 3 OR> SETTING,2017-02-02,3173.0
FMOPTH0012,LASER IRIDOTOMY,2017-02-02,3062.0
FMOPTH0013,LASER CAPSULECTOMY,2017-02-02,3062.0
FMOPTK0009,ARTIFICIAL EYE REFORM OR SHELL,2017-02-02,770.0
MTOPT-0001,INCISION OF SYTE,2017-02-02,128.0
MTOPT-0002,EXCISION OF CHALAZION (SMALL),2017-02-02,260.0
MTOPT-0003,EXCISION OF CHALAZION (MEDIUM),2017-02-02,590.0
MTOPT-0004,EXCISION OF CHALAZION (BIG),2017-02-02,388.0
MTOPT-0005,PICKING OF P.T.DS. (ONE EYE),2017-02-02,260.0
MTOPT-0007,EYE LASHES ELECTROLYSIS (BOTH EYE),2017-02-02,202.0
MTOPT-0008,SUTURE REMOVAL,2017-02-02,128.0
MTOPT-0009,CORRECTION OF ENTROPION,2017-02-02,2297.0
MTOPT-0010,TASORRHOPY,2017-02-02,2297.0
MTOPT-0011,PTOSIS OPERATION,2017-02-02,5740.0
MTOPT-0012,REMOVAL OF CORNEAL FOREIGN BODY,2017-02-02,128.0
MTOPT-0013,ECTROPION,2017-02-02,2297.0
MTOPT-0014,PTERYGIUM OPERATION,2017-02-02,2297.0
MTOPT-0015,PTERYGIUM REMOVAL+B RADIATION,2017-02-02,2297.0
MTOPT-0016,REPAIR OF CONJUCTIVAL LACERATION,2017-02-02,260.0
MTOPT-0017,BIOPSY OF CONJUNCTIVA,2017-02-02,642.0
MTOPT-0018,REMOVAL OF CONJUNCTIVA CYST,2017-02-02,1152.0
MTOPT-0019,CYCLOCRYOTHERAPY,2017-02-02,2870.0
MTOPT-0020,PROBING OF NASOLACRIMAL DUCT,2017-02-02,128.0
MTOPT-0021,MINOR LID LACERATION,2017-02-02,2297.0
MTOPT-0023,REMOVAL OF MULTIPLE CONJUNTIVA,2017-02-02,202.0
MTOPT-0024,REMOVAL OF EMBEDED FOREIGN BODY,2017-02-02,388.0
MTOPT-0025,REMOVAL OF RECURRENT PETERYGIUM,2017-02-02,3443.0
MTOPT-0026,EXCISION OF PETERYGIUM WITH GRAFT,2017-02-02,4594.0
MTOPT-0027,MUCOUS MEMGRAFTING/TRICHIASIS,2017-02-02,3443.0
MTOPT-0028,DACROSYSTECTOMY,2017-02-02,3443.0
MTOPT-0029,FONTUS EXAMINATION (G.A),2017-02-02,420.0
MTOPT-0030,XANTHALASMA FOR 1 LID,2017-02-02,578.0
MTOPT-0031,DRESSING FOR ONE EYE,2017-02-02,64.0
MTOPT-0032,SUTURE OF CUT WOUND 1 STETCH,2017-02-02,117.0
MTOPT-0033,EYE LID ELECTORLYSIS BOTH EYES,2017-02-02,260.0
MTOPT-0034,EYE LID ELECTROLYSIS ONE EYE,2017-02-02,128.0
MTOPT-0035,ONE EYE LID MOLLS CYST ONE EYE,2017-02-02,234.0
FMORW-0087,HIP ORTH.BOTH SIDES FIX.TAB.ST WITH COVER AND WHEEL,2017-02-02,2525.0
FMORW-0088,CORRECTION OF HEAL 1 CM,2017-02-02,70.0
FMORW-0089,CORRECTION OF SHOE,2017-02-02,70.0
FMORW-0090,CASH BRACE SMALL,2017-02-02,828.0
FMORW-0091,CASH BRACE MEDIUM,2017-02-02,955.0
FMORW-0092,CASH BRACE LARGE,2017-02-02,1205.0
FMORW-0093,ORTHOPAEDIC SHOES (ONE PAIR),2017-02-02,637.0
FMORW-0094,ARCH SUPPORT WITH LEATHER,2017-02-02,260.0
FMORW-0095,FOREARM SLAB W/O COVER,2017-02-02,260.0
FMORW-0096,FOREARM SLAB WITH COVER,2017-02-02,324.0
FMORW-0097,ABOVE ELBOW ORTHO. W/O COVER,2017-02-02,324.0
FMORW-0098,ABOVE ELBOW ORTHO. W/ COVER,2017-02-02,388.0
FMORW-0099,THUMB AND FINGER ORTHOSIS,2017-02-02,202.0
FMORW-0100,BEL.KNEE ORT.UPTO 3YRS W/O COV,2017-02-02,388.0
FMORW-0101,BEL.KNEE ORTHO.UPTO 3YRS W/COV,2017-02-02,452.0
FMORW-0102,BEL.KNEE ORTHO.3-10 YRS W/COV.,2017-02-02,509.0
FMORW-0103,BEL.KNEE ORT.UP 10YRS W/O COV.,2017-02-02,637.0
FMORW-0104,BEL.KNEE ORT.UP 10 YRS W/COVER,2017-02-02,765.0
FMORW-0105,ABOVE KNEE ORTH. 3 YRS W/O COV,2017-02-02,886.0
FMORW-0106,ABOVE KNEE ORT. 3-10YRS W/ COV,2017-02-02,578.0
FMORW-0107,ABOVE KNEE ORT.3-10YRS W/O COV,2017-02-02,637.0
FMORW-0108,ABOVE KNEE ORT.3-10YRS W/COVER,2017-02-02,637.0
FMORW-0109,G-II UNLOADER OA KNEE BRACE,2017-02-02,12880.0
FMORW-0110,G-II UNLOADER ADJ KNEE BRACE,2017-02-02,12880.0
FMORW-0112,EXERCISE HAND SPLINT,2017-02-02,578.0
FMORW-0113,PELVIC-THIGH ORTHOSIS - SMALL,2017-02-02,2786.0
FSALA-F004,NEW YORK CUT (SIRLOIN) STEAK  GRILLED TO PERFECTION W. VEGS.,2017-02-02,60.0
FSALA-F005,"VEAL MEDALLION ""ALAN"" - TENDERVEAL MEDALLION,W.CR.MUSHR.SAUC",2017-02-02,70.0
FSALA-F006,CHICKEN A LA KIEV - GARLIC    BUTTER STUFFED CHICKEN BREASTS,2017-02-02,45.0
FSALA-F007,MIGNON AU POIVRE - TENDER     FILLET STEAK W. BL.PEPR.SAUCE,2017-02-02,70.0
FSALA-F009,"PAN FRIED RIVER TROUT W.ALMOND& LEMON, W. OLIVETTE POTATOES",2017-02-02,35.0
FSALA-G001,DAJAJ LAYMOUN - GRILLED       CHICKEN W. LEMON & ONIONS,2017-02-02,25.0
FSALA-G002,"SHISH KABAB - LAMB FILLET,    MARINATED,ON SKEWR,RICE ORIENT",2017-02-02,35.0
FSALA-G003,"KUFTA KABAB                   MINCED LAMB,GRILLED,ON SKEWER",2017-02-02,30.0
FSALA-G004,"SHISH TAWOK - GRILLED SKEWEREDCHICKEN W. GREEN PEPPERS,ONION",2017-02-02,30.0
FSALA-G005,SAMAK KABSAT - GRILLED        MARINATED HAMOUR W.SAFFRON RIC,2017-02-02,35.0
FSALA-G006,"RAISH GHANAM - CUTLETS OF LAMBW.GARLIC & LEMON, W. VEGETABLE",2017-02-02,35.0
FSALA-G007,"MACHIWAT MUSHAKALA - GRIL.LAMBCUTLET,KOFTA,KABAB,LIVER,CHICK",2017-02-02,45.0
FSALA-H001,BEEF GOULASH,2017-02-02,35.0
FSALA-H002,VEAL PAICKTA,2017-02-02,40.0
FSALA-H003,TURKEY ALA KING,2017-02-02,40.0
FSALA-H004,EMINCE DE BEEF,2017-02-02,30.0
FSALA-H005,FISH FILLET OF SEABASS,2017-02-02,40.0
FMENDE0080,USE OF WALL STENT,2017-02-02,6900.0
FMENDE0081,ENDOSCOPIC MUCOSAL RESECTION <2CM,2017-02-02,4600.0
FMENDE0082,ENDOSCOPIC MUCOSAL RESECTION >2CM,2017-02-02,6900.0
FMENDE0083,ENDOSCOPIC SUBMUCOSAL DISSECTON <2CM,2017-02-02,9200.0
FMENDE0084,ENDOSCOPIC SUBMUCOSAL DISSECTION >2CM,2017-02-02,11500.0
HCCAR-0001,E. C.  G.,2017-02-02,260.0
HCEGD-0001,BASIC PHYSIOTHERAPY - 3 SESSIONS,2017-02-02,1975.0
HCEGD-0002,BASIC PHYSIOTHERAPY - 6 SESSIONS,2017-02-02,3555.0
HCEGD-0003,BASIC PHYSIOTHERAPY - 12 SESSIONS,2017-02-02,6820.0
HCENDE0063,GASTROSTOMY TUBE INSERTION,2017-02-02,2415.0
HCERD-0001,HOME VISIT I,2017-02-02,1000.0
HCERD-0002,HOME VISIT  II,2017-02-02,2000.0
HCERD-0003,HOME VISIT  III,2017-02-02,3000.0
HCHCS-0001,BLOOD COLLECTION,2017-02-02,150.0
HCHCS-0002,CATHETERIZATION (ADULT),2017-02-02,365.0
HCHCS-0003,COLD - COMPRESS,2017-02-02,150.0
HCHCS-0004,CREPE BANDAGE FOR SPRAIN 1V,2017-02-02,110.0
HCHCS-0005,CREPE BANDAGE FOR SPRAIN 2V,2017-02-02,220.0
HCHCS-0006,CULTURE COLLECTION,2017-02-02,150.0
HCHCS-0007,DRESSING LARGE / DIFF AREAS,2017-02-02,715.0
HCHCS-0008,DRESSING LARGE / ONE AREA,2017-02-02,295.0
HCHCS-0009,DRESSING LARGE (BURN),2017-02-02,505.0
HCHCS-0010,DRESSING - MEDIUM,2017-02-02,220.0
HCHCS-0011,DRESSING MEDIUM(BURN),2017-02-02,365.0
HCHCS-0012,DERSSING OF THE EYE,2017-02-02,125.0
HCHCS-0013,DRESSING ORDINARY,2017-02-02,150.0
HCHCS-0014,DRESSING SMALL (BURN),2017-02-02,220.0
HCHCS-0015,DRESSING - SMALL,2017-02-02,110.0
HCHCS-0016,DRESSING & DEBRIDEMENT,2017-02-02,505.0
HCHCS-0017,GLUCO TEST W/ ONE TOUCH,2017-02-02,75.0
HCHCS-0018,ICE PACK,2017-02-02,150.0
HCHCS-0019,IM - INJECTION,2017-02-02,75.0
HCHCS-0020,INJECTION OF DRUG,2017-02-02,75.0
HCHCS-0021,INJECTION OF DRUG W/ INFU,2017-02-02,220.0
HCHCS-0022,INTRAVENOUS THERAPY INFUSION,2017-02-02,220.0
HCHCS-0023,IV - INJECTION,2017-02-02,75.0
HCHCS-0024,IV INSERTION PROCEDURE ONLY,2017-02-02,150.0
HCHCS-0025,IV INSERTION+FLUID,2017-02-02,220.0
HCHCS-0026,SUB.CUT.INJECTION,2017-02-02,75.0
HCHCS-0027,ENEMA CLEANSING,2017-02-02,150.0
HCHCS-0028,ENEMA FLEET(PEDIATRIC) (ADULT),2017-02-02,150.0
HCHCS-0029,VACCINATION,2017-02-02,95.0
HCHCS-0030,ENDOTRACHEAL SUCTIONING,2017-02-02,150.0
HCHCS-0031,FINGER - SPLINT,2017-02-02,110.0
HCHCS-0032,GASTRIC LAVAGE W / N.G.T,2017-02-02,435.0
HCHCS-0033,GASTRIC TUBE REPLACEMENT,2017-02-02,295.0
HCHCS-0034,MINOR PROCEDURE,2017-02-02,75.0
HCHCS-0035,MEDIUM PROCEDURE,2017-02-02,365.0
HCHCS-0036,MAJOR PROCEDURE,2017-02-02,715.0
FMADM-0080,PHOTOCOPY FOR 80 PAGES,2017-02-02,10.0
FMCTS-0023,EXTERNAL PACE-MAKER,2017-02-02,5465.0
FMCTS-0026,ONE-WAY VALVE FOR CHEST TUBE  (HEIMLICH'S VALVE),2017-02-02,165.0
FMCTS-0027,DIAGNOSTIC ASPIRATION,2017-02-02,346.0
FMCTS-0045,ASPIRATION BIOPSY,2017-02-02,346.0
FMCTSS0001,CHEST TUBE INSERTION,2017-02-02,2870.0
FMCTSS0002,GAUZE FIXATION OF FLAIL CHEST,2017-02-02,2297.0
FMCTSS0004,INTERCOSTAL NERVE BLOCK,2017-02-02,1152.0
FMCTSS0005,CHEMICAL PLEUROCTESIS,2017-02-02,2297.0
FMCTSS0009,DIAGNOSTIC RIGID BRONCHOSCOPY,2017-02-02,3443.0
FMCTSS0010,THERAPEUTIC RIGID BRONCHOSCOPY,2017-02-02,4022.0
FMCTSS0011,DIAG. RIGID OESOPHAGOSCOPY,2017-02-02,2297.0
FMCTSS0012,THERA. RIGID OESOPHAGOSCOPY,2017-02-02,2870.0
FMCTSS0013,NEEDLE LUNG BIOPSY,2017-02-02,2297.0
FMCTSS0014,NEEDLE PLEURAL BIOPSY,2017-02-02,2297.0
FMCTSS0015,THORACENTESIS,2017-02-02,1725.0
FMCTSS0018,PERICARDIOTHENTESIS,2017-02-02,2870.0
FMCTSS0023,SMALL DRESSING,2017-02-02,27.0
FMCTSS0024,MEDIUM DRESSING,2017-02-02,38.0
FSEXTR-114,SGH ANNIV. CAKE FOR 100 PERSON,2017-02-02,775.0
FSEXTR-115,SYMPOSIUM PER PERSON (VIP),2017-02-02,165.0
FSEXTR-116,STAFF BREAKFAST FOR A MONTH,2017-02-02,100.0
FSEXTR-117,STAFF LUNCH FOR A MONTH,2017-02-02,165.0
FSEXTR-118,STAFF DINNER FOR A MONTH,2017-02-02,165.0
FSEXTR-119,SYMPOSIUM PER PERSON (VIP),2017-02-02,110.0
FSEXTR-200,TEA,2017-02-02,5.0
FSEXTR-201,NESCAFE,2017-02-02,5.0
FSEXTR-202,TURKISH COFEE,2017-02-02,5.0
FSEXTR-203,HOT OR COLD MILK,2017-02-02,5.0
FSEXTR-204,FRESH ORANGE OR LEMON,2017-02-02,5.0
FSEXTR-205,MINERAL WATER 1.1,2017-02-02,2.0
FSEXTR-206,EVIAN,2017-02-02,5.0
FSEXTR-207,"PEPSI,MERINDA,TEEM & 7-UP",2017-02-02,5.0
FSEXTR-208,NOR ALCOHOLIC BEER,2017-02-02,5.0
FSEXTR-209,"TEA, COFFEE & SOFTDRINK-STAFF",2017-02-02,1.0
FSEXTR-210,CAPUCCINO (PATIENT),2017-02-02,5.0
FSEXTR-211,CAPUCCINO (STAFF),2017-02-02,5.0
FSEXTR-212,KETSUP SMALL,2017-02-02,10.0
FSEXTR-213,KETSUP BIG,2017-02-02,10.0
FSEXTR-214,HOT SAUCE,2017-02-02,5.0
FSEXTR-215,CHOCOLATE BOWL,2017-02-02,5.0
FSEXTR-300,BLACK FOREST CAKE,2017-02-02,10.0
FSEXTR-301,ALMOND CAKE,2017-02-02,10.0
