Department,Service Code,Service Description,Final Price,Type,NPHIES Code (Hyphenated )
Ophthalmology,FMOPT-4104,PHOTOREFRACTIVE KERATECTOMY [P.R.K.] (ONE EYE),7500.0,PKG,42810-00-01
Ophthalmology,FMOPT-4105,HOLMIUM THERMOKERATOPLASTY LTK,7000.0,PKG,90064-00-01
Ophthalmology,FMOPT-4106,MYOPIC REPAIR SECOND STAGE,2340.0,PKG,426350001
Ophthalmology,FMOPT-4107,IRS CLAW PHAKIC (IOL),16200.0,PKG,427130001
Ophthalmology,FMOPT-4108,PRK WITH MKM (DISK FLAP),9420.0,PKG,90063-00-01
Ophthalmology,FMOPT-4109,ANTERIOR CHAMBER – PHAKIK IOL,15420.0,PKG,42743-00-01
Ophthalmology,FMOPT-4110,POSTERIOR CHAMBER – PHAKIK IOL,13800.0,PKG,42703-00-01
Ophthalmology,FMOPT-4111,EXTRACAPSULAR CLEAR LENS H.M.,11400.0,PKG,42698-08-01
Ophthalmology,FMOPT-4112,EXTRACAPSULAR CL. LENS+IOL H.M.,12600.0,PKG,42698-08-01
Ophthalmology,FMOPT-4113,EXTRACAPSULAR C. LENS+IOL HYPE,12600.0,PKG,42698-08-01
Ophthalmology,FMOPT-4114,HYPEROPIC KERATOMIL. HKM - HALK,10500.0,PKG,90064-00-01
Ophthalmology,FMOPT-4115,PHOTO. KERA. ASTIGM.-PAK VISX,10000.0,PKG,90063-00-01
Ophthalmology,FMOPT-4116,INTACS ICRS (ONE RING),8000.0,PKG,42672-00-01
Ophthalmology,FMOPT-4117,INTACS ICRS (TWO RINGS),10000.0,PKG,42672-00-01
Ophthalmology,FMOPT-4118,MYORING CORNEAL RING,9450.0,PKG,42672-00-01
Ophthalmology,FMOPT-4119,CORNEAL RING REMOVAL (DONE OUTSIDE),3000.0,PKG,42644-04-01
Ophthalmology,FMOPT-4121,ICL PHAKIC LENS,6500.0,PKG,42698-06-01
Ophthalmology,FMOPT-4122,ARTISAN PHAKIC LENS,8400.0,PKG,42701-00-01
Ophthalmology,FMOPT-4123,TORIC ICL PHAKIC LENS,8500.0,PKG,42701-00-01
Ophthalmology,FMOPT-4124,FERRARA ICRS (ONE RING),7000.0,PKG,90067-00-01
Ophthalmology,FMOPT-4125,FERRARA ICRS (TWO RINGS),8500.0,PKG,90067-00-02
Ophthalmology,FMOPT-4126,INTACS SK (TWO RING),10000.0,PKG,90067-00-02
Ophthalmology,FMOPT-4127,REFRACTIVE LENS EXCHANGE,10000.0,PKG,42707-00-01
Ophthalmology,FMOPT-4128,INTACS SK CORNEAL RING,8000.0,PKG,90067-00-01
Ophthalmology,FMOPT-4129,CATARACT EXTRACTION,13800.0,PKG,14901286
Ophthalmology,FMOPT-4130,CATARACT EXTRACTION-I.O.L.,15000.0,PKG,14901286
Ophthalmology,FMOPT-4131,SECONDRY I.O.L. IMPLANTATION,13800.0,PKG,42701-00-01
Ophthalmology,FMOPT-4132,CATARACT EXTRACTION + TRABECULECTOMY,16200.0,PKG,42698-06-01
Ophthalmology,FMOPT-4133,CATARACT EXTRACTION + IOL + TRABECULECTOMY,18600.0,PKG,42698-06-01
Ophthalmology,FMOPT-4134,REMOVAL OF I.O.L. (IMPLANTED INSIDE),6300.0,PKG,42704-00-01
Ophthalmology,FMOPT-4135,REMOVAL OF I.O.L. (IMPLANTED OUTSIDE),11820.0,PKG,42704-00-01
Ophthalmology,FMOPT-4136,SURGICAL POST. CAPSULOTOMY (DONE INSIDE),4620.0,PKG,14914314
Ophthalmology,FMOPT-4137,SURGICAL POST. CAPSULOTOMY (DONE OUTSIDE),8220.0,PKG,42734-01-01
Ophthalmology,FMOPT-4138,CATARACT EXTRACTION + IOL + KERATOPLASTY,25200.0,PKG,42698-06-01
Ophthalmology,FMOPT-4139,SECONDRY IOL+KERATOPLASTY,24000.0,PKG,42701-00-01
Ophthalmology,FMOPT-4140,GLAUCOMA EXTRACTION,11820.0,PKG,42746-04-01
Ophthalmology,FMOPT-4141,GLAUCOMA EXTRACTION + CATARACT EXTRACTION + IOL,18000.0,PKG,42698-08-01
Ophthalmology,FMOPT-4142,CYCLOCRYOPEXY,9420.0,PKG,42806-00-01
Ophthalmology,FMOPT-4143,RETROBULBAR ALCOHOLIC INJ.,1080.0,PKG,42824-00-01
Ophthalmology,FMOPT-4144,SURGICAL P.I. OR S.I.,9000.0,PKG,42764-04-01
Ophthalmology,FMOPT-4145,GLAUCOMA EXT.+MOLTENO TUBE,13200.0,PKG,42698-08-01
Ophthalmology,FMOPT-4146,HOLMIUM LASER FOR GLAUCOMA (ONE EYE),6600.0,PKG,42782-00-01
Ophthalmology,FMOPT-4147,GLAUCOMA EXT.+OPTOMIDE,18000.0,PKG,42698-08-01
Ophthalmology,FMOPT-4148,LOCALIZED RETINAL DETACHMENT,19200.0,PKG,90079-00-01
Ophthalmology,FMOPT-4149,TOTAL RETINAL DETACHMENT,21600.0,PKG,90079-00-02
Ophthalmology,FMOPT-4150,PARSPLANA VITRECTOMY,20400.0,PKG,42725-00-01
Ophthalmology,FMOPT-4151,PARSPLANA VITRECTOMY+SCLERAL BUCKLE,21600.0,PKG,42725-00-01
Ophthalmology,FMOPT-4152,PARSPLANA VITRECTOMY+RETINAL DETACHMENT,21600.0,PKG,42725-00-01
Ophthalmology,FMOPT-4153,PARSPLANA LENSECTOMY VITRECTOMY+RETINAL DETACHMENT + SCLERAL BUCKLE,23400.0,PKG,42725-00-02
Ophthalmology,FMOPT-4154,PARSPLANA LENSECTOMY+VIT,21600.0,PKG,42725-00-01
Ophthalmology,FMOPT-4155,PARSPLANAVITRECTOMY+IOFB+RETINAL DETACHMENT + SCLERAL BUCKLE,23400.0,PKG,42725-00-02
Ophthalmology,FMOPT-4156,PARSPLANA LEN+VIT+IOL,23400.0,PKG,42725-00-02
Ophthalmology,FMOPT-4157,PARSPLANA LEN+VIT+SCL. BUCK +IOL,24000.0,PKG,42725-00-02
Ophthalmology,FMOPT-4158,RETINAL CRYOPEXY,7200.0,PKG,42809-00-01
Ophthalmology,FMOPT-4159,PNEUMATIC RETINOPEXY,13800.0,PKG,14928559
Ophthalmology,FMOPT-4160,RETINAL PHOTOCOAGULATION ONE SETTING,3000.0,PKG,42809-01-01
Ophthalmology,FMOPT-4161,RETINAL PHOTOCOAGULATION TWO SETTING,4620.0,PKG,42809-01-02
Ophthalmology,FMOPT-4162,RETINAL PHOTOCOAGULATION THREE SETTING OR MORE,5700.0,PKG,90079-00-02
Ophthalmology,FMOPT-4163,REMOVAL OF EPIRETINAL MEMBRANCE (ERM REMOVAL),19200.0,PKG,42719-01-01
Ophthalmology,FMOPT-4164,SILICON OIL,13800.0,PKG,42815-00-01
Ophthalmology,FMOPT-4165,PARSPLANA VITRECTOMY+ERM,21600.0,PKG,42725-00-01
Ophthalmology,FMOPT-4166,PARSPLANA LENS+VIT.+IOL+ERM,24600.0,PKG,42725-00-01
Ophthalmology,FMOPT-4167,PPLV+IOL,23400.0,PKG,42725-00-01
Ophthalmology,FMOPT-4168,SQUINT REPAIR (ONE OR BOTH EYES),10620.0,PKG,42833-01-00
Ophthalmology,FMOPT-4169,SECOND STAGE SQUINT REPAIR (ONE OR BOTH EYES),5760.0,PKG,42833-00-00
Ophthalmology,FMOPT-4170,YAG LASER POST. CAPSULOTOMY (DONE INSIDE),2280.0,PKG,42734-01-01
Ophthalmology,FMOPT-4171,YAG LASER POST. CAPSULOTOMY (DONE OUTSIDE),4620.0,PKG,42734-01-01
Ophthalmology,FMOPT-4172,LASER PERIPHERAL IREDECTOMY,5100.0,PKG,42764-04-01
Ophthalmology,FMOPT-4173,LASER TRABECULOPLASTY,7020.0,PKG,42782-00-01
Ophthalmology,FMOPT-4174,PHOTOTHERAPEUTIC KERATECTOMY (P.T.K.) ONE EYE,9000.0,PKG,90063-00-01
Ophthalmology,FMOPT-4175,PHOTO. KERA. ASTIGM - PAK VIZX,9000.0,PKG,42810-00-01
Ophthalmology,FMOPT-4176,INDIRECT LASER TREATMENT FOR RETINAL ABNORMALITIES - ONE EYE,8400.0,PKG,42809-00-01
Ophthalmology,FMOPT-4177,ANTERIOR CHAMBER WASH,9000.0,PKG,42743-00-01
Ophthalmology,FMOPT-4178,CORNEA,9000.0,PKG,90066-00-01
Ophthalmology,FMOPT-4179,LENS INTRAOCULAR LENS,900.0,PKG,42701-00-01
Ophthalmology,FMOPT-4180,CORNIAL RING,9000.0,PKG,90067-00-01
Ophthalmology,FMOPT-4181,CONJUNCTIVAL REVISION,5820.0,PKG,90093-00-01
Ophthalmology,FMOPT-4182,CONJUNCTIVAL REVISION (INSIDE HOSPITAL),2940.0,PKG,90093-00-01
Ophthalmology,FMOPT-4183,GLUOCOMA CYCLO PHOTO – COAGULATION ( CBC),5820.0,PKG,42770-00-01
Ophthalmology,FMOPT-4184,GLUOCOMA EXT+ DRANG IMPLANT,14400.0,PKG,42698-08-01
Ophthalmology,FMOPT-4185,IOL REPOSITIONING ( INSIDE HOSPITAL),2700.0,PKG,42704-01-01
Ophthalmology,FMOPT-4186,IOL REPOSITIONING ( OUTSIDE HOSPITAL ),7500.0,PKG,42704-01-01
Ophthalmology,FMOPT-4187,SIMPLE RETINAL DETACHMENT,11100.0,PKG,90079-00-01
Ophthalmology,FMOPT-4188,VITEROUS WASH OUT,11100.0,PKG,42740-00-01
Ophthalmology,FMOPT-4189,GLAUCOMA EXTRACTION SURGERY + SECANRY (IOL),14400.0,PKG,42698-08-01
Ophthalmology,FMOPT-4191,OUTOLOJUS GAS BLOOD INJECTION (OUTSIDE HOSPITAL),2700.0,PKG,13706-07-00
Ophthalmology,FMOPT-4192,OUTOLOJUS BLOOD INJECTION ( INSIDE HOSPITAL ),960.0,PKG,13706-07-00
Ophthalmology,FMOPT-4193,CH-DRAINAGE ( INSIDE HOSPITA ),1980.0,PKG,42569-00-01
Ophthalmology,FMOPT-4194,CH- DRANIAGE ( OUTSIDE HOSPITAL),5820.0,PKG,42569-00-01
Ophthalmology,FMOPT-4195,GRAFT REPLACMENT (INHOSPITAL),9000.0,PKG,42653-00-01
Ophthalmology,FMOPT-4197,AMNIOTIC MEMBRANE GRAFT,15000.0,PKG,42641-00-01
Ophthalmology,FMOPT-4200,ANTERIOR CHAMBER REFORMATION POST OPERATIVE (INSIDE HOSPITAL),2700.0,PKG,42743-00-01
Ophthalmology,FMOPT-4201,ANTERIOR CHAMBER REFORMATION POST OPERATIVE (OUTSIDE HOSPITAL),5820.0,PKG,42743-00-01
Orthopedics,ORT-0040,Achilles Tendon Length,7485.0,PKG,49821-00-00
Orthopedics,ORT-0052,Arthrodesis (Knee/HIP/TB),25360.0,PKG,49509-01-00
Orthopedics,ORT-0070,Arthroplasties,30430.0,PKG,50127-00-01
Orthopedics,ORT-0093,Arthroscopy Minisectomy,10145.0,PKG,49560-03-01
Orthopedics,ORT-0094,"Arthroscopy Washout, Trimming, Removal of Loose Body",6340.0,PKG,49560-00-01
Orthopedics,ORT-0091,Bone Grafting,10145.0,PKG,48239-00-00
Orthopedics,ORT-0066,Bone Grafting Big Area,10655.0,PKG,48239-00-00
Orthopedics,ORT-0063,Capsulotomy of Finger Joints,5075.0,PKG,90570-00-01
Orthopedics,ORT-0038,Carpal Tunnel Syndrome Operation,5075.0,PKG,39331-01-01
Orthopedics,ORT-0065,Close Reduction of Dislocated Phalenges,2540.0,PKG,48406-12-00
Orthopedics,ORT-0050,"Close Reduction of Simple (Tibia, Fibula, Radius, Ulna)",6340.0,PKG,47546-00-01
Orthopedics,ORT-0048,Close Reduction-Disclocate Phalanges GA,1905.0,PKG,47036-00-01
Orthopedics,ORT-0036,Close Reduction-Fracture Dislocation,5330.0,PKG,99999-99-99
Orthopedics,ORT-0046,Close Reduction-Simple Fracture G.A.,2540.0,PKG,99999-99-99
Orthopedics,ORT-0041,Closed / Open Reduction & Internal Fixation w/ Plate,6975.0,PKG,90559-00-00
Orthopedics,ORT-0077,CLR w/ Ligament Patella Band + P.T./I.P.,19020.0,PKG,49539-00-01
Orthopedics,FMORT-0003,BONE GRAFT OUT OF ILIAC BONE- CREST,10500.0,PKG,47726-00-01
Orthopedics,FMORT-0005,TRANSPLANTATION OF BONE TO UNSPEC. SITE,23100.0,PKG,48239-00-00
Orthopedics,FMORT-0006,"TRANSPLANT BONE TO SCAPULA, CLAVICLE,THORAX (RIBS/STERNUM)",5080.0,PKG,48239-00-00
Orthopedics,FMORT-0007,TRANSPLANT OF BONE GRAFT TO HUMERUS,25200.0,PKG,48212-00-01
Orthopedics,FMORT-0008,TRANSPLANT OF BONE GRAFT TO RADIUS & ULNA,25200.0,PKG,48224-00-01
Orthopedics,FMORT-0009,TRANSPLANT OF BONE GRAFT TO - CARPALS & METACARPALS,2100.0,PKG,48239-00-00
Orthopedics,FMORT-0010,TRANSPLANT OF BONE GRAFT TO - FEMUR,25200.0,PKG,48200-00-00
Orthopedics,FMORT-0011,TRANSPLANT OF BONE GRAFT TO PATELLA,25200.0,PKG,48239-00-00
Orthopedics,FMORT-0012,TRANSPLANT OF BONE GRAFT TO TIBIAA & FIBULA],25200.0,PKG,48206-00-00
Orthopedics,FMORT-0013,TRANSPLANT OF BONE GRAFT TO - TARSAL & METATARSALS,2100.0,PKG,48239-00-00
Orthopedics,FMORT-0014,TRANSPLANT OF BONE GRAFT TO VERTEBRAE,29400.0,PKG,48239-00-00
Orthopedics,FMORT-0015,BONE BANK GRAFT,3675.0,PKG,48239-00-00
Orthopedics,FMORT-0016,BONE LENGTHENING W/BONE GRAFT AT UNSPEC. SITE,25200.0,PKG,50303-00-00
Orthopedics,FMORT-0017,BONE LENGHTENING W/BONE GRAFT AT FEMUR,24150.0,PKG,50303-00-00
Orthopedics,FMORT-0018,BONE LENGHTENING W/ BONE GRAFT AT TIBIA & FIBULA,24150.0,PKG,50303-00-00
Orthopedics,FMORT-0019,BONE SHORTENING AT UNSPEC.SITE,18900.0,PKG,99999-99-99
Orthopedics,FMORT-0020,BONE SHORTENING AT FEMUR,18900.0,PKG,48424-01-00
Orthopedics,FMORT-0021,BONE SHORTENING AT TIBIA AND FIBULA,18900.0,PKG,48418-00-01
Orthopedics,FMORT-0023,"INT. FIXATN OF ONE AT SCAPULA, CLAVICLE,THORAX(RIBS/STERNUM)",25200.0,PKG,47921-00-01
Orthopedics,FMORT-0031,REINSERT.OF INT. FIXATN DEVICEAT UNSPEC. SITE,31500.0,PKG,47921-00-01
Orthopedics,FMORT-0032,"REINSERT.OF INT.FIXATN DEVICE AT SCAPULA.CLAVICLE,THORAX(R/S",33600.0,PKG,47921-00-01
Orthopedics,FMORT-0034,REINSERT.OF INT. FIXATN DEVICEAT RADIUS & ULNA,27300.0,PKG,47921-00-01
Orthopedics,FMORT-0035,REINSERT OF INT.FIXATN DEVICEAT CARPALS & METACARPALS,27300.0,PKG,47921-00-01
Orthopedics,FMORT-0036,REINSERT OF INT. FIXATN DEVICEAT FEMUR,31500.0,PKG,47921-00-01
Orthopedics,FMORT-0037,REINSERT OF INT. FIXATN DEVICEAT PATELLA,27300.0,PKG,47921-00-01
Orthopedics,FMORT-0038,REINSERT OF INT. FIXATN DEVICEAT FIBULA & TIBULA,31500.0,PKG,47921-00-01
Orthopedics,FMORT-0039,REINSERT OF INT. FIXATN DEVICEAT TARSALS & METATARSALS,25200.0,PKG,47921-00-01
Orthopedics,FMORT-0040,REVISN OF DISPL.OR BROKEN FIX. DEVISE UNSPEC. SITE,29400.0,PKG,47921-00-01
Orthopedics,FMORT-0041,"REVISN OF DISPL.OR BROKEN FIX. DEV.AT SCAPULA,CLAVICLE,THORAX",18900.0,PKG,47921-00-01
Orthopedics,FMORT-0042,REVISN OF DISPL.OR BROKEN FIX. DEVICE AT HUMERUS,29400.0,PKG,47921-00-01
Orthopedics,FMORT-0043,REVISN OF DISPL.OR BROKEN FIX. DEVICE AT RADIUS & ULNA,29400.0,PKG,47921-00-01
Orthopedics,FMORT-0044,REVISN OF DISPL.OR BROKEN FIX. DEVICE AT CARPALS & METACARPAL,18900.0,PKG,47921-00-01
Orthopedics,FMORT-0045,REVISN OF DISPL.OR BROKEN FIX. DEVICE AT FEMUR,29400.0,PKG,47927-01-01
Orthopedics,FMORT-0046,REVISN OF DISPL.OR BROKEN FIX. AT PATELLA,22050.0,PKG,47585-00-01
Orthopedics,FMORT-0047,REVISN OF DISPL.OR BROKEN FIX. DEVICE AT TARSALS & METATARSAL,23100.0,PKG,47921-00-01
Orthopedics,FMORT-0049,"REMVL OF INT. FIXATN DEVICE AT SCAPULA,CLAVICLE,THORAX (R/S)",18900.0,PKG,47930-00-01
Orthopedics,FMORT-0050,REMVL OF INT. FIXATN DEVICE AT HUMERUS,14700.0,PKG,47930-00-01
Orthopedics,FMORT-0051,REMOVAL OF INT. FIXATOR AT RADIUS AND ULNA,12600.0,PKG,47927-00-01
Orthopedics,FMORT-0052,REMVL OF INT. FIXATN DEVICE AT CARPALS & METACARPALS,10500.0,PKG,47930-00-01
Orthopedics,FMORT-0053,REMVL OF INT. FIXATN DEVICE AT FEMUR,14700.0,PKG,47930-01-01
Orthopedics,FMORT-0054,REMVL OF INT. FIXATN DEVICE AT PATELLA,12600.0,PKG,47930-01-01
Orthopedics,FMORT-0055,REMVL OF INT. FIXATN DEVICE AT TARSALS & METATARSALS,11550.0,PKG,47930-00-01
Orthopedics,FMORT-0065,CLOSED REDUCT OF FRACT.W/O INT FIX. AT UNSPEC. SITE,12600.0,PKG,99999-99-99
Orthopedics,FMORT-0066,CLOSED REDUCT. W/O.INT.FIX.AT RADIUS ULNA,8400.0,PKG,47381-00-01
Orthopedics,FMORT-0067,CLOSED REDUCT OF FRAC W/O INT. FIX CARPAL,6300.0,PKG,47336-00-01
Orthopedics,FMORT-0068,CLOSED REDUCT OF FRACT W/O INT FIX AT PHALANGES - HAND,9450.0,PKG,47300-00-01
Orthopedics,FMORT-0069,CLOSED REDUCT OF FRACT W/O INT FIX AT FEMUR,15750.0,PKG,47516-01-01
Orthopedics,FMORT-0070,CLOSED REDUCT OF FRACT W/O INT FIX TIBIA & FIBULA,12600.0,PKG,47564-01-01
Orthopedics,FMORT-0071,CLOSED REDUCT OF FRACT W/O INTFIX AT TARSAL & MATA,9450.0,PKG,47621-00-01
Orthopedics,FMORT-0072,CLOSED REDUCT OF FRACT W/O INTFIX AT PHALANGES-FOO,9450.0,PKG,47672-00-01
Orthopedics,FMORT-0073,CLOSED REDUCT OF FRACT W/ INT. FIX AT UNSPEC. SITE,15750.0,PKG,99999-99-99
Orthopedics,FMORT-0074,CLOSED REDUCT OF FRACT W/ INT. FIX AT HUMERUS,26250.0,PKG,47456-01-01
Orthopedics,FMORT-0075,CLOSED REDUCT OF FRACT W/ INT.FIX AT CARPALS & MET,14700.0,PKG,47336-01-01
Orthopedics,FMORT-0076,CR OF FRACT W/ INT.FIX AT PHALANGES-HAND,15750.0,PKG,16586394
Orthopedics,FMORT-0077,CLOSED REDUCT OF FRACT W/ INT.FIX AT FEMUR,15750.0,PKG,47531-00-01
Orthopedics,FMORT-0078,CLOSED REDUCT OF FRACT W/ INT.FIX AT TIBIA & FIBULA,26250.0,PKG,47566-00-01
Orthopedics,FMORT-0079,CLOSED REDUCT OF FRACT W/ INT. FIX AT TARSALS & METATARSALS],15750.0,PKG,47636-01-01
Orthopedics,FMORT-0080,CLOSED REDUCTION OF FRACT/W INT.FIX.AT PHALANGE FO,15750.0,PKG,47036-00-01
Orthopedics,FMORT-0081,OPEN REDUCT OF FRACT W/O INT. FIX AT UNSPEC SITE,12600.0,PKG,99999-99-99
Orthopedics,FMORT-0082,OPEN REDUCT OF FRACT W/O INT. FIX AT HUMERUS,16800.0,PKG,47429-00-01
Orthopedics,FMORT-0083,OPEN REDUCT OF FRACT W/O INT. FIX AT RADIUS & ULNA,12600.0,PKG,47393-00-01
Orthopedics,FMORT-0084,OPEN REDUCT OF FRACT W/O INT. FIX AT CARPALS & METACARPALS,12600.0,PKG,47342-00-01
Orthopedics,FMORT-0085,OPEN REDUCT OF FRACT. W/O INT.FIX AT PHALANGES-HAND,12600.0,PKG,47306-00-01
Orthopedics,FMORT-0086,OPEN REDUCT OF FRACT W/O INT. FIX AT FEMUR,16800.0,PKG,47528-00-01
Orthopedics,FMORT-0087,OPEN REDUCT OF FRACT W/O INT. FIX AT TARSALS & METATARSALS,12600.0,PKG,47630-00-01
Orthopedics,FMORT-0088,OPEN REDUCT OF FRACT W/O INT. FIX AT PHALANGES - FOOT,12600.0,PKG,47672-02-01
Orthopedics,FMORT-0090,OPEN REDUCT OF FRACT W/INT FIX AT UNSPEC SITE.,25200.0,PKG,99999-99-99
Orthopedics,FMORT-0091,OPEN REDUCTION INTERNAL FIXATION HUMERUS,31500.0,PKG,47429-00-01
Orthopedics,FMORT-0092,OPEN REDUCT OF FRACT W/ INT FIX AT RADIUS & ULNA,23100.0,PKG,47366-02-01
Orthopedics,FMORT-0093,OPEN REDUCT OF FRACT W/ INT FIX AT CARPALS & METAC,21000.0,PKG,16602831
Orthopedics,FMORT-0094,OPEN REDUCT OF FRACT W/INT FIX AT PHALANGES-HAND,18900.0,PKG,47306-00-01
Orthopedics,FMORT-0095,OPEN REDUCT OF FRACT W/ INT FIX AT FEMUR,31500.0,PKG,47528-01-01
Orthopedics,FMORT-0096,OPEN REDUCT OF FRACT W/INT FIXAT TIBIA & FIBULA,31500.0,PKG,47566-01-01
Orthopedics,FMORT-0097,OPEN REDUCT OF FRACT W/INT FIX AT TARSALS & METATARSALS,21000.0,PKG,47624-01-01
Orthopedics,FMORT-0098,OPEN REDUCT OF FRACT W/INT FIX AT PHALANGES-FOT,18900.0,PKG,47672-03-01
Orthopedics,FMORT-0099,OPEN REDUCT OF SEPARATED - EPIPHYSIS AT UNSPEC SITE.,23100.0,PKG,90581-00-01
Orthopedics,FMORT-0100,OPEN REDUCT OF SEPARATED EPIPHYSIS AT RADIUS & ULNA,14700.0,PKG,90581-00-01
Orthopedics,FMORT-0101,OPEN REDUCT OF SEPARATED - EPIPHYSIS AT FEMUR,23100.0,PKG,47525-01-01
Orthopedics,FMORT-0102,OPEN REDUCT OF SEPARATED - EPIPHYSIS AT TIBIA & FIBULA,23100.0,PKG,90581-00-01
Orthopedics,FMORT-0103,CLOSED REDUCT OF SEPARATED - EPIPHYSIS AT UNSPEC. SITE,16800.0,PKG,90581-00-01
Orthopedics,FMORT-0104,CLOSED REDUCT OF SEPARATED - EPIPHYSIS AT RADIUS & ULNA,16800.0,PKG,90541-00-01
Orthopedics,FMORT-0105,CLOSED REDUCT OF SEPARATED - EPIPHYSIS AT FEMUR,21000.0,PKG,47525-00-01
Orthopedics,FMORT-0106,CLOSED REDUCT OF SEPARATED - EPIPHYSIS AT TIBIA & FIBULA,16800.0,PKG,90581-00-01
Orthopedics,FMORT-0107,DEBRIDEMENT OF COMPOUND FRACT. AT UNSPEC. SITE,14700.0,PKG,90580-00-01
Orthopedics,FMORT-0108,DEBRIDEMENT OF COMPOUND FRACT.AT HUMERUS,14700.0,PKG,90580-00-01
Orthopedics,FMORT-0109,DEBRIDEMENT OF COMPOUND FRACT. AT RADIUS & ULNA,14700.0,PKG,90580-00-01
Orthopedics,FMORT-0110,DEBRIDEMENT OF COMPOUND FRACT. AT CARPALS & METACARPALS,12600.0,PKG,90580-00-01
Orthopedics,FMORT-0111,DEBRIDEMENT OF COMPOUND FRACT. AT PHALANGES-HAND,12600.0,PKG,90580-00-01
Orthopedics,FMORT-0112,DEBRIDEMENT OF COMPOUND FRACT. AT FEMUR,14700.0,PKG,90580-00-01
Orthopedics,FMORT-0113,DEBRIDEMENT OF COMPOUND FRACT. AT TIBIA & FIBULA,14700.0,PKG,90580-00-01
Orthopedics,FMORT-0114,DEBRIDEMENT OF COMPUND FRACT. AT TARSALS & METATARSALS,12600.0,PKG,90580-00-01
Orthopedics,FMORT-0115,DEBRIDEMENT OF COMPOUND FRACT. AT PHALANGES -FOOT,12600.0,PKG,90580-00-01
Orthopedics,FMORT-0116,CLOSED REDUCT OF DISLOCATN AT UNSPEC. SITE,12600.0,PKG,90595-00-00
Orthopedics,FMORT-0117,CLOSED REDUCTION OF DISLOCATION OF SHOULDER,12600.0,PKG,47009-00-01
Orthopedics,FMORT-0118,CLOSED REDUCT OF DISLOCATN AT ELBOW,12600.0,PKG,47018-00-01
Orthopedics,FMORT-0119,CLOSED REDUCT OF DISLOCATN AT WRIST,10500.0,PKG,47030-00-01
Orthopedics,FMORT-0120,CLOSED REDUCT OF DISLOCATN AT HAND & FINGER,10500.0,PKG,47042-00-01
Orthopedics,FMORT-0121,CLOSED REDUCT OF DISLOCATN AT HIP,12600.0,PKG,47048-00-01
Orthopedics,FMORT-0122,CLOSED REDUCT OF DISLOCATN AT KNEE,12600.0,PKG,47054-00-01
Orthopedics,FMORT-0123,CLOSED REDUCT OF DISLOCATN AT ANKLE,12600.0,PKG,47063-00-01
Orthopedics,FMORT-0124,CLOSED REDUCT OF DISLOCATN AT FOOT & TOE,10500.0,PKG,47069-00-01
Orthopedics,FMORT-0125,OPEN REDUCT OF DISLOCATN AT UNSPEC. SITE,26250.0,PKG,99999-99-99
Orthopedics,FMORT-0126,OPEN REDUCT OF DISLOCATN AT SHOULDER,31500.0,PKG,47012-00-01
Orthopedics,FMORT-0127,OPEN REDUCT OF DISLOCATN AT ELBOW,31500.0,PKG,47021-00-01
Orthopedics,FMORT-0128,OPEN REDUCT OF DILOCATION AT WRIST,31500.0,PKG,90542-00-01
Orthopedics,FMORT-0129,OPEN REDUCT OF DISLOCATION AT HAND & FINGER,21000.0,PKG,47033-00-01
Orthopedics,FMORT-0130,OPEN REDUCT OF DISLOCATION AT HIP,31500.0,PKG,47051-00-01
Orthopedics,FMORT-0131,OPEN REDUCT OF DISLOCATION AT KNEE,31500.0,PKG,47060-00-01
Orthopedics,FMORT-0132,OPEN REDUCT OF DISLOCATION AT ANKLE,31500.0,PKG,47066-00-01
Orthopedics,FMORT-0133,OPEN REDUCT OF DISLOCATION AT FOOT & TOE,21000.0,PKG,47072-00-01
Orthopedics,FMORT-0136,EXCISN OF MINISCUS PER ARTROSC,12600.0,PKG,49560-03-01
Orthopedics,FMORT-0138,ARTHROTOMY FOR REMOVAL OF PROSTHESIS AT KNEE,27300.0,PKG,49515-00-01
Orthopedics,FMORT-0139,ARTHROTOMY FOR REMOVAL OF PROSTHESIS AT HIP,29400.0,PKG,49312-00-00
Orthopedics,FMORT-0140,ARTHROTOMY FOR REMOVAL OF PROSTHESIS AT ANKLE,25200.0,PKG,90606-01-00
Orthopedics,FMORT-0141,BIOPSY-JOINT STRUCTURE OF - SHOULDER,13650.0,PKG,48945-01-01
Orthopedics,FMORT-0142,BIOPSY-JOINT STRUCTURE OF UNSPEC. SITE,12600.0,PKG,50100-01-01
Orthopedics,FMORT-0143,BIOPSY-JOINT STRUCTURE OF ELBOW,12600.0,PKG,49118-01-01
Orthopedics,FMORT-0144,BIOPSY-JOINT STRUCTURE OF WRIST,12600.0,PKG,49218-01-01
Orthopedics,FMORT-0145,BIOPSY-JOINT STRUCTURE OF HAND & FINGER,9450.0,PKG,50100-01-01
Orthopedics,FMORT-0146,BIOPSY-JOINT STRUCTURE OF HIP,13650.0,PKG,49363-00-00
Orthopedics,FMORT-0147,BIOPSY-JOINT STRUCTURE OF KNEE,13650.0,PKG,49557-01-01
Orthopedics,FMORT-0148,BIOPSY-JOINT STRUCTURE OF ANKLE,12600.0,PKG,49700-01-01
Orthopedics,FMORT-0149,BIOPSY OF STRUCTURE OF FOOT & TOE,9450.0,PKG,50100-01-01
Orthopedics,FMORT-0150,BIOPSY-JOINT STRUCTURE OF SPINE,21000.0,PKG,50100-01-01
Orthopedics,FMORT-0151,CLUB FOOT RELEASE,21000.0,PKG,50321-00-00
