HCP Name,S. Type,Code,Provider Service Description,Price,Discount 
,,5-349-08,CITALOPRAM HEXAL 40MG F.C. TABLETS,54.25,
,,4-349-08,CITALOPRAM HEXAL 20MG F.C. TABLETS,32.0,
,,162-325-05,CITALOGEN 40 mg film-coated tablet,137.9,
,,161-325-05,CITALOGEN 20 mg film-coated tablet,85.8,
,,160-325-05,CITALOGEN 10 mg film-coated tablet,54.1,
,,6-355-01,CISPLATIN 0.5MG-ML INJ.,72.1,
,,11-355-01,CISPLATIN 0.5MG-ML INJ.,24.4,
,,167-276-20,CIRRUS 5-120MG PROLONG RELEASE F-C TABS.,19.9,
,,4-539-08,CITRIN 5MG-5ML SYRUP,6.6,
,,43-399-10,CIVAR 5% W-W CREAM,23.05,
,,149-277-03,CLARITT 125 MG - 5 ML SUSPENSION,26.9,
,,55-212-97,CLARITINE 5MG-5ML SYRUP,20.75,
,,51-212-97,CLARITINE 10MG TAB,19.6,
,,17-13-07,CLARINASE 5MG+60MG-5ML SYRUP,16.05,
,,170-325-05,CLARIMAC 500 mg film-coated tablet,46.05,
,,81-124-08,CLARIDAR,24.2,
,,131-277-02,CLARITT 250 MG FILM COATED,35.05,
,,41-490-08,CLARAZOLE 2% CREAM,13.15,
,,43-368-03,CLARA 5MG\5ML SYRUP,13.6,
,,47-368-03,CLARA 10MG TABLET,15.9,
,,6-490-05,CLARAZOLE 2% SHAMPOO,16.95,
,,88-124-10,CLORACEF 375MG- 5ML SUSPENSION,29.05,
,,29-49-81,CONFORTID SUPPOSITORIES 100 MG.,21.55,
,,64-49-89,CONFORTID INJ I.V 50MG,277.85,
,,63-49-89,CONFORTID INJ I.V 50MG,100.05,
,,25-49-81,CONFORTID 25MG CAPS,11.2,
,,28-49-81,CONFORTID 50MG SUPPOSITORY,15.8,
,,53-22-02,CONCOR COR,19.55,
,,52-22-99,CONCOR 5 PLUS F.C. TABLETS,19.5,
,,50-22-91,CONCOR,29.25,
,,51-22-91,CONCOR,35.4,
,,44-51-05,CONCERTA EXTENDED RELEASE 36MG TABLET,155.1,
,,45-51-05,CONCERTA EXTENDED RELEASE 18MG TABLET,111.65,
,,44-539-10,CONAZOLE VAGINAL CREAM 20MG-1GM,14.1,
,,45-539-10,CONAZOLE VAGINAL CREAM 20MG-1GM,21.4,
,,29-539-10,CONAZOL 2% CREAM,6.4,
,,27-49-81,CONFORTID SYRUP 5MG-ML,23.25,
,,11-113-86,CONTRACTUBEX,28.65,
,,10-113-86,CONTRACTUBEX,19.65,
,,8-597-09,COVERAM 5MG-10MG TABLETS,82.9,
,,9-597-09,COVERAM 10MG-5MG TABLETS,102.7,
,,10-597-09,COVERAM 10MG-10MG TABLETS,117.2,
,,229-277-12,CO-TABUVAN F.C. TABLET 80MG/12.5MG,33.1,
,,233-277-12,CO-TABUVAN F.C. TABLET 320MG/25MG,49.15,
,,28-539-10,CONAZOL 2% CREAM,9.6,
,,232-277-12,CO-TABUVAN F.C. TABLET 320MG/12.5MG,49.15,
,,230-277-12,CO-TABUVAN F.C. TABLET 160MG/12.5MG,36.1,
,,1-574-08,COSMOFER 625MG-2ML AMPOULES,88.9,
,,24-212-94,CORTIDERM 1% CREAM,7.15,
,,81-212-98,CORTIDERM 1% CREAM,16.35,
,,0609211013,CO-RENITEC,66.5,
,,10-244-93,CORDARONE 150MG-3ML AMP.,27.2,
,,252-24-05,COPEGUS 200 MG FILM COATED TABLET,0.0,
,,231-277-12,CO-TABUVAN F.C. TABLET 160MG/25MG,36.1,
,,49-124-97,CLORACEF FORTE,55.95,
,,413-149-14,COMPOUND SODIUM LACTATE INFUSION,6.9,
,,4-308-98,COBRA ANTIVENOM (EQUINE) AMP,725.7,
,,39-171-03,COBAL 500MCG TAB,20.75,
,,5-244-03,COAPROVEL 150-12.5 MG TABLET,63.0,
,,272-11-08,CO-DIOVAN 320-25MG F.C. TABLETS,57.85,
,,273-11-08,CO-DIOVAN 320-12.5MG F.C. TABLETS,57.85,
,,28-222-09,CO AMOX  1000MG F.C. TABLETS,42.5,
,,39-212-95,CLOVIR 5% CREAM,25.35,
,,59-212-97,CLOVIR 200MG TAB,83.7,
,,32-539-10,CLOVAINE 10% W/W GEL,4.7,
,,4-590-09,CLOTRIZOLE 100MG VAGINAL TABLETS,12.55,
,,6-491-08,CLOTRIM 100 MG VAGINAL TABLETS,14.9,
,,11-371-04,CLOTREX,10.8,
,,3-308-98,COBRA ANTIVENOM (EQUINE) AMP,151.75,
,,158-11-03,CO-DIOVAN 160\25 MG F.C TABLET,42.5,
,,153-11-02,CO-DIOVAN 160MG+12.5MG F.C TAB,42.5,
,,141-11-00,CO-DIOVAN F.C TAB 80MG-12.5MG,38.95,
,,402-149-10,COMPOUND SODIUM LACTATE INFUSION,12.25,
,,11-303-00,COMPOUND SODIUM LACTATE I.V INFUSION,4.95,
,,13-149-91,COMPOUND SODIUM LACTATE INF.,11.3,
,,12-149-91,COMPOUND SODIUM LACTATE INF.,7.7,
,,55-149-93,COMPOUND SODIUM LACTATE INF.,5.65,
,,166-149-98,COMPOUND SODIUM LACTATE INF.,10.2,
,,2312200359,COMBIVIR F.C TAB,1091.55,
,,414-149-14,COMPOUND SODIUM LACTATE INFUSION,6.9,
,,2-366-02,COLPERMIN 187MG CAPS,18.55,
,,1-291-01,COLOPATHIL3.39 G SACHET,13.2,
,,2-120-85,COLI-URINAL effervescent granules,6.75,
,,22-49-81,COLISTOP SUSP,24.1,
,,9-49-81,COLIMEX TABLETS 1.5 million UNITS,35.05,
,,35-150-09,COMBIGAN EYE DROPS,45.45,
,,7-597-09,COVERAM 5MG-5MG TABLETS,68.45,
,,34-368-02,CIPROXEN 750MG FILM COATED TABLET,65.15,
,,32-368-02,CIPROXEN 250MG FILM COATED TABLET,30.65,
,,29-346-09,CEFUREX 250MG-5ML POWDER FOR SUSPENSION,27.45,
,,31-346-10,CEFUREX 250MG F-C TABLETS ,20.8,
,,28-346-09,CEFUREX 125MG-5ML POWDER FOR SUSPENSION,18.5,
,,35-390-11,CEFRAX 400MG CAPSULES,49.55,
,,36-390-11,CEFRAX 200MG CAPSULES,36.2,
,,38-390-12,CEFRAX 100MG/5ML POWDER FOR ORAL SUSPENSION,16.35,
,,13-490-05,CEFRAMED 500MG CAPSULES,41.7,
,,43-490-09,CEFPROZ 250MG-5ML POWDR FOR ORAL SUSP,32.25,
,,47-490-13,CEFPROZ 250MG/5ML POWDER FOR ORAL SUSPENSION,64.5,
,,30-346-10,CEFUREX 500MG F-C TABLETS ,34.05,
,,4-399-04,CEFUTIL 250MG F.C TABLET,23.5,
,,15-399-04,CEFUTIL 500 MG TABLETS,36.05,
,,18-25-81,CEPOREX SYRUP 125 MG - 5 ML,15.85,
,,20-25-81,CEPOREX DROPS 125MG-1.25ML,10.75,
,,17-25-81,CEPOREX CAPSULES 500 MG.,39.3,
,,16-25-81,CEPOREX CAPSULES 250 MG.,23.25,
,,15-277-97,CEPHALEX ORAL SUSP 250MG-5ML,17.95,
,,13-277-97,CEPHALEX 500MG CAPS,32.45,
,,42-490-09,CEFPROZ 125MG-5ML POWDER FOR ORAL SUSP,18.95,
,,12-124-92,CEPHADAR CAPSULES 250MG,10.15,
,,66-46-91,CENTRUM TABLET (ADVANCED FORMULA),10.65,
,,177-276-20,CELSENTRI 300MG F.C. TABLETS,3106.2,
,,176-276-20,CELSENTRI 150MG F.C. TABLETS,3106.2,
,,227-24-00,CELLCEPT 250 MG CAPS,313.95,
,,14-124-87,CEPHADAR,6.7,
,,19-25-81,CEPOREX SYRUP 250 MG - 5 ML,23.25,
,,87-334-03,CEFOFIX 750 MG VIALS,11.0,
,,24-399-06,CEFODOX 200 MG FILM COATED TABLETS,68.95,
,,47-539-10,CEFAMAX 400MG CAPSULE,55.05,
,,48-539-10,CEFAMAX 200MG CAPSULE,40.25,
,,39-334-00,CEFADROX 500MG-5ML SUSPENSION,44.55,
,,37-334-00,CEFADROX 500MG CAPSULE,30.55,
,,38-334-00,CEFADROX 250MG-5ML SUSPENSION,22.15,
,,12-295-03,CEFADRIL 500 MG CAPSULES,17.35,
,,13-295-03,CEFADRIL 250MG\5ML SUSPENSION,10.35,
,,3-535-10,CEE CAL EFFERVESCENT TABLETS,9.15,
,,149-212-01,CECLOR MR 750 MG TAB,52.3,
,,109-212-99,CECLOR MR 500MG TAB,42.85,
,,108-212-99,CECLOR MR 375 MG TAB,35.6,
,,132-212-00,CECLOR 500MG CAPSULE,59.4,
,,131-212-00,CECLOR 250MG CAPSULE,32.3,
,,116-212-00,CECLOR 250 MG-5ML SUSP,41.65,
,,93-334-04,CEFAXON 1GM I.M+5 ML LIDOCAINE VIAL,48.05,
,,94-334-04,CEFAXON 1GM I.V VIAL,48.05,
,,91-334-04,CEFAXON 500 MG I.M+5 ML LIDOCAINE VIAL,29.3,
,,25-399-06,CEFODOX 100MG-5ML SUSPENSION,53.0,
,,62-172-90,CEFIZOX 1000 VIAL I-V,30.35,
,,2009211068,CEFIX 200MG CAPSULES,36.3,
,,1011211296,CEFIX 100MG-5ML SUSPENSION,28.65,
,,26-498-09,CEFIM 400MG CAPSULES,45.95,
,,2411211356,CEFIM 200MG CAPSULES,44.7,
,,62-116-02,CEFAZOLIN 1GM VIAL,11.2,
,,92-334-04,CEFAXON 500 MG I.V VIAL,14.85,
,,19-399-05,CEFIX 400MG CAPSULES,45.8,
,,33-368-02,CIPROXEN 500MG FILM COATED TABLET,50.25,
,,17-187-10,CEPROTIN 1000 IU POWDER FOR SOLUTION FOR INJECTION OR INFUSION,8570.3,
,,49-29-02,CERAZETTE 75MCG TAB,17.85,
,,98-325-03,CIPROGEN,40.7,
,,18-295-04,CIPROFLACIN 750 MG FILM COATED TABLETS,24.65,
,,17-295-04,CIPROFLACIN 500 MG FILM COATED TABLETS,21.05,
,,16-295-04,CIPROFLACIN 250 MG FILM COATED TABLETS,10.8,
,,26-201-02,CIPROCIN 500MG TAB,29.1,
,,25-201-02,CIPROCIN 250MG TAB,14.95,
,,43-325-01,CIPROCIN 0.3%,13.15,
,,102-325-03,CIPROCIN,18.2,
,,24-4-91,CIPROBAY 750MG TAB,94.3,
,,23-4-91,CIPROBAY 500MG TAB,63.85,
,,22-4-91,CIPROBAY 250MG TAB,35.15,
,,17-349-10,CIPROHEXAL 250MG F.C. TABLETS,7.85,
,,18-349-10,CIPROHEXAL 500MG F.C. TABLETS,13.8,
,,2-453-06,CIPROLET 250MG F.C. TABLETS,5.7,
,,286-149-04,CIPRO-SOL I.V Infusion,64.25,
,,4-371-02,CIPROQUIN,23.85,
,,9-399-04,CIPROPHARM 500MG TABLET,18.9,
,,1310211165,CIPROPHARM 250MG TABLET,9.75,
,,21-346-07,CIPROMID 750MG F.C. TABLETS,20.0,
,,17-346-05,CIPROMID 500MG F-C TABLET,17.05,
,,26-4-91,CIPROBAY 200 mg solution for infusion,511.5,
,,18-346-05,CIPROMID 250MG F-C TABLET,8.75,
,,122-212-00,CIPROMAX 500 MG TABLET,62.05,
,,121-212-00,CIPROMAX 250 MG TABLET,37.85,
,,128-172-01,CIPROLON 200 VIAL 100ML,45.2,
,,1-453-06,CIPROLET 500MG F.C. TABLETS,9.7,
,,160-212-02,CIPROMAX 750MG TAB,63.95,
,,9-5603-21,CEPROTIN 500 IU POWDER FOR SOLUTION FOR INJECTION OR INFUSION,4285.15,
,,28-136-94,CIPRAM 20MG TAB,114.8,
,,38-352-04,CIFLOX 500MG TABLET,37.45,
,,1-5531-21,CETROTIDE 0.25MG POW. FOR SOLU. FOR INJ.,156.5,
,,1612200341,CERVARIX VACCINE,266.25,
,,92-276-12,CERVARIX VACCINE,266.25,
,,252-11-06,CERTICAN 0.75MG TABLETS,1149.05,
,,251-11-06,CERTICAN 0.5MG TABLETS,766.05,
,,250-11-06,CERTICAN 0.25MG TABLETS,493.15,
,,1-483-07,CERNEVIT,263.95,
,,2-152-87,CEREPAR,20.55,
,,1-152-87,CEREPAR,8.2,
,,8-335-07,CETROTIDE 3MG POW. FOR SOLU. FOR INJ.,938.7,
,,2-528-84,CEVITAN EFFERVESCENT TAB,6.05,
,,14-201-92,CEVITIL 1 g effervescent tablet,5.1,
,,1810211194,CHAMPIX 0.5 MG F-C TAB,184.65,
,,37-352-04,CIFLOX 250MG TABLET,22.85,
,,115-334-09,CIFLOX 200MG-100ML I.V. INFUSION,120.5,
,,2-250-00,CHORIOMON 5000 I.U VIAL+AMP OF SOLVENT,142.3,
,,15-367-09,CHORAPUR 5000IU powder and solvent for solution for injection,142.3,
,,93-325-03,CHLOROQUINE,3.35,
,,13-325-00,CHLOROQUINE,7.2,
,,24-49-81,CHLORAMEX SYRUP 160MG-5ML,13.55,
,,1810211195,CHAMPIX 1MG F-C TABLETS,299.4,
,,1810211193,CHAMPIX 1MG F-C TABLETS,177.85,
,,1810211192,CHAMPIX 0.5 MG&1 MG F-C TABLETS,177.85,
,,10-206-02,CHLOROQUIN PHOSPHATE 80MG/5ML SYRUR,3.9,
,,4-597-08,COVERSYL 10MG F.C. TABLETS,45.45,
,,3-597-08,COVERSYL 5MG F.C. TABLETS,34.55,
,,31-149-91,DEXTROSE 10% I.V.INFUSION,6.4,
,,4-149-91,DEXTROSE 10% I.V.INFUSION,7.5,
,,62-149-93,DEXTROSE 10% I.V.INFUSION,3.4,
,,153-149-98,DEXTROSE 10% I.V.INFUSION,5.4,
,,72-149-93,10% Dextrose intravenous infusion,5.4,
,,154-149-98,DEXTROSE 10% I.V.INFUSION,9.25,
,,25-168-91,DEXTROSE 10%,7.55,
,,24-168-91,DEXTROSE 10%,6.15,
,,59-168-96,DEXTROSE 10%,7.0,
,,61-168-96,DEXTROSE +SOD.CHLORIDE,7.55,
,,40-168-96,DEXTROSE +LACTATED RINGER,7.5,
,,28-168-91,DEXTROSE +LACTATED RINGER,6.55,
,,29-168-91,DEXTROSE +LACTATED RINGER,7.5,
,,39-168-96,DEXTROSE +LACTATED RINGER,7.25,
,,47-168-96,DEXTROSE + SOD.CHLORIDE,7.7,
,,32-149-91,DEXTROSE 10% I.V.INFUSION,10.3,
,,60-149-93,DEXTROSE 10% IN 1-2 NORMAL SALINE,6.4,
,,54-149-93,DEXTROSE 10% IN 1-2 NORMAL SALINE,8.2,
,,224-149-01,DEXTROSE 10% IN 1-2 NORMAL SALINE,6.4,
,,259-149-02,DEXTROSE 10%+ SOD.CHLORIDE 0.18%,6.05,
,,34-762-12,DEXTROSE 10% SOLUTION FOR IV INFUSION IN VIAFLEX,9.25,
,,33-762-12,DEXTROSE 10% SOLUTION FOR IV INFUSION IN VIAFLEX,5.35,
,,32-762-12,DEXTROSE 10% SOLUTION FOR IV INFUSION IN VIAFLEX,5.35,
,,22-352-02,DEXTROSE 10% SOLUTION FOR INJ,4.3,
,,1-168-89,DEXTROSE + SOD.CHLORIDE,6.3,
,,223-149-01,DEXTROSE 10% IN0.225% SOD.CHLORIDE INFS,6.4,
,,64-149-93,DEXTROSE 10% IN0.225% SOD.CHLORIDE INFS,6.4,
,,49-149-92,DEXTROSE 10% IN0.225% SOD.CHLORIDE INFS,8.0,
,,37-149-92,DEXTROSE 10% IN 1-5NORMAL SALINE INFUSIO,8.0,
,,36-149-92,DEXTROSE 10% IN 1-5NORMAL SALINE INFUSIO,6.4,
,,257-149-02,DEXTROSE 10%+ SOD.CHLORIDE 0.18%,4.15,
,,3-168-89,DEXTROSE + SOD.CHLORIDE,6.3,
,,54-168-96,DEXTROSE + SOD.CHLORIDE,7.0,
,,164-149-98,"DEXTROSE ,RINGER LACTATE",9.25,
,,21-149-91,"DEXTROSE ,RINGER",11.4,
,,131-149-96,"DEXTROSE ,RINGER",5.65,
,,163-149-98,"DEXTROSE ,RINGER",9.25,
,,28-352-03,DEXTROKUF 15MG\5ML SYRUP,5.9,
,,275-149-03,DEXTRAN-70 6% IN N.SALINE INF,24.95,
,,136-149-97,DEXTRAN-70 6% IN N.SALINE INF,24.95,
,,276-149-03,DEXTRAN-70 6% IN DEXTROSE 5% Infusion*,25.05,
,,135-149-97,DEXTRAN-70 6% IN DEXTROSE 5% Infusion*,25.05,
,,75-149-94,DEXTRAN-40 IN N.SALINE,24.95,
,,8-149-91,DEXTRAN-40 IN N.SALINE,27.1,
,,7-149-91,DEXTRAN-40 IN 5% DEXTROSE INJ,27.1,
,,194-149-99,DEXTRAN-40 IN 5% DEXTROSE INJ,25.05,
,,16-168-89,DEXTRAN 70 6% IN 0.9% NACL,26.55,
,,20-352-02,DEXTRAN 40 10% IN NORMAL SALINE,23.7,
,,132-149-96,"DEXTROSE ,RINGER LACTATE",5.8,
,,15-149-91,"DEXTROSE ,RINGER LACTATE",11.95,
,,300-149-05,"DEXTROSE ,SOD.CHLORIDE",8.5,
,,301-149-05,"DEXTROSE ,SOD.CHLORIDE",4.95,
,,2-168-89,DEXTROSE + SOD.CHLORIDE,7.95,
,,4-168-89,DEXTROSE + SOD.CHLORIDE,7.95,
,,53-168-96,DEXTROSE + SOD.CHLORIDE,7.0,
,,193-149-99,"DEXTROSE ,SOD.CHLORIDE",7.25,
,,180-149-99,"DEXTROSE ,SOD.CHLORIDE",5.3,
,,17-149-91,"DEXTROSE ,SOD.CHLORIDE",7.85,
,,76-149-94,"DEXTROSE ,SOD.CHLORIDE",5.3,
,,43-168-96,DEXTROSE + SOD.CHLORIDE,7.7,
,,159-149-98,"DEXTROSE ,SOD.CHLORIDE",9.25,
,,40-149-92,"DEXTROSE ,SOD.CHLORIDE",10.5,
,,179-149-99,"DEXTROSE ,SOD.CHLORIDE",5.3,
,,56-149-93,"DEXTROSE ,SOD.CHLORIDE",6.35,
,,19-149-91,"DEXTROSE ,SOD.CHLORIDE",7.85,
,,42-149-92,"DEXTROSE ,SOD.CHLORIDE",10.2,
,,160-149-98,"DEXTROSE ,SOD.CHLORIDE",9.15,
,,77-149-94,"DEXTROSE ,SOD.CHLORIDE",5.3,
,,61-149-93,"DEXTROSE ,SOD.CHLORIDE",6.35,
,,258-149-02,DEXTROSE 10%+ SOD.CHLORIDE 0.18%,7.5,
,,5-149-91,DEXTROSE 10%+N.SALINE INJ,8.15,
,,400-149-10,DEXTROSE 5% IN 0.45% SOD. CHLORIDE INF,6.35,
,,399-149-10,DEXTROSE 5% IN 0.45% SOD. CHLORIDE INF,6.35,
,,398-149-10,DEXTROSE 5% IN 0.45% SOD. CHLORIDE INF,11.1,
,,395-149-10,DEXTROSE 5% IN 0.225% SOD. CHLORIDE INF,6.35,
,,394-149-10,DEXTROSE 5% IN 0.225% SOD. CHLORIDE INF,11.0,
,,393-149-10,DEXTROSE 5% IN 0.225% SOD. CHLORIDE INF,7.6,
,,4-352-00,DEXTROSE 5% I.V INFUSION,6.2,
,,416-149-14,DEXTROSE 5% + 0.9% SODIUM CHLORIDE INFUSION,6.25,
,,415-149-14,DEXTROSE 5% + 0.9% SODIUM CHLORIDE INFUSION,6.25,
,,405-149-10,DEXTROSE 5% & RINGER LACTATE INFUSION SOLUTION,11.1,
,,52-168-96,DEXTROSE 5%,7.5,
,,50-168-96,DEXTROSE 5%,5.75,
,,12-168-89,DEXTROSE 5%,6.1,
,,403-149-10,DEXTROSE 5% IN RINGER SOLUTION,11.1,
,,417-149-14,DEXTROSE 5% INFUSION,4.85,
,,41-762-13,DEXTROSE 5% SOLUTION FOR IV INFUSION IN VIAFLEX,5.3,
,,40-762-13,DEXTROSE 5% SOLUTION FOR IV INFUSION IN VIAFLEX,5.3,
,,44-762-13,DEXTROSE 5% SOLUTION FOR IV INFUSION IN VIAFLEX,8.95,
,,2911211393,DEXTROSE 5% SOD CHL. 0.9% I.V. INFU. IN VIAFLEX,9.25,
,,30-762-12,DEXTROSE 5% SOD CHL. 0.9% I.V. INFU. IN VIAFLEX,5.4,
,,29-762-12,DEXTROSE 5% SOD CHL. 0.9% I.V. INFU. IN VIAFLEX,5.0,
,,28-762-12,DEXTROSE 5% SOD CHL. 0.45% I.V. INFU. IN VIAFLEX,11.1,
,,23-168-91,DEXTROSE 5%,6.1,
,,27-762-12,DEXTROSE 5% SOD CHL. 0.45% I.V. INFU. IN VIAFLEX,5.4,
,,25-762-12,DEXTROSE 5% SOD CHL. 0.2% I.V. INFU. IN VIAFLEX,11.0,
,,24-762-12,DEXTROSE 5% SOD CHL. 0.2% I.V. INFU. IN VIAFLEX,4.4,
,,23-762-12,DEXTROSE 5% SOD CHL. 0.2% I.V. INFU. IN VIAFLEX,4.4,
,,26-762-12,DEXTROSE 5% SOD CHL. 0.45% I.V. INFU. IN VIAFLEX,5.4,
,,63-149-93,DEXTROSE 10%+N.SALINE INJ,6.4,
,,60-168-96,DEXTROSE 5%,3.4,
,,57-149-93,DEXTROSE 5%,3.4,
,,27-168-91,DEXTROSE 40%,11.1,
,,161-149-98,DEXTROSE 4.3%IN 0.18%SOD.CHLORIDE INFU,9.15,
,,78-149-94,DEXTROSE 4.3%IN 0.18%SOD.CHLORIDE INFU,5.3,
,,195-149-00,DEXTROSE 25% INJ,0.85,
,,197-149-00,DEXTROSE 25% INJ,2.1,
,,6-149-91,DEXTROSE 25% INJ,8.05,
,,196-149-00,DEXTROSE 25% INJ,0.95,
,,225-149-01,DEXTROSE 25% INJ,8.7,
,,94-149-95,DEXTROSE 20% W-V INFUSION,8.3,
,,140-149-97,DEXTROSE 20% W-V INFUSION,8.3,
,,254-149-02,DEXTROSE 20% INJ,0.8,
,,256-149-02,DEXTROSE 20% INJ,1.35,
,,255-149-02,"20%W/V DEXTROSE injection, USP",0.8,
,,26-168-91,DEXTROSE 20%,8.35,
,,20-149-91,DEXTROSE 2.5% IN 1-2 NORMAL SALINE,7.25,
,,141-149-97,DEXTROSE 40% INFUSION,9.0,
,,176-149-99,DEXTROSE 40% INFUSION,1.05,
,,175-149-99,DEXTROSE 40% INFUSION,1.1,
,,93-149-95,DEXTROSE 40% INFUSION,10.2,
,,1-149-91,DEXTROSE 5%,6.5,
,,2-149-91,DEXTROSE 5%,9.95,
,,380-149-09,DEXTROSE 5%,8.95,
,,382-149-09,DEXTROSE 5%,3.4,
,,384-149-09,DEXTROSE 5%,3.4,
,,383-149-09,DEXTROSE 5%,3.4,
,,381-149-09,DEXTROSE 5%,5.35,
,,51-168-96,DEXTROSE 5%,7.45,
,,151-149-98,DEXTROSE 5%,5.4,
,,152-149-98,DEXTROSE 5%,8.95,
,,284-149-04,DEXTROSE 5%,3.4,
,,285-149-04,DEXTROSE 5%,3.4,
,,283-149-04,DEXTROSE 5%,3.4,
,,5-158-86,DEXTROSE 5%,16.5,
,,4-158-86,DEXTROSE 5%,9.3,
,,177-149-99,40% w/v DEXTROSE Injection USP,1.65,
,,50-149-92,DEXTROSE 5%,5.35,
,,95-6-01,DAKTARIN 2% TINCTURE,17.05,
,,14-6-81,DAKTACORT CREAM 20MG-GM,11.95,
,,44-19-93,DAIVONEX OINT. 50MCG-G,45.55,
,,48-19-96,DAIVONEX CREAM 50MCG-G,45.55,
,,68-19-13,DAIVOBET OINTMENT,148.35,
,,62-19-05,DAIVOBET OINTMENT,102.5,
,,69-19-13,DAIVOBET GEL,148.35,
,,63-19-10,DAIVOBET GEL,74.15,
,,13-17-01,DAFLON 500MG TAB,29.0,
,,11-6-81,DAKTARIN CREAM 2%,15.85,
,,28-6-85,DAKTARIN ORAL GEL 2%,16.5,
,,12-6-81,DAKTARIN POWDER 2%,11.35,
,,77-124-06,DAROXIME,32.95,
,,2712211514,DAROXIME 250 mg film-coated tablet,25.85,
,,3-848-12,DAONIL M 500/5MG TABLETS,21.1,
,,2-848-12,DAONIL M 500/2.5MG TABLETS,14.85,
,,1-848-12,DAONIL M 250/1.25MG TABLETS,8.75,
,,36-23-83,DAONIL 5MG TAB,24.6,
,,3101221664,DANSETRON 2MG\ML AMP. FOR I.V INJECTION,157.35,
,,1409211047,DALACIN-C 150 mg/ml ampoule,27.65,
,,24-44-87,DALACIN-C 150 mg/ml ampoule,14.55,
,,23-102-22,DALACIN VAGINAL CREAM 2%,35.8,
,,41-43-13,DALACIN T LOTION 1%,19.55,
,,151-172-06,DANSETRON 2 mg/ml solution for injection,78.65,
,,80-116-10,CURAM 1.2GM POW. FOR SOLN. FOR INJECTION- INFUSION,66.6,
,,3-823-14,CURACNE 40MG SOFT GELATIN CAPSULE,134.5,
,,2-823-12,CURACNE 20MG SOFT GELATIN CAPSULE,68.45,
,,1-823-12,CURACNE 10MG SOFT GELATIN CAPSULE,44.75,
,,23-249-13,CUPIDO,128.35,
,,15-407-06,CROTAPHIL 10% LOTION,11.15,
,,14-407-06,CROTAPHIL 10% CREAM,7.55,
,,30-368-02,CROMA EYE DROP,26.4,
,,54-7-04,CRESTOR 20 MG FILM COATED TABLETS,145.25,
,,55-7-04,CRESTOR 10 MG FILM COATED TABLETS,85.65,
,,0609211012,COZAAR 100 mg film-coated tablet,52.8,
,,0302210491,COZAAR,45.35,
,,126-325-04,COXICAM,24.3,
,,125-325-04,COXICAM,10.85,
,,127-325-04,COXICAM,13.3,
,,52-116-99,CURAM 156.25MG-5ML POWDER FOR SUSP,10.35,
,,65-116-04,CURAM 1GM TABLET,44.15,
,,53-116-99,CURAM 312.5 MG-5ML POWDER FOR SUSP,18.1,
,,57-44-13,CYKLOKAPRON INJ 100MG-ML INJECTION,73.0,
,,1-203-90,CYCLOPENTOLATE 1% THILO EYE DROPS,10.8,
,,2-203-90,CYCLOPENTOLATE 0.5%THILO EYE DROPS,9.3,
,,42-115-92,CYCLOGYL EYE DROPS 1%,15.35,
,,1-404-09,C-VITAL 1G EFFERVESCENT TABLETS SUGAR FREE,7.3,
,,75-25-98,CUTIVATE 0.05% CREAM,20.8,
,,164-276-20,CUTIVATE 0.005% ointment,18.05,
,,1-169-87,CUTISAN POWDER,7.45,
,,51-116-99,CURAM 625 MG F.C TAB,21.85,
,,79-116-10,CURAM 600MG POW. FOR SOLN. FOR INJECTION- INFUSION,39.15,
,,78-116-09,CURAM 457MG-5ML POW. FOR ORAL SUSPENSION,18.35,
,,163-276-20,CUTIVATE 0.05% cream,18.05,
,,24-290-03,DERMOFUCIN 2% OINTMENT,5.95,
,,25-290-03,DERMOFUCIN 2% CREAM,7.9,
,,8-58-11,DERMOFIX 2% CREAM,17.0,
,,3-120-85,DERMOCORT CREAM,7.35,
,,6-368-00,DERMIZOL 2% AQUEOUS GEL,13.15,
,,2-206-91,DERMATIN SOLUTION 1%,8.3,
,,1-206-91,DERMATIN CREAM 1%,7.6,
,,60-277-99,DERMA-T SOLUTION,22.15,
,,35-490-08,DERMAMED 0.05% OINTMENT,6.2,
,,77-277-00,DERMA T 10MG TOPICAL LOTION,22.15,
,,2410211224,DERMOVATE 0.05% SCALP APPLICATION,17.0,
,,16-276-97,DERMOVATE CREAM 0.05%,9.45,
,,17-276-97,DERMOVATE OINTMENT 0.05%,9.45,
,,17-498-07,DEXANOL CREAM 30 GM,7.25,
,,16-201-92,DEXAMETHASONE SOD.PHOSPHATE 8MG-2ML AMP,8.55,
,,17-201-92,DEXAMETHASONE SOD.PHOSPHATE 8MG-2ML AMP,171.0,
,,81-368-04,DEXAFLOX OPHTHALMIC SUSPENSION,14.95,
,,51-92-08,DETRUSITOL RETARD 4 mg capsule,93.0,
,,50-92-08,DETRUSITOL RETARD 2 mg capsule,93.0,
,,46-92-02,DETRUSITOL 2 mg tablet,70.45,
,,24-57-92,DETICENE 200MG I.V VIAL,28.2,
,,124-368-10,DESLOR 5 MG FILM COATED TABLET,23.3,
,,99-11-84,DESFERAL VIAL 500MG,110.95,
,,18-290-01,DEWAX 5MG-ML OTIC DROPS,4.7,
,,23-346-07,DEPRAN 40 mg film-coated tablet,87.5,
,,22-346-07,DEPRAN 20 mg film-coated tablet,56.3,
,,278-277-14,DEPRALEX 20MG FILM COATED TABLET,103.6,
