Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,,,,Orthopedics,FMORT-0559,Removal Of Internal Fixation,47927-00-01,Service,,5501,5501,Current Price
,,,,Emergency,FMERDA0065,Large Dressing > 25 Cm,30055-00-30,Service,,315,315,Current Price
,,,,SURGERY,FMSUR-3158,Radical Surgery For Oral Malignancy (Cancer Tongue/Lip),30275-00-00,PKG,6 Days,22091.454,22091.454,Current Price
,,,,Emergency,FMERDA0075,Small Dressing < 10 Cm,30055-00-10,Service,,68,68,Current Price
,,,,SURGERY,FMPDS-0006,Drainage Of Abscess Under Anea,30223-01-10,Service,,450,450,Current Price
,,,,Room & Board,FMICU-0014,Use Of Blood Warmer Fmicu-0014,99999-99-99,Service,,118,118,Current Price
,,,,Dental,FMDNTM0015,Local Treatment Of Large,97989-00-10,Service,,577,577,Current Price
,,,,Nursing,FMICU-0008,Air Matress Per Day Fmnur-0040,83700-00-00,Service,,124,124,Current Price
,,,,Orthopedics,FMORT-0805,Interlocking Nail (Iln) Humerus,47921-00-01,PKG,1 DAY,25380,25380,Current Price
,,,,Orthopedics,FMORT-9924,Mpfl Reconstruction W Allograft,49539-01-01,PKG,1 DAY,27600,27600,Current Price
,,,,Orthopedics,FMORT-0103,Closed Reduct Of Separated - Epiphysis At Unspec. Site,90581-00-01,PKG,1 DAY,12000,12000,Current Price
,,,,LABORATORY,FMLAB-9139,Vitamin D (25-Hydroxy-Cholecalciferol),73050-05-30,Service,,346,346,Current Price
,,,,LABORATORY,FMLAB-9201,Brucella Abs,73100-19-90,Service,,862,862,Current Price
,,,,Dental,FMDNT-1035,Pulp capping,97411-00-00,Service, ,250,250,Current Price
,,,,OB & GYNE,FMOBG-3042,Normal Delivery (With Normal Baby),90467-00-00,PKG,2 Days,5500,5500,Current Price
,,,,SURGERY,FMSUR-3096,Orchidectomy,30641-00-00,PKG,3 Days,5522.8635,5522.8635,Current Price
,,,,Cardiology,FMCARS0025,48 Hours Holter,11709-00-00,Service,,18055,18055,Current Price
,,,,Orthopedics,FMORT-0522,Release Adductor Tendon Bilat.,47963-00-02,PKG,1 DAY,10800,10800,Current Price
,,,,Pediatrics,FMPDT-0121,Central Venous Pressure Up To 2 Yrs Max-24Hrs,11600-02-00,Service,,274,274,Current Price
,,,,INTERNAL MEDICINE,FMINT-0072,Oxygen Inhalation,92044-00-00,Service,,107,107,Current Price
,,,,LABORATORY,FMLAB-6032,Diarrheal Profile,73400-01-00,Service, ,769,769,Current Price
,,,,Emergency,FMERDA0036,Toungue Laceration Suturing,90335-01-00,Service,,285,285,Current Price
,,,,Ophthalmology,MTOPT-0050,Cross Linking - Unilateral ,42652-00-11,Service,,6000,6000,Current Price
,,,,SURGERY,FMSUR-3116,Excision Of Big Or Multiple Lipoma Under G.A. + Histopathology,99999-99-99,PKG,1,4500,4500,Current Price
,,,,LABORATORY,FMLAB-9017,Angiotensin Converting Enzyme (Ace),73050-03-50,Service,,976,976,Current Price
,,,,SURGERY,FMSUR-3332,Diganostic Hysteroscopy,35630-00-00,PKG,Day Case,11048,11048,Current Price
,,,,Radiology ,FMXRAY1290,Us. Abdomen And Pelvis (Viscera And Abdomenal Wall),55036-00-00,Service,,385,385,Current Price
,,,,LABORATORY,FMLAB-5055,Varicella Zoster Abs,73100-26-90,Service,,591,591,Current Price
,,,,LABORATORY,FMLAB-9738,Tb Culture (Csf),73050-56-40,Service, ,1825,1825,Current Price
,,,,LABORATORY,FMLAB-8065,Her2/Neu (Breast Cancer),73100-13-80,Service,,1328,1328,Current Price
,,,,Orthopedics,FMORT-0080,Closed Reduction Of Fract/W Int.Fix.At Phalange Fo,47036-00-01,PKG,Day Case,11430,11430,Current Price
,,,,Orthopedics,FMORT-0662,Ant Spinal Fix Fr/Deform Spine,48678-00-00,PKG,2 DAYS,53640,53640,Current Price
,,,,LABORATORY,FMLAB-9388,Total Bile Acids,73050-04-10,Service,,574,574,Current Price
,,,,Orthopedics,FMORT-0601,O.R. And I.F.Of Fracture Scapl,47468-01-01,PKG,1 DAY,23760,23760,Current Price
,,,,Orthopedics,FMORT-0284,Transfer Of Finger Excpt Thumb,46507-00-01,PKG,Day Case,16200,16200,Current Price
,,,,Orthopedics,FMORT-0527,Skeletal Tract.Fr.Frac.Adl/Cld,90531-00-00,PKG,2 days,10080,10080,Current Price
,,,,Orthopedics,FMORT-0682,O.R.& I.F.-Fract.Med.Malleolus,47600-01-01,PKG,1 DAY,19200,19200,Current Price
,,,,Physiotherapy,FMPTD-2605,Kinesiotape,96022-00-00,Service,,200,200,Current Price
,,,,Orthopedics,FMORT-0407,Pemberton Acetabular Osteotomy,48424-00-00,PKG,2 days,21600,21600,Current Price
,,,,LABORATORY,FMLAB-7034,"Trimester Rheumatology Follow Up(Esr,Cbc,Sgot,Sgpt,Ggt, Creat,Crp,Urine,Tp,Rf,Ana,Pt Electrophoresis)",73000-00-50,Service,,1263,1263,Current Price
,,,,Dental,FMDNTS0023,Incision & Drainage Intra-Oral Abscess (Deep),96215-00-20,Service,,1410,1410,Current Price
,,,,ENT,FMENTE0009,Brain Stem Evoked Response Audiometry,11300-00-00,Service,,1761,1761,Current Price
,,,,Endoscopy,FMENDE0034,Endoscopic 1 Stone Extraction,36806-02-00,Service,,1151,1151,Current Price
,,,,Pediatrics,FMPDT-0122,Central Venous Pressure Over 2 Yrs Max-24Hrs,11600-02-00,Service,,364,364,Current Price
,,,,Dermatology ,FMDER-0237,Botox Injection -Deep Wrinkle,90676-00-00,Service,,4109,4109,Current Price
,,,,UROLOGY,FMURO-3025,Cystoscopy & Biopsy,36812-00-00,PKG,Day Case,5712,5712,Current Price
,,,,OB & GYNE,FMOBG-3028,C.S. With Abdominal Hysterectomy,35653-01-00,PKG,4 Days,17000,17000,Current Price
,,,,LABORATORY,FMLAB-6063,Pleural/Ascitic Fluid,73050-40-40,Service,,637,637,Current Price
,,,,Room & Board,FMRMB-9915,Delivery Room,83630-00-10,Service,,697,697,Current Price
,,,,LABORATORY,FMLAB-2084,Urine Ketones,73050-00-00,Service,,77,77,Current Price
,,,,UROLOGY,URO-0033,Litholopaxy End. Bladder Stone (1-2 Days).,36863-00-00,PKG,Day Case,4620,4620,Current Price
,,,,ORTHOPAEDIC WORKSHOP,FMORW-0157,Below Knee Prosthesis,96092-00-00,Service,,33972,33972,Current Price
,,,,LABORATORY,FMLAB-9240,Hepatitis C Virus (Hcv) Genotyping,73050-60-90,Service,,2000,2000,Current Price
,,,,Orthopedics,FMORT-0152,Correctin Of Metatarsus Varus,48400-02-01,PKG,3 Days,12600,12600,Current Price
,,,,Orthopedics,FMORT-0504,"Operation Of Recurr,Dis Shldr",47009-00-01,PKG,3 Days,23760,23760,Current Price
,,,,Orthopedics,FMORT-0497,Open Red. & Int. Fix -Patella,47585-00-01,PKG,1 DAY,19080,19080,Current Price
,,,,Orthopedics,FMORT-0804,Interlocking Nail (Iln) Tibia,47921-00-01,PKG,2 days,25380,25380,Current Price
,,,,ENT,FMENTP2004,INCISION & DRAINAGE OF PERIT-,41807-00-00,Service,,686,686,Current Price
,,,,Dermatology ,FMDER-0062,Pathergy Test,99999-99-99,Service,,325,325,Current Price
,,,,OB & GYNE,FMOBG-3004,Shirodkar Suture,16511-00-00,PKG,DAY CASE,2761.43175,2761.43175,Current Price
,,,,LABORATORY,FMLAB-9588,"Mercury (Breast Milk, Blood, Urine & Faeces)",73050-24-40,Service,,998,998,Current Price
,,,,OB & GYNE,FMOBG-3047,Caesarian Delivery For Twins (Uncomplicated),16520-02-00,PKG,4 Days,16000,16000,Current Price
,,,,ONCOLOGY/NUCLEAR MED,FMONC-0007,3 Months Chemotherapy (Clinic),96199-00-00,Service,,1748,1748,Current Price
,,,,Medical Supervision,FMSUP-0004,Isolation - Medical Supervision,83600-03-10,Service,,451,451,Current Price
,,,,LABORATORY,FMLAB-2017,"Cholesterol, Total",73050-23-60,Service,,139,139,Current Price
,,,,UROLOGY,FMURO-3061,Bilateral Ligation Of Varicocele,30635-00-02,PKG,3 Days,7363.817999999999,7363.817999999999,Current Price
,,,,LABORATORY,FMLAB-1620,Oncotype Dx Breast,73200-06-20,Service,,43323,43323,Current Price
,,,,Room & Board,FMADM-9915,Class Difference ( From Second To First ),83610-01-10,Service,,359,359,Current Price
,,,,LABORATORY,FMLAB-9518,Hbf Cells (Modified Kleihauer-Betke Test),73100-07-00,Service,,761,761,Current Price
,,,,Emergency,FMERDA0029,Superfecial Wound Suturing (3-5 Stitches),90676-00-00,Service,,181,181,Current Price
,,,,LABORATORY,fmlab-1326,Catecholamines(Blood),73050-07-00,Service,,1114,1114,Current Price
,,,,LABORATORY  ,FMLABM0090,BIOTINIDASE QUANT( SO ),73050-04-60,Service, ,535,535,Current Price
,,,,UROLOGY,FMURO-0056,Dressing Of Wound,30055-00-00,Service,,93,93,Current Price
,,,,Laboratory,FMLAB-9225,GALACTOSAEMIA SCREEN (PAPER SPOT),73050-13-80,Service,,328,328,Current Price
,,,,SURGERY,FMSUR-3064,Circumcision (Less Than One Year),30653-00-00,PKG,Day Case,1415,1415,Current Price
,,,,Dental & Maxillofacial,FMDNTC104,Dento - Alveolar Fracture Fixation - I,90530-00-00,PKG,1,4109,4109,Current Price
,,,,LABORATORY,FMLAB-6001,Acid Fast Bacilli (Afb) Smear,73200-07-10,Service,,3335,3335,Current Price
,,,,Vascular Surgery,MTVAS-0031,Thoracoscopic Hyper-Hidrosis Sympathectomy.,90223-01-00,Service, ,7236,7236,Current Price
,,,,NEUROLOGY,FMNUM-0031,Emg,11012-00-00,Service,,524,524,Current Price
,,,,SURGERY,FMSUR-3230,Laparascopic Appendectomy,30572-00-00,PKG,2 Days,10500,10500,Current Price
,,,,INTERNAL MEDICINE,FMINT-1002,Nebulizer Pulmicort,92043-00-00,Service,,225,225,Current Price
,,,,SURGERY,FMSUR-3362,"Revision, Arteriovenous Fistula / Gortex",34518-00-00,PKG,1 Day,6996,6996,Current Price
,,,,Orthopedics,FMORT-0499,Open Red. For Hip In C.D.H.,47051-00-02,PKG,1 DAY,25200,25200,Current Price
,,,,Radiology,FMXRAY1171,X-Ray T.M.J. - Right,57927-00-01,Service,,396,396,Current Price
,,,,Radiology,FMXRAY1739,X-Ray T.M.J.  - Left,57927-00-01,Service,,396,396,Current Price
,,,,Endoscopy,FMSUR-3120,Diagonstic Ercp,30484-00-00,PKG,Day Case,4602.38625,4602.38625,Current Price
,,,,Emergency,FMERDA0063,Warm Compressor,83700-00-00,Service,,177,177,Current Price
,,,,Radiology ,FMXRAY1292,Us. Neck Soft Tissue,90908-00-00,Service,,529,529,Current Price
,,,,LABORATORY,fmlab-1338,"Magnesium, 24 Hours Urine",73050-24-00,Service,,376,376,Current Price
,,,,Dental,FMDNL-0016,Jacket Crown Acrylic,97611-01-00,Service,,803,803,Current Price
,,,,UROLOGY,FMURO-3040,Unilateral Ligation Of Vacicocele,30635-00-01,PKG,2 Days,5891.0544,5891.0544,Current Price
,,,,NEUROSURGERY,FMNEU-3475,Anterior Cervical Corpectomy And Stabilization - One Level W/Out Implant,40331-00-00,PKG,2 days,41040,41040,Current Price
,,,,INTERNAL MEDICINE,FMINT-0077,Iv Fluid Canula,90220-00-00,Service,,85,85,Current Price
,,,,Pediatrics,FMPDT-0095,Removal Of Foreign Body Internal Auditory Canal,92201-00-00,Service,,274,274,Current Price
,,,,Ophthalmology,FMOPTA0008,Fluroscein Angiography - One Eye,83700-00-00,Service,,650,650,Current Price
,,,,Medical Supervision,FMSUP-0003,Thirdclass - Medical Supervision,83600-03-20,Service,,451,451,Current Price
,,,,NEUROSURGERY,FMNUR-0126,Cervical Epidural Injection,90019-00-00,Service,,349,349,Current Price
,,,,NEUROSURGERY,FMNEU-3595,Removal Of Posterior Spinal Instrumentaton - One Level,50616-01-00,PKG,1 DAY,16200,16200,Current Price
,,,,Dental,FMDNTS0025,Incision & Drainage Intra-Oral Abscess (Children),96215-00-10,Service,,254,254,Current Price
,,,,UROLOGY,FMURO-3098,Flexible Ureterorenoscopy Djs Insertion,36803-00-00,PKG,2 DAYS,19440,19440,Current Price
,,,,Orthopedics,FMORT-0451,Correction Of Halux Valgus,49821-00-00,PKG,2 DayS,12600,12600,Current Price
,,,,LABORATORY,FMLAB-8096,"Vancomycin Peak, Serum",73300-03-40,Service,,700,700,Current Price
,,,,Orthopedics,FMORT-0660,Spondylisthesis Correction,90011-02-00,PKG,2 DAYS,43200,43200,Current Price
,,,,Endoscopy,FMENDE0055,Use Of Biliary Balloon,90950-02-00,Service,,1176,1176,Current Price
,,,,Orthopedics,FMORT-0402,Salter Dv Osteotomy & Cast,48424-00-00,PKG,2 DAYS,21600,21600,Current Price
,,,,Orthopedics,FMORT-0708,Girdle Stone Operation Hip,90552-00-01,PKG,2 DAYS,28800,28800,Current Price
,,,,SURGERY,FMOBG-0276,Adhesiolysis / Open,90329-00-00,Service,,10563,10563,Current Price
,,,,Dermatology ,FMDER-1022,Laser Hair Removal RETOUCH SESSION,90676-00-00,Service, ,400,400,Current Price
,,,,LABORATORY,FMLAB-9048,Cyclosporin,73300-00-40,Service, ,647,647,Current Price
,,,,UROLOGY,FMURO-3015,Cystoscopy + Removal Of Djs Under G.A.,36821-01-00,PKG,Day Case,3000,3000,Current Price
,,,,Physiotherapy,FMPTD-2159,Shockwave Therapy Per Session,96155-00-00,Service,,250,250,Current Price
,,,,Orthopedics,FMORT-0647,Application Of External Fixato R Grade Ii,50130-00-01,PKG,2 DAYS,30000,30000,Current Price
,,,,Neurology ,NEU-0029,"Endarterectomy, Carotid Vessel",33500-00-00,PKG,7 Days,38280,38280,Current Price
,,,,ONCOLOGY/NUCLEAR MED,FMONC-0008,Intracavitary Chemotherapy Instillation In Emergency Or Ward,83700-00-00,Service,,1435,1435,Current Price
,,,,LABORATORY,FMLAB-5016,Hbc Igm,73100-23-70,Service,,384,384,Current Price
,,,,Dental & Maxillofacial,FMDNTC0041,Removal Of Plate Or Wires Of   Old Fracture,47927-00-01,PKG,1,2739,2739,Current Price
,,,,PAEDIATRICS/SUG,FMPDS-0005,Intercostal Drain (Chest Drain),83700-00-00,Service,,422,422,Current Price
,,,,Emergency,FMERDA0073,Nebulizer (Ventoline/ Atrovent),92043-00-00,Service,,242,242,Current Price
,,,,Ophthalmology,FMOPT-4112,Extracapsular Cl. Lens+Iol H.M.,42698-08-01,PKG,6 DAYS,12206.204249999999,12206.204249999999,Current Price
,,,,Dermatology ,FMDER-1036,PRP 3 SESSIONS FACE OR HAIR,90660-00-00,Service, ,3000,3000,Current Price
,,,,Pediatrics,FMPDT-0018,Iv Injection (Fr. 5Yrs To Pub ),96199-19-00,Service,,107,107,Current Price
,,,,Radiology ,FMXRAY1272,Fluroscopy. Pediatric. Lower G.I. (Hirschsprung Protocol),60503-00-00,Service,,1100,1100,Current Price
,,,,Dental,FMDNTS0024,Incision & Drainage Extra-Oral Abscess,96215-00-10,Service,,1784,1784,Current Price
,,,,Emergency,FMERDA0066,Medium Dressing 15 - 25 Cm,30055-00-20,Service,,197,197,Current Price
,,,,Dental,FMDNTP0088,Additional Fiberoptic Post,97625-20-00,Service,,803,803,Current Price
,,,,Dermatology ,FMDER-0304,Botox Injection - One Vial,90676-00-00,Service,,2835,2835,Current Price
,,,,UROLOGY,FMURO-3026,Cystoscopy And Dj Stent Insertion (Unilateral),36821-01-00,PKG,Day Case,4881.909,4881.909,Current Price
,,,,LABORATORY,FMLAB-9094,Mitochondrial Abs & Anti-Smooth,73050-20-70,Service,,474,474,Current Price
,,,,Plastic Surgery,FMPSDE0041,EXCISION OF BIG SCAR W/ SKIN FLAP,45512-00-00,Service,,4531,4531,Current Price
,,,,Ophthalmology,FMOPT-4129,Cataract Extraction,42698-06-01,PKG,3 Days,11040,11040,Current Price
,,,,Dermatology ,FMDER-0122,Narrow band UVB therapy 1 session,14050-02-00,Service,,216,216,Current Price
,,,,Medical Supervision,FMSUP-0002,Secondclass - Medical Supervision,83600-03-20,Service,,451,451,Current Price
,,,,Medical Supervision,FMSUP-00011,Royal Suite - Medical Supervision,83600-03-20,Service,,451,451,Current Price
,,,,LABORATORY,FMLAB-1035,Cross Matching,73250-01-60,Service,,282,282,Current Price
,,,,LABORATORY,FMLAB-9716,Selenium,73050-32-60,Service,,998,998,Current Price
,,,,Dermatology ,FMDER-0239,Botox Injection -Test Dose - Hyperhydrosis,90676-00-00,Service,,422,422,Current Price
,,,,Orthopedics,FMORT-0191,Atlas Axis Spinal Fusion,48660-00-00,PKG,2 DAYS,55680,55680,Current Price
,,,,SURGERY,FMSUR-3242,Laparascopic Hysterectomy,35753-02-00,PKG,5 Days,15840,15840,Current Price
,,,,OB & GYNE,FMOBG-3035,Recurrent Ovarian Tumour,35638-04-00,PKG,5 Days,14727.635999999999,14727.635999999999,Current Price
,,,,Emergency,FMERDA0001,Abcess Incision And Drainage - Superfecial,30223-01-00,Service,,247,247,Current Price
,,,,ENT,FMENT-3155,Bilateral Myringatomy (G.A.),41626-01-00,PKG,DAY CASE,5176,5176,Current Price
,,,,LABORATORY,FMLAB-9281,Parietal Cell Abs,73100-13-40,Service,,574,574,Current Price
,,,,Psychiatry ,FMPSYA0066,Intravenous Injection,96199-19-00,Service,,113.56,113.56,Current Price
,,,,Emergency,FMERDA0002,Abcess Incision And Drainage - Deep,30223-01-20,Service,,764,764,Current Price
,,,,ENT,FMENTE0021,Transient Evoked Otoacoustic Emissions (Ped),11332-00-00,Service,,224,224,Current Price
,,,,Orthopedics,ORT-0005,Arthodeasis Of The Big Toe,46363-00-01,PKG,2 Days,12000,12000,Current Price
,,,,Orthopedic,FMORT-0513,ARTHROPLASTY/REPL.OF SH.EL.KN.,90533-00-01,Service,,6882,6882,Current Price
,,,,Dermatology ,FMDER-0295,Zerona Laser (Fat Loss) - One Session,90676-00-00,Service,,3554,3554,Current Price
,,,,NEUROSURGERY,FMNEU-3536,Excision Of Spinal Cord Tumour,99999-99-99,PKG,7 Days,27614.3175,27614.3175,Current Price
,,,,LABORATORY,FMLAB-1012,Activated Clotting Time,73100-05-00,Service,,73,73,Current Price
,,,,LABORATORY,FMLAB-9566,Leishmania Antibody Igg,73100-24-40,Service,,1000,1000,Current Price
,,,,Ophthalmology,FMOPT-4023,Ptosis Repair (One Eye),45623-05-01,PKG,3 Days,7363.817999999999,7363.817999999999,Current Price
,,,,INTERNAL MEDICINE,FMINT-1004,Smart Capsule,90335-01-00,Service,,10000,10000,Current Price
,,,,OB & GYNE,FMOBG-8116,US guided Cordocentesis,90487-00-00,Service, ,11892,11892,Current Price
,,,,Ophthalmology,FMOPTC0003,Excision Of Chalazion - Multiple,42575-00-01,Service,,1432,1432,Current Price
,,,,Orthopedics,FMORT-9003,Revision Of Iln Humerus,47921-00-01,PKG,2 DAYS,34830,34830,Current Price
,,,,Orthopedics,FMORT-0705,Total Elbow Replacement,49115-00-01,PKG,2 DAYS,44400,44400,Current Price
,,,,Orthopedics,FMORT-0381,Valgus Osteotomy Of Hip,48424-00-00,PKG,2 DAYS,21600,21600,Current Price
,,,,OB & GYNE,FMOBG-8113,Trans Abdominal Chorionic Villus Sampling,16603-00-00,Service, ,2226,2226,Current Price
,,,,LABORATORY,FMLAB-9059,Extractable Nuclear Abs (Ena) (Anti Rnp & Anti Sm),73100-10-70,Service,,1258,1258,Current Price
,,,,Radiology ,FMXRAY1622,Ultrasound One Breast,55070-00-00,Service,,416,416,Current Price
,,,,Dermatology ,FMDER-0124,Uv Sessions - 15 Sessions,14050-01-00,Service,,1912,1912,Current Price
,,,,Orthopedics,ORT-0018,Removal Of Ganglion,30107-00-01,PKG,Day Case,2761.43175,2761.43175,Current Price
,,,,OB & GYNE,OBG-0008,D&C Without Histopath,35640-00-00,PKG,Day Case,3000,3000,Current Price
,,,,LABORATORY,FMLAB-2078,Urine Albumin (24 Hours),73050-00-80,Service, ,146,146,Current Price
,,,,Medical Supervision,FMSUP-00020,Super Deluxe - Medical Supervision,83600-03-20,Service,,451,451,Current Price
,,,,Dermatology ,FMDER-0081,Incision & Drainage Of Absess - Superfacial,30223-01-00,Service,,176,176,Current Price
,,,,Orthopedics,FMORT-0307,Excisn Of Myositis Ossificans,31350-00-01,PKG,1 DAY,10800,10800,Current Price
,,,,Pediatrics,FMPDT-0011,Umblical Cannula Insertion With Bandage,13300-02-00,Service,,539,539,Current Price
,,,,LABORATORY,FMLAB-9991,Sexually Transmitted Diseases (Stds) Panel,73100-20-30,Service,,1500,1500,Current Price
,,,,Pediatrics,FMPDT-0050,Oral Polio Vaccine,92150-00-00,Service,,109,109,Current Price
,,,,UROLOGY,FMURO-3099,Suprapubic Cystostomy (For Stone Or Ulcers Of Bladder),37011-00-00,PKG,3 Days,6443.34075,6443.34075,Current Price
,,,,LABORATORY,FMLAB-2123,Food Panel 20 Ige,12018-00-00,Service, ,903,903,Current Price
,,,,Cardiology,FMCARS0021,Echo Full Study -Cardiology,55118-00-00,Service,,1600,1600,Current Price
,,,,Pediatrics,FMPDTC0005,Echo Full Study (Pediatric),55118-00-00,Service,,1318,1318,Current Price
,,,,LABORATORY,FMLAB-9029,Cardiolipin Abs (Igg & Igm),73100-11-70,Service,,637,637,Current Price
,,,,Orthopedics,FMORT-0646,Application Of External Fixato R Grade I,50130-00-01,PKG,2 DAYS,19200,19200,Current Price
,,,,Dental,FMDNTS0002,Additional Fee For Complicated Operation - La,83700-00-00,Service,,1655,1655,Current Price
,,,,LABORATORY,FMLAB-7049,Medical Tower O.R. Profile Cbc Na K,73000-00-20,Service,,800,800,Current Price
,,,,LABORATORY  ,FMLABM0113,SERUM OSMOLALITY,73050-26-10,Service,,998,998,Current Price
,,,,Ophthalmology,FMOPT-4193,Ch-Drainage ( Inside Hospita ),42569-00-01,PKG,DAY CASE,5082,5082,Current Price
,,,,UROLOGY,FMURO-3021,Cystourethroscopy + Diathermy Coagulation Papiloma Bladder,36840-03-00,PKG,2 Days,7363.817999999999,7363.817999999999,Current Price
,,,,Orthopedics,FMORT-0425,Sunction Irrigation Of Joint,50103-00-01,PKG,1 DAY,10080,10080,Current Price
,,,,Emergency,FMERDA0071,Code Blue Activation,83700-00-00,Service,,560,560,Current Price
,,,,UROLOGY,FMURO-3086,Simple Nephrectomy,36516-01-00,PKG,5 Days,11045.727,11045.727,Current Price
,,,,NEUROSURGERY,FMNUR-0135,Sympathetic Stellate Ganglion Injection ,18216-27-00,Service,,3926,3926,Current Price
,,,,Orthopedics,FMORT-0204,Tarsometatarsal Fusion,49815-00-00,PKG,1 DAY,16560,16560,Current Price
,,,,LABORATORY,FMLAB-1027,Factor Viii,73100-02-70,Service,,591,591,Current Price
,,,,LABORATORY,FMLAB-9342,Aldosterone,73050-01-40,Service,,1078,1078,Current Price
,,,,Orthopedics,FMORT-0823,Orif Elbow / Olecranon,47399-01-01,PKG,1 DAY,21600,21600,Current Price
,,,,Orthopedics,FMORT-0382,Varus Osteotomy Of Hip,99999-99-99,PKG,2 DAYS,21600,21600,Current Price
,,,,Consultation,CONS,Consultation,83600-00-00,Consultation,,80,160,Current Price
,,,,Orthopedics,FMORT-0453,Reduction Of Dislocation & Pop,47048-00-01,PKG,Day Case,9630,9630,Current Price
,,,,ENT,FMENTD0002,OESOPHAGEAL DILATATION OT00352256,41819-00-00,Service,,4531,4531,Current Price
,,,,Emergency,FMERDA0007,REMOVL OF FOREIGN BODY extermaties and trunk,99999-99-99,Service,,745,745,Current Price
,,,,Radiology ,FMXRAY1359,W.H. Mri Female Pelvis (Standard Protocol,90901-06-10,Service,,900,1200,Current Price
,,,,Ophthalmology,FMOPT-4088,Pterygium Excision,42686-00-01,PKG,Day Case,3000,3000,Current Price
,,,,Radiology ,FMXRAY1114,Ct. Brain Without Contrast (Standard Protocol),56001-00-00,Service,,600,900,Current Price
,,,,Nursing,FMNUR-0013,Patient Preparation,99999-99-99,Service,,459,459,Current Price
,,,,LABORATORY,FMLAB-1507,Turner Syndrome By Fish,73200-05-30,Service,,2807,2807,Current Price
,,,,LABORATORY,FMLAB-5084,H.Pylori Ag In Stool,73050-48-70,Service,,435,435,Current Price
,,,,ONCOLOGY/NUCLEAR MED,FMONC-0082,Celiac Plexus,18288-00-00,Service,,7864,7864,Current Price
,,,,Vascular Surgery,MTVAS-0009,DEBRIDEMENT OF BIG WOUND,90665-00-30,Service,,399,399,Current Price
,,,,ENT,PKENT-0014,Endocopic Dacryocystorhinostomy (Dcr),42623-00-01,PKG,2 Days,6443.34075,6443.34075,Current Price
,,,,LABORATORY,FMLAB-9659,Porphyrins In Faeces,73050-28-90,Service,,2982,2982,Current Price
,,,,Endoscopy,FMENDE0035,Extraction of 2 - 4  bile duct stones,90349-00-00,PKG,1,3431,3431,Current Price
,,,,LABORATORY,FMLAB-1601,Inborn Errors Of Metabolism(Bioscientia),83700-00-00,Service,,610,610,Current Price
,,,,LABORATORY,FMLAB-2025,Glucose (Csf),73400-00-70,Service,,261,261,Current Price
,,,,LABORATORY,FMLAB-2026,Protein (Csf),73050-25-00,Service,,261,261,Current Price
,,,,INTERVENTIONAL RADIOLOGY,FMXRAY1731,IR. EXTRACRANIAL ANGIOPLASTY + STENTING,59970-02-00,PKG,5days including ICU,62400,62400,Current Price
,,,,Orthopedics,FMORT-0755,Modified Scott Wiring,47921-00-01,PKG,2 DAYS,39480,39480,Current Price
,,,,Orthopedics,FMORT-9001,Revision Of Iln Femur,49563-00-01,PKG,2 DAYS,40320,40320,Current Price
,,,,Orthopedics,FMORT-9002,Revision Of Iln Tibia,47921-00-01,PKG,2 DAYS,40320,40320,Current Price
,,,,Orthopedics,FMORT-0216,Intrphalangeal Fusion,46300-00-01,PKG,Day Case,13200,13200,Current Price
,,,,Opthalmology,FMOPT-4272,DEEP LAMELLAR KERATOPLASTY (D. L .KP.) ,90089-00-01,PKG,DAY CASE,16568.5905,16568.5905,Current Price
,,,,SURGERY,FMSUR-3137,Faecal Fistula,30382-02-00,PKG,7 Days,12886.6815,12886.6815,Current Price
,,,,LABORATORY,FMLAB-5048,Mycoplasma Abs,73100-25-00,Service,,730,730,Current Price
,,,,LABORATORY,FMLAB-3018,Insulin Level,73050-20-90,Service,,448,448,Current Price
,,,,LABORATORY,FMLAB-2006,Ammonia (Nh3),73050-02-80,Service,,361,361,Current Price
,,,,Plastic Surgery,FMPSDH0013,MEDIUM SKIN GRAFTING 3-10% ,45415-00-00,Service,,9256,9256,Current Price
,,,,Pain Management,FMPN-0081,Botox Injection For Migraine,90660-00-00,Service,,2835,2835,Current Price
,,,,Neurology,FMNUR-0076,Urine Collection (24 Hours).,73050-37-80,Service,,146,146,Current Price
,,,,LABORATORY,fmlab-1301,Adeno Virus ( Stool),73050-45-50,Service,,1358,1358,Current Price
,,,,LABORATORY,FMLAB-2027,Xylose Test,73050-39-00,Service,,710,710,Current Price
,,,,Medication,FMPH-0002,I.V Admixture Pharmacy Service,96199-19-00,Service, ,58,58,Current Price
,,,,LABORATORY,FMLAB-3044,Cortisol (P.M.),73050-11-10,Service,,448,448,Current Price
,,,,Laboratory,fmlab-3100,RaNDOM Cortisol,73050-09-00,Service,,448,448,Current Price
,,,,LABORATORY,FMLAB-2060,Phosphorus In Blood,73050-28-20,Service,,139,139,Current Price
,,,,LABORATORY,FMLAB-9241,Cortisol Urine 24 H,73050-09-10,Service,,338,338,Current Price
,,,,LABORATORY,FMLAB-1026,Factor Vii,73100-02-50,Service,,577,577,Current Price
,,,,LABORATORY,FMLAB-2073,Urea Nitrogen (Bun),73050-37-50,Service,,127,127,Current Price
