PACKAGE CODE ,CATEGORY,SUB-CATEGORY,PACKAGES,Admission Days (LOS) ICU,Admission Days (LOS) WORD,NEW PRICE,3
4011033,C.V.T.,FINE MAJOR SURG,INTRA AORTIC BALOON INSERTION     ,0,1,11000.0,464
4011034,C.V.T.,FINE MAJOR SURG,LIGATION PATENT DUCTUS  ARTERIOSUS (PEDIATRIC)               ,0,2,16167.0,465
4011035,C.V.T.,FINE MAJOR SURG,LIGATION PATENT DUCTUS ARTERIOSUS (ADULT)                ,0,2,26222.5,466
4011036,C.V.T.,FINE MAJOR SURG,CARDIAC MASSAGE / OPEN ,0,0,3636.0,467
4011037,C.V.T.,FINE MAJOR SURG,MITRAL WITH TRICUSPID VALVE REPAIR (WITHOUT RING)                                                  ,1,4,44366.5,468
4011038,C.V.T.,FINE MAJOR SURG,MITRAL WITH TRICUSPID VALVE REPAIR (WITH RING)                                                      ,1,4,48816.5,469
4011039,C.V.T.,FINE MAJOR SURG,VALVULOPLASTY / MITRAL WITH BALLOON ,1,4,48816.5,470
4011040,C.V.T.,FINE MAJOR SURG,MITRAL VALVE / MECHANICAL         ,1,4,55936.5,471
4011041,C.V.T.,FINE MAJOR SURG,MITRAL VALVE / TISSUE         ,1,4,59850.0,472
4011042,C.V.T.,FINE MAJOR SURG,MITRAL VALVE REPAIR (WITHOUT RING)                                                         ,1,4,44366.5,473
4011043,C.V.T.,FINE MAJOR SURG,MITRAL VALVE REPAIR (WITH RING)                                                                 ,1,4,44366.5,474
4011044,C.V.T.,FINE MAJOR SURG,PACEMAKER ANALYSIS AND REPROGRAMING,0,0,600.0,475
4011045,C.V.T.,FINE MAJOR SURG,PERICARDIOCENTESIS,0,1,6060.0,476
4011046,C.V.T.,FINE MAJOR SURG,PERICARDIOTOMY   ,0,3,34340.0,477
4011047,C.V.T.,FINE MAJOR SURG,PERMANENT CARDIAC PACEMAKER / ACUTE IMPLANTATION,1,3,38380.0,478
4011048,C.V.T.,FINE MAJOR SURG,PERMANENT PACEMAKER BIVENTRICULAR PLUS ICD (CRTD),1,4,80000.0,479
4011049,C.V.T.,FINE MAJOR SURG,PERMANENT CARDIAC PACEMAKER  / DUAL CHAMBER,1,4,53400.0,480
4011050,C.V.T.,FINE MAJOR SURG,PERMANENT PACEMAKET BIVENTRICULAR    ,1,4,62300.0,481
4011051,C.V.T.,FINE MAJOR SURG,RENAL ANGIOGRAM / BOTH ARTERIES,0,1,5400.0,482
4011052,C.V.T.,FINE MAJOR SURG,RING IMPLANT / EACH                                                                                                                          ,0,0,3735.0,483
4011053,C.V.T.,FINE MAJOR SURG,ROTABLATOR APPLICATION,0,0,21250.0,484
4011054,C.V.T.,FINE MAJOR SURG,SIMPLE OPEN CONGENITAL DEFORMITIES (A.S.D./V.S.D /P.D.A.),0,3,42687.0,485
4011055,C.V.T.,FINE MAJOR SURG,PERMANENT CARDIAC PACEMAKER / SINGLE CHAMBER ,1,4,48950.0,486
4011056,C.V.T.,FINE MAJOR SURG,USE OF SUCTION DEVICE (PRIMARY PCI),0,0,10560.0,487
4021001,C.V.T.,CARDIAC CATH,CATHETERIZATION LEFT HEART,0,1,9027.0,488
4021002,C.V.T.,CARDIAC CATH,CATHETERIZATION LEFT HEART WITH GRAFT,0,1,11730.0,489
4021003,C.V.T.,CARDIAC CATH,CATHETERIZATION RIGHT WITH LEFT HEART,0,1,13260.0,490
4021004,C.V.T.,CARDIAC CATH,CATHETERIZATION RIGHT HEART,0,1,7548.0,491
4021005,C.V.T.,CARDIAC CATH,CATHETERIZATION RIGHT HEART WITH SHUNT,0,1,8772.0,492
4021006,C.V.T.,CARDIAC CATH,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY AGIOPLASTY) – SV WITH STENT ,(IMPLANT NOT INCLUDED)",1,2,30600.0,493
4021007,C.V.T.,CARDIAC CATH,PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – DV ,1,2,26520.0,494
4021008,C.V.T.,CARDIAC CATH,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – DV WITH 2 STENT , (PRICE IS  WITHOUT STENT",1,2,40800.0,495
4021009,C.V.T.,CARDIAC CATH,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – DV WITH 3 STENT ,(IMPLANT NOT INCLUDED)",1,2,40800.0,496
4021010,C.V.T.,CARDIAC CATH,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – DV WITH 4 STENTS ,",1,2,53400.0,497
4021011,C.V.T.,CARDIAC CATH,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – DV WITH 5 STENTS ,(IMPLANT NOT INCLUDED)",1,2,57850.0,498
4021012,C.V.T.,CARDIAC CATH,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – DV WITH STENT ,(IMPLANT NOT INCLUDED)",1,2,40000.0,499
4021013,C.V.T.,CARDIAC CATH,PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – SV,1,2,18870.0,500
4021014,C.V.T.,CARDIAC CATH,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – SV WITH 2 STENT ,(IMPLANT NOT INCLUDED)",1,2,30600.0,501
4021015,C.V.T.,CARDIAC CATH,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – SV WITH 3 STENT ,(IMPLANT NOT INCLUDED)",1,2,30600.0,502
4021016,C.V.T.,CARDIAC CATH,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – SV WITH 4 STENTS ,(IMPLANT NOT INCLUDED)",1,2,47170.0,503
4021017,C.V.T.,CARDIAC CATH,PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – TV,1,2,29580.0,504
4021018,C.V.T.,CARDIAC CATH,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – TV WITH 2 STENT ,(IMPLANT NOT INCLUDED)",1,2,50730.0,505
4021019,C.V.T.,CARDIAC CATH,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – TV WITH 3 STENT ,(IMPLANT NOT INCLUDED)",1,2,56070.0,506
4021020,C.V.T.,CARDIAC CATH,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – TV WITH 4 STENTS ,(IMPLANT NOT INCLUDED)",1,2,60520.0,507
4021021,C.V.T.,CARDIAC CATH,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – TV WITH 5 STENTS ,(IMPLANT NOT INCLUDED)",1,2,64970.0,508
4021022,C.V.T.,CARDIAC CATH,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – TV WITH STENT ,(IMPLANT NOT INCLUDED) ",1,2,46280.0,509
4021023,C.V.T.,CARDIAC CATH,"PTCA SINGLE VESSEL WITH DRUG ELUTING BALLOON , EXCLUDING THE PRICE OF THE DRUG ELUTING BALLOON",1,2,25500.0,510
4021024,C.V.T.,CARDIAC CATH,TEMPORARY PACEMAKER,0,D/C,8010.0,511
4021025,C.V.T.,CARDIAC CATH,MITRAL BALLOON VALULOPLASTY,1,3,40400.0,512
4031001,C.V.T.,PEDIA CARDIAC SURGERY,ATRIAL SEPTAL DEFECT DEVICE CLOSURE (ASD),0,3,36000.0,513
4031002,C.V.T.,PEDIA CARDIAC SURGERY,ATRIAL BALLOON SEPTOSTOMY ,0,2,17600.0,514
4031003,C.V.T.,PEDIA CARDIAC SURGERY,LEFT ATRIAL APPENDAGE DEVICE CLOSURE ,1,4,62300.0,515
4031004,C.V.T.,PEDIA CARDIAC SURGERY,VALVE IMPLANTATION / MELODY ,1,5,119000.0,516
4031005,C.V.T.,PEDIA CARDIAC SURGERY,PATENT DUCTUS ARTERIOSUS COIL CLOSURE (PDA),0,2,17600.0,517
4031006,C.V.T.,PEDIA CARDIAC SURGERY,PATENT DUCTUS ARTERIOSUS DEVICE CLOSURE (PDA),0,2,25500.0,518
4031007,C.V.T.,PEDIA CARDIAC SURGERY,PATENT DUCTUS ARTERIOSUS STENTING (PDA),0,2,36000.0,519
4031008,C.V.T.,PEDIA CARDIAC SURGERY,PULMONARY ARTERY DILATATION WITH OR WITHOUT STENTING(IMPLANT NOT INCLUDED),0,2,25500.0,520
4031009,C.V.T.,PEDIA CARDIAC SURGERY,PULMONARY BALLOON VALVULOPLASTY      ,0,3,21250.0,521
4031010,C.V.T.,PEDIA CARDIAC SURGERY,PULMONARY VALVE PERFORATION BY RADIOFREQUENCY,1,4,127500.0,522
4031011,C.V.T.,PEDIA CARDIAC SURGERY,VENTRICULAR OUTFLOW TRACT STENTING (RVOT) ,1,3,40050.0,523
4031012,C.V.T.,PEDIA CARDIAC SURGERY,VENTRICULAR SEPTAL DEFECT DEVICE CLOSURE (VSD) ,1,3,40050.0,524
4041001,C.V.T.,VASCULAR SURG,"AMPUTATION, ABOVE KNEE",0,3,26260.0,525
4041002,C.V.T.,VASCULAR SURG,"AMPUTATION, BELOW KNEE",0,3,26260.0,526
4041003,C.V.T.,VASCULAR SURG,"AMPUTATION, THROUGH FOOT",0,3,22220.0,527
4041004,C.V.T.,VASCULAR SURG,"AMPUTATION, TOE/S",0,2,22220.0,528
4041005,C.V.T.,VASCULAR SURG,"ANASTOMOSIS, VENOUS, INTRA-ABDOMINAL",0,4,39390.0,529
4041006,C.V.T.,VASCULAR SURG,ANASTOMOSIS-VENOUS INTRA-ABDOMINAL,0,4,30300.0,530
4041007,C.V.T.,VASCULAR SURG,"ANGIOPLASTY, PATCH, ARTERY / SYNTHETIC",0,3,33330.0,531
4041008,C.V.T.,VASCULAR SURG,"ANGIOPLASTY, PATCH, ARTERY / TISSUE",0,3,33330.0,532
4041009,C.V.T.,VASCULAR SURG,"ANGIOPLASTY, PATCH, ARTERY / UNSPECIFIED",0,3,33330.0,533
4041010,C.V.T.,VASCULAR SURG,"ANGIOPLASTY, VESSEL, VEIN (IMPLANT NOT INCLUDED)",0,3,33330.0,534
4041011,C.V.T.,VASCULAR SURG,"ARTERIOGRAM, COMPLET",0,1,18180.0,535
4041012,C.V.T.,VASCULAR SURG,"ARTERIOGRAM, INTRAOPERATIVE",0,0,18180.0,536
4041013,C.V.T.,VASCULAR SURG,"ARTERIOVENOSTOMY, FOR RENAL DIALYSIS",0,2,30300.0,537
4041014,C.V.T.,VASCULAR SURG,BILATERAL CAROTID AND VERTEBRAL ANGIOGRAM  ,0,1,7575.0,538
4041015,C.V.T.,VASCULAR SURG,BYPASS VASCULAR-PERIPHERAL ARTERY,0,2,30300.0,539
4041016,C.V.T.,VASCULAR SURG,"BYPASS, ARTERY, FEMORO-TIBIAL",0,3,34340.0,540
4041017,C.V.T.,VASCULAR SURG,"BYPASS, ARTERY, POPLITEO-TIBIAL",0,3,33330.0,541
4041018,C.V.T.,VASCULAR SURG,"BYPASS, IN SITU, FEMORO-TIBIAL ARTERY",0,3,36360.0,542
4041019,C.V.T.,VASCULAR SURG,"BYPASS, VASCULAR, INTRA-ABDOMINAL",0,3,36360.0,543
4041020,C.V.T.,VASCULAR SURG,"BYPASS, VASCULAR-INTRATHORACIC",0,3,36360.0,544
4041021,C.V.T.,VASCULAR SURG,"BYPASS, VASCULAR-RENAL ARTERY",0,3,41410.0,545
4041022,C.V.T.,VASCULAR SURG,"CAROTICO-CAVERNOUS FISTULA CLOSURE INCLUDING THE BASIC CATHETETER, GUIDE WIRE AND THE FIRST COIL",0,4,33330.0,546
4041023,C.V.T.,VASCULAR SURG,ADDITIONAL COIL / EACH,0,0,8938.5,547
4041024,C.V.T.,VASCULAR SURG,ADDITIONAL DETACHABLE BALLOON / EACH,0,0,8231.5,548
4041025,C.V.T.,VASCULAR SURG,DURAL ARTERIOVENOUS FISTULA CLOSURE ,0,3,22725.0,549
4041026,C.V.T.,VASCULAR SURG,EMBOLIZATION OF CRANIAL AND SPINAL ARTERIOVENOUS MALFORMATIONS BY GLUE AND COILS  1-3 NEDAL INJECTIONS,0,4,53025.0,550
4041027,C.V.T.,VASCULAR SURG,EMBOLIZATION OF CRANIAL AND SPINAL ARTERIOVENOUS MALFORMATIONS BY GLUE AND COILS > 6 NEDAL INJECTIONS,0,4,67165.0,551
4041028,C.V.T.,VASCULAR SURG,EMBOLIZATION OF CRANIAL AND SPINAL ARTERIOVENOUS MALFORMATIONS BY GLUE AND COILS 3-6 NEDAL INJECTIONS,0,4,59085.0,552
4041029,C.V.T.,VASCULAR SURG,EMBOLIZATION OF CRANIAL AND SPINAL VASCULAR TUMORS,0,1,13988.5,553
4041030,C.V.T.,VASCULAR SURG,"ENDARTERECTOMY, ABDOMINAL ARTERIES",0,3,34340.0,554
4041031,C.V.T.,VASCULAR SURG,"ENDARTERECTOMY, THORACIC VESSELS",0,3,36360.0,555
4041032,C.V.T.,VASCULAR SURG,"ENDARTERECTOMY, CAROTID VESSEL ",0,3,42420.0,556
4041033,C.V.T.,VASCULAR SURG,"ENDARTERECTOMY-OTHER, VESSELS, HEAD AND NECK",0,3,42420.0,557
4041034,C.V.T.,VASCULAR SURG,ENDOVASCULAR INTRAARTERIAL FIBRINOLYSIS FOR CEREBROVASCULAR EMBOLIZATION / THROMBOSIS (SHORT SEGMENT <10 CM) ,0,3,34340.0,558
4041035,C.V.T.,VASCULAR SURG,ENDOVASCULAR REVASCULARIZATION OF CEREBRAL ISCHEMIA – MUTIPLE VESSEL,0,3,40248.5,559
4041036,C.V.T.,VASCULAR SURG,ENDOVASCULAR REVASCULARIZATION OF CEREBRAL ISCHEMIA – SINGLE VESSEL ,0,3,34340.0,560
4041037,C.V.T.,VASCULAR SURG,"EXCISION, LESION, ABDOMINAL ARTERIES",0,3,34340.0,561
4041038,C.V.T.,VASCULAR SURG,"EXCISION, LESION, ABDOMINAL VEINS",0,3,34340.0,562
4041039,C.V.T.,VASCULAR SURG,"EXCISION, LESION, THORACIC VESSELS",0,3,38380.0,563
4041040,C.V.T.,VASCULAR SURG,"EXCISION, LESION, VESSELS / HEAD, NECK",0,3,32400.0,564
4041041,C.V.T.,VASCULAR SURG,"FASCIOTOMY, LOWER EXTREMITIES",0,3,26260.0,565
4041042,C.V.T.,VASCULAR SURG,"FASCIOTOMY, UPPER EXTREMITIES",0,3,26260.0,566
4041043,C.V.T.,VASCULAR SURG,"FORMATION, SHUNT, PERITONEOVASCULAR",0,3,30300.0,567
4041044,C.V.T.,VASCULAR SURG,"FORMATION, SHUNT, PERITONEOVASCULAR",0,3,30300.0,568
4041045,C.V.T.,VASCULAR SURG,"INSERTION, CANNULA, VESSEL-TO-VESSEL",0,3,34340.0,569
4041046,C.V.T.,VASCULAR SURG,"INSERTION, GRAFT, FOR HEMODIALYSIS",0,3,30300.0,570
4041047,C.V.T.,VASCULAR SURG,"INTERRUPTION, VENA CAVA",0,3,29290.0,571
4041048,C.V.T.,VASCULAR SURG,"LIGATION AND STRIPPING, VARICOSE VEINS",0,3,34340.0,572
4041049,C.V.T.,VASCULAR SURG,"LIGATION, DIVISION, THORACIC VESSELS",0,3,38380.0,573
4041050,C.V.T.,VASCULAR SURG,LIGATION AND EXCISION OF PERFORATORS,0,2,26260.0,574
4041051,C.V.T.,VASCULAR SURG,ADDITIONAL MICROCATHETER / EACH,0,0,4848.0,575
4041052,C.V.T.,VASCULAR SURG,ADDITIONAL MICROGUIDE WIRE / EACH,0,0,3888.5,576
4041053,C.V.T.,VASCULAR SURG,OBLITERATION OF CEREBRAL ANEURYSMS BY COILS – LARGE ANEURYSMS (> 10 MM) ,1,4,88880.0,577
4041054,C.V.T.,VASCULAR SURG,OBLITERATION OF CEREBRAL ANEURYSMS BY COILS – MEDIUM ANEURYSMS (5 TO 10 MM),1,4,77770.0,578
4041055,C.V.T.,VASCULAR SURG,OBLITERATION OF CEREBRAL ANEURYSMS BY COILS – SMALL ANEURYSMS (<5 MM) ,1,4,65650.0,579
4041056,C.V.T.,VASCULAR SURG,"CAROTID BODY OPERATIONS, OTHER VASCULAR BODIES",0,3,42420.0,580
4041057,C.V.T.,VASCULAR SURG,PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY (PTA) FOR EXTRACRANIAL CEREBROVASCULAR STENOSIS WITH  BALLOON,1,2,27270.0,581
4041058,C.V.T.,VASCULAR SURG,PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY (PTA) FOR EXTRACRANIAL CEREBROVASCULAR STENOSIS WITH STENT,1,2,35350.0,582
4041059,C.V.T.,VASCULAR SURG,PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY (PTA) FOR EXTRACRANIAL CEREBROVASCULAR STENOSIS WITHOUT STENT AND BALLOON,1,2,23230.0,583
4041060,C.V.T.,VASCULAR SURG,PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY (PTA) FOR INTRACRANIAL CEREBROVASCULAR STENOSIS WITH  BALLOON,1,2,43430.0,584
4041061,C.V.T.,VASCULAR SURG,PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY (PTA) FOR INTRACRANIAL CEREBROVASCULAR STENOSIS WITH STENT,1,2,49490.0,585
4041062,C.V.T.,VASCULAR SURG,PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY (PTA) FOR INTRACRANIAL CEREBROVASCULAR STENOSIS WITHOUT STENT AND BALLOON,1,2,35350.0,586
4041063,C.V.T.,VASCULAR SURG,PERMICATH INSERTION FOR HEMODIALYSIS ,0,D/C,8448.0,587
4041064,C.V.T.,VASCULAR SURG,"PHLEBECTOMY, WITH ANASTOMOSIS, OTHER VESSELS, HEAD",0,4,42420.0,588
4041065,C.V.T.,VASCULAR SURG,"REMOVAL, ARTERIOVSENOUS SHUNT FOR RENAL DIALYSIS",0,1,7575.0,589
4041066,C.V.T.,VASCULAR SURG,"REPAIR, BRACHIAL ARTERY ",0,3,31310.0,590
4041067,C.V.T.,VASCULAR SURG,"BLOOD VESSEL REPAIR, PATCH GRAFT SYNTHETIC",0,3,34340.0,591
4041068,C.V.T.,VASCULAR SURG,"BLOOD VESSEL REPAIR, PATCH GRAFT TISSUE",0,3,34340.0,592
4041069,C.V.T.,VASCULAR SURG,"BLOOD VESSEL REPAIR, PATCH GRAFT UNSPECIFIED TYPE",0,3,34340.0,593
4041070,C.V.T.,VASCULAR SURG,"FISTULA, ARTERIOVENOUS REPAIR",0,3,34340.0,594
4041071,C.V.T.,VASCULAR SURG,OTHER ANEURYSM REPAIR,0,3,36360.0,595
4041072,C.V.T.,VASCULAR SURG,OTHER BLOOD VESSEL REPAIR,0,3,30300.0,596
4041073,C.V.T.,VASCULAR SURG,BLOOD VESSEL WITH/WITHOUT GRAFT REPAIR,0,3,30300.0,597
4041074,C.V.T.,VASCULAR SURG,"CANNULA, VESSEL-TO-VESSEL REPLACEMENT",0,2,34340.0,598
4041075,C.V.T.,VASCULAR SURG,"ANEURYSM, ABDOMINAL AORTA RESECTION",0,3,34340.0,599
4041076,C.V.T.,VASCULAR SURG,"ANEURYSM, ILIAC ARTERY RESECTION",0,3,31310.0,600
4041077,C.V.T.,VASCULAR SURG,"ANEURYSM, OTHER ARTERIES RESECTION, ",0,3,31310.0,601
4041078,C.V.T.,VASCULAR SURG,"RIB, FIRST WITH/WITHOUT CERVICAL RESECTION",0,3,34340.0,602
4041079,C.V.T.,VASCULAR SURG,"THORACIC VESSELS, WITH GRAFT REPLACEMEN RESECTION",0,3,46460.0,603
4041080,C.V.T.,VASCULAR SURG,REVISION OF STUMP   ,0,2,19190.0,604
4041081,C.V.T.,VASCULAR SURG,"REVISION, ARTERIOVENOUS FISTULA",0,1,6230.0,605
4041082,C.V.T.,VASCULAR SURG,"REVISION, ARTERIOVENOUS FISTULA / GORTEX",0,1,6230.0,606
4041083,C.V.T.,VASCULAR SURG,"REVISION, ARTERIOVENOUS SHUNT FOR RENAL DIALYSIS",0,1,10100.0,607
4041084,C.V.T.,VASCULAR SURG,"REVISION, VASCULAR PROCEDURE",0,3,34340.0,608
4041085,C.V.T.,VASCULAR SURG,SCLEROTHERAPY (1 SESSION),0,0,459.0,609
4041086,C.V.T.,VASCULAR SURG,SCLEROTHERAPY (10 SESSIONS),0,0,3636.0,610
4041087,C.V.T.,VASCULAR SURG,SCLEROTHERAPY (3 SESSIONS),0,0,1224.0,611
4041088,C.V.T.,VASCULAR SURG,SCLEROTHERAPY (5 SESSIONS),0,0,1836.0,612
4041089,C.V.T.,VASCULAR SURG,SPINAL ANGIOGRAM,0,D/C,7575.0,613
4041090,C.V.T.,VASCULAR SURG,"SUBFASCIAL LIGATION, PERFORATORS",0,2,30300.0,614
4041091,C.V.T.,VASCULAR SURG,"SYMPATHECTOMY, PERIARTERIAL",0,2,28280.0,615
4041092,C.V.T.,VASCULAR SURG,"SYMPATHECTOMY, PRESACRAL",0,2,28280.0,616
4041093,C.V.T.,VASCULAR SURG,"THROMBOEMBOLECTOMY, ARTERY, / ABDOMINALL",0,2,24240.0,617
4041094,C.V.T.,VASCULAR SURG,"THROMBOEMBOLECTOMY, ARTERY, / LOWER LIMB",0,2,18180.0,618
4041095,C.V.T.,VASCULAR SURG,"THROMBOEMBOLECTOMY, ARTERY, / UPPER LIMB",0,2,18180.0,619
4041096,C.V.T.,VASCULAR SURG,"THROMBOEMBOLECTOMY, VEIN, / ABDOMINALL",0,2,24240.0,620
4041097,C.V.T.,VASCULAR SURG,"THROMBOEMBOLECTOMY, VEIN, / LOWER LIMB",0,2,18180.0,621
4041098,C.V.T.,VASCULAR SURG,"THROMBOEMBOLECTOMY, VEIN, / UPPR LIMB",0,2,18180.0,622
4051001,C.V.T.,THORACIC SURGERY,"ESOPHAGEAL ANASTOMOSIS,  INTRATHORACIC",0,3,34340.0,623
4051002,C.V.T.,THORACIC SURGERY,AORTIC DISSECTION REPAIR    ,0,2,20400.0,624
4051003,C.V.T.,THORACIC SURGERY,AORTIC ROOT ANEURYSM RESECTION- BENTALL PROCEDURE,0,3,53400.0,625
4051004,C.V.T.,THORACIC SURGERY,AORTIC VALVE REPLACEMENT TISSUE RAPID DEPLOYMENT VALVE (IMPLANT NOT INCLUDED),0,3,57850.0,626
4051005,C.V.T.,THORACIC SURGERY,ASCENDING AORTIC ANEURYSM RESECTION,0,3,53400.0,627
4051006,C.V.T.,THORACIC SURGERY,BRONCHOSCOPY / FIBEROPTIC,0,1,12120.0,628
4051007,C.V.T.,THORACIC SURGERY,BRONCHOSCOPY / RIGID,0,1,14645.0,629
4051008,C.V.T.,THORACIC SURGERY,"BYPASS, VASCULAR-AORTO-ILIAC-FEMORAL",0,2,36360.0,630
4051009,C.V.T.,THORACIC SURGERY,"BYPASS, VASCULAR-AORTO-SUBCLAVIAN-CAROTID",0,2,36360.0,631
4051010,C.V.T.,THORACIC SURGERY,"ENDARTERECTOMY, AORTA",0,2,35350.0,632
4051011,C.V.T.,THORACIC SURGERY,ESOPHAGEAL MYOTOMY / TRANS-THORACIC,0,2,34340.0,633
4051012,C.V.T.,THORACIC SURGERY,EXCISION OF MEDIASTINAL MASS / CYST STERNOTOMY,0,3,51264.0,634
4051013,C.V.T.,THORACIC SURGERY,"EXCISION, ESOPHAGUS",0,2,36360.0,635
4051014,C.V.T.,THORACIC SURGERY,"EXCISION, LESION / LUNG",0,2,30300.0,636
4051015,C.V.T.,THORACIC SURGERY,"EXCISION, MEDIASTINAL MASS",0,3,48480.0,637
4051016,C.V.T.,THORACIC SURGERY,"INSERTION, ARTERIAL LINE",0,0,3636.0,638
4051017,C.V.T.,THORACIC SURGERY,"INSERTION, CATHETER, TENKHOFF FOR PERITONEAL DIALYSIS",0,2,19190.0,639
4051018,C.V.T.,THORACIC SURGERY,"INSERTION, CENTRAL VENOUS LINE",0,0,2448.0,640
4051019,C.V.T.,THORACIC SURGERY,"INSERTION, HICKMAN CATHETER",0,1,19190.0,641
4051020,C.V.T.,THORACIC SURGERY,"INSERTION, INFERIOR VENA CAVA FILTER",0,1,22220.0,642
4051021,C.V.T.,THORACIC SURGERY,"INSERTION, PERM-CATHETER",0,1,19190.0,643
4051022,C.V.T.,THORACIC SURGERY,"INSERTION, SHUNT, PERITONEO-VENOUS",0,1,19190.0,644
4051023,C.V.T.,THORACIC SURGERY,"INSERTION, SHUNT, PLEURO-PERITONEAL",0,1,19190.0,645
4051024,C.V.T.,THORACIC SURGERY,"INSERTION, SHUNT, PLEURO-VENOUS",0,1,19190.0,646
4051025,C.V.T.,THORACIC SURGERY,INTRARENAL AORTIC ANEURYSM REPAIR,0,2,19550.0,647
4051026,C.V.T.,THORACIC SURGERY,"LIGATION, DIVISION, OTHER, VESSELS, AORTA",0,3,34340.0,648
4051027,C.V.T.,THORACIC SURGERY,"LOBECTOMY, LUNG",0,3,34340.0,649
4051028,C.V.T.,THORACIC SURGERY,MEDIASTENOSCOPY WITH BIOPSY,0,2,29290.0,650
4051029,C.V.T.,THORACIC SURGERY,"MEDIASTINOTOMY (CHAMBERLAIN), BIOPSY",0,2,35350.0,651
4051030,C.V.T.,THORACIC SURGERY,NATIVE VALVE ENDOCARDITIS – VALVE REPLACEMENT  (IMPLANT NOT INCLUDED),1,4,62300.0,652
4051031,C.V.T.,THORACIC SURGERY,PACEMAKER ENDOCARDITIS – SURGICAL REMOVAL ,0,4,53400.0,653
4051032,C.V.T.,THORACIC SURGERY,"PHLEBECTOMY, WITH ANASTOMOSIS, AORTA",0,4,34340.0,654
4051033,C.V.T.,THORACIC SURGERY,PLEURACTOMY,0,3,30300.0,655
4051034,C.V.T.,THORACIC SURGERY,"PNEUMONECTOMY, COMPLETE",0,3,38380.0,656
4051035,C.V.T.,THORACIC SURGERY,PROSTHETIC VALVE ENDOCARDITIS – VALVE REPLACEMENT EXCLUDING VALVE,1,4,75650.0,657
4051036,C.V.T.,THORACIC SURGERY,"RE-ENTRY OPERATION, AORTA",1,3,42420.0,658
4051037,C.V.T.,THORACIC SURGERY,"REPAIR, ESOPHAGEAL STRICTURE",0,3,34340.0,659
4051038,C.V.T.,THORACIC SURGERY,"REPAIR, FISTULA, ESOPHAGUS, OTHER",0,3,34340.0,660
4051039,C.V.T.,THORACIC SURGERY,"RESECTION, AORTA, WITH GRAFT REPLACEMENT",1,4,46460.0,661
4051040,C.V.T.,THORACIC SURGERY,"RESECTION, SEGMENTAL, LUNG",0,3,30300.0,662
4051041,C.V.T.,THORACIC SURGERY,RIB FIXATION BY PLATES AND SCREWS FOR FLAIL SEGMENTS (IMPLANT NOT INCLUDED),0,2,21250.0,663
4051042,C.V.T.,THORACIC SURGERY,RIB RESECTION OR CHEST WALL RESECTION ONE OR MORE RIBS WITHOUT MESH CLOSURE ,0,2,21250.0,664
4051043,C.V.T.,THORACIC SURGERY,RIGID BRONCHOSCOPY WITH PROCEDURE / PEDIATRIC (F.B REMOVAL OR BIOPSY),0,1,17600.0,665
4051044,C.V.T.,THORACIC SURGERY,RIGID OESPHAGOSCOPY (REMOVAL OF INGESTED F.B OR BIOPSY),0,1,13200.0,666
4051045,C.V.T.,THORACIC SURGERY,SUPRARENAL AORTIC ANEURYSM REPAIR,0,2,19550.0,667
4051046,C.V.T.,THORACIC SURGERY,"SYMPATHECTOMY, CERVICAL",0,2,31310.0,668
4051047,C.V.T.,THORACIC SURGERY,"SYMPATHECTOMY, LUMBAR, BILATERAL",0,2,36360.0,669
4051048,C.V.T.,THORACIC SURGERY,"SYMPATHECTOMY, LUMBAR, UNILATERAL",0,2,26260.0,670
4051049,C.V.T.,THORACIC SURGERY,TAVI/ TRANS-CATHETER  AORTIC VALVE IMPLANTATION ( TRANS APICAL) (IMPLANT NOT INCLUDED),1,5,62300.0,671
