code,description,type
53407,"Dense low density lipoprotein (DLDL) cholesterol IVD, kit, enzyme spectrophotometry",medical-devices
53408,"Dense low density lipoprotein (DLDL) cholesterol IVD, kit, enzyme chemiluminescence",medical-devices
53409,"Dense low density lipoprotein (DLDL) cholesterol IVD, kit, mass spectrometry",medical-devices
53410,"Dense low density lipoprotein (DLDL) cholesterol IVD, calibrator",medical-devices
53411,"Dense low density lipoprotein (DLDL) cholesterol IVD, control",medical-devices
53412,"Dense low density lipoprotein (DLDL) cholesterol IVD, reagent",medical-devices
52531,"Dissolved oxygen meter, line-powered",medical-devices
52532,"Anti-A red blood cell grouping IVD, antibody",medical-devices
52533,"Anti-An^a red blood cell grouping IVD, antibody",medical-devices
52534,"Anti-AnWj (Anton) red blood cell grouping IVD, antibody",medical-devices
52535,"Anti-At^a red blood cell grouping IVD, antibody",medical-devices
52536,"Anti-Au^a red blood cell grouping IVD, antibody",medical-devices
52537,"Anti-Au^b red blood cell grouping IVD, antibody",medical-devices
52538,"Anti-B red blood cell grouping IVD, antibody",medical-devices
52539,"Anti-Be^a red blood cell grouping IVD, antibody",medical-devices
52540,"Anti-Bg^a red blood cell grouping IVD, antibody",medical-devices
52541,"Anti-Bg^b red blood cell grouping IVD, antibody",medical-devices
52542,"Anti-Bg^c red blood cell grouping IVD, antibody",medical-devices
52543,"Antibody identification panel reagent red blood cell IVD, kit, agglutination",medical-devices
52544,"Antibody screening reagent red blood cell IVD, kit, agglutination",medical-devices
52545,"Anti-Bp^a red blood cell grouping IVD, antibody",medical-devices
52546,"Anti-C [RH002] red blood cell grouping IVD, antibody",medical-devices
52547,"Anti-C [RH004] red blood cell grouping IVD, antibody",medical-devices
52802,"Herpes simplex virus 1 (HSV1) nucleic acid IVD, control",medical-devices
52803,"Herpes simplex virus 1 (HSV1) total antibody IVD, calibrator",medical-devices
52804,"Herpes simplex virus 1 (HSV1) total antibody IVD, control",medical-devices
52805,"Multiple Neisseria species culture isolate identification IVD, kit",medical-devices
52806,"Neisseria gonorrhoeae culture isolate identification IVD, kit",medical-devices
52807,"Respiratory syncytial virus (RSV) antigen IVD, calibrator",medical-devices
52808,"Respiratory syncytial virus (RSV) antigen IVD, control",medical-devices
52809,"Respiratory syncytial virus (RSV) immunoglobulin A (IgA) antibody IVD, calibrator",medical-devices
52810,"Respiratory syncytial virus (RSV) immunoglobulin A (IgA) antibody IVD, control",medical-devices
52811,"Respiratory syncytial virus (RSV) immunoglobulin G (IgG) antibody IVD, calibrator",medical-devices
52812,"Respiratory syncytial virus (RSV) immunoglobulin G (IgG) antibody IVD, control",medical-devices
52813,"Respiratory syncytial virus (RSV) immunoglobulin M (IgM) antibody IVD, calibrator",medical-devices
52814,"Respiratory syncytial virus (RSV) immunoglobulin M (IgM) antibody IVD, control",medical-devices
52815,"Respiratory syncytial virus (RSV) immunoglobulin G (IgG)/IgM antibody IVD, calibrator",medical-devices
52816,"Respiratory syncytial virus (RSV) immunoglobulin G (IgG)/IgM antibody IVD, control",medical-devices
52817,"Respiratory syncytial virus (RSV) nucleic acid IVD, calibrator",medical-devices
52818,"Respiratory syncytial virus (RSV) nucleic acid IVD, control",medical-devices
53106,"Leukocyte esterase IVD, control",medical-devices
53107,"Leukocyte esterase IVD, reagent",medical-devices
53108,"Lipase IVD, kit, enzyme spectrophotometry",medical-devices
53109,"Lipase IVD, calibrator",medical-devices
53110,"Lipase IVD, control",medical-devices
53111,"Lipase IVD, reagent",medical-devices
53112,"Lipoprotein lipase IVD, kit, nephelometry/turbidimetry",medical-devices
53113,"Lipoprotein lipase IVD, kit, enzyme chemiluminescence",medical-devices
53114,"Lipoprotein lipase IVD, kit, enzyme spectrophotometry",medical-devices
53115,"Lipoprotein lipase IVD, kit, mass spectrometry",medical-devices
53116,"Lipoprotein lipase IVD, calibrator",medical-devices
53117,"Lipoprotein lipase IVD, control",medical-devices
53118,"Lipoprotein lipase IVD, reagent",medical-devices
53119,"Lysozyme (muramidase) IVD, kit, enzyme immunoassay (EIA)",medical-devices
53120,"Lysozyme (muramidase) IVD, kit, nephelometry/turbidimetry",medical-devices
53121,"Lysozyme (muramidase) IVD, calibrator",medical-devices
53122,"Lysozyme (muramidase) IVD, control",medical-devices
53123,"Lysozyme (muramidase) IVD, reagent",medical-devices
53124,"Malate dehydrogenase IVD, kit, enzyme spectrophotometry",medical-devices
53125,"Malate dehydrogenase IVD, calibrator",medical-devices
53413,"Total lipoprotein IVD, kit, nephelometry/turbidimetry",medical-devices
53414,"Total lipoprotein IVD, kit, enzyme chemiluminescence",medical-devices
53415,"Total lipoprotein IVD, kit, enzyme spectrophotometry",medical-devices
53416,"Total lipoprotein IVD, kit, mass spectrometry",medical-devices
53417,"Total lipoprotein IVD, calibrator",medical-devices
53418,"Total lipoprotein IVD, reagent",medical-devices
53419,"Remnant lipoprotein IVD, kit, nephelometry/turbidimetry",medical-devices
53420,"Remnant lipoprotein IVD, kit, enzyme chemiluminescence",medical-devices
53421,"Remnant lipoprotein IVD, kit, enzyme spectrophotometry",medical-devices
53422,"Remnant lipoprotein IVD, kit, mass spectrometry",medical-devices
53423,"Remnant lipoprotein IVD, calibrator",medical-devices
53424,"Remnant lipoprotein IVD, control",medical-devices
53425,"Remnant lipoprotein IVD, reagent",medical-devices
53426,"Lipoprotein X IVD, kit, nephelometry/turbidimetry",medical-devices
53427,"Lipoprotein X IVD, kit, enzyme chemiluminescence",medical-devices
53428,"Lipoprotein X IVD, kit, enzyme spectrophotometry",medical-devices
53429,"Lipoprotein X IVD, kit, mass spectrometry",medical-devices
53430,"Lipoprotein X IVD, calibrator",medical-devices
53431,"Lipoprotein X IVD, control",medical-devices
53432,"Lipoprotein X IVD, reagent",medical-devices
53433,"Total apolipoprotein IVD, kit, nephelometry/turbidimetry",medical-devices
52548,"Anti-C^w red blood cell grouping IVD, antibody",medical-devices
52549,"Anti-C^x red blood cell grouping IVD, antibody",medical-devices
52550,"Anti-CDE red blood cell grouping IVD, antibody",medical-devices
52551,"Anti-Ce [RH007] red blood cell grouping IVD, antibody",medical-devices
52552,"Anti-Ce [RH027] red blood cell grouping IVD, antibody",medical-devices
52553,"Anti-Co^a red blood cell grouping IVD, antibody",medical-devices
52554,"Anti-Co^b red blood cell grouping IVD, antibody",medical-devices
52555,"Anti-Cr^a red blood cell grouping IVD, antibody",medical-devices
52556,"Anti-Dantu red blood cell grouping IVD, antibody",medical-devices
52557,"Anti-Di^a red blood cell grouping IVD, antibody",medical-devices
52558,"Anti-Di^b red blood cell grouping IVD, antibody",medical-devices
52559,"Anti-Do^a red blood cell grouping IVD, antibody",medical-devices
52560,"Anti-Do^b red blood cell grouping IVD, antibody",medical-devices
52561,"Anti-Dr^a red blood cell grouping IVD, antibody",medical-devices
52562,"Anti-E [RH003] red blood cell grouping IVD, antibody",medical-devices
52563,"Anti-E [RH005] red blood cell grouping IVD, antibody",medical-devices
52564,"Anti-ELO red blood cell grouping IVD, antibody",medical-devices
52565,"Anti-Emm red blood cell grouping IVD, antibody",medical-devices
52819,"Respiratory syncytial virus (RSV) total antibody IVD, calibrator",medical-devices
52820,"Respiratory syncytial virus (RSV) total antibody IVD, control",medical-devices
52821,"Schistosoma mansoni immunoglobulin E (IgE) antibody IVD, calibrator",medical-devices
52822,"Schistosoma mansoni immunoglobulin E (IgE) antibody IVD, control",medical-devices
52823,"Schistosoma mansoni immunoglobulin G (IgG) antibody IVD, calibrator",medical-devices
52824,"Schistosoma mansoni immunoglobulin G (IgG) antibody IVD, control",medical-devices
52825,"Schistosoma mansoni immunoglobulin E (IgE)/IgG antibody IVD, calibrator",medical-devices
52826,"Schistosoma mansoni immunoglobulin E (IgE)/IgG antibody IVD, control",medical-devices
52827,"Schistosoma mansoni total antibody IVD, calibrator",medical-devices
52828,"Schistosoma mansoni total antibody IVD, control",medical-devices
52829,"Schistosoma mansoni/S. haematobium immunoglobulin E (IgE) antibody IVD, calibrator",medical-devices
52830,"Schistosoma mansoni/S. haematobium immunoglobulin E (IgE) antibody IVD, control",medical-devices
52831,"Schistosoma mansoni/S. haematobium immunoglobulin G (IgG) antibody IVD, calibrator",medical-devices
52832,"Schistosoma mansoni/S. haematobium immunoglobulin G (IgG) antibody IVD, control",medical-devices
52833,"Schistosoma mansoni/S. haematobium immunoglobulin E (IgE)/IgG antibody IVD, calibrator",medical-devices
52834,"Schistosoma species immunoglobulin E (IgE) antibody IVD, calibrator",medical-devices
53126,"Malate dehydrogenase IVD, control",medical-devices
53127,"Malate dehydrogenase IVD, reagent",medical-devices
53128,"Myeloperoxidase (MPO) IVD, kit, enzyme spectrophotometry",medical-devices
53129,"Myeloperoxidase (MPO) IVD, calibrator",medical-devices
53130,"Myeloperoxidase (MPO) IVD, control",medical-devices
53131,"Myeloperoxidase (MPO) IVD, reagent",medical-devices
53132,"N-acetyl-beta-D-glucosaminidase (NAG) IVD, kit, enzyme spectrophotometry",medical-devices
53133,"N-acetyl-beta-D-glucosaminidase (NAG) IVD, calibrator",medical-devices
53134,"N-acetyl-beta-D-glucosaminidase (NAG) IVD, control",medical-devices
53135,"N-acetyl-beta-D-glucosaminidase (NAG) IVD, reagent",medical-devices
53136,"5-Nucleotidase IVD, kit, enzyme spectrophotometry",medical-devices
53137,"5-Nucleotidase IVD, reagent",medical-devices
53138,"Oxytocinase IVD, kit, enzyme fluorescence",medical-devices
53139,"Oxytocinase IVD, calibrator",medical-devices
53140,"Oxytocinase IVD, control",medical-devices
53141,"Oxytocinase IVD, reagent",medical-devices
53142,"Pancreatic elastase (PE) IVD, kit, enzyme immunoassay (EIA)",medical-devices
53143,"Pancreatic elastase (PE) IVD, calibrator",medical-devices
53144,"Pancreatic elastase (PE) IVD, control",medical-devices
53434,"Total apolipoprotein IVD, kit, enzyme chemiluminescence",medical-devices
53435,"Total apolipoprotein IVD, kit, enzyme spectrophotometry",medical-devices
53436,"Total apolipoprotein IVD, kit, mass spectrometry",medical-devices
53437,"Total apolipoprotein IVD, reagent",medical-devices
53438,"Lipoprotein A IVD, kit, nephelometry/turbidimetry",medical-devices
53439,"Lipoprotein A IVD, kit, enzyme chemiluminescence",medical-devices
53440,"Lipoprotein A IVD, kit, enzyme spectrophotometry",medical-devices
53441,"Lipoprotein A IVD, kit, mass spectrometry",medical-devices
53442,"Lipoprotein A IVD, reagent",medical-devices
53443,"Apolipoprotein A-I (Apo A1) IVD, kit, nephelometry/turbidimetry",medical-devices
53444,"Apolipoprotein A-I (Apo A1) IVD, reagent",medical-devices
53445,"Apolipoprotein A-II (Apo A2) IVD, kit, nephelometry/turbidimetry",medical-devices
53446,"Apolipoprotein A-II (Apo A2) IVD, reagent",medical-devices
53447,"Apolipoprotein B (Apo B) IVD, kit, nephelometry/turbidimetry",medical-devices
53448,"Apolipoprotein B (Apo B) IVD, reagent",medical-devices
53449,"Apolipoprotein C-II (Apo C2) IVD, kit, nephelometry/turbidimetry",medical-devices
53450,"Apolipoprotein C-II (Apo C2) IVD, reagent",medical-devices
53451,"Apolipoprotein C-III (Apo C3) IVD, kit, nephelometry/turbidimetry",medical-devices
53452,"Apolipoprotein C-III (Apo C3) IVD, reagent",medical-devices
53453,"Serum amyloid A IVD, kit, nephelometry/turbidimetry",medical-devices
52566,"Anti-En^a red blood cell grouping IVD, antibody",medical-devices
52567,"Anti-Er^a red blood cell grouping IVD, antibody",medical-devices
52568,"Anti-F red blood cell grouping IVD, antibody",medical-devices
52569,"Anti-Fy^a red blood cell grouping IVD, antibody",medical-devices
52570,"Anti-Fy^b red blood cell grouping IVD, antibody",medical-devices
52571,"Anti-Fy3 red blood cell grouping IVD, antibody",medical-devices
52572,"Anti-G red blood cell grouping IVD, antibody",medical-devices
52573,"Anti-Ge2 red blood cell grouping IVD, antibody",medical-devices
52574,"Anti-Ge3 red blood cell grouping IVD, antibody",medical-devices
52575,"Anti-Go^a red blood cell grouping IVD, antibody",medical-devices
52576,"Anti-Gy^a red blood cell grouping IVD, antibody",medical-devices
52577,"Anti-H red blood cell grouping IVD, lectin",medical-devices
52578,"Anti-He red blood cell grouping IVD, antibody",medical-devices
52579,"Anti-Hg^a red blood cell grouping IVD, antibody",medical-devices
52580,"Anti-Hr^b red blood cell grouping IVD, antibody",medical-devices
52581,"Anti-Hr^s red blood cell grouping IVD, antibody",medical-devices
52582,"Anti-Hr-0 red blood cell grouping IVD, antibody",medical-devices
52583,"Anti-Hut/anti-Mur red blood cell grouping IVD, antibody",medical-devices
52835,"Schistosoma species immunoglobulin E (IgE) antibody IVD, control",medical-devices
52836,"Schistosoma species immunoglobulin G (IgG) antibody IVD, calibrator",medical-devices
52837,"Schistosoma species immunoglobulin G (IgG) antibody IVD, control",medical-devices
52838,"Schistosoma species immunoglobulin E (IgE)/IgG antibody IVD, calibrator",medical-devices
52839,"Schistosoma species immunoglobulin E (IgE)/IgG antibody IVD, control",medical-devices
52840,"Herpes simplex virus 1 & 2 (HSV1 & 2) antigen IVD, control",medical-devices
52841,"Herpes simplex virus 1 (HSV1) antigen IVD, calibrator",medical-devices
52842,"Herpes simplex virus 1 (HSV1) antigen IVD, control",medical-devices
52843,"Herpes simplex virus 2 (HSV2) antigen IVD, calibrator",medical-devices
52844,"Herpes simplex virus 2 (HSV2) antigen IVD, control",medical-devices
52845,"HIV1 antigen IVD, calibrator",medical-devices
52846,"HIV1 antigen IVD, control",medical-devices
52847,Intraocular lens web-based calculator software,medical-devices
52848,"Glucose/ketone/lipid profile IVD, kit, multiple technologies",medical-devices
52849,"Glucose/ketone/lipid profile IVD, kit, enzyme chemiluminescence",medical-devices
52850,"Glucose/ketone/lipid profile IVD, kit, enzyme spectrophotometry",medical-devices
52851,"Glucose/ketone/lipid profile IVD, calibrator",medical-devices
51819,"Treponema pallidum reagin antibody IVD, kit, agglutination",medical-devices
51820,"Treponema pallidum reagin antibody IVD, calibrator",medical-devices
51821,"Treponema pallidum reagin antibody IVD, reagent",medical-devices
51822,"Tropheryma whipplei nucleic acid IVD, kit, nucleic acid technique (NAT)",medical-devices
51823,"Tropheryma whipplei nucleic acid IVD, calibrator",medical-devices
51824,"Tropheryma whipplei nucleic acid IVD, control",medical-devices
51825,"Tropheryma whipplei nucleic acid IVD, reagent",medical-devices
51826,"Ureaplasma urealyticum nucleic acid IVD, kit, nucleic acid technique (NAT)",medical-devices
51827,"Ureaplasma urealyticum nucleic acid IVD, calibrator",medical-devices
51828,"Ureaplasma urealyticum nucleic acid IVD, control",medical-devices
51829,"Ureaplasma urealyticum nucleic acid IVD, reagent",medical-devices
51830,"Ureaplasma urealyticum immunoglobulin G (IgG) antibody IVD, kit, enzyme immunoassay (EIA)",medical-devices
51831,"Ureaplasma urealyticum immunoglobulin G (IgG) antibody IVD, calibrator",medical-devices
51832,"Ureaplasma urealyticum immunoglobulin G (IgG) antibody IVD, control",medical-devices
51833,"Ureaplasma urealyticum immunoglobulin G (IgG) antibody IVD, reagent",medical-devices
51834,"Ureaplasma urealyticum immunoglobulin M (IgM) antibody IVD, kit, enzyme immunoassay (EIA)",medical-devices
52020,"Blastomyces dermatitidis total antibody IVD, calibrator",medical-devices
52021,"Blastomyces dermatitidis total antibody IVD, control",medical-devices
52022,"Blastomyces dermatitidis total antibody IVD, reagent",medical-devices
52023,"Candida species mannan antigen IVD, kit, enzyme immunoassay (EIA)",medical-devices
52024,"Candida species mannan antigen IVD, kit, radioimmunoassay",medical-devices
52025,"Candida species mannan antigen IVD, calibrator",medical-devices
52026,"Candida species mannan antigen IVD, control",medical-devices
52027,"Candida species mannan antigen IVD, reagent",medical-devices
52028,"Multiple Candida species nucleic acid IVD, kit, nucleic acid technique (NAT)",medical-devices
52029,"Multiple Candida species nucleic acid IVD, calibrator",medical-devices
52030,"Multiple Candida species nucleic acid IVD, control",medical-devices
52031,"Multiple Candida species nucleic acid IVD, reagent",medical-devices
52032,"Multiple Candida species immunoglobulin G (IgG) antibody IVD, kit, fluorescent immunoassay",medical-devices
52033,"Multiple Candida species immunoglobulin G (IgG) antibody IVD, calibrator",medical-devices
52034,"Multiple Candida species immunoglobulin G (IgG) antibody IVD, control",medical-devices
52346,"Plasmodium falciparum immunoglobulin G (IgG) antibody IVD, control",medical-devices
52347,"Plasmodium falciparum immunoglobulin G (IgG) antibody IVD, reagent",medical-devices
52348,"Plasmodium vivax antigen IVD, kit, immunochromatographic test (ICT)",medical-devices
52349,"Plasmodium vivax antigen IVD, calibrator",medical-devices
52350,"Plasmodium vivax antigen IVD, control",medical-devices
52351,"Plasmodium vivax antigen IVD, reagent",medical-devices
52352,"Plasmodium vivax nucleic acid IVD, kit, nucleic acid technique (NAT)",medical-devices
52353,"Plasmodium vivax nucleic acid IVD, calibrator",medical-devices
52354,"Plasmodium vivax nucleic acid IVD, control",medical-devices
52355,"Plasmodium vivax nucleic acid IVD, reagent",medical-devices
52356,"Plasmodium ovale antigen IVD, kit, immunochromatographic test (ICT)",medical-devices
52357,"Plasmodium ovale antigen IVD, calibrator",medical-devices
52358,"Plasmodium ovale antigen IVD, control",medical-devices
52359,"Plasmodium ovale antigen IVD, reagent",medical-devices
52360,"Plasmodium ovale nucleic acid IVD, kit, nucleic acid technique (NAT)",medical-devices
52361,"Plasmodium ovale nucleic acid IVD, calibrator",medical-devices
52362,"Plasmodium ovale nucleic acid IVD, control",medical-devices
52363,"Plasmodium ovale nucleic acid IVD, reagent",medical-devices
51560,"Salmonella typhi antigen IVD, kit, immunochromatographic test (ICT), rapid",medical-devices
51561,"Salmonella typhi antigen IVD, kit, agglutination",medical-devices
51562,"Salmonella typhi antigen IVD, antibody",medical-devices
51563,"Salmonella typhi antigen IVD, kit, enzyme immunoassay (EIA)",medical-devices
51564,"Salmonella typhi antigen IVD, calibrator",medical-devices
51565,"Salmonella typhi antigen IVD, control",medical-devices
51566,"Salmonella typhi antigen IVD, reagent",medical-devices
51567,"Salmonella typhi nucleic acid IVD, kit, nucleic acid technique (NAT)",medical-devices
51568,"Salmonella typhi nucleic acid IVD, calibrator",medical-devices
51569,"Salmonella typhi nucleic acid IVD, control",medical-devices
51570,"Salmonella typhi nucleic acid IVD, reagent",medical-devices
51571,"Salmonella typhi immunoglobulin G (IgG) antibody IVD, kit, fluorescent immunoassay",medical-devices
51572,"Salmonella typhi immunoglobulin G (IgG) antibody IVD, kit, enzyme immunoassay (EIA)",medical-devices
51573,"Salmonella typhi immunoglobulin G (IgG) antibody IVD, calibrator",medical-devices
51574,"Salmonella typhi immunoglobulin G (IgG) antibody IVD, control",medical-devices
51575,"Salmonella typhi immunoglobulin G (IgG) antibody IVD, reagent",medical-devices
51835,"Ureaplasma urealyticum immunoglobulin M (IgM) antibody IVD, calibrator",medical-devices
51836,"Ureaplasma urealyticum immunoglobulin M (IgM) antibody IVD, control",medical-devices
51837,"Ureaplasma urealyticum immunoglobulin M (IgM) antibody IVD, reagent",medical-devices
51838,"Multiple Vibrio species culture isolate identification IVD, kit",medical-devices
51839,"Multiple Vibrio species culture isolate identification IVD, reagent",medical-devices
51840,"Vibrio cholerae antigen (multiple serotype) IVD, kit, immunochromatographic test (ICT), rapid",medical-devices
51841,"Vibrio cholerae antigen (multiple serotype) IVD, kit, agglutination",medical-devices
51842,"Vibrio cholerae antigen (multiple serotype) IVD, antibody",medical-devices
51843,"Vibrio cholerae antigen (multiple serotype) IVD, kit, enzyme immunoassay (EIA)",medical-devices
51845,"Vibrio cholerae antigen (multiple serotype) IVD, calibrator",medical-devices
51846,"Vibrio cholerae antigen (multiple serotype) IVD, control",medical-devices
51847,"Vibrio cholerae antigen (multiple serotype) IVD, reagent",medical-devices
51848,"Vibrio cholerae enterotoxin antigen IVD, kit, agglutination",medical-devices
51849,"Vibrio cholerae enterotoxin antigen IVD, calibrator",medical-devices
51850,"Vibrio cholerae enterotoxin antigen IVD, control",medical-devices
51851,"Vibrio cholerae enterotoxin antigen IVD, reagent",medical-devices
52035,"Multiple Candida species immunoglobulin G (IgG) antibody IVD, reagent",medical-devices
52036,"Multiple Candida species immunoglobulin A (IgA)/IgG/IgM antibody IVD, kit, enzyme immunoassay (EIA)",medical-devices
52037,"Multiple Candida species immunoglobulin A (IgA)/IgG/IgM antibody IVD, calibrator",medical-devices
52038,"Multiple Candida species immunoglobulin A (IgA)/IgG/IgM antibody IVD, control",medical-devices
52039,"Multiple Candida species immunoglobulin A (IgA)/IgG/IgM antibody IVD, reagent",medical-devices
52040,"Candida species arabinitol metabolite IVD, calibrator",medical-devices
52041,"Candida species arabinitol metabolite IVD, control",medical-devices
52042,"Candida species arabinitol metabolite IVD, reagent",medical-devices
52043,"Candida albicans antigen IVD, kit, agglutination, rapid",medical-devices
52044,"Candida albicans antigen IVD, kit, immunoblot",medical-devices
52045,"Candida albicans antigen IVD, calibrator",medical-devices
52046,"Candida albicans antigen IVD, control",medical-devices
52047,"Candida albicans antigen IVD, reagent",medical-devices
52048,"Candida albicans nucleic acid IVD, kit, nucleic acid technique (NAT)",medical-devices
52049,"Candida albicans nucleic acid IVD, calibrator",medical-devices
52364,"Plasmodium malariae antigen IVD, kit, immunochromatographic test (ICT)",medical-devices
52365,"Plasmodium malariae antigen IVD, calibrator",medical-devices
52366,"Plasmodium malariae antigen IVD, control",medical-devices
52367,"Plasmodium malariae antigen IVD, reagent",medical-devices
52368,"Plasmodium malariae nucleic acid IVD, kit, nucleic acid technique (NAT)",medical-devices
52369,"Plasmodium malariae nucleic acid IVD, calibrator",medical-devices
52370,"Plasmodium malariae nucleic acid IVD, control",medical-devices
52371,"Plasmodium malariae nucleic acid IVD, reagent",medical-devices
52372,"Plasmodium knowlesi nucleic acid IVD, kit, nucleic acid technique (NAT)",medical-devices
52373,"Plasmodium knowlesi nucleic acid IVD, calibrator",medical-devices
52374,"Plasmodium knowlesi nucleic acid IVD, control",medical-devices
52375,"Plasmodium knowlesi nucleic acid IVD, reagent",medical-devices
52376,"Schistosoma species immunoglobulin G (IgG) antibody IVD, kit, enzyme immunoassay (EIA)",medical-devices
52377,"Schistosoma species immunoglobulin G (IgG) antibody IVD, kit, fluorescent immunoassay",medical-devices
52378,"Schistosoma species immunoglobulin G (IgG) antibody IVD, reagent",medical-devices
52379,"Schistosoma species immunoglobulin E (IgE) antibody IVD, kit, enzyme immunoassay (EIA)",medical-devices
52380,"Schistosoma species immunoglobulin E (IgE) antibody IVD, kit, fluorescent immunoassay",medical-devices
51576,"Salmonella typhi immunoglobulin M (IgM) antibody IVD, kit, fluorescent immunoassay",medical-devices
51577,"Salmonella typhi immunoglobulin M (IgM) antibody IVD, kit, enzyme immunoassay (EIA)",medical-devices
51578,"Salmonella typhi immunoglobulin M (IgM) antibody IVD, calibrator",medical-devices
51579,"Salmonella typhi immunoglobulin M (IgM) antibody IVD, control",medical-devices
51580,"Salmonella typhi immunoglobulin M (IgM) antibody IVD, reagent",medical-devices
51581,"Salmonella typhi immunoglobulin G (IgG)/IgM antibody IVD, kit, fluorescent immunoassay",medical-devices
51582,"Salmonella typhi immunoglobulin G (IgG)/IgM antibody IVD, kit, enzyme immunoassay (EIA)",medical-devices
51583,"Salmonella typhi immunoglobulin G (IgG)/IgM antibody IVD, calibrator",medical-devices
51584,"Salmonella typhi immunoglobulin G (IgG)/IgM antibody IVD, control",medical-devices
51585,"Salmonella typhi immunoglobulin G (IgG)/IgM antibody IVD, reagent",medical-devices
51586,"Salmonella typhi total antibody IVD, kit, agglutination",medical-devices
51587,"Salmonella typhi total antibody IVD, kit, enzyme immunoassay (EIA)",medical-devices
51588,"Salmonella typhi total antibody IVD, kit, immunoblot",medical-devices
51589,"Salmonella typhi total antibody IVD, calibrator",medical-devices
51590,"Salmonella typhi total antibody IVD, control",medical-devices
52050,"Candida albicans nucleic acid IVD, control",medical-devices
52051,"Candida albicans nucleic acid IVD, reagent",medical-devices
52052,"Candida albicans immunoglobulin A (IgA) antibody IVD, kit, enzyme immunoassay (EIA)",medical-devices
52053,"Candida albicans immunoglobulin A (IgA) antibody IVD, calibrator",medical-devices
52054,"Candida albicans immunoglobulin A (IgA) antibody IVD, control",medical-devices
52055,"Candida albicans immunoglobulin A (IgA) antibody IVD, reagent",medical-devices
52056,"Candida albicans immunoglobulin G (IgG) antibody IVD, kit, enzyme immunoassay (EIA)",medical-devices
52057,"Candida albicans immunoglobulin G (IgG) antibody IVD, kit, fluorescent immunoassay",medical-devices
52058,"Candida albicans immunoglobulin G (IgG) antibody IVD, calibrator",medical-devices
52059,"Candida albicans immunoglobulin G (IgG) antibody IVD, control",medical-devices
52060,"Candida albicans immunoglobulin G (IgG) antibody IVD, reagent",medical-devices
52061,"Candida albicans immunoglobulin M (IgM) antibody IVD, kit, enzyme immunoassay (EIA)",medical-devices
52062,"Candida albicans immunoglobulin M (IgM) antibody IVD, calibrator",medical-devices
52063,"Candida albicans immunoglobulin M (IgM) antibody IVD, control",medical-devices
52064,"Candida albicans immunoglobulin M (IgM) antibody IVD, reagent",medical-devices
52065,"Candida albicans immunoglobulin G (IgG)/IgM antibody IVD, kit, enzyme immunoassay (EIA)",medical-devices
52066,"Candida albicans immunoglobulin G (IgG)/IgM antibody IVD, calibrator",medical-devices
52118,"Sporothrix schenckii total antibody IVD, kit, precipitation/immunodiffusion",medical-devices
52119,"Sporothrix schenckii total antibody IVD, calibrator",medical-devices
52120,"Sporothrix schenckii total antibody IVD, control",medical-devices
52121,"Sporothrix schenckii total antibody IVD, reagent",medical-devices
52122,"Multiple faecal parasite antigen IVD, kit, multiplex",medical-devices
52123,"Anisakis species immunoglobulin A (IgA) antibody IVD, kit, enzyme immunoassay (EIA)",medical-devices
52124,"Anisakis species immunoglobulin A (IgA) antibody IVD, reagent",medical-devices
52125,"Anisakis species immunoglobulin G (IgG) antibody IVD, kit, enzyme immunoassay (EIA)",medical-devices
52126,"Anisakis species immunoglobulin G (IgG) antibody IVD, reagent",medical-devices
52127,"Anisakis species immunoglobulin E (IgE) antibody IVD, kit, immunoblot",medical-devices
52128,"Anisakis species immunoglobulin E (IgE) antibody IVD, calibrator",medical-devices
52129,"Anisakis species immunoglobulin E (IgE) antibody IVD, control",medical-devices
52130,"Anisakis species immunoglobulin E (IgE) antibody IVD, reagent",medical-devices
52131,"Anisakis species immunoglobulin A (IgA)/IgG antibody IVD, kit, enzyme immunoassay (EIA)",medical-devices
52132,"Anisakis species immunoglobulin A (IgA)/IgG antibody IVD, reagent",medical-devices
52133,"Ascaris lumbricoides immunoglobulin G (IgG) antibody IVD, kit, enzyme immunoassay (EIA)",medical-devices
52381,"Schistosoma species immunoglobulin E (IgE) antibody IVD, reagent",medical-devices
52382,"Schistosoma species immunoglobulin E (IgE)/IgG antibody IVD, kit, enzyme immunoassay (EIA)",medical-devices
52383,"Schistosoma species immunoglobulin E (IgE)/IgG antibody IVD, kit, fluorescent immunoassay",medical-devices
52384,"Schistosoma species immunoglobulin E (IgE)/IgG antibody IVD, reagent",medical-devices
52385,"Schistosoma mansoni immunoglobulin G (IgG) antibody IVD, kit, enzyme immunoassay (EIA)",medical-devices
52386,"Schistosoma mansoni immunoglobulin G (IgG) antibody IVD, kit, fluorescent immunoassay",medical-devices
52387,"Schistosoma mansoni immunoglobulin G (IgG) antibody IVD, reagent",medical-devices
52388,"Schistosoma mansoni immunoglobulin E (IgE) antibody IVD, kit, enzyme immunoassay (EIA)",medical-devices
52389,"Schistosoma mansoni immunoglobulin E (IgE) antibody IVD, kit, fluorescent immunoassay",medical-devices
52390,"Schistosoma mansoni immunoglobulin E (IgE) antibody IVD, reagent",medical-devices
52391,"Schistosoma mansoni immunoglobulin E (IgE)/IgG antibody IVD, kit, enzyme immunoassay (EIA)",medical-devices
52392,"Schistosoma mansoni immunoglobulin E (IgE)/IgG antibody IVD, kit, fluorescent immunoassay",medical-devices
