HCP Name,;,Department,S. Type,Code,Provider Service Description,LOS
SGH Jeddah ,4021023,CAR,PD,4021023,"PTCA SINGLE VESSEL WITH DRUG ELUTING BALLOON , EXCLUDING THE PRICE OF THE DRUG ELUTING BALLOON",2
SGH Jeddah ,4021024,CAR,PD,4021024,TEMPORARY PACEMAKER,D/C
SGH Jeddah ,4021025,CAR,PD,4021025,MITRAL BALLOON VALULOPLASTY,3
SGH Jeddah ,4031001,CAR,PD,4031001,ATRIAL SEPTAL DEFECT DEVICE CLOSURE (ASD),3
SGH Jeddah ,4031002,CAR,PD,4031002,ATRIAL BALLOON SEPTOSTOMY ,2
SGH Jeddah ,4031003,CAR,PD,4031003,LEFT ATRIAL APPENDAGE DEVICE CLOSURE ,4
SGH Jeddah ,4031004,CAR,PD,4031004,VALVE IMPLANTATION / MELODY ,5
SGH Jeddah ,4031005,CAR,PD,4031005,PATENT DUCTUS ARTERIOSUS COIL CLOSURE (PDA),2
SGH Jeddah ,4031006,CAR,PD,4031006,PATENT DUCTUS ARTERIOSUS DEVICE CLOSURE (PDA),2
SGH Jeddah ,4031007,CAR,PD,4031007,PATENT DUCTUS ARTERIOSUS STENTING (PDA),2
SGH Jeddah ,4031008,CAR,PD,4031008,PULMONARY ARTERY DILATATION WITH OR WITHOUT STENTING(IMPLANT NOT INCLUDED),2
SGH Jeddah ,4031009,CAR,PD,4031009,PULMONARY BALLOON VALVULOPLASTY      ,3
SGH Jeddah ,4031010,CAR,PD,4031010,PULMONARY VALVE PERFORATION BY RADIOFREQUENCY,4
SGH Jeddah ,4031011,CAR,PD,4031011,VENTRICULAR OUTFLOW TRACT STENTING (RVOT) ,3
SGH Jeddah ,4031012,CAR,PD,4031012,VENTRICULAR SEPTAL DEFECT DEVICE CLOSURE (VSD) ,3
SGH Jeddah ,4041001,CAR,PD,4041001,"AMPUTATION, ABOVE KNEE",3
SGH Jeddah ,4041002,CAR,PD,4041002,"AMPUTATION, BELOW KNEE",3
SGH Jeddah ,4041003,CAR,PD,4041003,"AMPUTATION, THROUGH FOOT",3
SGH Jeddah ,4041004,CAR,PD,4041004,"AMPUTATION, TOE/S",2
SGH Jeddah ,4041005,CAR,PD,4041005,"ANASTOMOSIS, VENOUS, INTRA-ABDOMINAL",4
SGH Jeddah ,4041006,CAR,PD,4041006,ANASTOMOSIS-VENOUS INTRA-ABDOMINAL,4
SGH Jeddah ,4041007,CAR,PD,4041007,"ANGIOPLASTY, PATCH, ARTERY / SYNTHETIC",3
SGH Jeddah ,4041008,CAR,PD,4041008,"ANGIOPLASTY, PATCH, ARTERY / TISSUE",3
SGH Jeddah ,4041009,CAR,PD,4041009,"ANGIOPLASTY, PATCH, ARTERY / UNSPECIFIED",3
SGH Jeddah ,4041010,CAR,PD,4041010,"ANGIOPLASTY, VESSEL, VEIN (IMPLANT NOT INCLUDED)",3
SGH Jeddah ,4041011,CAR,PD,4041011,"ARTERIOGRAM, COMPLET",1
SGH Jeddah ,4041012,CAR,PD,4041012,"ARTERIOGRAM, INTRAOPERATIVE",0
SGH Jeddah ,4041013,CAR,PD,4041013,"ARTERIOVENOSTOMY, FOR RENAL DIALYSIS",2
SGH Jeddah ,4041014,CAR,PD,4041014,BILATERAL CAROTID AND VERTEBRAL ANGIOGRAM  ,1
SGH Jeddah ,4041015,CAR,PD,4041015,BYPASS VASCULAR-PERIPHERAL ARTERY,2
SGH Jeddah ,4041016,CAR,PD,4041016,"BYPASS, ARTERY, FEMORO-TIBIAL",3
SGH Jeddah ,4041017,CAR,PD,4041017,"BYPASS, ARTERY, POPLITEO-TIBIAL",3
SGH Jeddah ,4041018,CAR,PD,4041018,"BYPASS, IN SITU, FEMORO-TIBIAL ARTERY",3
SGH Jeddah ,4041019,CAR,PD,4041019,"BYPASS, VASCULAR, INTRA-ABDOMINAL",3
SGH Jeddah ,4041020,CAR,PD,4041020,"BYPASS, VASCULAR-INTRATHORACIC",3
SGH Jeddah ,4041021,CAR,PD,4041021,"BYPASS, VASCULAR-RENAL ARTERY",3
SGH Jeddah ,4041022,CAR,PD,4041022,"CAROTICO-CAVERNOUS FISTULA CLOSURE INCLUDING THE BASIC CATHETETER, GUIDE WIRE AND THE FIRST COIL",4
SGH Jeddah ,4041023,CAR,PD,4041023,ADDITIONAL COIL / EACH,0
SGH Jeddah ,4041024,CAR,PD,4041024,ADDITIONAL DETACHABLE BALLOON / EACH,0
SGH Jeddah ,4041025,CAR,PD,4041025,DURAL ARTERIOVENOUS FISTULA CLOSURE ,3
SGH Jeddah ,4041026,CAR,PD,4041026,EMBOLIZATION OF CRANIAL AND SPINAL ARTERIOVENOUS MALFORMATIONS BY GLUE AND COILS  1-3 NEDAL INJECTIONS,4
SGH Jeddah ,4041027,CAR,PD,4041027,EMBOLIZATION OF CRANIAL AND SPINAL ARTERIOVENOUS MALFORMATIONS BY GLUE AND COILS > 6 NEDAL INJECTIONS,4
SGH Jeddah ,4041028,CAR,PD,4041028,EMBOLIZATION OF CRANIAL AND SPINAL ARTERIOVENOUS MALFORMATIONS BY GLUE AND COILS 3-6 NEDAL INJECTIONS,4
SGH Jeddah ,4041029,CAR,PD,4041029,EMBOLIZATION OF CRANIAL AND SPINAL VASCULAR TUMORS,1
SGH Jeddah ,4041030,CAR,PD,4041030,"ENDARTERECTOMY, ABDOMINAL ARTERIES",3
SGH Jeddah ,4041031,CAR,PD,4041031,"ENDARTERECTOMY, THORACIC VESSELS",3
SGH Jeddah ,4041032,CAR,PD,4041032,"ENDARTERECTOMY, CAROTID VESSEL ",3
SGH Jeddah ,4041033,CAR,PD,4041033,"ENDARTERECTOMY-OTHER, VESSELS, HEAD AND NECK",3
SGH Jeddah ,4041034,CAR,PD,4041034,ENDOVASCULAR INTRAARTERIAL FIBRINOLYSIS FOR CEREBROVASCULAR EMBOLIZATION / THROMBOSIS (SHORT SEGMENT <10 CM) ,3
SGH Jeddah ,4041035,CAR,PD,4041035,ENDOVASCULAR REVASCULARIZATION OF CEREBRAL ISCHEMIA – MUTIPLE VESSEL,3
SGH Jeddah ,4041036,CAR,PD,4041036,ENDOVASCULAR REVASCULARIZATION OF CEREBRAL ISCHEMIA – SINGLE VESSEL ,3
SGH Jeddah ,4041037,CAR,PD,4041037,"EXCISION, LESION, ABDOMINAL ARTERIES",3
SGH Jeddah ,4041038,CAR,PD,4041038,"EXCISION, LESION, ABDOMINAL VEINS",3
SGH Jeddah ,4041039,CAR,PD,4041039,"EXCISION, LESION, THORACIC VESSELS",3
SGH Jeddah ,4041040,CAR,PD,4041040,"EXCISION, LESION, VESSELS / HEAD, NECK",3
SGH Jeddah ,4041041,CAR,PD,4041041,"FASCIOTOMY, LOWER EXTREMITIES",3
SGH Jeddah ,4041042,CAR,PD,4041042,"FASCIOTOMY, UPPER EXTREMITIES",3
SGH Jeddah ,4041044,CAR,PD,4041044,"FORMATION, SHUNT, PERITONEOVASCULAR",3
SGH Jeddah ,4041045,CAR,PD,4041045,"INSERTION, CANNULA, VESSEL-TO-VESSEL",3
SGH Jeddah ,4041046,CAR,PD,4041046,"INSERTION, GRAFT, FOR HEMODIALYSIS",3
SGH Jeddah ,4041047,CAR,PD,4041047,"INTERRUPTION, VENA CAVA",3
SGH Jeddah ,4041048,CAR,PD,4041048,"LIGATION AND STRIPPING, VARICOSE VEINS",3
SGH Jeddah ,4041049,CAR,PD,4041049,"LIGATION, DIVISION, THORACIC VESSELS",3
SGH Jeddah ,4041050,CAR,PD,4041050,LIGATION AND EXCISION OF PERFORATORS,2
SGH Jeddah ,4041051,CAR,PD,4041051,ADDITIONAL MICROCATHETER / EACH,0
SGH Jeddah ,4041052,CAR,PD,4041052,ADDITIONAL MICROGUIDE WIRE / EACH,0
SGH Jeddah ,4041053,CAR,PD,4041053,OBLITERATION OF CEREBRAL ANEURYSMS BY COILS – LARGE ANEURYSMS (> 10 MM) ,4
SGH Jeddah ,4041054,CAR,PD,4041054,OBLITERATION OF CEREBRAL ANEURYSMS BY COILS – MEDIUM ANEURYSMS (5 TO 10 MM),4
SGH Jeddah ,4041055,CAR,PD,4041055,OBLITERATION OF CEREBRAL ANEURYSMS BY COILS – SMALL ANEURYSMS (<5 MM) ,4
SGH Jeddah ,4041056,CAR,PD,4041056,"CAROTID BODY OPERATIONS, OTHER VASCULAR BODIES",3
SGH Jeddah ,4041057,CAR,PD,4041057,PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY (PTA) FOR EXTRACRANIAL CEREBROVASCULAR STENOSIS WITH  BALLOON,2
SGH Jeddah ,4041058,CAR,PD,4041058,PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY (PTA) FOR EXTRACRANIAL CEREBROVASCULAR STENOSIS WITH STENT,2
SGH Jeddah ,4041059,CAR,PD,4041059,PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY (PTA) FOR EXTRACRANIAL CEREBROVASCULAR STENOSIS WITHOUT STENT AND BALLOON,2
SGH Jeddah ,4041060,CAR,PD,4041060,PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY (PTA) FOR INTRACRANIAL CEREBROVASCULAR STENOSIS WITH  BALLOON,2
SGH Jeddah ,4041061,CAR,PD,4041061,PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY (PTA) FOR INTRACRANIAL CEREBROVASCULAR STENOSIS WITH STENT,2
SGH Jeddah ,4041062,CAR,PD,4041062,PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY (PTA) FOR INTRACRANIAL CEREBROVASCULAR STENOSIS WITHOUT STENT AND BALLOON,2
SGH Jeddah ,4041063,CAR,PD,4041063,PERMICATH INSERTION FOR HEMODIALYSIS ,D/C
SGH Jeddah ,4041064,CAR,PD,4041064,"PHLEBECTOMY, WITH ANASTOMOSIS, OTHER VESSELS, HEAD",4
SGH Jeddah ,4041065,CAR,PD,4041065,"REMOVAL, ARTERIOVSENOUS SHUNT FOR RENAL DIALYSIS",1
SGH Jeddah ,4041066,CAR,PD,4041066,"REPAIR, BRACHIAL ARTERY ",3
SGH Jeddah ,4041067,CAR,PD,4041067,"BLOOD VESSEL REPAIR, PATCH GRAFT SYNTHETIC",3
SGH Jeddah ,4041068,CAR,PD,4041068,"BLOOD VESSEL REPAIR, PATCH GRAFT TISSUE",3
SGH Jeddah ,4041069,CAR,PD,4041069,"BLOOD VESSEL REPAIR, PATCH GRAFT UNSPECIFIED TYPE",3
SGH Jeddah ,4041070,CAR,PD,4041070,"FISTULA, ARTERIOVENOUS REPAIR",3
SGH Jeddah ,4041071,CAR,PD,4041071,OTHER ANEURYSM REPAIR,3
SGH Jeddah ,4041072,CAR,PD,4041072,OTHER BLOOD VESSEL REPAIR,3
SGH Jeddah ,4041073,CAR,PD,4041073,BLOOD VESSEL WITH/WITHOUT GRAFT REPAIR,3
SGH Jeddah ,4041074,CAR,PD,4041074,"CANNULA, VESSEL-TO-VESSEL REPLACEMENT",2
SGH Jeddah ,4041075,CAR,PD,4041075,"ANEURYSM, ABDOMINAL AORTA RESECTION",3
SGH Jeddah ,4041076,CAR,PD,4041076,"ANEURYSM, ILIAC ARTERY RESECTION",3
SGH Jeddah ,4041077,CAR,PD,4041077,"ANEURYSM, OTHER ARTERIES RESECTION, ",3
SGH Jeddah ,4041078,CAR,PD,4041078,"RIB, FIRST WITH/WITHOUT CERVICAL RESECTION",3
SGH Jeddah ,4041079,CAR,PD,4041079,"THORACIC VESSELS, WITH GRAFT REPLACEMEN RESECTION",3
SGH Jeddah ,4041080,CAR,PD,4041080,REVISION OF STUMP   ,2
SGH Jeddah ,4041081,CAR,PD,4041081,"REVISION, ARTERIOVENOUS FISTULA",1
SGH Jeddah ,4041082,CAR,PD,4041082,"REVISION, ARTERIOVENOUS FISTULA / GORTEX",1
SGH Jeddah ,4041083,CAR,PD,4041083,"REVISION, ARTERIOVENOUS SHUNT FOR RENAL DIALYSIS",1
SGH Jeddah ,4041084,CAR,PD,4041084,"REVISION, VASCULAR PROCEDURE",3
SGH Jeddah ,4041085,CAR,PD,4041085,SCLEROTHERAPY (1 SESSION),0
SGH Jeddah ,4041086,CAR,PD,4041086,SCLEROTHERAPY (10 SESSIONS),0
SGH Jeddah ,4041087,CAR,PD,4041087,SCLEROTHERAPY (3 SESSIONS),0
SGH Jeddah ,4041088,CAR,PD,4041088,SCLEROTHERAPY (5 SESSIONS),0
SGH Jeddah ,4041089,CAR,PD,4041089,SPINAL ANGIOGRAM,D/C
SGH Jeddah ,4041090,CAR,PD,4041090,"SUBFASCIAL LIGATION, PERFORATORS",2
SGH Jeddah ,4041091,CAR,PD,4041091,"SYMPATHECTOMY, PERIARTERIAL",2
SGH Jeddah ,4041092,CAR,PD,4041092,"SYMPATHECTOMY, PRESACRAL",2
SGH Jeddah ,4041093,CAR,PD,4041093,"THROMBOEMBOLECTOMY, ARTERY, / ABDOMINALL",2
SGH Jeddah ,4041094,CAR,PD,4041094,"THROMBOEMBOLECTOMY, ARTERY, / LOWER LIMB",2
SGH Jeddah ,4041095,CAR,PD,4041095,"THROMBOEMBOLECTOMY, ARTERY, / UPPER LIMB",2
SGH Jeddah ,4041096,CAR,PD,4041096,"THROMBOEMBOLECTOMY, VEIN, / ABDOMINALL",2
SGH Jeddah ,4041097,CAR,PD,4041097,"THROMBOEMBOLECTOMY, VEIN, / LOWER LIMB",2
SGH Jeddah ,4041098,CAR,PD,4041098,"THROMBOEMBOLECTOMY, VEIN, / UPPR LIMB",2
SGH Jeddah ,4051001,CAR,PD,4051001,"ESOPHAGEAL ANASTOMOSIS,  INTRATHORACIC",3
SGH Jeddah ,4051002,CAR,PD,4051002,AORTIC DISSECTION REPAIR    ,2
SGH Jeddah ,4051003,CAR,PD,4051003,AORTIC ROOT ANEURYSM RESECTION- BENTALL PROCEDURE,3
SGH Jeddah ,4051004,CAR,PD,4051004,AORTIC VALVE REPLACEMENT TISSUE RAPID DEPLOYMENT VALVE (IMPLANT NOT INCLUDED),3
SGH Jeddah ,4051005,CAR,PD,4051005,ASCENDING AORTIC ANEURYSM RESECTION,3
SGH Jeddah ,4051006,CAR,PD,4051006,BRONCHOSCOPY / FIBEROPTIC,1
SGH Jeddah ,4051007,CAR,PD,4051007,BRONCHOSCOPY / RIGID,1
SGH Jeddah ,4051008,CAR,PD,4051008,"BYPASS, VASCULAR-AORTO-ILIAC-FEMORAL",2
SGH Jeddah ,4051009,CAR,PD,4051009,"BYPASS, VASCULAR-AORTO-SUBCLAVIAN-CAROTID",2
SGH Jeddah ,4051010,CAR,PD,4051010,"ENDARTERECTOMY, AORTA",2
SGH Jeddah ,4051011,CAR,PD,4051011,ESOPHAGEAL MYOTOMY / TRANS-THORACIC,2
SGH Jeddah ,4051012,CAR,PD,4051012,EXCISION OF MEDIASTINAL MASS / CYST STERNOTOMY,3
SGH Jeddah ,4051013,CAR,PD,4051013,"EXCISION, ESOPHAGUS",2
SGH Jeddah ,4051014,CAR,PD,4051014,"EXCISION, LESION / LUNG",2
SGH Jeddah ,4051015,CAR,PD,4051015,"EXCISION, MEDIASTINAL MASS",3
SGH Jeddah ,4051016,CAR,PD,4051016,"INSERTION, ARTERIAL LINE",0
SGH Jeddah ,4051017,CAR,PD,4051017,"INSERTION, CATHETER, TENKHOFF FOR PERITONEAL DIALYSIS",2
SGH Jeddah ,4051018,CAR,PD,4051018,"INSERTION, CENTRAL VENOUS LINE",0
SGH Jeddah ,4051019,CAR,PD,4051019,"INSERTION, HICKMAN CATHETER",1
SGH Jeddah ,4051020,CAR,PD,4051020,"INSERTION, INFERIOR VENA CAVA FILTER",1
SGH Jeddah ,4051021,CAR,PD,4051021,"INSERTION, PERM-CATHETER",1
SGH Jeddah ,4051022,CAR,PD,4051022,"INSERTION, SHUNT, PERITONEO-VENOUS",1
SGH Jeddah ,4051023,CAR,PD,4051023,"INSERTION, SHUNT, PLEURO-PERITONEAL",1
SGH Jeddah ,4051024,CAR,PD,4051024,"INSERTION, SHUNT, PLEURO-VENOUS",1
SGH Jeddah ,4051025,CAR,PD,4051025,INTRARENAL AORTIC ANEURYSM REPAIR,2
SGH Jeddah ,4051026,CAR,PD,4051026,"LIGATION, DIVISION, OTHER, VESSELS, AORTA",3
SGH Jeddah ,4051027,CAR,PD,4051027,"LOBECTOMY, LUNG",3
SGH Jeddah ,4051028,CAR,PD,4051028,MEDIASTENOSCOPY WITH BIOPSY,2
SGH Jeddah ,4051029,CAR,PD,4051029,"MEDIASTINOTOMY (CHAMBERLAIN), BIOPSY",2
SGH Jeddah ,4051030,CAR,PD,4051030,NATIVE VALVE ENDOCARDITIS – VALVE REPLACEMENT  (IMPLANT NOT INCLUDED),4
SGH Jeddah ,4051031,CAR,PD,4051031,PACEMAKER ENDOCARDITIS – SURGICAL REMOVAL ,4
SGH Jeddah ,4051032,CAR,PD,4051032,"PHLEBECTOMY, WITH ANASTOMOSIS, AORTA",4
SGH Jeddah ,4051033,CAR,PD,4051033,PLEURACTOMY,3
SGH Jeddah ,4051034,CAR,PD,4051034,"PNEUMONECTOMY, COMPLETE",3
SGH Jeddah ,4051035,CAR,PD,4051035,PROSTHETIC VALVE ENDOCARDITIS – VALVE REPLACEMENT EXCLUDING VALVE,4
SGH Jeddah ,4051036,CAR,PD,4051036,"RE-ENTRY OPERATION, AORTA",3
SGH Jeddah ,4051037,CAR,PD,4051037,"REPAIR, ESOPHAGEAL STRICTURE",3
SGH Jeddah ,4051038,CAR,PD,4051038,"REPAIR, FISTULA, ESOPHAGUS, OTHER",3
SGH Jeddah ,4051039,CAR,PD,4051039,"RESECTION, AORTA, WITH GRAFT REPLACEMENT",4
SGH Jeddah ,4051040,CAR,PD,4051040,"RESECTION, SEGMENTAL, LUNG",3
SGH Jeddah ,4051041,CAR,PD,4051041,RIB FIXATION BY PLATES AND SCREWS FOR FLAIL SEGMENTS (IMPLANT NOT INCLUDED),2
SGH Jeddah ,4051042,CAR,PD,4051042,RIB RESECTION OR CHEST WALL RESECTION ONE OR MORE RIBS WITHOUT MESH CLOSURE ,2
SGH Jeddah ,4051043,CAR,PD,4051043,RIGID BRONCHOSCOPY WITH PROCEDURE / PEDIATRIC (F.B REMOVAL OR BIOPSY),1
SGH Jeddah ,4051044,CAR,PD,4051044,RIGID OESPHAGOSCOPY (REMOVAL OF INGESTED F.B OR BIOPSY),1
SGH Jeddah ,4051045,CAR,PD,4051045,SUPRARENAL AORTIC ANEURYSM REPAIR,2
SGH Jeddah ,4051046,CAR,PD,4051046,"SYMPATHECTOMY, CERVICAL",2
SGH Jeddah ,4051047,CAR,PD,4051047,"SYMPATHECTOMY, LUMBAR, BILATERAL",2
SGH Jeddah ,4051048,CAR,PD,4051048,"SYMPATHECTOMY, LUMBAR, UNILATERAL",2
SGH Jeddah ,4051049,CAR,PD,4051049,TAVI/ TRANS-CATHETER  AORTIC VALVE IMPLANTATION ( TRANS APICAL) (IMPLANT NOT INCLUDED),5
SGH Jeddah ,4051050,CAR,PD,4051050,TAVI/ TRANS CATHETER  AORTIC VALVE IMPLANTATION (TRANS FEMORAL)(IMPLANT NOT INCLUDED),3
SGH Jeddah ,4051051,CAR,PD,4051051,THORACOTOMY,3
SGH Jeddah ,4051052,CAR,PD,4051052,THORACOTOMY DRAINAGE LOCACLIZED COLLECTION EMPYEMA OR EFFUSION,3
SGH Jeddah ,4051053,CAR,PD,4051053,"THORACOTOMY, DECORTICATION",3
SGH Jeddah ,4051054,CAR,PD,4051054,"THORACOTOMY, DRAINAGE OF LOCULATED COLLECTION",3
SGH Jeddah ,4051055,CAR,PD,4051055,"THORACOTOMY, DRAINAGE, PERICARIAL COLLECTION",3
SGH Jeddah ,4051056,CAR,PD,4051056,"THORACOTOMY, PERICARDIAL WINDOW",3
SGH Jeddah ,4051057,CAR,PD,4051057,"THORACOTOMY, PLEURAL BX",3
SGH Jeddah ,4051058,CAR,PD,4051058,"THORACOTOMY, PLEURODESIS, RESECTION BLEB",3
SGH Jeddah ,4051059,CAR,PD,4051059,"THORACOTOMY, REPAIR, DIAPHRAGMATIC HERNIA",3
SGH Jeddah ,4051060,CAR,PD,4051060,"THORACOTOMY, REPAIR, ESOPHAGEAL INJURY",3
SGH Jeddah ,4051061,CAR,PD,4051061,"THORACOTOMY, REPAIR, TRACHEO-BRONCHIAL TREE",3
SGH Jeddah ,4051062,CAR,PD,4051062,"THORACOTOMY, RESECTION, APICAL BLEB",3
SGH Jeddah ,4051063,CAR,PD,4051063,"THORACOTOMY, WEDGE LUNG BIOPSY",3
SGH Jeddah ,4051064,CAR,PD,4051064,"THORACTOMY, EXPLORATORY",3
SGH Jeddah ,4051065,CAR,PD,4051065,"THYMECTOMY, EXTENDED",3
SGH Jeddah ,4051066,CAR,PD,4051066,VATS / VIDEO ASSISTED THORASCOPIC SURGERY  THYMECTOMY,2
SGH Jeddah ,4051067,CAR,PD,4051067,"VIDEO-ASSISTED SYMPATHECTOMY, CERVICAL",2
SGH Jeddah ,5011001,URO,PD,5011001,ANTERIOR URETHROLITHOTOMY,1
SGH Jeddah ,5011002,URO,PD,5011002,CYSTOSCOPY,1
SGH Jeddah ,5011003,URO,PD,5011003,CYSTOSCOPY WITH REMOVAL OF DJ STENT (U.G.A.) UNILATERAL,1
SGH Jeddah ,5011004,URO,PD,5011004,EXCISION OF PENILE SKIN LESION (U.G.A.),D/C
SGH Jeddah ,5011005,URO,PD,5011005,EXCISION OF PENILE SKIN LESION (U.L.A.),D/C
SGH Jeddah ,5011006,URO,PD,5011006,LASER LITHOTRIPSY,1
SGH Jeddah ,5011007,URO,PD,5011007,MEATOTOMY (U.G.A.),1
SGH Jeddah ,5011008,URO,PD,5011008,MEATOTOMY (U.L.A.),0
SGH Jeddah ,5011009,URO,PD,5011009,RECIRCUMCISION (U.G.A.),D/C
SGH Jeddah ,5011010,URO,PD,5011010,RECIRCUMCISION (U.L.A.),0
SGH Jeddah ,5011011,URO,PD,5011011,SUPRAPUBIC CATHETER INSERTION,D/C
SGH Jeddah ,5011012,URO,PD,5011012,TESTICUALR BIOPSY,D/C
SGH Jeddah ,5011013,URO,PD,5011013,TESTICULAR BIOPSY/HISTOPATHOLOGY,D/C
SGH Jeddah ,5011014,URO,PD,5011014,TRANSURETHROLITHOTOMY,1
SGH Jeddah ,5011015,URO,PD,5011015,TRANS RECTAL / URETHRAL ULTRASOUND BIOPSY,0
SGH Jeddah ,5011016,URO,PD,5011016,VESICOLITHOTOMY,1
SGH Jeddah ,5012001,URO,PD,5012001,ASPIRATION OF PROSTATIC CYST,0
SGH Jeddah ,5012002,URO,PD,5012002,BLADDER NECK INCISION,1
SGH Jeddah ,5012003,URO,PD,5012003,CYSTODISTENTION,1
SGH Jeddah ,5012004,URO,PD,5012004,CYSTOSCOPY WITH BIOPSY,1
SGH Jeddah ,5012005,URO,PD,5012005,CYSTOSCOPY WITH ANAESTESIA,1
SGH Jeddah ,5012006,URO,PD,5012006,CYSTOSCOPY WITH REMOVAL OF DJ STENT (U.G.A.) (BILATERAL),1
SGH Jeddah ,5012007,URO,PD,5012007,CYSTOSCOPY WITH DJ STENT INSERTION (UNILATERAL),1
SGH Jeddah ,5012008,URO,PD,5012008,CYSTOSCOPY WITH MEATOTOMY,1
SGH Jeddah ,5012009,URO,PD,5012009,CYSTOSCOPY WITH RETROGRADE PYELOGRAPHY,1
SGH Jeddah ,5012010,URO,PD,5012010,CYSTOSCOPY WITH RETROGRADE PYELOGRAPHY WITH DJ STENT INSERTION ,1
SGH Jeddah ,5012011,URO,PD,5012011,CYSTOSCOPY WITH URETERIC CATHETERIZATION (ONE SIDE OR BOTH SIDES) APART FROM RADIOLOGY,1
SGH Jeddah ,5012012,URO,PD,5012012,CYSTOURETHROSCOPY WITH OTIS URETHROTOMY,1
SGH Jeddah ,5012013,URO,PD,5012013,CYSTOURETHROSCOPY WITH VISUAL INTERNAL URETHROTOMY,1
SGH Jeddah ,5012014,URO,PD,5012014,CYSTOURETHROSCOPY WITH DIATHERMY COAGULATION PAPILOMA BLADDER,1
SGH Jeddah ,5012015,URO,PD,5012015,CYSTOURETHROSCOPY WITH LOOP DJ STENT,1
SGH Jeddah ,5012016,URO,PD,5012016,DIVERTICULUM (EXCISION OF BLADDER),1
SGH Jeddah ,5012017,URO,PD,5012017,ENDOSCOPIC INCISION OF URETEROCELE,1
SGH Jeddah ,5012018,URO,PD,5012018,EPIDIDYMECTOMY,1
SGH Jeddah ,5012019,URO,PD,5012019,EVERTION OF HYDROCELE,1
SGH Jeddah ,5012020,URO,PD,5012020,EXCISION OF  URETHRAL CARUNCLE,1
SGH Jeddah ,5012021,URO,PD,5012021,EXCISION OF HYDROCELE,1
SGH Jeddah ,5012022,URO,PD,5012022,INGUINAL ORCHIDECTOMY,1
SGH Jeddah ,5012023,URO,PD,5012023,MEATOPLASTY ,1
SGH Jeddah ,5012024,URO,PD,5012024,NEPHROSTOMY,1
SGH Jeddah ,5012025,URO,PD,5012025,OPEN CYSTOLITHOTOMY,1
SGH Jeddah ,5012026,URO,PD,5012026,SPERMATOCELECTOMY,1
SGH Jeddah ,5012027,URO,PD,5012027,UNILATERAL LIGATION OF VACICOCELE,1
SGH Jeddah ,5012028,URO,PD,5012028,UNILATERAL ORCHIDOPEXY,1
SGH Jeddah ,5012029,URO,PD,5012029,URETERAL DILATION,1
SGH Jeddah ,5012030,URO,PD,5012030,URETHRAL DILATATION,1
SGH Jeddah ,5013001,URO,PD,5013001,ANTERIOR URETHROTOMY FOR STONE,1
SGH Jeddah ,5013002,URO,PD,5013002,BILATERAL LIGATION OF VARICOCELE,1
SGH Jeddah ,5013003,URO,PD,5013003,BILATERAL ORCHIDOPEXY,1
SGH Jeddah ,5013004,URO,PD,5013004,COLPOSUSPENSION,2
SGH Jeddah ,5013005,URO,PD,5013005,CORRECTION OF TORTION TESTES WITH ORCHIDOPEXY,1
SGH Jeddah ,5013006,URO,PD,5013006,CYSTOCSOPY AND U/S LITHTRIPSY,1
SGH Jeddah ,5013007,URO,PD,5013007,CYSTOSCOPY AND DILATATION OF URETERIC STRICTURE AND DJ STENT INSERTION,1
SGH Jeddah ,5013008,URO,PD,5013008,CYSTOSCOPY AND LITHOTREPSY,1
SGH Jeddah ,5013009,URO,PD,5013009,CYSTOURETHROSCOPY WITH TURP ,2
SGH Jeddah ,5013010,URO,PD,5013010,CYSTOURETHROSCOPY WITH URETERIC MEATOTOMY,1
SGH Jeddah ,5013011,URO,PD,5013011,DIVERTICULECTOMY,2
SGH Jeddah ,5013012,URO,PD,5013012,DRAINAGE OF PERINEPHRIC ABSCESS / UROLOGY,1
SGH Jeddah ,5013013,URO,PD,5013013,ENDOSCOPIC REMOVAL OF URETHRAL STONE,1
SGH Jeddah ,5013014,URO,PD,5013014,EXCISION OF BLADDER ULCER,1
SGH Jeddah ,5013015,URO,PD,5013015,EXCISION OF URETERIC STRICTURE AND PRIMARY ANASTOMOSIS,2
SGH Jeddah ,5013016,URO,PD,5013016,EXCISION OF URETHRAL DIVERTICULUM,2
SGH Jeddah ,5013017,URO,PD,5013017,EXCISION OF URETHRAL FISTULA,2
SGH Jeddah ,5013018,URO,PD,5013018,FLEXIBLE URETERORENOSCOPY WITH DJ STENT INSERTION,2
SGH Jeddah ,5013019,URO,PD,5013019,FULGRATION OF POSTERIOR URETHRAL VALVE,2
SGH Jeddah ,5013020,URO,PD,5013020,LAPARASCOPIC ORCHIDECTOMY (UNILATERAL),2
SGH Jeddah ,5013021,URO,PD,5013021,LAPAROSCOPIC OPERATING FOWLER – STEPHENS FOR TESTIS  (1ST STAGE),2
SGH Jeddah ,5013022,URO,PD,5013022,LAPAROSCOPIC OPERATING FOWLER – STEPHENS FOR TESTIS (2ND STAGE),2
