TARIFF,SERVICE_NAMEE,CODE,NAME,DEPARTMENT_NAME,OP_PRICE,IP_PRICE
MALATH,OTHER PROCEDURES,FMINT-0008,PERCUTANEOUS KIDNEY BIOPSY,INTERNAL MEDICINE,467.0,467
MALATH,OTHER PROCEDURES,FMINT-0026,PULMONARY FUNCTION TEST,INTERNAL MEDICINE,257.0,257
MALATH,OTHER PROCEDURES,FMINT-0027,BENCARD SENSITIVITY TEST,INTERNAL MEDICINE,383.0,383
MALATH,OTHER PROCEDURES,FMINT-0029,ASTHMA CHECKUP - 1ST VISIT,INTERNAL MEDICINE,709.0,709
MALATH,OTHER PROCEDURES,FMINT-0031,PLEURAL BIOPSY,INTERNAL MEDICINE,294.0,294
MALATH,OTHER PROCEDURES,FMINT-0032,ADD'L FEE FOR COM.OR OVER 3HRS,INTERNAL MEDICINE,583.0,583
MALATH,OTHER PROCEDURES,FMINT-0033,CONT.SUBCUTA.INSULIN INFU.PUMP,INTERNAL MEDICINE,583.0,583
MALATH,OTHER PROCEDURES,FMINT-0052,INHANCED RESPIROMETRY,INTERNAL MEDICINE,221.0,221
MALATH,OTHER PROCEDURES,FMINT-0053,M V V,INTERNAL MEDICINE,58.0,58
MALATH,OTHER PROCEDURES,FMINT-0054,T L C + R V,INTERNAL MEDICINE,221.0,221
MALATH,OTHER PROCEDURES,FMINT-0055,FLOW VOLUME LOOP,INTERNAL MEDICINE,168.0,168
MALATH,OTHER PROCEDURES,FMINT-0056,DIFFUSION,INTERNAL MEDICINE,278.0,278
MALATH,OTHER PROCEDURES,FMINT-0057,COMPLIANCE,INTERNAL MEDICINE,331.0,331
MALATH,OTHER PROCEDURES,FMINT-0058,AIRWAY RESISTENCE & CONDUCTANE,INTERNAL MEDICINE,221.0,221
MALATH,OTHER PROCEDURES,FMINT-0059,THORACIC GAS VOLUME,INTERNAL MEDICINE,221.0,221
MALATH,OTHER PROCEDURES,FMINT-0060,PROVOCATION CHALLENGE,INTERNAL MEDICINE,551.0,551
MALATH,OTHER PROCEDURES,FMINT-0061,SINGLE BREATH O2,INTERNAL MEDICINE,168.0,168
MALATH,OTHER PROCEDURES,FMINT-0062,MAX RESPIRATORY PRESSURE,INTERNAL MEDICINE,110.0,110
MALATH,OTHER PROCEDURES,FMINT-0065,DIABETIC FOOT CARE,INTERNAL MEDICINE,58.0,58
MALATH,OTHER PROCEDURES,FMINT-0066,FUNDUS PICTURE,INTERNAL MEDICINE,58.0,58
MALATH,OTHER PROCEDURES,FMINT-0067,DOOPLER EXAMINATION,INTERNAL MEDICINE,26.0,26
MALATH,OTHER PROCEDURES,FMINT-0068,BLOOD SUGAR TEST,INTERNAL MEDICINE,42.0,42
MALATH,OTHER PROCEDURES,FMINT-0069,URINE TEST,INTERNAL MEDICINE,26.0,26
MALATH,OTHER PROCEDURES,FMINT-0070,DIABETIC EDU. PROG.(4 SESSION),INTERNAL MEDICINE,221.0,221
MALATH,OTHER PROCEDURES,FMINT-0071,DIABETIC EDU. PRG. (1 SESSION),INTERNAL MEDICINE,58.0,58
MALATH,OTHER PROCEDURES,FMINT-0072,OXYGEN INHALATION,INTERNAL MEDICINE,37.0,37
MALATH,OTHER PROCEDURES,FMINT-0073,SKIN TEST FOR DRUG,INTERNAL MEDICINE,5.0,5
MALATH,OTHER PROCEDURES,FMINT-0074,PEACK FLOW METER,INTERNAL MEDICINE,11.0,11
MALATH,OTHER PROCEDURES,FMINT-0075,NEBULIZER A/C VENTOLIN,INTERNAL MEDICINE,53.0,53
MALATH,OTHER PROCEDURES,FMINT-0076,PULSE OXYMETER,INTERNAL MEDICINE,32.0,32
MALATH,OTHER PROCEDURES,FMINT-0087,STRESS TRANOESPHAGEAL ECHO,INTERNAL MEDICINE,1260.0,1260
MALATH,OTHER PROCEDURES,FMINT-0096,DIABETIC CENTER SERVICE (EDUCA TION),INTERNAL MEDICINE,21.0,21
MALATH,OTHER PROCEDURES,FMINT-0097,"RESPIROMETRY,PRE & POST BRONCHODILATOR",INTERNAL MEDICINE,420.0,420
MALATH,OTHER PROCEDURES,FMINT-0098,DIETICIAN SERVICE,INTERNAL MEDICINE,53.0,53
MALATH,OTHER PROCEDURES,FMINT-0099,INSULIN INJECTION IN THE CLINI C,INTERNAL MEDICINE,5.0,5
MALATH,OTHER PROCEDURES,FMINT-0500,SECOND OPINION CONSULTATION,INTERNAL MEDICINE,110.0,110
MALATH,OTHER PROCEDURES,FMINT-1000,DAY CARE SUPERVISION,INTERNAL MEDICINE,194.0,194
MALATH,OTHER PROCEDURES,FMINT-1001,DOCTOR'S DAYCARE SUPERVISION,INTERNAL MEDICINE,58.0,58
MALATH,OTHER PROCEDURES,FMINT-1003,HEMODIALYSIS SESSION - HRH FAHAD BIN SALMAN,INTERNAL MEDICINE,394.0,394
MALATH,OTHER PROCEDURES,FMINT-1004,HEMODIALYSIS 6 SESSIONS,INTERNAL MEDICINE,2310.0,2310
MALATH,OTHER PROCEDURES,FMINT-1006,I QUIT SMOKING CLINIC,INTERNAL MEDICINE,1995.0,1995
MALATH,OTHER PROCEDURES,FMINT-1007,BIOHIT CELIAC QUICK TEST,INTERNAL MEDICINE,473.0,473
MALATH,OTHER PROCEDURES,FMINT-1008,PERITONEAL DIALYSIS CAPD-A (30 SESSIONS),INTERNAL MEDICINE,10500.0,10500
MALATH,OTHER PROCEDURES,FMINT-1009,PERITONEAL DIALYSIS CAPD-B (30 SESSIONS),INTERNAL MEDICINE,11781.0,11781
MALATH,OTHER PROCEDURES,FMINT-1010,PERITONEAL DIALYSIS APD-A (30 SESSIONS),INTERNAL MEDICINE,17262.0,17262
MALATH,OTHER PROCEDURES,FMINT-1011,PERITONEAL DIALYSIS APD-B (30 SESSIONS),INTERNAL MEDICINE,17892.0,17892
MALATH,OTHER PROCEDURES,FMINT-1012,BIOPSY THROUGH BRONCHOSCOPY BY FORCOPS,INTERNAL MEDICINE,3600.0,3600
MALATH,OTHER PROCEDURES,FMINT-1013,PLURAL BIOPSY UNDER LOCAL ANESTHESIA,INTERNAL MEDICINE,6000.0,6000
MALATH,OTHER PROCEDURES,FMINT-1014,SKIN PRICK TEST,INTERNAL MEDICINE,600.0,600
MALATH,OTHER PROCEDURES,FMINT-1015,HEMO DIA FILTERATION,INTERNAL MEDICINE,1200.0,1200
MALATH,OTHER PROCEDURES,FMINT-1016,MANUAL EXCHANGE TRANSFUSION,INTERNAL MEDICINE,6000.0,6000
MALATH,OTHER PROCEDURES,FMINT-1017,CHEMOTHERAPY ADMIN LESS THAN 12 HOURS,INTERNAL MEDICINE,8400.0,8400
MALATH,OTHER PROCEDURES,FMINT-1018,CHEMOTHERAPY ADMIN MORE THAN 12 HOURS,INTERNAL MEDICINE,10800.0,10800
MALATH,OTHER PROCEDURES,FMINT-1019,OMAYA RESORVOIR CHEMOTHERAPY,INTERNAL MEDICINE,6000.0,6000
MALATH,OTHER PROCEDURES,FMINT-1020,PLEURAL CHEMOTHERAPY,INTERNAL MEDICINE,3600.0,3600
MALATH,OTHER PROCEDURES,FMINT-1021,PERITONEAL CHEMOTHERAPY,INTERNAL MEDICINE,3600.0,3600
MALATH,OTHER PROCEDURES,FMINT-1022,TRIPLE INTRATHECAL CHEMOTHERAPY,INTERNAL MEDICINE,6000.0,6000
MALATH,OTHER PROCEDURES,FMIVF-0001,ARTIFICIAL INSEMINATION OF     HUSBAND (AIH),I.V.F.,583.0,583
MALATH,OTHER PROCEDURES,FMIVF-0002,PERITONEAL OOCYTE AND SPERM    TRANSFER (POST),I.V.F.,4631.0,4631
MALATH,OTHER PROCEDURES,FMIVF-0003,PERITONEAL OOCYTE AND SPERM    POST-A PACKAGE DEAL,I.V.F.,1160.0,1160
MALATH,OTHER PROCEDURES,FMIVF-0004,PERITONEAL OOCYTE AND SPERM    POST-B- PACKAGE DEAL,I.V.F.,3476.0,3476
MALATH,OTHER PROCEDURES,FMIVF-0005,INVINTRO FERTILIZATION BY U/S  DIRECTED OOCYTE RETRIEVAL,I.V.F.,7529.0,7529
MALATH,OTHER PROCEDURES,FMIVF-0006,IVF-A-PACKAGE DEAL (UDOR),I.V.F.,1160.0,1160
MALATH,OTHER PROCEDURES,FMIVF-0007,IVF-B-PACKAGE DEAL (UDOR),I.V.F.,6368.0,6368
MALATH,OTHER PROCEDURES,FMIVF-0008,INVINTRO FERTILIZATION BY LAP- ROSCOPIC OOCYTE RETRIEVAL,I.V.F.,9261.0,9261
MALATH,OTHER PROCEDURES,FMIVF-0009,IVF-A-PACKAGE DEAL (LAPAROSCO- PIC ),I.V.F.,1160.0,1160
MALATH,OTHER PROCEDURES,FMIVF-0010,IVF-B-PACKAGE DEAL (LAPAROSCO- PIC ),I.V.F.,8106.0,8106
MALATH,OTHER PROCEDURES,FMIVF-0011,REPEATED IVF BY LAPAROSCOPIC   OOCYTE RETRIEVAL,I.V.F.,8106.0,8106
MALATH,OTHER PROCEDURES,FMIVF-0012,REPEATED IVF-A-PACKAGE DEAL    (LAP.),I.V.F.,1160.0,1160
MALATH,OTHER PROCEDURES,FMIVF-0013,REPEATED IVF-B-PACKAGE DEAL    (LAP.),I.V.F.,6946.0,6946
MALATH,OTHER PROCEDURES,FMIVF-0014,GAMETE INTRA FALLOPIAN TRANS-  FER ( (GIFT),I.V.F.,8684.0,8684
MALATH,OTHER PROCEDURES,FMIVF-0015,GIFT-A-PACKAGE DEAL,I.V.F.,1160.0,1160
MALATH,OTHER PROCEDURES,FMIVF-0016,GIFT-B-PACKAGE DEAL,I.V.F.,7529.0,7529
MALATH,OTHER PROCEDURES,FMIVF-0017,ZYGOTE INTRA FALLOPIAN TRANS-  FER (ZIFT)\,I.V.F.,9261.0,9261
MALATH,OTHER PROCEDURES,FMIVF-0018,ZIFT-A-PACKAGE DEAL,I.V.F.,1160.0,1160
MALATH,OTHER PROCEDURES,FMIVF-0019,ZIFT-B-PACKAGE DEAL,I.V.F.,8106.0,8106
MALATH,OTHER PROCEDURES,FMIVF-0020,IVF-GIFT COMBINED,I.V.F.,9844.0,9844
MALATH,OTHER PROCEDURES,FMIVF-0021,IVF-GIFT-A-PACKAGE DEAL,I.V.F.,1160.0,1160
MALATH,OTHER PROCEDURES,FMIVF-0022,IVF-GIFT-B-PACKAGE DEAL,I.V.F.,8684.0,8684
MALATH,OTHER PROCEDURES,FMIVF-0023,SEMEN ANALYSIS,I.V.F.,210.0,210
MALATH,OTHER PROCEDURES,FMIVF-0024,SEMEN ASSESMENT,I.V.F.,347.0,347
MALATH,OTHER PROCEDURES,FMIVF-0025,SPERM ANTIBODIES,I.V.F.,525.0,525
MALATH,OTHER PROCEDURES,FMIVF-0026,POST COITAL TEST (PCT),I.V.F.,142.0,142
MALATH,OTHER PROCEDURES,FMIVF-0027,X-Y SEPARATION,I.V.F.,929.0,929
MALATH,OTHER PROCEDURES,FMIVF-0028,SPERM-MUCOUS PENETRATION TEST,I.V.F.,173.0,173
MALATH,OTHER PROCEDURES,FMIVF-0029,VAGINAL ULTRASOUND,I.V.F.,231.0,231
MALATH,OTHER PROCEDURES,FMIVF-0030,VAGINAL ULTRA SOUND PACK. DEAL (4-5 U/S VAGINAL SCANS),I.V.F.,583.0,583
MALATH,OTHER PROCEDURES,FMIVF-0031,ABDOMINAL ULTRASOUND,I.V.F.,173.0,173
MALATH,OTHER PROCEDURES,FMIVF-0032,FOLLICULOMETRY PACKAGE,I.V.F.,683.0,683
MALATH,OTHER PROCEDURES,FMIVF-0033,FOLLICULOMETRY,I.V.F.,315.0,315
MALATH,OTHER PROCEDURES,FMIVF-0034,ANTISPERM ANTIBODIES,I.V.F.,158.0,158
MALATH,OTHER PROCEDURES,FMIVF-0035,X-Y RATIO/SPERM (OUTSOURCED),I.V.F.,840.0,840
MALATH,OTHER PROCEDURES,FMIVF-0036,I.V.F. CHECK-UP,I.V.F.,257.0,257
MALATH,OTHER PROCEDURES,FMIVF-0038,INTRA UTERINE INSIMINATION WITH ULTRASOUND MONITOR,I.V.F.,1050.0,1050
MALATH,OTHER PROCEDURES,FMIVF-0039,SPERM APOPTOSIS (OUTSOURCED),I.V.F.,630.0,630
MALATH,OTHER PROCEDURES,FMIVF-0040,EMBRYO TRANSFER,I.V.F.,578.0,578
MALATH,OTHER PROCEDURES,FMIVF-0042,Sperm Freezing,I.V.F.,1050.0,1050
MALATH,OTHER PROCEDURES,FMIVF-0043,Freezing Yearly Maintenance,I.V.F.,525.0,525
MALATH,OTHER PROCEDURES,FMIVF-0044,FROZEN EMBRYO TRANSFER,I.V.F.,1050.0,1050
MALATH,OTHER PROCEDURES,FMIVF-0045,I.V.F Second Trial,I.V.F.,1575.0,1575
MALATH,OTHER PROCEDURES,FMIVF-0047,U. SOUND GUIDED OVARIAN CYST ASPIRATION(GA) 1ST C,I.V.F.,525.0,525
MALATH,OTHER PROCEDURES,FMIVF-0049,Embryo Transfer Under G.A. 1ST CLASS,I.V.F.,315.0,315
MALATH,OTHER PROCEDURES,FMIVF-0051,EMBRYO BIOPSY PGD/EMBRYO (OUTSOURCED),I.V.F.,1155.0,1155
MALATH,OTHER PROCEDURES,FMIVF-0052,EMBRYO BIOPSY PGS/EMBRYO (OUTSOURCED),I.V.F.,1418.0,1418
MALATH,OTHER PROCEDURES,FMIVF-0053,SEMEN PROCESSING FOR IVI,I.V.F.,1050.0,1050
MALATH,OTHER PROCEDURES,FMIVF-0054,SEMEN PROCESSING FOR IVI WITH GENDER SELECTION,I.V.F.,2100.0,2100
MALATH,OTHER PROCEDURES,FMIVF-0055,EMBRYO FREEZING,I.V.F.,1943.0,1943
MALATH,OTHER PROCEDURES,FMIVF-0056,INTRAUTERINE INSEMINATION (IVI),I.V.F.,2625.0,2625
MALATH,OTHER PROCEDURES,FMIVF-0057,INTRAUTERINE INSEMINATION(IVI) W/GENDER SELECTION,I.V.F.,3675.0,3675
MALATH,OTHER PROCEDURES,FMIVF-0058,INTRACORPOREAL INJECTION (ICI),I.V.F.,263.0,263
MALATH,OTHER PROCEDURES,FMIVF-0059,INTRACORPOREAL INJECTION (ICI)+DOPPLER ULTRASOUND,I.V.F.,683.0,683
MALATH,OTHER PROCEDURES,FMIVF-0060,SEMEN FREEZING/YEAR,I.V.F.,525.0,525
MALATH,OTHER PROCEDURES,FMIVF-0061,ICSI (SUBSEQUENT ATTEMPT),I.V.F.,2625.0,2625
MALATH,OTHER PROCEDURES,FMIVF-0062,MICRO-TESE,I.V.F.,1575.0,1575
MALATH,OTHER PROCEDURES,FMIVF-0063,TFNA,I.V.F.,525.0,525
MALATH,OTHER PROCEDURES,FMIVF-0064,ET UNDER GA,I.V.F.,525.0,525
MALATH,OTHER PROCEDURES,FMIVF-0065,IUI WITH GENDER SELECTION UNDER GA,I.V.F.,1260.0,1260
MALATH,OTHER PROCEDURES,FMIVF-0066,IUI UNDER GA,I.V.F.,1050.0,1050
MALATH,OTHER PROCEDURES,FMIVF-0067,ICSI,I.V.F.,2625.0,2625
MALATH,OTHER PROCEDURES,FMIVF-0069,CONSULTATION FEE (I.V.F),I.V.F.,263.0,263
MALATH,OTHER PROCEDURES,FMIVF-0070,FOETAL REDUCTION UNDER G.A.,I.V.F.,1050.0,1050
MALATH,OTHER PROCEDURES,FMIVF-0071,FOETAL REDUCTION,I.V.F.,1050.0,1050
MALATH,OTHER PROCEDURES,FMMED-0001,MEDICAL SUPERVISION OF EXTERNAL DOC. FOR 1 WEEK,CMO OFFICE,12600.0,12600
MALATH,OTHER PROCEDURES,FMMRD-0001,URGENT MEDICAL REPORT,ADMINISTRATION,63.0,63
MALATH,OTHER PROCEDURES,FMMRD-0002,TRANSLATION EXTRA MEDICAL REPORT,ADMINISTRATION,63.0,63
MALATH,OTHER PROCEDURES,FMNBD-0001,"NICU I 24 HRS. (VENT.,P-OXIMET ER CAR. MON. O2, INCUBATOR)",NEWBORN,1853.0,1853
MALATH,OTHER PROCEDURES,FMNBD-0002,"NICU II 24 HRS.(INCUBATOR,     P-OXIMETER, C. MON. O2+HOOD)",NEWBORN,1276.0,1276
MALATH,OTHER PROCEDURES,FMNBD-0003,TICU(INCUBATOR MONITOR OXYGEN),NEWBORN,294.0,294
MALATH,OTHER PROCEDURES,FMNBD-0004,BORROW.OF P.INCUBATOR/VENTILA- TOR,NEWBORN,1160.0,1160
MALATH,OTHER PROCEDURES,FMNBD-0005,JAUNDICE METER,NEWBORN,37.0,37
MALATH,OTHER PROCEDURES,FMNBD-0006,BABY NAME BOOK,NEWBORN,58.0,58
MALATH,OTHER PROCEDURES,FMNBD-0007,OTOACOUSTIC EMISSION TEST (IP),NEWBORN,420.0,420
MALATH,OTHER PROCEDURES,FMNBD-0008,AMPLITUDE EEG,NEWBORN,525.0,525
MALATH,OTHER PROCEDURES,FMNBD-0009,NASAL BUBBLE CPAP,NEWBORN,1050.0,1050
MALATH,OTHER PROCEDURES,FMNBD-0010,INTENSIVE PHOTOTHERAPY,NEWBORN,525.0,525
MALATH,OTHER PROCEDURES,FMNBD-0011,COOLING THERAPY,NEWBORN,2100.0,2100
MALATH,OTHER PROCEDURES,FMNBD-0013,Neonatal E.E.G,NEWBORN,1260.0,1260
MALATH,OTHER PROCEDURES,FMNBD-0014,SURFACTANT THERAPY INSTALLATION,NEWBORN,1050.0,1050
MALATH,OTHER PROCEDURES,FMNBD-0015,CENTRAL LINE INSERTION,NEWBORN,6000.0,6000
MALATH,OTHER PROCEDURES,FMNBD-0016,NEWBORNE RESCUCITATION (1004),NEWBORN,626.0,626
MALATH,OTHER PROCEDURES,FMNBD-0017,ULTRASOUND UPPER ABDOMEN,NEWBORN I.C.U.,1145.0,1145
MALATH,OTHER PROCEDURES,FMNBD-0018,NEONATAL GASTRIC LAVAGE,NEWBORN I.C.U.,433.0,433
MALATH,OTHER PROCEDURES,FMNBD-0019,ULTARSOUND PELVIX,NEWBORN I.C.U.,796.0,796
MALATH,OTHER PROCEDURES,FMNBD-0020,RECTAL BIOPSY,NEWBORN I.C.U.,1620.0,1620
MALATH,OTHER PROCEDURES,FMNBD-0021,NEONATAL CIRCUMCISSION USED BY PLASTIBELL RING,NEWBORN I.C.U.,1200.0,1200
MALATH,OTHER PROCEDURES,FMNBD-0022,NEONATAL AND PEDLATRIC PERITONEAL DIALYSIS,NEWBORN I.C.U.,1800.0,1800
MALATH,OTHER PROCEDURES,FMNEP-0002,REGULAR HEMODIALYSIS,INTERNAL MEDICINE,551.0,551
MALATH,OTHER PROCEDURES,FMNEP-0004,URGENT HEMODIALYSIS (PATIENT   HAS VASCULAR ACCESS,INTERNAL MEDICINE,1103.0,1103
MALATH,OTHER PROCEDURES,FMNEP-0006,URGENT PERITONEAL DIALYSIS     INTRA PERITONIAL CATHETER,INTERNAL MEDICINE,3308.0,3308
MALATH,OTHER PROCEDURES,FMNEP-0007,REGULAR PERITONEAL DIALYSIS,INTERNAL MEDICINE,1103.0,1103
MALATH,OTHER PROCEDURES,FMNEP-0008,TINKOFF CATHETER PLACEMENT,INTERNAL MEDICINE,1323.0,1323
MALATH,OTHER PROCEDURES,FMNEP-0009,ARTERIO-VENOUS FISTULA CREAT.,INTERNAL MEDICINE,1103.0,1103
MALATH,OTHER PROCEDURES,FMNEP-0010,CONTINEOUS ARTERO-VEINE HEMO-  DIALYSIS,INTERNAL MEDICINE,2205.0,2205
MALATH,OTHER PROCEDURES,FMNEP-0011,HEMOPERFUSION (SPECIAL TECHNIQ,INTERNAL MEDICINE,3859.0,3859
MALATH,OTHER PROCEDURES,FMNEP-0012,FOLLOW-UP HAEMODIALYSIS,INTERNAL MEDICINE,368.0,368
MALATH,OTHER PROCEDURES,FMNEP-0013,HEMODIALYSIS TYPE A1 (8SE),INTERNAL MEDICINE,3969.0,3969
MALATH,OTHER PROCEDURES,FMNEP-0014,HEMODIALYSIS TYPE A2 (12SE),INTERNAL MEDICINE,5791.0,5791
MALATH,OTHER PROCEDURES,FMNEP-0015,HEMODIALYSIS TYPE B1 (24SE),INTERNAL MEDICINE,11246.0,11246
MALATH,OTHER PROCEDURES,FMNEP-0016,HEMODIALYSIS TYPE B2 (36SE),INTERNAL MEDICINE,16375.0,16375
MALATH,OTHER PROCEDURES,FMNEP-0017,HEMODIALYSIS TYPE C1 (48 SE),INTERNAL MEDICINE,21168.0,21168
MALATH,OTHER PROCEDURES,FMNEP-0019,FEMORAL CATHETE DOUBLE LUMEN,INTERNAL MEDICINE,1260.0,1260
MALATH,OTHER PROCEDURES,FMNEP-0020,FEMORAL OR SUBCLAVICEN CATHETR,INTERNAL MEDICINE,683.0,683
MALATH,OTHER PROCEDURES,FMNEP-0021,CENTRAL VEIN CATHETER FOR IV,INTERNAL MEDICINE,231.0,231
MALATH,OTHER PROCEDURES,FMNEP-0022,SINGLE USE OF VANFLOW CANULA,INTERNAL MEDICINE,58.0,58
MALATH,OTHER PROCEDURES,FMNEP-0023,SUDDEN NEED OF OXYGEN IN REG.,INTERNAL MEDICINE,58.0,58
MALATH,OTHER PROCEDURES,FMNEP-0024,SUDDEN USE OF ECG MONITORING,INTERNAL MEDICINE,58.0,58
MALATH,OTHER PROCEDURES,FMNEP-0025,PLASMA PHARESIS (TPE),INTERNAL MEDICINE,3476.0,3476
MALATH,OTHER PROCEDURES,FMNEP-0026,REG.HEMODIALYSIS STAND.INVEST.,INTERNAL MEDICINE,1160.0,1160
MALATH,OTHER PROCEDURES,FMNEP-0027,URGENT HEMO.(PAT.W/VASC.ACCESS,INTERNAL MEDICINE,1738.0,1738
MALATH,OTHER PROCEDURES,FMNEP-0028,URG.HEMO.W/FEMORAL V.SUB.CATH,INTERNAL MEDICINE,3476.0,3476
MALATH,OTHER PROCEDURES,FMNEP-0032,INSERTION OF PERITONEAL CATHETER(TENKHOFF),INTERNAL MEDICINE,13025.0,13025
MALATH,OTHER PROCEDURES,FMNEP-1000,DAY CARE SUPPERVISION,INTERNAL MEDICINE,173.0,173
MALATH,OTHER PROCEDURES,FMNEP-1001,DOCTOR'S DAYCARE SUPERVISION,INTERNAL MEDICINE,58.0,58
MALATH,OTHER PROCEDURES,FMNEP-2000,ADDITIONAL FEE FOR COMPLICATED,INTERNAL MEDICINE,1160.0,1160
MALATH,OTHER PROCEDURES,FMNEU-0086,SKULL TRACTION,NEUROLOGY,588.0,588
MALATH,OTHER PROCEDURES,FMNEU-0088,CHEM RHIZOTOMY,NEUROSURGERY,2315.0,2315
MALATH,OTHER PROCEDURES,FMNEU-0090,VENTRICULAR TAPPING,NEUROSURGERY,2100.0,2100
MALATH,OTHER PROCEDURES,FMNEU-0091,TRANSFONTENDLLAR VENTICULAR TAP FOR CSF SAMPLING,NEUROSURGERY,525.0,525
MALATH,OTHER PROCEDURES,FMNEU-0104,CEREBRAL ANEURYSM COLING EMBOLIZATION ASSISTED STE,NEUROSURGERY,215000.0,215000
MALATH,OTHER PROCEDURES,FMNEU-0105,CEREBRAL ANEURYSM COLING EMBOLIZATION BALLON ASSIS,NEUROSURGERY,188000.0,188000
MALATH,OTHER PROCEDURES,FMNEU-0106,HEAD-NECK AVM EMBOLIZATION,NEUROSURGERY,150000.0,150000
MALATH,OTHER PROCEDURES,FMNEU-0107,COMPLETE CAROTID AND CEREBRAL ANGIOGRAM+ENDOVASCUL,NEUROSURGERY,110000.0,110000
MALATH,OTHER PROCEDURES,FMNEU-0108,CAROTID OR VERTEBRAL ANGIOGRAM,NEUROSURGERY,42000.0,42000
MALATH,OTHER PROCEDURES,FMNEU-0109,INTRA - CRANIAL BALLON ANGIOPLASTY,NEUROSURGERY,162000.0,162000
MALATH,OTHER PROCEDURES,FMNEU-0110,INTRA-CRANIAL STENTING,NEUROSURGERY,162000.0,162000
MALATH,OTHER PROCEDURES,FMNEU-0111,CAROTID ANGIOPLASTY AND STENTING,NEUROSURGERY,150000.0,150000
MALATH,OTHER PROCEDURES,FMNEU-0112,CAROTID OCCLUSION,NEUROSURGERY,150000.0,150000
MALATH,OTHER PROCEDURES,FMNEU-0113,SPINAL NERVES RADIOFREQUENCY NEUROLYSIS,NEUROSURGERY,45000.0,45000
MALATH,OTHER PROCEDURES,FMNEU-0114,FACET BLOCK,NEUROSURGERY,7000.0,7000
MALATH,OTHER PROCEDURES,FMNEU-0115,EPIDURAL BLOCK,NEUROSURGERY,7000.0,7000
MALATH,OTHER PROCEDURES,FMNEU-0116,NERVE BLOCK,NEUROSURGERY,7000.0,7000
MALATH,OTHER PROCEDURES,FMNUM-0000,NEUROLOGY CONSULTATION (IN-PT),NEUROLOGY,105.0,105
MALATH,OTHER PROCEDURES,FMNUM-0004,BRAIN MAPPER,NEUROLOGY,1218.0,1218
MALATH,OTHER PROCEDURES,FMNUM-0007,EPILEPSY CENTER PKG,NEUROLOGY,4016.0,4016
MALATH,OTHER PROCEDURES,FMNUM-0008,HEADACHE CENTER PKG,NEUROLOGY,1013.0,1013
MALATH,OTHER PROCEDURES,FMNUM-0010,ZEEN TRAINER PER SETTING,NEUROLOGY,68.0,68
MALATH,OTHER PROCEDURES,FMNUM-0013,ADD'L FEE FOR COM.OR OVER 3HRS,NEUROLOGY,525.0,525
MALATH,OTHER PROCEDURES,FMNUM-0015,DIGITAL EEG W/ BRAIN MAPPING,NEUROLOGY,1218.0,1218
MALATH,OTHER PROCEDURES,FMNUM-0023,SLEEP LAB,NEUROLOGY,2625.0,2625
MALATH,OTHER PROCEDURES,FMNUM-0030,SLEEP ANALYSIS,NEUROLOGY,2625.0,2625
MALATH,OTHER PROCEDURES,FMNUM-0500,SECOND OPINION CONSULTATION,NEUROLOGY,121.0,121
MALATH,OTHER PROCEDURES,FMNUM-1000,DAY CARE SUPERVISION,NEUROLOGY,210.0,210
MALATH,OTHER PROCEDURES,FMNUM-1001,DOCTOR'S DAYCARE SUPERVISION,NEUROLOGY,68.0,68
MALATH,OTHER PROCEDURES,FMNUM-2001,INJECTION OF ONE-1-MUSCLE,NEUROLOGY,105.0,105
MALATH,OTHER PROCEDURES,FMNUM-2002,INJECTION OF TWO-2-MUSCLE,NEUROLOGY,210.0,210
MALATH,OTHER PROCEDURES,FMNUM-2003,INJECTION OF THREE-3-MUSCLE,NEUROLOGY,315.0,315
MALATH,OTHER PROCEDURES,FMNUM-2004,INJECTION OF FOUR-4-MUSCLE,NEUROLOGY,420.0,420
MALATH,OTHER PROCEDURES,FMOBG-0000,OB-GYNE CONSULTATION - (IN-PT),OBSTETRICS & GYNE,105.0,105
MALATH,OTHER PROCEDURES,FMOBG-0002,ULTRASOUND SCAN WITH PHOTO,OBSTETRICS & GYNE,116.0,116
MALATH,OTHER PROCEDURES,FMOBG-0003,CRYOCAUTERY,OBSTETRICS & GYNE,231.0,231
MALATH,OTHER PROCEDURES,FMOBG-0004,INSERTION OF I.U.D.,OBSTETRICS & GYNE,273.0,273
MALATH,OTHER PROCEDURES,FMOBG-0005,COLPOSCOPIC EXAMINATION,OBSTETRICS & GYNE,116.0,116
MALATH,OTHER PROCEDURES,FMOBG-0006,COLPOSCOPIC EXAM. & PHOTO,OBSTETRICS & GYNE,173.0,173
MALATH,OTHER PROCEDURES,FMOBG-0007,PROCTOSCOPY,OBSTETRICS & GYNE,294.0,294
MALATH,OTHER PROCEDURES,FMOBG-0008,COLPOSCOPY W/BIOPSY OR VAGINAL TREATMENT,OBSTETRICS & GYNE,341.0,341
MALATH,OTHER PROCEDURES,FMOBG-0009,EPIDURAL ANALGESIA,OBSTETRICS & GYNE,929.0,929
MALATH,OTHER PROCEDURES,FMOBG-0010,NORMAL DELIVERY,OBSTETRICS & GYNE,1575.0,1575
MALATH,OTHER PROCEDURES,FMOBG-0011,FORCEPS DELIVERY (ROUTINE),OBSTETRICS & GYNE,2100.0,2100
MALATH,OTHER PROCEDURES,FMOBG-0012,FORCEPS DELIVERY COMPLICATED   KIELAND,OBSTETRICS & GYNE,2898.0,2898
