SERVICE CODE,SERVICE DESCRIPTION,CATEGORY,gowth
FMNEU-3769,Spinal Cord Stimulation (excluding implants),Pkg,40000.0
FMADM-1043,ONE DAY WARD ADMISSION,Pkg,3000.0
FMADM-1044,preauthorization issue- ONE DAY ICU/CCU/NICU ADMISSION,Pkg,6000.0
FMXRAY1343,W.H. Transvaginal US,SERVICE,600.0
FMURO-40258,Rezum Water Vapor Therapy Of Prostate,Pkg,22000.0
904000000,Rezum Water Vapor Therapy Of Prostate,Pkg,22000.0
FMLABM0166,HLA INITIAL CROSS MATCH RECIPIENT,Service,1100.0
FMLABM0167,HLA PRA CLASS I SA - LUMINEX,Service,1900.0
FMLABM0170,HLA PRA CLASS II SA - LUMINEX,Service,1800.0
FMLABM0164,HLA Resolution Typing (Class I and Class II)/ Recipient,Service,4000.0
FMLABM0165,HLA INITIAL CROSS MATCH DONOR,Service,1140.0
FMLAB9995,SARS COV2 (COVID-19) Antigen - POCT,Service,70.0
FMLABM0301,COVID-19 PCR,Service,100.0
FMPOCT-1,POINT OF CARE ARTERIAL BLOOD GAS (ABG),Service,470.0
FMPOCT-6,Point of care Ketone Whole blood,Service,50.0
FMXRAY1586,X-RAY Bone Age 1 view,Service,250.0
FMLAB-1228,Cerebro spinal fluid examination,SERVICE,1000.0
FMLAB-1229,Body Fluid examination Profile,SERVICE,500.0
FMOPTL0068,Punctum Plug Implant - One Eye,Pkg,1640.0
FMOPT-4206,Intravitreal injection with medication,Pkg,10000.0
FMOPT-4177,Anterior chamber WASH,Pkg,9000.0
FMOPT-4207,PUPILLOPLASTY,Pkg,9000.0
FMOPT-4208,Removal of dropped I.O.L,Pkg,10000.0
FMOPT-4209,Removal of dropped nucleus,Pkg,9000.0
FMOPT-4072,Silicon oil injection - One Eye,Pkg,8000.0
FMOPTE0027,Silicon oil removal,Pkg,10000.0
FMOPT-4210,Removal of intraocular Foreign Body,Pkg,11000.0
FMOPT-4211,Pars Plana Vitrectomy+ Band insertion,Pkg,15000.0
FMOPT-4159,PNEUMATIC RETINOPEXY (GAS+ CRYO),Pkg,11000.0
FMOPT-4212,SCLERAL BUCKLING,Pkg,8000.0
FMOPT-4158,RETINAL CRYOPEXY,Pkg,5000.0
FMOPT-4163,REMOVAL OF EPIRETINAL MEMBRANCE (ERM REMOVAL),Pkg,5000.0
FMOPT-4213,Endolaser photocogulation,Pkg,4500.0
FMOPT-4214,INTRA OCULAR GAS INJECTION,Pkg,5500.0
FMOPT-4215,Readmission for revision of operation,Pkg,3500.0
FMOPT-4216,Admission for medical treatment for EMERGENCIES excluding medication,Pkg,3500.0
FMOPT-4134,REMOVAL OF I.O.L. (IMPLANTED INSIDE),Pkg,6300.0
FMOPT-4131,SECONDRY I.O.L. IMPLANTATION,Pkg,8500.0
FMOPT-3003,Lasik for both eyes,Pkg,9000.0
FMOPTH 0023,FEMTOLASIK FOR BOTH EYES,Pkg,15000.0
FMOPT-4108,PRK BOTH EYES,Pkg,9420.0
FMCAR-3090,Coronary Artery Chronic Total Occlusion (CTO),Pkg,125000.0
FMCAR-3091,Percutaneous Ventricular Assist Device (Impella),Pkg,175000.0
FMCAR-3092,Shockwave Intravascular Lithotripsy (IVL) System,Pkg,60000.0
FMCAR-3093,Rotablation Angioplasty,Pkg,90000.0
FMENTN2037,Choanal atresia repair - Unilateral,Pkg,9000.0
FMENTN2038,Choanal atresia repair - Bilateral,Pkg,13500.0
FMURO-3125,Kidney Transplant ( RECEPIENT ),Pkg,85000.0
FMURO-3127,Kidney Transplant (DONOR),Pkg,40000.0
FMCTS-0115,MAZE PROCEDURE(SURGICAL ABLATION OF ATRIAL FIBRILLATION),Pkg,70000.0
fmort-1060,Below elbow open cast,Service,2000.0
fmort-1061,Below knee open cast,Service,2000.0
fmort-1062,Above elbow open cast,Service,2000.0
fmort-1063,Above knee open cast,Service,2000.0
FMURO-3117,CYSTOSCOPY WITH INTRAVESICAL BOTOX INJECTION,Pkg,15000.0
PKURO-0001,cystoscopy + bulking agent injection for reflux,Pkg,10000.0
PKURO-0002,cystoscopy +bulking agent injection for incontinence,Pkg,10000.0
FMENT-0089,TONSILLECTOMY BY COBLATION,Pkg,6000.0
FMENT-0090,ADENOIDECTOMY BY COBLATION,Pkg,5000.0
FMENT-0091,ADENOTONSILLECTOMY BY COBLATION,Pkg,7000.0
FMENT-0092,INFERIOR TURBINECTOMY WITH COBLATION,Pkg,7000.0
FMENT-0093,PALATOPHARYNGOPLASTY WITH COBLATION (INCLUDING TONSILLECTOMY),Pkg,15000.0
FMSUR-3258,Laparascopic Nissen Fundoplication,Pkg,21000.0
PKSUR-0001,LAP.HELLER MYTOTOMY(ACALASIA,Pkg,18000.0
FMENT-3250,BOUGIE DILATATION OF GI STRICTURE + OESOPHAGOSCOPY,Pkg,15000.0
FMSUR-3363,MARSUPIALIZATION LARGE CYST,Pkg,8000.0
FMSUR-3364,ENUCLEATION OF LARGE CYST,Pkg,11500.0
FMSUR-3365,APICECTOMY POSTERIOR,Pkg,10000.0
FMSUR-3366,APICECTOMY ANTERIOR,Pkg,10000.0
FMSUR-3367,CALDWELL-LUC OPERATION,Pkg,15000.0
FMNEP-0500,Renal Kidney Biopsy Histopathology,Pkg,13000.0
FMORT-1052,REVISION OF SPINAL FUSION ( MULTIPLE LEVEL ),Pkg,100000.0
FMORT-2002,KNEE ARTHROSCOPIC DRILLING OF OSTEOCHONDRAL LESION AND EXCISION OF GANGELION CYST,Pkg,20000.0
FMDNTR0016,Root Canal Retreatment - 3 Canal,SERVICE,1500.0
PKENT-0001,ANTERIOR NASAL PACK UNDER GENERAL ANESTHESIA,Pkg,2100.0
PKENT-0002,POSTERIOR NASAL PACK UNDER GENERAL ANESTHESIA,Pkg,2400.0
PKINT-0002,IV Iron Adminstration,Pkg,2000.0
PKENT-0003,NASAL CAUTERY UNDER G.A.,Pkg,2500.0
FMPOCT-8,POCT High Sensitive Troponin I,Service,350.0
FMPOCT-9,POCT NTproBNP,Service,400.0
FMPOCT-10,POCT CRP,Service,350.0
FMPOCT-11,POCT D-Dimer,Service,350.0
FMADM-1005,HOME VISIT FEE,SERVICE,300.0
FMENDE0064,HOME MADE RUBBER BAND SET,SERVICE,800.0
FMERDA0021,HOME VISIT - G.P. ON DUTY,SERVICE,300.0
FMERDA0022,HOME VISIT - G.P. OFF DUTY,SERVICE,400.0
FMERDA0023,HOME VISIT - CONSULTANT ON DUTY,SERVICE,500.0
FMERDA0024,HOME VISIT - CONSULTANT OFF DUTY,SERVICE,800.0
FMERDA0025,HOME VISIT - NURSE,SERVICE,300.0
FMERDA0052,HOME VISIT - NURSE ESCORT PER 12 HOURS,SERVICE,1025.5
FMERDA0077,HOME VISIT - SPECIALIST ON DUTY,SERVICE,400.0
FMERDA0078,HOME VISIT - SPECIALIST OFF DUTY,SERVICE,800.0
FMERDA0088,HOME VISIT - ESCORTING PATIENT,SERVICE,500.0
FMERDA0090,HOME VISIT - OUTSIDE THE CITY,SERVICE,2000.0
FMERDA0112,HOME VISIT - COVID - 19 SWAB,SERVICE,289.3
FMERDC002X,HOME VISIT - NURSE PER HOURE,SERVICE,300.0
FMHC-0001,Home Visit- Complete Nursing Care,SERVICE,400.0
FMHC-0002,8 Home Visit- Complete Nursing Care,SERVICE,2500.0
FMHC-0003,Home Visit- Nurse (Transportation + providing service),SERVICE,286.0
FMHC-0004,Home visit- GPT (Transportation + Consultation + Nursing + providing service),SERVICE,500.0
FMHC-0005,Home Visit - Specialist (Transportation + Consultation + Nursing + providing service),SERVICE,600.0
FMHC-0006,4 Home Visit - Specialist (Transportation + Consultation + Nursing + providing service),SERVICE,2500.0
FMHC-0007,12Home Visit - Specialist (Transportation + Consultation + Nursing + providing service),SERVICE,5000.0
FMHC-0008,4 Home Visit - Consultant (Transportation + Consultation + Nursing + providing service),SERVICE,3000.0
FMHC-0009,Home Visit - Consultant (Transportation + Consultation + Nursing + providing service),SERVICE,950.0
FMHC-0010,Home Visit - Laboratory Service (Transportation + Sample Collection + Disposables),SERVICE,200.2
FMHC-0011,Nursing Follow Up,SERVICE,300.0
FMHC-0012,Urinary Bladder Catheterization (Service + Disposables + Kits),SERVICE,286.0
FMHC-0013,BLADDER WASHOUT (Service + Disposables + Kits),SERVICE,500.0
FMHC-0014,Nasogastric Tube Insertion (Service + Disposables + Kits),SERVICE,286.0
FMHC-0015,Central Line Flushing/Care (Service + Disposables + Kits),SERVICE,143.0
FMHC-0016,E.C.G. (Service + Disposables + Kits),SERVICE,286.0
FMHC-0017,Nebulization & Suctioning (Service + Disposables + Kits),SERVICE,214.5
FMHC-0018,I.M. Injection (Service + Disposables + Kits),SERVICE,143.0
FMHC-0019,I.V. Injection (Service + Disposables + Kits),SERVICE,143.0
FMHC-0020,Subcutaneous Injection (Service + Disposables + Kits),SERVICE,143.0
FMHC-0021,I.V. Cannulation plus I.V. Therapy (Service + Disposables + Kits),SERVICE,214.5
FMHC-0022,OXYGEN INHALATION /HOUR (Service + Disposables + Kits),SERVICE,100.1
FMHC-0023,Cleansing Enema (Service + Disposables + Kits),SERVICE,286.0
FMHC-0024,fleet enema (Service + Disposables + Kits),SERVICE,171.6
FMHC-0025,Ear Wash / side (Service + Disposables + Kits),SERVICE,286.0
FMHC-0026,Small Dressing / area (Service + Disposables + Kits),SERVICE,143.0
FMHC-0027,Medium Dressing / area (Service + Disposables + Kits),SERVICE,250.0
FMHC-0028,Large Dressing / area (Service + Disposables + Kits),SERVICE,480.0
FMHC-0029,Vital Sign,SERVICE,42.9
FMHC-0030,Chest Physiotherapy,SERVICE,214.5
FMHC-0031,Removing Nasogastric Tube,SERVICE,71.5
FMHC-0032,Care for Nasal Gastric Tube,SERVICE,42.9
FMHC-0033,Administering Nasal Gastric Tube Feeding,SERVICE,114.4
FMHC-0034,Foleys Catheter Removal,SERVICE,71.5
FMHC-0035,Foleys Catheter Insertion/silicon,SERVICE,200.0
FMHC-0036,Wound Culture Specimen,SERVICE,200.0
FMHC-0037,Drain Device Care,SERVICE,71.5
FMHC-0038,Removal of Sature and Staple,SERVICE,143.0
FMHC-0039,Cannula Removal,SERVICE,28.6
FMHC-0040,Canula Insertion,SERVICE,71.5
FMHC-0041,WOUND DEBRIDEMENT (LARGE),SERVICE,300.0
FMHC-0042,wound debridement small,SERVICE,143.0
FMHC-0043,WOUND DEBRIDEMENT (MEDIUM.),SERVICE,200.0
FMHC-0044,DRESSING BURN 4TH DEGREE,SERVICE,350.0
FMHC-0045,DRESSING BURN 3RD DEGREE,SERVICE,400.0
FMHC-0046,DRESSING BURN 2ND DEGREE,SERVICE,350.0
FMHC-0047,I & D of Small Abscess,SERVICE,200.0
FMHC-0048,Suturing Large Superficial Wound Under LA,SERVICE,500.0
FMHC-0049,Suturing Medium Superficial Wound Under LA,SERVICE,300.0
FMHC-0050,Suturing Small Superficial Wound Under LA,SERVICE,150.0
FMHC-0051,Urine Sugar \ Keton Strip,SERVICE,71.5
FMHC-0052,Monitor / Hour,SERVICE,200.0
FMHC-0053,Skin Sensitivity Test,SERVICE,42.9
FMHC-0054,Cold Compress,SERVICE,71.5
FMHC-0055,Gastric Lavage,SERVICE,500.0
FMHC-0056,Crepe Bandage ( Big ),SERVICE,143.0
FMHC-0057,Crepe Bandage ( Medium ),SERVICE,114.0
FMHC-0058,Crepe Bandage ( Small ),SERVICE,71.5
FMHC-0059,Cervical Collar,SERVICE,143.0
FMHC-0060,Forearm Sling & Bandage,SERVICE,214.5
FMHC-0061,Plaster Cast Removal,SERVICE,214.5
FMHC-0062,"""Home Visit - Physiotherapist, Physiotherapy / Visit + evaluation (Transportation + Providing Servi",SERVICE,214.5
FMHC-0063,HOME PHYSIOTHERPY OF HEMIPLEGIA ( 1 SESSION ),SERVICE,200.0
FMHC-0064,HOME PHYSIOTHERPY OF HEMIPLEGIA ( 6 SESSION ),SERVICE,2000.0
FMHC-0065,HOME PHYSIOTHERPY OF HEMIPLEGIA (12 SESSION/MONTH ),SERVICE,2400.0
FMHC-0066,HOME PHYSIOTHERPY FACIAL PALSY ( 1SESSION ),SERVICE,150.0
FMHC-0067,HOME PHYSIOTHERPY FACIAL PALSY (6 SESSIONS ),SERVICE,1200.0
FMHC-0068,HOME PHYSIOTHERPY FACIAL PALSY ( 12 SESSION /MONTH ),SERVICE,2300.0
FMHC-0069,HOME PHYSIOTHERPY CEREBERAL PALSY ( 1 SESSION,SERVICE,300.0
FMHC-0070,HOME PHYSIOTHERPY CEREBERAL PALSY( 6 SESSIONS),SERVICE,1800.0
FMHC-0071,HOME PHYSIOTHERPY CEREBERAL PALSY( 12 SESSION),SERVICE,3600.0
FMNEU-4001,POST STROKE CARE HOME VISIT (OTHER CONSULTATION),SERVICE,800.0
FMPTD-2601,HIGH INTENSITY SCANNING LASER,SERVICE,500.0
FMPTD-2602,RADIOFREQUANCY SESSION,SERVICE,500.0
FMPTD-2603,DECONGESTIVE THERAPY SESSION,SERVICE,400.0
FMPTD-2604,MULTILAYER DECONGESTIVE LYMPHATIC COMPRESSION,SERVICE,450.0
FMPTD-2605,KINESIOTAPE,SERVICE,200.0
FMXRAY1681,NM-150 MCI ORAL I-131 Radioactive Therapy for thyroid cancer (Isolation) -Ablative Dose – Single Session,Pkg,71000.0
FMLAB10263,Viral Meningitis- Encephatitis Panel,SERVICE,1200.0
FMLAB-8883,Gastrointestinal Panel,SERVICE,1200.0
FMLAB10287,Respiratory Infection Panel 23,SERVICE,1200.0
FMLAB-1945,Vancomycin resistant screening (VRE),SERVICE,380.0
FMLAB-1946,Extended spectrum beta lactamase screening (ESBL),SERVICE,380.0
FMLAB-1905,CARBAPENEM RESISTANT SCREENING,SERVICE,700.0
1011001,ANTERIOR NASAL PACK (U.G.A.),E.N.T.,1693.3749999999998
1011002,MIDDLE MEATUS ANTROSTOMY/BILATERAL,E.N.T.,7964.609999999999
1011003,SINSUS PUNCTURE (U.G.A.) / BILATERAL,E.N.T.,2779.3199999999997
1011004,CRYO-TURBINECTOMY,E.N.T.,4976.099999999999
1011005,CAUTERIZATION OF THE NOSE / ENDOSCOPIC ,E.N.T.,6594.9
1011006,ETHMOIDECTOMY / ENDOSCOPIC ,E.N.T.,12038.4
1011007,TURBINECTOMY / PARTIAL / ENDOSCOPIC ,E.N.T.,4976.099999999999
1011008,POLYPECTOMY AND ETHMOIDECTOMY / ENDOSCOPIC ,E.N.T.,10282.8
1011009,POLYPECTOMY AND ETHMOIDECTOMY / RECURRENT / ENDOSCOPIC ,E.N.T.,12540.0
1011010,EXAMINATION UNDER GENERAL ANESTHESIA,E.N.T.,1425.0
1011011,NASAL SINUS SURGERY / EXTERNAL ,E.N.T.,12038.4
1011012,NOSE FRACTURE,E.N.T.,3950.1
1011013,FUNCTIONAL ENDOSCOPIC SINUS SURGERY (FESS SURGERY),E.N.T.,13109.999999999998
1011014,NASAL LASER SURGERY,E.N.T.,4976.099999999999
1011015,NOSE MICROSURGERY,E.N.T.,7964.609999999999
1011016,NASAL BIOPSY,E.N.T.,2411.1
1011017,NASAL CAUTERY UNDER (U.G.A.),E.N.T.,2036.0399999999997
1011018,NASAL FOREIGN BODY REMOVAL (U.G.A.),E.N.T.,2089.62
1011019,NASAL SEPTAL CORRECTION,E.N.T.,5343.75
1011020,OPEN REDUCTION / FRACTURED NOSE,E.N.T.,10868.0
1011021,ORO-ANTRAL FISTULA REPAIR,E.N.T.,8276.4
1011022,POSTERIOR NASAL PACK  (U.G.A.),E.N.T.,2303.9399999999996
1011023,ANTRAL FOREIGN BODY REMOVAL,E.N.T.,4001.3999999999996
1011024,RHINOPLASTY / REVISION (MEDIUM),E.N.T.,4275.0
1011025,RHINOPLASTY / MAJOR,E.N.T.,13656.249999999998
1011026,RHINOPLASTY / MEDIUM,E.N.T.,6594.9
1011027,SEPTOPLASTY,E.N.T.,6341.25
1011028,SEPTORHINOPLASTY,E.N.T.,12540.0
1011029,TURBINECTOMY WITH SUBMUCOUS DIATHERMY,E.N.T.,4976.099999999999
1011030,SUBMUCOUS RESECTION OF NASAL SPETUM,E.N.T.,4091.1749999999997
1011031,SINSUS PUNCTURE / UNILATERAL (U.G.A.),E.N.T.,2143.2
1012001,ADENOIDECTOMY,E.N.T.,2348.875
1012002,ADENOTONSILECTOMY,E.N.T.,5189.375
1012003,BRONCHOSCOPY,E.N.T.,5643.0
1012004,CLEFT PALATE REPAIR,E.N.T.,12038.4
1012005,ESOPHAGOSCOPY,E.N.T.,3074.58
1012006,HYPOPHARYNGOSCOPY DIAGNOSTIC,E.N.T.,3048.075
1012007,HYPOPHARYNGOSCOPY THERAPUTIC /  FOREIGN BODY REMOVAL ,E.N.T.,4976.099999999999
1012008,QUINSY INCISION WITH DRAINAGE (U.G.A.),E.N.T.,2303.9399999999996
1012009,LASER ASSISTED UVULOPALATOPLASTY (L.A.U.P.) ,E.N.T.,6848.549999999999
1012010,LARYNX LASER SURGERY,E.N.T.,7254.389999999999
1012011,TONSILLECTOMY / LASER ,E.N.T.,4360.5
1012012,LYMPH NODE BIOPSY ,E.N.T.,5899.5
1012013,MICRO-LARYNGOSCOPY,E.N.T.,2303.9399999999996
1012014,MICRO-LARYNGOSURGERY,E.N.T.,7609.5
1012015,"PAN-ENDOSCOPY, TRIPLE PROCEDURE",E.N.T.,4257.9
1012016,THROAT PLASTIC SURGERY,E.N.T.,10032.0
1012017,SUBMANDIBULAR GLAND STONE REMOVAL / MEDIUM,E.N.T.,3804.75
1012018,SUBMANDIBULAR GLAND RESECTION,E.N.T.,6950.01
1012019,THROAT FOREIGN BODY REMOVAL (U.G.A.),E.N.T.,2089.62
1012020,TONSILLECTOMY,E.N.T.,4206.125
1012021,TRACHEOSTOMY,E.N.T.,12038.4
1012022,THROAT TUMOR SURGERY,E.N.T.,11536.8
1012023,UVULO-PALATO-PHARYNGOPLASTY / SNORING SURGERY,E.N.T.,5986.139999999999
1013001,PROMINANT EAR SURGERY,E.N.T.,11536.8
1013002,MYRINGOTOMY / BILATERAL (U.G.A.),E.N.T.,3950.1
1013003,CORTICAL MASTOIDECTOMY,E.N.T.,3445.6499999999996
1013004,EAR FOREIGN BODY REMOVAL (U.G.A.),E.N.T.,2089.62
1013005,ENDOLYMPHATIC SHUNT,E.N.T.,13389.3
1013006,EXPLORATORY TYMPANOTOMY,E.N.T.,9028.8
1013007,FACIAL NERVE SURGERY,E.N.T.,13885.199999999999
1013008,HEARING AID / IMPLANTABLE ,E.N.T.,9881.52
1013009,EXTERNAL EAR ABSCESS INCISION WITH DRAINAGE,E.N.T.,2089.62
1013010,LABYRINTHECTOMY,E.N.T.,12893.4
1013011,LASER EAR SURGERY,E.N.T.,9881.52
1013012,MASTOID ABSCESS DRAINAGE UNDER (U.G.A.),E.N.T.,2089.62
1013013,MYRINGOPLASTY,E.N.T.,8527.199999999999
1013014,MYRINGOTOMY WITH GROMMET (U.G.A.) / BILATERAL,E.N.T.,5298.625
1013015,MYRINGOTOMY WITH GROMMET (U.G.A.) / UNILATERAL ,E.N.T.,4206.125
1013016,OSSICULOPLASTY,E.N.T.,11536.8
1013017,EAR LOBULE PLASTIC SURGERY,E.N.T.,4976.099999999999
1013018,PRE-AURICLAR  FISTULA EXCISION ,E.N.T.,9530.4
1013019,RADICAL MASTOIDECTOMY,E.N.T.,13885.199999999999
1013020,STAPEDECTOMY,E.N.T.,13885.199999999999
1013021,SUCTION CLEARANCE UNDER (U.G.A.),E.N.T.,2303.9399999999996
1013022,TYMPANOPLASTY ,E.N.T.,9530.4
1013023,TYMPANOPLASTY WITH MASTOIDECTOMY,E.N.T.,12038.4
1013024,TYMPANOPLASTY SECOND STAGE,E.N.T.,7355.849999999999
1013025,UNILATERAL MYRINGOTOMY (U.G.A.),E.N.T.,1982.4599999999996
1013026,VESTIBULAR NEURECTOMY ,E.N.T.,18559.2
1014001,NECK DISSECTION / BLOCK,E.N.T.,22287.0
1014002,BRANCHIAL FISTULECTOMY,E.N.T.,23256.0
1014003,PARTIAL LARYNGECTOMY,E.N.T.,18572.5
1014004,SUPERFICIAL PAROTIDECTOMY,E.N.T.,18895.5
1014005,THYROGLOSSAL CYST EXCISION ,E.N.T.,13389.3
1014006,TOTAL LARYNGECTOMY ,E.N.T.,18057.6
1014007,TOTAL PAROTIDECTOMY,E.N.T.,23256.0
2011001,ANAL DILATATION (U.G.A.),GENERAL SURG.,3495.9999999999995
2011002,ANESTHESIA (G.A OR SEDATION)  FOR  PROCEDURE,GENERAL SURG.,1660.5999999999997
2011003,CIRCUMCISION (ADULT) (U.G.A.),GENERAL SURG.,3140.9374999999995
2011004,CIRCUMCISION (ADULT) (U.L.A.),GENERAL SURG.,1658.6999999999998
2011005,CIRCUMCISION (LESS THAN ONE YEAR),GENERAL SURG.,764.7499999999999
2011006,DERMOID CYST EXCISION,GENERAL SURG.,3092.25
2011007,DIVISION OF TONGUE TIE (U.L.A.),GENERAL SURG.,2622.0
2011008,ENDOSCOPIC POLYPECTOMY,GENERAL SURG.,3074.58
2011009,EXCISION OF BREAST LUMP FOR BIOPSY (U.G.A.) (WITHOUT HISTOPATHOLOGY),GENERAL SURG.,3092.25
2011010,EXCISION OF BREAST LUMP / LUMPECTOMY - MULTIPLE OR SINGLE (U.G.A.),GENERAL SURG.,3847.5
2011011,EXCISION OF SIMPLE CYST OR LIPOMA (U.G.A.) WITH HISTOPATHOLOGY ,GENERAL SURG.,3975.75
2011012,EXCISION OF SIMPLE OR SMALL LIPOMA UNDER (U.G.A.),GENERAL SURG.,3074.58
2011013,EXCISION OF SIMPLE OR SMALL LIPOMA UNDER (U.L.A.),GENERAL SURG.,1928.8799999999999
2011014,EXCISION OF SIMPLE TUMOUR / CHRONIC ABCESS OF BREAST,GENERAL SURG.,3092.25
2011015,EXCISION OF SIMPLE TUMOURS OR CHRONIC BREAS ABSCESS,GENERAL SURG.,3744.8999999999996
2011016,EXCISION OF SINGLE / MULTIPLE NEUROFIBROMA,GENERAL SURG.,5578.875
2011017,INCISION WITH DRAINAGE LARGE OR DEEP ABSESS UNDER G.A.,GENERAL SURG.,3591.0
2011018,EXCISION OF INGROWING TOE NAIL (U.G.A.),GENERAL SURG.,3591.0
2011019,IMPERFORATED ANUS / LOW ,GENERAL SURG.,6087.599999999999
2011020,PERCUTANEOUS LIVER BIOPSY,GENERAL SURG.,3048.075
2011021,PERIANAL ABSCESS (U.G.A.),GENERAL SURG.,4873.5
2011022,TONGUE TIE RELEASE (U.G.A.),GENERAL SURG.,4104.0
2011023,FOREIGN BODY REMOVAL (U.L.A.),GENERAL SURG.,2884.2
2011024,THROMBOSED PILES OR EXCISION OF PERIANAL SKIN TAGS REMOVAL,GENERAL SURG.,4873.5
2011025,SUB-MANDIBULAR SALIVARY GLAND STONE REMOVAL,GENERAL SURG.,4873.5
2011026,OESOPHAGEAL SCLEROTHERAPY ,GENERAL SURG.,3591.0
2011027,ENTEROSCOPY SINGLE BALLOON ,GENERAL SURG.,3847.5
2011028,SUTURING LARGE WOUND (U.G.A.),GENERAL SURG.,3591.0
2011029,THORACOCENTESIS,GENERAL SURG.,1140.0
2012001,ACHALSIA OF CARDIA,GENERAL SURG.,9405.0
2012002,ADHESIOLYSIS / OPEN,GENERAL SURG.,6425.799999999999
2012003,AMPUTATION / LIMB GANGRENE,GENERAL SURG.,11035.199999999999
2012004,ANAL FISSURECTOMY,GENERAL SURG.,6554.999999999999
2012005,APPENDECTOMY ,GENERAL SURG.,6828.124999999999
2012006,COLOSTOMY CLOSURE WITH ANASTOMOSIS,GENERAL SURG.,7989.974999999999
2012007,BURIED PENIS OR CONCEALED PENIS CORRECTION,GENERAL SURG.,24225.0
2012008,ERCP DIAGONSTIC ,GENERAL SURG.,4916.25
2012009,ENDOSCOPIC SPHINCTEROTOMY,GENERAL SURG.,5514.75
2012010,ENDOSCOPIC SPHINCTEROTOMY WITH DRAIN INSERTION,GENERAL SURG.,6721.724999999999
2012011,ENDOSCOPIC SPHINCTEROTOMY WITH STONE CRUSHING,GENERAL SURG.,8276.4
2012012,ENDOSCOPIC SPHINCTEROTOMY WITH STONE EXTRACTION,GENERAL SURG.,6721.724999999999
2012013,EPIGASTRIC HERNIA REPAIR / OPEN,GENERAL SURG.,7989.974999999999
2012014,EXCISION OF BIG OR MULTIPLE LIPOMA (U.L.A.),GENERAL SURG.,4873.5
2012015,EXCISION OF BIG OR MULTIPLE LIPOMA (U.G.A.),GENERAL SURG.,5514.75
2012016,EXCISION OF SUBMANDIBULAR GLAND,GENERAL SURG.,7989.974999999999
2012017,"GASTROSTOMY, COLOSTOMY (WITHOUT CONSUMABLES)",GENERAL SURG.,10157.4
2012018,HAEMORRHOIDECTOMY / SURGICAL,GENERAL SURG.,7237.812499999999
2012019,HAEMORRHOIDECTOMY BY STAPPLER,GENERAL SURG.,9286.25
2012020,HYDROCELE,GENERAL SURG.,6721.724999999999
2012021,"INGUINAL, UMBILICAL OR FEMORAL HERNIA",GENERAL SURG.,7920.625
2012022,APPENDECTOMY / LAPARASCOPIC ,GENERAL SURG.,10651.875
2012023,LAPARASCOPY / DIAGNOSTIC,GENERAL SURG.,7355.849999999999
2012024,LAPARASCOPY (DIAGNOSTIC) WITH BIOPSY,GENERAL SURG.,8878.32
2012025,MASTECTOMY / GYNAECOMASTIA - MALES (UNI OR BILATERAL),GENERAL SURG.,6391.9800000000005
2012026,ORCHIDECTOMY,GENERAL SURG.,5514.75
2012027,MASTECTOMY / PARTIAL WITH HISTOPATHOLOGY,GENERAL SURG.,6721.724999999999
2012028,COLONOSCOPY / PEDIATRIC ,GENERAL SURG.,6764.0
2012029,ENDOSCOPY / PEDIATRIC ,GENERAL SURG.,5918.5
2012030,PILONIDAL SINUS,GENERAL SURG.,7237.812499999999
2012031,POST HAEMORRHOIDECTOMY ANUS STRICTURE ,GENERAL SURG.,7609.5
2012032,REMOVAL OF FOREIGN BODY (U.G.A.),GENERAL SURG.,4873.5
2012033,ANAL FISTULA / LOW - SIMPLE ,GENERAL SURG.,6721.724999999999
2012034,INCISIONAL HERNIA WITH OR W/O HERNIOPLASTY,GENERAL SURG.,7355.849999999999
2012035,SPERMATOCELE,GENERAL SURG.,7102.2
2012036,ERCP / THERAPEUTIC ,GENERAL SURG.,5918.5
2012037,THYROGLOSSAL CYST / FISTULA,GENERAL SURG.,10157.4
2012038,UNDESCENDED TESTIS WITHIN THE INGUINAL CANAL,GENERAL SURG.,10784.4
2012039,VARICOCELES,GENERAL SURG.,6721.724999999999
2012040,VARICOSE VEINS STRIPPING  (BILATERAL),GENERAL SURG.,11744.374999999998
2012041,VARICOSE VEINS STRIPPING  (UNILATERAL),GENERAL SURG.,8603.4375
2013001,ACUTE PERITONITIS / LAPAROTOMY,GENERAL SURG.,12540.0
2013002,HERNIA REPAIR BILATERAL,GENERAL SURG.,9028.8
2013003,BOWEL RESECTION AND ANASTOMOSIS ,GENERAL SURG.,13637.25
2013004,CHOLECYSTECTOMY,GENERAL SURG.,15158.437499999998
2013005,CHOLECYSTECTOMY WITH BILLIARY TRACT EXPLORATION / OPEN,GENERAL SURG.,16387.5
2013006,CHOLECYSTECTOMY / LAPARASCOPIC ,GENERAL SURG.,17206.875
2013007,CHOLECYSTODUODUOSTOMY,GENERAL SURG.,14050.5
2013008,RECTAL PROLAPSE / COMPLETE ,GENERAL SURG.,12958.0
2013009,INTESTINAL STRICTURE / CONGENITAL,GENERAL SURG.,11704.0
2013010,PYLORIC STENOSIS / CONGENITAL ,GENERAL SURG.,11704.0
2013011,A.V. FISTULA CREATION,GENERAL SURG.,13637.25
2013012,DIAPHRAGMATIC HERNIA REPAIR,GENERAL SURG.,12540.0
2013013,THYROID CYST ENUCLEATION,GENERAL SURG.,11704.0
2013014,HEPATIC CYST EXCISION,GENERAL SURG.,11704.0
