Unified Code,Unified Description,Type,SBS V2,LOS,2025 Price,Discount 3 years contract,2026 Price,2027 Price
FMXRAY1407,Ir. Splenic Artery Embolization,PKG,35303-06-00,2,9185,0.0,10104.0,11215.0
FMXRAY1386,Ir. Stenting Of Ul Or Ll Artery (Uni Lateral),PKG,90223-01-00,1,28249,0.0,31074.0,34492.0
FMXRAY1435,Ir. Tumor Radio-Embolization,PKG,35321-02-00,3 DAYS + 2 days ICU,95000,0.0,104500.0,115995.0
FMXRAY1412,Ir. Us Guided Drainage,PKG,90908-00-11,DAY CASE,4280.737999999999,0.0,4709.0,5227.0
FMXRAY1406,Ir. Uterine Artery Embolization (Uae),PKG,35303-06-00,1,16947,0.0,18642.0,20692.0
FMXRAY1404,Ir. Varicocele Embolization/Coiling (Unilateral),PKG,35321-07-01,1,11303,0.0,12433.0,13801.0
FMXRAY1402,Ir. Veriscose Vein Ablation (Two Limbs),PKG,32520-00-00,1,13313,0.0,14644.0,16255.0
FMXRAY1728,IR.VEIN OF GALEN MALFORMATION EMBOLIZATION,PKG,35321-02-00,5days including ICU,130000,0.0,143000.0,158730.0
FMOPT-4107,Irs Claw Phakic (Iol),PKG,42701-00-01,1,9927.5,0.0,10920.0,12121.0
FMPDT-0211,Jejunal Atresia (Pkg Deal),PKG,83700-00-00,3,18290.635,0.0,20120.0,22333.0
FMOPT-4096,Keraoplasty+Cataract+Ext. Iol,PKG,90064-00-01,1,17171.44,0.0,18889.0,20966.0
FMOPT-4097,Keraoplasty+Secondary Iol,PKG,90064-00-01,1,13585,0.0,14944.0,16587.0
FMOPT-4101,Keratoprosthesis,PKG,90120-00-01,2,17242.5,0.0,18967.0,21053.0
FMURO-3125,Kidney Transplant ( RECEPIENT ),PKG,36503-00-00,5,105000,0.0,115500.0,128205.0
FMURO-3127,Kidney Transplant (DONOR),PKG,36503-00-00,5,16000,0.0,17600.0,19536.0
FMORT-2002,KNEE ARTHROSCOPIC DRILLING OF OSTEOCHONDRAL LESION AND EXCISION OF GANGELION CYST,PKG,49558-01-01,1,10450,0.0,11495.0,12759.0
FMORT-1026,Knee Joint Denervation,PKG,50124-01-10,day case,10050,0.0,11055.0,12271.0
FMORT-1004,KYPHOPLASTY  including implant,PKG,35400-00-00,2,40458.21999999999,0.0,44504.0,49399.0
FMCAR-3031,"Laa Device Closure (Left Atrial Appendage) Consumable (Sheath, Wire, Catheter, Long Sheath And Device)",PKG,96219-00-00,2,54339.99999999999,0.0,59774.0,66349.0
FMENT-3163,Labyrinthectomy,PKG,41572-00-01,1,13585,0.0,14944.0,16587.0
OPT-0027,Lacrimal canalliculum reconst,PKG,42605-00-01,5,7088,0.0,7797.0,8654.0
FMOPT-4070,Lacrimal gland biopsy w/out histopath,PKG,30075-35-01,1,4723.4,0.0,5196.0,5767.0
FMOPT-4095,Lamellar Keratoplasty+Scleroplasty,PKG,90064-00-01,1,13062.5,0.0,14369.0,15949.0
FMORT-0517,Laminectomy,PKG,90024-00-00,1,4377,0.0,4815.0,5344.0
FMSUR-7206,LAMINECTOPLASTY / LAMINECTOMY FOR SPINAL TUMOR FOCAL (MENINGIOMA NEUROMA),PKG,40312-00-00,3,39280.505,0.0,43209.0,47961.0
FMSUR-7207,LAMINECTOPLASTY L LAMINECTOMY FOR SPINAL TUMOR DIFUSE (GLIOMA EPENDYMOMA),PKG,40312-00-00,3,58331.89999999999,0.0,64165.0,71223.0
ORT-0108,Laminectormy- Cervival Conclusive-Recurrent,PKG,45200-00-00,4,21263,0.0,23389.0,25962.0
ORT-0090,Laminectormy-L-Disectomy Recurrent one level,PKG,40300-00-00,1,19372.5,0.0,21310.0,23654.0
ORT-0087,Laminectormy-Level 1,PKG,40330-00-00,5,21500,0.0,23650.0,26252.0
ORT-0088,Laminectormy-Level 2,PKG,90024-01-00,day case,19491,0.0,21440.0,23799.0
FMURO-2078,LAP  Pyeloplasty,PKG,36564-00-00,4,15000,0.0,16500.0,18315.0
SUR-0098,Lap vagotomy & gastrectomy,PKG,30518-01-00,4,11517,0.0,12669.0,14062.0
SUR-0051,Lap. Inguinal Hernia Repair w/o Mesh,PKG,30609-02-00,2,12205,0.0,13426.0,14902.0
SUR-0138,LAP.ANTERIOR RESECTION,PKG,92208-00-00,3,33440,0.0,36784.0,40830.0
SUR-0099,Lap.Diaphragmatic Hernia repair,PKG,30601-00-00,5,12205,0.0,13426.0,14902.0
PKSUR-0001,LAP.HELLER MYTOTOMY(ACALASIA,PKG,30532-00-00,4,26125,0.0,28738.0,31899.0
FMSUR-3211,Laparascopic Abdominal Exploration,PKG,30390-00-00,1,7680.749999999999,0.0,8449.0,9378.0
FMSUR-3279,Laparascopic Adhesiolysis + Ovarian Cystectomy + Neo-Ostia Of Fallopian Tube,PKG,35638-04-00,1,12654.95,0.0,13920.0,15452.0
FMSUR-3268,Laparascopic Adrenalectomy,PKG,36500-01-00,1,19541.5,0.0,21496.0,23860.0
FMSUR-3230,Laparascopic Appendectomy,PKG,30572-00-00,2,10802.4826,0.0,11883.0,13190.0
FMSUR-3251,Laparascopic assisted extended hemicolectomy,PKG,32005-03-00,3 DAY ICU+5 DAY WARD,22485.13959999999,0.0,24734.0,27454.0
FMSUR-3250,Laparascopic Cbd Exploration + Laparascopy Cholecystectomy,PKG,30449-00-00,2,14765.85,0.0,16242.0,18029.0
FMSUR-3231,Laparascopic Cholecystectomy,PKG,30445-00-00,2,14076.4169,0.0,15484.0,17187.0
FMSUR-3244,Laparascopic Coagulation Of Endometriosis,PKG,35637-02-00,1,12654.95,0.0,13920.0,15452.0
FMSUR-3191,LAPARASCOPIC COLOSTOMY,PKG,30515-01-00,4,12017.5,0.0,13219.0,14673.0
FMSUR-3235,Laparascopic Hernia Repair Bilateral,PKG,30403-01-00,4,13650,0.0,15015.0,16667.0
FMSUR-3242,Laparascopic Hysterectomy,PKG,35653-01-00,4,13873.86,0.0,15261.0,16940.0
FMSUR-3178,Laparascopic Ileo Cecal Resection,PKG,30515-04-00,2,16987.52,0.0,18686.0,20742.0
FMSUR-3193,Laparascopic Ileostomy,PKG,30375-01-00,2,11138.655,0.0,12253.0,13600.0
FMSUR-3243,Laparascopic Laser Myolisis,PKG,35649-01-00,1,13585,0.0,14944.0,16587.0
FMSUR-3183,Laparascopic Left Hemi Colectomy,PKG,32006-02-00,2,20385.86,0.0,22424.0,24891.0
FMSUR-3260,Laparascopic Mesentric Lymph Node Biopsy,PKG,30075-00-00,1,12692.57,0.0,13962.0,15498.0
FMSUR-3176,Laparascopic Mulitple Segmental Resection Of Small Intestine,PKG,30566-00-00,3,17572.5319,0.0,19330.0,21456.0
FMSUR-3258,Laparascopic Nissen Fundoplication,PKG,30533-04-00,2,21517.595,0.0,23669.0,26273.0
FMSUR-3263,Laparascopic Orchidectomy (Unilateral),PKG,30641-00-00,1,13423.025,0.0,14765.0,16390.0
FMSUR-3236,Laparascopic Ovarian Cystectomy,PKG,35638-04-00,2,11807.873,0.0,12989.0,14417.0
FMSUR-3277,Laparascopic Ovarian Cystectomy + Adhesiolysis,PKG,30393-00-00,1,13313.3,0.0,14645.0,16256.0
FMSUR-3274,Laparascopic Ovarian Drilling (Bilateral),PKG,35637-08-02,1,10450,0.0,11495.0,12759.0
FMSUR-3273,Laparascopic Ovarian Drilling (Unilateral),PKG,35637-08-01,1,8165.629999999999,0.0,8982.0,9970.0
FMSUR-3278,Laparascopic Ovarian Drilling + Adhesiolysis,PKG,35637-08-02,1,13585,0.0,14944.0,16587.0
FMSUR-3197,Laparascopic Proctopexy With Resection,PKG,32075-01-00,2,16987.52,0.0,18686.0,20742.0
FMSUR-3195,Laparascopic Proctopexy Without Resection,PKG,30390-00-00,1,14851.54,0.0,16337.0,18134.0
FMSUR-3275,Laparascopic Removal Of Missed Iucd,PKG,35506-02-00,1,8360,0.0,9196.0,10208.0
URO-0114,LAPARASCOPIC RENAL CYSTIC DECORTICATION,PKG,36558-00-00,4,21599,0.0,23759.0,26372.0
FMSUR-3248,Laparascopic Repair Of Epigastric Hernia,PKG,30617-01-00,2,10120.825,0.0,11133.0,12358.0
FMSUR-3249,Laparascopic Repair Of Epigastric Hernia Bilateral,PKG,30617-01-00,1,13718.8436,0.0,15091.0,16751.0
FMSUR-3240,Laparascopic Repair Of Incisional Hernia,PKG,30403-00-00,1,13313.3,0.0,14645.0,16256.0
FMSUR-3262,Laparascopic Resction Of Diverticulam,PKG,32030-01-00,1,14129.445,0.0,15542.0,17252.0
FMSUR-3261,Laparascopic Resection And Anastomosis,PKG,30515-04-00,2,12910.975,0.0,14202.0,15764.0
FMSUR-3180,Laparascopic Right Hemi Colectomy,PKG,32003-03-00,2,17931.155,0.0,19724.0,21894.0
FMSUR-3282,Laparascopic Salpingo-Oophorectomy (Bilateral),PKG,35638-03-00,1,10241,0.0,11265.0,12504.0
FMSUR-3281,Laparascopic Salpingo-Oophorectomy (Unilateral),PKG,35713-07-00,1,9324.77,0.0,10257.0,11386.0
FMSUR-3185,Laparascopic Sigmoid Colon Resection,PKG,32003-02-00,2,17931.155,0.0,19724.0,21894.0
FMSUR-3189,Laparascopic Small To Small Intestinal Anastomosis,PKG,30515-04-00,1,14851.54,0.0,16337.0,18134.0
FMSUR-3255,Laparascopic Subfascial Endoscopic Perforated Stapling,PKG,32507-01-01,2,8881.455,0.0,9770.0,10844.0
FMSUR-3233,Laparascopic Tubal Ligation On Cauterization,PKG,36516-00-00,2,6370,0.0,7007.0,7778.0
FMSUR-3253,Laparascopic Tubal Ligation On Cauterization Bilateral,PKG,90433-00-01,2,7553,0.0,8308.0,9222.0
FMSUR-3237,Laparascopic Varicocelectomy,PKG,30390-00-00,1,8093.54,0.0,8903.0,9882.0
FMSUR-3228,Laparascopy (Diagnostic),PKG,30390-00-00,1,4096.4,0.0,4506.0,5002.0
FMSUR-3229,Laparascopy (Diagnostic) + Biopsy,PKG,30390-00-00,1,5120.5,0.0,5633.0,6252.0
FMOBG-3005,Laparascopy (Not For Infertility Investigations) Diagnostic,PKG,30390-00-00,day case,4389,0.0,4828.0,5359.0
SUR-0071,Laparoscopic Adhesolysis,PKG,30393-00-00,5,11435,0.0,12579.0,13962.0
OBG-0050,LAPAROSCOPIC ASPIRATION OF OVARIAN CYST,PKG,35518-00-00,day case,4447,0.0,4892.0,5430.0
FMSUR-3316,Laparoscopic Band Removal,PKG,90942-01-00,day case,20000,0.0,22000.0,24420.0
Fmsur-3375,Laparoscopic Distal Gastrectomy With Extended D1 Lymphadenectomy ,PKG,30523-00-00,4,45000,0.0,49500.0,54945.0
FMSUR-9224,LAPAROSCOPIC HERNIORRHAPHY,PKG,30609-02-00,2,10820.25,0.0,11902.0,13212.0
FMSUR-3313,Laparoscopic Mini Gastric Bypass,PKG,30512-03-00,2,28000,0.0,30800.0,34188.0
FMSUR-3270,Laparoscopic Operating Fowler – Stephens (1St Stage),PKG,37604-09-00,1,8793.675,0.0,9673.0,10737.0
FMSUR-3271,Laparoscopic Operating Fowler – Stephens (2Nd Stage),PKG,37604-09-00,1,8910.715,0.0,9802.0,10880.0
FMSUR-3272,Laparoscopic Orchiectomy Of Intra-Abdomenal Or Intra Canalicular Testis,PKG,30641-00-00,1,23993.2,0.0,26393.0,29296.0
FMSUR-3269,Laparoscopic Orchiopexy Or Ordiopexy,PKG,37604-10-00,1,8732.5007,0.0,9606.0,10662.0
FMSUR-3314,Laparoscopic Roux-en-Y Gastric Bypass,PKG,30512-03-00,2,29120,0.0,32032.0,35556.0
FMSUR-3005,Laparoscopic Salpingectomy  ,PKG,35638-09-00,2,11500,0.0,12650.0,14042.0
FMSUR-3293,Laparoscopic Sleeve Gastrectomy,PKG,30511-09-00,2,20394.5742,0.0,22434.0,24902.0
FMSUR-5040,"Laparoscopic total gastrectomy with D2 coeliac lymphadenectomy, esophagojejunostomy, and jejunojejunostomy.",PKG,30521-00-00,1 ICU + 4 WARD,71060,0.0,78166.0,86764.0
FMOBG-0029,Laparotomy without procedure,PKG,30373-00-00,4,6284.46,0.0,6913.0,7673.0
FMSUR-3252,Laprascopic Divisions Of Adhesions,PKG,30378-00-00,1,19175.75,0.0,21093.0,23414.0
FMSUR-3257,Laprascopic Hiatus Hernia,PKG,30601-01-00,2,24066.35,0.0,26473.0,29385.0
FMSUR-3239,Laprascopic Repair Of Paraumbilical Hernia,PKG,30617-00-00,1,12289.2,0.0,13518.0,15005.0
FMSUR-3241,Laprascopic Repair Of Perfurated Duodenal Ulcer,PKG,30509-00-00,2,18810,0.0,20691.0,22967.0
FMSUR-3238,Laprascopic Repair of Ventral Hernia,PKG,30405-04-00,4,10592.4,0.0,11652.0,12933.0
PKSUR-0023,Laproscopic CBD Exploration And Stone Extraction,PKG,30458-03-00,2,16000,0.0,17600.0,19536.0
SUR-0500,Laproscopic Excision of Abdominal Mass/cyst,PKG,30478-04-00,1,12000,0.0,13200.0,14652.0
SUR-0046,Large incisional hernia w/o mesh,PKG,30403-00-00,2,8487,0.0,9336.0,10363.0
FMENTE6059,Laryngoscopy Indirect Diagnostic Separate Procedure,PKG,41849-00-00,2,4837.56,0.0,5321.0,5907.0
FMENT-3133,Larynx Laser Surgery,PKG,90160-00-00,1,6270,0.0,6897.0,7656.0
FMENT-0151,Laser Assited Uveloplatoplasty (LAUP),PKG,41786-00-00,2,8258,0.0,9084.0,10083.0
FMOPTH0013,Laser Capsulectomy,PKG,42734-01-01,2,2658,0.0,2924.0,3245.0
FMURO-4028,LASER CLOSURE OF PILONIDAL SINUS - 1 DAY,PKG,30676-02-00,1,11500,0.0,12650.0,14042.0
FMOPTF0011,Laser Correction For Both Eyes,PKG,90064-01-02,day case,7000,0.0,7700.0,8547.0
FMSUR-3291,Laser Disintegration,PKG,37318-03-00,1,8617.8015,0.0,9480.0,10522.0
FMURO-4025,LASER HAEMORRHOIDOPLASTY/ LASER HAEMORRHOID ABLATION - 1DAY,PKG,32138-01-00,1,11500,0.0,12650.0,14042.0
FMOPT-4172,LASER PERIPHERAL IREDECTOMY,PKG,42764-04-01,2,4796.549999999999,0.0,5276.0,5857.0
FMURO-4029,LASER SPHINCTEROTOMY - 1DAY,PKG,30485-00-00,1,8500,0.0,9350.0,10379.0
FMENT-3135,Laser Tonsillectomy,PKG,41789-00-00,1,3837.24,0.0,4221.0,4685.0
FMOPT-3003,Lasik For Both Eyes,PKG,90064-01-02,1,4232.25,0.0,4655.0,5168.0
FMORT-0650,"LAT. RETINACULAR RELEASE,KNEE",PKG,49560-02-01,1,8925,0.0,9818.0,10897.0
PKSUR-0013,LATERAL NECK DISCECTION ,PKG,31423-00-00,2,14630,0.0,16093.0,17863.0
FMNEU-3522,Lateral Or Posterolateral Approach And Thoracic Discectomy - 1 Level,PKG,40300-00-00,3,45901.625,0.0,50492.0,56046.0
FMSUR-3182,LEFT HEMI COLECTOMY,PKG,32006-00-00,1,15017.695,0.0,16519.0,18337.0
FMSUR-3209,Left Lateral Anal Sphincterotomy,PKG,90338-00-00,1,4466.1001,0.0,4913.0,5453.0
FMORT-0784,Lengthening Of The Rod By Scoliosis  including implant,PKG,48678-00-00,1,10050,0.0,11055.0,12271.0
FMOPT-4179,Lens Intraocular Lens,PKG,42701-00-01,DAY CASE,701.1949999999999,0.0,771.0,856.0
FMSUR-3165,Lichtenstein Repair (Hernoplasty + Mesh),PKG,30405-04-00,1,10382.3258,0.0,11421.0,12677.0
FMOPT-4033,Lid Reconstruction Using Flapes Or Graft,PKG,90095-00-01,1,9405,0.0,10346.0,11484.0
FMORT-3009,"Ligaments Repair, Late Reconstruction, Grafting",PKG,90589-01-00,1,17314.4587,0.0,19046.0,21141.0
FMSUR-0433,LIGATION EXCISION OF PERFORATORS,PKG,32507-01-01,2,23042.25,0.0,25346.0,28135.0
FMCAR-3021,Ligation Patent Ductus (Adult),PKG,38700-01-00,4,24186.89,0.0,26606.0,29532.0
FMCAR-3020,Ligation Patent Ductus (Pediatric),PKG,38700-01-00,2,14081.375,0.0,15490.0,17193.0
FMENT-3128,Limited Rhinoplasty,PKG,90133-00-00,1,5172.75,0.0,5690.0,6316.0
URO-0033,Litholopaxy End. Bladder Stone (1-2 Days).,PKG,36863-00-00,1-2 Days,4447,0.0,4892.0,5430.0
FMSUR-3142,Liver abscess/operative drainage,PKG,30431-00-00,5,10632,0.0,11695.0,12982.0
FMOPT-4148,Localized Retinal Detachment,PKG,90079-00-01,1,12017.5,0.0,13219.0,14673.0
FMURO-4026,LOW ANAL FISTULA LASER CLOSURE - 1 DAY,PKG,32159-00-00,1,10000,0.0,11000.0,12210.0
FMSUR-3069,Low imperforated anus,PKG,32123-00-00,4,4441.25,0.0,4885.0,5423.0
FMORT-0326,LOWER LIMB AMPUTATION,PKG,44367-02-00,2,15828.615,0.0,17411.0,19327.0
PKSUR-0009,Lt hemiglossectomy,PKG,41785-00-00,1,18000,0.0,19800.0,21978.0
PKSUR-0010,Lt Modified radical neck dissection,PKG,31435-00-00,1,26125,0.0,28738.0,31899.0
ORT-0109,Lumbar / Cervival Disectomy,PKG,40333-00-00,1,15340.5,0.0,16875.0,18731.0
FMNEU-3541,Lumbar Decompressive Laminectomy And Discectomy – One Level,PKG,90024-00-00,2,22544.5374,0.0,24799.0,27527.0
FMNEU-3543,Lumbar Decompressive Laminectomy And Discectomy – Three Levels,PKG,40300-01-00,3,27966.1228,0.0,30763.0,34147.0
FMNEU-3542,Lumbar Decompressive Laminectomy And Discectomy – Two Levels,PKG,40300-01-00,3,26148.3453,0.0,28763.0,31927.0
FMNEU-3537,LUMBAR DECOMPRESSIVE LAMINECTOMY FOR CANAL STENOSIS - ONE LEVEL,PKG,40300-00-00,5,19491,0.0,21440.0,23799.0
ORT-0110,Lumbar Disc Prolapse- Recurrent,PKG,40300-00-00,4,19491,0.0,21440.0,23799.0
FMORT-0742,Lumbar Discectomy W/Pdn Insertion  including implant,PKG,40300-00-00,1,29025,0.0,31928.0,35440.0
FMNEU-3545,Lumbar Fenestration Microdiscectomy – One Level Bilateral,PKG,40300-00-00,3,20442.29,0.0,22487.0,24960.0
FMNEU-3546,Lumbar Fenestration Microdiscectomy – One Level Unilateral,PKG,40300-00-00,2,16314.9371,0.0,17946.0,19921.0
FMNEU-3549,Lumbar Fenestration Microdiscectomy – Three Levels Bilateral,PKG,40300-01-00,3,41305.715,0.0,45436.0,50434.0
FMNEU-3550,Lumbar Fenestration Microdiscectomy – Three Levels Unilateral,PKG,40300-01-00,3,25176.14,0.0,27694.0,30740.0
FMNEU-3547,Lumbar Fenestration Microdiscectomy – Two Levels Bilateral,PKG,40300-01-00,3,26246.22,0.0,28871.0,32047.0
FMNEU-3548,Lumbar Fenestration Microdiscectomy – Two Levels Unilateral,PKG,40300-01-00,3,20011.75,0.0,22013.0,24434.0
FMORT-0738,LUMBAR LAMINOTOMY / LAMINECTOMY ( MULTIPLE LEVEL ),PKG,40300-01-00,1,50000,0.0,55000.0,61050.0
FMORT-0737,Lumbar Laminotomy Or Laminectomy ( One Level ),PKG,40330-00-00,1,3433,0.0,3776.0,4192.0
NEU-0019,Lumbar Meningocele,PKG,40100-00-00,5,15246,0.0,16771.0,18615.0
FMORT-0196,LUMBAR SPINAL FUSION ( MULTIPLE LEVEL )  including implant,PKG,48642-00-00,2,32850,0.0,36135.0,40110.0
FMVAS-0030,LUMBAR/CERVICAL SYMPATHECTOMY OT00388248,PKG,35000-00-00,3,27429.4944,0.0,30172.0,33491.0
FMORT-0197,LUMBO-SACRAL SPINAL FUSION  including implant,PKG,48642-00-00,2,42000,0.0,46200.0,51282.0
SUR-0137,Lumpectomy + histopath,PKG,31500-00-01,4,3481.94,0.0,3830.0,4251.0
FMSUR-6986,LYMPH NODE BIOPSY UNDER U/S,PKG,30075-00-00,DAY CASE,1045,0.0,1150.0,1276.0
FMORT-0291,LYSIS OF ADHESIONS OF HAND,PKG,90544-00-01,1,9225,0.0,10148.0,11264.0
FMORT-0507,MAJOR JOINT DISARTICULATION  including implant,PKG,50109-00-01,2,25950,0.0,28545.0,31685.0
FMORT-1024,Major Joint Injection Or Bursae,PKG,50124-01-31,1,3212.6017,0.0,3534.0,3923.0
FMORT-0562,MAJOR SKIN GRAFT,PKG,45451-09-00,1,16753.44,0.0,18429.0,20456.0
OBG-0021,Manchester repair,PKG,35577-00-00,1,7974,0.0,8771.0,9736.0
DNT-0039,MANDIBULAR CONDYLECTOMY,PKG,45611-00-00,2,31500,0.0,34650.0,38462.0
DNT-0036,MANDIBULAR OSTEOTOMY,PKG,45720-00-00,2,11000,0.0,12100.0,13431.0
FMDNTS0070,Manipulation Of Dislocated Tmj,PKG,57927-00-01,1,4210.5,0.0,4632.0,5141.0
FMORT-0437,MANIPULATION UNDER G.A. ELBOW,PKG,50115-00-00,1,8663,0.0,9529.0,10578.0
FMORT-0436,MANIPULATION UNDER G.A. KNEE,PKG,50115-00-00,day case,8663,0.0,9529.0,10578.0
FMORT-0438,MANIPULATION UNDER G.A. UNSPECSITE (SINGLE JOINT),PKG,50115-00-00,1,8663,0.0,9529.0,10578.0
FMORT-0435,MANIPULATION UNGER G.A. SHOULDER,PKG,50115-00-00,1,8663,0.0,9529.0,10578.0
FMDNTC0004,Marsupialization Of Cyst,PKG,96230-00-00,2,12000,0.0,13200.0,14652.0
FMURO-3074,Marsupialization of Renal Cyst,PKG,36558-01-00,day case,12358.17,0.0,13594.0,15089.0
FMENT-3170,Mastoid Abscess Drainage Under G.A.,PKG,92514-99-00,DAY CASE,1881,0.0,2069.0,2297.0
FMURO-3046,Meatoplasty,PKG,37342-00-00,1,3758.447,0.0,4134.0,4589.0
FMURO-3007,Meatotomy Under Ga,PKG,37321-00-00,1,2590.973,0.0,2850.0,3164.0
FMORT-0219,MEDIAL COLLATERAL LIGAMENT REPAIR,PKG,49539-01-01,day case,15500,0.0,17050.0,18926.0
FMCAR-3037,"Melody Valve Implantation Consumable (Sheath, Wire, Catheter, Long Sheath And Valve)",PKG,38490-00-00,2,100320,0.0,110352.0,122491.0
FMURO-3118,Memokath Prostate Without Stent,PKG,37223-00-00,1,10372.67,0.0,11410.0,12665.0
FMURO-3120,Memokath Ureter Without Stent,PKG,36821-01-00,1,13854.61,0.0,15240.0,16916.0
FMURO-3119,Memokath Urethra Without Stent,PKG,36811-01-00,1,10372.67,0.0,11410.0,12665.0
ORT-0049,Menisectomy/Exc Cyst Of Knee Joint,PKG,49503-00-00,1,7122.719999999999,0.0,7835.0,8697.0
FMORT-0215,METACARPO PHALANGEAL FUSION  including implant,PKG,46300-01-01,day case,13800,0.0,15180.0,16850.0
FMORT-0214,METACARPO-CARPAL FUSION  including implant,PKG,46303-00-01,1,13800,0.0,15180.0,16850.0
FMSUR-7205,MICROCATHETER ADDITIONAL EACH,PKG,83700-00-00,-,4702.5,0.0,5173.0,5742.0
FMENT-3132,Microlaryngosurgery,PKG,41849-00-00,1,5934.6595,0.0,6528.0,7246.0
FMNEU-3416,Microscopic Brain Excision Of Epileptic Focus,PKG,39700-00-00,2,48986.465,0.0,53885.0,59812.0
ORT-0111,Microscopical Nerve Suture,PKG,39300-00-00,day case,35438,0.0,38982.0,43270.0
FMNEU-3440,Micrvascular Decompression For Hemifacial Spasm,PKG,41569-00-00,2,67925,0.0,74718.0,82936.0
FMNEU-3441,Micrvascular Decompression Of Trigeminal Nerve,PKG,90016-01-00,2,65835,0.0,72419.0,80385.0
FMENT-3253,Middle turbinectomy,PKG,41689-00-00,1,2745.75,0.0,3020.0,3353.0
DNT-0027,MIDFACE OSTEOTOMY LE FORT  I,PKG,45753-00-00,2,19000,0.0,20900.0,23199.0
DNT-0034,MIDFACE OSTEOTOMY LE FORT  II,PKG,45753-00-00,2,22000,0.0,24200.0,26862.0
FMORT-0203,MIDTARSAL FUSION  including implant,PKG,50109-00-01,day case,13800,0.0,15180.0,16850.0
FMORT-0331,Midtarsals Amputation,PKG,44364-00-01,1,11000,0.0,12100.0,13431.0
FMORT-0561,MINOR SKIN GRAFT,PKG,90669-00-00,day case,6900,0.0,7590.0,8425.0
PKORT-0019,Mis/Open Complex Spino-Pelvic Dissociation Fixation,PKG,48681-00-00,5,33440,0.0,36784.0,40830.0
FMCAR-3017,Mitral & Tricuspid Valve Repair (No Ring),PKG,34818-00-01,7 for the CABG  operation,38665,0.0,42532.0,47210.0
FMCAR-3018,Mitral & Tricuspid Valve Repair (With Ring),PKG,34818-00-01,7 for the CABG  operation,42845,0.0,47130.0,52314.0
FMCAR-3011,Mitral Mechanical Valve  w/o prosthesis,PKG,38488-02-00,7 for the CABG  operation ,33904.5,0.0,37295.0,41397.0
FMCAR-3012,Mitral Tissue Valve,PKG,38489-02-00,7 for the CABG  operation,54339.99999999999,0.0,59774.0,66349.0
FMCAR-3015,Mitral Valve Repair (No Ring),PKG,38475-00-00,7 for the CABG  operation,46363.515,0.0,51000.0,56610.0
FMCAR-3016,Mitral Valve Repair (With Ring),PKG,38477-00-00,7 for the CABG  operation,46363.515,0.0,51000.0,56610.0
FMORT-0755,MODIFIED SCOTT WIRING  including implant,PKG,47921-00-01,2,32900,0.0,36190.0,40171.0
FMORT-0778,MOSAICOPLASTY  including implant,PKG,49503-02-01,1,20100,0.0,22110.0,24542.0
FMORT-9924,MPFL RECONSTRUCTION W ALLOGRAFT  including implant,PKG,49539-01-01,1,23000,0.0,25300.0,28083.0
FMORT-9927,MPFL RECONSTRUCTION W/OUT ALLOGRAFT,PKG,49539-01-01,1,20000,0.0,22000.0,24420.0
FMORT-1012,MULTIPLE LEVEL FACET RHIZOTOMY,PKG,40330-00-00,day case,12000,0.0,13200.0,14652.0
FMORT-1016,Multiple Or Bilateral Selective Nerve Root Block,PKG,92508-99-00,day case,4898.96,0.0,5389.0,5982.0
FMORT-0681,MUSCLE & TENDON TRANSFER @ HIP SHARAAD OR MASTERED OPERATION,PKG,50387-00-00,2,20000,0.0,22000.0,24420.0
FMORT1066,MUSCLE FLAP,PKG,45009-01-00,4,16720,0.0,18392.0,20415.0
FMORT-0712,Muscle Repair,PKG,30235-00-00,day case,8000,0.0,8800.0,9768.0
FMOBG-3027,Myomectomy,PKG,35649-03-00,5,8352.559599999999,0.0,9188.0,10198.0
FMOPT-4106,Myopic Repair Second Stage,PKG,90064-00-01,DAY CASE,1722.16,0.0,1894.0,2103.0
FMOPT-4118,Myoring Corneal Ring,PKG,42672-00-01,1,8789.494999999999,0.0,9668.0,10732.0
FMORT-0246,MYOTOMY OF HAND,PKG,90545-00-01,1,6450,0.0,7095.0,7875.0
FMENT-3157,Myringatomy & Grommet (G.A.) Bilateral,PKG,41626-01-00,1,4096.4,0.0,4506.0,5002.0
FMENT-3158,Myringoplasty,PKG,41530-00-01,1,7243.94,0.0,7968.0,8845.0
FMENT-0150,Myringotomy and insertion of ear grommets- Unilateral,PKG,41632-00-00,1,2867.48,0.0,3154.0,3501.0
FMENT-3100,Nasal Foreign Body Removal G.A.,PKG,41659-00-00,DAY CASE,1678.27,0.0,1846.0,2049.0
FMENT-0128,NASAL POLYPECTOMY,PKG,41668-00-00,day case,2126,0.0,2339.0,2596.0
FMCAR-3084,Native Valve Endocarditis – Valve Replacement Excluding Valve,PKG,38493-00-00,8,52250,0.0,57475.0,63797.0
FMSUR-7209,NEONATAL ESOPHAGIAL ATRESIA/FISTULA,PKG,43843-01-00,2,11509.63,0.0,12661.0,14053.0
FMURO-3075,Nephrolithotomy,PKG,36540-00-01,4,12358.17,0.0,13594.0,15089.0
FMURO-3053,Nephropexy,PKG,90350-00-00,7,9675.12,0.0,10643.0,11813.0
URO-0050,Nephroureterectomy,PKG,36531-01-00,4,14175,0.0,15593.0,17308.0
FMNEU-3621,Nerve Exploration And Neurolysis/Decompression,PKG,90011-01-00,1,22235.51,0.0,24459.0,27150.0
