Unified Code,Unified Description,Type,SBS V2,LOS,Discount 3 years contract,Price 2026
FMORT-0288,TENDESIS OF HAND,PKG,47963-01-01,day case,0.1,12446.4
FMSUR-6988,TENDON RECONSTRUCTION LATER REPAIR ,PKG,90590-00-00,2,0.1,20948.7
FMORT-0299,TENDON RELEASE,PKG,47963-00-01,day case,0.1,7720.9
ORT-0009,Tendon Release Of Finger/Wrist,PKG,46363-00-01,1,0.1,3376.8
ORT-0069,Tendon Repair/Tendon Transfer,PKG,47954-00-01,1,0.1,6071.3
ORT-0020,Tendon Shealth Splitting,PKG,47363-00-01,1,0.1,3170.3
FMORT-0694,TENDON TRANSFER AT ELBOWS,PKG,50405-00-02,1,0.1,20601.0
FMORT-0544,Tendon Transfer At Foot,PKG,49812-00-00,1,0.1,20601.0
FMORT-0657,TENDON TRANSFER AT SHOULDER,PKG,47966-00-01,1,0.1,22890.0
FMORT-0498,TENDON TRANSFER FOR RECURRENT DISLOC. OF PATELLA,PKG,49503-03-00,1,0.1,22890.0
FMORT-0259,TENOSYNOVECTOMY OF HAND,PKG,47969-00-01,day case,0.1,11775.8
FMORT-0250,TENOTOMY OF HAND,PKG,90545-00-01,day case,0.1,10386.3
ORT-0022,Terminalization Of Finger,PKG,46465-00-01,DAY CASE,0.1,2111.6
FMSUR-3329,Testicular Aspiration,PKG,37605-01-01,DAY CASE,0.1,3941.4
FMURO-3012,Testicular biopsy without histopath  ,PKG,30644-04-00,1,0.1,1592.6
FMURO-3001,Testicular Biopsy/Histopathology,PKG,30644-04-00,DAY CASE,0.1,3815.0
FMNEU-3571,Tethered Cord Release,PKG,40112-00-00,2,0.1,6924.2
FMCAR-0024,Thallium W/Pharmacological Stress (Cardio),PKG,11712-00-00,1,0.1,2897.1
FMNEU-3605,Theco Peritoneal Shunt,PKG,40006-00-00,1,0.1,36425.6
FMSUR-3121,Therapeutic ERCP,PKG,30484-00-00,day case,0.1,6665.6
FMSUR-3150,Therapeutic Ercp + Lithotripsy With Stent,PKG,30484-00-00,1,0.1,7745.5
FMSUR-3149,Therapeutic Ercp + Lithotripsy Without Stent,PKG,30484-00-00,1,0.1,6764.5
FMSUR-3366,THERAPEUTIC ERCP+CRE BALLOON DILATATION,PKG,30484-00-00,day case,0.1,9156.0
FMCAR-3003,THORACIC ENDOVASCULAR AORTIC REPAIR WITHOUT IMPLANT(TEVAR),PKG,33116-00-00,5,0.1,68670.0
VAS-0017,Thoracic Outlet Syndrome,PKG,50402-00-01,4,0.1,15233.3
VAS-0011,Thoracoscopic Sympathectomy (Bilateral),PKG,35003-01-00,2,0.1,13848.5
FMSUR-3227,Thoracoscopy,PKG,38436-00-00,4,0.1,10386.3
CAR-0015,THORACOSCOPY THERAPEUTIC,PKG,38436-00-00,4,0.1,13848.5
FMORT-0664,Thoracotomy,PKG,38418-00-00,2,0.1,26867.1
FMCAR-3076,Thoracotomy Drainage Loculated Collection Empyema Or Effusion,PKG,38415-00-00,2,0.1,31610.0
CAR-0017,Thoracotomy For Evacuationof Haemothorax And Lobectomy,PKG,38418-00-00,5,0.1,31833.5
FMCTS-0002,THORACOTOMY PLUS BIOPSY,PKG,38418-00-00,3,0.1,27250.0
FMSUR-6987,THORACOTOMY REPAIR TRACHEO-BRONCHIAL TREE,PKG,38453-08-00,4,0.1,42839.2
FMORT-0380,THREE DIMENSIONAL OSTEOTOMY OF HIP (SCHNEIDER)  including implant,PKG,90569-00-01,2,0.1,26323.5
FMOPT-4066,Three Snip Operation (Both Eyes),PKG,90092-00-02,1,0.1,4842.9
FMOPT-4065,Three Snip Operation (One Eye),PKG,90092-00-01,DAY CASE,0.1,3284.2
FMENT-3147,Throat Foreign Body Removal G.A.,PKG,92032-00-00,DAY CASE,0.1,2398.0
FMORT-0340,THUMB REATTACHEMENT  including implant,PKG,90584-01-01,1,0.1,24034.5
FMSUR-3098,Thyroglossal cyst of fistula,PKG,30313-00-00,4,0.1,7725.6
FMOPT-4011,Thyroid Orbital Decompression (Both Eyes),PKG,42545-01-02,2,0.1,20633.7
FMOPT-4010,Thyroid Orbital Decompression (One Eye),PKG,42545-01-01,1,0.1,11990.0
FMSUR-3155,Thyroidectomy (Total),PKG,30296-01-00,4,0.1,13519.7
FMORT-0343,TOE REATTACHEMENT  including implant,PKG,90584-01-01,2,0.1,2289.0
FMENT-3136,TONSILLECTOMY,PKG,41789-00-00,1,0.1,3407.0
FMENT-0089,Tonsillectomy By Coblation,PKG,41789-00-00,1,0.1,3433.5
FMOPT-4123,Toric Icl Phakic Lens,PKG,42701-00-01,1,0.1,6976.0
URO-0135,TOT ( Excluding Tape price ),PKG,96092-00-00,2,0.1,15221.9
FMOBG-0037,TOTAL ABDOMINAL HYSTERECTOMY   & SALPINGO-OOPHORECTOMY,PKG,35653-04-00,4,0.1,22661.1
FMSUR-3186,Total Colon Resection,PKG,32012-00-00,3,0.1,31686.3
FMURO-3102,Total Cystectomy,PKG,37014-00-00,2,0.1,15557.6
FMORT-0705,TOTAL ELBOW REPLACEMENT  including implant,PKG,49115-00-01,1,0.1,42346.5
ORT-2027,TOTAL HIP REPLACEMENT - Unilateral ( ROBOTIC SYSTEM ) W/ PROSTHESIS,PKG,49542-00-01,4,0.1,74392.5
FMORT-0511,TOTAL HIP REPLACEMENT AFTER O.A. DEG.  including implant,PKG,49318-00-00,2,0.1,46659.0
FMORT-0223,TOTAL HIP REPLACEMENT W/USE OF METHYL METHACRYLATE  including implant,PKG,49318-00-00,1,0.1,48069.0
FMORT-0218,TOTAL KNEE REPLACEMENT  including implant,PKG,49518-00-00,4,0.1,49991.8
FMORT-0434,TOTAL KNEE REPLACEMENT (UNILATERALL)/hinged  including implant,PKG,49518-00-00,1,0.1,55546.4
FMENT-3180,Total Laryngectomy,PKG,41834-00-00,3,0.1,16574.5
FMURO-3101,Total Or Partial Nephrectomy,PKG,36522-01-00,2,0.1,12332.3
SUR-0172,Total parathyroidectomy,PKG,30315-01-00,3,0.1,22890.0
FMENT-3184,Total Parotidectomy,PKG,30247-00-00,2,0.1,17440.0
FMSUR-3161,Total Pelvic Exacentration,PKG,90450-02-00,3,0.1,23581.1
FMOPT-4149,Total Retinal Detachment,PKG,90079-00-02,2,0.1,13625.0
FMSUR-3160,Total/Partial Pancreatectomy,PKG,30409-00-00,1-2 Days,0.1,41545.4
ORT-0074,Tra Vera Band,PKG,83700-00-00,1,0.1,13373.5
FMENT-3143,TRACHEOSTOMY,PKG,41881-00-00,2,0.1,3407.0
FMORT-0687,TRANS ABDOMINAL ANTERIOR SPINAL FUSION  including implant,PKG,48660-00-00,2,0.1,52189.2
FMURO-3095,Trans Vaginal Tape Insertion (Tvt),PKG,35599-00-00,1,0.1,9662.9
FMORT-0574,TRANS.OF TENDON AT HAND/WRIST,PKG,46417-00-01,1,0.1,20601.0
FMORT-0284,TRANSFER OF FINGER EXCPT THUMB  including implant,PKG,46507-00-01,1,0.1,15450.8
FMORT-0549,TRANSFER OF MUSCLE AT THIGH,PKG,47966-01-00,1,0.1,22890.0
fmxray1680,Transjugular Intrahepatic Portosystemic Shunt (Tips) Placement - 4 Days,PKG,90334-00-00,1,0.1,80115.0
FMORT-0576,"TRANSPED.FIX.,LAMINEC., INTER. AND SPINAL FUSION",PKG,48654-00-00,2,0.1,39485.3
FMORT-0685,TRANSPEDICULAR SCREW FIXATION + CERCLAGE WIRE W/ FUS. 1 LEV  including implant,PKG,48678-00-00,2,0.1,32618.3
FMORT-0006,"TRANSPLANT BONE TO SCAPULA, CLAVICLE,THORAX (RIBS/STERNUM)",PKG,48239-00-00,2,0.1,5722.5
FMORT-0009,TRANSPLANT OF BONE GRAFT TO - CARPALS & METACARPALS,PKG,46402-00-01,2,0.1,2289.0
FMORT-0010,TRANSPLANT OF BONE GRAFT TO - FEMUR,PKG,48200-00-00,1,0.1,17167.5
FMORT-0013,TRANSPLANT OF BONE GRAFT TO - TARSAL & METATARSALS,PKG,48239-00-00,1,0.1,2517.9
FMORT-0007,TRANSPLANT OF BONE GRAFT TO HUMERUS,PKG,48212-00-01,1,0.1,17167.5
FMORT-0011,TRANSPLANT OF BONE GRAFT TO PATELLA,PKG,48239-00-00,1,0.1,16309.1
FMORT-0008,TRANSPLANT OF BONE GRAFT TO RADIUS & ULNA,PKG,48218-00-01,2,0.1,16309.1
FMORT-0012,TRANSPLANT OF BONE GRAFT TO TIBIAA & FIBULA],PKG,48206-00-00,2,0.1,16309.1
FMORT-0014,TRANSPLANT OF BONE GRAFT TO VERTEBRAE,PKG,48239-00-00,1,0.1,20257.7
FMORT-0270,TRANSPLANT OF MUSCLE & TENDON OF HAND,PKG,47966-01-00,1,0.1,17167.5
FMPSD-2095,TRANSPOSITION FLAP (Large),PKG,45206-09-00,DAY CASE,0.1,7645.3
FMPSD-2094,TRANSPOSITION FLAP (Moderate),PKG,45206-09-00,DAY CASE,0.1,6117.4
FMPSD-2093,TRANSPOSITION FLAP (SMALL),PKG,45206-09-00,DAY CASE,0.1,5356.3
FMNEU-3381,TRANS-SPHENOIDAL EXCISION OF SELLAR TUMOUR,PKG,39712-04-00,4,0.1,46868.4
FMURO-3002,Transurethrolithotomy,PKG,36549-00-00,1,0.1,4905.0
FMSUR-6996,TRANSVERSE WEDGE OSTEOTOMY OF PROXIMAL TIBIA ,PKG,48418-00-01,3,0.1,22781.0
FMURO-3087,Transvesical Prostatectomy,PKG,37209-01-00,1,0.1,16416.8
FMSUR-3169,"Trendlenberg Operation, Stripping Of Lsv & Multiple Ligation Of Perforates (Biilateral)",PKG,32508-00-02,1,0.1,14737.9
FMSUR-3148,"Trendlenberg Operation, Stripping Of Lsv & Multiple Ligation Of Perforates (Unilateral)",PKG,32508-00-01,1,0.1,8422.4
FMENTS0016,TREPHINE OF THE FRONTAL SINUS,PKG,41746-00-00,4,0.1,11588.3
FMORT-0678,"TRI.MALLEOLAR FRACTURE, ANKLE  including implant",PKG,47603-01-01,2,0.1,20601.0
FMOPT-4027,Trichiasis Repair (Both Eyes),PKG,42551-02-00,DAY CASE,0.1,4360.0
FMOPT-4026,Trichiasis Repair (One Eye),PKG,42860-00-01,4,0.1,4389.5
FMPN-0029,Trigeminal Radiofrequency,PKG,39109-00-00,1,0.1,18884.3
FMORT-0201,TRIPLE ARTHRODESIS (TALUS TO CALCANEUS TO CABOID &NAVICULAR  including implant,PKG,49815-00-00,1,0.1,18884.3
FMORT-0495,TRIPLE FUSION FOR FOOT DEFORM.  including implant,PKG,49815-00-00,2,0.1,13648.2
FMURO-3013,Trus & Biopsy,PKG,36836-00-00,day case,0.1,3090.2
FMSUR-3280,Tuboplasty,PKG,35694-04-00,4,0.1,13519.7
FMSUR-0441,TUMOR EXCISION RELATED TO NERVES OR VESSELS ,PKG,99999-99-99,2,0.1,16266.1
FMENT-3142,Tumor Surgery Of Throat,PKG,90335-01-00,1,0.1,10008.4
FMURO-3088,Tuna,PKG,37224-00-00,1,0.1,9662.9
FMORT-0688,TUNNEL BONE GRAFTING,PKG,48239-00-00,2,0.1,13905.7
FMURO-3050,Tur Bladder (Tumours),PKG,36845-04-00,4,0.1,23542.4
ENT-0050,Turbinectomy .,PKG,41689-02-00,1-2 Days,0.1,2707.4
FMURO-3089,Turp,PKG,36840-02-00,1,0.1,13080.0
URO-0141,TURT ( Single 3 cm mass or less) ,PKG,37224-03-00,2,0.1,15233.3
URO-0142,TURT ( Single more than 3 cm mass) ,PKG,37224-03-00,4,0.1,19387.8
FMENT-3178,TYMPANOPLASTY,PKG,41530-00-01,4,0.1,11248.4
FMENT-3159,TYMPANOPLASTY + MASTOIDECTOMY,PKG,41560-00-01,4,0.1,14997.9
FMSUR-0428,ULTRASOUND GUIDED DRUG INJECTION ( BOTOX INJECTION),PKG,90908-00-11,DAY CASE,0.1,1635.0
FMSUR-3095,Undescended Testis Within The Inguinal Canal,PKG,37604-10-00,1,0.1,6540.0
FMOPT-4041,Unil. Levator Mus. Recession,PKG,45623-02-01,1,0.1,6540.0
FMOPT-4057,Unilateral Blepharoplasty Lower Lid,PKG,45625-00-01,1,0.1,6540.0
FMOPT-4055,Unilateral Blepharoplasty Upper Lid,PKG,45625-00-01,2,0.1,6540.0
FMSUR-0424,UNILATERAL EXTERNAL VENTRICULAR DRAINAGE,PKG,39006-00-00,2,0.1,14407.6
FMOPT-4053,Unilateral Full Myectomy Lower Lid,PKG,90090-00-01,1,0.1,8720.0
FMOPT-4051,Unilateral Full Myectomy Upper Lid,PKG,90090-00-01,1,0.1,11990.0
FMSUR-3152,Unilateral Hernia Repair,PKG,30405-03-00,1,0.1,6213.0
FMURO-3040,Unilateral Ligation Of Vacicocele,PKG,30635-00-01,1,0.1,4222.7
FMOPT-4049,Unilateral Limited Myectomy Upper Lid,PKG,90090-00-01,1,0.1,6540.0
FMOPT-4075,Unilateral Media Spindle Surgery,PKG,45626-00-01,1,0.1,4220.5
FMENT-3154,Unilateral Myringatomy (G.A.),PKG,41626-00-00,DAY CASE,0.1,2274.8
FMURO-3041,Unilateral Orchidopexy,PKG,37604-10-00,1,0.1,7124.0
FMOPT-4073,Unilateral Probing & Syringing+Intubation,PKG,42614-01-00,1,0.1,3270.0
FMOPT-4047,Unilateral Repair Entr. Ectropin,PKG,45626-00-01,1,0.1,2992.9
FMOPT-4043,Unilateral Tarsal Strip,PKG,45614-01-01,1,0.1,4360.0
FMOPT-4045,Unilateral Tarsal Strip With Graft,PKG,42551-00-00,1,0.1,5450.0
ENT-0011,Upper R.T. Endoscopy for biopsy,PKG,30473-01-00,1,0.1,2271.3
FMURO-3054,Ureterolithotomy,PKG,36549-00-00,5,0.1,9657.0
URO-0120,Ureteroscopy + check for stone residual + DJ stent removal,PKG,36833-01-00,1,0.1,4888.1
URO-0122,Ureteroscopy + Dormia stone extraction + Ureteric cath insertion + Use of LASER,PKG,36806-02-00,4,0.1,11331.5
URO-0123,Ureteroscopy + Dormia stone extraction +DJ insertion + Use of LASER ,PKG,36857-00-00,2,0.1,12842.3
URO-0121,Ureteroscopy + Stone extraction + Ureteric Cath insertion,PKG,36806-02-00,2,0.1,9156.0
URO-0037,Ureteroscopy + stone manipulation (Add 700 for Laser),PKG,36803-02-00,1,0.1,11425.9
FMURO-3090,URETEROSCOPY WITHOUT STENT(DIAGNOSTIC),PKG,36803-00-00,1,0.1,6695.3
URO-0053,Uretheroplasty + Buccal Mucosal Graft,PKG,37345-00-00,1,0.1,22947.2
FMURO-3057,Urethral Fistula Two Stages,PKG,90364-00-00,1,0.1,12890.3
FMURO-3100,Urethrolithotomy (Middle And Lower 1/3 Crushing),PKG,36549-00-00,1,0.1,10008.4
FMURO-3112,Urethroplasty One Stage,PKG,37342-00-00,1,0.1,11971.5
FMURO-3113,Urethroplasty Two Stages,PKG,37345-00-00,1,0.1,18058.0
FMURO-3093,Urs & Stone Extraction,PKG,36806-02-00,1,0.1,9795.8
FMCAR-3063,Use Of Suction Device (Export Catheter I Primary Pci),PKG,90223-01-00,1,0.1,9265.0
FMXRAY1701,Uterine Fibroid Embolization + Guiding Cathers + Wires + High Flow Catheter + Embolization Particles,PKG,90451-00-00,3 DAYS + 2 days ICU,0.1,48069.0
FMOBG-3043,Vacuum Delivery (With Normal Baby),PKG,90469-00-00,1,0.1,4632.5
FMNEU-3773,Vagal Nerve Stimulator ( Excluding The Implants ),PKG,39134-01-00,1,0.1,51949.4
FMOBG-3029,Vaginal hysterectomy,PKG,35509-00-00,day case,0.1,2317.7
OBG-0035,Vaginal IUFD Delivery,PKG,90468-06-00,4,0.1,6049.0
FMOBG-3003,Vaginal perineal repair,PKG,90481-00-00,4,0.1,4828.5
FMOBG-3041,Vaginal Sacro Spinous Fixation / Hysteroscopy,PKG,35630-00-00,1,0.1,6924.2
FMOBG-3039,Vaginal Sacrospinous Fixation / Hysteropexy,PKG,35568-00-00,1,0.1,12262.5
SUR-0149,Vagotomy + drainage procedure + laporoscopic,PKG,30496-00-00,7,0.1,12554.0
FMSUR-3132,Vagotomy With/Without Gastroenterostomy,PKG,30496-02-00,1,0.1,10667.8
FMORT-0381,VALGUS OSTEOTOMY OF HIP  including implant,PKG,90569-00-01,2,0.1,20601.0
FMSUR-3092,Varicoceles,PKG,30635-00-01,day case,0.1,5999.2
FMSUR-3008,Varicose Veins Ablation,PKG,32520-00-00,1,0.1,20772.7
SUR-0122,Varicose veins high ligation & stripping,PKG,32508-00-01,2,0.1,6561.6
FMSUR-3107,Varicose veins stripping (Bilateral),PKG,32508-00-01,4,0.1,7725.6
FMSUR-3106,Varicose veins stripping (Unilateral),PKG,32508-00-01,4,0.1,6056.8
FMORT-0382,VARUS OSTEOTOMY OF HIP  including implant,PKG,90569-00-01,1,0.1,20601.0
FMURO-3114,Vasal Reversal,PKG,37619-01-00,1,0.1,17474.9
FMORT-0692,VASCULARISED MUSCLE PEDICLE TRANSFER,PKG,47966-01-00,2,0.1,43376.6
FMORT-0655,VASCULRIZED BONE GRAFTING ILIAC CREST,PKG,48239-00-00,1,0.1,44635.5
FMURO-3115,Vasoepididymostomy,PKG,37619-02-00,1,0.1,18058.0
FMURO-3116,Vasovasostomy,PKG,37619-00-00,1,0.1,17474.9
FMORT-0220,VASTUS MEDIALIS ADVANCEMENT,PKG,90611-01-01,1,0.1,11445.0
FMCAR-3082,Vats Therapeutic -,PKG,38450-01-00,3,0.1,22444.2
FMSUR-0431,VENOGRAPHY- NECK,PKG,59718-00-00,1,0.1,1986.0
VAS-0033,Venous Thrombectomy And Vein Ligature,PKG,90230-00-00,1,0.1,20080.3
NEU-0005,Ventriculo Venous Or Peritoneal Shunt,PKG,40003-02-00,3,0.1,14077.4
FMNEU-3423,Ventriculo-Peritoneal Or Ventriculo-Atrial Shunt Insertion,PKG,40003-02-00,2,0.1,15907.5
FMNEU-3308,Ventriculo-Peritoneal Shunt Insertion,PKG,40003-02-00,2,0.1,13783.1
FMORT-0713,VERTEBRAL PLASTY,PKG,35400-00-00,2,0.1,38455.2
FMNEU-3600,Vertebroplasty,PKG,35400-00-00,3,0.1,15396.3
FMORT-0352,VERTEBROTOMY - TRANSTHORACIC  including implant,PKG,48639-00-00,2,0.1,52880.2
FMORT-0353,VERTEBROTOMY RETROPERITONEAL,PKG,48639-00-00,1,0.1,54478.2
FMURO-3000,Vesicolithotomy,PKG,90363-01-00,1,0.1,4905.0
FMENT-3164,Vestibular Neurectomy,PKG,39500-00-00,1,0.1,20165.0
FMCAR-3035,VSD device closure (ventricular septal defect) without Device or Delivery System - Adult - Day case,PKG,38751-02-00,1,0.1,68670.0
FMCAR-3091,Vsd Device Closure (Ventricular Septal Defect) Without Device Or Delivery System - Pediatric,PKG,38751-02-00,1,0.1,74392.5
FMSUR-4000,WHIPPLES OPERATION(CANCER HEAD OF PANCREAS),PKG,30584-00-00,9,0.1,77551.3
FMERD-0041,Wound Debridement,PKG,90665-00-10,1,0.1,1534.7
FMSUR-1356,WOUND EXPLORATION (DEEP) & DEBRIDMENT,PKG,30023-00-01,1,0.1,5722.5
FMOPTH0012,Yag Laser Iridotomy - One Eye,PKG,42764-00-01,DAY CASE,0.1,7038.7
FMOPT-4170,Yag Laser Post. Capsulotomy (Done Inside),PKG,42734-01-01,DAY CASE,0.1,1669.9
FMOPT-4171,Yag Laser Post. Capsulotomy (Done Outside),PKG,42734-01-01,DAY CASE,0.1,3376.8
SUR-0114,ZADEK'S Pocedure,PKG,47918-00-01,4,0.1,3862.8
FMORT-9092,CLOSED REDUCTION OF LARGE JOINT UNDER SEDATION,PKG,99999-99-99,1,0.1,5450.0
FMORT-0780,Core Decompression,PKG,40331-00-00,1,0.1,13219.0
FMXRAY1384,Ir. Stenting Of Aorta (Evar) excluding implant,PKG,35321-11-00,4,0.1,91560.0
FMSUR-3232,Laparascopic Ectopic Pregnancy,PKG,90435-00-00,1,0.1,16023.0
FMSUR-3276,Laparascopic Salpingectomy + Removal Of Ectopic Pregnancy,PKG,35678-01-00,2,0.1,14878.5
FMNEP-0048,Laparoscopic Nephrectomy,PKG,36528-00-00,2,0.1,36624.0
FMSUR-3172,Laproscopic Anterior resection for colon cancer or rectum,PKG,30390-00-00,2,0.1,37768.5
FMNEU-0205,Microneurosurgical Cervical Corpectomy And Fusion,PKG,40335-00-00,2,0.1,45780.0
FMNEU-0204,Microneurosurgical Cervical Discectomy And Fusion Four Level,PKG,40333-01-00,2,0.1,82404.0
FMNEU-0202,Microneurosurgical Cervical Discectomy And Fusion One Level,PKG,40333-00-00,2,0.1,38913.0
FMNEU-0203,Microneurosurgical Cervical Discectomy And Fusion Three Level,PKG,40333-01-00,2,0.1,68670.0
FMNEU-0206,Microneurosurgical Cervical Discectomy And Fusion Two Level,PKG,40333-01-00,2,0.1,52647.0
FMNEU-0200,Microneurosurgical Decompression At One Level Lumbar Spine - 3 Days,PKG,90024-00-00,2,0.1,33190.5
FMNEU-0201,Microneurosurgical Decompression At Two Level Lumbar Spine - 3Days,PKG,90024-01-00,2,0.1,36624.0
FMPDS-0116,PEDIATRIC UMBILICAL GRANULOMA EXCISION UNDER G.A,PKG,43948-00-00,DAY CASE ,0.1,2861.3
FMSUR-8585,Peritonectomy with hyperthermic intraperitoneal chemotherapy (HIPEC) excluding discharge medication and room upgrade,PKG,96211-00-00,5 days LOS 2 days ICU ,0.1,137340.0
FMENT-3222,Pk-Breast Augmentation (Silicone) Including O.R. Implant One Night In Hospital,PKG,90676-00-00,1,0.1,25179.0
FMOBG-4023,subtotal hysterectomy with unilateral salpingo-oophrectomy.,PKG,35653-00-00,1,0.1,16023.0
FMORT-0237,REPAIR OF LIGAMENT INJURY OF ELBOW ,PKG,90536-00-01,1,0.1,12589.5
FMNEU-3495,Cervical Discectomy Anterior Approach – 1 Level Without Fusion Including Implants,PKG,40333-00-00,3,0.1,41642.6
FMNEU-3497,Cervical Discectomy Anterior Approach – 2 Levels With Fusion Including Implants,PKG,40333-01-00,3,0.1,45536.9
FMORT-0430,ARTHROSCOPY OF KNEE - for removal of loose body and bone fragments,PKG,49557-00-01,day case,0.1,11216.1
FMORT-0596,ARTHROSCOPY ANKLE SURGICAL - for removal of loose body and bone fragments,PKG,49700-00-01,1,0.1,11445.0
FMORT-0598,ARTHROSCOPY OF WRIST SURGICAL - for removal of loose body and bone fragments,PKG,49218-00-01,1,0.1,13734.0
FMOBG-0412,ENDOMETRIAL SAMPLING,PKG,35630-00-00,-,0.1,549.4
FMPTYD-0001,PHYSIOTHERAPY ANY MODALITY per one session ,PT,95550-03-00,-,0.0,343.4
FMXRAY1107,Mri Upper Limb Angiography Without Contrast,Radiology,90902-01-01,-,0.15,4803.5
FMXRAY1067,MRI ABDOMEN ANGIOGRAPHY (MRA & MRV) WITH CONTRAST,Radiology,90902-04-00,-,0.15,4803.5
FMXRAY1065,Mri Abdomen Angiography (Mra & Mrv) Without Contrast,Radiology,90902-04-00,-,0.15,4803.5
FMXRAY1722,MRI ABDOMEN ANGIOGRAPHY (MRA) WITHOUT CONTRAST,Radiology,90902-04-00,-,0.15,4803.5
FMXRAY1543,Mri Abdomen Angiography (Mrv) With Contrast,Radiology,90902-04-00,-,0.15,4803.5
FMXRAY1541,MRI ABDOMEN ANGIOGRAPHY (MRV) WITHOUT CONTRAST,Radiology,90902-04-00,-,0.15,4803.5
FMXRAY1113,Mri Additional Contrast,Radiology,90901-08-20,-,0.15,450.2
FMXRAY1068,Mri Pelvis Angiography (Mra & Mrv) With Contrast,Radiology,90902-05-00,-,0.15,4803.5
FMXRAY1066,Mri Pelvis Angiography (Mra & Mrv) Without Contrast,Radiology,90902-05-00,-,0.15,4803.5
FMXRAY1544,Mri Pelvis Angiography (Mra) With Contrast,Radiology,90901-06-20,-,0.15,4803.5
FMXRAY1542,MRI PELVIS ANGIOGRAPHY (MRA) WITHOUT CONTRAST,Radiology,90902-05-00,-,0.15,4803.5
FMXRAY1721,MRI PELVIS ANGIOGRAPHY (MRV) WITHOUT CONTRAST,Radiology,90902-05-00,-,0.15,4803.5
FMXRY-0410,1ST PASS STUDY,Radiology,61320-01-00,-,0.15,710.1
FMXRAY-1500,4 INTRACRANIAL ARTERIES 1ST RN,Radiology,59970-02-00,-,0.15,6986.0
FMXRY-0903,ADDITIONAL POSITION,Radiology,99999-99-92,-,0.15,452.9
FMXRY-0248,angioplasty of a single segment of a peripheral artery,Radiology,59970-03-00,-,0.15,5243.0
FMXRY-0098,ANY AREA OR ORGAN 1 VIEW,Radiology,90909-00-00,-,0.15,143.7
FMXRY-0099,ANY AREA OR ORGAN 2 VIEWS,Radiology,90909-00-00,-,0.15,220.3
FMXRY-0102,BABYGRAM,Radiology,55700-01-00,-,0.15,348.6
FMXRY-0415,BILIARY TREE SCAN,Radiology,61360-00-00,-,0.15,1056.2
FMXRY-0409,CARDIAC PHASE AMPLITUDE,Radiology,61320-01-00,-,0.15,710.1
FMXRY-0231,CAROTID ATERY BILATERAL 1ST.RN,Radiology,59970-02-00,-,0.15,4375.4
FMXRY-0230,CAROTID ATERY UNILATERAL 1ST.R,Radiology,59970-02-00,-,0.15,2799.4
FMXRAY1629,Catheter Aspiration Placement Or Change - Extubation Of Airway,Radiology,83700-00-00,-,0.15,52.3
FMXRAY1630,Catheter Aspiration Placement Or Change Of In-Line Suction Catheter.,Radiology,83700-00-00,-,0.15,434.9
FMXRAY1633,Catheter Check,Radiology,34524-00-00,-,0.15,769.5
FMXRAY1700,Cava Filter Implementation,Radiology,35321-04-00,-,0.15,12804.7
FMLAB-1228,Cerebro spinal fluid examination ,Radiology,61409-00-00,-,0.15,1194.2
FMXRAY-0223,CERVICAL MYELOGRAM,Radiology,59724-00-00,-,0.15,2799.4
FMXRAY-0228,CISTERNOGRAPHY,Radiology,90910-00-00,-,0.15,2625.5
FMXRY-0252,COMPLETE CARDIAC STUDY W/ BA.,Radiology,61320-01-00,-,0.15,529.5
FMXRAY1601,COMPLETE LIMB BOTH SIDES,Radiology,57524-02-02,-,0.15,616.2
FMXRY-0637,CSF FLOWMETRY,Radiology,61409-00-00,-,0.15,524.9
FMONC-0202,CT STIMULATION WITH CONTRAST,Radiology,15000-00-00,-,0.15,1305.8
FMXRAY1141,Ct. Abdomen Angiography (Aortography),Radiology,59970-04-00,-,0.15,3270.0
FMXRY-0218,CYSTOGRAM,Radiology,60503-00-00,-,0.15,566.4
FMXRAY-1502,D.S.A.,Radiology,59970-01-00,-,0.15,2889.9
FMXRY-0261,DACRYCYSTOGRAM,Radiology,59703-00-00,-,0.15,529.5
FMXRY-0464,DACRYOSCINTIGRAPHY,Radiology,59703-00-00,-,0.15,603.4
FMXRY-0704,DBM FOR HAND,Radiology,12306-00-00,-,0.15,187.1
FMXRAY1521,Dexa (Bmd) (1) Segment,Radiology,12306-00-00,-,0.15,518.9
FMXRAY1522,Dexa (Bmd) (2) Segments,Radiology,12306-00-00,-,0.15,733.1
FMXRAY1523,Dexa (Bmd) Whole Body,Radiology,12306-00-00,-,0.15,1025.2
FMXRY-0427,DYNAMIC SCAN ANY AREA / ORGAN,Radiology,61417-00-00,-,0.15,710.1
FMXRY-0237,EACH ADDITIONAL RUN,Radiology,59970-02-00,-,0.15,1146.8
FMXRY-0222,ENDOSCOPIC UROLOGICAL EXAM.,Radiology,37315-00-00,-,0.15,710.1
FMXRY-0246,EPIDEDIMO VASOGRAPHY,Radiology,59736-00-00,-,0.15,2625.5
FMXRY-0553,EXTRA NEEDLE ELECTRODE,Radiology,99999-99-99,-,0.15,4122.5
FMXRY-0436,FIRST PASS UNDER STRESS,Radiology,61320-01-00,-,0.15,1961.7
FMXRY-0435,FIRST PASS WITHOUT STRESS,Radiology,61320-01-00,-,0.15,1230.3
FMXRAY1610,FLUOROSCOPY IN O.R (C-ARM),Radiology,60503-00-00,-,0.15,446.0
