Department,ServiceCode,Service Description (Unified),Type,NPHIES Code (Hyphenated )2,LOS,Class B,Class A & VIP,Comment
ENT,FMENT-3138,Hypopharyngoscopy & Foreign Body Removal,PKG,99999-99-99,1,5820,5820,Service to PKG
Surgery,FMSUR-0096,PERITONEAL WASHOUT,PKG,30396-00-00, ,6500,6500,Service to PKG
ENT,FMENT-3155,Bilateral Myringatomy (G.A.),PKG,41626-01-00,DAY CASE,4620,4620,Service to PKG
ENT,FMENT-3154,Unilateral Myringatomy (G.A.),PKG,41626-00-00,DAY CASE,2220,2220,Service to PKG
UROLOGY,FMURO-3101,Total Or Partial Nephrectomy,PKG,36522-01-00,2,17400,17400,Service to PKG
Cardiology,FMCAR-3089,"Rib Fixation By Plates And Screws For Flail Segments (Not Including The Plates, Scowrs",PKG,47471-00-01,2,25000,25000,Service to PKG
Endoscopy,FMSUR3164,Egd/Upper Gi Endoscopy; Esophagus/Duodenum Stent Placement.  (Implant Not Included),PKG,30491-00-00,1,7000,7000,Service to PKG
NEUROSURGERY,FMNEU-3644,Epidural Injetcion For Pain Treatment,PKG,18230-00-00,DAY CASE,5000,5000,Service to PKG
SURGERY,FMSUR-3391,APICECTOMY ANTERIOR,PKG,97432-00-00, ,20000,20000,Service to PKG
UROLOGY,FMURO-3036,Inguinal Orchidectomy,PKG,30641-00-00,1,7500,7500,Service to PKG
Endoscopy,FMSUR3169,Egd/Upper Gi Endoscopy; W/ Hemostatic Treatment By Clipping (Implant Not Included),PKG,90335-01-00,1,7000,7000,Service to PKG
SURGERY,FMSUR-3390,APICECTOMY POSTERIOR,PKG,97432-00-00, ,20000,20000,Service to PKG
ENT,FMENT-3254,Incision and Drainage of ludwig angina,PKG,45676-00-00, ,6500,6500,Service to PKG
Ophthalmology,FMOPT-4103,"Radial Keratotomy (R.K., Ark, Rkt) One Eye",PKG,90062-00-01,DAY CASE,7750,7750,Service to PKG
SURGERY,FMSUR-3240,Laparascopic Repair Of Incisional Hernia,PKG,30403-00-00,1,24900,24900,Service to PKG
UROLOGY,FMURO-3048,Prostatic Abscess Drainage,PKG,37212-01-00,1,13800,13800,Service to PKG
Orthopedics,ORT-0017,L.A. 2 K Wire Removal,PKG,47927-00-01,Day Case,1270,1270,Service to PKG
ENT,FMENT-3151,Removal Of Submandibular Gland Stone (Medium),PKG,30266-02-00,1 Day,4450,4450,Service to PKG
SURGERY,FMSUR-3192,Ileostomy,PKG,30375-01-00,1,10000,10000,Service to PKG
Plastic Surgery,FMPSDG0009,Excision Of Supernumery Breast,PKG,31500-00-01,2,22000,22000,Service to PKG
SURGERY,FMSUR-3082,Dermoid Cyst Excision,PKG,31205-00-10,1,3500,3500,Service to PKG
SURGERY,FMSUR-3084,Removal Of Foreign Body Under L.A.,PKG,92201-00-00,DAY CASE,3300,3300,Service to PKG
Orthopedics,FMORT-0456,Biopsy Of Swelling Of Bone,PKG,50200-00-01,1,11550,11550,Service to PKG
NEUROSURGERY,FMNEU-3551,Endoscopic Lumbar Discectomy - One Level,PKG,40300-00-00,2,40000,40000,Service to PKG
SURGERY,FMSUR-3069,Low Imperforated Anus,PKG,32123-00-00,2 Days,7200,7200,Service to PKG
SURGERY,FMSUR-3132,Vagotomy With/Without Gastroenterostomy,PKG,30496-02-00,1,14000,14000,Service to PKG
Ophthalmology,FMOPT-4069,D.C.R.,PKG,42623-00-01,1,12600,12600,Service to PKG
Dental & Maxillofacial,FMDNTC0041,Removal Of Plate Or Wires Of   Old Fracture,PKG,47927-00-01,1,2500,2500,Service to PKG
OB & GYNE,FMOBG-0029,LAPAROTOMY - DIAGNOSTIC,PKG,30373-00-00,1,13000,13000,Service to PKG
Urology,PKURO-0001,Cystoscopy + Bulking Agent Injection For Reflux,PKG,37339-00-00,1,19000,19000,Service to PKG
Ophthalmology,FMOPT-2102,COMPLICATED CATRACT EXTRACTION,PKG,90077-00-11,1,17550,17550,Service to PKG
Dental & Maxillofacial,FMDNTC0017,Lingual Frenectomy (Tongue Tie),PKG,30278-02-00,1,2000,2000,Service to PKG
UROLOGY,FMURO-3009,Recircumcision Under Ga,PKG,30653-00-00,1,3300,3300,Service to PKG
OB & GYNE,FMOBG-3044,Breech Delivery (With Normal Baby),PKG,90470-00-00,1,8000,8000,Service to PKG
General Surgery,FMURO-4027,High Anal Fistula Laser Closure - 1Day,PKG,32162-00-00,1,10000,10000,Service to PKG
NEUROSURGERY,FMNEU-3601,Posterior Rhizotomy - Lumbar Or Cervical Or Thoracic,PKG,90011-02-00,1,62500,62500,Service to PKG
ENT,FMENT-3117,Rhinoplasty,PKG,45632-00-00,1,15000,15000,Service to PKG
Orthopedics,ORT-0121,Ulnar Nerve Transfer,PKG,39321-00-00,2 Days,11415,11415,Service to PKG
Orthopedics,FMORT-9094,Local Knee Injection,PKG,96205-03-00,1,800,800,Service to PKG
SURGERY,FMSUR-3157,Branching Anal Fistula And High Anal Fistula,PKG,32162-00-00,4 Days,9450,9450,Service to PKG
UROLOGY,FMURO-3016,Cystoscopy And Ureteric Catheterization (One Side Or Both Sides) Apart From Radiology,PKG,36824-00-00,1,5250,5250,Service to PKG
ENT,FMENT-3158,Myringoplasty,PKG,41530-00-01,1,10200,10200,Service to PKG
General Surgery,FMURO-4026,Low Anal Fistula Laser Closure - 1 Day,PKG,32159-00-00,1,8000,8000,Service to PKG
Surgery,FMSUR-0198,LUMBAR/VERTICAL DISC,PKG,30075-00-00, ,9900,9900,Service to PKG
UROLOGY,FMURO-3102,Total Cystectomy,PKG,37014-00-00,8-10 Days,21000,21000,Service to PKG
Orthopedics,FMORT-0541,Release Of Trigger Finger,PKG,46363-00-01,1,6300,6300,Service to PKG
Ophthalmology,FMOPT-4134,Removal Of I.O.L. (Implanted Inside),PKG,42704-00-01,1,6300,6300,Service to PKG
Ophthalmology,FMOPT-4084,Repair Of Conjunctiva Laceration,PKG,42632-02-01,DAY CASE,2340,2340,Service to PKG
NEUROSURGERY,FMNEU-3508,Posterior Cervical Fusion And Fixation - 2 Levels W/Out Implant,PKG,90011-02-00,3,85500,85500,Service to PKG
UROLOGY,FMURO-3045,Permicath Insertion For Hemodialysis,PKG,13815-01-00,1 Day,11228.8,11228.8,Service to PKG
Orthopedics,FMORT-0578,Secondary Suturing Of Wound 1St Grade,PKG,30026-00-20,DAY CASE,3990,3990,Service to PKG
Dental & Maxillofacial,DNT-0040,Excision Of Benign Tumor Mandible Or Maxillary Bone,PKG,45825-01-00,4 Days,60000,60000,Service to PKG
Dental & Maxillofacial,DNT-0034,Midface Osteotomy Le Fort  Ii,PKG,45753-00-00,4  Days,50000,50000,Service to PKG
ENT,FMENTS0002,ANTRAL PUNCTURE + WASH-BILAT,PKG,90133-00-00,1,3500,3500,Service to PKG
Radiology ,FMXRAY1447,Ir. Neuro. Tumor Embolization,PKG,35321-10-00,5,165000,165000,Service to PKG
NEUROSURGERY,FMNEU-3458,Selective Dorsal Root Rhizotomy - One Level,PKG,40330-00-00,1,62500,62500,Service to PKG
ENT,FMENT-3147,Throat Foreign Body Removal G.A.,PKG,99999-99-99,DAY CASE,2340,2340,Service to PKG
NEUROSURGERY,FMNEU-3525,Thoracic Disc Excision Transpedicular - 1 Level,PKG,48691-01-00,3,85000,85000,Service to PKG
ENT,FMENT-3100,Nasal Foreign Body Removal G.A.,PKG,99999-99-99,DAY CASE,2340,2340,Service to PKG
ENT,FMENT-3185,Thyroglossal Cyst Excision,PKG,30313-00-00,1,10000,10000,Service to PKG
NEUROSURGERY,FMNEU-3442,Micro Vascular Decompression - Other Cranial Nerves,PKG,39112-00-00,2,95000,95000,Service to PKG
SURGERY,FMSUR-3198,Colovaginal Fistula Repair,PKG,35596-00-00,2,25000,25000,Service to PKG
Cardiology,FMCAT-0047,"Permanent Pacemaker Implantation, Single",PKG,38353-00-00,6 Days,66000,66000,Service to PKG
Orthopedics,FMORT-0550,Manual Manipulat'N Sacro-Iliac,PKG,50115-00-00,1,9450,9450,Service to PKG
orthopedic,FMORT-0557,RELEASE OF TENNIS ELBOW,PKG,90595-00-00, ,12600,12600,Service to PKG
SURGERY,FMSUR-3117,Epigastric Hernia Repair,PKG,30617-01-00,1,9450,9450,Service to PKG
SURGERY,FMSUR-3094,"Inguinal, Umbilical Or Femoral Hernia",PKG,30614-02-00,2 Days,8700,8700,Service to PKG
Ophthalmology,FMOPT-4091,Corneal Transplant (Keratoplasty (Pkp)),PKG,90067-00-01,6 Days,26400,26400,Service to PKG
Ophthalmology,FMOPT-4150,Parsplana Vitrectomy,PKG,42725-00-01,1,20400,20400,Service to PKG
NEUROSURGERY,FMNEU-3667,Craniectomy - Posterior Fossa Decompression,PKG,40106-01-00,3,45000,45000,Service to PKG
Cardiology,FMCAR-9978,Permanent Pacemaker Dual Chamber Implantation,PKG,38353-00-00,3,40250,40250,Service to PKG
Ophthalmology,FMOPT-4049,Unilateral Limited Myectomy Upper Lid,PKG,90090-00-01,1,11400,11400,Service to PKG
Orthopedics,FMORT1066,Muscle Flap,PKG,45009-01-00,4,27000,27000,Service to PKG
Plastic Surgery,FMENT-3207,Pk-Upper Bleparoplasty (Skincare) Including O.R. Anaeasthesia One Night In Hospital,PKG,42584-00-01,1,9600,9600,Service to PKG
Urology,URO-0102,VARECOELECTOMY SURGICAL (ONE SIDE),PKG,30635-00-01, ,6000,6000,Service to PKG
Orthopedics,FMORT-0436,Manipulation Under G.A. Knee,PKG,50115-00-00,1,9450,9450,Service to PKG
Orthopedics,FMORT-0437,Manipulation Under G.A. Elbow,PKG,50115-00-00,1 day,9450,9450,Service to PKG
ENT,FMENT-3156,Myringatomy & Grommet (G.A.) Unilateral,PKG,41626-00-00,DAY CASE,3500,3500,Service to PKG
ENT,FMENT-3157,Myringatomy & Grommet (G.A.) Bilateral,PKG,41626-01-00,1 Day,4500,4500,Service to PKG
Ophthalmology,FMOPT-4093,Removal Of Deep Corneal F.B.,PKG,42644-04-01,DAY CASE,7500,7500,Service to PKG
NEUROSURGERY,FMNEU-3512,Occipito Cervical Posterior Fusion And Fixation W/Out Implant,PKG,90011-02-00,3,115500,115500,Service to PKG
Orthopedics,FMORT-0443,Changed Of P.O.P. ( In O.R.),PKG,96092-00-00,DAY CASE,3150,3150,Service to PKG
OB & GYNE,FMOBG-3055,LAPAROSCOPIC MYOMECTOMY,PKG,35649-01-00, ,21500,21500,Service to PKG
Orthopedics,FMORT-0241,Inj. Of Therapeutic Substance Into Joint Or Ligament,PKG,39013-01-00,DAY CASE,1260,1260,Service to PKG
Cardiology,FMCAR-3075,Excision Of Mediastinal Mass / Cyst Sternotomy,PKG,38446-03-00,2,57600,57600,Service to PKG
Endoscopy,FMSUR-3237,Laparascopic Varicocelectomy,PKG,30635-00-01,1 Day,11100,11100,Service to PKG
Dental & Maxillofacial,FMDNTC0018,Removal Of Denture Fissuratum  Small,PKG,97663-00-00,2,1400,1400,Service to PKG
Orthopedics,FMORT-0240,Arthocentesis (Jnt Aspiration),PKG,50124-00-01,1,7350,7350,Service to PKG
NEUROSURGERY,FMNEU-3333,Repair Of Simple Skull Fracture,PKG,39606-01-00,4 Days,29000,29000,Service to PKG
NEUROSURGERY,FMNEU-3343,Burr Hole And Aspiration Of Brain Abscess,PKG,39703-01-00,3,35000,35000,Service to PKG
SURGERY,FMSUR-3153,Bilateral Hernia Repair,PKG,30405-03-00,2,13000,13000,Service to PKG
Orthopedics,FMORT-0435,Manipulation Unger G.A. Shoulder,PKG,50115-00-00,1 day,9450,9450,Service to PKG
Surgery,SUR-0016,G.A. LYMPH NODE BIOPSY WITHOUT HISTOPATH,PKG,32153-00-00,Day Case,3316.155,3316.155,Service to PKG
Orthopedics,ORT-0106,G.A. Bone Swelling Biopsy Without Histopath,PKG,50200-00-01,1 Day,5075,5075,Service to PKG
Dental & Maxillofacial,FMDNTC0004,Marsupialization Of Cyst,PKG,97379-00-00,2,4500,4500,Service to PKG
Surgery,SUR-0023,L.A. Haematoma Evacuation,PKG,31500-00-01,Day Case,2387.025,2387.025,Service to PKG
ENT,FMENT-3135,Laser Tonsillectomy,PKG,41789-00-00,1,6100,6100,Service to PKG
UROLOGY,FMURO-3020,Ureteral Dilation,PKG,37303-00-00,2 DAYS,8700,8700,Service to PKG
UROLOGY,FMURO-3058,Partial Cystectomy,PKG,37000-01-00,8-10 Days,17400,17400,Service to PKG
Endoscopy,FMSUR-3072,Endoscopic Polypectomy,PKG,30478-13-00,1,3480,3480,Service to PKG
Endoscopy,FMSUR-3111,Endoscopic Sphincterotomy,PKG,30485-00-00,1,6450,6450,Service to PKG
SURGERY,FMSUR-3085,Release Of Tongue Tie Under G.A.,PKG,30278-00-00,1,4800,4800,Service to PKG
Ophthalmology,FMOPT-4173,Laser Trabeculoplasty,PKG,42782-00-01,DAY CASE,7020,7020,Service to PKG
Dental & Maxillofacial,DNT-0004,Closure Of  Facial Laceration,PKG,97377-00-00,2 Days,12000,12000,Service to PKG
SURGERY,FMSUR-3200,Closure Of Large Intestinal,PKG,30562-05-00,2,15000,15000,Service to PKG
UROLOGY,FMURO-3042,Urethral Dilatation,PKG,90358-00-00,2 DAYS,12375,12375,Service to PKG
SURGERY,FMSUR-3219,Therapeutic Bronchoscopy,PKG,41889-05-01,1,8000,8000,Service to PKG
Orthopedics,FMORT-0440,P.O.P. To Simple Fracture 2Nd Visit,PKG,96092-00-00,DAY CASE,2100,2100,Service to PKG
SURGERY,FMSUR-3226,Polysomnography (Overnight Diagnostic Test And Multiple Sleep Latency Test),PKG,12203-00-00,1,7000,7000,Service to PKG
SURGERY,FMSUR-3064,Circumcision (Less Than One Year),PKG,30653-00-00,Day Case,1280.125,1280.125,Service to PKG
Radiology ,FMXRAY1414,Ir. Us Guided Fna,PKG,90908-00-11,DAY CASE,3850,3850,Service to PKG
SURGERY,FMSUR-3130,Bowel Anastomosis Resection,PKG,30566-00-00,4 Days,16500,16500,Service to PKG
Radiology ,FMXRAY1437,Ir. Neuro. Diagnostic Cerebral Angiogram,PKG,59970-02-00,DAY CASE,38500,38500,Service to PKG
Urology,URO-0020,ENDOSCOPIC VISUAL URETHROTOMY(VIU),PKG,37324-01-00,2 Days,11000,11000,Service to PKG
SURGERY,FMSUR-3223,Polysomnography (Overnight Diagnostic Test Only),PKG,12203-00-00,1,5000,5000,Service to PKG
Vascular Surgery,VAS-0010,FEMORAL ARTERY EMBOLECTOMY,PKG,33806-09-01,2 Days,34804.17,34804.17,Service to PKG
SURGERY,FMSUR-3093,Hydrocele,PKG,30631-00-01,2 Days,7950,7950,Service to PKG
Radiology,FMXRAY1393,Ir. Permcath Insertion,PKG,13815-01-00,2,21109,21109,Service to PKG
Ophthalmology,FMOPT-4206,Intravitreal Injection With Medication,PKG,42740-03-01,2 DAYS,13612.5,13612.5,Service to PKG
Urology,URO-0039,Stricture Posterior Urethra,PKG,37303-00-00,7 Days,18000,18000,Service to PKG
SURGERY,FMSUR-3209,Left Lateral Anal Sphincterotomy,PKG,90338-00-00,1,6000,6000,Service to PKG
Endoscopy,FMENDE0031,Implantation of expandable stent (stent price not included),PKG,30491-00-00,1,4200,4200,Service to PKG
General surgery,PKSUR-0012,Cervical Lymph Node Biopsy ,PKG,30075-00-00,1,9000,9000,Service to PKG
SURGERY,FMSUR-3099,Excision Of Submandibular Gland,PKG,30256-00-00,5 Days,10000,10000,Service to PKG
UROLOGY,FMURO-3041,Unilateral Orchidopexy,PKG,37604-10-00,2 Days,7500,7500,Service to PKG
UROLOGY,FMURO-3094,Trans Obturator Tape Insertion (Tot),PKG,35599-00-00,1,15900,15900,Service to PKG
Urology,URO-0108,TESTICULAR OR SCROTAL ABCESS,PKG,37604-17-00, ,6629.055,6629.055,Service to PKG
SURGERY,FMSUR-3258,Laparascopic Nissen Fundoplication,PKG,30527-00-00,1,22000,22000,Service to PKG
Vascular Surgery,VAS-0015,Excision Anyurism Femoral Artery,PKG,33142-00-00,,35797,35797,Service to PKG
Radiology ,FMXRAY1361,Ir. Angiography Arch / Thoracic Aortogram,PKG,59903-03-00,1,16500,16500,Service to PKG
Radiology ,FMXRAY1388,Ir. Percutaneous Transhepatic Cholangiography (Ptc),PKG,30440-00-00,1,13200,13200,Service to PKG
ENT,FMENTN2038,Choanal Atresia Repair - Bilateral,PKG,45645-00-00,1,15000,15000,Service to PKG
NEUROSURGERY,FMNEU-3674,Cerebral Angiography,PKG,59970-02-00,1,15000,15000,Service to PKG
Dental & Maxillofacial,FMDNTC0030,Enucleation Of Mucocele,PKG,30283-00-00,1,2000,2000,Service to PKG
ENT,FMENTN2037,Choanal Atresia Repair - Unilateral,PKG,45645-00-00,1,9000,9000,Service to PKG
NEUROSURGERY,FMNEU-3631,Biopsy Of Muscle Or Nerve With Local Anaesthesia,PKG,30075-01-01,DAY CASE,3000,3000,Service to PKG
ENT,FMENT-3146,Lymph Node Biopsy Of Neck,PKG,30075-00-00,1,6900,6900,Service to PKG
NEUROSURGERY,FMNEU-3330,Excision Of Scalp Swelling Or Tumour,PKG,39703-01-00,1,17000,17000,Service to PKG
Ophthalmology,FMOPT-4018,Reconstruction Of Lid Laceration,PKG,90060-00-01,1,6000,6000,Service to PKG
Ophthalmology,FMOPT-4089,Pterygium Excision+Conj. Graft,PKG,42686-00-01,1,7800,7800,Service to PKG
Radiology ,FMXRAY1432,Ir. Arthogram,PKG,59751-00-00,DAY CASE,2750,2750,Service to PKG
SURGERY,FMSUR-3127,Recurrent Hernia,PKG,30614-02-00,4 Days,14000,14000,Service to PKG
Cardiology,FMCAR-3064,Renal Angiogram Both Renal Arteries,PKG,59970-03-00,DAY CASE,6000,6000,Service to PKG
Dental & Maxillofacial,FMDNTC103,Dento -  Alveolar Fracture Fixation - Iii,PKG,90530-00-00,1,5000,5000,Service to PKG
Dermatology ,FMENT-3210,Pk-Complete Cleft Lip (Skincare) Including O.R. Anaeasthesia One Night In Hospital,PKG,45695-00-00,1,14400,14400,Service to PKG
Dermatology ,FMENT-3209,Pk-In-Complete Cleft Lip (Skincare) Including O.R. Anaeasthesia One Night In Hospital,PKG,45692-00-00,1,12000,12000,Service to PKG
Endoscopy,FMSUR-3112,Endoscopic Sphincterotomy & Stone Extraction,PKG,30485-00-00,1,7950,7950,Service to PKG
Endoscopy,FMSUR-3113,Endoscopic Sphincterotomy & Stone Crushing,PKG,30485-01-00,1,9900,9900,Service to PKG
ENT,FMENTN2050,SURGERY OFTUMOUR OF NASAL -  CAVITY - BENIGN,PKG,90141-01-10,3,12000,12000,Service to PKG
ENT,FMENT-3150,Cleft Palate Repair,PKG,45710-00-00,1,14400,14400,Service to PKG
ENT,PKENT-0016,Surgical Excision Of Preauricular Sinus,PKG,30104-00-01,1,9000,9000,Service to PKG
NEUROSURGERY,FMNEU-3683,Removal Of External Ventricular Drain - Bilateral,PKG,90001-00-00,1,5000,5000,Service to PKG
NEUROSURGERY,FMNEU-3444,Stereotactic Guided Polidotomy For Motor Disorder,PKG,90007-01-00,2,98000,98000,Service to PKG
NEUROSURGERY,FMNEU-3776,Intrathecal Baclofen Injection – Screening Procedure,PKG,90020-00-00,2,20000,20000,Service to PKG
NEUROSURGERY,FMNEU-3369,Endoscopic Evacuation Of Intracerebral Hematoma,PKG,30223-00-00,2,60000,60000,Service to PKG
NEUROSURGERY,FMNEU-3439,Optic Nerve Sheeth Fenestration,PKG,42545-00-00,1,95000,95000,Service to PKG
NEUROSURGERY,FMNEU-3677,Removal Of Subdural Electrodes For Epilepsy,PKG,39136-01-00,2,55000,55000,Service to PKG
NEUROSURGERY,FMNEU-3419,Subdural Electrode Insertion For Epilepsy,PKG,40709-00-00,1,55000,55000,Service to PKG
NEUROSURGERY,FMNEU-3420,Subdural Strip Or Grids Insertion For Epilepsy,PKG,39130-00-00,1,55000,55000,Service to PKG
NEUROSURGERY,FMNEU-3421,Endoscopic Third Ventriculostomy,PKG,40012-00-00,3,55000,55000,Service to PKG
NEUROSURGERY,FMNEU-3604,Remvl Of Foreign B.& Repairing The Intraspinal Dura,PKG,90011-01-00,2,60000,60000,Service to PKG
NEUROSURGERY,FMNEU-3455,Implantation Of Intrathecal Pump Excluding The Pump,PKG,90020-00-00,1,60000,60000,Service to PKG
OB & GYNE,FMOBG-3048,Caesarian Delivery For Triplets (Uncomplicated),PKG,16520-04-00,3,19500,19500,Service to PKG
OB & GYNE,FMOBG-3025,Fothergills Operation,PKG,35595-01-00,5 Days,12750,12750,Service to PKG
Ophthalmology,FMOPT-4142,Cyclocryopexy,PKG,42806-00-01,1,9420,9420,Service to PKG
Ophthalmology,FMOPT-4068,Dacryocystectomy,PKG,42596-01-01,1 Day,5820,5820,Service to PKG
Ophthalmology,FMOPT-4098,Removal Of P.K.P. Sutures (Operation Outside Hospital),PKG,42668-00-01,DAY CASE,1380,1380,Service to PKG
Plastic Surgery,FMENT-3227,Pk-Liposuction Abdomen - Small (Skincare) Including O.R. Anaeasthesia One Night In Hospital,PKG,45584-00-00,1,9600,9600,Service to PKG
Plastic Surgery,FMENT-3230,Pk-Liposuction Lateral Thighs (Small-Medium) (Skincare) Including O.R. Anaeasthesia One Night In Hospital,PKG,45584-00-00,1,9600,9600,Service to PKG
Plastic Surgery,FMENT-3242,Pk-Liposuction Arms (Skincare) Including O.R. Anaeasthesia One Night In Hospital,PKG,45584-00-00,1,10800,10800,Service to PKG
Plastic Surgery,FMENT-3248,Pk-Thigh Lifting Including O.R. Anaeasthesia Two Night In Hospital,PKG,30168-00-00,2,18000,18000,Service to PKG
Plastic Surgery,FMPSD-2080,Gynecomastia,PKG,45548-02-02,2,8000,8000,Service to PKG
SURGERY,FMSUR-3636,MEDIASTINOSCOPY,PKG,38448-01-00, ,31000,31000,Service to PKG
SURGERY,FMSUR-3339,Emryo Transfer,PKG,13215-01-00,DAY CASE,2400,2400,Service to PKG
SURGERY,FMSUR-3087,Division Of Tongue Tie Under L.A.,PKG,30278-02-00,DAY CASE,3000,3000,Service to PKG
SURGERY,FMSUR-3098,Thyroglossal Cyst Of Fistula,PKG,90559-00-00,1,12150,12150,Service to PKG
SURGERY,FMSUR-3331,Hysterosalpingography In Or Under Ga,PKG,59712-00-00,DAY CASE,3300,3300,Service to PKG
SURGERY,FMSUR-3257,Laprascopic Hiatus Hernia,PKG,30601-01-00,6 Days,31200,31200,Service to PKG
SURGERY,FMSUR-3145,Enucleation Of Thyroid Cyst,PKG,30310-00-00,5 Days,14000,14000,Service to PKG
Surgery,MTSUR-0071,DRAINAGE OF PARI-ANAL HEMATOMA(L.A.),PKG,30223-00-00, ,1400,1400,Service to PKG
SURGERY,FMSUR-3202,Ligation Of Hemorrhoid,PKG,32135-00-00,DAY CASE,2000,2000,Service to PKG
SURGERY,FMSUR-3164,Hiatus Hernia Surgical,PKG,30601-00-00,2,18000,18000,Service to PKG
SURGERY,FMSUR-3273,Laparascopic Ovarian Drilling (Unilateral),PKG,35637-08-01,1,11100,11100,Service to PKG
UROLOGY,FMURO-3050,Tur Bladder (Tumours),PKG,36845-04-00,4 Days,11100,11100,Service to PKG
UROLOGY,FMURO-3115,Vasoepididymostomy,PKG,37619-02-00,1,24900,24900,Service to PKG
Urology,FMURO-0167,TESTICULAR PROSTESIS IMPLANTATION,PKG,37604-00-00, ,9000,9000,Service to PKG
ORTHOPAEDIC WORKSHOP,FMORW-0043,Upperarm Prosthesis (Myoelectr Ic 4 Channels),PKG,96092-00-00,2,138790,138790,Service to PKG
ORTHOPAEDIC WORKSHOP,FMORW-0042,Upperarm Prosthesis (Myoelectr Ic 2 Channels),PKG,96092-00-00,2,134010,134010,Service to PKG
Radiology ,FMXRAY1700,Cava Filter Implementation,PKG,35330-01-01,2,32343,32343,Service to PKG
ENT,FMENTE6026,Cochlear Implant Surgery,PKG,41617-00-01,1,127050,127050,Service to PKG
NEUROSURGERY,FMNEU-3767,Stereotactic Biopsy Brain,PKG,40801-00-00,2,80000,80000,Service to PKG
SURGERY,FMSUR-3350,Each Additional : Coil,PKG,99999-99-99,1,10620,10620,Service to PKG
NEUROSURGERY,FMNEU-3365,Remvl Of Foreign B.& Repairing The Intracranial Dura,PKG,92138-00-00,3,60000,60000,Service to PKG
Cardiology,FMCAR-3092,Pericardiectomy,PKG,38447-00-00,3,25000,25000,Service to PKG
Plastic Surgery,FMENT-3219,Pk-Facelift By Threading (Wire) Including O.R. Anaeasthesia One Night In Hospital,PKG,45587-00-00,1,19200,19200,Service to PKG
SURGERY,FMSUR-3173,Abdominoperineal Resection Of The Rectum,PKG,32039-00-00,3,45000,45000,Service to PKG
NEUROSURGERY,FMNEU-3571,Tethered Cord Release,PKG,40112-00-00,3,68375,68375,Service to PKG
SURGERY,FMSUR-3036,Carotid Thromboend Artrec Tomy,PKG,90223-01-00,3,11820.56,11820.56,Service to PKG
NEUROSURGERY,FMNEU-3412,Cortical Resection For Epilespy,PKG,40703-00-00,2,95000,95000,Service to PKG
Dental & Maxillofacial,DNT-0030,Secondary Repair Of Cleft Lip Or Palate,PKG,45710-00-00,3 Days,37000,37000,Service to PKG
Plastic Surgery,FMPSD-2095,TRANSPOSITION FLAP (Large),PKG,45206-09-00,DAY CASE,8500,8500,Service to PKG
INTERVENTIONAL RADIOLOGY,FMXRAY1733,IR. LUMBAR PUNCTURE,PKG,39000-00-00,1 DAY,7200,7200,Service to PKG
Radiology ,FMXRAY1378,Ir. Angioplasty Of Feomro-Popliteal Artery (Uni Lateral),PKG,32751-01-01,2,33000,33000,Service to PKG
SURGERY,FMCTS-0036,EXCISION OF CHEST WALL SINUS,PKG,30099-00-00,1,14500,14500,Service to PKG
Oncology,FMCTSS0019,Pericardial Window,PKG,38450-00-00,3,25000,25000,Service to PKG
UROLOGY,FMURO-3081,Repair Of Fracture Penis,PKG,37408-01-00,1,7500,7500,Service to PKG
SURGERY,FMSUR-3292,Laparoscopic Gastric Banding,PKG,30511-13-00,1,35000,35000,Service to PKG
ENT,FMENT-3129,Revision Of Rhinoplasty (Medium),PKG,45650-00-00,1,5000,5000,Service to PKG
Plastic Surgery,FMPSD-2094,TRANSPOSITION FLAP (Moderate),PKG,45206-09-00,DAY CASE,6500,6500,Service to PKG
Surgery,FMSUR-0134,NECK EXPLORATION,PKG,90047-01-00,2 DAYS,11131.89,11131.89,Service to PKG
NEUROSURGERY,FMNEU-3620,Repair Of Nerve Injury W/Graft,PKG,39318-00-00,1,51250,51250,Service to PKG
ENT,FMENTN2051,SURGERY OF TUMOUR OF NASAL -  CAVITY - MALIGNANT,PKG,90141-01-10,3,15000,15000,Service to PKG
Plastic Surgery,FMPSDG0004 , Reduction Mammoplasty    ,PKG,45522-00-00,2,25000,25000,Service to PKG
SURGERY,FMSUR-3175,Multiple Segmental Resection Of (Intestine) Small Bowel,PKG,30566-00-00,2,20000,20000,Service to PKG
SURGERY,FMSUR-3181,Resection Of Transverse Colon,PKG,32012-00-00,2,25000,25000,Service to PKG
Orthopedics,ORT-0112,More Repair Of Flexor Tendon Of Finger (Direct),PKG,46432-00-01,2 Days,11415,11415,Service to PKG
Plastic Surgery,FMPSD-2093,TRANSPOSITION FLAP (SMALL),PKG,45206-09-00,DAY CASE,5500,5500,Service to PKG
Cardiology,FMCAR-3088,Rib Resection Or Chest Wall Resection One Or More Ribs Without Mesh Closure,PKG,90603-03-00,2,25000,25000,Service to PKG
UROLOGY,FMURO-3063,Colposuspension,PKG,37044-01-00,1,14400,14400,Service to PKG
Dental & Maxillofacial,FMDNTC0057,Rotation Flap (Large),PKG,45200-00-00,1,5000,5000,Service to PKG
Radiology,FMXRAY1734,General anesthesia for radiology cases,PKG,92514-99-00,1,1500,1500,Service to PKG
OB & GYNE,FMOBG-3022,Classical Repair,PKG,35573-00-00,6 Days,12000,12000,Service to PKG
