Service Code,Service Name, Price,NPHIES ID,2022 Prices,2023 prices
FMIVF-0008,INVINTRO FERTILIZATION BY LAP-ROSCOPIC OOCYTE RETRIEVAL,8393,13212-00-00,10177.68752,10890.1256464
FMIVF-0005,INVINTRO FERTILIZATION BY U/S DIRECTED OOCYTE RETRIEVAL,6821,13212-00-00,8271.41744,8850.4166608
FMLAB-9553,IODINE (S.U.),340,73050-24-30,412.2976,441.158432
FMLAB-9154,IONIZED CALCIUM,440,99999-99-99,533.5616,570.910912
FMANA-0048,IPIDURAL INJECTION,68,90018-00-00,82.45952,88.2316864
FMPSYC0029,IQ,500,99999-99-99,606.3199999999999,648.7624
FMXRY-0602,IQAMA INVESTIGATION,90,99999-99-99,109.13759999999999,116.777232
FMOPTG0001,IRIDOTOMY  SIMPLE IRIDECTOMY,1740,42764-00-01,2109.9936,2257.693152
FMOPTK0010,IRIS POSITION (ARTIFICIAL EYE),875,42518-01-01,1061.06,1135.3342
FMLAB-2053,IRON,115,73050-21-10,139.4536,149.215352
FMLAB-9554,IRON (DESFERAL TEST) (U),200,73050-21-10,242.528,259.50496
FMLAB-9292,IRON BIOPSY LIVER TISSUE,896,73200-02-60,1086.52544,1162.5822208
OPT-0007,Irridectomy,6600,42764-04-01,8003.424,8563.66368
OPT-0014,Irridectomy Laser,5500,42764-04-01,6669.5199999999995,7136.3864
FMDNTS0026,IRRIGATION OR CHANGE DRAIN OF  ABCESS/SOCKET,85,97455-00-00,103.0744,110.289608
SUR-0012,Ischio Rectal Abscess I  D,2800,32174-02-00,3395.392,3633.06944
FMLAB-9086,ISLET CELL ABS. (ICA),384,73100-16-00,465.65376,498.2495232
FMLAB-9555,ISLET CELL SURFACE ABS (ICSA),200,73100-16-00,242.528,259.50496
FMLAB-9556,ISOAGGLUTININGS A1A2 B,432,73100-17-50,523.8604799999999,560.5307136
FMLAB-9557,ISOAMYLASE (ALPHA AMYLASE ISOENZYME),200,73050-03-00,242.528,259.50496
FMLAB-9558,ISONIACID / INH,380,73100-18-00,460.8032,493.05942400000004
FMDNL-0021,ISOSIT CAST NON-PRE METAL,220,99999-99-99,266.7808,285.455456
FMDNTP0005,ISOSIT JACKET CROWN,630,97629-00-00,763.9631999999999,817.440624
FMDNTP0006,ISOSIT VENEER CROWN,785,97629-00-00,951.9223999999999,1018.556968
FMXRY-0428,ISOTOPE SCAN FOLLOW-UP STUDY,900,99999-99-99,1091.376,1167.77232
FMNUR-0049,ITERMITTENT URINARY CATH,90,92206-00-00,109.13759999999999,116.777232
FMPDTO0009,IV FLUID INSERTION,100,96199-19-00,121.264,129.75248
MTOBG-0027,IV INJECTION,23,99999-99-99,27.890719999999998,29.8430704
MTOBG-0026,IV INSERTION,60,99999-99-99,72.7584,77.851488
FMIVF-0009,IVF-A-PACKAGE DEAL (LAPAROSCO-PIC ),1058,99999-99-99,1282.9731199999999,1372.7812384
FMIVF-0006,IVF-A-PACKAGE DEAL (UDOR),1058,99999-99-99,1282.9731199999999,1372.7812384
FMIVF-0010,IVF-B-PACKAGE DEAL (LAPAROSCO-PIC ),7346,99999-99-99,8908.05344,9531.6171808
FMIVF-0007,IVF-B-PACKAGE DEAL (UDOR),5775,99999-99-99,7002.996,7493.205720000001
FMIVF-0020,IVF-GIFT COMBINED,8921,13215-00-00,10817.96144,11575.218740799999
FMIVF-0021,IVF-GIFT-A-PACKAGE DEAL,1058,13215-00-00,1282.9731199999999,1372.7812384
FMIVF-0022,IVF-GIFT-B-PACKAGE DEAL,7871,13215-00-00,9544.68944,10212.8177008
FMLAB-9559,JAPAN B ENCEPHALITIS ABS,400,73100-21-00,485.056,519.00992
FMNBD-0005,JAUNDICE METER,65,30493-00-00,78.82159999999999,84.339112
FMPDT-0177,JAUNTICE METER,30,99999-99-99,36.3792,38.925744
MTORT-0158,JOINT WASHOUT1,380,99999-99-99,460.8032,493.05942400000004
FMORT-0519,K WIRE UNDER LOCAL ANAESTHESIA SUBCUTANEOS,620,47927-00-01,751.8367999999999,804.465376
FMLAB-6010,K.O.H. PREPARATION (FUNGUS EXAMINATION),94,99999-99-99,113.98816,121.9673312
FMDER-0044,KERATOLITIC APPLICATION - ARM,390,90660-00-00,472.9296,506.034672
FMDER-0043,KERATOLITIC APPLICATION - FACE,245,99999-99-99,297.0968,317.893576
FMDER-0045,KERATOLITIC APPLICATION - LEGS,610,99999-99-99,739.7103999999999,791.490128
FMDNTF0013,KETAC FILLING ONE SURFACE,320,97417-00-00,388.0448,415.207936
FMDNTF0014,KETAC FILLING TWO SURFACE,410,97522-01-00,497.1824,531.985168
FMLAB-2095,KETONES AND SUGAR IN URINE,100,73050-00-00,121.264,129.75248
FMURO-0097,KIDNEY PUNCTURE  DRAINAGE,1160,36537-01-01,1406.6624,1505.128768
FMXRY-0063,KNEE AP. LAT.,290,57518-01-11,351.6656,376.282192
FMXRY-0066,KNEE AP. LAT.SP.VIEW,290,55828-00-01,351.6656,376.282192
FMORW-0048,KNEE EXARTICULATION PROSTHESIS,44575,96092-00-00,54053.428,57837.167960000006
FMORW-0049,KNEE EXTARTICULATION WITH TEH  LINA KNEE,50720,96092-00-00,61505.1008,65810.45785600001
FMORW-0068,KNEE ORTHOSIS DONJOY,8470,96092-00-00,10271.0608,10990.035056
FMORW-0066,KNEE ORTHOSIS FREE KNEE RADL,8470,96092-00-00,10271.0608,10990.035056
FMORW-0067,KNEE ORTHOSIS JOINT KNEE,11545,96092-00-00,13999.9288,14979.923816
FMORW-0065,KNEE ORTHOSIS SYNCHRON 600,2320,96092-00-00,2813.3248,3010.257536
FMXRY-0068,KNEE STRESS (ONE SIDE),200,57518-01-11,242.528,259.50496
FMORW-0134,KNEE SUPPORT,165,96092-00-00,200.0856,214.09159200000002
FMXRY-0067,KNEE TUNNEL FRIK POSITION,150,57518-01-11,181.896,194.62872
ORT-0012,L.A. 2 K Wire Removal,800,47927-00-01,970.112,1038.01984
SUR-0023,L.A. Haematoma Evacuation,1650,99999-99-99,2000.856,2140.91592
SUR-0014,L.A. Lymph Node Biopsy,1430,30075-00-00,1734.0752,1855.460464
FMLAB-3019,L.H,300,73050-17-00,363.792,389.25744
FMLAB-7012,LAB CHECK-UP [CBC ESR FBS CHOL. TRIGLY. CREAT. SGPT SGOT URINE  STOOL ANALYSIS],980,73100-00-90,1188.3872,1271.574304
HCLAB-0002,LAB TECHNICIAN MULTIPLE VISITS,310,99999-99-99,375.91839999999996,402.232688
HCLAB-0001,LAB TECHNICIAN VISIT,210,99999-99-99,254.65439999999998,272.480208
MTOBG-0015,LABIAL CYST EXCISION,1433,99999-99-99,1737.71312,1859.3530384
EXOBG-0012,LABIAL CYST EXCISION G.A.,296,99999-99-99,358.94144,384.0673408
MTOBG-0018,LABIAL CYST INCISION,566,99999-99-99,686.35424,734.3990368000001
FMDNTC0016,LABIAL FRENECTOMY,610,30281-01-00,739.7103999999999,791.490128
FMDNTS0049,LABIAL FRENECTOMY,1215,30281-01-00,1473.3575999999998,1576.492632
FMSUR-0306,LABPAROSCOPIC GASTRICTOMY,3600,99999-99-99,4365.504,4671.08928
FMENTE5001,LABYRINTHECTOMY,2780,41572-00-01,3371.1391999999996,3607.118944
OPT-0010,Lacrimal Canaliculum Probing,1650,42614-01-00,2000.856,2140.91592
OPT-0027,Lacrimal Canaliculum Reconst,7500,90088-00-01,9094.8,9731.436
FMOPTI0006,LACRIMAL DUCT PROBING,115,42614-01-00,139.4536,149.215352
FMXRY-0423,LACRIMAL DUCT SCINTIGRAPHY,900,61495-00-01,1091.376,1167.77232
FMXRY-1035,LACRIMAL DUCT SCITIGRAPHY,600,99999-99-99,727.584,778.51488
FMLAB-9560,LACRIMAL GLAND ABS,340,73050-39-70,412.2976,441.158432
FMOPTI0008,LACRIMAL GLAND BIOPSY,930,30075-35-01,1127.7551999999998,1206.698064
OPT-0011,Lacrimal Gland Biopsy,2970,30075-35-01,3601.5407999999998,3853.648656
FMOPTI0010,LACRIMAL INTUBATION,1305,42707-00-01,1582.4951999999998,1693.2698639999999
FMLAB-9179,LACTIC  ACID (LACTATE) (PCSF),404,99999-99-99,489.90655999999996,524.2000191999999
FMLAB-9562,LAMBLIA ABS,152,73100-22-10,184.32128,197.22376960000003
OPT-0035,Lamellar Keratoplasty,13650,42659-00-01,16552.536,17711.21352
FMORT-0517,LAMINECTOMY,3475,90024-00-00,4213.924,4508.89868
NEU-0018,Laminectomy for Stenosis,19800,90024-00-00,24010.271999999997,25690.991039999997
ORT-0066,Laminectomy- Laser Conclusive,16800,48654-00-00,20372.352,21798.41664
ORT-0062,Laminectormy  Lumbar Disectomy Recurrent One Level,15000,40303-00-00,18189.6,19462.872
FMLAB-9316,LAMOTRIGIN (LAMICTAL),836,73300-01-50,1013.76704,1084.7307328
FMPSYB0059,LANGUAGE 6 SESSION,640,99999-99-99,776.0896,830.415872
FMPSYB0056,LANGUAGE PER SESSIONS,155,99999-99-99,187.95919999999998,201.116344
FMLAB-9564,LAP (LEUCINE AMINO PEPTIDASE),104,73050-22-90,126.11456,134.9425792
FMSUR-0305,LAP CHOLIDOCHO-DUODENOSTOMY,3600,99999-99-99,4365.504,4671.08928
SUR-0050,Lap. Appendectomy,9900,30572-00-00,12005.135999999999,12845.495519999999
SUR-0049,Lap. Cholecystectomy,11800,30445-00-00,14309.152,15310.792640000001
SUR-0066,Lap. Closure of Perforated of D.U.,12000,30375-10-00,14551.679999999998,15570.2976
FMSUR-0273,LAP. CLOSURE PERF PEPTIC ULCER,2648,99999-99-99,3211.0707199999997,3435.8456704
OBG-0046,Lap. Hysterectomy/Myomectomy,11550,35653-01-00,14005.992,14986.411440000002
SUR-0051,Lap. Inguinal Hernia Repair w/o Mesh,9450,30609-02-00,11459.448,12261.60936
OBG-0025,Lap. Ovarian Cystectomy,11350,35638-04-00,13763.464,14726.906480000001
FMSUR-0312,LAP. REPAIR OF PARA UMBILICAL HERNIORAPHY,2320,99999-99-99,2813.3248,3010.257536
SUR-0098,Lap. Vagotomy  Gastrojejunostomy,15000,30496-02-00,18189.6,19462.872
FMSUR-0296,LAP.RELEASE OF GASTRIC BANDING,2015,99999-99-99,2443.4696,2614.512472
FMSUR-0232,LAPARASCOPIC APPENDECTOMY,2375,99999-99-99,2880.02,3081.6214
SUR-0071,Laparoscopic Adhesolysis,9900,30393-00-00,12005.135999999999,12845.495519999999
FMSUR-0255,LAPAROSCOPIC ADRENALECTOMY,4632,99999-99-99,5616.94848,6010.1348736
FMSUR-0238,LAPAROSCOPIC APPENDECTOMY,2375,99999-99-99,2880.02,3081.6214
FMSUR-0299,LAPAROSCOPIC ASSISTED HEMECOLECTOMY RIGHT/LEFT,3600,99999-99-99,4365.504,4671.08928
FMSUR-0245,LAPAROSCOPIC BILATERAL HERNIO-RHAPY,3244,99999-99-99,3933.8041599999997,4209.1704512
FMSUR-0303,LAPAROSCOPIC BILIARY PANCREATIC DIVERSION W/DUODENAL SWITCH,4080,99999-99-99,4947.571199999999,5293.901183999999
FMSUR-0256,LAPAROSCOPIC BIOPSY OF HEP.LES,2320,99999-99-99,2813.3248,3010.257536
FMSUR-0310,LAPAROSCOPIC CARIOD MYOTOMY,3280,99999-99-99,3977.4592,4255.881344
FMSUR-0241,LAPAROSCOPIC CHOLE. W/ADHESIONOF CBD  INSRTN. OF T-TUBE,4632,99999-99-99,5616.94848,6010.1348736
MTSUR-0082,LAPAROSCOPIC CHOLECYSCTOMY,2400,99999-99-99,2910.336,3114.05952
FMSUR-0231,LAPAROSCOPIC CHOLECYSTECTOMY,4000,99999-99-99,4850.5599999999995,5190.0992
FMSUR-0237,LAPAROSCOPIC CHOLECYSTECTOMY,4000,99999-99-99,4850.5599999999995,5190.0992
FMSUR-0235,LAPAROSCOPIC CHOLYCYSTECTOMY  WITH EXPLOR.OF CBD  INS.OF T.,9268,99999-99-99,11238.747519999999,12025.4598464
FMSUR-0321,LAPAROSCOPIC DISTAL PANCREATECTOMY WITH SPLEAN PERSERVATION,25000,99999-99-99,30316.0,32438.120000000003
FMIVF-0032,LAPAROSCOPIC EXAM FOR INFERTI-LITY,1579,30390-00-00,1914.75856,2048.7916592
FMOBG-0175,LAPAROSCOPIC EXAM.(INFERTILITY,1241,30390-00-00,1504.8862399999998,1610.2282768
FMOBG-0024,LAPAROSCOPIC EXAMINATION,1125,30390-00-00,1364.22,1459.7154
FMSUR-0286,LAPAROSCOPIC FUNDOPLICATION,4500,99999-99-99,5456.88,5838.8616
FMSUR-0301,LAPAROSCOPIC GASTRIC BANDING,4080,99999-99-99,4947.571199999999,5293.901183999999
FMSUR-0300,LAPAROSCOPIC GASTRIC BYPASS,4080,99999-99-99,4947.571199999999,5293.901183999999
FMSUR-0304,LAPAROSCOPIC GASTRO-JEJUNOSTROMY,3600,99999-99-99,4365.504,4671.08928
MTSUR-0076,LAPAROSCOPIC HERNIORRAPHY,2320,99999-99-99,2813.3248,3010.257536
FMSUR-0233,LAPAROSCOPIC HERNIORRHAPHY,2320,99999-99-99,2813.3248,3010.257536
FMSUR-0239,LAPAROSCOPIC HERNIORRHAPHY,2320,99999-99-99,2813.3248,3010.257536
FMSUR-0275,LAPAROSCOPIC INTRA-PERITONEAL INSERTION OF VP SHUNT,1105,99999-99-99,1339.9671999999998,1433.764904
FMSUR-0240,LAPAROSCOPIC LYSIS OF PERITON-EAL ADHESION,2780,99999-99-99,3371.1391999999996,3607.118944
FMOBG-174,LAPAROSCOPIC MYOMECTOMY,2974,99999-99-99,3606.3913599999996,3858.8387552
FMOBG-0176,LAPAROSCOPIC OPER.(INFERTILITY,2070,30390-00-00,2510.1648,2685.8763360000003
FMIVF-0033,LAPAROSCOPIC OPERATION FOR    INFERTILITY,2633,30390-00-00,3192.88112,3416.3827984000004
FMSUR-0293,LAPAROSCOPIC OVARIAN CYSTECTOMY,2700,99999-99-99,3274.1279999999997,3503.31696
MTOBG-0030,LAPAROSCOPIC OVARIAN DRILLING,3000,99999-99-99,3637.9199999999996,3892.5744
FMSUR-0243,LAPAROSCOPIC REP.HIATUS HERNIA,2780,99999-99-99,3371.1391999999996,3607.118944
FMSUR-0309,LAPAROSCOPIC SLEEVE GASTRICTOMY,3600,99999-99-99,4365.504,4671.08928
FMSUR-0246,LAPAROSCOPIC SPERMATIC VIEN   LIGATION,1740,99999-99-99,2109.9936,2257.693152
FMSUR-0307,LAPAROSCOPIC SPLENECTOMY,4000,99999-99-99,4850.5599999999995,5190.0992
FMSUR-0319,LAPAROSCOPIC SPLENECTOMY  DEVOSCULARIZATION,20000,99999-99-99,24252.8,25950.496
FMSUR-0320,LAPAROSCOPIC TME WITH COLON ANASTMOSIS,20000,99999-99-99,24252.8,25950.496
FMSUR-0244,LAPAROSCOPIC VAGOTOMY  PYLO- ROPLASTY,3244,99999-99-99,3933.8041599999997,4209.1704512
MTSUR-0079,LAPAROSCOPIC VARICOCELE,3048,99999-99-99,3696.1267199999998,3954.8555904
URO-0015,Laparoscopic Varicocele,6500,30390-00-00,7882.16,8433.9112
FMURO-0184,LAPAROSCOPIC VARICOSILECTOMY,2200,90405-01-00,2667.808,2854.55456
FMSUR-0155,LAPAROSCOPY,2420,99999-99-99,2934.5888,3140.010016
FMOBG-0025,LAPAROSCOPY - OPERATION,1800,30390-00-00,2182.752,2335.54464
SUR-0032,Laparoscopy (Diagnostic),8700,30390-00-00,10549.967999999999,11288.46576
OBG-0007,Laparoscopy (Not Infertility Investigations-exploration,3700,30390-00-00,4486.768,4800.84176
FMOBG-0159,LAPAROSCOPY PREOPERATIVE,416,30390-00-00,504.45824,539.7703168
FMOBG-0026,LAPAROSCOPY STERILIZATION,2070,35688-00-00,2510.1648,2685.8763360000003
FMOBG-0107,LAPAROSCOPY W/ SALPINGOTOMY,2070,35638-06-01,2510.1648,2685.8763360000003
FMOBG-0047,LAPAROTOMY  APPENDECTOMY,2441,30571-00-00,2960.05424,3167.2580368
FMOBG-0029,LAPAROTOMY - DIAGNOSTIC,2205,30373-00-00,2673.8712,2861.0421840000004
FMSUR-0311,LAPAROTOMY FOR EXCISION RETROPERITONIAL SARCOMA,4080,99999-99-99,4947.571199999999,5293.901183999999
FMSUR-0234,LAPARSCOPIC OF LYSIS OF PERI- TONEAL ADHESION,4632,99999-99-99,5616.94848,6010.1348736
SUR-0086,Laporotomy Exploration w/ Procedure,11550,30373-00-00,14005.992,14986.411440000002
SUR-0070,Laporotomy without Procedure,7100,30373-00-00,8609.743999999999,9212.42608
SUR-0099,Laproscopic Diaphrag Hernia,12000,30601-00-00,14551.679999999998,15570.2976
SUR-0106,Laproscopic Fundoplication,15650,30527-00-00,18977.816,20306.26312
FMSUR-0279,LAPROSCOPY HYPATID CYST       (HEPATIC LESSION),3360,99999-99-99,4074.4703999999997,4359.683328
MTPSD-0055,LARGE AREA FOR HAIR REMOVAL,2330,99999-99-99,2825.4512,3023.2327840000003
FMERDA0065,LARGE DRESSING,125,30055-00-30,151.57999999999998,162.1906
FMNUR-0006,LARGE DRESSING,140,30055-00-30,169.7696,181.653472
SUR-0046,Large Incisional Hernia w/out mesh - surgical,8400,30403-00-00,10186.176,10899.20832
FMPSDJ0034,LARGE LESSION OF PORT WINE     STAIN  HAEMANGIOMA,2100,45033-06-00,2546.544,2724.80208
FMENTL0016,LARYNGOPLASTY,2780,90150-00-00,3371.1391999999996,3607.118944
SMOPTH0009,LASER,1120,99999-99-99,1358.1568,1453.227776
FMOBG-0150,LASER - OB/GYN.MAJOR PROCEDURE,2483,99999-99-99,3010.98512,3221.7540784
FMOBG-0149,LASER - OB/GYN-MINOR PROCEDURE,829,99999-99-99,1005.27856,1075.6480592
FMDER-0203,LASER ABLATION EXTRA LARGE,2940,30192-00-10,3565.1616,3814.722912
FMDER-0202,LASER ABLATION LARGE AREA,1480,30192-00-10,1794.7071999999998,1920.3367039999998
FMDER-0201,LASER ABLATION MEDIUM AREA,1040,30195-02-00,1261.1455999999998,1349.425792
FMDER-0200,LASER ABLATION SMALL AREA,755,30195-02-00,915.5432,979.631224
FMENTN2057,LASER APPLIC.TO INFER.TURBINA-,2320,41674-00-00,2813.3248,3010.257536
FMENTN2056,LASER APPLIC.TO INT.TURBINATES,1740,41674-00-00,2109.9936,2257.693152
FMENTL0021,LASER ARETENOIDECTOMY,3092,41867-00-00,3749.48288,4011.9466816000004
FMENTN2058,LASER ARETENOIDECTOMY,3092,41867-00-00,3749.48288,4011.9466816000004
FMIVF-0037,LASER ASSISTED HATCHING,956,99999-99-99,1159.28384,1240.4337088000002
FMENTP3011,LASER ASSISTED UVULOPALATOPLAS,3000,41786-00-00,3637.9199999999996,3892.5744
FMENTP3012,LASER ASSISTED UVULOPALATOPLAS,2800,41786-01-00,3395.392,3633.06944
ENT-0035,Laser Assited Uveloplatoplasty (LAUP),6000,41786-00-00,7275.839999999999,7785.1488
FMENTL0020,LASER BIOPSY OF THE LARYNX,2555,41849-00-00,3098.2952,3315.1758640000003
FMENTD0009,LASER BIOSY ANY ORGAN,2320,99999-99-99,2813.3248,3010.257536
FMOPTH0013,LASER CAPSULECTOMY,2848,90077-00-01,3453.59872,3695.3506304000002
FMNEU-0178,LASER DISCECTOMY,4080,39709-02-00,4947.571199999999,5293.901183999999
NEU-0002,Laser Discectomy,17325,40300-00-00,21008.987999999998,22479.617159999998
FMURO-0179,LASER ENDOPYELOTOMY,2656,11921-00-00,3220.77184,3446.2258688
FMENTP3007,LASER EXCISSION OF BENIGN TUM.,2900,52035-00-00,3516.656,3762.8219200000003
FMENTO0016,LASER EXCISSION OF MALIGNANT,3704,90135-00-00,4491.61856,4806.0318592
FMENTP3009,LASER EXCISSION OR LINGUAL,2205,30278-00-00,2673.8712,2861.0421840000004
FMOPTH0008,LASER FOR RETINOPATHY 1 SETTING,1790,42809-00-01,2170.6256,2322.569392
FMOPTH0009,LASER FOR RETINOPATHY 2 SETTING,1704,42809-00-01,2066.3385599999997,2210.9822591999996
FMOPTH0010,LASER FOR RETINOPATHY 3 OR> SETTING,2952,42809-00-01,3579.71328,3830.2932096
FMOPTH0012,LASER IRIDOTOMY,2848,42764-00-01,3453.59872,3695.3506304000002
FMENTL0019,LASER MICROSURGERY OF THE LARY,4076,41861-00-00,4942.72064,5288.7110848
FMENTL0018,LASER MIRCOSURGERY OF LARYNX,2555,41861-00-00,3098.2952,3315.1758640000003
FMOBG-0148,LASER MODERATE PROCEDURE,1654,99999-99-99,2005.7065599999999,2146.1060192
FMENTP3006,LASER PALATOPLASTY,4632,57942-00-00,5616.94848,6010.1348736
OPT-0006,Laser Photocoagulation / Eye,1650,42809-00-01,2000.856,2140.91592
FMSUR-0208,LASER SESSION (SUFER.LOW ENER),180,99999-99-99,218.27519999999998,233.554464
FMENTE6025,LASER STAPEDECTOMY,4900,41608-00-01,5941.936,6357.87152
FMPTD-2150,LASER THERAPHY SCANNER,270,99999-99-99,327.4128,350.331696
FMPTD-2098,LASER THERAPY,170,99999-99-99,206.1488,220.579216
FMDER-0100,LASER THERAPY APPLICATION FOR  DERMA.  ACUPUNCTURE 10 SESS.,2440,96155-00-00,2958.8415999999997,3165.960512
FMENTP3005,LASER TONSILLECTOMY,1740,41789-00-00,2109.9936,2257.693152
FMENTP3017,LASER TONSILLOTOMY,2965,99999-99-99,3595.4775999999997,3847.161032
FMOPTH0011,LASER TRABECULOPLASTY,1740,42782-00-01,2109.9936,2257.693152
FMDER-0219,LASER TREATMEN LARGE AREA,2330,30195-02-00,2825.4512,3023.2327840000003
FMDER-0133,LASER TREATMENT  LARGE AREA,2675,30195-02-00,3243.812,3470.8788400000003
FMDER-0134,LASER TREATMENT  MEDIUM AREA,2330,30195-02-00,2825.4512,3023.2327840000003
FMDER-0135,LASER TREATMENT  SMALL AREA,755,30195-02-00,915.5432,979.631224
FMDER-0179,LASER TREATMENT CELLATH./SESS.,260,30195-02-00,315.28639999999996,337.356448
FMDER-0220,LASER TREATMENT EXT.LARGE AREA,2675,30195-02-00,3243.812,3470.8788400000003
FMDER-0194,LASER TREATMENT EXTRA LARGE,3675,30195-02-00,4456.452,4768.40364
FMDER-0218,LASER TREATMENT MEDIUM AREA,1485,30195-02-00,1800.7703999999999,1926.824328
FMURO-0202,LASER URETERAL MEATOTOMY,3500,99999-99-99,4244.24,4541.3368
FMENTO0015,LASER UVULECTOMY,1325,41810-01-00,1606.7479999999998,1719.2203599999998
FMSUR-0281,LASER-FISSURECTOMY,1345,99999-99-99,1631.0008,1745.1708560000002
FMSUR-0283,LASER-FISTULECTOMY-HIGH,2940,99999-99-99,3565.1616,3814.722912
FMSUR-0282,LASER-FISTULECTOMY-LOW,1745,99999-99-99,2116.0568,2264.180776
FMSUR-0280,LASER-HAEMORRHOIDECTOMY,1870,99999-99-99,2267.6367999999998,2426.371376
FMSUR-0284,LASER-SPHINCTEROTOMY,1610,99999-99-99,1952.3503999999998,2089.014928
FMORT-0650,LAT. RETINACULAR RELEASEKNEE,1000,49560-02-01,1212.6399999999999,1297.5248
FMDNTP0055,LATERAL TRAINING FLANGE,1555,97812-01-00,1885.6552,2017.6510640000001
FMPSDJ0017,LATISMUS DORSI MUSCLE FLAP,3568,45009-01-00,4326.69952,4629.5684864
FMOBG-0202,LAVIAL SEPARATION,675,35533-00-00,818.5319999999999,875.82924
FMNEU-0073,LAZER DISSECTOMY,4632,40300-00-00,5616.94848,6010.1348736
FMPSYB0050,LD 5 SESSIONS,695,99999-99-99,842.7847999999999,901.779736
FMPSYB0049,LD PER SESSION,220,99999-99-99,266.7808,285.455456
FMLAB-2054,LDH (Lactate Dehydrogenase),175,73050-21-80,212.212,227.06684
FMLAB-9565,LDH ISOENZYME,216,73050-21-90,261.93023999999997,280.2653568
FMLABM0022,LEAD (B OR U),520,99999-99-99,630.5727999999999,674.712896
FMSUR-0260,LEFT CAROTID THROMBOEND ARTRECTOMY,7056,99999-99-99,8556.38784,9155.3349888
FMCAT-0008,LEFT HEART CAHTETERIZATION,1200,38203-00-00,1455.168,1557.02976
FMCARS0013,LEFT HEART CATHETERIZATION,1200,38203-00-00,1455.168,1557.02976
MTSUR-0039,LEFT LATERAL ANAL SPHINCTEROTOMY (G.A.),2675,99999-99-99,3243.812,3470.8788400000003
FMLAB-9272,LEGIONELLA ABS.,1395,99999-99-99,1691.6327999999999,1810.047096
FMLAB-9569,LEGIONELLA PNEUMOPHILA PCR,1600,73050-55-80,1940.224,2076.03968
FMLAB-9568,LEGIONELLA PNEUMPHILA ANTIGEN,310,73050-55-80,375.91839999999996,402.232688
FMLAB-9566,LEISHMANIA SEROLOGY,620,73100-24-40,751.8367999999999,804.465376
FMORT-0784,LENGTHENING  OF THE ROD BY SCOLIOSIS,1190,99999-99-99,1443.0416,1544.0545120000002
FMLAB-3045,LEPTIN,600,73000-00-40,727.584,778.51488
FMLAB-9202,LEPTOSPIRA ABS.,704,73100-24-50,853.6985599999999,913.4574592
FMENDE0068,LES MANOMETRY + IMPEDENCE,2740,99999-99-99,3322.6335999999997,3555.217952
FMDER-0029,LESION SMEAR,95,99999-99-99,115.2008,123.26485600000001
FMLAB-1088,LEUCOCYTE  COUNT  DIFFERENTIAL,136,99999-99-99,164.91904,176.4633728
FMORT-0397,LEUCOTAP BANDAGE,400,96092-00-00,485.056,519.00992
FMLAB-1075,LEUKOCYTE FILTER,188,99999-99-99,227.97632,243.9346624
FMLABM0068,LEVETIRAZETAM,715,99999-99-99,867.0376,927.730232
MTOPT-0037,LID ABSCESS,270,99999-99-99,327.4128,350.331696
FMLAB-4022,LIDOCAINE,345,73300-01-60,418.3608,447.646056
FMPSYB0039,LIEBOWITZ SOCIAL PHOBIA SCALE,270,99999-99-99,327.4128,350.331696
FMPSDE0014,LIFTING FACE EYELIDS BLEPHARO- PLASTY,2552,45614-00-01,3094.65728,3311.2832896
MTSUR-0038,LIGATION  OF PERFORANTUS VEINS,3200,99999-99-99,3880.448,4152.07936
FMCTS-0046,LIGATION OF PATENT DUCTUS      ARTERIOSOUS,4650,38700-01-00,5638.776,6033.49032
FMSUR-0035,LIGATION OF PERFORANTUS VEINS,585,99999-99-99,709.3944,759.0520080000001
MTVAS-0001,LIGATION OF PERFORATOR VEIN,2844,99999-99-99,3448.7481599999996,3690.1605311999997
FMPDS-0022,LIGATION OF UMBILICAL POLYP,80,90663-00-00,97.0112,103.801984
URO-0032,Ligation Varicocele (Both Side),6500,30635-00-01,7882.16,8433.9112
URO-0031,Ligation Varicocele (One Side) surgery,4750,30635-00-01,5760.04,6163.2428
FMXRY-0264,LIMBAL RING FOR INTR. F.B.,290,99999-99-99,351.6656,376.282192
FMENTN2040,LIMITED RHINOPLASTY,2900,45638-00-00,3516.656,3762.8219200000003
FMDNTC0017,LINGUAL FRENECTOMY (TONGUE TIE),735,30278-00-00,891.2904,953.680728
FMDNTS0050,LINGUAL FRENECTOMY(TONGUE TIE),1555,30278-00-00,1885.6552,2017.6510640000001
FMDNTI0039,LINKOW 10 WITH 1 PFOSTEN,1820,99999-99-99,2207.0047999999997,2361.495136
FMDNTS0222,LINKOW 10 WITH 1 PFOSTEN,1820,99999-99-99,2207.0047999999997,2361.495136
FMDNTI0041,LINKOW 10 WITH 2 PFOSTEN,2280,99999-99-99,2764.8192,2958.356544
FMDNTS0224,LINKOW 10 WITH 2 PFOSTEN,2280,99999-99-99,2764.8192,2958.356544
FMDNTI0038,LINKOW WITH 1 PFOSTEN,1215,99999-99-99,1473.3575999999998,1576.492632
FMDNTS0221,LINKOW WITH 1 PFOSTEN,1215,99999-99-99,1473.3575999999998,1576.492632
FMDNTI0040,LINKOW WITH 2 PFOSTEN,1819,99999-99-99,2205.79216,2360.1976112
FMDNTS0223,LINKOW WITH 2 PFOSTEN,1819,99999-99-99,2205.79216,2360.1976112
FMLAB-2055,LIPASE,165,73050-23-00,200.0856,214.09159200000002
