Unified Code,Unified Description,Type,SBS V2,LOS,2025 Price,Discount 3 years contract,2026 Price,2027 Price
FMXRAY-1505,GA-67 CITRATE WBS INFECTION IMAGING,Radiology,61429-00-00,-,2836.0,0.15,3120.0,3400.0
FMURO-3013,Trus & Biopsy,PKG,36836-00-00,day case,2835.0,0.0,3119.0,3399.0
FMENT-3134,ADENOIDECTOMY,PKG,41801-00-00,1,2828.1225,0.0,3111.0,3391.0
DNT-0009,CLOSED REDUCTION OF NASAL BONE FRACTURES,PKG,47738-00-00,2,2828.1225,0.0,3111.0,3391.0
FMURO-3004,Cystoscopy,PKG,36812-00-00,1,2828.1225,0.0,3111.0,3391.0
URO-0002,Cystourethroscopy,PKG,36812-00-00,2,2828.1225,0.0,3111.0,3391.0
FMURO-3007,Meatotomy Under Ga,PKG,37321-00-00,1,2828.1225,0.0,3111.0,3391.0
FMORT-0421,Removal Of Ingrown Toe Nail,PKG,47915-00-01,day case,2828.1225,0.0,3111.0,3391.0
SUR-0114,ZADEK'S Pocedure,PKG,47918-00-01,4,2828.1225,0.0,3111.0,3391.0
FMXRAY1410,Ir. Pain Block-Bilateral,PKG,92512-99-02,DAY CASE,2822.0,0.0,3104.0,3384.0
FMXRAY1468,Nm. V/Q Lung (Perfusion & Ventillation),Radiology,61348-00-00,-,2822.0,0.15,3104.0,3384.0
FMEND-9522,FLEXIBLE BRONCHOSCOPY,Service,41889-05-01,-,2813.0,0.15,3094.0,3373.0
FMDNTC106,Chin Bone Harvest,PKG,48239-00-00,day Case,2803.5,0.0,3084.0,3361.0
FMDNTS0129,Excision Of Tongue (Partial),PKG,41779-01-00,day case,2803.5,0.0,3084.0,3361.0
FMDNTC0021,Remov. Of Tores Palatinus Lrge,PKG,45825-00-00,1,2803.5,0.0,3084.0,3361.0
MTPSD-0013,Scar Revosion Medium (L.A.),PKG,45515-00-00,DAY case,2803.5,0.0,3084.0,3361.0
FMORW-0001,ORTHOSIS I,Service,96092-00-31,-,2799.09,0.15,3079.0,3356.0
FMERDC0026,AMBULANCE TO KUNFUDA DOCTOR    NURSE,Service,99999-99-99,-,2795.0,0.15,3075.0,3351.0
FMXRAY1503,Nm. Octreotide Scan,Radiology,61369-00-00,-,2793.0,0.15,3072.0,3349.0
FMXRAY-0459,WBS WITH IN-111 CL,Radiology,61369-00-00,-,2793.0,0.15,3072.0,3349.0
FMXRAY-0462,WBS WITH TC-99 M - HIG,Radiology,61433-00-00,-,2793.0,0.15,3072.0,3349.0
FMXRAY1480,NM. Renal (MAG3 scan),Radiology,61386-00-00,-,2790.0,0.15,3069.0,3345.0
FMPDT-0191,Porta Cath Insertion,Service,13815-00-00,-,2775.0,0.15,3053.0,3327.0
FMENTE6038,PROGRAMMABLE HEARING AID FITTING (BASIC),Service,41557-02-01,-,2773.98,0.15,3051.0,3326.0
FMERDC0025,"Ambulance Service - With Nurse Or Emt/ Paramedic, 400 - 800 Km (Single Trip)",Service,83520-00-00,-,2768.41,0.15,3045.0,3319.0
FMOPT-4119,Corneal Ring Removal (Done Outside),PKG,42644-04-01,DAY CASE,2760.0,0.0,3036.0,3309.0
FMENDE0036,Extraction of 5 or more bile duct stones,Service,30485-01-00,-,2757.0,0.15,3033.0,3306.0
FMOBG-0082,SALPINGO OOPHORECTOMY-UNILAT.,Service,35713-11-00,-,2757.0,0.15,3033.0,3306.0
FMENTE6048,AUDIO BRAIN EVOKED RESPONSE,Service,11300-00-00,-,2756.25,0.15,3032.0,3305.0
FMENT-3105,Fracture Nose,PKG,41686-00-00,DAY CASE,2748.0,0.0,3023.0,3295.0
FMORT-0594,Cervical Rhizotomy Level I,Service,40330-00-00,-,2746.0,0.15,3021.0,3292.0
FMORT-0593,Lumbar Percutaneous Rhizotomy Level II,Service,40330-00-00,-,2746.0,0.15,3021.0,3292.0
SUR-0010,Excision of perianal skin tag – GA,PKG,32142-00-00,day case,2745.75,0.0,3020.0,3292.0
ENT-0003,Excision of uvula - GA,PKG,41810-01-00,day case,2745.75,0.0,3020.0,3292.0
FMSUR-1038,Excisn Of Sebaceous Cyst Mtpl,PKG,30223-01-20,1,2745.75,0.0,3020.0,3292.0
FMENT-3253,Middle turbinectomy,PKG,41689-00-00,1,2745.75,0.0,3020.0,3292.0
FMSUR-3065,Removal sub-mandibular salivary stones (Duct Stone),PKG,30266-02-00,day case,2745.75,0.0,3020.0,3292.0
FMOPT-4047,Unilateral Repair Entr. Ectropin,PKG,45626-00-01,1,2745.75,0.0,3020.0,3292.0
FMOPTE0011,Corneal Graft Suture Removal,PKG,42668-00-01,day case,2745.75,0.0,3020.0,3292.0
FMENTO0014,REMOVAL OF CALCULUS FROM -,Service,99999-99-99,-,2745.75,0.15,3020.0,3292.0
FMLAB-2131,IMMUNO HISTOCHEMISTRY PANEL (6MARKERS),Lab,73200-08-40,-,2742.89,0.15,3017.0,3289.0
FMORW-0117,Shoulder Arm Abduction Splint (Orthoplast),Service,97823-00-00,-,2716.0,0.15,2988.0,3256.0
FMXRAY1608,MPR-MPD ANY ORGAN AREA,Radiology,90912-00-00,-,2715.41,0.15,2987.0,3256.0
FMLAB-9240,Hepatitis C Virus (HCV) Genotyping,Lab,73050-60-90,-,2715.08,0.15,2987.0,3255.0
FMSUR-3290,E S W L Both Sides Second Session,PKG,90957-00-00,DAY CASE,2704.0,0.0,2974.0,3242.0
FMCARS0030,EXTENDED AMBULATORY ECG MONITORING FOR 7 DAYS,Service,11708-00-00,-,2701.13,0.15,2971.0,3239.0
FMCTSS0001,CHEST TUBE INSERTION,Service,38806-00-00,-,2698.6,0.15,2968.0,3236.0
FMORT-0328,AMPUTATION OF FOREFOOT,PKG,44364-01-01,1,2692.935,0.0,2962.0,3229.0
FMXRAY-0228,CISTERNOGRAPHY,Radiology,90910-00-00,-,2676.36,0.15,2944.0,3209.0
FMXRY-0246,EPIDEDIMO VASOGRAPHY,Radiology,59736-00-00,-,2676.36,0.15,2944.0,3209.0
FMSUR-0111,CORRECTN OF CONGENITAL WEBBED FINGERS,Service,99999-99-99,-,2676.36,0.15,2944.0,3209.0
FMENTN2002,RHINOLITH EXTRACTION,Service,45638-00-00,-,2676.36,0.15,2944.0,3209.0
URO-0144,D.J STENT INSERTION,PKG,36821-01-00,day case,2670.0,0.0,2937.0,3201.0
FMPSYB0025,PSYCHOTHERAPY X 8,Service,96180-00-00,-,2666.0,0.15,2933.0,3197.0
ORT-0029,Fracture Of Coles,PKG,47363-00-01,1,2663.0,0.0,2929.0,3193.0
FMNEU-3693,Laparoscopic Assisted Insertion Of Peritoneal Catheter,Service,13109-00-00,-,2663.0,0.15,2929.0,3193.0
FMSUR-0435,ABDOMINAL/PELVIC ABSCESS DRAINAGE,PKG,30394-00-00,1,2660.49,0.0,2927.0,3190.0
FMSUR3155,Egd/Upper Gi Endoscopy; Diagnostic W/O Biopsy,Service,30473-00-00,-,2660.49,0.15,2927.0,3190.0
ORT-0018,Removal Of Ganglion,Service,30107-00-01,-,2660.49,0.15,2927.0,3190.0
FMLAB-9198,Chromosomal Analysis (On Products Of Conception),Lab,73200-06-30,-,2646.0,0.15,2911.0,3173.0
FMLAB-9793,Cytogenetics Chorionic Villi (CVS),Lab,73200-05-80,-,2646.0,0.15,2911.0,3173.0
ORT-0019,G.A. 2 K Wire Removal,PKG,47927-00-01,DAY CASE,2628.0,0.0,2891.0,3151.0
FMNEU-3645,Sacroiliac Joint Injection - One Side,PKG,18230-01-00,DAY CASE,2628.0,0.0,2891.0,3151.0
FMORT-0262,RELEASE OF DUPUYTREN`S CONTRACTURE,Service,46381-00-01,-,2627.53,0.15,2890.0,3150.0
PKSUR-0012,CERVICAL Lymph node BIOPSY ,PKG,30075-00-00,2,2625.0,0.0,2888.0,3147.0
FMPSYB0036,(20) SESSION OF BIOFEEDBACK,Service,96152-00-00,-,2620.0,0.15,2882.0,3141.0
FMPDS-0045,OPEN ORCHIDOPEXY,Service,37604-10-00,-,2620.0,0.15,2882.0,3141.0
FMCAR-0013,Pericardiocentsis,Service,38359-00-00,-,2620.0,0.15,2882.0,3141.0
FMXRAY-0434,MPS (DUAL ISOTOPE TECHNIQUE),Radiology,61310-00-00,-,2614.99,0.15,2876.0,3135.0
FMCAR-0023,Thallium W/O Exercise (Cardiology ),Radiology,61458-00-00,-,2609.0,0.15,2870.0,3128.0
FMNEP-0031,Plasmapharesis,Service,13750-00-00,-,2596.0,0.15,2856.0,3113.0
FMOBG-3090,Colposcopy with Ablation,PKG,DAY CASE,35614-00-00,2850.0,0.0,2850.0,
ORT-0015,Change Pop Under Anesthesia,PKG,96092-00-00,DAY CASE,2583.0,0.0,2841.0,3097.0
ORT-0007,Pop Foot Deformity Correction,PKG,90604-00-00,DAY CASE,2583.0,0.0,2841.0,3097.0
FMORT-0443,CHANGED OF P.O.P. ( IN O.R.),Service,96092-00-00,-,2583.0,0.15,2841.0,3097.0
FMRMB-9911,ROYAL SUITE,Accomodation,83610-01-70,-,2575.0,0.15,2833.0,3087.0
FMLAB-9182,Immunophenotyping,Lab,73100-29-20,-,2570.88,0.15,2828.0,3082.0
FMPDS-0006,DRAINAGE OF ABSCESS UNDER ANEA,Service,30223-01-00,-,2570.88,0.15,2828.0,3082.0
MTURO-0024,REMOVAL OF D.J. RTENT,Service,36833-01-00,-,2570.88,0.15,2828.0,3082.0
FMDNTS0116,Open Reduction Intra-Oral Int.,Dental,47774-00-01,-,2551.5,0.15,2807.0,3059.0
FMDNTS0070,Manipulation Of Dislocated Tmj,PKG,57927-00-01,1,2551.5,0.0,2807.0,3059.0
FMPSDG0009,Excision Of Supernumery Breast,Service,31500-00-01,-,2551.0,0.15,2806.0,3059.0
FMPSDF0014,Repair Of Major Laceration Of Hand,Service,30026-00-30,-,2551.0,0.15,2806.0,3059.0
FMPSDB0011,PART. RECONST. OF NOSE BY COMPOSITE GRAFT,Service,90676-00-00,-,2551.0,0.15,2806.0,3059.0
FMCAR-0011,SURFACE PACEMAKER(NON-INVASIVE,Service,38353-00-00,-,2545.26,0.15,2800.0,3052.0
FMORW-0118,Above Knee Othosis W/ 1 Joint,Service,96092-00-00,-,2541.0,0.15,2795.0,3047.0
FMORW-0113,Pelvic-Thigh Orthosis - Small,Service,96092-00-00,-,2541.0,0.15,2795.0,3047.0
FMLAB-9246,HLA-B5,Lab,73350-03-40,-,2536.0,0.15,2790.0,3041.0
FMLAB-9497,FRAGILE X SYNDROME (FMR1 GENE),Lab,73200-04-60,-,2526.0,0.15,2779.0,3029.0
FMORT-1030,Suprascapular nerve block,Service,92509-10-00,-,2520.0,0.15,2772.0,3021.0
FMXRAY-0224,THORACIC MYELOGRAM,Radiology,59724-00-00,-,2500.63,0.15,2751.0,2998.0
FSLAB0008,IDH1- IDH2 -NGC,Lab,73050-39-70,-,2500.0,0.15,2750.0,2998.0
FSLAB0012,NTRK by FISH ,Lab,73050-39-70,-,2500.0,0.15,2750.0,2998.0
FMENT-0150,Myringotomy and insertion of ear grommets- Unilateral,PKG,41632-00-00,1,2500.0,0.0,2750.0,2998.0
FMSUR-3118,Removal Of Foreign Body Under G.A.,PKG,30061-00-00,1,2500.0,0.0,2750.0,2998.0
FMPDS-0116,PEDIATRIC UMBILICAL GRANULOMA EXCISION UNDER G.A,PKG,43948-00-00,DAY CASE ,2500.0,0.0,2750.0,2998.0
FMSUR-3087,Division of Tongue tie under L.A.,Service,30278-02-00,-,2500.0,0.15,2750.0,2998.0
FMURO-3015,Cystoscopy + Removal of DJS under G.A.,PKG,36833-01-00,day case,2497.5,0.0,2747.0,2995.0
FMLAB-8027,ELECTRON MICROSCOPY,Lab,73200-08-70,-,2496.0,0.15,2746.0,2993.0
FMXRAY1387,Ir. Abdominal/Pelvice Bleeding Embolization,PKG,60503-00-11,4,2496.0,0.0,2746.0,2993.0
FMXRAY1692,Parathyroid Spect/Ct Localization S,Radiology,61480-00-00,-,2496.0,0.15,2746.0,2993.0
FMCAR-0563,BALLOON ARTERIALSEPTOSTOMY ,Service,38739-00-00,-,2496.0,0.15,2746.0,2993.0
FMNEU-3617,Other Peripheral Nerve Decompression In The Lower Limbs,Service,90016-01-00,-,2496.0,0.15,2746.0,2993.0
FMURO-3080,Removal Of Penile Prosthesis,Service,37426-00-00,-,2496.0,0.15,2746.0,2993.0
FMENTE0018,HEARING AID UNITRON (PROGRAM),Service,96092-00-41,-,2494.66,0.15,2744.0,2991.0
SUR-0020,Excision of ganglion cyst,PKG,30107-00-01,day case,2492.8575,0.0,2742.0,2989.0
FMSUR-3084,Removal Of Foreign Body Under L.A.,Service,92201-00-00,-,2492.8575,0.15,2742.0,2989.0
FMSUR-3082,Dermoid Cyst Excision,PKG,31205-00-10,1,2490.0,0.0,2739.0,2986.0
FMSUR-3068,Anal Dilatation (under G.A.),PKG,32153-00-00,day case,2481.0,0.0,2729.0,2975.0
SUR-0018,Removal of F.B from upper GIT,PKG,30478-10-00,day case,2481.0,0.0,2729.0,2975.0
FMSUR3156,"Egd/Upper Gi Endoscopy; W/Biopsy, Single/Multiple",Service,30473-01-00,-,2475.0,0.15,2723.0,2968.0
FMOPT-4024,Repair Of Entropion Or Ectropion (One Eye),PKG,45626-00-01,1-2 Days,2471.94,0.0,2719.0,2964.0
FMCAR-0024,Thallium W/Pharmacological Stress (Cardio),PKG,11712-00-00,1,2471.94,0.0,2719.0,2964.0
FMOPT-4020,EXCISION OF CHALAZION UNDER G.A.,PKG,42575-00-01,day case,2441.0,0.0,2685.0,2927.0
FMLABM0051,ANTI VGCC (Calcium Channel Antibody),Lab,73250-00-20,-,2425.5,0.15,2668.0,2908.0
FMLAB-9282,Anti-Glycolipid Antibodies (Gangliosides),Lab,73200-08-80,-,2425.5,0.15,2668.0,2908.0
FMLAB-9235,SECRETIN CHANELLEGE TEST,Lab,73050-15-00,-,2425.5,0.15,2668.0,2908.0
FMLAB-7086,THROMBOPHILIA SCREENING,Lab,73050-39-70,-,2425.5,0.15,2668.0,2908.0
FMXRY-0483,GA-76 CITRATE WBS TUMOR IMAGING,Radiology,61429-00-00,-,2425.5,0.15,2668.0,2908.0
FMXRAY1500,Nm. Parathyroid Scan (Tc99M) + Spect/Ct,Radiology,61480-00-00,-,2425.5,0.15,2668.0,2908.0
MTURO-0019,Complete Urodynamic Eval. For Neuropathic Bladder,Service,11900-00-00,-,2422.53,0.15,2665.0,2905.0
FMERDA0033,EXTERNAL EAR LACERATION SUTURING,Service,30052-00-01,-,2422.53,0.15,2665.0,2905.0
FMINT-0106,PEG-TAIL INSERTION FOR THORACENTESIS OF CHEST PLEU,Service,38800-00-00,-,2422.53,0.15,2665.0,2905.0
FMORW-0072,Cash Brace - Medium Orthosis,Service,96092-00-00,-,2422.0,0.15,2664.0,2904.0
FMNUM-0145,EEG MONITORING - PACKAGE DEAL  12 HOURS (9:00PM - 9:00AM),Service,92011-00-00,-,2422.0,0.15,2664.0,2904.0
FMENTE0032,FITTING HEARING AID AUDIOFLEX 120,Service,96092-00-41,-,2422.0,0.15,2664.0,2904.0
FMORW-0032,Tiggers Or Reverse Lumbar Support,Service,96092-00-00,-,2422.0,0.15,2664.0,2904.0
344,Vestibuloplasty,Dental,45837-00-00,-,2422.0,0.15,2664.0,2904.0
FMOPT-4022,Tarsorrhaphy (One Eye),PKG,42584-00-01,1-2 Days,2420.25,0.0,2662.0,2902.0
MTENT-0087,FOREIGN EXTRACTION MOUTH (L.A),Service,90143-00-00,-,2420.25,0.15,2662.0,2902.0
FMXRAY1413,Ir. Us Guided Dranage Catheter Exchange,PKG,90908-00-11,DAY CASE,2660.0,0.0,2660.0,
FMLABM3072,"Acute Leukemia ,Follow Up Panel - Mrd",Lab,73350-02-53,-,2408.58,0.15,2649.0,2888.0
843,Expansion appliance   fixed   per arch,Dental,97843-00-00,-,2402.4,0.15,2643.0,2880.0
FMSUR-7200,ARTERIAL ANEURYSM COILING ,PKG,35321-10-00,4,2400.0,0.0,2640.0,2878.0
FMURO-3060,Anterior Urethrotomy For Stone,Service,37224-03-00,-,2385.48,0.15,2624.0,2860.0
355,Fracture of zygoma,Dental,47762-01-01,-,2383.5,0.15,2622.0,2858.0
FMLAB-9280,Tb Pcr & Culture,Lab,73050-56-40,-,2375.18,0.15,2613.0,2848.0
FMLAB-9597,MITOCHONDRIAL SUBTYPE M I-9,Lab,73050-20-70,-,2372.0,0.15,2609.0,2844.0
FMXRAY1562,X-Ray C-Arm Guidance (> 2 Hour),Radiology,83670-00-30,-,2342.81,0.15,2577.0,2809.0
FMLAB-9396,Varicella Zoster DNA (PCR),Lab,73100-26-90,-,2330.0,0.15,2563.0,2794.0
FMXRAY1107,Mri Upper Limb Angiography Without Contrast,Radiology,90902-01-01,-,2323.51,0.15,2556.0,2786.0
FMCAR-3064,Renal Angiogram Both Renal Arteries,Radiology,57350-03-00,-,2323.51,0.15,2556.0,2786.0
FMENT-3130,OPEN REDUCTION OF FRACTURED NOSE,PKG,47738-00-00,1-2 Days,2316.0,0.0,2548.0,2777.0
FMURO-0074,Aspiration & Injection Of Renal Cyst,Service,36624-01-01,-,2316.0,0.15,2548.0,2777.0
FMSUR-9222,DIRECT LARYNGOSCOPY W/ REMOVAL OF FORIEGN BODY,Service,41849-00-00,-,2316.0,0.15,2548.0,2777.0
FMURO-0076,Embolization Of Varicocele,Service,30635-00-01,-,2316.0,0.15,2548.0,2777.0
FMURO-3037,Nephrostomy,Service,36516-00-00,-,2316.0,0.15,2548.0,2777.0
FMSUR-6983,RADICAL MASTECTOMY AND AXILLARY BLOCK DISSECTION,Service,31518-00-00,-,2316.0,0.15,2548.0,2777.0
FMSUR-0157,REIMPLANTATN OR TRANPLANTATN  OF SPLEEN,Service,30375-21-00,-,2316.0,0.15,2548.0,2777.0
FMOPTE0017,REPAIR OF RUPTURED GLOBE,Service,42554-00-00,-,2316.0,0.15,2548.0,2777.0
FMSUR-0112,SKIN GRAFT FULL THICKNESS FREE,Service,45451-09-00,-,2316.0,0.15,2548.0,2777.0
FMURO-0122,STONE MANIPULATION UNDER -     ANAESTHESIA & X-RAY CONTROL,Service,36652-02-01,-,2316.0,0.15,2548.0,2777.0
FMENTP3015,PRE & POST EVALUATION OF OSAS,Service,96037-00-00,-,2306.77,0.15,2537.0,2766.0
FMNEP-0032,Perm Cathether For Hemodialysis,Service,13815-01-00,-,2306.77,0.15,2537.0,2766.0
FMLAB-9738,Tb Culture (CSF),Lab,73050-56-40,-,2306.0,0.15,2537.0,2765.0
FMPSYB0018,Electroconvulsive therapy (Ect) Pckg Ip W/ Anaes. X 6 Ses.,Service,14224-00-00,-,2306.0,0.15,2537.0,2765.0
FMORW-0087,Hip Ortho Both Sides Fixation Tab With Cover And Wheel,Service,96092-00-00,-,2306.0,0.15,2537.0,2765.0
SUR-0017,Excision of small skin tumors – GA,PKG,31205-00-10,day case,2303.0,0.0,2533.0,2761.0
FMURO-3005,Excision Of Penile Skin Lesion Under Ga,PKG,90403-00-00,1,2300.0,0.0,2530.0,2758.0
FMLAB10280,Methyl Tetrahydrofolate Reductase (Mthfr),lab,73200-06-20,-,2300.0,0.15,2530.0,2758.0
FMLAB-8017,Surgical Pathology V,Lab,73200-06-90,-,2297.0,0.15,2527.0,2754.0
FMXRAY1108,Mri Lower Limb Angiography Without Contrast,MRI,90902-06-01,-,2288.0,0.0,2517.0,2743.0
FMRMB-9926,Room Upgrade From Private to Royal,Accomodation,83610-01-80,-,2265.0,0.15,2492.0,2716.0
FMURO-3011,Suprapubic Catheter Insertion,PKG,37011-00-00,DAY CASE,2265.0,0.0,2492.0,2716.0
FMSUR-3081,Excision Of Simple Or Small Lipoma Under G.A.,PKG,31350-00-01,1,2263.0,0.0,2489.0,2713.0
ENT-0017,S.M.D,PKG,41671-00-00,1,2262.75,0.0,2489.0,2713.0
FMORT-0312,Heel Cord Shortening,Service,49718-01-00,-,2257.0,0.15,2483.0,2706.0
FMORT-9905,Reduction And Correction Of Simple Fracture,Service,90530-02-00,-,2257.0,0.15,2483.0,2706.0
FMNEU-3615,Tarsal Tunnel Release,Service,39330-01-01,-,2257.0,0.15,2483.0,2706.0
FMORT-0153,Release Of Adherent Jnt Capsul Cartilage-Unspec. Site.,Service,90570-00-01,-,2257.0,0.15,2483.0,2706.0
FMXRAY1472,Nm. Bone Scan (Whole Body 1 Phase),Radiology,61421-00-00,-,2248.49,0.15,2473.0,2696.0
FMPSDJ0016,Excision Of Seba. Cyst(Small),PKG,31205-00-10,DAY CASE,2244.1125,0.0,2469.0,2691.0
FMDER-0157,Sebaceous Cyst Excision - Medium,PKG,31205-00-20,1,2244.1125,0.0,2469.0,2691.0
MTPSD-0005,EXCISION OF SEBACEOUS CYST (MODERATE),Service,31205-00-10,-,2244.1125,0.15,2469.0,2691.0
MTPSD-0004,EXCISION OF SEBACEOUS CYST (SMALL),PKG,31205-00-10,day case,2238.012,0.0,2462.0,2683.0
FMLAB-9234,HBV-DNA (QUANTITATIVE BY PCR),Lab,73050-53-50,-,2205.23,0.15,2426.0,2644.0
FMLABM0187,HCV RNA & HBV DNA (PCR) FOR DIALYSIS PATIENT,Lab,73050-53-90,-,2205.0,0.15,2426.0,2644.0
FMERDC0007,AMBULANCE W/ OR W/O NURSE      (RETURN MEDINA),Service,83500-00-20,-,2201.0,0.15,2421.0,2639.0
FMOBG-1026,Implanon Removal,Service,30062-00-00,-,2201.0,0.15,2421.0,2687.0
FMNEU-3454,TRIGEMINAL NERVE CHEMICAL RHIZOTOMY,Service,40330-00-00,-,2201.0,0.15,2421.0,2639.0
FMXRAY1009,MRI BRAIN ANGIOGRAPHY (MRA & MRV) WITH CONTRAST,MRI,90902-00-00,-,2200.0,0.0,2420.0,2638.0
FMXRAY1719,MRI BRAIN ANGIOGRAPHY (MRV) WITH CONTRAST,MRI,90902-00-00,-,2200.0,0.0,2420.0,2638.0
FMXRAY1710,MRI NECK ANGIOGRAPHY (MRV) WITH CONTRAST,MRI,90902-00-00,-,2200.0,0.0,2420.0,2638.0
FMOBG-3013,Hymenotomy,PKG,35509-00-00,DAY CASE,2200.0,0.0,2420.0,2638.0
FMENT-3147,Throat Foreign Body Removal G.A.,PKG,92032-00-00,DAY CASE,2200.0,0.0,2420.0,2638.0
FMENDE0027,Endoscopic Removal Of Foreign Body,Service,30478-10-00,-,2200.0,0.15,2420.0,2638.0
FMLAB-9791,Amniotic Fluid Chromsomal Analysis,Lab,73200-05-10,-,2198.0,0.15,2418.0,2635.0
FMLAB-9792,Cytogenetics Leukemic Blood / Bone Marrow(Karyotyping),Lab,73200-04-80,-,2198.0,0.15,2418.0,2635.0
FMXRAY1616,THALLIUM W/PERSANTINE,Radiology,61458-00-00,-,2198.0,0.15,2418.0,2635.0
FMORT-0592,Lumbar Percutaneous Rhizotomy Level I,Service,40330-00-00,-,2198.0,0.15,2418.0,2635.0
FMDER-4007,Botox Injection - Axilla,Service,18360-01-01,-,2188.23,0.15,2407.0,2624.0
FMXRAY1462,Nm. Lacrimal Scan (Tc99M),Radiology,61495-00-01,-,2183.0,0.15,2401.0,2617.0
FMXRAY1470,NM. Liver and spleen scan (sulfur colloid scan),Radiology,61353-00-00,-,2183.0,0.15,2401.0,2617.0
FMXRAY1505,NM. Lower limb Lymphoscintigraphy,Radiology,61469-00-00,-,2183.0,0.15,2401.0,2617.0
FMXRAY1494,NM. Thyroid (Theraputic I-131 - 50 MCI),Radiology,61426-00-00,-,2183.0,0.15,2401.0,2617.0
FMXRAY1464,Nm. V/Q Lung Scan (Perfusion Only),Radiology,61328-00-00,-,2183.0,0.15,2401.0,2617.0
FMDER-0158,Sebaceous Cyst Excision - Large,Service,31205-00-30,-,2178.75,0.15,2397.0,2612.0
MTPSD-0002,EXCISION OF LIPOMA (SMALL),PKG,31205-00-10,day case,2163.0,0.0,2379.0,2593.0
ORT-0024,Repair Of Lacerated Wound Not Involving Tendon Or Nerve,PKG,30029-00-10,DAY CASE,2163.0,0.0,2379.0,2593.0
FMPSDF0023,FINGER TIO RECONSTRUCTION (GA),Service,30026-00-10,-,2163.0,0.15,2379.0,2593.0
FMDER-0291,Surgical Excission Of Lipoma - Small,Service,31205-00-10,-,2163.0,0.15,2379.0,2593.0
FMNEP-0010,Contineous Artero-Veine Hemo- Dialysis,Service,13100-00-00,-,2159.91,0.15,2376.0,2590.0
FMENDE0051,GASTROTOMY FEEDEING TUBE,Service,30481-00-00,-,2159.91,0.15,2376.0,2590.0
324,Surgical removal of a tooth or tooth fragment requiring both removal of bone and tooth division,Dental,97321-02-00,-,2160.0,0.15,2376.0,2590.0
FMLAB-9804,Fish Tissue Tc For Ch Probe,Lab,73050-39-70,-,2157.0,0.15,2373.0,2586.0
FMORT-0013,TRANSPLANT OF BONE GRAFT TO - TARSAL & METATARSALS,PKG,48239-00-00,1,2148.3,0.0,2363.0,2576.0
FMXRAY-0225,LUMBAR MYELOGRAM,Radiology,59724-00-00,-,2146.39,0.15,2361.0,2574.0
FMXRAY1476,Nm. Renal (Dmsa Scan),Radiology,61386-00-00,-,2139.31,0.15,2353.0,2565.0
FMXRAY1485,NM. HIDA scan,Radiology,61369-00-00,-,2130.0,0.15,2343.0,2554.0
ENT-0011,Upper R.T. Endoscopy for biopsy,PKG,30473-01-00,1,2126.0,0.0,2339.0,2549.0
FMXRAY1409,Ir. Pain Block-Unilateral,PKG,92512-99-01,DAY CASE,2118.0,0.0,2330.0,2539.0
FMXRAY1276,FLUROSCOPY. FISTULOGRAM,Radiology,59739-03-00,-,2118.0,0.15,2330.0,2539.0
FMDNTS0136,Rotation Flap (Small),PKG,45200-00-00,DAY case,2105.25,0.0,2316.0,2524.0
FMGEN0008,"Laser (Fistulectomy/Fistulotomy) Complex Or Multiple, With Or Without Placement Of Seton",Service,32159-02-00,-,2100.36,0.15,2310.0,2518.0
FMXRAY1006,Mri Brain Demyelination Protocol,MRI,90901-00-10,-,2100.0,0.0,2310.0,2518.0
FMXRAY1014,MRI BRAIN SPECTROSCOPY (MRS) PROTOCOL,MRI,90901-00-10,-,2100.0,0.0,2310.0,2518.0
FMXRAY1112,Mri Whole Body Protocol,MRI,90901-08-10,-,2100.0,0.0,2310.0,2518.0
FMOPT-4088,Pterygium Excision,PKG,42686-00-01,1,2100.0,0.0,2310.0,2518.0
FMOPTL0075,Punctum Plug Implant - Two Eyes,PKG,42620-00-02,day case,2100.0,0.0,2310.0,2518.0
FMLAB-6844,AVIAN PRECIPITANT ABS (15 TEST S),Lab,73250-00-20,-,2097.0,0.15,2307.0,2514.0
FMLAB-9409,CANDIDA (HIT),Lab,73100-18-10,-,2097.0,0.15,2307.0,2514.0
FMPSYB0035,(15) SESSION OF BIOFEEDBACK,Service,96152-00-00,-,2097.0,0.15,2307.0,2514.0
FMPSD-0006,EXTRA LARGE LESION FOR ERBIUM LAZER,Service,30195-02-00,-,2097.0,0.15,2307.0,2514.0
FMSUR-3222,Pleural Biopsy (Abram’S Needle) Without Histopathology Test,Service,38418-08-01,-,2097.0,0.15,2307.0,2514.0
FMNEU-3420,Subdural Strip Or Grids Insertion For Epilepsy,Service,39130-00-00,-,2097.0,0.15,2307.0,2514.0
FMNUM-0048,EMG AND NCV 4 UNTIS,Service,11018-01-00,-,2094.75,0.15,2304.0,2512.0
FMLAB-9014,Amino Acid (Quant) In Urine Or Blood,Lab,73050-02-70,-,2087.0,0.15,2296.0,2502.0
FMENT-3154,Unilateral Myringatomy (G.A.),PKG,41626-00-00,DAY CASE,2087.0,0.0,2296.0,2502.0
FMXRAY-0317,SPINE POST MYELOGRAM,Radiology,59724-00-00,-,2085.02,0.15,2294.0,2500.0
354,Fracture of maxilla or mandible – with external fixation,Dental,52420-00-10,-,2069.55,0.15,2277.0,2481.0
