WIPRO CODE,NAME,price 
MS-R-000204,RADIAL HEAD REPLACEMENT 16 X 12MM BIOMET #114423,10309
SMH4620,RECEPTAL LINER W/INTER VALVE 1500 ML,108
SMO11851,RECONSTRUCTION PLATE 3.5MM 18 HOLES #,8894
MS-R-000059,RECORDING CHART PAPER ELI 50X70X260 # 7719,167
SMY7096,"REFILL ""CO2"" CYLENDER ""K"" SIZE.",867
SMY7089,"REFILL AIR BREATHING ""E"" TYPE",337
SMY1263,"REFILL NITROUS OXIDE GAS BIG SIZE""K""",2112
SMY1262,"REFILL OXYGEN MEDICAL BIG 6 M3 2.5B ""K""",203
SMY1085,"REFILL OXYGEN MEDICAL SMALL 1 M3 2.5 "" E """,108
MS-R-000030,REGULATOR FOR OXYGEN CYLINDER,1040
SMH4601,RELOAD LINEAR CUTTER ETHICONE #TCR75,2351
MS-R-000094,RESECTOR FULL RADIOUS STR 6X. KARL STORZ #28205CKS,4831
MS-R-000418,RESOLVE HALO LARGE OSSUR #515500V2 / 545800K,26455
MS-R-000419,RESOLVE HALO MEDIUM OSSUR #515400V2 / 545800K,26455
MS-R-000312,RESTRAINT LIMB SOFT,405
MS-R-000387,RESUS KIT SINGLE USE W/MASK 50MM FISHER & PAYKEL #900RD015-10,3720
MS-R-000386,RESUSCITATION KIT SINGLE USE W/MASK 42MM FISHER & PAYKEL #900RD014-10,3720
MS-R-000344,RETRACTOR IRIS MICRO FLEX ALCON # K3-4970,1542
MS-R-000755,RETRIEVER PRO VUE 4X30MM XP STRYKER # 90185,65588
MS-R-000757,"RETRIEVER TREVO XP PROVUE 4X20MM , STRYKER # 90182",56802
MS-R-000142,RIGHT ANGLE 90 ICW 3.5MM #AC1340-01,3412
MS-R-000815,"RING 2/3 180MM, CHM # 301012-180",6064
MS-R-000218,RING C 5/8 ALUMINIUM 180MM TIPMED #040859,2570
MS-R-000461,"RING FOR CIRCUMCISION DEVICE 1.1 / 1.2 CM,HOLLISTER # 9234",405
MS-R-000690,RING FULL 180MM # 301010-180,6064
MS-R-000796,"RING HAIF 180MM, CHM # 301011-180",6064
MS-R-000797,"RING HALF 160MM, CHM # 301011-160",6064
MS-R-000310,RING HALF 180MM ORTHOMED,1577
SMO10515,RING HALF 200 MM # 500101200200,2310
MS-R-000469,RING HALF 220MM F/CIRCUL.FIXT.ILIZ. HIPOKRAT# 500101200220,2195
MS-R-000253,RING TENSION CAPSULAR FOCUS #CTR11/13,3362
MS-R-000250,ROD 120MM 35 CM MEDTRONIC #8690100,2599
MS-R-000362,ROD 3.5 X 240MM SOFAMOR DANEK #7750015,2838
MS-R-000078,ROD 5.5/200MM # 10-25-0200,3524
MS-R-000441,"ROD 5.5MMX500MM, LINED CP SOFAMOR #869-022",2599
MS-R-000697,ROD 5.5X80MM -CDH PREBENT MEDTRONIC # 8690080,2484
MS-R-000536,ROD CANNULATED 11 X 400 MM STRAIGHT IRENE # T20311400,1617
MS-R-000702,ROD CARBON FIBER 8X150/200/250MM IRENE # MO108708250,2178
MS-R-000330,"ROD CDH PREBENT 5.5X40MM,SOFAMOR # 8690040",2484
MS-R-000765,ROD COCR 5.5 L 500 . MEDTRONIC # 8690024,3706
MS-R-000413,"ROD COCR 5.5 X 60 MM , SOFAMOR MEDTRONIC # 8690060",2484
MS-R-000200,ROD COCR 5.5MM L 50MM SOFAMOR #8690024,3706
MS-R-000786,"ROD CONECTING ELIMENT, SPINE CRAFT # CE4000",3773
MS-R-000228,ROD CUBES (SQUARE SOCKET) 1 HOLE TIPMED #041931,1213
MS-R-000227,ROD CUBES (SQUARE SOCKET) 2 HOLES TIPMED #041948,1381
MS-R-000229,ROD CUBES (SQUARE SOCKET) 3 HOLES TIPMED #041955,1908
MS-R-000773,ROD FIBER CARBON 5MM IMPLANTCAST # CF05-150,2599
MS-R-000832,ROD FIBER CARBON 5X200 MM IMPLANTCAST # CF05-200,2178
MS-R-000329,ROD LONGITUDE 5.5x90MM STRAIGHT SOFAMOR #7571090,8591
MS-R-000378,"ROD POSETRIOR 3.5 X 240 MM , SYNTHES # 1101-535240",2772
MS-R-000108,ROD PREBENT 5.5X120 INTEGRA #10-19-0120,2337
MS-R-000388,"ROD PRECONTOURED 5.5 X 100 MM , INTEGRA # 12-1100",8591
MS-R-000422,ROD PROBENT 5.5 MM X 80CM SOFAMOR # 8690080,2484
MS-R-000392,ROD PROBENT 5MM X 90CM SOFAMOR # 8690090,2484
MS-R-000524,ROD REAMING FOR SYNREAM 2.5 MM X 1150MM; SYNTHES # 352.033,2584
MS-R-000035,ROD REAMING FOR SYNREAM SIZE 2.5MM LONG 1150MM,3146
MS-R-000466,"ROD SILVER STRAIGHT 6MM X 180 MM , NORM # NSR1618",1179
MS-R-000165,ROD SIZE 5.5 LG -120MM #10-18-120,2409
MS-R-000198,ROD STRAIGHT 5.5MM L 80MM SOFAMOR #7571080,8591
MS-R-000117,ROD STRAIGHT 5.5X200MM # 10-18-0200,3915
MS-R-000171,ROD STRAIGHT 5.5X400MM INTEGRA #10-18-0400,6927
SMO9363,ROD THREAD 200MM #500-10-050-0200,1537
SMO9365,ROD THREAD 300MM #500-10-050-0300,1171
SMO9362,ROD THREAD 75MM #500100500075,184
MS-R-000816,"ROD THREAD M6 6X180MM, CHM # M06180",2772
MS-R-000798,"ROD THREAD M6 6X200M, CHM # M06200",2310
MS-R-000222,ROD THREADED 100MM TIPMED #042242,486
MS-R-000113,ROD THREADED 195MM TIPMED # 042273,306
MS-R-000105,ROD THREADED 245MM TIPMED #042280,329
SMO11466,ROD THREADED 250 HIPO# 500 10 050 0250,1646
MS-R-000224,ROD THREADED 295MM TIPMED #042297,566
MS-R-000221,ROD THREADED 75MM TIPMED #042235,242
MS-R-000353,ROD THREADED VERTEX MAX 3.2 X 240MM MEDTRONIC #6955240,2715
MS-R-000411,ROD TITANIUM 5.5 X 40MM SOFAMOR #869.022,2599
MS-R-000412,ROD TITANIUM 5.5 X 70MM SOFAMOR #8690070,2484
MS-R-000086,ROD TITANIUM 5.5x45MM IRENE #T04715045,1516
MS-R-000455,ROD TITANIUM 6X600MM STRAIGHT SPINE CRAFT # 6000-600,2118
MS-R-000025,ROD TITANIUM SINGLE INNIE 5.5X180MM IRINE #T04415518,1317
MS-R-000028,ROD TITANIUM SINGLE INNIE 5.5X400MM,3115
MS-R-000028,ROD TITANIUM SINGLE INNIE 5.5X400MM,3115
MS-R-000857,ROD TITANUM 3.5 X 100 MM SPINE CRAFT # A3R-100,2118
MS-R-000022,ROD TITANUM SINGLE INNIE 5.5X120MM,2339
MS-R-000772,ROD TO ROD COUPLING 8X8MM IMPKANT CAST 201102-0808,2118
MS-R-000352,ROD VERTEX 3.2 X 240MM TITANIUM MEDTRONIC #6900240,2807
MS-R-000453,ROD  3.2 X 5.5 SOFAMOR DANEK #7750445,9240
SMA1089,ROLL DENTAL CELLURON 8MM DIAM SIZE 1 HARTMAN #430291/7(8706),1
MS-R-000538,ROPE TIGHT 14 MM ABS W/BUTTON ROUND CONCAVE # AR-1588TB-4 / AR-1588TB-1 / OR EQUIVALENT SMITH & NEPHEW #71935601,2530
MS-R-000533,ROPE TIGHT 20MM ABS W/ BUTTON ROUND CONCAVE ARTHREX # AR-1588TB-5,2530
MS-R-000535,ROPE TIGHT ABS W/OUT BUTTON ARTHREX # AR-1588TN,3165
MS-R-000307,ROPE TIGHT ACL ARTHREX #AR-1588RT,2214
SMI9650,RYLES TUBE CH16 W/MANDRIN OF SMMP,24
SMI9648,RYLES TUBE CH18 W/MANDRIN OF SMMP,24
MS-S-009312,SAW BLADE OSSILATING MICRO PORT # BLB-505,2195
MS-S-003985,SAW BLADE SYNTHES # 519.230,2195
MS-S-000884,SAW WIRE OLIVECRONA 500MM VNBR AESCULAP #FH405,922
SMH1035,SCALP VEIN SET G23 BUTTERFLY,6
SMH1034,"SCALP VEIN SET G24-25 X3/4"" BUTTERFLY STERILE#404765/6",31
SMA3390,SCENTED ANASTHETHIC FACE MASK ADULT# 1123,751
MS-S-009184,SCEPTER XC BALLOON CATHETER X-TRA COMPLIANT 4.0 MM/11MM TERUMO # BC0411XC,21607
MS-S-003535,SCISSOR W/MONOPOLAR CAUTERY 5MM#LA5101-01,1452
MS-S-004505,"SCOTT RETRACTOR SYSTEM FRAME MALE UROLOGY , COLOPLAST # QB3322",7142
MS-S-008432,SCREW 1.5MMX6MM SELF DRILLING OSTEONIC  # F15A06,1518
MS-S-008286,SCREW 1.5X10 CORTICAL OSTEONIC  # A5.15100,924
MS-S-001429,SCREW 1.5x6MM SELF DRILLING SYNTHES #04.503.226.01C,1367
MS-S-008285,SCREW 1.5X8 CORTICAL OSTEONIC  # A5.15080,924
MS-S-004091,"SCREW 1.85 X 10MM SELF TAPPING , SYNTHES # 04.511.210.01C",1463
MS-S-004093,"SCREW 1.85 X 5 MM SELF DRILLING , SYNTHES # 04.511.225.01C",1540
MS-S-004092,"SCREW 1.85 X 6 MM SELF DRILLING , SYNTHES # 04.511.226.01C",1540
MS-S-002808,SCREW 1.8x5MM SELF TAPPING SYNTHES #04.503.235.01C,442
MS-S-002931,SCREW 2.3 (CROSS)#,1452
MS-S-005826,SCREW 2.8MM CONICAL OSTEONIC # S1D.28240,1155
MS-S-005827,SCREW 2.8MM LOCKING OSTEONIC # C1B.28280,1584
MS-S-004969,"SCREW 4.5X35MM, CDH LEGACY SOFAMOR #75444535/8454535",4717
MS-S-004094,"SCREW 5 MM X 2.1 MM SELF TAPPING , SYNTHES # 04.511.235.01C",1540
MS-S-000765,SCREW 5.5X45MM SOFAMOR # 7545545,4717
MS-S-005306,SCREW 6.5 X 75 MM PARTIALLY THREAD TITANIUM,3720
MS-S-005266,SCREW 6.5MMX15MM CANCELLOUS BONE J&J #1217-15-500,2653
MS-S-005264,SCREW 6.5MMX20MM CANCELLOUS BONE J&J # 1217-20-500,1980
MS-S-005241,SCREW 6.5MMX45MM SEXTANT SOFAMOR DANEK# 7576545,7513
MS-S-002381,SCREW 6.5x40MM SEXTANT SOFAMOR #7576540,7513
MS-S-005533,SCREW 6.5X50MM CDH LEGACY SOFAMOR DANEK # 75446550,4717
MS-S-005035,SCREW 7.5X45MM CDH LEGACY PEEK MAS SOFAMOR #7227545/MEDTRONIC#75447545,4717
MS-S-001143,SCREW 8.0MM X 25MM MATRYX INTERFERENCE LINVATEC #238025T5,3673
MS-S-001144,SCREW 9.0MM X 25MM MATRYX INTERFERENCE LINVETEC #239025T5,3864
MS-S-002396,SCREW 9.0MM X 30MM MATRYX INTERFERENCE LINVATEC #239030T5,3697
MS-S-002789,SCREW ACETABULAR LOW PROFILE 6.5X20MM BIOMET #103531,1309
MS-S-002791,SCREW ACETABULAR LOW PROFILE 6.5X25MM BIOMET #103532,1309
MS-S-002891,"SCREW BIO INTERFERENCE 6X23MM,ARTHREX #AR-1360B",3558
MS-S-002890,"SCREW BIO INTERFERENCE 7X28MM,ARTHREX #AR-1370TB",3465
MS-S-004042,SCREW BIO-INTERFERENCE 8x28MM FULL THREADED ARTHREX #AR-1380TB,3639
MS-S-004106,SCREW BONE 6.5X30 SELF TAPING ZIMMER #625006530,1980
MS-S-002408,SCREW BONE CORTICAL 4.5MM DIAM 52.5MM LENGTH ZIMMER #2253-52-45,1348
MS-S-003581,SCREW BONE CORTICAL M/DN 5.5MM DIAM 40MM LENGTH ZIMMER #2253-40-55,1540
MS-S-002459,SCREW BONE CORTICAL M/DN 5.5MM DIAM 50MM LENGTH ZIMMER #2253-50-55,1540
MS-S-002460,SCREW BONE CORTICAL M/DN 5.5MM DIAM 60MM LENGTH ZIMMER #2253-60-55,1540
MS-S-002410,SCREW BONE CORTICAL M/DN 5.5MM DIAM 65MM LENGTH ZIMMER #2253-65-55,1540
MS-S-002409,SCREW BONE CORTICAL M/DN 5.5MM DIAM 70MM LENGTH ZIMMER #2253-70-55,1348
MS-S-003580,SCREW BONE CORTICAL M/DN 5.5MM DIAM 75MM LENGTH ZIMMER #2253-75-55,1540
MS-S-001129,SCREW BONE LOCKING 4.8 X 50MM SANATMETAL #SAN-932148050,878
MS-S-004596,SCREW BONE SELF TAPP 6.5 X 20MM ZIMMER #6250-65-20,1980
MS-S-004597,SCREW BONE SELF TAPP 6.5 X 25MM ZIMMER #6250-65-25,1980
MS-S-002788,SCREW BONE SELF-TAPPING 6.5X60MM ZIMMER #6250-65-60,2022
MS-S-009820,"SCREW CACELLOUS 4.5X50MM, CHM # 3.1455.050",1650
MS-S-004270,SCREW CANCELLOUS 3.5 MM ALL LENGTH # ZIMMER,2137
MS-S-004271,"SCREW CANCELLOUS 3.5 MM X 30 MM , ZIMMER # 47-2484-030-60",2686
MS-S-004272,"SCREW CANCELLOUS 3.5 MM X 35 MM , ZIMMER # 47-2484-035-60",2339
MS-S-004273,"SCREW CANCELLOUS 3.5 MM X 45 MM , ZIMMER # 47-2484-045-60",2686
MS-S-004274,"SCREW CANCELLOUS 3.5 MM X 65 MM , ZIMMER # 47-2484-065-60",2686
MS-S-010565,"SCREW CANCELLOUS 3.5 X 24 MM, CHM #3.1283.024",1650
MS-S-004275,"SCREW CANCELLOUS 3.5 X 55 MM , ZIMMER # 47-2484-055-60",2686
MS-S-004276,"SCREW CANCELLOUS 3.5 X 60 MM , ZIMMER # 47-2483-060-60",2686
MS-S-009803,"SCREW CANCELLOUS 3.5X16MM, IRENE # T500035016",445
MS-S-009457,"SCREW CANCELLOUS 3.5X45MM, CHM # 3.1300.040",2079
MS-S-005695,SCREW CANCELLOUS 4.0 X 18 MM F/THREAD TIT IRENE # T520040018,445
MS-S-004518,SCREW CANCELLOUS 4.0MM X ALL LENGTH FULL THREAD S/S JINDAL #123¿4,763
MS-S-004517,SCREW CANCELLOUS 4.0MM X ALL LENGTH SHORT THREAD S/S JINDAL #123¿3,445
MS-S-001629,SCREW CANCELLOUS 4.0x34MM FULL THREADED IRINE #S52004034,295
MS-S-009374,"SCREW CANCELLOUS 4.0X55MM, CHM # 3.1366.055",2022
MS-S-009375,SCREW CANCELLOUS 4.0X60MM CHM # 3.1366.060,2022
MS-S-010272,"SCREW CANCELLOUS 4.5X20MM, CHM # 3.1455.020",1485
MS-S-010273,"SCREW CANCELLOUS 4.5X22MM, CHM # 3.1455.022",1485
MS-S-009689,SCREW CANCELLOUS 4.5X32MM CHM # 3.1455.032,1485
MS-S-010274,"SCREW CANCELLOUS 4.5X38MM, CHM # 3.1455.038",1485
SMO10039,SCREW CANCELLOUS 6.5 MM F/T HIPO #30604031060,513
MS-S-004576,SCREW CANCELLOUS 6.5 X 25MM J&J #121725500,1980
MS-S-010515,"SCREW CANCELLOUS 6.5 X 50 MM, CHM #3.1603.050",2541
MS-S-010480,"SCREW CANCELLOUS 6.5 X 70MM, SYNTHES #217.070",1353
MS-S-010481,SCREW CANCELLOUS 6.5 X 75MM SYNTHES #217.075,1353
MS-S-002155,SCREW CANCELLOUS 6.5MM #400032250850,2541
MS-S-002648,SCREW CANCELLOUS BONE 4.0 X 13MM #876.713,1964
SMO4207,"SCREW CANCELLOUS BONE 4.0X18MM , 1/2 THREAD # 400032210180",445
MS-S-009022,"SCREW CANCELLOUS BONE 6.5 X 35 MM , JOH. & JOH. # 1217-35-500",1980
MS-S-009021,"SCREW CANCELLOUS BONE 6.5 X 40 MM , JOH. & JOH. # 1217-40-500",1980
MS-S-008952,SCREW CANCELLOUS BONE SELF-TAPPING 6.5 X 30MM MICRO PORT # 18080303,2695
MS-S-008953,SCREW CANCELLOUS BONE SELF-TAPPING 6.5 X 35 MM MICRO PORT # 18080304,2695
MS-S-004550,SCREW CANCELLOUS BONE TITANIUM 5.0MM ALL LENGTH SYNTHES # 04.015.000,2172
MS-S-004333,SCREW CANCELLOUS CANNULATED 4.5x45MM PARTIALLY THREADED S/STEEL IRINE #S56034545,1452
MS-S-009804,"SCREW CANCELLOUS FT 4.0X44MM, IRENE # T520040044",763
MS-S-004506,"SCREW CANCELLOUS FULL THREAD 6.5 X 50MM , SYNTHES # 216.060",1583
MS-S-001632,SCREW CANCELLOUS FULL THREADED S.STEEL 4X40MM IRINE #S52004040,295
MS-S-009799,"SCREW CANCELLOUS FULLY THREADED 4.0X40MM, IRENE # T52004040",445
MS-S-009800,"SCREW CANCELLOUS FULLY THREADED 4.0X42MM, IRENE # T52004042",763
SMO4222,SCREW CANCELLOUS HALF SMALL 4.0X22MM # 400 3221 0220,189
MS-S-004519,SCREW CANCELLOUS LARGE 7.0MM X ALL LENGTH TITANIUM JINDAL #123¿5,2099
MS-S-001269,SCREW CANCELLOUS PARTIALLY THRD. 6.5X45MM IRINE# T52036545,2310
MS-S-001271,SCREW CANCELLOUS PARTIALLY THRD. 6.5X55MM IRINE# T52036555,2310
MS-S-000163,SCREW CANCELLOUS PARTIALLY THREAD 6.5X60MM,890
MS-S-000164,SCREW CANCELLOUS PARTIALLY THREAD 6.5X65MM #T52036565,890
MS-S-000165,SCREW CANCELLOUS PARTIALLY THREAD 6.5X70MM,890
MS-S-000166,SCREW CANCELLOUS PARTIALLY THREAD 6.5X75MM,890
MS-S-000168,SCREW CANCELLOUS PARTIALLY THREAD 6.5X85MM,1502
MS-S-009790,"SCREW CANCELLOUS PARTIALLY THREADED 4.0X60MM, IRENE # T521540060",593
MS-S-001597,SCREW CANCELLOUS PARTIALLY THREADED S/STEEL 4X40MM IRINE #S52034040,224
MS-S-001598,SCREW CANCELLOUS PARTIALLY THREADED S/STEEL 4X45MM IRINE #S52034045,224
MS-S-001599,SCREW CANCELLOUS PARTIALLY THREADED S/STEEL 4X50MM IRINE #S52034050,224
MS-S-005082,SCREW CANCELLOUS SIZE 6.5 X 45MM # AR-13280-45,2695
MS-S-005083,SCREW CANCELLOUS SIZE 6.5 X 55MM # AR-13280-55,2310
MS-S-001449,SCREW CANCELLOUS VARIABLE ANGLE SELF-TAPPING 4.0X16MM #876.816,1964
MS-S-002488,SCREW CANCELLOUS VARIABLE ANGLE SOFAMOR # 876.357,2484
MS-S-009458,"SCREW CANELLOUS 3.5X45 MM, CHM # 3.1300.045",2079
MS-S-009684,"SCREW CANELLOUS TITANIUM 6.5X25MM, HIPOKRAT # 091.1500",2888
MS-S-009685,"SCREW CANELLOUS TITANYUM 6.5X35MM, HIPOKRAT # 091.1700",2888
MS-S-002806,SCREW CANELLOUS VARIABLE ANGLE 4.5MM X 13MM SOFAMOR #876.353,2484
MS-S-002662,SCREW CANNU. LARGE 7.0 X 50 X 32MM SYNTHES #209.050,1452
MS-S-002657,SCREW CANNU. LARGE 7.0 X 65 X 16MM SYNTHES #208.065,1452
MS-S-002661,SCREW CANNU. LARGE 7.0 X 85 X 16MM SYNTHES #208.085/5-013,1452
MS-S-003023,SCREW CANNUL. 4.5X56MM FULL THREAD TRAUMED#5-248#,726
MS-S-003025,SCREW CANNUL.4.5X40MM 13MML THREAD TRAUMED #5-210#,726
MS-S-008935,SCREW CANNULATED 3.0 X 30 MM HEADLESS TITANIUM OSTEONIC#D2E.30300,3850
MS-S-008936,SCREW CANNULATED 3.0 X 36 MM HEADLESS TITANIUM. OSTEONIC#D2E.30360,3850
MS-S-007900,SCREW CANNULATED 3.0MM HEADLESS. OSTEONIC D2E.30320,3850
MS-S-005852,SCREW CANNULATED 3.0MM X 24CM HEADLESS TITANIUM. OSTEONIC  # D2E.30240,3850
MS-S-009429,"SCREW CANNULATED 3.5X50MM, CHM # 3.1447.050",2339
MS-S-009620,"SCREW CANNULATED 3.5X55MM, CHM # 3.1300.055",2599
MS-S-009621,"SCREW CANNULATED 3.5X60MM, CHM # 3.1300.060",2599
MS-S-004019,SCREW CANNULATED 4.0x50MM SELF TAPPING S/STEEL SHORT THREAD PROSIM,2310
MS-S-009630,"SCREW CANNULATED 4.0X60MM, CHM # 3.1447.060",2310
MS-S-009613,"SCREW CANNULATED 4.5X38MM, CHM # 3.1447.038",2339
MS-S-009566,SCREW CANNULATED 4.5X44MM CHM POLAND CHM # 3.1447.044,2888
MS-S-009612,"SCREW CANNULATED 4.5X46MM, CHM # 3.1447.046",1452
MS-S-004158,SCREW CANNULATED 4.5x48MM SELF TAPPING S/STEEL SHORT THREAD PROSIM,1452
MS-S-009848,"SCREW CANNULATED 4.5X54MM, CHM # 3.1447.054",2541
MS-S-009179,"SCREW CANNULATED 5.0 X 65MM,OSTEONIC#S1H.50650",2310
MS-S-009448,"SCREW CANNULATED 7 X 100MM, CHM # 3.1662.100",2599
MS-S-009168,"SCREW CANNULATED 7 X 85MM, CHM # 3.1662.085",2888
MS-S-009169,"SCREW CANNULATED 7 X 90MM, CHM # 3.1662.090",2599
MS-S-009449,"SCREW CANNULATED 7 X 95MM, CHM # 3.1662.095",2599
MS-S-005159,SCREW CANNULATED 7.0X32MM THRD. 90MM HIPOKRAT# 400032417090,1452
MS-S-010786,"SCREW CANNULATED 7.0X75MM, CHM POLAND # 3.1661.075",1380
MS-S-009814,"SCREW CANNULATED 7.0X80MM, CHM # 3.1661.080",2541
MS-S-009813,"SCREW CANNULATED 7.0X90MM, CHM # 3.1661.090",1452
MS-S-009033,"SCREW CANNULATED 7.3 X 65 MM,OSTEONIC #S1H73065",4515
MS-S-009032,"SCREW CANNULATED 7.3 X 95 MM,OSTEONIC #S1H.73095",3850
MS-S-009821,"SCREW CANNULATED 7.3X85MM, IRENE # T56037385",2339
MS-S-009281,"SCREW CANNULATED 7.5X50MM POLAND, CHM # 3.5168.050",2455
MS-S-010262,"SCREW CANNULATED 7X50MM, CHM # 3.1661.050",2541
MS-S-010263,"SCREW CANNULATED 7X60MM, CHM # 3.1661.060",2541
MS-S-009688,"SCREW CANNULATED 7X65MM, CHM # 3.1662.065",1452
MS-S-009486,"SCREW CANNULATED 7X70MM, CHM # 3.1662.070",2888
MS-S-009502,"SCREW CANNULATED 7X75MM, CHM # 3.1662.075",1452
MS-S-009501,"SCREW CANNULATED 7X80MM, CHM # 3.1662.080",2599
MS-S-008324,SCREW CANNULATED CANCELLOUS 4.5X40MM PARTIALLY THREADED IRENE # T56034540,2339
MS-S-005483,"SCREW CANNULATED HEADLESS 3.0X26MM TITANIUM , OSTEONIC #D2E.30260",2200
MS-S-010479,"SCREW CANNULATED LOCKING 5.0 X 70MM, SYNTHES #02.231.670",3234
MS-S-010440,"SCREW CANNULATED LOCKING 7.3X70MM, OSTEONIC #S1H.73070",4515
MS-S-010441,"SCREW CANNULATED LOCKING 7.3X90MM, OSTEONIC #S1H.73090",2200
MS-S-009849,"SCREW CANNULATED LONG 3.0X50MM, OSTEONIC  # D2E.30500",3850
MS-S-008892,"SCREW CANNULATED LONG THREAD 2.2 X 38 MM ,#OSTEONIC D1E.22380",3850
MS-S-004522,SCREW CANNULATED RACK LARGE 7.0MM JINDAL #123¿8,6570
MS-S-009801,"SCREW CANNULATED SHORT 3X20MM, OSTEONIC  # D2D.30200",3850
MS-S-009847,"SCREW CANNULATED THREADED LONG 30X34MM, OSTEONIC  # D2E.30340",3850
MS-S-008896,SCREW CANNULATED UCSS TIT 4.0 X 42MM SOFAMOR # 873-042,2156
MS-S-008897,SCREW CANNULATED UCSS TIT 4.0 X 44 MM SOFAMOR # 873-044,2156
MS-S-009516,SCREW CANNULATED VA LOCKING 5.0MM 02.231.630 SYNTHES # 02.231.630,3115
MS-S-009517,SCREW CANNULATED VA LOCKING 5.0MM 02.231.635 SYNTHES # 02.231.635,3115
MS-S-009518,SCREW CANNULATED VA LOCKING 5.0MM 02.231.640 SYNTHES # 02.231.640,3115
MS-S-009519,SCREW CANNULATED VA LOCKING 5.0MM 02.231.665 SYNTHES # 02.231.665,3115
MS-S-009520,SCREW CANNULATED VA LOCKING 5.0MM 02.231.680 SYNTHES # 02.231.680,3115
MS-S-009521,SCREW CANNULATED VA LOCKING 5.0MM 02.231.685 SYNTHES # 02.231.685,3115
MS-S-008186,"SCREW CANNULATED, 4.0×45MM,TITANIUM CHANGZHOU KANGHUI # 31421045",2310
MS-S-004729,SCREW CAPTURE INTERNAL HEX 5.0x35MM #71642235,2518
SMO1601,SCREW CARPAL SCAP 3.5X28MM LONG AESCULAP # LB268S,350
MS-S-002538,"SCREW CDH 5.5X40MM,SOFAMOR #7545540",7786
MS-S-003566,SCREW CDH ANGLE MONOAXIAL 5.5X35MM# SOFAMOR,4009
MS-S-003565,SCREW CDH ANGLE MONOAXIAL 6.0X40MM # SOFAMOR,4110
MS-S-004496,SCREW CDH LEGACY 5.5x35MM MAS #75445535,4717
MS-S-004497,SCREW CDH LEGACY 5.5x40MM MAS SOFAMOR #75445540,4717
MS-S-002781,SCREW CDH LEGACY 6.5X30MM SOFAMOR# 7546530,5795
MS-S-009568,SCREW CDH LEGACY 6.5X35MM MAS SOFAMOR DANEK AMICO MEDICAL INSTRUMENT CO. # 75446535,4717
MS-S-009567,SCREW CDH LEGACY 6.5X40MM MAS SOFAMOR DANEK AMICO MEDICAL INSTRUMENT CO. # 75446540,4717
MS-S-004286,SCREW CDH LEGACY 6.5x45MM MAS TITANIUM SOFAMAR #75446545,4717
MS-S-001717,SCREW CDH LEGACY 7.5 X 35MNM # 41000014854,7786
MS-S-002613,SCREW CDH REDUCTION 6.5 X 45MM SOFAMOR #75496545,4717
MS-S-010303,"SCREW CENTRAL 6.5X25MM, BIOMET # 115395",2595
MS-S-009658,"SCREW CERVICAL FIXED ANGLED 4.5MM, SPINE CRAFT # FS14516",2599
MS-S-005793,"SCREW CERVICAL MULTI AXIAL 3.5MMX16MM,VERTEX SOFAMOR DANEK #6958716",5330
MS-S-004339,"SCREW CERVICAL MULTI AXIAL 3.5MMX18MM,VERTEX SOFAMOR DANEK #6958718",5330
MS-S-003742,SCREW CERVICAL MULTI AXIAL VERTEX MAS 3.5MMX14MM SOFAMOR DENEK #6958714,5155
MS-S-004617,SCREW CLOSED MAS 7.5X60 TI SOFAMOR #70467560,7816
MS-S-009818,"SCREW COMPERSSION 2.7X14MM, CHM # 3.1220.014",539
MS-S-009817,"SCREW COMPERSSION 2.7X16MM, CHM# 3.1220.016",154
MS-S-009816,"SCREW COMPERSSION 2.7X18MM, CHM # 3.1220.018",539
MS-S-008864,SCREW COMPERSSION 3.5 X 32MM CHM # 3.1306.032,539
MS-S-009827,"SCREW COMPERSSION 3.5X26MM, CHM # 3.1306.026",539
MS-S-008863,SCREW COMPERSSION 3.5x30MM CHM #3.1306.030,539
MS-S-009617,"SCREW COMPERSSION 3.5X36MM, CHM # 3.1306.036",539
MS-S-009590,SCREW COMPERSSION 3.5X40MM CHM # 31306040,539
MS-S-009618,"SCREW COMPERSSION 3.5X44MM, CHM # 3.1306.044",539
MS-S-009619,"SCREW COMPERSSION 3.5X46MM, CHM # 3.1306.046",2079
MS-S-009204,"SCREW COMPERSSION 4.5 X 22 MM, CHM # 3.4171.022",1848
MS-S-009205,"SCREW COMPERSSION 4.5 X 24 MM, CHM # 3.1471.024",2022
MS-S-009207,"SCREW COMPERSSION 4.5 X 26 MM, CHM # 3.1471.026",1848
MS-S-009206,"SCREW COMPERSSION 4.5 X 30 MM, CHM # 3.1471.030",742
MS-S-009413,"SCREW COMPERSSION 4.5X22MM, CHM # 3.1471.022",1733
MS-S-008857,SCREW COMPERSSION 4.5X28MM CHM # 3.1471.028,2022
MS-S-009325,"SCREW COMPERSSION 4.5X36MM POLAND, CHM # 3.1471.036",742
MS-S-009414,"SCREW COMPERSSION 4.5X42MM, CHM # 3.1471.042",742
MS-S-009415,"SCREW COMPERSSION 4.5X50MM, CHM # 3.1471.050",742
MS-S-010305,"SCREW COMPERSSION 4.5X70MM, CHM # 3.1471.070",742
MS-S-008858,SCREW COMPERSSION 5.0X32MM CHM # 3.1471.032,705
MS-S-009324,"SCREW COMPERSSION 5.0X44M POLAND, CHM # 3.1471.044",2079
