Department,ServiceCode,Service Description,LOS,Type,NPHIES Code (Hyphenated )2, price vip & A,Price 2022 ( B-C-Referral)
Orthopedics,FMORT-0035,Reinsert Of Int.Fixatn Deviceat Carpals & Metacarpals,1,PKG,47921-00-01,28600,26000
Orthopedics,FMORT-0034,Reinsert.Of Int. Fixatn Deviceat Radius & Ulna,1,PKG,47921-00-01,28600,26000
Orthopedics,FMORT-0032,"Reinsert.Of Int.Fixatn Device At Scapula.Clavicle,Thorax(R/S",2,PKG,47921-00-01,35200,32000
Orthopedics,FMORT-0031,Reinsert.Of Int. Fixatn Deviceat Unspec. Site,1,PKG,47921-00-01,33000,30000
Orthopedics,FMORT-0023,"Int. Fixatn Of One At Scapula, Clavicle,Thorax(Ribs/Sternum)",2,PKG,47921-00-01,26400,24000
Orthopedics,FMORT-0021,Bone Shortening At Tibia And Fibula,1,PKG,48418-00-01,19800,18000
Orthopedics,FMORT-0020,Bone Shortening At Femur,1,PKG,48424-01-00,19800,18000
Orthopedics,FMORT-0019,Bone Shortening At Unspec.Site,1,PKG,99999-99-99,19800,18000
Orthopedics,FMORT-0018,Bone Lenghtening W/ Bone Graft At Tibia & Fibula,2,PKG,50303-00-00,25300,23000
Orthopedics,FMORT-0017,Bone Lenghtening W/Bone Graft At Femur,2,PKG,50303-00-00,25300,23000
Orthopedics,FMORT-0016,Bone Lengthening W/Bone Graft At Unspec. Site,1,PKG,50303-00-00,5982.24,5438.4
Orthopedics,FMORT-0015,Bone Bank Graft,DAY CASE,PKG,48239-00-00,3850,3500
Orthopedics,FMORT-0014,Transplant Of Bone Graft To Vertebrae,2,PKG,48239-00-00,30800,28000
Orthopedics,FMORT-0013,Transplant Of Bone Graft To - Tarsal & Metatarsals,1,PKG,48239-00-00,1009.14,917.4
Orthopedics,FMORT-0012,Transplant Of Bone Graft To Tibiaa & Fibula],1,PKG,48206-00-00,26400,24000
Orthopedics,FMORT-0011,Transplant Of Bone Graft To Patella,1,PKG,48239-00-00,26400,24000
Orthopedics,FMORT-0010,Transplant Of Bone Graft To - Femur,1,PKG,48200-00-00,26400,24000
Orthopedics,FMORT-0009,Transplant Of Bone Graft To - Carpals & Metacarpals,1,PKG,48239-00-00,2200,2000
Orthopedics,FMORT-0008,Transplant Of Bone Graft To Radius & Ulna,1,PKG,48224-00-01,26400,24000
Orthopedics,FMORT-0007,Transplant Of Bone Graft To Humerus,1,PKG,48212-00-01,26400,24000
Orthopedics,FMORT-0006,"Transplant Bone To Scapula, Clavicle,Thorax (Ribs/Sternum)",1,PKG,48239-00-00,5080,4572
Orthopedics,FMORT-0005,Transplantation Of Bone To Unspec. Site,1,PKG,48239-00-00,24200,22000
Orthopedics,FMORT-0003,Bone Graft Out Of Iliac Bone- Crest,1,PKG,47726-00-01,11000,10000
Ophthalmology,FMOPTH0023 ,Femtolasik For Both Eyes,1,PKG,90064-01-02,15000,13500
Ophthalmology,FMOPT-4216,Admission For Medical Treatment For Emergencies Excluding Medication,1,PKG,90061-00-01,2000,1800
Ophthalmology,FMOPT-4215,Readmission For Revision Of Operation,1,PKG,90061-00-01,2500,2250
Ophthalmology,FMOPT-4214,Intra Ocular Gas Injection,1,PKG,42740-02-01,6000,5400
Ophthalmology,FMOPT-4213,Endolaser Photocogulation,1,PKG,42809-01-01,3500,3150
Ophthalmology,FMOPT-4212,Scleral Buckling,1,PKG,42776-00-01,8500,7650
Ophthalmology,FMOPT-4211,Pars Plana Vitrectomy+ Band Insertion,1,PKG,42725-00-01,12500,11250
Ophthalmology,FMOPT-4210,Removal Of Intraocular Foreign Body,3,PKG,42569-00-01,20000,18000
Ophthalmology,FMOPT-4209,Removal Of Dropped Nucleus,1,PKG,42812-00-01,14000,12600
Ophthalmology,FMOPT-4208,Removal Of Dropped I.O.L,1,PKG,42704-00-01,17500,15750
Ophthalmology,FMOPT-4207,Pupilloplasty,1,PKG,42764-03-01,6500,5850
Ophthalmology,FMOPT-4206,Intravitreal Injection With Medication,1,PKG,42740-03-01,13612.5,12251.25
Ophthalmology,FMOPT-4201,Anterior Chamber Reformation Post Operative (Outside Hospital),DAY CASE,PKG,42743-00-01,5820,5238
Ophthalmology,FMOPT-4200,Anterior Chamber Reformation Post Operative (Inside Hospital),DAY CASE,PKG,42743-00-01,2700,2430
Ophthalmology,FMOPT-4197,Amniotic Membrane Graft,1,PKG,42641-00-01,15000,13500
Ophthalmology,FMOPT-4195,Graft Replacment (Inhospital),1,PKG,42653-00-01,9000,8100
Ophthalmology,FMOPT-4194,Ch- Draniage ( Outside Hospital),DAY CASE,PKG,42569-00-01,5820,5238
Ophthalmology,FMOPT-4193,Ch-Drainage ( Inside Hospita ),DAY CASE,PKG,42569-00-01,1980,1782
Ophthalmology,FMOPT-4192,Outolojus Blood Injection ( Inside Hospital ),DAY CASE,PKG,13706-07-00,960,864
Ophthalmology,FMOPT-4191,Outolojus Gas Blood Injection (Outside Hospital),DAY CASE,PKG,13706-07-00,2700,2430
Ophthalmology,FMOPT-4189,Glaucoma Extraction Surgery + Secanry (Iol),1,PKG,42698-08-01,14400,12960
Ophthalmology,FMOPT-4188,Viterous Wash Out,1,PKG,42740-00-01,11100,9990
Ophthalmology,FMOPT-4187,Simple Retinal Detachment,1,PKG,90079-00-01,11100,9990
Ophthalmology,FMOPT-4186,Iol Repositioning ( Outside Hospital ),DAY CASE,PKG,42704-01-01,7500,6750
Ophthalmology,FMOPT-4185,Iol Repositioning ( Inside Hospital),DAY CASE,PKG,42704-01-01,2700,2430
Ophthalmology,FMOPT-4184,Gluocoma Ext+ Drang Implant,1,PKG,42698-08-01,14400,12960
Ophthalmology,FMOPT-4183,Gluocoma Cyclo Photo – Coagulation ( Cbc),DAY CASE,PKG,42770-00-01,5820,5238
Ophthalmology,FMOPT-4182,Conjunctival Revision (Inside Hospital),DAY CASE,PKG,90093-00-01,2940,2646
Ophthalmology,FMOPT-4181,Conjunctival Revision,DAY CASE,PKG,90093-00-01,5820,5238
Ophthalmology,FMOPT-4180,Cornial Ring,1,PKG,90067-00-01,9000,8100
Ophthalmology,FMOPT-4179,Lens Intraocular Lens,DAY CASE,PKG,42701-00-01,900,810
Ophthalmology,FMOPT-4178,Cornea,1,PKG,90066-00-01,9000,8100
Ophthalmology,FMOPT-4177,Anterior Chamber Wash,1,PKG,42743-00-01,9000,8100
Ophthalmology,FMOPT-4176,Indirect Laser Treatment For Retinal Abnormalities - One Eye,1,PKG,42809-00-01,8400,7560
Ophthalmology,FMOPT-4175,Photo. Kera. Astigm - Pak Vizx,1,PKG,42810-00-01,9000,8100
Ophthalmology,FMOPT-4174,Phototherapeutic Keratectomy (P.T.K.) One Eye,1,PKG,90063-00-01,9000,8100
Ophthalmology,FMOPT-4173,Laser Trabeculoplasty,DAY CASE,PKG,42782-00-01,5000.93,4546.3
Ophthalmology,FMOPT-4172,Laser Peripheral Iredectomy,1,PKG,42764-04-01,5100,4590
Ophthalmology,FMOPT-4171,Yag Laser Post. Capsulotomy (Done Outside),DAY CASE,PKG,42734-01-01,4620,4158
Ophthalmology,FMOPT-4170,Yag Laser Post. Capsulotomy (Done Inside),DAY CASE,PKG,42734-01-01,2280,2052
Ophthalmology,FMOPT-4169,Second Stage Squint Repair (One Or Both Eyes),1,PKG,42833-00-00,5760,5184
Ophthalmology,FMOPT-4168,Squint Repair (One Or Both Eyes),1,PKG,42833-01-00,10620,9558
Ophthalmology,FMOPT-4167,Pplv+Iol,1,PKG,42725-00-01,23400,21060
Ophthalmology,FMOPT-4166,Parsplana Lens+Vit.+Iol+Erm,1,PKG,42725-00-01,24600,22140
Ophthalmology,FMOPT-4165,Parsplana Vitrectomy+Erm,1,PKG,42725-00-01,21600,19440
Ophthalmology,FMOPT-4164,Silicon Oil,1,PKG,42815-00-01,13800,12420
Ophthalmology,FMOPT-4163,Removal Of Epiretinal Membrance (Erm Removal),1,PKG,42719-01-01,19200,17280
Ophthalmology,FMOPT-4162,Retinal Photocoagulation Three Setting Or More,DAY CASE,PKG,90079-00-02,5700,5130
Ophthalmology,FMOPT-4161,Retinal Photocoagulation Two Setting,DAY CASE,PKG,42809-01-02,4620,4158
Ophthalmology,FMOPT-4160,Retinal Photocoagulation One Setting,DAY CASE,PKG,42809-01-01,3000,2700
Ophthalmology,FMOPT-4159,Pneumatic Retinopexy,1,PKG,42773-01-01,13800,12420
Ophthalmology,FMOPT-4158,Retinal Cryopexy,1,PKG,42809-00-01,7200,6480
Ophthalmology,FMOPT-4157,Parsplana Len+Vit+Scl. Buck +Iol,DAY CASE,PKG,42725-00-02,24000,21600
Ophthalmology,FMOPT-4156,Parsplana Len+Vit+Iol,1,PKG,42725-00-02,23400,21060
Ophthalmology,FMOPT-4155,Parsplanavitrectomy+Iofb+Retinal Detachment + Scleral Buckle,2,PKG,42725-00-02,23400,21060
Ophthalmology,FMOPT-4154,Parsplana Lensectomy+Vit,1,PKG,42725-00-01,21600,19440
Ophthalmology,FMOPT-4153,Parsplana Lensectomy Vitrectomy+Retinal Detachment + Scleral Buckle,2,PKG,42725-00-02,23400,21060
Ophthalmology,FMOPT-4152,Parsplana Vitrectomy+Retinal Detachment,1,PKG,42725-00-01,21600,19440
Ophthalmology,FMOPT-4151,Parsplana Vitrectomy+Scleral Buckle,1,PKG,42725-00-01,21600,19440
Ophthalmology,FMOPT-4150,Parsplana Vitrectomy,1,PKG,42725-00-01,4814.589999999999,4376.9
Ophthalmology,FMOPT-4149,Total Retinal Detachment,2,PKG,90079-00-02,21600,19440
Ophthalmology,FMOPT-4148,Localized Retinal Detachment,1,PKG,90079-00-01,19200,17280
Ophthalmology,FMOPT-4147,Glaucoma Ext.+Optomide,1,PKG,42698-08-01,18000,16200
Ophthalmology,FMOPT-4146,Holmium Laser For Glaucoma (One Eye),DAY CASE,PKG,42782-00-01,6600,5940
Ophthalmology,FMOPT-4145,Glaucoma Ext.+Molteno Tube,1,PKG,42698-08-01,13200,11880
Ophthalmology,FMOPT-4144,Surgical P.I. Or S.I.,1,PKG,42764-04-01,9000,8100
Ophthalmology,FMOPT-4143,Retrobulbar Alcoholic Inj.,DAY CASE,PKG,42824-00-01,1080,972
Ophthalmology,FMOPT-4142,Cyclocryopexy,1,PKG,42806-00-01,9420,8478
Ophthalmology,FMOPT-4141,Glaucoma Extraction + Cataract Extraction + Iol,1,PKG,42698-08-01,18000,16200
Ophthalmology,FMOPT-4140,Glaucoma Extraction,1,PKG,42746-04-01,11820,10638
Ophthalmology,FMOPT-4139,Secondry Iol+Keratoplasty,2,PKG,42701-00-01,24000,21600
Ophthalmology,FMOPT-4138,Cataract Extraction + Iol + Keratoplasty,DAY CASE,PKG,42698-06-01,25200,22680
Ophthalmology,FMOPT-4137,Surgical Post. Capsulotomy (Done Outside),1,PKG,42734-01-01,8220,7398
Ophthalmology,FMOPT-4136,Surgical Post. Capsulotomy (Done Inside),1,PKG,42734-01-01,4620,4158
Ophthalmology,FMOPT-4135,Removal Of I.O.L. (Implanted Outside),1,PKG,42704-00-01,11820,10638
Ophthalmology,FMOPT-4134,Removal Of I.O.L. (Implanted Inside),1,PKG,42704-00-01,6300,5670
Ophthalmology,FMOPT-4133,Cataract Extraction + Iol + Trabeculectomy,1,PKG,42698-06-01,18600,16740
Ophthalmology,FMOPT-4132,Cataract Extraction + Trabeculectomy,1,PKG,42698-06-01,16200,14580
Ophthalmology,FMOPT-4131,Secondry I.O.L. Implantation,1,PKG,42701-00-01,13800,12420
Ophthalmology,FMOPT-4130,Cataract Extraction-I.O.L.,1,PKG,42698-05-01,8651.5,7865
Ophthalmology,FMOPT-4129,Cataract Extraction,1,PKG,42698-06-01,13800,12420
Ophthalmology,FMOPT-4128,Intacs Sk Corneal Ring,DAY CASE,PKG,90067-00-01,8000,7200
Ophthalmology,FMOPT-4127,Refractive Lens Exchange,1,PKG,42707-00-01,10000,9000
Ophthalmology,FMOPT-4126,Intacs Sk (Two Ring),2,PKG,90067-00-02,10000,9000
Ophthalmology,FMOPT-4125,Ferrara Icrs (Two Rings),1,PKG,90067-00-02,8500,7650
Ophthalmology,FMOPT-4124,Ferrara Icrs (One Ring),1,PKG,90067-00-01,7000,6300
Ophthalmology,FMOPT-4123,Toric Icl Phakic Lens,1,PKG,42701-00-01,8500,7650
Ophthalmology,FMOPT-4122,Artisan Phakic Lens,1,PKG,42701-00-01,8400,7560
Ophthalmology,FMOPT-4121,Icl Phakic Lens,DAY CASE,PKG,42698-06-01,6500,5850
Ophthalmology,FMOPT-4119,Corneal Ring Removal (Done Outside),DAY CASE,PKG,42644-04-01,3000,2700
Ophthalmology,FMOPT-4118,Myoring Corneal Ring,1,PKG,42672-00-01,9450,8505
Ophthalmology,FMOPT-4117,Intacs Icrs (Two Rings),2,PKG,42672-00-01,10000,9000
Ophthalmology,FMOPT-4116,Intacs Icrs (One Ring),DAY CASE,PKG,42672-00-01,8000,7200
Ophthalmology,FMOPT-4115,Photo. Kera. Astigm.-Pak Visx,1,PKG,90063-00-01,10000,9000
Ophthalmology,FMOPT-4114,Hyperopic Keratomil. Hkm - Halk,1,PKG,90064-00-01,10500,9450
Ophthalmology,FMOPT-4113,Extracapsular C. Lens+Iol Hype,1,PKG,42698-08-01,12600,11340
Ophthalmology,FMOPT-4112,Extracapsular Cl. Lens+Iol H.M.,1,PKG,42698-08-01,12600,11340
Ophthalmology,FMOPT-4111,Extracapsular Clear Lens H.M.,1,PKG,42698-08-01,11400,10260
Ophthalmology,FMOPT-4110,Posterior Chamber – Phakik Iol,1,PKG,42703-00-01,13800,12420
Ophthalmology,FMOPT-4109,Anterior Chamber – Phakik Iol,DAY CASE,PKG,42743-00-01,15420,13878
Ophthalmology,FMOPT-4108,Prk With Mkm (Disk Flap),1,PKG,90063-00-01,9420,8478
Ophthalmology,FMOPT-4107,Irs Claw Phakic (Iol),1,PKG,42701-00-01,16200,14580
Ophthalmology,FMOPT-4106,Myopic Repair Second Stage,DAY CASE,PKG,90064-00-01,2340,2106
Ophthalmology,FMOPT-4105,Holmium Thermokeratoplasty Ltk,1,PKG,90064-00-01,7000,6300
Ophthalmology,FMOPT-4104,Photorefractive Keratectomy [P.R.K.] (One Eye),DAY CASE,PKG,42810-00-01,7500,6750
Ophthalmology,FMOPT-4103,"Radial Keratotomy (R.K., Ark, Rkt) One Eye",DAY CASE,PKG,90062-00-01,7750,6975
Ophthalmology,FMOPT-4102,Anterior Stromal Puncture,DAY CASE,PKG,42692-01-01,2340,2106
Ophthalmology,FMOPT-4101,Keratoprosthesis,2,PKG,90120-00-01,27600,24840
Ophthalmology,FMOPT-4100,Phototherapetuci Keratectomy (P.T.K.) One Eye,1,PKG,90063-00-01,10620,9558
Ophthalmology,FMOPT-4099,Corneal Wound Suturing,1,PKG,90176-00-00,8100,7290
Ophthalmology,FMOPT-4098,Removal Of P.K.P. Sutures (Operation Outside Hospital),DAY CASE,PKG,42668-00-01,1380,1242
Ophthalmology,FMOPT-4097,Keraoplasty+Secondary Iol,1,PKG,90064-00-01,24000,21600
Ophthalmology,FMOPT-4096,Keraoplasty+Cataract+Ext. Iol,1,PKG,90064-00-01,25200,22680
Ophthalmology,FMOPT-4095,Lamellar Keratoplasty+Scleroplasty,1,PKG,90064-00-01,22800,20520
Ophthalmology,FMOPT-4094,Tattoing,DAY CASE,PKG,90662-00-00,7140,6426
Ophthalmology,FMOPT-4093,Removal Of Deep Corneal F.B.,DAY CASE,PKG,42644-04-01,2305.05,2095.5
Ophthalmology,FMOPT-4092,Excision Of Corneal Tumour+Histopath. Analysis,1,PKG,42573-00-01,9900,8910
Ophthalmology,FMOPT-4091,Corneal Transplant (Keratoplasty (Pkp)),2,PKG,90067-00-01,26400,23760
Ophthalmology,FMOPT-4090,Pterygium Excision+Lamellar Keratoplasty,1,PKG,42686-00-01,11040,9936
Ophthalmology,FMOPT-4089,Pterygium Excision+Conj. Graft,1,PKG,42686-00-01,7800,7020
Ophthalmology,FMOPT-4088,Pterygium Excision,DAY CASE,PKG,42686-00-01,4740,4266
Ophthalmology,FMOPT-4086,Excision Of Conj. Tumour+Histopathology Analysis,1,PKG,42683-00-01,8700,7830
Ophthalmology,FMOPT-4085,Biopsy Of Conj. Tumour+Histopathology Analysis,DAY CASE,PKG,42676-00-01,7020,6318
Ophthalmology,FMOPT-4084,Repair Of Conjunctiva Laceration,DAY CASE,PKG,42632-02-01,314.6,286
Ophthalmology,FMOPT-4083,Bilateral Punctal Occlusion,DAY CASE,PKG,42620-00-02,7020,6318
Ophthalmology,FMOPT-4082,Unilateral Punctal Occlusion,DAY CASE,PKG,90067-00-01,4500,4050
Ophthalmology,FMOPT-4081,Collagen Plug,DAY CASE,PKG,42620-00-01,1740,1566
Ophthalmology,FMOPT-4080,Balloon Dacryoplasty,1,PKG,42593-01-01,9420,8478
Ophthalmology,FMOPT-4079,Temprory Artery Biopsy+Histo.,DAY CASE,PKG,34109-00-00,5820,5238
Ophthalmology,FMOPT-4078,Dcr+Canalicular Reconstruction,1,PKG,42623-00-01,14100,12690
Ophthalmology,FMOPT-4077,Dcr+Lester Jones Tube,1,PKG,42623-00-01,16620,14958
Ophthalmology,FMOPT-4076,Bilateral Medial Spindle Surgery,1,PKG,45626-00-02,7500,6750
Ophthalmology,FMOPT-4075,Unilateral Media Spindle Surgery,1,PKG,45626-00-01,5820,5238
Ophthalmology,FMOPT-4074,Bilateral Probing & Syringing+Intubation,1,PKG,42615-01-00,9420,8478
Ophthalmology,FMOPT-4073,Unilateral Probing & Syringing+Intubation,1,PKG,42614-01-00,5820,5238
Ophthalmology,FMOPT-4072,Silicone Intubation One Eye,1,PKG,42608-00-01,5820,5238
Ophthalmology,FMOPT-4071,Excision Of Lacrimal Gland,1,PKG,42593-00-01,10620,9558
Ophthalmology,FMOPT-4070,Biopsy Of Lacrimal Gland Tumor+Histopath. Analysis,1,PKG,30075-35-01,7020,6318
Ophthalmology,FMOPT-4069,D.C.R.,1,PKG,42623-00-01,12600,11340
Ophthalmology,FMOPT-4068,Dacryocystectomy,1,PKG,42596-01-01,1534.28,1394.8
Ophthalmology,FMOPT-4067,Reconstruction Of Lacrimal Ducts+Last. Tube,1,PKG,90088-00-01,9300,8370
Ophthalmology,FMOPT-4066,Three Snip Operation (Both Eyes),1,PKG,90092-00-02,6900,6210
Ophthalmology,FMOPT-4065,Three Snip Operation (One Eye),DAY CASE,PKG,90092-00-01,4680,4212
Ophthalmology,FMOPT-4064,Probing & Syringing Under G.A. (Both Eyes),DAY CASE,PKG,42615-01-00,4680,4212
Ophthalmology,FMOPT-4063,Probing & Syringing Under G.A. (One Eye),DAY CASE,PKG,42614-01-00,2700,2430
Ophthalmology,FMOPT-4062,Gold Weight Lid Implantation,1,PKG,42869-00-01,11700,10530
Ophthalmology,FMOPT-4061,Botulium Toxin Injection,1,PKG,92163-00-00,7020,6318
Ophthalmology,FMOPT-4060,Bilateral Eye Brow Plasty,1,PKG,45588-01-00,15600,14040
Ophthalmology,FMOPT-4059,Unilateral Eye Brow Plasty,1,PKG,45587-01-00,10500,9450
Ophthalmology,FMOPT-4058,Bilateral Blepharoplasty Lower Lid,1,PKG,45625-00-02,15600,14040
Ophthalmology,FMOPT-4057,Unilateral Blepharoplasty Lower Lid,1,PKG,45625-00-01,10200,9180
Ophthalmology,FMOPT-4056,Bilateral Blepharoplasty Upper Lid,1,PKG,45625-00-02,18600,16740
Ophthalmology,FMOPT-4055,Unilateral Blepharoplasty Upper Lid,2,PKG,45625-00-01,10800,9720
Ophthalmology,FMOPT-4054,Bilateral Myectomy Lower Lid,1,PKG,90090-00-02,21600,19440
Ophthalmology,FMOPT-4053,Unilateral Full Myectomy Lower Lid,1,PKG,90090-00-01,28200,25380
Ophthalmology,FMOPT-4052,Bilateral Full Myectomy Upper Lid,1,PKG,90090-00-02,28800,25920
Ophthalmology,FMOPT-4051,Unilateral Full Myectomy Upper Lid,1,PKG,90090-00-01,18600,16740
Ophthalmology,FMOPT-4050,Bilateral Limited Myectomy Upper Lid,1,PKG,90090-00-02,19020,17118
Ophthalmology,FMOPT-4049,Unilateral Limited Myectomy Upper Lid,1,PKG,90090-00-01,11400,10260
Ophthalmology,FMOPT-4048,Bilateral Repair Entr. Ectropin,1,PKG,45626-00-02,14220,12798
Ophthalmology,FMOPT-4047,Unilateral Repair Entr. Ectropin,1,PKG,45626-00-01,8700,7830
Ophthalmology,FMOPT-4046,Bilateral Tarsal Strip With Graft,1,PKG,42551-00-00,12180,10962
Ophthalmology,FMOPT-4045,Unilateral Tarsal Strip With Graft,1,PKG,42551-00-00,8700,7830
Ophthalmology,FMOPT-4044,Bilateral Tarsal Strip,1,PKG,45614-01-02,9540,8586
Ophthalmology,FMOPT-4043,Unilateral Tarsal Strip,1,PKG,45614-01-01,7020,6318
Ophthalmology,FMOPT-4042,Bil. Levator Mus. Recession,1,PKG,45623-02-02,18000,16200
Ophthalmology,FMOPT-4041,Unil. Levator Mus. Recession,1,PKG,45623-02-01,11820,10638
Ophthalmology,FMOPT-4040,Bil. Ptosis Repair+Fresh Fasc.,1,PKG,45623-05-02,23400,21060
Ophthalmology,FMOPT-4039,Unilat. Ptosis Repair+Fresh,1,PKG,45623-05-01,15000,13500
Ophthalmology,FMOPT-4038,Bilateral Sim. Ptosis Repair,1,PKG,45623-05-02,18000,16200
Ophthalmology,FMOPT-4037,Exci. Of Lid Tum=Rec. Us Flao,1,PKG,31230-00-01,13800,12420
Ophthalmology,FMOPT-4036,Exci. Of Lid Tumour With Com. Re,1,PKG,31230-00-01,8700,7830
Ophthalmology,FMOPT-4035,Exci. Of Multi Chalaz. In Or,DAY CASE,PKG,42575-00-01,3712.5,3341.25
Ophthalmology,FMOPT-4034,Exci.Multiple Small Lid Grow,DAY CASE,PKG,90084-00-01,2580,2322
Ophthalmology,FMOPT-4033,Lid Reconstruction Using Flapes Or Graft,1,PKG,90095-00-01,13800,12420
Ophthalmology,FMOPT-4032,Complex Lid Reconstruction,1,PKG,90095-00-01,9600,8640
Ophthalmology,FMOPT-4031,Simple Lid Reconstruction,1,PKG,45206-00-01,4980,4482
Ophthalmology,FMOPT-4030,Repair Of Simple Lid+Explora,DAY CASE,PKG,30052-01-02,5340,4806
Ophthalmology,FMOPT-4029,Electrolysis For Eye Lashes In O.R.,DAY CASE,PKG,42587-04-01,1140,1026
Ophthalmology,FMOPT-4028,Eye Plastic Surgery,1,PKG,45617-00-01,13020,11718
Ophthalmology,FMOPT-4027,Trichiasis Repair (Both Eyes),DAY CASE,PKG,42587-03-01,7020,6318
Ophthalmology,FMOPT-4026,Trichiasis Repair (One Eye),DAY CASE,PKG,42587-03-01,4620,4158
Ophthalmology,FMOPT-4025,Repair Of Entropion Or Ectropion (Both Eyes),1,PKG,45626-00-01,8700,7830
Ophthalmology,FMOPT-4024,Repair Of Entropion Or Ectropion (One Eye),1,PKG,45626-00-02,6000,5400
Ophthalmology,FMOPT-4023,Ptosis Repair (One Eye),1,PKG,45623-05-01,8700,7830
Ophthalmology,FMOPT-4022,Tarsorrhaphy (One Eye),1,PKG,42584-00-01,7500,6750
Ophthalmology,FMOPT-4021,Excision Of Lid Tumour+Histopathology Analysis,1,PKG,31230-00-01,6000,5400
Ophthalmology,FMOPT-4020,Excision Of Chalazion Under G.A.,DAY CASE,PKG,30052-01-01,1860,1674
Ophthalmology,FMOPT-4019,Excision Of Small Lid Growth In O.R.,DAY CASE,PKG,90086-00-01,2580,2322
Ophthalmology,FMOPT-4018,Reconstruction Of Lid Laceration,1,PKG,90060-00-01,6000,5400
Ophthalmology,FMOPT-4017,Repair Of Small Wound Of Lid,DAY CASE,PKG,30052-01-01,1500,1350
Ophthalmology,FMOPT-4016,Drill Of Hyder. Imp. With Artif.,1,PKG,90086-00-01,8220,7398
Ophthalmology,FMOPT-4015,Impl. Of Hydr. Orb. In Enucl.,1,PKG,42509-00-00,21000,18900
Ophthalmology,FMOPT-4014,Implan. Of Reg. In Enuc. Evisc.,1,PKG,42515-00-00,9420,8478
Ophthalmology,FMOPT-4013,Enucl. With Hydroxy. Orbital,1,PKG,42506-00-00,22200,19980
Ophthalmology,FMOPT-4012,Socket Reconstruction,1,PKG,42527-00-01,10200,9180
Ophthalmology,FMOPT-4011,Thyroid Orbital Decompression (Both Eyes),2,PKG,42545-01-02,29400,26460
Ophthalmology,FMOPT-4010,Thyroid Orbital Decompression (One Eye),1,PKG,42545-01-01,18600,16740
Ophthalmology,FMOPT-4009,Optic Nerve Sheath Fenes – Onsf,1,PKG,42548-00-00,17400,15660
Ophthalmology,FMOPT-4008,Posterior Orbital Tumour,1,PKG,42543-00-01,18600,16740
Ophthalmology,FMOPT-4007,Posterior Orbital Exploration,1,PKG,42533-00-01,13800,12420
Ophthalmology,FMOPT-4006,Enucleation Or Evisceration=Prosth.Implant,1,PKG,42509-00-00,8640,7776
Ophthalmology,FMOPT-4005,Enucleation Or Evisceration Of Eye Ball,1,PKG,42506-00-00,5820,5238
Ophthalmology,FMOPT-4004,Exentration,1,PKG,42536-00-01,4595.58,4177.8
Ophthalmology,FMOPT-4003,Reconstruction Of Orbital Base Fracture,1,PKG,45590-00-01,17400,15660
Ophthalmology,FMOPT-4002,Orbital Tumour Excision+Histopathology Analysis,1,PKG,42533-01-01,9420,8478
Ophthalmology,FMOPT-4001,Orbital Tumour Biopsy+Histopathology Analysis,1,PKG,42533-01-01,8700,7830
Ophthalmology,FMOPT-4000,Orbital Exploration,1,PKG,42533-00-01,8700,7830
Ophthalmology,FMOPT-3003,Lasik For Both Eyes,1,PKG,90064-01-02,9000,8100
Ophthalmology,FMOPT-2003,Cross Linking - Bilateral,1,PKG,42652-00-12,8500,7650
ONCOLOGY/NUCLEAR MED,FMONC-3002,Bone Marrow Aspiration With Biopsy Without Histopathology Under Ga,DAY CASE,PKG,30087-00-00,10200,9180
ONCOLOGY/NUCLEAR MED,FMONC-3001,Bone Marrow Aspiration Without Biopsy Under Ga,1,PKG,99999-99-99,6000,5400
ONCOLOGY/NUCLEAR MED,FMONC-3000,Lumbar Puncture With Intrathecal Chemotherapy Without Medication Under Ga,1,PKG,39000-00-00,6000,5400
Oncology,FMONC-1055,Tumor Ablation By Alcohol,1,PKG,40330-00-00,15000,13500
OB & GYNE,FMOBG-9910,Vaginal Birth After C.S ( Vpac),2,PKG,83700-00-00,18000,16200
OB & GYNE,FMOBG-3048,Caesarian Delivery For Triplets (Uncomplicated),1,PKG,16520-04-00,19500,17550
OB & GYNE,FMOBG-3047,Caesarian Delivery For Twins (Uncomplicated),1,PKG,16520-02-00,18000,16200
OB & GYNE,FMOBG-3046,Normal Delivery For Twins (Uncomplicated),1,PKG,90467-00-00,8500,7650
OB & GYNE,FMOBG-3045,Caesarian Delivery (With Normal Baby),2,PKG,16520-00-00,10182.15,9256.5
OB & GYNE,FMOBG-3044,Breech Delivery (With Normal Baby),1,PKG,90470-00-00,8000,7200
OB & GYNE,FMOBG-3043,Vacuum Delivery (With Normal Baby),1,PKG,90469-00-00,8000,7200
OB & GYNE,FMOBG-3042,Normal Delivery (With Normal Baby),1,PKG,90467-00-00,7500,6750
OB & GYNE,FMOBG-3041,Vaginal Sacro Spinous Fixation / Hysteroscopy,1,PKG,35597-00-00,17000,15300
OB & GYNE,FMOBG-3040,Vaginal Colposcopy,1,PKG,35614-00-00,18000,16200
OB & GYNE,FMOBG-3039,Vaginal Sacrospinous Fixation / Hysteropexy,1,PKG,35568-00-00,17000,15300
OB & GYNE,FMOBG-3038,Abdominal Colpopexy,1,PKG,35597-01-00,18000,16200
OB & GYNE,FMOBG-3037,Expl. & Reconstruction Of Tubes,1,PKG,90433-01-01,14250,12825
OB & GYNE,FMOBG-3036,Abdominal Sling For Congenital Prolapse,1,PKG,35571-00-00,17250,15525
