Department,ServiceCode,Service Description (Unified),Type,NPHIES Code (Hyphenated )2,LOS,Class B,Class A & VIP,Comment
Dental & Maxillofacial,FMDNTS0279,Maxillary Sinus Curretage,PKG,97222-00-00,2,5500,5500,Service to Package
Orthopedics,FMORT-0641,Percutaneous Lazer Discectomy,PKG,40300-00-00,2,36750,36750,Service to Package
Cardiology,FMCAT-0054,Ablation Using 3D Mapping System (Add-On To Fmcat-0042 ),PKG,38287-01-00,2,24500,24500,Service to Package
Orthopedics,FMORT-0050,Remvl Of Int. Fixatn Device At Humerus,PKG,47930-00-01,1,14700,14700,Service to Package
Orthopedics,FMORT-0166,Complete Or Partl.Resection Of Synovial Membr.-Shoulder,PKG,48936-00-01,1,11550,11550,Service to Package
Orthopedics,FMORT-0428,Repair Of Recurr Disloc Of Shoulder,PKG,47009-00-01,1,25200,25200,Service to Package
Orthopedics,FMORT-0041,"Revisn Of Displ.Or Broken Fix. Dev.At Scapula,Clavicle,Thorax",PKG,47921-00-01,1,18900,18900,Service to Package
Orthopedics,FMORT-0311,Ham String Lenghtening,PKG,47957-00-01,1,15750,15750,Service to Package
Orthopedics,FMORT-0158,"Release Of Adherent Jnt Capsul Ligament,Cartilage-Hip",PKG,90570-00-01,1,15750,15750,Service to Package
Orthopedics,FMORT-0017,Bone Lenghtening W/Bone Graft At Femur,PKG,50303-00-00,2,24150,24150,Service to Package
Orthopedics,FMORT-0204,Tarsometatarsal Fusion,PKG,49815-00-00,1,21000,21000,Service to Package
Orthopedics,FMORT-0389,Osteotomy Of Ankle,PKG,48400-02-01,1,21000,21000,Service to Package
Orthopedics,FMORT-0678,"Tri.Malleolar Fracture, Ankle",PKG,47597-00-01,2,24150,24150,Service to Package
Orthopedics,FMORT-0452,Arthrodesis Of The Big Toe,PKG,90559-00-00,1,12600,12600,Service to Package
OB & GYNE,FMOBG-3055,LAPAROSCOPIC MYOMECTOMY,PKG,35649-01-00,,21500,21500,Service to Package
Orthopedics,FMORT-0528,Open Red.& Int.Fix Of Symph. Pubis Disatasis W/ Or W/O Frac,PKG,47486-00-01,1,29400,29400,Service to Package
Orthopedics,FMORT-0280,Bone Reconstruction Of Thumb,PKG,99999-99-99,2,15750,15750,Service to Package
Orthopedics,FMORT-0215,Metacarpo Phalangeal Fusion,PKG,46300-01-01,1,21000,21000,Service to Package
Orthopedics,FMORT-0314,Quadriceps Plasty,PKG,49569-00-01,2,15750,15750,Service to Package
Orthopedics,FMORT-0335,Amputation Of Leg Thru Femur,PKG,44367-00-00,2,31500,31500,Service to Package
Orthopedics,FMORT-0130,Open Reduct Of Dislocation At Hip,PKG,47051-00-01,1,31500,31500,Service to Package
Orthopedics,FMORT-0604,Frac. Pelvic Gr.I(Ant.Column),PKG,47486-00-01,2,42000,42000,Service to Package
Orthopedics,FMORT-0526,Rev.Of Lumb.Disc Prolapse 2 Level Ly/L5 / L5/S1,PKG,40303-01-00,2,42000,42000,Service to Package
UROLOGY,FMURO-3023,Bladder Neck Incision,PKG,36854-00-00,2,10800,10800,Service to Package
Orthopedics,FMORT-0472,Excision Of The Acromion,PKG,48406-09-01,1,12600,12600,Service to Package
Orthopedics,FMORT-0253,Excision Of Lesion Of Muscle Of Hand,PKG,31350-00-01,1,11550,11550,Service to Package
Orthopedics,FMORT-0169,Complete Or Partl.Resection Of Synovial Memb.-Hand & Finger,PKG,46336-00-01,1,9450,9450,Service to Package
Orthopedics,FMORT-0279,Graft Reconstruction Of Thumb,PKG,45451-06-01,2,15750,15750,Service to Package
Orthopedics,FMORT-0108,Debridement Of Compound Fract.At Humerus,PKG,90580-00-01,1,14700,14700,Service to Package
Dental & Maxillofacial,FMDNTC0035,Surgical Excision  Of Intra-Oral Tumour Small,PKG,30275-00-00,1,3000,3000,Service to Package
Orthopedics,FMORT-0127,Open Reduct Of Dislocatn At Elbow,PKG,47021-00-01,1,31500,31500,Service to Package
Orthopedics,FMORT-0128,Open Reduct Of Dilocation At Wrist,PKG,90542-00-01,1,31500,31500,Service to Package
Orthopedics,FMORT-0499,Open Red. For Hip In C.D.H.,PKG,47051-00-02,1,25200,25200,Service to Package
Orthopedics,FMORT-0139,Arthrotomy For Removal Of Prosthesis At Hip,PKG,49312-00-00,1,29400,29400,Service to Package
Orthopedics,FMORT-0769,Removal Of Spinal Instrumentation,PKG,50616-01-00,2,16800,16800,Service to Package
Orthopedics,FMORT-0464,Correctn Of Deform.&Tendon Displ.Fm Rheumatoid Arthritis,PKG,47957-00-01,1,18900,18900,Service to Package
Orthopedics,FMORT-0141,Biopsy-Joint Structure Of - Shoulder,PKG,48945-01-01,1,13650,13650,Service to Package
Orthopedics,FMORT-0662,Ant Spinal Fix Fr/Deform Spine,PKG,48678-00-00,3,73500,73500,Service to Package
Orthopedics,FMORT-0122,Closed Reduct Of Dislocatn At Knee,PKG,47054-00-01,DAY CASE,12600,12600,Service to Package
Orthopedics,FMORT-0209,Arthrodesis Of Hip,PKG,49306-00-00,1,47250,47250,Service to Package
Endoscopy,FMENDE0041,Endoscopic Insertion Of A Stent,Service,30491-00-00,0,1017,1017,Current List
Orthopedics,FMORT-0745,Anterior Cervical Corpectomy,PKG,40315-00-00,2,55650,55650,Service to Package
Orthopedics,FMORT-0659,Removal Of Tumour Of The Spine,PKG,40309-00-00,3,63000,63000,Service to Package
Orthopedics,FMORT-0118,Closed Reduct Of Dislocatn At Elbow,PKG,47018-00-01,DAY CASE,12600,12600,Service to Package
Orthopedics,FMORT-0485,Fusion Of The Spine After Frac Or Fracture Dislocation,PKG,48642-00-00,4,63000,63000,Service to Package
NEUROSURGERY,FMNEU-3370,Endoscopic Evacuation Of Intraventricular Haematoma,PKG,30223-00-00,2,60000,60000,Service to Package
Orthopedics,FMORT-9001,Revision Of Iln Femur,PKG,49563-00-01,1,52500,52500,Service to Package
NEUROSURGERY,FMNEU-3306,Craniotomy And Exesion Of Deep Sealed / Skull Base Brain Tumor,PKG,40600-03-00,4 INCLUDING ICU ,112000,112000,Service to Package
Orthopedics,FMORT-0071,Closed Reduct Of Fract W/O Intfix At Tarsal & Mata,PKG,47621-00-01,DAY CASE,9450,9450,Service to Package
Orthopedics,FMORT-0658,Anerior And Posterior Correction Of Scoliosis With Fixation And Grafting  - 6 Days,PKG,90595-00-00,4,112387.5,112387.5,Service to Package
Orthopedics,FMORT-0739,Precotoneous Discectomy ( Any Region ),PKG,40300-00-00,2,47250,47250,Service to Package
ENT,FMENT-3146,Lymph Node Biopsy Of Neck,PKG,30075-00-00,1,6900,6900,Service to Package
NEUROSURGERY,FMNEU-3512,Occipito Cervical Posterior Fusion And Fixation W/Out Implant,PKG,90011-02-00,3,115500,115500,Service to Package
Orthopedics,FMORT-0276,Reconstruction Of Thumb,PKG,45451-06-01,1,29400,29400,Service to Package
NEUROSURGERY,FMNEU-3330,Excision Of Scalp Swelling Or Tumour,PKG,39703-01-00,1,17000,17000,Service to Package
NEUROSURGERY,FMNEU-3678,Insertion Of External Ventricular Drain - Unilateral,PKG,39015-00-00,1,25000,25000,Service to Package
Orthopedics,FMORT-0733,Anterior Thoracic Desictomy,PKG,40300-00-00,2,63000,63000,Service to Package
Surgery,SUR-0171,CHOLEDOCHOJEJUNOSTOMY ( surgical open & complicated procedure ),PKG,30460-04-00,,48500,48500,Service to Package
SURGERY,FMSUR-9048,Excision Of Soft Tissue Sarcoma,PKG,90575-00-01,1,2500,2500,Service to Package
Radiology ,FMXRAY1405,Ir. Varicocele Embolization/Coiling (Bilateral),PKG,35321-07-02,1,30800,30800,Service to Package
Orthopedics,FMORT-0149,Biopsy Of Structure Of Foot & Toe,PKG,50100-01-01,1,9450,9450,Service to Package
Ophthalmology,FMOPT-4085,Biopsy Of Conj. Tumour+Histopathology Analysis,PKG,42676-00-01,DAY CASE,7020,7020,Service to Package
orthopedic,FMORT-0950,BILATERAL CORE DECOMPRESION For BILATERAL Hip Joint,PKG,90607-01-00,,35000,35000,Service to Package
UROLOGY,FMURO-3074,Marsupialization Of Renal Cyst,PKG,36558-01-00,1,17400,17400,Service to Package
Orthopedics,FMORT-0761,Open Anterior Spinal Release For Scoliosis,PKG,90011-02-00,4,44100,44100,Service to Package
Orthopedics,FMORT-0613,Open Reduction W/Internal Fixation Sub-Chondral Fracture,PKG,90595-00-00,1,31500,31500,Service to Package
NEUROSURGERY,FMNEU-3496,Cervical Discectomy Anterior Approach – 1 Level With Fusion W/Out Implant,PKG,40333-00-00,3,62000,62000,Service to Package
Dental & Maxillofacial,FMDNTS0367,Fracture Zygomatic Arch (Closed Reduction),PKG,47762-01-01,1,16000,16000,Service to Package
Endoscopy,FMENDE0043,Endoscopic stent exchange,PKG,30451-02-00,1,4326,4326,Service to Package
Orthopedics,FMORT-0746,Combined Anterior And Posterior Or Cervical Fixation,PKG,40316-00-00,3,105000,105000,Service to Package
SURGERY,FMSUR-3269,Laparoscopic Orchiopexy Or Ordiopexy,PKG,37604-10-00,1,12000,12000,Service to Package
NEUROSURGERY,FMNEU-3591,Revision Spinal Fixation + Adjustment Of Spinal Implant (Cer/Th/Lum) - One Level,PKG,90011-02-00,3,66500,66500,Service to Package
UROLOGY,FMURO-3048,Prostatic Abscess Drainage,PKG,37212-01-00,1,13800,13800,Service to Package
Orthopedics,ORT-0121,Ulnar Nerve Transfer,PKG,39321-00-00,1,11415,11415,Service to Package
Orthopedics,FMORT-0308,Excision Of Baker'S Cyst,PKG,30114-00-00,1,15750,15750,Service to Package
Cardiology,FMCAR-9978,Permanent Pacemaker Dual Chamber Implantation,PKG,38353-00-00,3,40250,40250,Service to Package
SURGERY,FMSUR-3173,Abdominoperineal Resection Of The Rectum,PKG,32039-00-00,3,45000,45000,Service to Package
Ophthalmology,FMOPT-4018,Reconstruction Of Lid Laceration,PKG,90060-00-01,1,6000,6000,Service to Package
UROLOGY,FMURO-3077,Pcnl,PKG,30450-01-01,1,17400,17400,Service to Package
UROLOGY,FMURO-3020,Ureteral Dilation,PKG,37303-00-00,1,8700,8700,Service to Package
SURGERY,FMSUR-3127,Recurrent Hernia,PKG,30614-02-00,2,14000,14000,Service to Package
UROLOGY,FMURO-3060,Anterior Urethrotomy For Stone,PKG,37324-00-00,1,10800,10800,Service to Package
Radiology ,FMXRAY1371,Ir. Angioplasty Of Aortoiliac Artery,PKG,35303-06-00,3,44000,44000,Service to Package
UROLOGY,FMURO-3087,Transvesical Prostatectomy,PKG,37200-03-00,2,17400,17400,Service to Package
UROLOGY,FMURO-3009,Recircumcision Under Ga,PKG,30653-00-00,1,3300,3300,Service to Package
Radiology ,FMXRAY1410,Ir. Pain Block-Bilateral,PKG,92512-99-02,DAY CASE,7700,7700,Service to Package
Ophthalmology,FMOPT-4089,Pterygium Excision+Conj. Graft,PKG,42686-00-01,1,7800,7800,Service to Package
ENT,FMENT-3138,Hypopharyngoscopy & Foreign Body Removal,PKG,99999-99-99,1,5820,5820,Service to Package
Radiology ,FMXRAY1446,Ir. Neuro. Avm Embolization (1 Session),PKG,35412-00-00,4 INCLUDING ICU ,165000,165000,Service to Package
Surgery,FMSUR-0048,HERNIORRHAPHY,PKG,30403-01-00,,3974.355,3974.355,Service to Package
Orthopedics,ORT-0065,Close Reduction Of Dislocated Phalenges,PKG,48406-12-00,DAY CASE,2540,2540,Service to Package
Radiology ,FMXRAY1432,Ir. Arthogram,PKG,59751-00-00,DAY CASE,2750,2750,Service to Package
UROLOGY,FMORT-0262,RELEASE OF DUPUYTREN`S CONTRACTURE,PKG,46381-00-01,1,5500,5500,Service to Package
SURGERY,FMSUR-3144,Radical Mastectomy With Removal Of Nodes,PKG,31518-00-00,2,12000,12000,Service to Package
ENT,FMENT-3128,Limited Rhinoplasty,PKG,90133-00-00,1,7000,7000,Service to Package
UROLOGY,FMURO-3037,Nephrostomy,PKG,36516-01-00,1,5700,5700,Service to Package
Radiology ,FMXRAY1420,Ir. Chemoembolization,PKG,35321-10-00,2,33000,33000,Service to Package
SURGERY,FMCTS-0036,EXCISION OF CHEST WALL SINUS,PKG,30099-00-00,1,14500,14500,Service to Package
Orthopedics,FMORT-0340,Thumb Reattachement,PKG,46483-00-01,2,22050,22050,Service to Package
Cardiology,FMCAR-3092,Pericardiectomy,PKG,38447-00-00,3,25000,25000,Service to Package
Orthopedics,FMORT-0055,Remvl Of Int. Fixatn Device At Tarsals & Metatarsals,PKG,47930-00-01,1,11550,11550,Service to Package
Orthopedics,FMORT-0404,Second Revisn Of Carpal Tunnel Syndrome,PKG,39331-01-01,1,15750,15750,Service to Package
Orthopedics,FMORT-0319,Amputation & Disarticulation Of Thumb,PKG,46465-00-01,2,15750,15750,Service to Package
Orthopedics,FMORT-0402,Salter Dv Osteotomy & Cast,PKG,48424-00-00,1,21000,21000,Service to Package
UROLOGY,FMURO-3092,Diverticulectomy,PKG,37020-01-00,1,14400,14400,Service to Package
Orthopedics,FMORT-0136,Excisn Of Miniscus Per Artrosc,PKG,49560-03-01,DAY CASE,12600,12600,Service to Package
OB & GYNE,FMOBG-3029,Vaginal Hysterectomy,PKG,35657-00-00,2,17000,17000,Service to Package
Orthopedics,FMORT-0381,Valgus Osteotomy Of Hip,PKG,48424-00-00,1,19950,19950,Service to Package
Orthopedics,FMORT-0200,Ankle Fusion(Tibutalar Fusion),PKG,49712-00-00,1,21000,21000,Service to Package
Orthopedics,FMORT-0153,Release Of Adherent Jnt Capsul Cartilage-Unspec. Site.,PKG,90570-00-01,1,10500,10500,Service to Package
Orthopedics,FMORT-0338,Disarticulation Of Hip,PKG,44370-00-00,2,29400,29400,Service to Package
Orthopedics,FMORT-0020,Bone Shortening At Femur,PKG,48424-01-00,1,18900,18900,Service to Package
Orthopedics,FMORT-0383,Osteotomy Of Shoulder,PKG,48412-00-01,1,23100,23100,Service to Package
Plastic Surgery,FMPSD-2094,TRANSPOSITION FLAP (Moderate),PKG,45206-09-00,DAY CASE,6500,6500,Service to Package
Orthopedics,FMORT-0386,Osteotomy Of Elbow,PKG,48412-00-01,1,21000,21000,Service to Package
Orthopedics,FMORT-0603,Fract. Pelvic Gr.Ii(Post.Col.),PKG,47486-00-01,2,42000,42000,Service to Package
Orthopedics,FMORT-0384,Osteotomy Of Wrist,PKG,48406-13-01,1,21000,21000,Service to Package
Dental,FMDNT-3002,Incision & Drainage Under Ga,PKG,96215-00-20,1,6000,6000,Service to Package
Orthopedics,FMORT-0650,"Lat. Retinacular Release,Knee",PKG,49560-02-01,1,13650,13650,Service to Package
Orthopedics,FMORT-0385,Osteotomy Of Humerus,PKG,48412-00-01,1,23100,23100,Service to Package
Orthopedics,FMORT-0525,Open Reduct.Of Fix Radius Head Or Excision,PKG,47408-01-01,1,18900,18900,Service to Package
Orthopedics,FMORT-0502,Sequestromy Of Long Bones,PKG,90603-15-01,1,18900,18900,Service to Package
Orthopedics,FMORT-0701,O.R.I.F. Of Sterno Clavicular Join,PKG,47006-00-01,1,25200,25200,Service to Package
Orthopedics,FMORT-0324,Disarticulation Of Shoulder,PKG,44331-00-01,1,29400,29400,Service to Package
Orthopedics,FMORT-0042,Revisn Of Displ.Or Broken Fix. Device At Humerus,PKG,47921-00-01,1,29400,29400,Service to Package
Orthopedics,FMORT-0522,Release Adductor Tendon Bilat.,PKG,47963-00-02,1,10500,10500,Service to Package
Orthopedics,FMORT-0212,Arthrodesis Of Elbow,PKG,49106-00-01,1,31500,31500,Service to Package
Orthopedics,FMORT-0317,Amputation Of Upper Limb,PKG,44328-01-00,2,31500,31500,Service to Package
Orthopedics,FMORT-0326,Lower Limb Amputation,PKG,44367-00-00,2,31500,31500,Service to Package
Orthopedics,FMORT-0514,Hind Quarter Or Fore Quarter Amputation,PKG,44373-00-00,2,31500,31500,Service to Package
Orthopedics,FMORT-0155,"Release Of Adherent Jnt Capsul Ligament,Cartilage-Elbow",PKG,49100-02-01,1,15750,15750,Service to Package
Orthopedics,FMORT-0672,Cerv.Post. Open Reduc.Internal Fixation + Fusion,PKG,47699-01-00,3,71400,71400,Service to Package
NEUROSURGERY,FMNEU-3365,Remvl Of Foreign B.& Repairing The Intracranial Dura,PKG,92138-00-00,3,60000,60000,Service to Package
nephrology,FMNEP-0048,Laparoscopic Nephrectomy,PKG,36516-00-00,1,30000,30000,Service to Package
Orthopedics,FMORT-0049,"Remvl Of Int. Fixatn Device At Scapula,Clavicle,Thorax (R/S)",PKG,47930-00-01,1,18900,18900,Service to Package
Orthopedics,FMORT-0574,Trans.Of Tendon At Hand/Wrist,PKG,46417-00-01,1,18900,18900,Service to Package
Orthopedics,FMORT-0047,Revisn Of Displ.Or Broken Fix. Device At Tarsals & Metatarsal,PKG,47921-00-01,1,23100,23100,Service to Package
Cardiology,FMCAR-1002,Reprograming Of Permanet Pacemaker,PKG,90203-05-00,1,6798.33,6798.33,Service to Package
Orthopedics,FMORT-0131,Open Reduct Of Dislocation At Knee,PKG,47060-00-01,1,31500,31500,Service to Package
Orthopedics,FMORT-0549,Transfer Of Muscle At Thigh,PKG,47966-01-00,1,25200,25200,Service to Package
Orthopedics,FMORT-9903,Reduction Of Joint Discl.W/G.A,PKG,99999-99-99,1,12600,12600,Service to Package
Orthopedics,FMORT-0161,"Release Of Adherent Jnt Capsul Ligament,Cartilage-Foot & Toe",PKG,90570-00-01,1,9450,9450,Service to Package
Orthopedics,FMORT-0147,Biopsy-Joint Structure Of Knee,PKG,49557-01-01,1,13650,13650,Service to Package
Orthopedics,FMORT-0150,Biopsy-Joint Structure Of Spine,PKG,50100-01-01,DAY CASE,21000,21000,Service to Package
Orthopedics,FMORT-0706,Costoplasty,PKG,38427-00-00,2,36750,36750,Service to Package
Orthopedics,FMORT-0272,Recession Of Tendon Of Hand,PKG,47963-02-01,1,18900,18900,Service to Package
Orthopedics,FMORT-0274,Reattachemnt Of Muscle Of Hand,PKG,90585-00-00,1,18900,18900,Service to Package
OB & GYNE,FMOBG-3001,D & C + Biopsy,PKG,35640-00-00,1,4500,4500,Service to Package
ENT,FMENTE6026,Cochlear Implant Surgery,PKG,41617-00-01,1,127050,127050,Service to Package
Orthopedics,FMORT-0527,Skeletal Tract.Fr.Frac.Adl/Cld,PKG,90531-00-00,1,12600,12600,Service to Package
Orthopedics,FMORT-0148,Biopsy-Joint Structure Of Ankle,PKG,49700-01-01,DAY CASE,12600,12600,Service to Package
Orthopedics,FMORT-0601,O.R. And I.F.Of Fracture Scapl,PKG,47468-01-01,1,31500,31500,Service to Package
Orthopedics,FMORT-0329,Amputation Thru Middle Of Foot,PKG,44364-01-01,1,24442,24442,Service to Package
Orthopedics,FMORT-0632,Correction Of External Fixator,PKG,50130-00-01,1,8400,8400,Service to Package
Orthopedics,FMORT-0482,Sequestromy Of Small Short - Bones,PKG,90573-00-01,1,16800,16800,Service to Package
Orthopedics,FMORT-0123,Closed Reduct Of Dislocatn At Ankle,PKG,47063-00-01,DAY CASE,12600,12600,Service to Package
Orthopedics,FMORT-0654,Anterior Spinal Release By Scoliosis,PKG,40112-00-00,2,47250,47250,Service to Package
Orthopedics,FMORT-0145,Biopsy-Joint Structure Of Hand & Finger,PKG,50100-01-01,1,9450,9450,Service to Package
Orthopedics,FMORT-0760,Hemivertebra Excision,PKG,48639-00-00,2,78750,78750,Service to Package
Orthopedics,FMORT-0747,Posterior Fixation Of Thoracic,PKG,48678-00-00,3,52500,52500,Service to Package
Orthopedics,FMORT-0475,Disloc.Or Valgus Deform Of The Elbow,PKG,47018-00-01,1,21000,21000,Service to Package
Orthopedics,FMORT-0630,Corticotomy & Application Of External Fixator,PKG,50130-00-01,2,42000,42000,Service to Package
Orthopedics,FMORT-0755,Modified Scott Wiring,PKG,47921-00-01,2,52500,52500,Service to Package
Orthopedics,FMORT-0173,Complete Or Partl. Resection Of Ankle,PKG,90574-01-01,1,18900,18900,Service to Package
Orthopedics,FMORT-0631,Febular Oesteotomy,PKG,48406-00-01,1,12600,12600,Service to Package
Orthopedics,FMORT-0565,Close Reduction U.G.A. For Fracture Humerus,PKG,47456-00-01,1,12600,12600,Service to Package
Orthopedics,FMORT-0461,Closed Reduction Of P.O.P. Of Fracture Of The Calcaneum,PKG,47609-00-01,1,14700,14700,Service to Package
Orthopedics,FMORT-0104,Closed Reduct Of Separated - Epiphysis At Radius & Ulna,PKG,90541-00-01,1,16800,16800,Service to Package
Orthopedics,FMORT-0124,Closed Reduct Of Dislocatn At Foot & Toe,PKG,47069-00-01,DAY CASE,10500,10500,Service to Package
Orthopedics,FMORT-0690,Spinal Fusion With Micomed Sys Tem,PKG,48660-00-00,2,126000,126000,Service to Package
Orthopedics,FMORT-0489,Correction Of Bone Deformities After Pathological Fracture.,PKG,90604-00-00,3,73500,73500,Service to Package
NEUROSURGERY,FMNEU-3613,Ulnar Nerve Transposition,PKG,39321-00-00,1,43750,43750,Service to Package
Neurology,FMNEU-3100,Deep Brain Stimulation Incluing The Implants,PKG,90007-02-00,5,250000,250000,Service to Package
NEUROSURGERY,FMNEU-3417,Use Of Cortical Stmltr. For Mapping Of Epileptic Cortex,PKG,96050-00-00,1,55000,55000,Service to Package
Orthopedics,FMORT-0343,Toe Reattachement,PKG,99999-99-99,1,2100,2100,Service to Package
NEUROSURGERY,FMNEU-3463,Removal Dbs Electrodes,PKG,39136-02-00,1,37500,37500,Service to Package
ENT,FMENT-3168,Implantable Hearing Aid,PKG,96092-00-41,1,11820,11820,Service to Package
NEUROSURGERY,FMNEU-3369,Endoscopic Evacuation Of Intracerebral Hematoma,PKG,30223-00-00,2,60000,60000,Service to Package
Orthopedics,FMORT-9003,Revision Of Iln Humerus,PKG,47921-00-01,2,47250,47250,Service to Package
Ophthalmology,FMOPT-4099,Corneal Wound Suturing,PKG,90176-00-00,1,8100,8100,Service to Package
NEUROSURGERY,FMNEU-3419,Subdural Electrode Insertion For Epilepsy,PKG,40709-00-00,1,55000,55000,Service to Package
NEUROSURGERY,FMNEU-3446,Steriotactic Insertion Of Deep Brain Stimulator For Motor Disorder (Stimulator Electrodes + Battery + Implants Not Included),PKG,90007-01-00,1,125000,125000,Service to Package
NEUROSURGERY,FMNEU-3420,Subdural Strip Or Grids Insertion For Epilepsy,PKG,39130-00-00,1,55000,55000,Service to Package
Orthopedics,FMORT-0316,Removal Of Skeletal Muscle - Stimulator,PKG,90566-00-01,1,8400,8400,Service to Package
NEUROSURGERY,FMNEU-3563,Surgical Exploration & Drainage Of Paravertebral Collection,PKG,90031-00-00,2,40000,40000,Service to Package
Orthopedics,FMORT-1014,Chemical Rhizotomy(For Cancer Alcohol Or Phenol),PKG,40330-00-00,DAY CASE,12600,12600,Service to Package
NEUROSURGERY,FMNEU-3588,Posterior Spinal Fusion And Fixation For Scoliosis Or Kyphosis - W/Out Implant,PKG,90011-02-00,3,170000,170000,Service to Package
Cardiology,FMCAR-3072,Diagnostic Ep Study,PKG,38209-00-00,DAY CASE,35000,35000,Service to Package
INTERVENTIONAL RADIOLOGY,FMXRAY1733,IR. LUMBAR PUNCTURE,PKG,39000-00-00,1 DAY,7200,7200,Service to Package
NEUROSURGERY,FMNEU-3380,Awake Craniotomy For Brain Tumour,PKG,90007-00-00,3 INCLUDING ICU,75000,75000,Service to Package
ENT,FMENT-3141,Plastic Surgery Of Ear Lobule,PKG,90111-00-01,1,12000,12000,Service to Package
Cardiology,FMCAR-3007,CABG & Mitral Valve Repair (No Ring),PKG,38497-04-00,7,59850,59850,Service to Package
NEUROSURGERY,FMNEU-3601,Posterior Rhizotomy - Lumbar Or Cervical Or Thoracic,PKG,90011-02-00,1,62500,62500,Service to Package
NEUROSURGERY,FMNEU-3454,Trigeminal Nerve Chemical Rhizotomy,PKG,40330-00-00,1,48000,48000,Service to Package
Orthopedics,PKORT-0020,Complex Spine Fracture/ Dissociation Reduction And Fixation,PKG,48678-00-00,4,65000,65000,Service to Package
NEUROSURGERY,FMNEU-3522,Lateral Or Posterolateral Approach And Thoracic Discectomy - 1 Level,PKG,40300-00-00,3,85000,85000,Service to Package
NEUROSURGERY,FMNEU-3525,Thoracic Disc Excision Transpedicular - 1 Level,PKG,48691-01-00,3,85000,85000,Service to Package
NEUROSURGERY,FMNEU-3343,Burr Hole And Aspiration Of Brain Abscess,PKG,39703-01-00,3,35000,35000,Service to Package
NEUROSURGERY,FMNEU-3411,Corpus Callosotomy For Epilepsy Surgery,PKG,40700-00-00,3,95000,95000,Service to Package
NEUROSURGERY,FMNEU-3597,Removal Of Posterior Spinal Instrumentaton - Three Level,PKG,90011-02-00,2,40000,40000,Service to Package
Orthopedics,FMORT-0277,Reconstruction Of Thumb Incl. Digital Transfr To Act As Thum,PKG,46507-00-01,1,44100,44100,Service to Package
NEUROSURGERY,FMNEU-3776,Intrathecal Baclofen Injection – Screening Procedure,PKG,90020-00-00,2,20000,20000,Service to Package
NEUROSURGERY,FMNEU-3501,Posterior Cervical Nerve Root Decompression – 2 Nerve Roots,PKG,40334-00-00,2,47500,47500,Service to Package
NEUROSURGERY,FMNEU-3586,Lumbar Discectomy Anterior/Lateral Approach + Fusion - Three Levels-W/Out Implant,PKG,40300-01-00,3,125000,125000,Service to Package
NEUROSURGERY,FMNEU-3421,Endoscopic Third Ventriculostomy,PKG,40012-00-00,3,55000,55000,Service to Package
NEUROSURGERY,FMNEU-3442,Micro Vascular Decompression - Other Cranial Nerves,PKG,39112-00-00,2,95000,95000,Service to Package
NEUROSURGERY,FMNEU-3440,Micrvascular Decompression For Hemifacial Spasm,PKG,41569-00-00,2,95000,95000,Service to Package
NEUROSURGERY,FMNEU-3596,Removal Of Posterior Spinal Instrumentaton - Two Level,PKG,90011-02-00,2,35000,35000,Service to Package
Cardiology,FMCAR-3006,Cabg & Double Mechanical Valve,PKG,38497-04-00,7,88850,88850,Service to Package
NEUROSURGERY,FMNEU-3500,Posterior Cervical Nerve Root Decompression – One Nerve Root,PKG,40331-00-00,1,41500,41500,Service to Package
NEUROSURGERY,FMNEU-3410,Temporal Lobectomy For Epilepsy Surgery,PKG,40703-02-00,3 days including ICU ,95000,95000,Service to Package
NEUROSURGERY,FMNEU-3350,Craniotomy And Evacuation Of Subdural Collection,PKG,90007-00-00,2,46000,46000,Service to Package
NEUROSURGERY,FMNEU-3412,Cortical Resection For Epilespy,PKG,40703-00-00,2,95000,95000,Service to Package
NEUROSURGERY,FMNEU-3595,Removal Of Posterior Spinal Instrumentaton - One Level,PKG,50616-01-00,1,30000,30000,Service to Package
Orthopedics,FMORT-0749,Combined Anterior & Posterior Fixation ( Dorso-Lumbar ),PKG,48678-00-00,2,105000,105000,Service to Package
ENT,FMENT-3107,Endoscopic Ethmoidectomy,PKG,41737-02-00,1,14400,14400,Service to Package
NEUROSURGERY,FMNEU-3623,Nerve Transposition,PKG,39321-00-00,1,43750,43750,Service to Package
NEUROSURGERY,FMNEU-3697,Insertion Of Intracranial Pressure Monitoring Catheter,PKG,90007-01-00,1,25000,25000,Service to Package
Ophthalmology,FMOPT-4053,Unilateral Full Myectomy Lower Lid,PKG,90090-00-01,1,28200,28200,Service to Package
NEUROSURGERY,FMNEU-3423,Ventriculo-Peritoneal Or Ventriculo-Atrial Shunt Insertion,PKG,40003-02-00,2,35000,35000,Service to Package
Orthopedics,FMORT-0636,Correction Of Scolliosis,PKG,90011-02-00,3,126000,126000,Service to Package
Radiology ,FMXRAY1449,Ir. Neuro. Bleeding Embolization,PKG,99999-99-99,4 INCLUDING ICU ,165000,165000,Service to Package
Radiology ,FMXRAY1453,Ir. Neuro. Spinal Bone Biopsy,PKG,30081-00-00,1,27500,27500,Service to Package
NEUROSURGERY,FMNEU-3458,Selective Dorsal Root Rhizotomy - One Level,PKG,40330-00-00,1,62500,62500,Service to Package
NEUROSURGERY,FMNEU-3673,Ligation Of Cervical Vessel For Intracranial Aneurysm,PKG,39812-00-00,1,20000,20000,Service to Package
