S/No,ItemCode,Name,price of 1/2/2021,GMDN 1,GMDN 2,GMDN 3
1990.0,MS-S-004912,SCREW PEDICLE MONOAXIAL (NS3).SIZE 7.0x45MM IRINE #T04847045,1278.0,46651,,
1991.0,MS-S-004913,SCREW PEDICLE MONOAXIAL (NS3).SIZE 7.0x50MM IRINE #T04847050,1278.0,46651,,
1992.0,MS-S-004914,SCREW PEDICLE MONOAXIAL (NS3).SIZE 4.5x25MM IRINE #T04864525,1278.0,46651,,
1995.0,MS-S-004917,SCREW PEDICLE MONOAXIAL (NS3).SIZE 4.5x40MM IRINE #T04864540,1278.0,46651,,
1996.0,MS-S-004918,SCREW PEDICLE MONOAXIAL (NS3).SIZE 4.5x45MM IRINE #T04864545,1278.0,46651,,
1997.0,MS-S-004919,SCREW PEDICLE MONOAXIAL (NS3).SIZE 4.5x50MM IRINE #T04864550,1278.0,46651,,
1998.0,MS-S-004920,SCREW PEDICLE MONOAXIAL (NS3).SIZE 5.0x25MM IRINE #T04865025,1278.0,46651,,
1999.0,MS-S-004921,SCREW PEDICLE MONOAXIAL (NS3).SIZE 5.0x30MM IRINE #T04865030,1278.0,46651,,
2000.0,MS-S-004922,SCREW PEDICLE MONOAXIAL (NS3).SIZE 5.0x35MM IRINE #T04865035,1278.0,46651,,
2001.0,MS-S-004923,SCREW PEDICLE MONOAXIAL (NS3).SIZE 5.0x40MM IRINE #T04865040,1278.0,46651,,
2003.0,MS-S-004925,SCREW REDUCTION MONOAXIAL (NS3) SIZE 6.0x50MM IRINE #T04856050,1278.0,46651,,
2004.0,MS-S-004926,SCREW REDUCTION MONOAXIAL (NS3) SIZE 6.5x30MM IRINE # T04856530,1278.0,46651,,
2005.0,MS-S-004927,SCREW REDUCTION MONOAXIAL (NS3) SIZE 6.5x35MM IRINE #T04856535,1278.0,46651,,
2008.0,MS-S-004930,SCREW REDUCTION MONOAXIAL (NS3) SIZE 6.5x50MM IRINE #T04856550,1278.0,46651,,
2009.0,MS-S-004931,SCREW REDUCTION MONOAXIAL (NS3) SIZE 7.0x30MM IRINE #T04857030,1278.0,46651,,
2010.0,MS-S-004932,SCREW REDUCTION MONOAXIAL (NS3) SIZE 7.0x35MM IRINE  #T04857035,1278.0,46651,,
2011.0,MS-S-004933,SCREW REDUCTION MONOAXIAL (NS3) SIZE 7.0x40MM IRINE  # T04857040,1278.0,46651,,
2012.0,MS-S-004934,SCREW REDUCTION MONOAXIAL (NS3) SIZE 7.0x45MM IRINE #T04857045,1278.0,32859,,
2013.0,MS-S-004935,SCREW REDUCTION MONOAXIAL (NS3) SIZE 7.0x50MM IRINE #T04857050,1278.0,46651,,
2023.0,MS-S-004945,SCREW PEDICLE MONOAXIAL (NS3).SIZE 4.5 x 25MM IRINE #T04844525,1278.0,46651,,
2024.0,MS-S-004946,SCREW PEDICLE MONOAXIAL (NS3).SIZE 4.5 x 30MM IRINE #T04844530,1278.0,46651,,
2025.0,MS-S-004947,SCREW PEDICLE MONOAXIAL (NS3).SIZE 4.5 x 35MM IRINE #T04844535,1278.0,46651,,
2026.0,MS-S-004948,SCREW PEDICLE MONOAXIAL (NS3).SIZE 4.5 x 40MM IRINE #T04844540,1278.0,46651,,
2027.0,MS-S-004949,SCREW PEDICLE MONOAXIAL (NS3).SIZE 4.5 x 45MM IRINE #T04844545,1278.0,46651,,
2028.0,MS-S-004950,SCREW PEDICLE MONOAXIAL (NS3).SIZE 5.0 x 25MM IRINE #T04845025,1278.0,46651,,
2029.0,MS-S-004951,SCREW PEDICLE MONOAXIAL (NS3).SIZE 5.0 x 30MM IRINE #T04845030,1278.0,46651,,
2030.0,MS-S-004952,SCREW PEDICLE MONOAXIAL (NS3).SIZE 5.0 x 35MM IRINE #T04845035,1278.0,46651,,
2031.0,MS-S-004953,SCREW PEDICLE MONOAXIAL (NS3).SIZE 5.0 x 40MM IRINE #T04845040,1278.0,46651,,
2032.0,MS-S-004954,SCREW PEDICLE MONOAXIAL (NS3).SIZE 5.0 x 45MM IRINE #T04845045,1278.0,46651,,
2033.0,MS-S-004955,SCREW PEDICLE MONOAXIAL (NS3).SIZE 5.0 x 50MM IRINE #T04845050,1278.0,46651,,
2034.0,MS-S-004956,SCREW PEDICLE MONOAXIAL (NS3).SIZE 5.5 x 30MM IRINE #T04845530,1278.0,46651,,
2035.0,MS-S-004957,SCREW PEDICLE MONOAXIAL (NS3).SIZE 5.5 x 35MM IRINE #T04846035,1278.0,46651,,
2036.0,MS-S-004958,SCREW PEDICLE MONOAXIAL (NS3).SIZE 5.5 x 40MM IRINE #T04845540,1278.0,46651,,
2038.0,MS-S-004960,SCREW PEDICLE MONOAXIAL (NS3).SIZE 5.5 x 50MM IRINE #T04845550,1278.0,46651,,
2039.0,MS-S-004961,SCREW PEDICLE MONOAXIAL (NS3).SIZE 6.0x 30MM IRINE #T04846030,1278.0,46651,,
2041.0,MS-S-004963,SCREW PEDICLE MONOAXIAL (NS3).SIZE 6.0x 40MM IRINE #T04846040,1278.0,46651,,
2042.0,MS-S-004964,SCREW PEDICLE MONOAXIAL (NS3).SIZE 6.0x 45MM IRINE #T04846045,1278.0,46651,,
1536.0,MS-R-000219,ROD TELESCOPIC 100MM TIPMED #042198,1276.0,63191,,
2470.0,MS-S-008927,SUTURE ANCHOR BIO COMPOSITE 4.5X14MM # AR-1927BCF-45 / OR EQUIVALENT  SMITH & NEPHEW #72203697,1274.0,65038,,
1338.0,MS-P-002657,"PLATE DCP ANGLED 60 MM X 90"" ; 4 HOLES TIPMED # 033899",1271.0,61573,,
1339.0,MS-P-002658,"PLATE DCP ANGLED 50 MM X 90"" ; 4 HOLES TIPMED # 033875",1271.0,61573,,
1340.0,MS-P-002659,"PLATE DCP ANGLED 55 MM X 90""; 4 HOLES TIPMED # 033882",1271.0,46536,,
1630.0,MS-R-000754,ROD PREBENT L 80 MM . SYNTHES # 04.615.530S,1271.0,64253,,
2127.0,MS-S-005547,SUTURE ANCHOR 3.0MM WITH # 2 FIBER WIRE ARTHREX # AR-1934PS,1268.0,45062,,
93.0,MS-B-001002,BLADE OSCIL 25.4 X 90 X 1.0 X 1.0MM #5071562,1263.0,43665,,
94.0,MS-B-001003,BLADE OSCIL TAPER  25.4 X 95 X 1.0 X 1.0MM # 5071538,1263.0,43665,,
2211.0,MS-S-005856,SUTURE ANCHOR FASTAK SMALL BONE WITH 2-0 FIBERWIRE ARTHREX # AR-1322-752SF,1263.0,45062,,
275.0,MS-C-001804,CONNECTOR TRANSVERS (NS3) SIZE 37-41MM IRINE # T04833741,1260.0,60538,,
276.0,MS-C-001805,CONNECTOR TRANSVERS (NS3) SIZE 41-48MM IRINE #T04834148,1260.0,60538,,
277.0,MS-C-001806,CONNECTOR TRANSVERS (NS3).SIZE 46-58MM IRINE #T04834658,1260.0,60538,,
278.0,MS-C-001807,CONNECTOR TRANSVER (NS3).SIZE 53-73MM IRINE #T04835373,1260.0,60538,,
904.0,MS-N-000816,NEEDLE GYNE PNEUMOPERITONEUM 10CM STORZ #26120J,1259.0,38824,,
1599.0,MS-R-000697,ROD 5.5X80MM - CDH PREBENT MEDTRONIC # 8690080,1254.0,64253,,
1894.0,MS-S-004618,SCREW SET HEX BREAK OFF TI .25 32 SOFAMOR #7049855,1254.0,46651,,
548.0,MS-F-000117,FEMORAL ARCHES 90 DEG. 160MM ALUMINIUM TIPMED #041016,1239.0,38156,,
549.0,MS-F-000118,FEMORAL ARCHES 90 DEG. 180MM ALUMINIUM TIPMED #041023,1239.0,38156,,
529.0,MS-E-000514,"EXOSEAL CLOSURE DEVISE OPEN ALL SIZES,EX600CE#CORDIS CORDIS # EX600CE",1238.0,58871,,
752.0,MS-I-000201,INTRODUCER BRAIDED (COIL TYPE) DIFFERENT SIZES BALTON,1238.0,64145,,
2125.0,MS-S-005538,SCREW INTERFERENCE BIO-COMPOSITE 7X28MM FULLTHREAD ARTHREX # AR-5028P-07,1238.0,56642,,
1397.0,MS-P-003729,PLATE DHS 135X3 HOLES X 64 LENGTH. IRENE # S67000306,1235.0,61573,,
116.0,MS-B-001186,BLADE SHAVER EXCALIBUR 4.2 MM X 16 CM ARTHREX # AR-6420EX,1232.0,41499,,
128.0,MS-B-001225,"BURR CLEARCUT ROUND 8 FLUTE,4.0MMX13CM . ARTHREX # AR-8400CRE",1232.0,43555,,
2226.0,MS-S-007867,SCREW COMPRESSING INTERMEDIATE HEX HEAD SMITH&NEPHEW # 71123199,1232.0,56642,,
452.0,MS-D-000408,"DRILL BIT,CANNULATED 2.8/1.4X150MM LENGTH IRINE # C08032",1228.0,63681,11332.0,
453.0,MS-D-000409,DRILL BIT CANNULATED 3.0/1.4X150MM LENGTH IRINE # C08033,1228.0,63681,11332.0,
368.0,MS-C-003707,CATHER BERNSTEIN HYDROPHILIC 5F 125CM#MERIT#512538BER-H MERIT # 512538BER-H,1223.0,10735,,
2995.0,MS-V-000302,"VERTEBRAL CATHETER HYDROPHILIC IMPRESS BRAIDED 4F,100CMSIDEPORTS 0.38""(0.97MM)#MERIT#410038VER-H MER",1223.0,58020,,
1824.0,MS-S-003545,SCREW SET EXT HEX G4 SOFAMOR DANEK # 7220850,1221.0,61325,,
1789.0,MS-S-002615,SCREW LOCKING CANNULATED S/S 7.3X90MM SYNTHES #02.207.090,1218.0,56642,,
1825.0,MS-S-003613,STONE CATCHER SET  (LITHOCLAST) E.M.S. #DT-059,1215.0,47012,,
499.0,MS-E-000119,ENDO GIA AUTOSUTURE #EGIAUSTND,1210.0,35615,,
516.0,MS-E-000222,ELECTRODE CORKSCREW MEDTRONIC # MEP1001,1210.0,62250,,
1392.0,MS-P-003714,PLATE ADOPTION 6 HOLE T 0.5 TITANIUM. SYNTHES # 4503344,1210.0,46642,,
1844.0,MS-S-003914,SUTURE ENDO GIA ULTRA 12MM XL UNIVERSAL STAPLER COVIDIEN #EGIAUXL,1210.0,45025,,
1667.0,MS-R-000823,"ROD CLAMP (FOR LOWER LIMBS, TYPE 1) SYANAH #A11031101 IRENE # A11031101",1205.0,48011,,
834.0,MS-L-000668,LOOP SPARE GYNE F/ SUPRALOOP 200X150MM UNIPOLAR STORZ#26183MD,1202.0,61916,,
474.0,MS-D-001007,DRILLSHAVER 2.9MM PUSH LOCK SHORT VE5. ARTHREX # AR-2923DSR,1193.0,61235,,
239.0,MS-C-001128,"CASSETTE ULTRASOUND FMS PAK, 0.9MM, ABS TIP 30D KELMAN F/PHACO INFINITY MACHINE ALCON# 8065-7410-87",1190.0,14473,,
138.0,MS-B-001646,BURR OVAL 8 FLUTE 4.0MM X 13CM ARTHREX # AR-8400OBE,1188.0,45553,36249.0,
182.0,MS-B-001817,BLOCKS FOR HALF PINS HOLES 3 HIPOKRAT # D176000003,1188.0,35897,,
213.0,MS-C-000658,CLIP LIGA MCA LARGE ETHICON #MCL20,1188.0,36126,,
350.0,MS-C-003539,"CATHETER GUIDING OPEN ALL SIZES,4037553C#CORDIS CORDIS # 4037553C",1188.0,37482,,
1163.0,MS-O-000199,"ORBITAL PLATE 6HOLE GOLD, OSTEONIC  # FOR307M06A",1188.0,61689,,
1269.0,MS-P-002512,PACK LAPAROSCOPY COMPLETE SET PENNINE # AUM-33800,1188.0,64505,,
1477.0,MS-P-004109,PLATE FOR HALF PINS HOLES 1 . HIPOKRAT # D176000001,1188.0,61689,,
1478.0,MS-P-004110,PLATE FOR HALF PINS HOLES 2 . HIPOKRAT # D176000002,1188.0,61689,,
1962.0,MS-S-004880,SCREW PEDICLE MONOAXIAL (NS3).SIZE 5.0x45MM IRINE #T04865045,1188.0,46651,,
1966.0,MS-S-004884,SCREW PEDICLE MONOAXIAL (NS3).SIZE 5.5x40MM IRINE #T04865540,1188.0,46651,,
1967.0,MS-S-004885,SCREW PEDICLE MONOAXIAL (NS3).SIZE 5.5x45MM IRINE #T04865545,1188.0,46651,,
1968.0,MS-S-004886,SCREW PEDICLE MONOAXIAL (NS3).SIZE 5.5x50MM IRINE #T04865550,1188.0,46651,,
1969.0,MS-S-004888,SCREW PEDICLE POLYAXIAL (NS3) SIZE 6.0x35MM IRINE #T04866035,1188.0,46651,,
1970.0,MS-S-004889,SCREW PEDICLE POLYAXIAL (NS3) SIZE 6.0x40MM IRINE #T04866040,1188.0,46651,,
1971.0,MS-S-004890,SCREW PEDICLE POLYAXIAL (NS3) SIZE 6.0x45MM IRINE #T04866045,1188.0,46651,,
1973.0,MS-S-004894,SCREW PEDICLE POLYAXIAL (NS3) SIZE 6.5x40MM IRINE #T04866540,1188.0,46651,,
1974.0,MS-S-004895,SCREW PEDICLE POLYAXIAL (NS3) SIZE 6.5x45MM IRINE #T04866545,1188.0,46651,,
1975.0,MS-S-004896,SCREW PEDICLE POLYAXIAL (NS3) SIZE 6.5x50MM IRINE #T04866550,1188.0,46650,,
1984.0,MS-S-004906,SCREW PEDICLE MONOAXIAL (NS3).SIZE 6.5x40MM IRINE #T04846540,1188.0,46651,,
1985.0,MS-S-004907,SCREW PEDICLE MONOAXIAL (NS3).SIZE 6.5x45MM IRINE #T04846545,1188.0,46651,,
2006.0,MS-S-004928,SCREW REDUCTION MONOAXIAL (NS3) SIZE 6.5x40MM IRINE #T04856540,1188.0,46651,,
2007.0,MS-S-004929,SCREW REDUCTION MONOAXIAL (NS3) SIZE 6.5x45MM IRINE #T04856545,1188.0,46651,,
2080.0,MS-S-005266,SCREW 6.5MMX15MM CANCELLOUS BONE J&J #1217-15-500,1188.0,56642,,
2195.0,MS-S-005830,STAPLE SPIKED LIGAMENT SIZE 8MMX20MM. ARTHREX # AR-1008,1188.0,35884,,
2276.0,MS-S-008433,STAPLE LIGAMENT 6MM X 20MM. ARTHREX # AR-1006,1188.0,47030,,
1945.0,MS-S-004859,SCREW REDUCTION MONOAXIAL (NS3) SIZE 5.0x40MM IRINE # T04875040,1187.0,46651,,
1946.0,MS-S-004860,SCREW REDUCTION MONOAXIAL (NS3) SIZE 5.0x45MM IRINE #T04875045,1187.0,46651,,
1947.0,MS-S-004861,SCREW REDUCTION MONOAXIAL (NS3) SIZE 5.0x50MM IRINE #T04875050,1187.0,46651,,
1949.0,MS-S-004863,SCREW REDUCTION MONOAXIAL (NS3) SIZE 5.5x35MM IRINE #T04875535,1187.0,46651,,
1950.0,MS-S-004864,SCREW REDUCTION MONOAXIAL (NS3) SIZE 5.5x40MM IRINE #T04875540,1187.0,46651,,
1951.0,MS-S-004865,SCREW REDUCTION MONOAXIAL (NS3) SIZE 5.5x45MM IRINE #T04875545,1187.0,46651,,
1952.0,MS-S-004866,SCREW REDUCTION MONOAXIAL (NS3) SIZE 5.5x50MM IRINE #T04875550,1187.0,46651,,
1953.0,MS-S-004867,SCREW REDUCTION POLYAXIAL (NS3) SIZE 6.0x30MM IRINE #T04876030,1187.0,32859,,
1956.0,MS-S-004872,SCREW REDUCTION POLYAXIAL (NS3) SIZE 6.5x30MM IRINE #T04876530,1187.0,32859,,
1957.0,MS-S-004873,SCREW REDUCTION POLYAXIAL (NS3) SIZE 6.5x35MM  IRINE #T04876535,1187.0,32859,,
1959.0,MS-S-004876,SCREW REDUCTION POLYAXIAL (NS3) SIZE 6.5x50MM IRINE #T04876550,1187.0,32859,,
1960.0,MS-S-004877,SCREW REDUCTION POLYAXIAL (NS3) SIZE 7.0x30MM IRINE #T04877030,1187.0,32859,,
1961.0,MS-S-004879,SCREW REDUCTION POLYAXIAL (NS3) SIZE 7.0x40MM IRINE #T04877040,1187.0,32859,,
1979.0,MS-S-004901,SCREW REDUCTION POLYAXIAL (NS3) SIZE 7.0x45MM IRINE #T04877045,1187.0,32859,,
1980.0,MS-S-004902,SCREW REDUCTION POLYAXIAL (NS3) SIZE 7.0x50MM IRINE #T04877050,1187.0,32859,,
2014.0,MS-S-004936,SCREW REDUCTION MONOAXIAL (NS3) SIZE 4.5x25MM IRINE #T04874525,1187.0,46651,,
2015.0,MS-S-004937,SCREW REDUCTION MONOAXIAL (NS3) SIZE 4.5x30MM IRINE #T04874530,1187.0,46651,,
2016.0,MS-S-004938,SCREW REDUCTION MONOAXIAL (NS3) SIZE 4.5x35MM IRINE #T04874535,1187.0,46651,,
2017.0,MS-S-004939,SCREW REDUCTION MONOAXIAL (NS3) SIZE 4.5x40MM IRINE #T04874540,1187.0,46651,,
2018.0,MS-S-004940,SCREW REDUCTION MONOAXIAL (NS3) SIZE 4.5x45MM IRINE #T04874545,1187.0,46651,,
2019.0,MS-S-004941,SCREW REDUCTION MONOAXIAL (NS3) SIZE 4.5x50MM IRINE #T04874550,1187.0,46651,,
2020.0,MS-S-004942,SCREW REDUCTION MONOAXIAL (NS3) SIZE 5.0x25MM IRINE #T04875025,1187.0,46651,,
2021.0,MS-S-004943,SCREW REDUCTION MONOAXIAL (NS3) SIZE 5.0x30MM IRINE #T04875030,1187.0,46651,,
2022.0,MS-S-004944,SCREW REDUCTION MONOAXIAL (NS3) SIZE 5.0x35MM IRINE #T04875035,1187.0,46651,,
1644.0,MS-R-000783,RODE TITANIUM COSMIC 6.25MMX70MM LENGTH . COSMIC # CS2708-70TB,1185.0,63191,,
1645.0,MS-R-000784,RODE TITANIUM COSMIC 6.25MMX80MM LENGTH COSMIC # CS2708-80TB,1185.0,63191,,
1646.0,MS-R-000785,RODE TITANIUM COSMIC 6.25MMX100MM LENGTH COSMIC # CS2708-100TB,1185.0,63191,,
1677.0,MS-R-000849,ROD TITANIUM COSMIC 6.25MMX120MM LENGTH. COSMIC #CS2708-80TB,1185.0,64253,,
2553.0,MS-S-009200,SCREW PEDICALE TITANIUM CLOSED 7MMX45MM LENGTH COSMIC BONIT COATING. COSMIC # CS2702-7-45TB,1185.0,56642,,
2556.0,MS-S-009203,SCREW PEDICALE TITANIUM CLOSED 6MMX50MM LENGTH COSMIC BONIT COATING. COSMIC # CS2702-6-50TB,1185.0,46651,,
2808.0,MS-S-010401,SCREW PEDICALE TITANIUM CLOSED 6MMX55MM COSMIC BONIT COATING. COSMIC #CS2702-6-55TB,1185.0,46651,,
2967.0,MS-T-001646,TRANSVERSAL STABILIZER  COSMIC DROP ON RIGHT TITANIUM. COSMIC #CS2723TB,1185.0,33792,,
2968.0,MS-T-001647,TRANSVERSAL STABILIZER  COSMIC DROP ON LEFT TITANIUM COSMIC #CS2722TB,1185.0,33792,,
39.0,MS-B-000452,BURR-2 BARREL D4.0MM FOR HI-LINE XS AESCULAP #GE544R,1179.0,43555,,
40.0,MS-B-000453,BURR-2 BARREL D6.0MM FOR HI-LINE XS AESCULAP #GE546R,1179.0,43555,,
86.0,MS-B-000917,BLADE SHAVER BURR 5.0MMx13CM OVAL 8FLUTE ARTHREX #AR-8500OBE,1177.0,41499,,
1872.0,MS-S-004452,SHAVER BLADE EXCALIBUR 5.0x13MM ARTHREX #AR-8500EX,1177.0,41499,,
856.0,MS-M-000541,MASK FULL FACE JOYCE EASY - L LOWENSTEIN # 1,1172.0,35177,,
127.0,MS-B-001224,BLADE SHAVER 4.0MM X 13CM DOUBLECUT ARTHREX # AR-8400DC,1166.0,41499,,
2270.0,MS-S-008340,"SCREW 2,5X14MM STAND SMART DRIVE TITANIUM. MARTIN # 26-906-14",1166.0,56642,,
3017.0,MS-W-000397,WIRE GUIDE SEXTANT BLUNT SOFAMOR #8670001,1166.0,47815,,
3025.0,MS-W-000589,"WIREGUIDE VIPER2 1.45MM ,SHARP JOH. & JOH. # 286705230",1166.0,63819,,
56.0,MS-B-000490,BOLT RETAINING KIRSCHNER HALF PIN TIPMED #041887,1165.0,16077,,
57.0,MS-B-000491,BOLT RETAINING HALF PIN KIRSCHNER AND CUBES TIPMED #041894,1165.0,16077,,
58.0,MS-B-000492,BOLT SOCKET UNIVERSAL SINGLE PIN FIXATION TIPMED #041870,1165.0,16077,,
2300.0,MS-S-008485,SCREW 4.5X30 MULTI-AXIAL. SANYO # 61111430,1164.0,46650,46651.0,
2301.0,MS-S-008486,SCREW 4.5X35 MULTI-AXIAL SANYO # 61111435,1164.0,46650,46651.0,
2302.0,MS-S-008487,SCREW 4.5X40 MULTI-AXIAL SANYO # 61111440,1164.0,46650,46651.0,
2303.0,MS-S-008488,SCREW 5.5X30 MULTI-AXIAL SANYO # 61111530,1164.0,46650,46651.0,
2306.0,MS-S-008492,SCREW 5.5X50 MULTI-AXIAL SANYO # 61111550,1164.0,46650,46651.0,
2307.0,MS-S-008493,SCREW 6.5X30 MULTI-AXIAL SANYO # 61111630,1164.0,46650,46651.0,
2314.0,MS-S-008506,SCREW 7.0X40 MULTI-AXIAL SANYO # 61111740,1164.0,46650,46651.0,
2315.0,MS-S-008507,SCREW 7.0X45 MULTI-AXIAL SANYO # 61111745,1164.0,46651,,
2316.0,MS-S-008508,SCREW 6.0X35 MULTI-AXIAL SANYO # 61112635,1164.0,46650,46651.0,
2320.0,MS-S-008512,SCREW 6.0X55 MULTI-AXIAL SANYO # 61112655,1164.0,56642,,
2344.0,MS-S-008542,SCREW 5.5X35 FIXED-ANGLE SANYO # 61116535,1164.0,46646,,
2345.0,MS-S-008543,SCREW 5.5X40 FIXED-ANGLE SANYO # 61116540,1164.0,46646,,
2346.0,MS-S-008544,SCREW 5.5X45 FIXED-ANGLE SANYO # 61116545,1164.0,46646,,
2347.0,MS-S-008545,SCREW 5.5X50 FIXED-ANGLE SANYO # 61116550,1164.0,46646,,
2348.0,MS-S-008548,SCREW 6.5X35 FIXED-ANGLE SANYO # 61116635,1164.0,46646,,
2349.0,MS-S-008549,SCREW 6.5X40 FIXED-ANGLE SANYO # 61116640,1164.0,46646,,
2350.0,MS-S-008550,SCREW 6.5X45 FIXED-ANGLE SANYO # 61116645,1164.0,46646,,
2351.0,MS-S-008551,SCREW 6.5X50 FIXED-ANGLE SANYO # 61116650,1164.0,46646,,
101.0,MS-B-001027,BLADE ST OSCIL 24.5 X 90 X 1.37MM #5071163,1155.0,43665,,
369.0,MS-C-003713,CUP SCREW FIXATION FOR COMBI 6.5MMX20MM. LINK # 180-657/20,1155.0,56642,,
371.0,MS-C-003715,CUP SCREW FIXATION FOR COMBI 6.5MMX25MM. LINK # 180-657/25,1155.0,56642,,
445.0,MS-D-000375,DRILL BIT SPIRAL 3.2 X 195MM SANATMETAL #939532195,1155.0,47863,,
489.0,MS-D-001124,DRILL BIT 1.0MMX80MM #A8.2301 OSTEONIC  # A8.2301,1155.0,11337,,
2741.0,MS-S-009696,SCREW CUP FIXATION FOR COMBI 6.5MMX30MM. LINK # 180-657/30,1155.0,56642,,
2826.0,MS-S-010546,SCREW FIXATION FOR COMBI CUP 6.5MMX35MM .LINK #180-657/35,1155.0,56642,,
1611.0,MS-R-000724,ROD PRE-CUT 5.5X90 (TITANIUM ALLOY). SANYO # 61160090,1152.0,63191,63367.0,
1011.0,MS-N-001415,NEEDLE GYNE PNEUMOPERITONEUM 7CM STORZ #26120JK,1149.0,38824,,
1209.0,MS-P-001528,PLATE DCP ANGLED BLADE 35MM X 80 DEGREE 3 HOLES TIPMED #033967,1149.0,61573,,
1210.0,MS-P-001529,PLATE DCP ANGLED BLADE 45MM X 80 DEGREE 3 HOLES TIPMED #033981,1149.0,61689,,
1211.0,MS-P-001530,PLATE DCP ANGLED BLADE 40MM X 90 DEGREE 3 HOLES TIPMED #033783,1149.0,46536,,
1212.0,MS-P-001533,PLATE DCP ANGLED BLADE 35MM X 100 DEGREE 3 HOLES TIPMED #034087,1149.0,44896,,
1213.0,MS-P-001534,PLATE DCP ANGLED BLADE  45MM X 100 DEGREE 3 HOLES TIPMED. #034100,1149.0,61689,,
1203.0,MS-P-001025,PLATE DHS 135 DEGREE 4 HOLES IRENE #S67000408,1146.0,61689,,
1204.0,MS-P-001026,PLATE DHS 135 DEGREE 5 HOLES IRENE #S67000509,1146.0,61689,,
2172.0,MS-S-005807,SCREW TITANIUM SMARTDRIVE STAND. 2.5X12MM MARTIEN # 26-906-12-09,1144.0,61689,,
2969.0,MS-T-001651,TUBE PATIENT BREATHING CIRCUIT DISPOSABLE F/ VAPOTHERM DEVICE VAPOTHERM #PF-DPC-HIGH,1144.0,35201,,
3019.0,MS-W-000459,WIRE POLYMER XT-14 0.014¿ DIA. 195L X 300CM VASCULAR BIOTRONIK #378013,1144.0,35094,44839.0,
2870.0,MS-T-000321,TUBING IRRIGATION # 03.000.400.01S,1142.0,45185,,
1262.0,MS-P-002489,PLATE T-BUTTRESS 8 HOLES LARGES ORTHO SELECT# 6016-0-6008,1139.0,61573,,
2163.0,MS-S-005794,SUTURE 2 FIBER WIRE W/REVERSE CUTTING NEEDLE BLUE. ARTHREX # AR-7202,1139.0,13907,,
2165.0,MS-S-005796,SUTURE TIGER LOOP # 2 WHITE/GREEN W/STRAIGHT NEEDLE ARTHREX #AR-7234T,1138.0,13907,,
2278.0,MS-S-008453,SABRS SMALL HUB 7MM X 2.0CM ARTHREX # AR-9200SR,1136.0,32864,,
115.0,MS-B-001162,BUTTON DOG BONE ARTHREX # AR-2270,1133.0,No codes,,
284.0,MS-C-001935,CABLE BIPOLAR CONNECTING ERBE #20196-045,1132.0,32684,57944.0,
232.0,MS-C-001003,CONNECTOR OBLIQUE SUPPORT 82MM TIPMED #041856,1126.0,60538,,
1553.0,MS-R-000362,ROD  3.5 X 240MM SOFAMOR DANEK  #7750015,1122.0,63191,,
2552.0,MS-S-009199,SCREW PEDICALE TITANIUM CLOSED 7MMX40MM LENGTH COSMIC BONIT COATING. COSMIC # CS2702-7-40TB,1122.0,46651,,
2554.0,MS-S-009201,SCREW PEDICALE TITANIUM OPEN 7MMX50MM LENGTH COSMIC BONIT COATING. COSMIC # CS2700-7-50TB,1122.0,46651,,
2555.0,MS-S-009202,SCREW PEDICALE TITANIUM CLOSED 6MMX40MM LENGTH COSMIC BONIT COATING. COSMIC # CS2702-6-40TB,1122.0,46651,,
3020.0,MS-W-000462,WIRE GUIDE SENSOR ORCHESTRA 0.035X150CM COLOPLAST # AECD35,1122.0,10691,,
2.0,MS-A-000118,ARGON HANDSET COVIDIEN #E2520H,1118.0,44774,,
2855.0,MS-S-010700,SCREW LOCKING 3.5MMX14 L  SST SELF-TAPING ;SYNTHES #02.127.114,1117.0,56642,,
2298.0,MS-S-008483,SCREW 3.5X15 VARIABLE ANGLE SELF-DRILLING SANYO # 61513515,1116.0,63980,,
1810.0,MS-S-003106,SCREW CORTEX TAP 4.5MM SYNTHES #311.470#,1109.0,56642,,
886.0,MS-N-000780,NEEDLE BEV TRO.SOFAMOR DANEK #8670009,1107.0,35212,,
1221.0,MS-P-001861,PLATE DHS 150° 114MM S/STEEL 6 HOLES TIPMED #32243,1107.0,61689,,
2395.0,MS-S-008676,SCREW CANNULATED 5X25 L SELF TAPPING. SYNTHES # 02.205.025,1106.0,61688,,
401.0,MS-C-003929,CORD UNIPOLAR HIGH FREQUENCY 300CM STORZ#26005M,1105.0,58514,,
1689.0,MS-S-000617,"SPONGE DURA FORM 2""X2"" GRAFT IMPLANT.",1103.0,46929,,
435.0,MS-D-000315,DRIL BIT ARTHROSCOPIC 1.5MM CONMED #DB1500,1101.0,11330,,
339.0,MS-C-003487,CANNULA RETROGRADE CARDIOPLEG MEDTRONIC # 94995,1100.0,47799,,
858.0,MS-M-000588,MULTIFILTRATE KIT F/ PLASMA EXCHANGE CRRT 18MPS P2DRY FRESENIUS # F00000215,1100.0,46997,,
908.0,MS-N-000996,NEEDLE PASSER SPECTRUM AUTOPASS CONMED # SMI-02N,1100.0,33519,,
2099.0,MS-S-005483,"SCREW CANNULATED HEADLESS 3.0X26MM TITANIUM , OSTEONIC #D2E.30260",1100.0,56642,,
1455.0,MS-P-003958,PLATE OC 31MM IRENE # A03120031,1056.0,61573,,
1456.0,MS-P-003959,PLATE OC 37MM IRENE # A03120037,1056.0,61573,,
